"poly","ring","cat","x","y"
14,1,0,366,237
14,1,0,366,242
14,1,0,364,242
14,1,0,361,237
15,1,0,650,536
15,1,0,659,535
15,1,0,661,534
15,1,0,661,531
15,1,0,667,530
15,1,0,668,533
15,1,0,662,535
15,1,0,661,538
15,1,0,650,539
15,1,0,650,536
16,1,0,358,229
16,1,0,359,228
16,1,0,359,227
16,1,0,366,227
16,1,0,366,232
16,1,0,359,232
16,1,0,358,229
17,1,0,479,417
17,1,0,480,415
17,1,0,485,418
17,1,0,487,419
17,1,0,487,422
17,1,0,479,417
18,1,1,236,464
18,1,1,239,458
18,1,1,238,454
18,1,1,238,452
18,1,1,238,451
18,1,1,239,453
18,1,1,239,457
18,1,1,237,464
18,1,1,236,464
19,1,0,306,125
19,1,0,307,121
19,1,0,317,121
19,1,0,314,125
19,1,0,306,125
20,1,0,480,480
20,1,0,483,480
20,1,0,483,487
20,1,0,480,487
20,1,0,480,480
21,1,0,490,481
21,1,0,492,481
21,1,0,495,481
21,1,0,495,483
21,1,0,490,485
21,1,0,490,481
22,1,0,397,403
22,1,0,397,400
22,1,0,400,400
22,1,0,400,403
22,1,0,397,403
23,1,0,610,484
23,1,0,612,482
23,1,0,622,487
23,1,0,616,487
23,1,0,610,484
24,1,2,147,416
24,1,2,147,415
24,1,2,150,416
24,1,2,157,418
24,1,2,163,418
24,1,2,169,419
24,1,2,177,421
24,1,2,177,422
24,1,2,167,419
24,1,2,156,418
24,1,2,150,416
24,1,2,147,416
25,1,2,251,346
25,1,2,254,343
25,1,2,257,341
25,1,2,257,339
25,1,2,257,337
25,1,2,258,337
25,1,2,257,341
25,1,2,253,344
25,1,2,251,347
25,1,2,251,346
26,1,0,583,570
26,1,0,583,562
26,1,0,588,564
26,1,0,587,566
26,1,0,587,571
26,1,0,583,570
27,1,1,508,419
27,1,1,509,417
27,1,1,510,416
27,1,1,508,420
27,1,1,508,419
28,1,0,395,135
28,1,0,396,135
28,1,0,397,134
28,1,0,396,132
28,1,0,396,131
28,1,0,397,131
28,1,0,400,135
28,1,0,405,135
28,1,0,405,139
28,1,0,400,139
28,1,0,399,140
28,1,0,395,135
29,1,0,483,518
29,1,0,483,515
29,1,0,489,515
29,1,0,489,518
29,1,0,483,518
30,1,1,586,466
30,1,1,600,465
30,1,1,601,454
30,1,1,602,452
30,1,1,613,464
30,1,1,625,452
30,1,1,625,453
30,1,1,607,470
30,1,1,586,468
30,1,1,586,466
31,1,0,316,286
31,1,0,323,286
31,1,0,323,289
31,1,0,316,289
31,1,0,316,286
32,1,1,150,234
32,1,1,150,231
32,1,1,151,230
32,1,1,153,234
32,1,1,150,234
33,1,0,423,483
33,1,0,423,479
33,1,0,429,479
33,1,0,428,481
33,1,0,423,483
34,1,0,497,236
34,1,0,497,231
34,1,0,506,232
34,1,0,510,236
34,1,0,497,236
35,1,0,368,357
35,1,0,380,356
35,1,0,380,361
35,1,0,369,362
35,1,0,368,357
36,1,0,290,12
36,1,0,293,9
36,1,0,299,15
36,1,0,296,18
36,1,0,290,12
37,1,0,384,359
37,1,0,389,359
37,1,0,389,364
37,1,0,384,364
37,1,0,384,359
38,1,0,49,282
38,1,0,50,278
38,1,0,56,279
38,1,0,54,281
38,1,0,49,282
39,1,0,462,468
39,1,0,467,468
39,1,0,466,474
39,1,0,462,474
39,1,0,462,468
40,1,0,551,298
40,1,0,560,293
40,1,0,566,293
40,1,0,566,299
40,1,0,551,298
41,1,0,514,261
41,1,0,514,256
41,1,0,518,256
41,1,0,518,262
41,1,0,514,261
42,1,0,453,495
42,1,0,456,495
42,1,0,457,495
42,1,0,457,497
42,1,0,453,497
42,1,0,453,495
43,1,0,245,427
43,1,0,245,420
43,1,0,250,420
43,1,0,250,428
43,1,0,245,427
44,1,1,295,273
44,1,1,299,270
44,1,1,303,268
44,1,1,303,274
44,1,1,295,273
45,1,0,431,357
45,1,0,432,342
45,1,0,450,331
45,1,0,452,331
45,1,0,452,330
45,1,0,454,330
45,1,0,452,338
45,1,0,448,350
45,1,0,431,357
46,1,1,417,632
46,1,1,419,628
46,1,1,423,624
46,1,1,429,621
46,1,1,430,621
46,1,1,431,621
46,1,1,427,622
46,1,1,423,625
46,1,1,420,628
46,1,1,417,632
47,1,0,450,744
47,1,0,467,739
47,1,0,470,744
47,1,0,463,748
47,1,0,461,747
47,1,0,460,745
47,1,0,458,744
47,1,0,451,747
47,1,0,450,744
48,1,1,269,419
48,1,1,269,412
48,1,1,274,412
48,1,1,274,419
48,1,1,269,419
49,1,0,254,457
49,1,0,255,457
49,1,0,255,456
49,1,0,255,453
49,1,0,254,453
49,1,0,262,453
49,1,0,260,454
49,1,0,260,457
49,1,0,262,458
49,1,0,254,457
50,1,0,304,227
50,1,0,304,222
50,1,0,308,222
50,1,0,307,227
50,1,0,304,227
51,1,0,151,223
51,1,0,151,220
51,1,0,155,220
51,1,0,154,222
51,1,0,154,221
51,1,0,151,223
52,1,2,354,646
52,1,2,395,618
52,1,2,398,614
52,1,2,408,594
52,1,2,415,597
52,1,2,402,620
52,1,2,399,625
52,1,2,394,628
52,1,2,378,638
52,1,2,377,639
52,1,2,378,640
52,1,2,375,642
52,1,2,374,642
52,1,2,372,644
52,1,2,359,675
52,1,2,354,646
53,1,0,193,316
53,1,0,193,309
53,1,0,198,309
53,1,0,197,309
53,1,0,197,316
53,1,0,193,316
54,1,0,667,432
54,1,0,670,432
54,1,0,669,437
54,1,0,667,437
54,1,0,667,432
55,1,0,684,426
55,1,0,684,421
55,1,0,688,421
55,1,0,688,426
55,1,0,684,426
56,1,0,338,413
56,1,0,341,413
56,1,0,341,417
56,1,0,340,417
56,1,0,340,419
56,1,0,338,419
56,1,0,338,413
57,1,0,337,206
57,1,0,344,206
57,1,0,344,211
57,1,0,338,211
57,1,0,337,206
58,1,0,217,132
58,1,0,219,131
58,1,0,230,124
58,1,0,231,128
58,1,0,220,135
58,1,0,217,132
59,1,0,100,226
59,1,0,107,226
59,1,0,107,230
59,1,0,100,230
59,1,0,100,226
60,1,0,330,161
60,1,0,330,157
60,1,0,333,159
60,1,0,336,161
60,1,0,336,162
60,1,0,330,161
61,1,0,177,204
61,1,0,177,201
61,1,0,183,201
61,1,0,183,204
61,1,0,177,204
62,1,0,169,201
62,1,0,171,197
62,1,0,175,193
62,1,0,176,197
62,1,0,177,201
62,1,0,169,201
63,1,1,427,146
63,1,1,429,143
63,1,1,433,147
63,1,1,428,147
63,1,1,427,146
64,1,1,537,541
64,1,1,539,540
64,1,1,542,535
64,1,1,551,526
64,1,1,551,525
64,1,1,550,525
64,1,1,551,525
64,1,1,551,524
64,1,1,552,524
64,1,1,553,524
64,1,1,559,517
64,1,1,564,509
64,1,1,567,500
64,1,1,580,500
64,1,1,573,504
64,1,1,569,508
64,1,1,567,512
64,1,1,562,528
64,1,1,561,529
64,1,1,551,536
64,1,1,537,541
65,1,1,300,542
65,1,1,303,540
65,1,1,308,532
65,1,1,315,539
65,1,1,311,542
65,1,1,308,543
65,1,1,303,543
65,1,1,300,542
66,1,1,383,485
66,1,1,384,483
66,1,1,386,481
66,1,1,386,485
66,1,1,383,485
67,1,1,571,552
67,1,1,579,537
67,1,1,616,551
67,1,1,614,555
67,1,1,614,559
67,1,1,615,563
67,1,1,617,569
67,1,1,618,572
67,1,1,615,579
67,1,1,571,555
67,1,1,572,553
67,1,1,571,552
68,1,0,458,474
68,1,0,458,468
68,1,0,462,468
68,1,0,462,474
68,1,0,458,474
69,1,0,443,298
69,1,0,447,296
69,1,0,449,295
69,1,0,449,299
69,1,0,445,299
69,1,0,443,298
70,1,0,372,615
70,1,0,372,609
70,1,0,378,609
70,1,0,378,612
70,1,0,388,612
70,1,0,389,610
70,1,0,389,600
70,1,0,391,600
70,1,0,393,596
70,1,0,389,596
70,1,0,390,587
70,1,0,396,584
70,1,0,398,588
70,1,0,401,590
70,1,0,402,592
70,1,0,400,594
70,1,0,399,596
70,1,0,399,597
70,1,0,397,597
70,1,0,393,606
70,1,0,391,607
70,1,0,391,609
70,1,0,390,611
70,1,0,388,614
70,1,0,385,617
70,1,0,383,618
70,1,0,378,618
70,1,0,377,617
70,1,0,376,615
70,1,0,375,615
70,1,0,372,615
71,1,1,542,577
71,1,1,546,577
71,1,1,546,580
71,1,1,541,578
71,1,1,542,577
72,1,2,565,426
72,1,2,568,423
72,1,2,570,419
72,1,2,575,416
72,1,2,578,415
72,1,2,581,415
72,1,2,583,416
72,1,2,585,418
72,1,2,579,421
72,1,2,577,427
72,1,2,565,426
73,1,0,388,460
73,1,0,396,461
73,1,0,396,466
73,1,0,390,466
73,1,0,388,460
74,1,0,436,502
74,1,0,444,502
74,1,0,444,507
74,1,0,436,507
74,1,0,436,502
75,1,0,445,187
75,1,0,462,187
75,1,0,465,189
75,1,0,467,192
75,1,0,449,191
75,1,0,447,190
75,1,0,445,187
76,1,0,205,238
76,1,0,210,238
76,1,0,213,236
76,1,0,214,239
76,1,0,216,238
76,1,0,216,243
76,1,0,207,243
76,1,0,205,238
77,1,0,349,305
77,1,0,357,304
77,1,0,357,303
77,1,0,362,302
77,1,0,363,306
77,1,0,351,308
77,1,0,350,308
77,1,0,349,305
78,1,0,308,59
78,1,0,319,59
78,1,0,319,64
78,1,0,308,63
78,1,0,308,59
79,1,0,202,112
79,1,0,203,105
79,1,0,206,105
79,1,0,207,107
79,1,0,207,112
79,1,0,202,112
80,1,1,428,516
80,1,1,431,514
80,1,1,435,516
80,1,1,428,516
81,1,0,107,241
81,1,0,107,237
81,1,0,114,237
81,1,0,114,241
81,1,0,107,241
82,1,0,492,320
82,1,0,499,320
82,1,0,499,325
82,1,0,492,325
82,1,0,492,320
83,1,1,416,437
83,1,1,417,431
83,1,1,419,431
83,1,1,419,437
83,1,1,416,437
84,1,0,448,317
84,1,0,448,313
84,1,0,453,313
84,1,0,453,317
84,1,0,448,317
85,1,0,485,316
85,1,0,492,316
85,1,0,492,320
85,1,0,485,321
85,1,0,485,316
86,1,0,487,427
86,1,0,489,423
86,1,0,496,427
86,1,0,494,431
86,1,0,487,427
87,1,0,304,215
87,1,0,304,210
87,1,0,310,210
87,1,0,309,215
87,1,0,304,215
88,1,0,343,272
88,1,0,346,272
88,1,0,347,278
88,1,0,344,279
88,1,0,343,272
89,1,0,395,180
89,1,0,395,175
89,1,0,405,175
89,1,0,404,180
89,1,0,395,180
90,1,0,238,446
90,1,0,238,441
90,1,0,243,442
90,1,0,239,447
90,1,0,238,446
91,1,1,480,456
91,1,1,474,458
91,1,1,480,455
91,1,1,480,456
92,1,1,196,492
92,1,1,197,491
92,1,1,208,497
92,1,1,213,502
92,1,1,217,509
92,1,1,206,513
92,1,1,197,496
92,1,1,196,492
93,1,1,372,609
93,1,1,373,590
93,1,1,376,578
93,1,1,379,578
93,1,1,378,609
93,1,1,372,609
94,1,0,490,492
94,1,0,490,487
94,1,0,495,488
94,1,0,495,493
94,1,0,490,492
95,1,0,549,557
95,1,0,551,554
95,1,0,559,557
95,1,0,562,559
95,1,0,557,562
95,1,0,549,557
96,1,0,223,369
96,1,0,225,365
96,1,0,239,379
96,1,0,242,379
96,1,0,241,381
96,1,0,248,387
96,1,0,249,387
96,1,0,250,388
96,1,0,250,389
96,1,0,249,390
96,1,0,248,393
96,1,0,248,394
96,1,0,247,394
96,1,0,242,388
96,1,0,236,383
96,1,0,233,379
96,1,0,230,377
96,1,0,225,372
96,1,0,223,370
96,1,0,223,369
97,1,0,269,419
97,1,0,274,419
97,1,0,274,428
97,1,0,269,428
97,1,0,269,419
98,1,0,366,227
98,1,0,373,227
98,1,0,373,232
98,1,0,366,232
98,1,0,366,227
99,1,0,373,151
99,1,0,373,146
99,1,0,379,146
99,1,0,379,151
99,1,0,373,151
100,1,1,256,241
100,1,1,256,239
100,1,1,260,236
100,1,1,261,233
100,1,1,262,233
100,1,1,265,232
100,1,1,268,234
100,1,1,270,233
100,1,1,272,228
100,1,1,276,222
100,1,1,276,220
100,1,1,275,220
100,1,1,274,220
100,1,1,273,221
100,1,1,274,219
100,1,1,276,220
100,1,1,277,222
100,1,1,276,223
100,1,1,274,226
100,1,1,270,233
100,1,1,268,234
100,1,1,265,233
100,1,1,263,233
100,1,1,262,233
100,1,1,260,237
100,1,1,257,239
100,1,1,256,241
101,1,1,693,509
101,1,1,693,507
101,1,1,696,509
101,1,1,693,509
102,1,0,155,308
102,1,0,159,308
102,1,0,158,314
102,1,0,158,313
102,1,0,154,313
102,1,0,155,308
103,1,0,632,520
103,1,0,643,520
103,1,0,642,524
103,1,0,634,524
103,1,0,632,520
104,1,0,490,481
104,1,0,490,475
104,1,0,496,475
104,1,0,495,481
104,1,0,492,481
104,1,0,490,481
105,1,0,183,204
105,1,0,191,204
105,1,0,192,208
105,1,0,183,207
105,1,0,183,204
106,1,1,139,321
106,1,1,142,322
106,1,1,143,322
106,1,1,139,321
107,1,0,638,438
107,1,0,638,432
107,1,0,644,432
107,1,0,639,438
107,1,0,638,438
108,1,0,653,420
108,1,0,654,414
108,1,0,659,414
108,1,0,654,421
108,1,0,653,420
109,1,0,403,778
109,1,0,403,768
109,1,0,410,770
109,1,0,405,778
109,1,0,403,778
110,1,0,490,538
110,1,0,491,537
110,1,0,496,546
110,1,0,495,547
110,1,0,491,543
110,1,0,490,538
111,1,0,124,200
111,1,0,124,196
111,1,0,128,200
111,1,0,124,200
112,1,0,565,617
112,1,0,568,617
112,1,0,568,621
112,1,0,565,621
112,1,0,565,617
113,1,0,536,297
113,1,0,542,297
113,1,0,541,302
113,1,0,536,302
113,1,0,536,297
114,1,0,409,518
114,1,0,417,518
114,1,0,417,522
114,1,0,415,522
114,1,0,408,525
114,1,0,409,518
115,1,0,262,357
115,1,0,266,356
115,1,0,267,361
115,1,0,265,361
115,1,0,264,359
115,1,0,263,360
115,1,0,262,357
116,1,0,642,414
116,1,0,643,409
116,1,0,649,409
116,1,0,649,414
116,1,0,642,414
117,1,0,350,137
117,1,0,357,137
117,1,0,357,140
117,1,0,350,140
117,1,0,350,137
118,1,0,306,142
118,1,0,317,142
118,1,0,317,149
118,1,0,313,148
118,1,0,306,145
118,1,0,306,142
119,1,2,265,144
119,1,2,266,141
119,1,2,266,142
119,1,2,266,144
119,1,2,267,146
119,1,2,272,152
119,1,2,276,154
119,1,2,280,160
119,1,2,274,155
119,1,2,270,152
119,1,2,265,144
120,1,0,688,433
120,1,0,688,426
120,1,0,692,426
120,1,0,691,433
120,1,0,688,433
121,1,0,646,545
121,1,0,646,538
121,1,0,650,539
121,1,0,650,546
121,1,0,646,545
122,1,1,677,502
122,1,1,683,502
122,1,1,684,502
122,1,1,677,502
123,1,1,567,499
123,1,1,572,478
123,1,1,573,472
123,1,1,572,468
123,1,1,572,466
123,1,1,576,467
123,1,1,578,473
123,1,1,578,478
123,1,1,577,480
123,1,1,573,484
123,1,1,572,487
123,1,1,571,499
123,1,1,567,499
124,1,0,349,737
124,1,0,354,739
124,1,0,350,744
124,1,0,347,743
124,1,0,349,737
125,1,0,307,114
125,1,0,317,114
125,1,0,317,117
125,1,0,307,117
125,1,0,307,114
126,1,0,331,126
126,1,0,331,121
126,1,0,340,122
126,1,0,339,126
126,1,0,331,126
127,1,0,326,327
127,1,0,336,327
127,1,0,336,332
127,1,0,326,332
127,1,0,326,327
128,1,0,448,322
128,1,0,453,322
128,1,0,452,330
128,1,0,448,330
128,1,0,448,322
129,1,0,317,342
129,1,0,326,342
129,1,0,326,349
129,1,0,318,348
129,1,0,317,342
130,1,2,195,482
130,1,2,199,482
130,1,2,204,482
130,1,2,198,483
130,1,2,196,482
130,1,2,195,482
131,1,0,299,67
131,1,0,300,69
131,1,0,297,69
131,1,0,299,67
132,1,0,652,491
132,1,0,657,492
132,1,0,657,496
132,1,0,656,497
132,1,0,652,493
132,1,0,652,491
133,1,2,197,484
133,1,2,204,482
133,1,2,205,485
133,1,2,207,487
133,1,2,208,488
133,1,2,207,487
133,1,2,209,485
133,1,2,210,482
133,1,2,210,486
133,1,2,213,489
133,1,2,215,490
133,1,2,216,490
133,1,2,216,483
133,1,2,215,480
133,1,2,213,481
133,1,2,213,480
133,1,2,221,479
133,1,2,225,496
133,1,2,228,504
133,1,2,217,508
133,1,2,214,501
133,1,2,210,496
133,1,2,207,493
133,1,2,201,491
133,1,2,200,489
133,1,2,199,489
133,1,2,198,487
133,1,2,198,486
133,1,2,197,484
134,1,1,369,315
134,1,1,371,316
134,1,1,373,320
134,1,1,370,318
134,1,1,369,315
135,1,0,33,279
135,1,0,35,279
135,1,0,42,277
135,1,0,50,278
135,1,0,49,282
135,1,0,44,284
135,1,0,40,288
135,1,0,39,289
135,1,0,36,285
135,1,0,33,279
136,1,0,27,253
136,1,0,64,218
136,1,0,68,214
136,1,0,69,215
136,1,0,64,222
136,1,0,62,225
136,1,0,60,230
136,1,0,59,235
136,1,0,58,256
136,1,0,57,262
136,1,0,53,269
136,1,0,51,271
136,1,0,49,273
136,1,0,48,274
136,1,0,30,274
136,1,0,28,270
136,1,0,28,258
136,1,0,27,253
137,1,0,497,460
137,1,0,497,457
137,1,0,505,459
137,1,0,505,462
137,1,0,497,460
138,1,0,526,438
138,1,0,526,433
138,1,0,532,430
138,1,0,534,434
138,1,0,526,438
139,1,0,363,436
139,1,0,363,430
139,1,0,368,430
139,1,0,368,436
139,1,0,363,436
140,1,1,314,491
140,1,1,314,483
140,1,1,328,484
140,1,1,329,491
140,1,1,314,491
141,1,2,271,566
141,1,2,287,546
141,1,2,288,546
141,1,2,292,549
141,1,2,275,571
141,1,2,271,566
142,1,0,556,352
142,1,0,555,348
142,1,0,566,348
142,1,0,565,353
142,1,0,559,353
142,1,0,557,353
142,1,0,556,352
143,1,0,658,407
143,1,0,663,398
143,1,0,668,402
143,1,0,663,409
143,1,0,658,407
144,1,0,444,208
144,1,0,451,208
144,1,0,453,209
144,1,0,452,211
144,1,0,444,211
144,1,0,444,208
145,1,0,480,256
145,1,0,482,256
145,1,0,482,257
145,1,0,481,259
145,1,0,480,256
146,1,1,425,415
146,1,1,425,413
146,1,1,429,415
146,1,1,425,415
147,1,0,551,293
147,1,0,551,288
147,1,0,556,289
147,1,0,556,293
147,1,0,551,293
148,1,2,279,946
148,1,2,282,946
148,1,2,278,950
148,1,2,279,946
149,1,0,424,473
149,1,0,429,473
149,1,0,429,477
149,1,0,423,474
149,1,0,424,473
150,1,0,84,254
150,1,0,84,249
150,1,0,93,249
150,1,0,93,254
150,1,0,84,254
151,1,0,327,272
151,1,0,328,267
151,1,0,333,267
151,1,0,330,272
151,1,0,327,272
152,1,1,241,116
152,1,1,242,116
152,1,1,245,114
152,1,1,244,116
152,1,1,241,116
153,1,1,343,491
153,1,1,344,484
153,1,1,351,484
153,1,1,351,491
153,1,1,343,491
154,1,1,352,775
154,1,1,354,770
154,1,1,357,766
154,1,1,358,767
154,1,1,354,773
154,1,1,354,775
154,1,1,352,775
155,1,2,279,945
155,1,2,284,945
155,1,2,283,946
155,1,2,279,946
155,1,2,279,945
156,1,0,211,323
156,1,0,211,316
156,1,0,215,317
156,1,0,220,321
156,1,0,225,323
156,1,0,224,336
156,1,0,211,323
157,1,1,415,407
157,1,1,418,406
157,1,1,426,402
157,1,1,426,403
157,1,1,416,407
157,1,1,415,407
158,1,0,586,636
158,1,0,586,631
158,1,0,596,632
158,1,0,595,634
158,1,0,592,636
158,1,0,586,636
159,1,1,448,632
159,1,1,450,629
159,1,1,452,643
159,1,1,450,643
159,1,1,450,638
159,1,1,450,635
159,1,1,448,632
160,1,1,387,478
160,1,1,390,478
160,1,1,386,481
160,1,1,387,478
161,1,0,410,473
161,1,0,418,473
161,1,0,418,479
161,1,0,409,478
161,1,0,410,473
162,1,0,164,123
162,1,0,169,118
162,1,0,174,119
162,1,0,174,124
162,1,0,164,123
163,1,0,577,641
163,1,0,577,636
163,1,0,582,636
163,1,0,582,641
163,1,0,577,641
164,1,0,350,201
164,1,0,356,200
164,1,0,356,205
164,1,0,350,205
164,1,0,350,201
165,1,1,353,731
165,1,1,358,733
165,1,1,357,736
165,1,1,352,735
165,1,1,353,731
166,1,1,401,501
166,1,1,403,503
166,1,1,401,503
166,1,1,401,501
167,1,0,356,205
167,1,0,365,205
167,1,0,365,210
167,1,0,357,210
167,1,0,356,205
168,1,1,359,472
168,1,1,359,465
168,1,1,362,465
168,1,1,362,472
168,1,1,359,472
169,1,1,351,323
169,1,1,356,322
169,1,1,356,327
169,1,1,351,327
169,1,1,351,323
170,1,0,302,398
170,1,0,303,398
170,1,0,303,396
170,1,0,306,396
170,1,0,306,395
170,1,0,307,395
170,1,0,307,398
170,1,0,302,398
171,1,0,300,401
171,1,0,301,401
171,1,0,301,400
171,1,0,302,400
171,1,0,302,398
171,1,0,307,398
171,1,0,307,401
171,1,0,300,401
172,1,0,113,404
172,1,0,116,400
172,1,0,123,403
172,1,0,136,410
172,1,0,137,411
172,1,0,139,413
172,1,0,140,414
172,1,0,144,415
172,1,0,143,416
172,1,0,137,418
172,1,0,132,418
172,1,0,117,411
172,1,0,118,409
172,1,0,117,407
172,1,0,116,406
172,1,0,113,404
173,1,0,336,332
173,1,0,341,331
173,1,0,341,336
173,1,0,336,336
173,1,0,336,332
174,1,0,379,800
174,1,0,393,800
174,1,0,395,799
174,1,0,395,796
174,1,0,399,797
174,1,0,402,802
174,1,0,398,802
174,1,0,394,804
174,1,0,380,803
174,1,0,379,800
175,1,2,569,464
175,1,2,572,465
175,1,2,572,466
175,1,2,569,465
175,1,2,569,464
176,1,1,566,339
176,1,1,570,342
176,1,1,569,343
176,1,1,566,340
176,1,1,566,339
177,1,0,384,369
177,1,0,384,364
177,1,0,388,364
177,1,0,387,365
177,1,0,386,365
177,1,0,386,367
177,1,0,387,367
177,1,0,387,369
177,1,0,384,369
178,1,1,580,500
178,1,1,567,499
178,1,1,581,500
178,1,1,580,500
179,1,1,572,466
179,1,1,575,466
179,1,1,576,467
179,1,1,572,466
180,1,0,311,218
180,1,0,318,219
180,1,0,318,222
180,1,0,311,222
180,1,0,311,218
181,1,0,457,520
181,1,0,461,519
181,1,0,461,524
181,1,0,457,524
181,1,0,457,520
182,1,1,501,716
182,1,1,507,713
182,1,1,514,712
182,1,1,521,712
182,1,1,526,713
182,1,1,524,715
182,1,1,523,715
182,1,1,523,714
182,1,1,519,716
182,1,1,516,718
182,1,1,512,718
182,1,1,509,719
182,1,1,508,721
182,1,1,507,721
182,1,1,505,721
182,1,1,504,719
182,1,1,502,720
182,1,1,501,716
183,1,0,475,210
183,1,0,480,210
183,1,0,481,211
183,1,0,481,213
183,1,0,475,213
183,1,0,475,210
184,1,0,503,352
184,1,0,510,352
184,1,0,510,358
184,1,0,503,352
185,1,1,431,554
185,1,1,431,549
185,1,1,432,549
185,1,1,432,554
185,1,1,431,554
186,1,1,380,525
186,1,1,380,513
186,1,1,381,512
186,1,1,384,518
186,1,1,384,523
186,1,1,383,526
186,1,1,380,525
187,1,0,487,463
187,1,0,487,455
187,1,0,491,456
187,1,0,491,463
187,1,0,487,463
188,1,0,379,175
188,1,0,382,175
188,1,0,382,180
188,1,0,379,180
188,1,0,379,175
189,1,2,0,279
189,1,2,3,275
189,1,2,5,277
189,1,2,5,279
189,1,2,7,280
189,1,2,8,284
189,1,2,9,284
189,1,2,9,285
189,1,2,11,284
189,1,2,10,286
189,1,2,11,288
189,1,2,12,289
189,1,2,12,290
189,1,2,13,292
189,1,2,12,292
189,1,2,12,294
189,1,2,12,296
189,1,2,13,296
189,1,2,13,297
189,1,2,13,300
189,1,2,13,301
189,1,2,13,302
189,1,2,12,302
189,1,2,0,279
190,1,0,351,274
190,1,0,358,273
190,1,0,358,275
190,1,0,351,277
190,1,0,351,274
191,1,0,170,274
191,1,0,173,270
191,1,0,178,270
191,1,0,178,275
191,1,0,170,274
192,1,1,533,573
192,1,1,534,572
192,1,1,538,573
192,1,1,536,574
192,1,1,533,573
193,1,0,186,189
193,1,0,187,185
193,1,0,193,186
193,1,0,191,189
193,1,0,186,189
194,1,1,180,322
194,1,1,185,322
194,1,1,184,326
194,1,1,181,322
194,1,1,180,322
195,1,0,449,488
195,1,0,449,487
195,1,0,453,487
195,1,0,453,490
195,1,0,449,488
196,1,0,495,345
196,1,0,498,342
196,1,0,501,346
196,1,0,504,346
196,1,0,503,352
196,1,0,495,345
197,1,0,221,409
197,1,0,225,409
197,1,0,225,412
197,1,0,221,412
197,1,0,221,409
198,1,0,337,455
198,1,0,344,455
198,1,0,344,454
198,1,0,344,457
198,1,0,342,457
198,1,0,337,457
198,1,0,337,455
199,1,0,344,232
199,1,0,351,232
199,1,0,351,237
199,1,0,344,237
199,1,0,344,232
200,1,0,670,432
200,1,0,673,432
200,1,0,673,437
200,1,0,669,437
200,1,0,670,432
201,1,0,370,374
201,1,0,375,374
201,1,0,376,375
201,1,0,376,380
201,1,0,371,382
201,1,0,370,374
202,1,0,140,168
202,1,0,140,159
202,1,0,142,159
202,1,0,144,163
202,1,0,145,168
202,1,0,140,168
203,1,0,599,610
203,1,0,602,606
203,1,0,609,604
203,1,0,611,602
203,1,0,612,599
203,1,0,613,594
203,1,0,616,587
203,1,0,615,582
203,1,0,620,584
203,1,0,619,586
203,1,0,621,587
203,1,0,622,586
203,1,0,624,586
203,1,0,624,589
203,1,0,625,589
203,1,0,627,589
203,1,0,629,589
203,1,0,631,589
203,1,0,634,589
203,1,0,625,592
203,1,0,620,595
203,1,0,617,597
203,1,0,608,610
203,1,0,605,613
203,1,0,599,610
204,1,0,562,621
204,1,0,562,617
204,1,0,565,617
204,1,0,565,621
204,1,0,562,621
205,1,1,460,282
205,1,1,463,281
205,1,1,461,286
205,1,1,460,282
206,1,1,337,807
206,1,1,343,807
206,1,1,344,808
