"poly","ring","x","y","st"
"c_01_8",1,28268,15949,"01"
"c_01_8",1,28293,15959,"01"
"c_01_8",1,28303,15965,"01"
"c_01_8",1,28303,15980,"01"
"c_01_8",1,28313,15993,"01"
"c_01_8",1,28314,16007,"01"
"c_01_8",1,28319,16010,"01"
"c_01_8",1,28338,15997,"01"
"c_01_9",1,28338,15997,"01"
"c_01_9",1,28302,16048,"01"
"c_01_9",1,28304,16071,"01"
"c_01_9",1,28298,16071,"01"
"c_01_9",1,28299,16082,"01"
"c_01_9",1,28306,16081,"01"
"c_01_9",1,28328,16265,"01"
"c_01_10",1,28328,16265,"01"
"c_01_10",1,28330,16279,"01"
"c_01_10",1,28281,16282,"01"
"c_01_10",1,28271,16289,"01"
"c_01_10",1,28265,16288,"01"
"c_01_10",1,28256,16295,"01"
"c_01_10",1,28183,16378,"01"
"c_01_11",1,28050,16237,"01"
"c_01_11",1,28044,16222,"01"
"c_01_11",1,28042,16208,"01"
"c_01_11",1,28029,16210,"01"
"c_01_11",1,28027,16197,"01"
"c_01_11",1,27945,16203,"01"
"c_01_12",1,27945,16203,"01"
"c_01_12",1,27939,16140,"01"
"c_01_12",1,27942,16039,"01"
"c_01_12",1,27945,15975,"01"
"c_01_12",1,27947,15969,"01"
"c_01_13",1,27527,16545,"01"
"c_01_13",1,27558,16543,"01"
"c_01_13",1,27551,16469,"01"
"c_01_13",1,27546,16416,"01"
"c_01_13",1,27538,16316,"01"
"c_01_13",1,27532,16248,"01"
"c_01_14",1,27532,16248,"01"
"c_01_14",1,27531,16234,"01"
"c_01_15",1,27531,16234,"01"
"c_01_15",1,27544,16235,"01"
"c_01_15",1,27634,16227,"01"
"c_01_15",1,27744,16220,"01"
"c_01_15",1,27828,16213,"01"
"c_01_15",1,27945,16203,"01"
"c_01_16",1,27687,16660,"01"
"c_01_16",1,27678,16659,"01"
"c_01_16",1,27665,16661,"01"
"c_01_16",1,27658,16652,"01"
"c_01_16",1,27653,16655,"01"
"c_01_16",1,27650,16634,"01"
"c_01_16",1,27583,16639,"01"
"c_01_16",1,27575,16631,"01"
"c_01_16",1,27589,16623,"01"
"c_01_16",1,27585,16611,"01"
"c_01_16",1,27579,16603,"01"
"c_01_16",1,27568,16596,"01"
"c_01_16",1,27567,16588,"01"
"c_01_16",1,27562,16583,"01"
"c_01_16",1,27561,16574,"01"
"c_01_16",1,27552,16570,"01"
"c_01_16",1,27543,16571,"01"
"c_01_16",1,27539,16559,"01"
"c_01_16",1,27527,16545,"01"
"c_01_17",1,26739,19389,"01"
"c_01_17",1,26822,19382,"01"
"c_01_17",1,26820,19354,"01"
"c_01_17",1,26857,19351,"01"
"c_01_17",1,27071,19333,"01"
"c_01_17",1,27096,19303,"01"
"c_01_17",1,27110,19312,"01"
"c_01_18",1,27110,19312,"01"
"c_01_18",1,27109,19318,"01"
"c_01_18",1,27116,19325,"01"
"c_01_18",1,27138,19326,"01"
"c_01_18",1,27135,19349,"01"
"c_01_18",1,27121,19373,"01"
"c_01_18",1,27113,19382,"01"
"c_01_18",1,27114,19389,"01"
"c_01_18",1,27125,19401,"01"
"c_01_18",1,27137,19401,"01"
"c_01_18",1,27144,19406,"01"
"c_01_18",1,27145,19419,"01"
"c_01_18",1,27136,19430,"01"
"c_01_18",1,27133,19438,"01"
"c_01_18",1,27140,19445,"01"
"c_01_18",1,27135,19463,"01"
"c_01_18",1,27137,19476,"01"
"c_01_18",1,27135,19483,"01"
"c_01_18",1,27134,19499,"01"
"c_01_18",1,27144,19498,"01"
"c_01_18",1,27150,19502,"01"
"c_01_18",1,27153,19511,"01"
"c_01_18",1,27164,19515,"01"
"c_01_18",1,27168,19525,"01"
"c_01_18",1,27159,19532,"01"
"c_01_18",1,27148,19536,"01"
"c_01_18",1,27142,19558,"01"
"c_01_18",1,27126,19574,"01"
"c_01_18",1,27122,19587,"01"
"c_01_18",1,27128,19600,"01"
"c_01_18",1,27139,19603,"01"
"c_01_18",1,27150,19610,"01"
"c_01_18",1,27159,19621,"01"
"c_01_18",1,27160,19630,"01"
"c_01_18",1,27155,19636,"01"
"c_01_18",1,27145,19638,"01"
"c_01_18",1,27127,19648,"01"
"c_01_18",1,27123,19653,"01"
"c_01_18",1,27125,19665,"01"
"c_01_18",1,27119,19672,"01"
"c_01_18",1,27109,19675,"01"
"c_01_18",1,27101,19686,"01"
"c_01_18",1,27103,19695,"01"
"c_01_18",1,27099,19706,"01"
"c_01_18",1,27110,19720,"01"
"c_01_18",1,27111,19734,"01"
"c_01_18",1,27122,19748,"01"
"c_01_18",1,27124,19757,"01"
"c_01_18",1,27119,19772,"01"
"c_01_19",1,26710,15748,"01"
"c_01_19",1,26730,15742,"01"
"c_01_19",1,26746,15731,"01"
"c_01_19",1,26761,15732,"01"
"c_01_19",1,26791,15744,"01"
"c_01_19",1,26808,15749,"01"
"c_01_19",1,26828,15765,"01"
"c_01_19",1,26839,15780,"01"
"c_01_19",1,26849,15809,"01"
"c_01_19",1,26856,15820,"01"
"c_01_19",1,26887,15844,"01"
"c_01_19",1,26905,15856,"01"
"c_01_19",1,26916,15868,"01"
"c_01_19",1,26927,15875,"01"
"c_01_19",1,26950,15882,"01"
"c_01_19",1,26960,15881,"01"
"c_01_19",1,26986,15876,"01"
"c_01_19",1,26996,15868,"01"
"c_01_19",1,27009,15862,"01"
"c_01_19",1,27017,15844,"01"
"c_01_19",1,27024,15836,"01"
"c_01_19",1,27047,15826,"01"
"c_01_19",1,27054,15824,"01"
"c_01_19",1,27072,15813,"01"
"c_01_19",1,27095,15805,"01"
"c_01_19",1,27113,15792,"01"
"c_01_19",1,27119,15781,"01"
"c_01_19",1,27137,15775,"01"
"c_01_19",1,27145,15770,"01"
"c_01_19",1,27161,15767,"01"
"c_01_19",1,27170,15768,"01"
"c_01_19",1,27174,15774,"01"
"c_01_19",1,27192,15781,"01"
"c_01_19",1,27221,15784,"01"
"c_01_19",1,27240,15791,"01"
"c_01_20",1,27240,15791,"01"
"c_01_20",1,27242,15804,"01"
"c_01_20",1,27237,15817,"01"
"c_01_20",1,27251,15822,"01"
"c_01_20",1,27251,15829,"01"
"c_01_20",1,27244,15837,"01"
"c_01_20",1,27247,15849,"01"
"c_01_20",1,27241,15852,"01"
"c_01_20",1,27243,15870,"01"
"c_01_20",1,27248,15878,"01"
"c_01_20",1,27240,15888,"01"
"c_01_20",1,27231,15892,"01"
"c_01_20",1,27229,15901,"01"
"c_01_20",1,27238,15912,"01"
"c_01_20",1,27235,15921,"01"
"c_01_20",1,27239,15925,"01"
"c_01_20",1,27236,15937,"01"
"c_01_20",1,27227,15941,"01"
"c_01_20",1,27214,15937,"01"
"c_01_20",1,27209,15941,"01"
"c_01_20",1,27211,15952,"01"
"c_01_20",1,27207,15960,"01"
"c_01_20",1,27196,15972,"01"
"c_01_20",1,27195,15983,"01"
"c_01_20",1,27190,15994,"01"
"c_01_20",1,27196,16002,"01"
"c_01_20",1,27188,16017,"01"
"c_01_20",1,27180,16022,"01"
"c_01_21",1,27180,16022,"01"
"c_01_21",1,27124,16025,"01"
"c_01_21",1,27020,16031,"01"
"c_01_21",1,26849,16043,"01"
"c_01_21",1,26702,16049,"01"
"c_01_22",1,28275,18431,"01"
"c_01_22",1,28310,18429,"01"
"c_01_22",1,28302,18359,"01"
"c_01_22",1,28309,18351,"01"
"c_01_22",1,28301,18346,"01"
"c_01_23",1,28301,18346,"01"
"c_01_23",1,28384,18336,"01"
"c_01_23",1,28386,18350,"01"
"c_01_23",1,28393,18419,"01"
"c_01_23",1,28482,18408,"01"
"c_01_24",1,28482,18408,"01"
"c_01_24",1,28487,18412,"01"
"c_01_24",1,28495,18437,"01"
"c_01_24",1,28499,18441,"01"
"c_01_24",1,28502,18470,"01"
"c_01_24",1,28504,18478,"01"
"c_01_24",1,28500,18498,"01"
"c_01_24",1,28499,18530,"01"
"c_01_24",1,28502,18536,"01"
"c_01_24",1,28492,18561,"01"
"c_01_24",1,28493,18577,"01"
"c_01_24",1,28534,18572,"01"
"c_01_24",1,28537,18586,"01"
"c_01_24",1,28548,18694,"01"
"c_01_24",1,28538,18698,"01"
"c_01_24",1,28540,18710,"01"
"c_01_24",1,28534,18723,"01"
"c_01_24",1,28526,18730,"01"
"c_01_24",1,28526,18742,"01"
"c_01_24",1,28554,18737,"01"
"c_01_25",1,28554,18737,"01"
"c_01_25",1,28563,18814,"01"
"c_01_25",1,28553,18815,"01"
"c_01_25",1,28554,18822,"01"
"c_01_25",1,28523,18825,"01"
"c_01_25",1,28532,18911,"01"
"c_01_26",1,28532,18911,"01"
"c_01_26",1,28519,18911,"01"
"c_01_26",1,28477,18916,"01"
"c_01_26",1,28477,18902,"01"
"c_01_26",1,28463,18903,"01"
"c_01_26",1,28457,18848,"01"
"c_01_26",1,28454,18834,"01"
"c_01_26",1,28438,18835,"01"
"c_01_26",1,28439,18840,"01"
"c_01_26",1,28427,18851,"01"
"c_01_26",1,28424,18859,"01"
"c_01_26",1,28418,18862,"01"
"c_01_26",1,28410,18878,"01"
"c_01_26",1,28396,18879,"01"
"c_01_26",1,28390,18883,"01"
"c_01_26",1,28382,18899,"01"
"c_01_26",1,28365,18917,"01"
"c_01_26",1,28357,18845,"01"
"c_01_26",1,28344,18848,"01"
"c_01_26",1,28276,18855,"01"
"c_01_27",1,28276,18855,"01"
"c_01_27",1,28264,18731,"01"
"c_01_27",1,28305,18726,"01"
"c_01_27",1,28302,18698,"01"
"c_01_27",1,28303,18683,"01"
"c_01_27",1,28290,18558,"01"
"c_01_27",1,28296,18554,"01"
"c_01_27",1,28295,18547,"01"
"c_01_27",1,28288,18544,"01"
"c_01_27",1,28285,18517,"01"
"c_01_27",1,28275,18431,"01"
"c_01_28",1,27166,17530,"01"
"c_01_28",1,27238,17526,"01"
"c_01_28",1,27347,17517,"01"
"c_01_28",1,27400,17513,"01"
"c_01_29",1,27400,17513,"01"
"c_01_29",1,27401,17521,"01"
"c_01_29",1,27410,17609,"01"
"c_01_29",1,27412,17636,"01"
"c_01_30",1,27412,17636,"01"
"c_01_30",1,27415,17678,"01"
"c_01_30",1,27375,17682,"01"
"c_01_30",1,27376,17702,"01"
"c_01_30",1,27382,17765,"01"
"c_01_30",1,27382,17780,"01"
"c_01_30",1,27388,17849,"01"
"c_01_30",1,27347,17853,"01"
"c_01_30",1,27355,17940,"01"
"c_01_30",1,27363,18019,"01"
"c_01_31",1,27363,18019,"01"
"c_01_31",1,27292,18026,"01"
"c_01_31",1,27252,18030,"01"
"c_01_31",1,27199,18035,"01"
"c_01_31",1,27196,17993,"01"
"c_01_31",1,27128,17999,"01"
"c_01_32",1,27128,17999,"01"
"c_01_32",1,27136,17989,"01"
"c_01_32",1,27138,17979,"01"
"c_01_32",1,27135,17965,"01"
"c_01_32",1,27146,17956,"01"
"c_01_32",1,27143,17942,"01"
"c_01_32",1,27148,17938,"01"
"c_01_32",1,27165,17951,"01"
"c_01_32",1,27170,17939,"01"
"c_01_32",1,27183,17930,"01"
"c_01_32",1,27177,17924,"01"
"c_01_32",1,27172,17910,"01"
"c_01_32",1,27168,17909,"01"
"c_01_32",1,27144,17920,"01"
"c_01_32",1,27132,17916,"01"
"c_01_32",1,27125,17908,"01"
"c_01_32",1,27119,17894,"01"
"c_01_32",1,27121,17890,"01"
"c_01_32",1,27135,17889,"01"
"c_01_32",1,27150,17884,"01"
"c_01_32",1,27167,17890,"01"
"c_01_32",1,27173,17872,"01"
"c_01_32",1,27165,17866,"01"
"c_01_32",1,27160,17873,"01"
"c_01_32",1,27152,17876,"01"
"c_01_32",1,27137,17873,"01"
"c_01_32",1,27131,17862,"01"
"c_01_32",1,27136,17846,"01"
"c_01_32",1,27127,17831,"01"
"c_01_32",1,27129,17822,"01"
"c_01_32",1,27126,17815,"01"
"c_01_32",1,27119,17816,"01"
"c_01_32",1,27111,17825,"01"
"c_01_32",1,27104,17825,"01"
"c_01_32",1,27098,17820,"01"
"c_01_32",1,27098,17808,"01"
"c_01_32",1,27104,17799,"01"
"c_01_32",1,27115,17798,"01"
"c_01_32",1,27117,17787,"01"
"c_01_32",1,27113,17780,"01"
"c_01_32",1,27100,17768,"01"
"c_01_32",1,27090,17768,"01"
"c_01_32",1,27090,17775,"01"
"c_01_32",1,27071,17780,"01"
"c_01_32",1,27062,17775,"01"
"c_01_32",1,27066,17764,"01"
"c_01_32",1,27076,17764,"01"
"c_01_32",1,27087,17755,"01"
"c_01_32",1,27092,17744,"01"
"c_01_32",1,27099,17741,"01"
"c_01_32",1,27100,17731,"01"
"c_01_32",1,27104,17725,"01"
"c_01_32",1,27102,17714,"01"
"c_01_32",1,27097,17710,"01"
"c_01_32",1,27097,17701,"01"
"c_01_32",1,27087,17698,"01"
"c_01_32",1,27086,17693,"01"
"c_01_32",1,27095,17686,"01"
"c_01_32",1,27085,17682,"01"
"c_01_32",1,27085,17674,"01"
"c_01_32",1,27093,17674,"01"
"c_01_32",1,27091,17659,"01"
"c_01_32",1,27100,17655,"01"
"c_01_32",1,27112,17640,"01"
"c_01_32",1,27121,17642,"01"
"c_01_32",1,27124,17635,"01"
"c_01_32",1,27133,17637,"01"
"c_01_32",1,27134,17626,"01"
"c_01_32",1,27125,17618,"01"
"c_01_32",1,27133,17613,"01"
"c_01_32",1,27137,17602,"01"
"c_01_32",1,27151,17600,"01"
"c_01_32",1,27159,17586,"01"
"c_01_32",1,27144,17572,"01"
"c_01_32",1,27141,17560,"01"
"c_01_32",1,27153,17563,"01"
"c_01_32",1,27158,17551,"01"
"c_01_32",1,27170,17550,"01"
"c_01_32",1,27173,17539,"01"
"c_01_32",1,27166,17530,"01"
"c_01_33",1,28482,18408,"01"
"c_01_33",1,28538,18402,"01"
"c_01_33",1,28640,18391,"01"
"c_01_33",1,28631,18311,"01"
"c_01_34",1,28631,18311,"01"
"c_01_34",1,28634,18314,"01"
"c_01_34",1,28647,18306,"01"
"c_01_34",1,28699,18301,"01"
"c_01_34",1,28700,18308,"01"
"c_01_34",1,28714,18306,"01"
"c_01_34",1,28721,18362,"01"
"c_01_34",1,28728,18368,"01"
"c_01_34",1,28730,18382,"01"
"c_01_34",1,28806,18374,"01"
"c_01_34",1,28814,18457,"01"
"c_01_34",1,28921,18445,"01"
"c_01_35",1,28921,18445,"01"
"c_01_35",1,28910,18465,"01"
"c_01_35",1,28908,18473,"01"
"c_01_35",1,28918,18490,"01"
"c_01_35",1,28914,18504,"01"
"c_01_35",1,28919,18527,"01"
"c_01_35",1,28925,18535,"01"
"c_01_35",1,28926,18548,"01"
"c_01_35",1,28923,18560,"01"
"c_01_35",1,28905,18575,"01"
"c_01_35",1,28900,18583,"01"
"c_01_35",1,28901,18598,"01"
"c_01_35",1,28894,18633,"01"
"c_01_35",1,28897,18660,"01"
"c_01_35",1,28895,18670,"01"
"c_01_35",1,28890,18676,"01"
"c_01_35",1,28889,18688,"01"
"c_01_35",1,28884,18697,"01"
"c_01_35",1,28875,18703,"01"
"c_01_36",1,28875,18703,"01"
"c_01_36",1,28842,18707,"01"
"c_01_37",1,28842,18707,"01"
"c_01_37",1,28672,18724,"01"
"c_01_37",1,28554,18737,"01"
"c_01_38",1,27423,18223,"01"
"c_01_38",1,27435,18223,"01"
"c_01_38",1,27445,18217,"01"
"c_01_38",1,27452,18227,"01"
"c_01_38",1,27461,18232,"01"
"c_01_38",1,27465,18239,"01"
"c_01_38",1,27477,18245,"01"
"c_01_38",1,27489,18244,"01"
"c_01_38",1,27495,18249,"01"
"c_01_38",1,27494,18257,"01"
"c_01_38",1,27505,18257,"01"
"c_01_38",1,27508,18269,"01"
"c_01_38",1,27518,18281,"01"
"c_01_38",1,27529,18274,"01"
"c_01_38",1,27543,18277,"01"
"c_01_38",1,27560,18291,"01"
"c_01_38",1,27569,18308,"01"
"c_01_38",1,27578,18305,"01"
"c_01_38",1,27581,18313,"01"
"c_01_38",1,27590,18322,"01"
"c_01_38",1,27602,18320,"01"
"c_01_38",1,27611,18333,"01"
"c_01_38",1,27606,18342,"01"
"c_01_38",1,27619,18343,"01"
"c_01_38",1,27629,18362,"01"
"c_01_38",1,27639,18369,"01"
"c_01_38",1,27655,18370,"01"
"c_01_38",1,27667,18377,"01"
"c_01_38",1,27667,18387,"01"
"c_01_38",1,27680,18394,"01"
"c_01_38",1,27679,18409,"01"
"c_01_38",1,27727,18405,"01"
"c_01_38",1,27823,18396,"01"
"c_01_38",1,27832,18395,"01"
"c_01_38",1,27898,18388,"01"
"c_01_39",1,27898,18388,"01"
"c_01_39",1,27938,18384,"01"
"c_01_39",1,27938,18396,"01"
"c_01_39",1,27945,18466,"01"
"c_01_40",1,27945,18466,"01"
"c_01_40",1,27904,18471,"01"
"c_01_40",1,27918,18596,"01"
"c_01_41",1,27918,18596,"01"
"c_01_41",1,27711,18617,"01"
"c_01_41",1,27670,18621,"01"
"c_01_41",1,27658,18620,"01"
"c_01_41",1,27599,18625,"01"
"c_01_41",1,27499,18636,"01"
"c_01_41",1,27438,18642,"01"
"c_01_42",1,27438,18642,"01"
"c_01_42",1,27371,18650,"01"
"c_01_42",1,27341,18652,"01"
"c_01_42",1,27337,18611,"01"
"c_01_42",1,27327,18606,"01"
"c_01_42",1,27300,18609,"01"
"c_01_42",1,27289,18499,"01"
"c_01_43",1,27289,18499,"01"
"c_01_43",1,27288,18488,"01"
"c_01_43",1,27324,18482,"01"
"c_01_43",1,27313,18361,"01"
"c_01_43",1,27395,18353,"01"
"c_01_43",1,27383,18236,"01"
"c_01_43",1,27390,18225,"01"
"c_01_43",1,27400,18222,"01"
"c_01_43",1,27420,18221,"01"
"c_01_43",1,27423,18223,"01"
"c_01_44",1,27240,15791,"01"
"c_01_44",1,27266,15787,"01"
"c_01_44",1,27284,15782,"01"
"c_01_44",1,27305,15788,"01"
"c_01_44",1,27345,15829,"01"
"c_01_44",1,27360,15826,"01"
"c_01_44",1,27373,15819,"01"
"c_01_45",1,27373,15819,"01"
"c_01_45",1,27381,15814,"01"
"c_01_45",1,27397,15811,"01"
"c_01_45",1,27410,15814,"01"
"c_01_45",1,27423,15822,"01"
"c_01_45",1,27432,15823,"01"
"c_01_45",1,27444,15827,"01"
"c_01_45",1,27471,15843,"01"
"c_01_45",1,27484,15864,"01"
"c_01_45",1,27501,15877,"01"
"c_01_46",1,27501,15877,"01"
"c_01_46",1,27516,16057,"01"
"c_01_46",1,27524,16164,"01"
"c_01_46",1,27531,16234,"01"
"c_01_47",1,27532,16248,"01"
"c_01_47",1,27420,16259,"01"
"c_01_47",1,27379,16262,"01"
"c_01_47",1,27325,16266,"01"
"c_01_47",1,27227,16271,"01"
"c_01_47",1,27203,16273,"01"
"c_01_48",1,27203,16273,"01"
"c_01_48",1,27192,16168,"01"
"c_01_48",1,27187,16095,"01"
"c_01_48",1,27180,16022,"01"
"c_01_49",1,27926,18670,"01"
"c_01_49",1,27931,18725,"01"
"c_01_49",1,27931,18735,"01"
"c_01_49",1,27936,18785,"01"
"c_01_49",1,27940,18793,"01"
"c_01_49",1,27951,18808,"01"
"c_01_49",1,27955,18822,"01"
"c_01_49",1,27962,18827,"01"
"c_01_49",1,27973,18848,"01"
"c_01_49",1,27977,18864,"01"
"c_01_49",1,27989,18873,"01"
"c_01_49",1,27996,18873,"01"
"c_01_49",1,28001,18882,"01"
"c_01_49",1,28030,18881,"01"
"c_01_49",1,28112,18872,"01"
"c_01_50",1,28112,18872,"01"
"c_01_50",1,28121,18956,"01"
"c_01_50",1,28142,18954,"01"
"c_01_50",1,28145,18965,"01"
"c_01_50",1,28156,18986,"01"
"c_01_50",1,28151,19005,"01"
"c_01_50",1,28155,19018,"01"
"c_01_50",1,28138,19039,"01"
"c_01_50",1,28131,19040,"01"
"c_01_50",1,28130,19050,"01"
"c_01_50",1,28145,19189,"01"
"c_01_51",1,28145,19189,"01"
"c_01_51",1,28128,19199,"01"
"c_01_51",1,28117,19198,"01"
"c_01_51",1,28113,19190,"01"
"c_01_51",1,28091,19194,"01"
"c_01_51",1,28085,19185,"01"
"c_01_51",1,28084,19177,"01"
"c_01_51",1,28090,19166,"01"
"c_01_51",1,28085,19158,"01"
"c_01_51",1,28080,19139,"01"
"c_01_51",1,28085,19129,"01"
"c_01_51",1,28056,19131,"01"
"c_01_51",1,27957,19140,"01"
"c_01_51",1,27894,19147,"01"
"c_01_51",1,27864,19149,"01"
"c_01_51",1,27761,19160,"01"
"c_01_51",1,27636,19171,"01"
"c_01_51",1,27546,19180,"01"
"c_01_52",1,27546,19180,"01"
"c_01_52",1,27550,19164,"01"
"c_01_52",1,27563,19150,"01"
"c_01_52",1,27571,19139,"01"
"c_01_52",1,27597,19118,"01"
"c_01_52",1,27599,19107,"01"
"c_01_52",1,27604,19095,"01"
"c_01_52",1,27605,19088,"01"
"c_01_52",1,27616,19082,"01"
"c_01_52",1,27625,19059,"01"
"c_01_52",1,27631,19053,"01"
"c_01_52",1,27640,19035,"01"
"c_01_52",1,27657,19025,"01"
"c_01_52",1,27662,19015,"01"
"c_01_52",1,27680,18996,"01"
"c_01_52",1,27690,18980,"01"
"c_01_52",1,27707,18975,"01"
"c_01_52",1,27715,18960,"01"
"c_01_52",1,27714,18955,"01"
"c_01_52",1,27721,18945,"01"
"c_01_52",1,27736,18911,"01"
"c_01_52",1,27733,18898,"01"
"c_01_52",1,27739,18883,"01"
"c_01_52",1,27737,18874,"01"
"c_01_52",1,27741,18855,"01"
"c_01_52",1,27747,18847,"01"
"c_01_52",1,27751,18821,"01"
"c_01_52",1,27748,18811,"01"
"c_01_52",1,27750,18793,"01"
"c_01_52",1,27761,18790,"01"
"c_01_52",1,27773,18782,"01"
"c_01_52",1,27785,18780,"01"
"c_01_52",1,27794,18766,"01"
"c_01_52",1,27805,18762,"01"
"c_01_52",1,27811,18754,"01"
"c_01_52",1,27805,18739,"01"
"c_01_52",1,27805,18728,"01"
"c_01_52",1,27811,18716,"01"
"c_01_52",1,27831,18717,"01"
"c_01_52",1,27849,18714,"01"
"c_01_52",1,27861,18709,"01"
"c_01_52",1,27868,18702,"01"
"c_01_52",1,27883,18696,"01"
"c_01_52",1,27904,18679,"01"
"c_01_52",1,27926,18670,"01"
"c_01_53",1,28090,15524,"01"
"c_01_53",1,28096,15542,"01"
"c_01_53",1,28104,15546,"01"
"c_01_53",1,28112,15554,"01"
"c_01_53",1,28133,15564,"01"
