state_postal,county_fips,county_name,votes_dem,votes_gop,total_votes,level
NC,37059,Davie,6988,19398,26704,county
NC,37013,Beaufort,9049,17296,26521,county
NC,37047,Columbus,8648,17592,26363,county
NC,37055,Dare,10074,14792,25115,county
NC,37065,Edgecombe,14900,9355,24416,county
NC,37083,Halifax,14014,9778,23938,county
NC,37111,McDowell,5911,17520,23600,county
NC,37061,Duplin,8057,14677,22864,county
NC,37093,Hoke,11896,10547,22724,county
NC,37145,Person,8295,13509,21993,county
NC,37099,Jackson,9746,11796,21864,county
NC,37113,Macon,6675,14981,21846,county
NC,37175,Transylvania,8972,11492,20706,county
NC,37003,Alexander,4060,16404,20625,county
NC,37197,Yadkin,3739,16439,20346,county
NC,37139,Pasquotank,9549,10537,20277,county
NC,37181,Vance,11292,8614,20059,county
NC,37153,Richmond,7787,11931,19848,county
NC,37053,Currituck,4604,13235,18010,county
NC,37039,Cherokee,3686,13883,17748,county
NC,37017,Bladen,6620,10035,16743,county
NC,37009,Ashe,4431,11629,16187,county
NC,37165,Scotland,6754,7767,14613,county
NC,37115,Madison,5090,8275,13561,county
NC,37123,Montgomery,4055,9044,13188,county
NC,37149,Polk,4827,8107,13032,county
NC,37117,Martin,5360,6601,12028,county
NC,37033,Caswell,4493,7445,12025,county
NC,37199,Yancey,3635,7509,11247,county
NC,37007,Anson,5253,5525,10859,county
NC,37185,Warren,5872,3976,9985,county
NC,37091,Hertford,6191,3561,9819,county
NC,37011,Avery,2220,7181,9468,county
NC,37131,Northampton,5239,3905,9197,county
NC,37015,Bertie,5279,3840,9170,county
NC,37121,Mitchell,1915,6843,8821,county
NC,37079,Greene,3437,4965,8442,county
NC,37137,Pamlico,2676,5229,7961,county
NC,37043,Clay,1899,5761,7708,county
NC,37143,Perquimans,2269,5278,7640,county
NC,37041,Chowan,2895,4587,7533,county
NC,37173,Swain,2643,4311,7036,county
NC,37005,Alleghany,1533,4900,6480,county
NC,37029,Camden,1522,4716,6292,county
NC,37187,Washington,3138,2768,5939,county
NC,37073,Gates,2268,3538,5860,county
NC,37103,Jones,2007,3409,5458,county
NC,37075,Graham,839,3883,4769,county
NC,37095,Hyde,931,1465,2417,county
NC,37177,Tyrrell,680,1057,1752,county
ND,38017,Cass,40304,47873,89842,county
ND,38015,Burleigh,14215,36595,51764,county
ND,38035,Grand Forks,12469,18123,31089,county
ND,38101,Ward,7215,20635,28326,county
ND,38059,Morton,3748,12839,16906,county
ND,38089,Stark,2473,12323,15017,county
ND,38105,Williams,2276,12501,15010,county
ND,38093,Stutsman,2692,7185,10073,county
ND,38077,Richland,2473,5576,8199,county
ND,38053,McKenzie,809,4627,5483,county
ND,38055,McLean,1093,4231,5398,county
ND,38003,Barnes,1661,3531,5294,county
ND,38071,Ramsey,1513,3609,5204,county
ND,38057,Mercer,672,3798,4530,county
ND,38099,Walsh,1173,3186,4456,county
ND,38097,Traill,1359,2650,4080,county
ND,38061,Mountrail,1125,2877,4060,county
ND,38079,Rolette,2567,1427,4060,county
ND,38009,Bottineau,735,2628,3422,county
ND,38067,Pembina,704,2350,3088,county
ND,38049,McHenry,479,2223,2735,county
ND,38073,Ransom,920,1661,2632,county
ND,38021,Dickey,557,1829,2435,county
ND,38103,Wells,405,1815,2242,county
ND,38025,Dunn,332,1877,2231,county
ND,38045,LaMoure,453,1614,2109,county
ND,38081,Sargent,663,1325,2024,county
ND,38005,Benson,795,1163,1994,county
ND,38019,Cavalier,491,1461,1977,county
ND,38069,Pierce,439,1493,1955,county
ND,38029,Emmons,205,1697,1923,county
ND,38063,Nelson,580,1141,1755,county
ND,38031,Foster,335,1326,1692,county
ND,38011,Bowman,207,1384,1611,county
ND,38043,Kidder,238,1137,1391,county
ND,38051,McIntosh,229,1132,1381,county
ND,38037,Grant,205,1076,1304,county
ND,38041,Hettinger,192,1089,1294,county
ND,38039,Griggs,301,963,1285,county
ND,38075,Renville,179,993,1203,county
ND,38027,Eddy,316,862,1201,county
ND,38023,Divide,253,914,1194,county
ND,38001,Adams,215,962,1191,county
ND,38095,Towner,289,796,1110,county
ND,38065,Oliver,156,909,1084,county
ND,38013,Burke,130,909,1051,county
ND,38047,Logan,117,898,1031,county
ND,38091,Steele,367,622,1005,county
ND,38033,Golden Valley,122,847,984,county
ND,38085,Sioux,654,285,950,county
ND,38083,Sheridan,101,644,753,county
ND,38007,Billings,93,543,644,county
ND,38087,Slope,33,351,387,county
OH,39049,Franklin,380518,210830,597530,county
OH,39035,Cuyahoga,376384,195164,575890,county
OH,39061,Hamilton,233360,172365,409753,county
OH,39153,Summit,145005,125910,273413,county
OH,39113,Montgomery,126767,125566,254715,county
OH,39095,Lucas,106320,82398,190525,county
OH,39151,Stark,71090,111478,184158,county
OH,39017,Butler,66713,114831,183142,county
OH,39093,Lorain,74207,83297,158959,county
OH,39165,Warren,47128,91132,139593,county
OH,39041,Delaware,61657,70448,133357,county
OH,39085,Lake,54484,72924,128535,county
OH,39025,Clermont,36130,76964,114115,county
OH,39099,Mahoning,50636,61249,112678,county
OH,39103,Medina,39771,66308,107017,county
OH,39155,Trumbull,39758,55983,96514,county
OH,39089,Licking,32832,61359,95045,county
OH,39057,Greene,35575,53399,90031,county
OH,39045,Fairfield,31695,51999,84431,county
OH,39133,Portage,34759,47681,83181,county
OH,39173,Wood,30016,36877,67565,county
OH,39023,Clark,21847,40403,62835,county
OH,39109,Miami,15969,42677,59176,county
OH,39139,Richland,16591,41298,58358,county
OH,39055,Geauga,20604,33844,54886,county
OH,39169,Wayne,15898,36764,53140,county
OH,39029,Columbiana,12064,35607,48046,county
OH,39003,Allen,12754,33201,46361,county
OH,39007,Ashtabula,15345,27656,43368,county
OH,39157,Tuscarawas,12032,30652,43019,county
OH,39043,Erie,16871,22493,39737,county
OH,39119,Muskingum,10874,28147,39327,county
OH,39063,Hancock,11467,26052,37937,county
OH,39159,Union,12934,23982,37288,county
OH,39141,Ross,9846,22801,32930,county
OH,39083,Knox,8698,23112,32090,county
OH,39081,Jefferson,8592,22317,31257,county
OH,39145,Scioto,8021,22978,31179,county
OH,39013,Belmont,8080,22758,31032,county
OH,39167,Washington,8600,22161,31000,county
OH,39143,Sandusky,10139,19311,29713,county
OH,39129,Pickaway,7397,21607,29275,county
OH,39101,Marion,7902,19219,27355,county
OH,39077,Huron,7496,19484,27212,county
OH,39037,Darke,4583,22234,27000,county
OH,39087,Lawrence,6514,20013,26712,county
OH,39005,Ashland,6544,19863,26662,county
OH,39009,Athens,14134,11369,25726,county
OH,39011,Auglaize,4442,20988,25623,county
OH,39149,Shelby,4350,20740,25288,county
OH,39147,Seneca,7765,17241,25262,county
OH,39123,Ottawa,8866,14872,23956,county
OH,39107,Mercer,3865,19710,23750,county
OH,39091,Logan,5027,18182,23403,county
OH,39051,Fulton,6374,15893,22452,county
OH,39135,Preble,4343,17146,21653,county
OH,39015,Brown,4069,17257,21442,county
OH,39027,Clinton,4633,15984,20779,county
OH,39097,Madison,5713,14737,20668,county
OH,39021,Champaign,4944,15334,20468,county
OH,39033,Crawford,4683,15402,20241,county
OH,39071,Highland,3609,16269,19984,county
OH,39137,Putnam,2996,16576,19754,county
OH,39039,Defiance,5667,13302,19153,county
OH,39117,Morrow,4100,14609,18855,county
OH,39171,Williams,4644,13461,18274,county
OH,39059,Guernsey,4154,13314,17594,county
OH,39127,Perry,3800,13062,16991,county
OH,39031,Coshocton,3835,12362,16333,county
OH,39069,Henry,3905,10873,14911,county
OH,39161,Van Wert,3000,11616,14729,county
OH,39079,Jackson,2953,11249,14285,county
OH,39019,Carroll,3071,10634,13818,county
OH,39073,Hocking,3704,9679,13489,county
OH,39053,Gallia,2592,10314,13000,county
OH,39065,Hardin,2863,9911,12893,county
OH,39047,Fayette,2773,9706,12571,county
OH,39001,Adams,2098,10269,12429,county
OH,39075,Holmes,1854,10384,12335,county
OH,39131,Pike,2793,9352,12218,county
OH,39175,Wyandot,2731,8564,11389,county
OH,39105,Meigs,2202,8127,10400,county
OH,39125,Paulding,1987,7203,9276,county
OH,39067,Harrison,1559,5484,7109,county
OH,39111,Monroe,1336,5396,6794,county
OH,39115,Morgan,1560,5168,6782,county
OH,39121,Noble,1069,5050,6161,county
OH,39163,Vinton,1169,4531,5737,county
OK,40109,Oklahoma,138769,143618,288923,county
OK,40143,Tulsa,106105,145241,256939,county
OK,40027,Cleveland,49432,67225,119294,county
OK,40017,Canadian,21038,50551,73074,county
OK,40131,Rogers,10146,35942,46902,county
OK,40145,Wagoner,9330,28487,38501,county
OK,40031,Comanche,12823,20823,34284,county
OK,40037,Creek,6643,24098,31312,county
OK,40119,Payne,10560,17962,29279,county
OK,40125,Pottawatomie,7266,20915,28774,county
OK,40051,Grady,4536,20378,25283,county
OK,40101,Muskogee,7400,16550,24357,county
OK,40083,Logan,5901,17748,24149,county
OK,40147,Washington,5793,16836,23174,county
OK,40047,Garfield,4849,16593,21844,county
OK,40087,McClain,4031,17005,21397,county
OK,40113,Osage,5867,14404,20628,county
OK,40019,Carter,4277,14945,19488,county
OK,40079,LeFlore,3184,15333,18754,county
OK,40137,Stephens,3236,15092,18620,county
OK,40041,Delaware,3475,14407,18108,county
OK,40021,Cherokee,5826,11637,17823,county
OK,40013,Bryan,3569,13999,17812,county
OK,40121,Pittsburg,3473,13841,17572,county
OK,40097,Mayes,3529,13514,17374,county
OK,40071,Kay,4136,12483,16913,county
OK,40135,Sequoyah,2907,12491,15583,county
OK,40081,Lincoln,2712,12495,15465,county
OK,40123,Pontotoc,3895,10967,15174,county
OK,40111,Okmulgee,3979,10100,14349,county
OK,40089,McCurtain,1696,9485,11309,county
OK,40115,Ottawa,2511,8490,11178,county
OK,40049,Garvin,1802,9063,10991,county
OK,40039,Custer,2279,7693,10168,county
OK,40015,Caddo,2414,6886,9496,county
OK,40091,McIntosh,1937,6387,8439,county
OK,40065,Jackson,1602,6295,8053,county
OK,40133,Seminole,1951,5951,8044,county
OK,40009,Beckham,1093,6474,7678,county
OK,40153,Woodward,967,6231,7312,county
OK,40001,Adair,1289,5860,7256,county
OK,40117,Pawnee,1355,5405,6880,county
OK,40073,Kingfisher,923,5745,6754,county
OK,40095,Marshall,1169,5348,6589,county
OK,40035,Craig,1212,4740,6056,county
OK,40099,Murray,1080,4689,5885,county
OK,40005,Atoka,779,4832,5662,county
OK,40023,Choctaw,944,4633,5639,county
OK,40139,Texas,793,4319,5206,county
OK,40103,Noble,1009,3853,4957,county
OK,40061,Haskell,718,4156,4936,county
OK,40127,Pushmataha,616,4025,4702,county
OK,40063,Hughes,831,3744,4659,county
OK,40149,Washita,551,4030,4652,county
OK,40105,Nowata,720,3774,4561,county
OK,40085,Love,689,3510,4260,county
OK,40069,Johnston,684,3462,4230,county
OK,40077,Latimer,681,3356,4079,county
OK,40107,Okfuskee,854,3080,3988,county
OK,40011,Blaine,671,3054,3786,county
OK,40151,Woods,614,2955,3638,county
OK,40093,Major,327,3087,3478,county
OK,40075,Kiowa,658,2569,3278,county
OK,40029,Coal,345,2155,2538,county
OK,40141,Tillman,500,2006,2533,county
OK,40033,Cotton,392,2067,2506,county
OK,40067,Jefferson,319,2020,2375,county
OK,40043,Dewey,209,1984,2215,county
OK,40003,Alfalfa,236,1891,2160,county
OK,40053,Grant,295,1794,2125,county
OK,40007,Beaver,158,1938,2124,county
OK,40055,Greer,304,1511,1836,county
OK,40045,Ellis,197,1585,1812,county
OK,40129,Roger Mills,160,1548,1733,county
OK,40059,Harper,147,1284,1451,county
OK,40025,Cimarron,66,860,935,county
OK,40057,Harmon,165,709,882,county
OR,41051,Multnomah,325927,70759,411081,county
OR,41067,Washington,193013,92590,295612,county
OR,41005,Clackamas,130580,106387,244316,county
OR,41039,Lane,125775,77376,209786,county
OR,41047,Marion,73970,77089,155742,county
OR,41017,Deschutes,68108,54850,126531,county
OR,41029,Jackson,54065,61743,118952,county
OR,41043,Linn,25749,43078,71052,county
OR,41019,Douglas,18386,41561,61482,county
OR,41071,Yamhill,26011,29536,57420,county
OR,41003,Benton,33909,14187,49835,county
OR,41033,Josephine,16928,31129,49333,county
OR,41053,Polk,22034,23768,47233,county
OR,41011,Coos,13731,20849,35581,county
OR,41035,Klamath,9856,24675,35372,county
OR,41009,Columbia,12895,17227,31171,county
OR,41059,Umatilla,9251,20973,31082,county
OR,41041,Lincoln,17112,11645,29671,county
OR,41007,Clatsop,12533,9913,23172,county
OR,41013,Crook,3836,12012,16213,county
OR,41057,Tillamook,7747,7971,16180,county
OR,41061,Union,4107,9942,14502,county
OR,41015,Curry,5737,8000,14131,county
OR,41065,Wasco,6069,6837,13340,county
OR,41027,Hood River,8364,3854,12620,county
OR,41031,Jefferson,3941,7454,11691,county
OR,41045,Malheur,2884,7710,10916,county
OR,41001,Baker,2343,7060,9649,county
OR,41063,Wallowa,1573,3366,5082,county
OR,41049,Morrow,1138,3408,4705,county
OR,41023,Grant,816,3490,4431,county
OR,41025,Harney,797,3307,4234,county
OR,41037,Lake,681,3421,4199,county
OR,41055,Sherman,233,890,1155,county
OR,41021,Gilliam,291,805,1130,county
OR,41069,Wheeler,210,618,865,county
PA,42101,Philadelphia,568571,144311,721441,county
PA,42003,Allegheny,429916,283595,720504,county
PA,42091,Montgomery,317103,198311,520906,county
PA,42017,Bucks,198431,198722,401028,county
PA,42045,Delaware,201324,123421,328172,county
PA,42029,Chester,184281,137299,324964,county
PA,42071,Lancaster,120119,166261,289257,county
PA,42133,York,91926,154884,249210,county
PA,42129,Westmoreland,74904,135008,211450,county
PA,42011,Berks,91125,116677,209838,county
PA,42077,Lehigh,96317,91207,189810,county
PA,42095,Northampton,86655,89817,178215,county
PA,42079,Luzerne,62504,92444,156150,county
PA,42043,Dauphin,78327,69474,149526,county
PA,42041,Cumberland,66255,80267,148396,county
PA,42049,Erie,67456,68866,137595,county
PA,42125,Washington,44910,75929,121617,county
PA,42019,Butler,40661,79773,121440,county
PA,42069,Lackawanna,59510,56261,116590,county
PA,42007,Beaver,37196,56837,94843,county
PA,42089,Monroe,42007,42676,85525,county
PA,42055,Franklin,23543,59604,83884,county
PA,42027,Centre,41119,38829,80792,county
PA,42075,Lebanon,24734,48282,73692,county
PA,42107,Schuylkill,20882,51665,73184,county
PA,42021,Cambria,21177,49408,71136,county
PA,42013,Blair,18127,46352,64949,county
PA,42051,Fayette,19548,43633,63472,county
PA,42001,Adams,19842,40248,60650,county
PA,42081,Lycoming,17216,41961,59685,county
PA,42085,Mercer,20145,37761,58410,county
PA,42073,Lawrence,15440,31347,47110,county
PA,42097,Northumberland,12863,30240,43522,county
PA,42039,Crawford,12858,29685,42872,county
PA,42063,Indiana,12697,29215,42229,county
PA,42111,Somerset,8596,31993,40881,county
PA,42033,Clearfield,9647,30481,40430,county
PA,42005,Armstrong,8553,28296,37119,county
PA,42025,Carbon,11394,23708,35395,county
PA,42103,Pike,13132,21537,34950,county
PA,42037,Columbia,11083,21190,32576,county
PA,42015,Bradford,7990,22937,31192,county
PA,42127,Wayne,9150,20071,29444,county
PA,42009,Bedford,4336,23658,28160,county
PA,42121,Venango,7624,18883,26732,county
PA,42099,Perry,6385,19073,25725,county
PA,42061,Huntingdon,5368,17627,23156,county
PA,42065,Jefferson,4707,18235,23129,county
PA,42115,Susquehanna,6093,16114,22404,county
PA,42087,Mifflin,4735,17184,22071,county
PA,42117,Tioga,5100,16272,21587,county
PA,42119,Union,8015,12969,21188,county
PA,42123,Warren,6212,14345,20723,county
PA,42109,Snyder,5239,14664,20038,county
PA,42031,Clarion,4562,15036,19733,county
PA,42083,McKean,5115,14401,19682,county
PA,42035,Clinton,5395,12965,18522,county
PA,42059,Greene,4592,12319,17236,county
PA,42047,Elk,4483,12543,17153,county
PA,42131,Wyoming,4680,10222,15052,county
PA,42067,Juniata,2290,9721,12104,county
PA,42093,Montour,3862,5944,9908,county
PA,42105,Potter,1675,7334,9085,county
PA,42057,Fulton,1102,7039,8177,county
PA,42113,Sullivan,976,2721,3721,county
PA,42053,Forest,724,1902,2650,county
PA,42023,Cameron,538,1654,2219,county
RI,44007,Providence,151508,112558,269989,county
RI,44003,Kent,46269,44526,92648,county
RI,44009,Washington,42589,31247,75556,county
RI,44005,Newport,27332,16027,44349,county
RI,44001,Bristol,17458,10048,28117,county
SC,45045,Greenville,100074,158541,263316,county
SC,45019,Charleston,111427,99265,214521,county
SC,45051,Horry,62325,141719,205954,county
SC,45079,Richland,121110,58019,182411,county
SC,45083,Spartanburg,50710,103032,155597,county
SC,45091,York,59600,88239,150059,county
SC,45063,Lexington,47815,96965,146903,county
SC,45015,Berkeley,46416,64777,112834,county
SC,45013,Beaufort,44002,59123,104403,county
SC,45007,Anderson,25281,71828,98296,county
SC,45003,Aiken,31298,53592,86091,county
SC,45035,Dorchester,32489,43839,77764,county
SC,45041,Florence,27706,32615,61140,county
SC,45077,Pickens,13891,45728,60451,county
SC,45057,Lancaster,20146,33623,54427,county
SC,45085,Sumter,23425,21215,45170,county
SC,45073,Oconee,9987,31772,42264,county
SC,45043,Georgetown,14965,22326,37754,county
SC,45075,Orangeburg,22832,13750,36970,county
SC,45055,Kershaw,11826,21289,33533,county
SC,45047,Greenwood,10766,19715,30888,county
SC,45031,Darlington,12977,17017,30331,county
SC,45059,Laurens,8769,21110,30213,county
SC,45021,Cherokee,5939,18697,24839,county
SC,45025,Chesterfield,6520,11682,18391,county
SC,45029,Colleton,7376,10696,18276,county
SC,45053,Jasper,8144,9900,18227,county
SC,45071,Newberry,5841,12067,18129,county
SC,45027,Clarendon,7064,9065,16320,county
SC,45023,Chester,6353,9030,15556,county
SC,45089,Williamsburg,8634,5524,14330,county
SC,45037,Edgefield,4659,9092,13919,county
SC,45067,Marion,7316,5906,13388,county
SC,45087,Union,4084,8102,12289,county
SC,45001,Abbeville,3399,8509,12048,county
SC,45033,Dillon,5241,6526,11861,county
SC,45039,Fairfield,6277,4792,11215,county
SC,45069,Marlboro,5137,4896,10152,county
SC,45011,Barnwell,4082,5605,9803,county
SC,45081,Saluda,2454,6452,9014,county
SC,45049,Hampton,4328,3801,8233,county
SC,45061,Lee,4505,3078,8076,county
SC,45017,Calhoun,3339,4474,7914,county
SC,45065,McCormick,2513,3565,6153,county
SC,45009,Bamberg,3245,2376,5694,county
SC,45005,Allendale,2165,813,3023,county
SD,46099,Minnehaha,39923,51842,93986,county
SD,46103,Pennington,20051,35009,56580,county
SD,46083,Lincoln,12981,22621,36393,county
SD,46013,Brown,6075,10645,17043,county
SD,46081,Lawrence,5074,9904,15409,county
SD,46011,Brookings,5978,8575,14939,county
SD,46093,Meade,3421,10887,14672,county
SD,46029,Codington,3840,9349,13510,county
SD,46135,Yankton,3883,6650,10832,county
SD,46035,Davison,2743,6208,9177,county
SD,46127,Union,2548,6160,8876,county
SD,46065,Hughes,2838,5379,8435,county
SD,46005,Beadle,2017,4826,7010,county
SD,46033,Custer,1567,4313,6001,county
SD,46079,Lake,1978,3819,5906,county
SD,46027,Clay,2944,2574,5657,county
SD,46019,Butte,942,4024,5082,county
SD,46125,Turner,1044,3374,4538,county
SD,46047,Fall River,1030,3135,4274,county
SD,46109,Roberts,1560,2514,4149,county
SD,46067,Hutchinson,755,2918,3736,county
SD,46051,Grant,946,2594,3630,county
SD,46023,Charles Mix,1000,2551,3615,county
SD,46057,Hamlin,610,2560,3226,county
SD,46101,Moody,1052,2068,3189,county
SD,46115,Spink,921,2145,3139,county
SD,46102,Oglala Lakota,2567,406,3062,county
SD,46087,McCook,733,2227,3031,county
SD,46009,Bon Homme,697,2236,2992,county
SD,46037,Day,1000,1876,2932,county
SD,46077,Kingsbury,760,1989,2801,county
SD,46123,Tripp,470,2150,2654,county
SD,46129,Walworth,481,1940,2466,county
SD,46015,Brule,666,1694,2423,county
SD,46039,Deuel,528,1717,2298,county
SD,46053,Gregory,426,1790,2267,county
SD,46121,Todd,1570,497,2126,county
SD,46091,Marshall,782,1288,2109,county
SD,46061,Hanson,399,1611,2046,county
SD,46045,Edmunds,384,1618,2031,county
SD,46041,Dewey,1032,793,1871,county
SD,46025,Clark,415,1382,1842,county
SD,46059,Hand,365,1376,1764,county
SD,46117,Stanley,447,1260,1735,county
SD,46043,Douglas,219,1419,1658,county
SD,46105,Perkins,228,1342,1591,county
SD,46085,Lyman,422,993,1447,county
SD,46003,Aurora,302,1056,1393,county
SD,46089,McPherson,188,1087,1299,county
SD,46107,Potter,214,1059,1298,county
SD,46111,Sanborn,259,929,1212,county
SD,46097,Miner,293,841,1167,county
SD,46031,Corson,495,631,1143,county
SD,46049,Faulk,183,920,1130,county
SD,46071,Jackson,357,753,1129,county
SD,46055,Haakon,105,1004,1125,county
SD,46007,Bennett,389,676,1088,county
SD,46073,Jerauld,276,708,999,county
SD,46119,Sully,168,716,901,county
SD,46021,Campbell,120,706,836,county
SD,46063,Harding,48,754,820,county
SD,46137,Ziebach,366,388,781,county
SD,46095,Mellette,285,434,740,county
SD,46069,Hyde,148,530,695,county
SD,46075,Jones,60,477,550,county
SD,46017,Buffalo,291,164,466,county
TN,47157,Shelby,201759,118917,326497,county
TN,47037,Davidson,181862,102256,290036,county
TN,47093,Knox,87516,130815,221864,county
TN,47065,Hamilton,74437,97195,174438,county
TN,47149,Rutherford,56656,88811,147656,county
TN,47187,Williamson,47695,94562,144668,county
TN,47165,Sumner,27874,68767,97761,county
TN,47125,Montgomery,32736,47795,81755,county
TN,47189,Wilson,23855,56425,81254,county
TN,47163,Sullivan,16624,58154,75541,county
TN,47009,Blount,17664,50699,69224,county
TN,47179,Washington,18131,42299,61234,county
TN,47119,Maury,14145,37376,52090,county
TN,47011,Bradley,9852,38836,49246,county
TN,47155,Sevier,8322,35207,43970,county
TN,47113,Madison,16115,23385,39964,county
TN,47001,Anderson,11525,24582,36548,county
TN,47147,Robertson,8428,26260,35070,county
TN,47141,Putnam,8991,25554,34939,county
TN,47035,Cumberland,6996,27399,34642,county
TN,47105,Loudon,7625,25226,33209,county
TN,47059,Greene,5145,25586,31095,county
TN,47145,Roane,6073,21011,27412,county
TN,47167,Tipton,6178,20303,26733,county
TN,47073,Hawkins,3987,22066,26266,county
TN,47089,Jefferson,4503,21068,25815,county
TN,47063,Hamblen,5132,20154,25501,county
TN,47043,Dickson,5913,19002,25204,county
TN,47031,Coffee,5440,19174,24932,county
TN,47019,Carter,4454,20167,24852,county
TN,47107,McMinn,4207,19673,24072,county
TN,47047,Fayette,6720,16756,23696,county
TN,47123,Monroe,3608,18526,22323,county
TN,47053,Gibson,5100,16346,21648,county
TN,47021,Cheatham,5464,14987,20741,county
TN,47003,Bedford,4122,15772,20090,county
TN,47051,Franklin,4529,15016,19728,county
TN,47099,Lawrence,2939,16429,19533,county
TN,47177,Warren,3647,13192,17015,county
TN,47103,Lincoln,2782,13208,16128,county
TN,47117,Marshall,3390,12426,15962,county
TN,47029,Cocke,2415,13105,15663,county
TN,47013,Campbell,2305,13115,15528,county
TN,47079,Henry,3286,11629,15076,county
TN,47143,Rhea,2312,11974,14444,county
TN,47045,Dyer,2707,11603,14394,county
TN,47115,Marion,3026,10788,13933,county
TN,47025,Claiborne,1971,11463,13534,county
TN,47055,Giles,2974,10394,13487,county
TN,47183,Weakley,2725,10541,13394,county
TN,47185,White,2105,10717,12931,county
TN,47131,Obion,2221,10596,12900,county
TN,47071,Hardin,1704,10293,12094,county
TN,47077,Henderson,1902,10083,12047,county
TN,47017,Carroll,2233,9547,11882,county
TN,47109,McNairy,1727,9437,11267,county
TN,47057,Grainger,1432,9630,11130,county
TN,47133,Overton,1931,9042,11069,county
TN,47111,Macon,1277,8958,10333,county
TN,47081,Hickman,1968,8265,10309,county
TN,47049,Fentress,1149,8555,9771,county
TN,47151,Scott,942,8608,9605,county
TN,47069,Hardeman,3527,5793,9399,county
TN,47041,DeKalb,1706,7599,9396,county
TN,47159,Smith,1595,7655,9336,county
TN,47139,Polk,1356,7302,8727,county
TN,47173,Union,1216,7384,8669,county
TN,47129,Morgan,1054,7427,8560,county
TN,47171,Unicoi,1578,6876,8541,county
TN,47097,Lauderdale,2571,5633,8266,county
TN,47085,Humphreys,1767,6400,8264,county
TN,47091,Johnson,1212,6829,8102,county
TN,47153,Sequatchie,1292,6522,7890,county
TN,47023,Chester,1286,6206,7577,county
TN,47005,Benton,1317,5886,7260,county
TN,47015,Cannon,1132,5682,6881,county
TN,47181,Wayne,762,6016,6831,county
TN,47075,Haywood,3311,3286,6652,county
TN,47161,Stewart,1160,5389,6620,county
TN,47061,Grundy,948,5334,6328,county
TN,47007,Bledsoe,891,5254,6191,county
TN,47121,Meigs,968,5085,6099,county
TN,47033,Crockett,1196,4674,5921,county
TN,47101,Lewis,991,4852,5890,county
TN,47087,Jackson,1040,4586,5676,county
TN,47039,Decatur,819,4596,5466,county
TN,47169,Trousdale,856,3359,4251,county
TN,47083,Houston,773,2989,3810,county
TN,47027,Clay,614,3117,3760,county
TN,47135,Perry,558,3139,3716,county
TN,47127,Moore,542,3060,3654,county
TN,47175,Van Buren,524,2718,3265,county
TN,47137,Pickett,487,2441,2954,county
TN,47067,Hancock,334,2558,2908,county
TN,47095,Lake,429,1493,1939,county
TX,48201,Harris,808771,722695,1556310,county
TX,48113,Dallas,511118,322569,848948,county
TX,48439,Tarrant,384501,426626,822680,county
TX,48029,Bexar,411389,337545,757547,county
TX,48453,Travis,398981,170787,580285,county
TX,48085,Collin,222115,279534,515167,county
TX,48121,Denton,191503,250521,448729,county
TX,48157,Fort Bend,179310,173592,362259,county
TX,48491,Williamson,147766,155310,308163,county
TX,48339,Montgomery,82277,221964,307134,county
TX,48141,El Paso,143156,105124,251371,county
TX,48215,Hidalgo,104517,110760,217194,county
TX,48039,Brazoria,63976,95867,161950,county
TX,48167,Galveston,56732,100295,158933,county
TX,48027,Bell,53973,75161,130557,county
TX,48209,Hays,65528,58438,125688,county
TX,48303,Lubbock,37148,86547,124972,county
TX,48355,Nueces,53248,67201,121614,county
TX,48061,Cameron,54258,60991,116122,county
TX,48423,Smith,28041,74862,103815,county
TX,48091,Comal,27680,74756,103465,county
TX,48309,McLennan,33863,64606,99490,county
TX,48139,Ellis,33850,64763,99485,county
TX,48041,Brazos,33844,56671,91847,county
TX,48367,Parker,14872,75168,90802,county
TX,48245,Jefferson,38936,46596,86272,county
TX,48187,Guadalupe,29573,54691,85097,county
TX,48251,Johnson,19247,60752,80691,county
TX,48257,Kaufman,24726,44063,69366,county
TX,48381,Randall,12935,53314,66854,county
TX,48181,Grayson,14800,50556,65888,county
TX,48479,Webb,31952,33384,65845,county
TX,48397,Rockwall,18092,43542,62251,county
TX,48329,Midland,11351,46944,58800,county
TX,48441,Taylor,13624,41198,55386,county
TX,48231,Hunt,10212,36137,46703,county
TX,48183,Gregg,13294,33026,46699,county
TX,48451,Tom Green,11585,33399,45438,county
TX,48485,Wichita,12237,31818,44497,county
TX,48135,Ector,9881,32429,42615,county
TX,48021,Bastrop,15989,23301,39788,county
TX,48213,Henderson,6919,31379,38528,county
TX,48497,Wise,5605,32385,38230,county
TX,48037,Bowie,9282,27122,36629,county
TX,48221,Hood,6070,30174,36538,county
TX,48361,Orange,5945,30191,36328,county
TX,48469,Victoria,9998,25010,35239,county
TX,48005,Angelina,8146,26049,34419,county
TX,48375,Potter,8748,23007,32091,county
TX,48291,Liberty,5952,25241,31316,county
TX,48203,Harrison,7369,22658,30226,county
TX,48259,Kendall,6355,22668,29295,county
TX,48199,Hardin,3347,24691,28157,county
TX,48265,Kerr,6315,21615,28156,county
TX,48053,Burnet,6114,21795,28147,county
TX,48467,Van Zandt,3450,24351,27935,county
TX,48473,Waller,10183,17077,27545,county
TX,48493,Wilson,6247,20894,27270,county
TX,48409,San Patricio,8025,17337,25572,county
TX,48347,Nacogdoches,7690,17575,25470,county
