"lev","uid","geoid","name","pop"
"b",51,"131530214022002","Block 2002",0
"b",52,"131530203022024","Block 2024",66
"b",53,"131530212032010","Block 2010",24
"b",54,"131530212042032","Block 2032",7
"b",55,"131530213003049","Block 3049",13
"b",56,"131530206001011","Block 1011",0
"b",57,"131530213001002","Block 1002",0
"b",58,"131530214021064","Block 1064",50
"b",59,"131530212062011","Block 2011",30
"b",60,"131530210022005","Block 2005",43
"b",61,"131530202004008","Block 4008",52
"b",62,"131530211153008","Block 3008",31
"b",63,"131530201101009","Block 1009",261
"b",64,"131530214012010","Block 2010",42
"b",65,"131530212041011","Block 1011",24
"b",66,"131530215022117","Block 2117",3
"b",67,"131530211163001","Block 3001",9
"b",68,"131530211204003","Block 4003",107
"b",69,"131530215022048","Block 2048",13
"b",70,"131530213001017","Block 1017",177
"b",71,"131530212062021","Block 2021",14
"b",72,"131530211192000","Block 2000",332
"b",73,"131530214022017","Block 2017",147
"b",74,"131530213004007","Block 4007",22
"b",75,"131530213004014","Block 4014",0
"b",76,"131530201083021","Block 3021",132
"b",77,"131530202001006","Block 1006",32
"b",78,"131530211173025","Block 3025",69
"b",79,"131530211081029","Block 1029",10
"b",80,"131530214012019","Block 2019",21
"b",81,"131530203024014","Block 4014",26
"b",82,"131530213001020","Block 1020",12
"b",83,"131530211173030","Block 3030",20
"b",84,"131530210011010","Block 1010",74
"b",85,"131530201111017","Block 1017",31
"b",86,"131530211163000","Block 3000",315
"b",87,"131530202001003","Block 1003",319
"b",88,"131530214013000","Block 3000",11
"b",89,"131530201084016","Block 4016",46
"b",90,"131530209002004","Block 2004",0
"b",91,"131530207001012","Block 1012",80
"b",92,"131530213003011","Block 3011",0
"b",93,"131530201061003","Block 1003",0
"b",94,"131530215011069","Block 1069",0
"b",95,"131530215011015","Block 1015",0
"b",96,"131530201084007","Block 4007",41
"b",97,"131530201083000","Block 3000",74
"b",98,"131530211144014","Block 4014",44
"b",99,"131530203023008","Block 3008",39
"b",100,"131530215021000","Block 1000",0
"b",101,"131530214022024","Block 2024",103
"b",102,"131530208002014","Block 2014",25
"b",103,"131530204002020","Block 2020",0
"b",104,"131530212043032","Block 3032",72
"b",105,"131530214013018","Block 3018",0
"b",106,"131530212031034","Block 1034",115
"b",107,"131530209004018","Block 4018",17
"b",108,"131530211172004","Block 2004",44
"b",109,"131530211141009","Block 1009",110
"b",110,"131530212043004","Block 3004",511
"b",111,"131530209002017","Block 2017",120
"b",112,"131530211082011","Block 2011",23
"b",113,"131530211192010","Block 2010",18
"b",114,"131530213004031","Block 4031",0
"b",115,"131530211211027","Block 1027",35
"b",116,"131530213004053","Block 4053",7
"b",117,"131530206001048","Block 1048",0
"b",118,"131530211181001","Block 1001",96
"b",119,"131530215011057","Block 1057",6
"b",120,"131530212062010","Block 2010",27
"b",121,"131530211253004","Block 3004",50
"b",122,"131530212061019","Block 1019",6
"b",123,"131530215011065","Block 1065",0
"b",124,"131530211083017","Block 3017",79
"b",125,"131530202001026","Block 1026",32
"b",126,"131530214021011","Block 1011",0
"b",127,"131530204002032","Block 2032",12
"b",128,"131530202002011","Block 2011",45
"b",129,"131530213003072","Block 3072",27
"b",130,"131530211252001","Block 2001",267
"b",131,"131530212042026","Block 2026",0
"b",132,"131530201082025","Block 2025",138
"b",133,"131530213001044","Block 1044",0
"b",134,"131530215022029","Block 2029",0
"b",135,"131530211233006","Block 3006",20
"b",136,"131530211253014","Block 3014",56
"b",137,"131530201111031","Block 1031",69
"b",138,"131530211082017","Block 2017",14
"b",139,"131530213001050","Block 1050",5
"b",140,"131530211253020","Block 3020",164
"b",141,"131530201132002","Block 2002",384
"b",142,"131530214022012","Block 2012",26
"b",143,"131530201083028","Block 3028",91
"b",144,"131530209003011","Block 3011",31
"b",145,"131530202003008","Block 3008",53
"b",146,"131530201121000","Block 1000",0
"b",147,"131530204002024","Block 2024",60
"b",148,"131530201083014","Block 3014",36
"b",149,"131530212062002","Block 2002",0
"b",150,"131530211211001","Block 1001",26
"b",151,"131530212042015","Block 2015",9
"b",152,"131530213003058","Block 3058",0
"b",153,"131530213001033","Block 1033",47
"b",154,"131530211172012","Block 2012",21
"b",155,"131530204001008","Block 1008",64
"b",156,"131530208002005","Block 2005",14
"b",157,"131530211193002","Block 3002",93
"b",158,"131530201083015","Block 3015",21
"b",159,"131530201101010","Block 1010",44
"b",160,"131530203021008","Block 1008",41
"b",161,"131530211171031","Block 1031",42
"b",162,"131530212031025","Block 1025",178
"b",163,"131530215023052","Block 3052",0
"b",164,"131530211143014","Block 3014",37
"b",165,"131530211233012","Block 3012",93
"b",166,"131530212052033","Block 2033",19
"b",167,"131530212061001","Block 1001",17
"b",168,"131530211233013","Block 3013",934
"b",169,"131530214012009","Block 2009",22
"b",170,"131530201062006","Block 2006",22
"b",171,"131530209004006","Block 4006",31
"b",172,"131530203021011","Block 1011",12
"b",173,"131530206001060","Block 1060",0
"b",174,"131530211171001","Block 1001",27
"b",175,"131530212031007","Block 1007",50
"b",176,"131530211221011","Block 1011",44
"b",177,"131530212053016","Block 3016",12
"b",178,"131530203022006","Block 2006",180
"b",179,"131530211233018","Block 3018",44
"b",180,"131530208001022","Block 1022",51
"b",181,"131530201084005","Block 4005",110
"b",182,"131530206002053","Block 2053",0
"b",183,"131530207002016","Block 2016",16
"b",184,"131530204002030","Block 2030",0
"b",185,"131530202002013","Block 2013",40
"b",186,"131530201133014","Block 3014",74
"b",187,"131530203013019","Block 3019",0
"b",188,"131530211231036","Block 1036",8
"b",189,"131530204001038","Block 1038",0
"b",190,"131530211173026","Block 3026",0
"b",191,"131530211201016","Block 1016",0
"b",192,"131530211172021","Block 2021",177
"b",193,"131530211204000","Block 4000",265
"b",194,"131530212043008","Block 3008",107
"b",195,"131530211231013","Block 1013",0
"b",196,"131530214013002","Block 3002",354
"b",197,"131530212041019","Block 1019",0
"b",198,"131530204002012","Block 2012",35
"b",199,"131530203022014","Block 2014",74
"b",200,"131530215022056","Block 2056",0
"b",201,"131530201122008","Block 2008",586
"b",202,"131530201111018","Block 1018",31
"b",203,"131530211191008","Block 1008",116
"b",204,"131530211171016","Block 1016",129
"b",205,"131530211241034","Block 1034",0
"b",206,"131530212043022","Block 3022",0
"b",207,"131530211222002","Block 2002",195
"b",208,"131530211222004","Block 2004",36
"b",209,"131530201111003","Block 1003",58
"b",210,"131530201081015","Block 1015",18
"b",211,"131530211151004","Block 1004",16
"b",212,"131530201082016","Block 2016",0
"b",213,"131530212042008","Block 2008",77
"b",214,"131530215022121","Block 2121",11
"b",215,"131530201061034","Block 1034",45
"b",216,"131530214012035","Block 2035",13
"b",217,"131530214021053","Block 1053",0
"b",218,"131530213001034","Block 1034",55
"b",219,"131530211153067","Block 3067",16
"b",220,"131530201121016","Block 1016",48
"b",221,"131530210022028","Block 2028",18
"b",222,"131530211222013","Block 2013",39
"b",223,"131530211171042","Block 1042",36
"b",224,"131530206001025","Block 1025",0
"b",225,"131530201062037","Block 2037",5
"b",226,"131530211252030","Block 2030",62
"b",227,"131530211201010","Block 1010",43
"b",228,"131530211201018","Block 1018",34
"b",229,"131530210021024","Block 1024",42
"b",230,"131530201081018","Block 1018",20
"b",231,"131530211233005","Block 3005",16
"b",232,"131530212043033","Block 3033",38
"b",233,"131530211242002","Block 2002",221
"b",234,"131530209001001","Block 1001",0
"b",235,"131530211201006","Block 1006",81
"b",236,"131530215022003","Block 2003",13
"b",237,"131530211231034","Block 1034",5
"b",238,"131530207002001","Block 2001",0
"b",239,"131530215023032","Block 3032",0
"b",240,"131530206002029","Block 2029",0
"b",241,"131530211241025","Block 1025",70
"b",242,"131530201062017","Block 2017",0
"b",243,"131530211083002","Block 3002",20
"b",244,"131530211193003","Block 3003",73
"b",245,"131530204002015","Block 2015",14
"b",246,"131530203011010","Block 1010",11
"b",247,"131530202004029","Block 4029",0
"b",248,"131530215011020","Block 1020",0
"b",249,"131530214012001","Block 2001",14
"b",250,"131530214012011","Block 2011",6
"b",251,"131530203024000","Block 4000",51
"b",252,"131530212061023","Block 1023",16
"b",253,"131530214012027","Block 2027",12
"b",254,"131530213004012","Block 4012",70
"b",255,"131530204002023","Block 2023",14
"b",256,"131530201121027","Block 1027",0
"b",257,"131530207002032","Block 2032",20
"b",258,"131530212051008","Block 1008",23
"b",259,"131530211212017","Block 2017",148
"b",260,"131530203023010","Block 3010",74
"b",261,"131530204002006","Block 2006",0
"b",262,"131530211161013","Block 1013",20
"b",263,"131530214013006","Block 3006",23
"b",264,"131530212052016","Block 2016",26
"b",265,"131530211241016","Block 1016",24
"b",266,"131530201131003","Block 1003",56
"b",267,"131530211252013","Block 2013",343
"b",268,"131530213004043","Block 4043",20
"b",269,"131530215011030","Block 1030",17
"b",270,"131530211081017","Block 1017",11
"b",271,"131530212032005","Block 2005",116
"b",272,"131530211081021","Block 1021",12
"b",273,"131530211163018","Block 3018",12
"b",274,"131530211151045","Block 1045",0
"b",275,"131530203013023","Block 3023",139
"b",276,"131530211242014","Block 2014",127
"b",277,"131530211082002","Block 2002",48
"b",278,"131530210021026","Block 1026",53
"b",279,"131530203013025","Block 3025",10
"b",280,"131530211143012","Block 3012",28
"b",281,"131530211083005","Block 3005",41
"b",282,"131530215022064","Block 2064",11
"b",283,"131530209003001","Block 3001",117
"b",284,"131530211081022","Block 1022",115
"b",285,"131530211152013","Block 2013",4
"b",286,"131530211144012","Block 4012",12
"b",287,"131530207003021","Block 3021",58
"b",288,"131530209004011","Block 4011",112
"b",289,"131530204002021","Block 2021",0
"b",290,"131530211191003","Block 1003",135
"b",291,"131530210021007","Block 1007",71
"b",292,"131530211191006","Block 1006",310
"b",293,"131530211204027","Block 4027",0
"b",294,"131530215011040","Block 1040",0
"b",295,"131530212031030","Block 1030",30
"b",296,"131530207001009","Block 1009",28
"b",297,"131530211163002","Block 3002",53
"b",298,"131530208002012","Block 2012",0
"b",299,"131530212052029","Block 2029",13
"b",300,"131530211151029","Block 1029",10
"b",301,"131530203022009","Block 2009",119
"b",302,"131530204001059","Block 1059",80
"b",303,"131530215022091","Block 2091",11
"b",304,"131530204002002","Block 2002",0
"b",305,"131530206001033","Block 1033",0
"b",306,"131530211222022","Block 2022",71
"b",307,"131530201132011","Block 2011",80
"b",308,"131530211143003","Block 3003",0
"b",309,"131530201131008","Block 1008",31
"b",310,"131530211081036","Block 1036",74
"b",311,"131530213003012","Block 3012",9
"b",312,"131530203011000","Block 1000",0
"b",313,"131530211222023","Block 2023",117
"b",314,"131530211233015","Block 3015",120
"b",315,"131530212031001","Block 1001",63
"b",316,"131530214021071","Block 1071",0
"b",317,"131530213004009","Block 4009",44
"b",318,"131530203013021","Block 3021",122
"b",319,"131530207003025","Block 3025",0
"b",320,"131530215023023","Block 3023",10
"b",321,"131530211181004","Block 1004",45
"b",322,"131530204001009","Block 1009",67
"b",323,"131530201133009","Block 3009",32
"b",324,"131530204001045","Block 1045",37
"b",325,"131530212031043","Block 1043",78
"b",326,"131530208002011","Block 2011",0
"b",327,"131530211173017","Block 3017",0
"b",328,"131530212043011","Block 3011",0
"b",329,"131530213003028","Block 3028",0
"b",330,"131530211151002","Block 1002",7
"b",331,"131530206001044","Block 1044",0
"b",332,"131530211241033","Block 1033",62
"b",333,"131530214021062","Block 1062",43
"b",334,"131530211081034","Block 1034",14
"b",335,"131530211151024","Block 1024",0
"b",336,"131530201061023","Block 1023",41
"b",337,"131530211151041","Block 1041",0
"b",338,"131530215022070","Block 2070",0
"b",339,"131530211164014","Block 4014",33
"b",340,"131530211202006","Block 2006",52
"b",341,"131530211233017","Block 3017",71
"b",342,"131530214022019","Block 2019",0
"b",343,"131530211202007","Block 2007",134
"b",344,"131530212031013","Block 1013",0
"b",345,"131530212052021","Block 2021",25
"b",346,"131530201062034","Block 2034",11
"b",347,"131530202002003","Block 2003",4
"b",348,"131530215011049","Block 1049",0
"b",349,"131530207001011","Block 1011",80
"b",350,"131530206001046","Block 1046",0
"b",351,"131530214022040","Block 2040",70
"b",352,"131530214011040","Block 1040",45
"b",353,"131530215011060","Block 1060",0
"b",354,"131530212031046","Block 1046",0
"b",355,"131530204001026","Block 1026",0
"b",356,"131530215022035","Block 2035",2
"b",357,"131530214013008","Block 3008",34
"b",358,"131530211183002","Block 3002",0
"b",359,"131530211241003","Block 1003",242
"b",360,"131530201062009","Block 2009",77
"b",361,"131530214022015","Block 2015",28
"b",362,"131530211221013","Block 1013",42
"b",363,"131530211202005","Block 2005",79
"b",364,"131530207003015","Block 3015",0
"b",365,"131530202002014","Block 2014",33
"b",366,"131530211173028","Block 3028",30
"b",367,"131530215023042","Block 3042",0
"b",368,"131530211241017","Block 1017",231
"b",369,"131530211241012","Block 1012",35
"b",370,"131530202001029","Block 1029",21
"b",371,"131530213001009","Block 1009",0
"b",372,"131530204001040","Block 1040",16
"b",373,"131530206001009","Block 1009",0
"b",374,"131530202004013","Block 4013",49
"b",375,"131530207002002","Block 2002",157
"b",376,"131530211173013","Block 3013",31
"b",377,"131530211204017","Block 4017",96
"b",378,"131530215022032","Block 2032",0
"b",379,"131530211172023","Block 2023",19
"b",380,"131530204001013","Block 1013",0
"b",381,"131530206002030","Block 2030",0
"b",382,"131530210022015","Block 2015",91
"b",383,"131530210022026","Block 2026",21
"b",384,"131530211241029","Block 1029",30
"b",385,"131530206002051","Block 2051",0
"b",386,"131530207003013","Block 3013",37
"b",387,"131530214012032","Block 2032",25
"b",388,"131530202001019","Block 1019",62
"b",389,"131530204003004","Block 3004",104
"b",390,"131530201062043","Block 2043",0
"b",391,"131530201101013","Block 1013",72
"b",392,"131530201101014","Block 1014",87
"b",393,"131530202004017","Block 4017",29
"b",394,"131530212031028","Block 1028",19
"b",395,"131530213001010","Block 1010",0
"b",396,"131530201131001","Block 1001",84
"b",397,"131530206002044","Block 2044",0
"b",398,"131530209002026","Block 2026",56
"b",399,"131530211221012","Block 1012",53
"b",400,"131530211183010","Block 3010",47
"b",401,"131530201084006","Block 4006",36
"b",402,"131530213004000","Block 4000",0
"b",403,"131530214021045","Block 1045",0
"b",404,"131530212053010","Block 3010",40
"b",405,"131530211171007","Block 1007",20
"b",406,"131530211232013","Block 2013",130
"b",407,"131530211233016","Block 3016",72
"b",408,"131530203022017","Block 2017",45
"b",409,"131530211231005","Block 1005",66
"b",410,"131530210012005","Block 2005",56
"b",411,"131530211164008","Block 4008",111
"b",412,"131530211252038","Block 2038",0
"b",413,"131530211211022","Block 1022",0
"b",414,"131530211233008","Block 3008",108
"b",415,"131530214021047","Block 1047",319
"b",416,"131530201081019","Block 1019",24
"b",417,"131530210011006","Block 1006",64
"b",418,"131530210021028","Block 1028",24
"b",419,"131530211253016","Block 3016",11
"b",420,"131530211144025","Block 4025",0
"b",421,"131530211161004","Block 1004",8
"b",422,"131530202004040","Block 4040",37
"b",423,"131530211221007","Block 1007",72
"b",424,"131530201061013","Block 1013",33
"b",425,"131530206001012","Block 1012",0
"b",426,"131530211211011","Block 1011",44
"b",427,"131530212042001","Block 2001",146
"b",428,"131530211152017","Block 2017",0
"b",429,"131530211081040","Block 1040",26
"b",430,"131530211253009","Block 3009",30
"b",431,"131530212032019","Block 2019",0
"b",432,"131530210021021","Block 1021",29
"b",433,"131530215011066","Block 1066",0
"b",434,"131530211164017","Block 4017",0
"b",435,"131530211143027","Block 3027",31
"b",436,"131530213001028","Block 1028",0
"b",437,"131530214012021","Block 2021",0
"b",438,"131530203022002","Block 2002",13
"b",439,"131530212041020","Block 1020",0
"b",440,"131530212052028","Block 2028",13
"b",441,"131530215022012","Block 2012",0
"b",442,"131530211082012","Block 2012",12
"b",443,"131530214021041","Block 1041",0
"b",444,"131530215022015","Block 2015",12
"b",445,"131530214011012","Block 1012",24
"b",446,"131530201111019","Block 1019",44
"b",447,"131530215022122","Block 2122",3
"b",448,"131530202002005","Block 2005",15
"b",449,"131530214021034","Block 1034",0
"b",450,"131530201131015","Block 1015",186
"b",451,"131530211163010","Block 3010",17
"b",452,"131530211082008","Block 2008",23
"b",453,"131530211151023","Block 1023",0
"b",454,"131530201081001","Block 1001",60
"b",455,"131530203022005","Block 2005",26
"b",456,"131530211232006","Block 2006",64
"b",457,"131530211144028","Block 4028",0
"b",458,"131530215011024","Block 1024",0
"b",459,"131530214021068","Block 1068",0
"b",460,"131530211153029","Block 3029",51
"b",461,"131530201111021","Block 1021",129
"b",462,"131530213003068","Block 3068",8
"b",463,"131530211222014","Block 2014",90
"b",464,"131530212051010","Block 1010",10
"b",465,"131530211251005","Block 1005",57
"b",466,"131530210021030","Block 1030",36
"b",467,"131530201081031","Block 1031",43
"b",468,"131530201061019","Block 1019",248
"b",469,"131530212043000","Block 3000",353
"b",470,"131530211201002","Block 1002",72
"b",471,"131530211153053","Block 3053",19
"b",472,"131530211082026","Block 2026",54
"b",473,"131530211171048","Block 1048",22
"b",474,"131530204001001","Block 1001",33
"b",475,"131530208001004","Block 1004",96
"b",476,"131530215023046","Block 3046",8
"b",477,"131530212032020","Block 2020",0
"b",478,"131530211204026","Block 4026",84
"b",479,"131530211252015","Block 2015",15
"b",480,"131530213001039","Block 1039",0
"b",481,"131530201123009","Block 3009",99
"b",482,"131530211164005","Block 4005",50
"b",483,"131530213004022","Block 4022",17
"b",484,"131530211242009","Block 2009",31
"b",485,"131530213001022","Block 1022",0
"b",486,"131530214012029","Block 2029",66
"b",487,"131530213002011","Block 2011",43
"b",488,"131530211251012","Block 1012",77
"b",489,"131530202003010","Block 3010",80
"b",490,"131530211183012","Block 3012",0
"b",491,"131530212041014","Block 1014",0
"b",492,"131530213002007","Block 2007",90
"b",493,"131530215011058","Block 1058",0
"b",494,"131530201111022","Block 1022",34
"b",495,"131530215021016","Block 1016",6
"b",496,"131530211081001","Block 1001",75
"b",497,"131530207002019","Block 2019",10
"b",498,"131530203013010","Block 3010",0
"b",499,"131530214012022","Block 2022",31
"b",500,"131530201101012","Block 1012",107
"b",501,"131530202002012","Block 2012",131
"b",502,"131530202001005","Block 1005",41
"b",503,"131530212063001","Block 3001",0
"b",504,"131530201101008","Block 1008",129
"b",505,"131530211171009","Block 1009",0
"b",506,"131530211152032","Block 2032",0
"b",507,"131530211153033","Block 3033",0
"b",508,"131530211142006","Block 2006",62
"b",509,"131530211232002","Block 2002",315
"b",510,"131530212042046","Block 2046",62
"b",511,"131530212063014","Block 3014",0
"b",512,"131530214022030","Block 2030",62
"b",513,"131530211212005","Block 2005",44
"b",514,"131530211083020","Block 3020",0
"b",515,"131530211153027","Block 3027",0
"b",516,"131530211151007","Block 1007",5
"b",517,"131530211152025","Block 2025",108
"b",518,"131530211221016","Block 1016",39
"b",519,"131530201062003","Block 2003",22
"b",520,"131530204002026","Block 2026",13
"b",521,"131530211152018","Block 2018",26
"b",522,"131530211252035","Block 2035",37
"b",523,"131530215022024","Block 2024",0
"b",524,"131530211193004","Block 3004",67
"b",525,"131530211183006","Block 3006",0
"b",526,"131530211171035","Block 1035",22
"b",527,"131530211081015","Block 1015",23
"b",528,"131530201123007","Block 3007",122
"b",529,"131530204001010","Block 1010",89
"b",530,"131530201121019","Block 1019",33
"b",531,"131530211252039","Block 2039",0
"b",532,"131530211171028","Block 1028",106
"b",533,"131530201133011","Block 3011",92
"b",534,"131530212063012","Block 3012",25
"b",535,"131530210022029","Block 2029",14
"b",536,"131530211082022","Block 2022",15
"b",537,"131530215021004","Block 1004",0
"b",538,"131530214012024","Block 2024",46
"b",539,"131530211212002","Block 2002",9
"b",540,"131530206001026","Block 1026",0
"b",541,"131530201083026","Block 3026",68
"b",542,"131530211191002","Block 1002",417
"b",543,"131530211241018","Block 1018",56
"b",544,"131530211151011","Block 1011",0
"b",545,"131530211221027","Block 1027",84
"b",546,"131530201062029","Block 2029",0
"b",547,"131530201121022","Block 1022",48
"b",548,"131530210022024","Block 2024",212
"b",549,"131530211153047","Block 3047",15
"b",550,"131530215022054","Block 2054",49
"b",551,"131530212042007","Block 2007",44
"b",552,"131530211201013","Block 1013",109
"b",553,"131530201082034","Block 2034",50
"b",554,"131530214011021","Block 1021",63
"b",555,"131530204003005","Block 3005",89
"b",556,"131530203013020","Block 3020",19
"b",557,"131530211222024","Block 2024",76
"b",558,"131530201131013","Block 1013",41
"b",559,"131530201123004","Block 3004",130
"b",560,"131530201062039","Block 2039",0
"b",561,"131530201062012","Block 2012",0
"b",562,"131530214013025","Block 3025",32
"b",563,"131530201082026","Block 2026",43
"b",564,"131530214021020","Block 1020",40
"b",565,"131530201111007","Block 1007",121
"b",566,"131530214022032","Block 2032",1099
"b",567,"131530211232010","Block 2010",54
"b",568,"131530212041010","Block 1010",234
"b",569,"131530211173029","Block 3029",10
"b",570,"131530211151015","Block 1015",164
"b",571,"131530211212018","Block 2018",0
"b",572,"131530211152031","Block 2031",0
"b",573,"131530211153002","Block 3002",18
"b",574,"131530201084012","Block 4012",31
"b",575,"131530215023048","Block 3048",11
"b",576,"131530211232009","Block 2009",54
"b",577,"131530211231001","Block 1001",41
"b",578,"131530211252007","Block 2007",0
"b",579,"131530212032018","Block 2018",0
"b",580,"131530206002014","Block 2014",0
"b",581,"131530211211015","Block 1015",0
"b",582,"131530213003053","Block 3053",0
"b",583,"131530212062013","Block 2013",51
"b",584,"131530204001007","Block 1007",2
"b",585,"131530204001054","Block 1054",0
"b",586,"131530207003014","Block 3014",30
"b",587,"131530202002008","Block 2008",68
"b",588,"131530215022087","Block 2087",3
"b",589,"131530214012017","Block 2017",23
"b",590,"131530211212008","Block 2008",54
"b",591,"131530211173001","Block 3001",0
"b",592,"131530211221022","Block 1022",0
"b",593,"131530211151020","Block 1020",50
"b",594,"131530212052048","Block 2048",8
"b",595,"131530209001010","Block 1010",45
"b",596,"131530201111011","Block 1011",132
"b",597,"131530202001009","Block 1009",37
"b",598,"131530209003007","Block 3007",64
"b",599,"131530207002031","Block 2031",22
"b",600,"131530211222012","Block 2012",49
"b",601,"131530211153040","Block 3040",8
"b",602,"131530211142010","Block 2010",116
"b",603,"131530203013007","Block 3007",35
"b",604,"131530212053014","Block 3014",0
"b",605,"131530211241005","Block 1005",62
"b",606,"131530208001020","Block 1020",18
"b",607,"131530204001022","Block 1022",34
"b",608,"131530211212020","Block 2020",69
"b",609,"131530211252021","Block 2021",304
"b",610,"131530211242011","Block 2011",14
"b",611,"131530212063009","Block 3009",0
"b",612,"131530210011000","Block 1000",356
"b",613,"131530201083013","Block 3013",59
"b",614,"131530201131019","Block 1019",0
"b",615,"131530208001006","Block 1006",44
"b",616,"131530211082025","Block 2025",8
"b",617,"131530212063000","Block 3000",0
"b",618,"131530211081002","Block 1002",487
"b",619,"131530206001005","Block 1005",144
"b",620,"131530206001056","Block 1056",35
"b",621,"131530211081019","Block 1019",19
"b",622,"131530203011011","Block 1011",222
"b",623,"131530211241031","Block 1031",589
"b",624,"131530212061008","Block 1008",0
"b",625,"131530206002047","Block 2047",0
"b",626,"131530204001005","Block 1005",57
"b",627,"131530212053004","Block 3004",31
"b",628,"131530211152028","Block 2028",14
"b",629,"131530214012016","Block 2016",30
"b",630,"131530211211016","Block 1016",0
"b",631,"131530211173038","Block 3038",0
"b",632,"131530201111009","Block 1009",110
"b",633,"131530206002010","Block 2010",0
"b",634,"131530202001016","Block 1016",25
"b",635,"131530215011009","Block 1009",0
"b",636,"131530201084015","Block 4015",20
"b",637,"131530211081000","Block 1000",83
"b",638,"131530213003050","Block 3050",19
"b",639,"131530211171023","Block 1023",26
"b",640,"131530214013011","Block 3011",23
"b",641,"131530202004019","Block 4019",73
"b",642,"131530209003018","Block 3018",22
"b",643,"131530215022031","Block 2031",20
"b",644,"131530211212015","Block 2015",56
"b",645,"131530212051012","Block 1012",175
"b",646,"131530211201009","Block 1009",41
"b",647,"131530209004025","Block 4025",16
"b",648,"131530203022010","Block 2010",35
"b",649,"131530202004006","Block 4006",36
"b",650,"131530213004035","Block 4035",0
"b",651,"131530212032024","Block 2024",12
"b",652,"131530211211021","Block 1021",11
"b",653,"131530211201011","Block 1011",38
"b",654,"131530211241009","Block 1009",0
"b",655,"131530209004014","Block 4014",33
"b",656,"131530209004016","Block 4016",56
"b",657,"131530211172016","Block 2016",71
"b",658,"131530201121001","Block 1001",19
"b",659,"131530211212022","Block 2022",13
"b",660,"131530207003019","Block 3019",33
"b",661,"131530201083020","Block 3020",236
"b",662,"131530211173007","Block 3007",4
"b",663,"131530210021020","Block 1020",10
"b",664,"131530201121017","Block 1017",0
"b",665,"131530211242021","Block 2021",74
"b",666,"131530211231027","Block 1027",31
"b",667,"131530211181003","Block 1003",8
"b",668,"131530203022008","Block 2008",35
"b",669,"131530214011011","Block 1011",12
"b",670,"131530211204029","Block 4029",23
"b",671,"131530211192009","Block 2009",44
"b",672,"131530210022020","Block 2020",51
"b",673,"131530215022103","Block 2103",14
"b",674,"131530210012007","Block 2007",136
"b",675,"131530211173018","Block 3018",0
"b",676,"131530212031048","Block 1048",0
"b",677,"131530210022008","Block 2008",42
"b",678,"131530211211006","Block 1006",21
"b",679,"131530211212011","Block 2011",35
"b",680,"131530211153054","Block 3054",0
"b",681,"131530201111032","Block 1032",46
"b",682,"131530213003003","Block 3003",32
"b",683,"131530215022062","Block 2062",26
"b",684,"131530211202002","Block 2002",75
"b",685,"131530215011042","Block 1042",0
"b",686,"131530201101003","Block 1003",0
"b",687,"131530211221019","Block 1019",197
"b",688,"131530211083006","Block 3006",43
"b",689,"131530211242010","Block 2010",139
"b",690,"131530214021004","Block 1004",0
"b",691,"131530204003010","Block 3010",62
"b",692,"131530212061006","Block 1006",117
"b",693,"131530212061002","Block 1002",16
"b",694,"131530214013017","Block 3017",37
"b",695,"131530212062012","Block 2012",18
"b",696,"131530213001035","Block 1035",99
"b",697,"131530201062033","Block 2033",0
"b",698,"131530213003042","Block 3042",0
