"uid","part","x","y"
"LA",8,688.8,474.7
"LA",8,689.1,472.9
"LA",8,690.1,472.5
"LA",8,690.3,473.2
"LA",8,690.8,473.6
"LA",8,691.1,473.1
"LA",8,690.7,472.4
"LA",8,691.3,472
"LA",8,691.9,471.2
"LA",8,692.1,470
"LA",8,692.6,469.5
"LA",8,693.5,469.3
"LA",8,694.3,468.6
"LA",8,693.9,468.1
"LA",8,692.9,467.9
"LA",8,692.5,467.5
"LA",8,693.2,467.2
"LA",8,693.8,467.8
"LA",8,694.2,467.8
"LA",8,694.1,467.1
"LA",8,694.9,466.6
"LA",8,695.1,466.1
"LA",8,695.4,465.8
"LA",8,695.5,465.2
"LA",8,694.6,464.7
"LA",8,694.6,466
"LA",8,694,465.8
"LA",8,693.5,466.1
"LA",8,692.4,465.9
"LA",8,692.2,465.4
"LA",8,692.3,464.4
"LA",8,692.9,464
"LA",8,693.2,464.1
"LA",8,693.9,463.6
"LA",8,694.3,463.8
"LA",8,694.8,463.2
"LA",8,695.9,463.9
"LA",8,695.8,462.5
"LA",8,695.9,461.9
"LA",8,696.5,462.2
"LA",8,697.1,461.6
"LA",8,697.5,461
"LA",8,697.1,460.8
"LA",8,695.7,460.6
"LA",8,695.3,460.2
"LA",8,695.4,459.4
"LA",8,695.8,459.2
"LA",8,695.9,458.6
"LA",8,695.4,458.3
"LA",8,694.7,458.7
"LA",8,693.4,458.2
"LA",8,692.9,457.6
"LA",8,692.9,457.2
"LA",8,693.2,456.2
"LA",8,693.8,456.6
"LA",8,694.5,457.4
"LA",8,695.1,457.5
"LA",8,695.3,456.9
"LA",8,693.7,456
"LA",8,693.6,455.8
"LA",8,694.4,455.3
"LA",8,695,454.5
"LA",8,694.5,453.7
"LA",8,694.1,454.6
"LA",8,692.8,455.2
"LA",8,692.2,454.8
"LA",8,692,453.9
"LA",8,692.7,453.1
"LA",8,693.7,452.4
"LA",8,693.7,451.8
"LA",8,691.6,451.4
"LA",8,691.8,450.7
"LA",8,691.6,449.9
"LA",8,691.9,449.2
"LA",8,692.7,448.8
"LA",8,693.3,448
"LA",8,693.4,447.1
"LA",8,693.1,446.7
"LA",8,692.9,446
"LA",8,692.5,445.7
"LA",8,691.9,445.9
"LA",8,692.1,447.1
"LA",8,691.6,447.8
"LA",8,690.8,447.7
"LA",8,690.5,447.4
"LA",8,690.7,446.4
"LA",8,691.2,445.8
"LA",8,691.3,445.4
"LA",8,682.3,445.8
"LA",8,675.9,446
"LA",8,670.6,446.2
"LA",8,659.3,446.5
"LA",8,653.9,446.6
"LA",8,645.7,446.8
"LA",8,641.1,446.9
"LA",8,634.8,447.1
"MA",1,1043.2,190.2
"MA",1,1043.6,190.6
"MA",1,1046.2,191
"MA",1,1046.8,190.8
"MA",1,1048,190.6
"MA",1,1048.7,190
"MA",1,1048.7,189.4
"MA",1,1047,187.4
"MA",1,1046.9,188.8
"MA",1,1046.5,189.5
"MA",1,1045.8,189.8
"MA",1,1044.2,190.3
"MA",1,1043.2,190.2
"MA",2,1033.4,191.8
"MA",2,1034.2,192.5
"MA",2,1034.8,192.2
"MA",2,1035.6,191.5
"MA",2,1037.4,190.8
"MA",2,1039.9,190.1
"MA",2,1039.7,189
"MA",2,1039.3,188.6
"MA",2,1039.1,189.4
"MA",2,1037.9,189
"MA",2,1037.3,187.9
"MA",2,1036.5,187.8
"MA",2,1035.3,189.1
"MA",2,1034.5,191.5
"MA",2,1033.4,191.8
"MA",3,984.2,170.4
"MA",3,984.1,176.2
"MA",3,983.8,186.6
"MA",3,984.4,187.3
"MA",3,985.3,187.1
"MA",3,992.7,185.6
"MA",3,995.8,184.8
"MA",3,996,185.7
"MA",3,996.8,185.4
"MA",3,996.9,184.7
"MA",3,997.8,184.3
"MA",3,999.9,184
"MA",3,1000.7,183.7
"MA",3,1007.3,182.1
"MA",3,1008.5,181.8
"MA",3,1013,180.8
"MA",3,1013.1,181.1
"MA",3,1020.1,179
"MA",3,1020.8,181.9
"MA",3,1021.5,181.6
"MA",3,1021.8,182.4
"MA",3,1021.8,183.4
"MA",3,1022.4,184.2
"MA",3,1023.7,184.6
"MA",3,1024.6,185.4
"MA",3,1025.3,186.1
"MA",3,1026.4,186.1
"MA",3,1026.6,187.4
"MA",3,1026.9,187.7
"MA",3,1027.6,189.8
"MA",3,1028.2,189.4
"MA",3,1029.1,189.4
"MA",3,1029.8,188.8
"MA",3,1030.5,187.9
"MA",3,1030.1,187.1
"MA",3,1030.1,186.4
"MA",3,1031.1,185.7
"MA",3,1031.5,186.5
"MA",3,1031.8,186.3
"MA",3,1031.4,185.6
"MA",3,1032.1,185.5
"MA",3,1031.9,184.7
"MA",3,1032.5,184.7
"MA",3,1032.6,183.6
"MA",3,1033.3,183.5
"MA",3,1032.9,182.8
"MA",3,1033,182.5
"MA",3,1034.7,182.6
"MA",3,1034.4,183.3
"MA",3,1034.8,183.9
"MA",3,1034.7,184.4
"MA",3,1035.2,185.6
"MA",3,1035.2,186.6
"MA",3,1034,188
"MA",3,1033.3,189.2
"MA",3,1032.8,189.4
"MA",3,1031.6,190.7
"MA",3,1032.4,190.3
"MA",3,1032.9,189.7
"MA",3,1033.6,189.4
"MA",3,1034.3,188.3
"MA",3,1035.4,187.2
"MA",3,1035.6,186.6
"MA",3,1036.8,186.1
"MA",3,1037.9,185.7
"MA",3,1038.3,185.1
"MA",3,1038.5,184.2
"MA",3,1039.6,183.6
"MA",3,1040,183
"MA",3,1041.6,182.8
"MA",3,1042.4,182.1
"MA",3,1043.2,181.8
"MA",3,1044,181.2
"MA",3,1045.2,180.7
"MA",3,1046,180.9
"MA",3,1046.1,182.7
"MA",3,1046,183.4
"MA",3,1046.3,183.6
"MA",3,1046.5,182.6
"MA",3,1046.4,181.4
"MA",3,1046.5,180.9
"MA",3,1046.6,179.8
"MA",3,1045.7,177.2
"MA",3,1044.5,175
"MA",3,1043.9,174.2
"MA",3,1042.7,172.9
"MA",3,1042.1,172.5
"MA",3,1041,172.1
"MA",3,1039.7,172.1
"MA",3,1039.1,172.4
"MA",3,1038.9,172.8
"MA",3,1039.9,173.1
"MA",3,1040.5,172.4
"MA",3,1041.3,172.6
"MA",3,1041.9,173.3
"MA",3,1042.2,173.8
"MA",3,1042.7,175.8
"MA",3,1042.9,175.1
"MA",3,1043.3,174.9
"MA",3,1044,176
"MA",3,1044.5,177.5
"MA",3,1044.3,178.1
"MA",3,1042.9,179.2
"MA",3,1041.8,179.7
"MA",3,1041.1,180.3
"MA",3,1040.8,180.9
"MA",3,1040.2,180.6
"MA",3,1038.7,180.8
"MA",3,1037,180.8
"MA",3,1036,180.3
"MA",3,1035.5,179.9
"MA",3,1035.4,178.8
"MA",3,1035.1,178.1
"MA",3,1034.5,177.3
"MA",3,1033.9,177
"MA",3,1033.4,177.4
"MA",3,1032.5,177.1
"MA",3,1031.7,176.7
"MA",3,1031.4,176.3
"MA",3,1032.1,176
"MA",3,1031.9,175.4
"MA",3,1032.3,175
"MA",3,1032.1,174.1
"MA",3,1031.6,173.7
"MA",3,1030.3,172.6
"MA",3,1030,171.7
"MA",3,1028.9,171
"MA",3,1027.4,170.9
"MA",3,1026.7,170.2
"MA",3,1025.8,170.6
"MA",3,1025.6,171.2
"MA",3,1025.1,171.6
"MA",3,1024.8,171.3
"MA",3,1024.9,170.7
"MA",3,1024.3,170.4
"MA",3,1024.6,169.5
"MA",3,1025.3,169.5
"MA",3,1024.2,168.4
"MA",3,1024.3,168
"MA",3,1024.8,167.2
"MA",3,1025,167.8
"MA",3,1025.5,167.8
"MA",3,1025,166.9
"MA",3,1025.5,166.7
"MA",3,1025.7,166.3
"MA",3,1026.3,165.5
"MA",3,1025.6,165.2
"MA",3,1025.4,164.7
"MA",3,1026.1,164.4
"MA",3,1026.4,164
"MA",3,1028.1,163.2
"MA",3,1028.3,162.8
"MA",3,1028.8,162.9
"MA",3,1029.1,161.7
"MA",3,1029.5,161.3
"MA",3,1029.3,160.9
"MA",3,1028.8,160.8
"MA",3,1028.3,160.4
"MA",3,1027.7,161.4
"MA",3,1027,161.4
"MA",3,1026.1,160.6
"MA",3,1025,159
"MA",3,1024.3,157
"MA",3,1023.8,157.4
"MA",3,1023.1,157.1
"MA",3,1022.3,157.2
"MA",3,1021.8,157.7
"MA",3,1020.8,158.3
"MA",3,1020.6,158.6
"MA",3,1020.6,159.6
"MA",3,1019.3,159.6
"MA",3,1018.6,160.5
"MA",3,1019,161.7
"MA",3,1018.3,161.7
"MA",3,1017.9,161.9
"MA",3,1017.4,163.1
"MA",3,1009.8,164.9
"MA",3,1005.9,165.8
"MA",3,997.8,167.5
"MA",3,991.9,168.7
"MA",3,984.2,170.4
"MD",1,962.1,292
"MD",1,962.2,291.1
"MD",1,961.9,290.3
"MD",1,961.2,290.1
"MD",1,960.8,290.7
"MD",1,961.2,292.2
"MD",1,962.1,292
"MD",2,959.5,288.4
"MD",2,960.4,288.3
"MD",2,960.3,288.9
"MD",2,961,289.3
"MD",2,961.3,289.1
"MD",2,960.9,288.5
"MD",2,961,288.1
"MD",2,960.5,287.6
"MD",2,960.5,286.9
"MD",2,959.9,286.4
"MD",2,959.2,286.8
"MD",2,959.5,288.4
"MD",3,891.9,262.9
"MD",3,892.7,267.3
"MD",3,892.6,267.4
"MD",3,893.8,275
"MD",3,894.6,274.6
"MD",3,895.4,273.3
"MD",3,896,272.5
"MD",3,896.5,272.1
"MD",3,897,272.2
"MD",3,897,271.6
"MD",3,897.5,271.2
"MD",3,897.4,270.7
"MD",3,898.1,270.4
"MD",3,898.2,269.9
"MD",3,898.8,269.6
"MD",3,899.3,268.9
"MD",3,899.8,267.7
"MD",3,900.5,267.1
"MD",3,900.8,267.4
"MD",3,902.3,267.8
"MD",3,902.3,267.3
"MD",3,902.8,266.6
"MD",3,903.2,265.7
"MD",3,903.4,265.6
"MD",3,904,263.9
"MD",3,904.7,263
"MD",3,905,263.8
"MD",3,906.6,264.5
"MD",3,907.2,264.6
"MD",3,907.8,264.4
"MD",3,908.9,264.7
"MD",3,909.7,264.4
"MD",3,910.7,264.3
"MD",3,911.2,263.3
"MD",3,910.6,263.1
"MD",3,911.1,262.3
"MD",3,911,261.8
"MD",3,912,261.5
"MD",3,912.2,261.2
"MD",3,913.8,261.4
"MD",3,913.9,260.9
"MD",3,915.1,259.3
"MD",3,916.3,259.4
"MD",3,916.9,259.6
"MD",3,917.8,260.2
"MD",3,918.3,260.9
"MD",3,919,260.9
"MD",3,920.5,260.2
"MD",3,921.4,260.2
"MD",3,921.6,260.6
"MD",3,921.5,261.2
"MD",3,920.9,261.4
"MD",3,920.8,261.7
"MD",3,921.7,262.3
"MD",3,921.9,262.8
"MD",3,922.7,263
"MD",3,922.8,263.6
"MD",3,923.1,264.2
"MD",3,923.7,264.2
"MD",3,924.2,265
"MD",3,924.1,266.3
"MD",3,924.8,266.5
"MD",3,925.6,266.2
"MD",3,926.7,266.5
"MD",3,927.6,266.3
"MD",3,928.2,267.1
"MD",3,929.3,267.4
"MD",3,929.9,267.8
"MD",3,929.6,268.8
"MD",3,929.2,269
"MD",3,929,269.9
"MD",3,929.3,270.5
"MD",3,929.9,270.6
"MD",3,930.5,271.3
"MD",3,932.1,271.3
"MD",3,932.7,271.2
"MD",3,933.6,271.4
"MD",3,934.6,271.8
"MD",3,934.7,272.6
"MD",3,935.3,272.9
"MD",3,936.6,272.8
"MD",3,937.2,273.4
"MD",3,938.4,271.7
"MD",3,941.2,273.6
"MD",3,939.3,276.4
"MD",3,939.6,278.1
"MD",3,938.6,278.8
"MD",3,938.2,279.5
"MD",3,938.5,280.4
"MD",3,938.3,281.1
"MD",3,937.7,281.3
"MD",3,937.2,282.5
"MD",3,936.9,282.7
"MD",3,936.6,283.7
"MD",3,936.6,284.4
"MD",3,937.1,285.5
"MD",3,937.1,286
"MD",3,937.5,286.7
"MD",3,938.4,287
"MD",3,939.5,286
"MD",3,939.6,285.5
"MD",3,940.2,285.5
"MD",3,940.9,284.5
"MD",3,941.4,284.4
"MD",3,942.1,285.4
"MD",3,942.6,286.5
"MD",3,943.6,287
"MD",3,943.8,287.5
"MD",3,944.9,287.9
"MD",3,945.5,287.7
"MD",3,944.5,286.3
"MD",3,945.1,286.2
"MD",3,945.6,287.1
"MD",3,946,287.4
"MD",3,946.3,288.4
"MD",3,947.2,288.6
"MD",3,947.3,288.2
"MD",3,948.5,288
"MD",3,950.1,288.2
"MD",3,950.9,288.6
"MD",3,951.3,289.4
"MD",3,952.1,289.6
"MD",3,952.6,290
"MD",3,953.2,289.3
"MD",3,953.7,290
"MD",3,954.2,290
"MD",3,955,290.9
"MD",3,955.8,291.1
"MD",3,955.1,289.4
"MD",3,955.4,288.9
"MD",3,953.8,287.3
"MD",3,953.3,286.4
"MD",3,953.6,285.4
"MD",3,953,285.2
"MD",3,952.5,285.8
"MD",3,951.7,285.4
"MD",3,952.7,285
"MD",3,953.1,284
"MD",3,952.9,283.4
"MD",3,950.6,281.6
"MD",3,950,280.6
"MD",3,949.6,279.2
"MD",3,949.6,278.5
"MD",3,948.9,277.2
"MD",3,948.8,276.1
"MD",3,948.2,275.7
"MD",3,948,275.2
"MD",3,948.7,274.2
"MD",3,948.9,273.3
"MD",3,948.3,272.8
"MD",3,948.7,272.2
"MD",3,948.5,271.6
"MD",3,949,271.2
"MD",3,949.1,270.8
"MD",3,948.5,270.1
"MD",3,949.4,269.5
"MD",3,949.8,268.9
"MD",3,949.5,268.5
"MD",3,948.8,268.1
"MD",3,948.9,267.4
"MD",3,948.6,266.7
"MD",3,948.6,266.3
"MD",3,947.4,265.7
"MD",3,947.2,265.8
"MD",3,946.4,265.3
"MD",3,946.3,264.8
"MD",3,945.9,264.7
"MD",3,945.4,264.1
"MD",3,945.3,263.7
"MD",3,946.4,264.1
"MD",3,947.2,264.8
"MD",3,948,264.8
"MD",3,948.4,264.2
"MD",3,949.4,263.2
"MD",3,948.7,262.7
"MD",3,948.6,262.2
"MD",3,949,261.3
"MD",3,948.9,260.3
"MD",3,949.6,260
"MD",3,949.9,261.2
"MD",3,950.4,261.2
"MD",3,950.6,260.8
"MD",3,950,260.2
"MD",3,950.3,259.1
"MD",3,950.2,258.2
"MD",3,950.5,258
"MD",3,950.8,258.7
"MD",3,950.5,259.8
"MD",3,951.1,260.4
"MD",3,951.8,259.6
"MD",3,952.9,258
"MD",3,953.5,257.5
"MD",3,953.2,257
"MD",3,952.7,257
"MD",3,952.3,256.6
"MD",3,952.5,255.6
"MD",3,953,255.3
"MD",3,954.6,254.7
"MD",3,954.8,255.1
"MD",3,954.6,255.8
"MD",3,954.5,256.6
"MD",3,955,257.2
"MD",3,954.7,258.1
"MD",3,954.2,258.5
"MD",3,954.1,259.3
"MD",3,953,259.5
"MD",3,952.6,260.5
"MD",3,952.2,260.6
"MD",3,952.1,261.8
"MD",3,951.7,262.4
"MD",3,951.2,265.4
"MD",3,951.7,265.6
"MD",3,952.2,266.5
"MD",3,952.4,267.2
"MD",3,952.4,267.9
"MD",3,953,268.2
"MD",3,952.8,266.5
"MD",3,953.2,266
"MD",3,953.8,266.1
"MD",3,953.7,266.8
"MD",3,953.3,267.3
"MD",3,953.9,268.3
"MD",3,953.4,269.1
"MD",3,952,269.2
"MD",3,951.3,268.2
"MD",3,950.7,270.5
"MD",3,951,272
"MD",3,951.6,272.1
"MD",3,951.3,271.1
"MD",3,952.3,270.1
"MD",3,953,269.9
"MD",3,953.6,270.1
"MD",3,953.9,271.7
"MD",3,954.3,272.4
"MD",3,953.9,272.9
"MD",3,953.2,272.7
"MD",3,952.9,272.2
"MD",3,952.3,272.9
"MD",3,952.3,273.6
"MD",3,952,274.2
"MD",3,952.2,276.3
"MD",3,952.5,275.2
"MD",3,953.4,275.4
"MD",3,953.6,274.8
"MD",3,954.9,276.1
"MD",3,955.3,275.9
"MD",3,956,276.7
"MD",3,956.6,276.9
"MD",3,957.2,276.7
"MD",3,957.9,277.1
"MD",3,958.5,277.9
"MD",3,958.3,278.1
"MD",3,957.3,277.5
"MD",3,956.9,277.8
"MD",3,956.3,277.5
"MD",3,955.9,277.6
"MD",3,955.6,276.9
"MD",3,955,277.6
"MD",3,954.5,277.2
"MD",3,953.8,277.8
"MD",3,954,278.2
"MD",3,953.8,278.8
"MD",3,954.8,279.7
"MD",3,954.6,280.2
"MD",3,953.3,280.8
"MD",3,953.5,281.2
"MD",3,954.7,282.4
"MD",3,954.8,282.9
"MD",3,955.5,283.4
"MD",3,955.3,284
"MD",3,955.6,284.3
"MD",3,956.1,284.4
"MD",3,957.6,285.9
"MD",3,958.2,286
"MD",3,958.7,285.4
"MD",3,959.8,285.5
"MD",3,959.9,284.5
"MD",3,959.4,284
"MD",3,959.8,283.3
"MD",3,959.9,282.2
"MD",3,960.4,282.3
"MD",3,960.8,283.2
"MD",3,960,283.9
"MD",3,960.8,284.7
"MD",3,961.3,284.7
"MD",3,961.5,284.3
"MD",3,961.4,283.7
"MD",3,961.6,282.7
"MD",3,962.3,282.1
"MD",3,962,284.5
"MD",3,962.4,285.1
"MD",3,962.9,284.8
"MD",3,963.5,285.4
"MD",3,962.8,285.7
"MD",3,961.9,286.3
"MD",3,961.8,287.6
"MD",3,962.1,288
"MD",3,962.9,287.2
"MD",3,963.5,287.3
"MD",3,964.1,286.9
"MD",3,964.1,287.6
"MD",3,963.7,288
"MD",3,963.6,288.7
"MD",3,964.7,288.7
"MD",3,964.9,289
"MD",3,964.5,289.5
"MD",3,963.9,289.6
"MD",3,964,290.1
"MD",3,963.7,291.1
"MD",3,964,291.5
"MD",3,964,292.2
"MD",3,964.7,292.3
"MD",3,965.8,290.7
"MD",3,966.7,290.7
"MD",3,967.1,290.3
"MD",3,968.1,290.5
"MD",3,968,290.8
"MD",3,968.6,289.6
"MD",3,975.3,287.3
"MD",3,975.8,285.5
"MD",3,976,283.3
"MD",3,976.3,281.1
"MD",3,976.3,280.2
"MD",3,976.6,279.8
"MD",3,976.6,277.6
"MD",3,976.6,276.7
"MD",3,974.1,277.3
"MD",3,969.8,278.2
"MD",3,965,279
"MD",3,963,272.1
"MD",3,960.5,262.9
"MD",3,958,254.1
"MD",3,957.3,251.6
"MD",3,957,250.2
"MD",3,949.2,251.8
"MD",3,940.7,253.6
"MD",3,935.8,254.6
"MD",3,927.4,256.3
"MD",3,922.9,257.2
"MD",3,917,258.3
"MD",3,908.5,259.9
"MD",3,899.5,261.5
"MD",3,891.9,262.9
"ME",1,1056.2,117.4
"ME",1,1056.5,117.6
"ME",1,1057,117.3
"ME",1,1056.6,116.9
"ME",1,1056.2,117.4
"ME",2,1055.7,115.8
"ME",2,1056.3,116
"ME",2,1056.5,115.2
"ME",2,1056.3,115.1
"ME",2,1055.7,115.8
"ME",3,1053.9,117
"ME",3,1054,117.2
"ME",3,1054.7,117.1
"ME",3,1055.3,117.5
"ME",3,1055.8,116.5
"ME",3,1055.1,115.9
"ME",3,1054.4,115.8
"ME",3,1053.7,115.4
"ME",3,1053.9,117
"ME",4,1052.2,112.9
"ME",4,1052.2,113.2
"ME",4,1053.2,113.2
"ME",4,1052.4,111.9
"ME",4,1052.1,112
"ME",4,1052.2,112.9
"ME",5,1047.9,116.8
"ME",5,1048.2,117.2
"ME",5,1049.1,117.3
"ME",5,1049.1,116.8
"ME",5,1048.7,116.6
"ME",5,1047.9,116.8
"ME",6,1049.3,125.4
"ME",6,1049.7,126.5
"ME",6,1050,126.3
"ME",6,1049.7,125.3
"ME",6,1049.3,125.4
"ME",7,1047,120.1
"ME",7,1047.6,120
"ME",7,1047.7,120.6
"ME",7,1048,121
"ME",7,1047.9,121.5
"ME",7,1048.7,121.8
"ME",7,1049.8,121.2
"ME",7,1050.1,120.3
"ME",7,1048.9,119
"ME",7,1048.5,117.9
"ME",7,1048.1,118.1
"ME",7,1047.2,119.2
"ME",7,1047,120.1
"ME",8,1045.7,117.1
"ME",8,1046.3,117.7
"ME",8,1046.6,117.1
"ME",8,1046.7,115.6
"ME",8,1046.4,114.9
"ME",8,1046.7,114.1
"ME",8,1046.3,113.6
"ME",8,1045.9,113.9
"ME",8,1045.9,115
"ME",8,1046.1,115.6
"ME",8,1045.7,117.1
"ME",9,1025,152.2
"ME",9,1025.4,151.8
"ME",9,1025.9,150.1
"ME",9,1025.7,149.5
"ME",9,1026,147.9
"ME",9,1025.6,147.4
"ME",9,1025.7,145.9
"ME",9,1026,145.1
"ME",9,1026.8,144.7
"ME",9,1027.1,144.7
"ME",9,1027.8,144
"ME",9,1027.5,143.5
"ME",9,1028,143
"ME",9,1028.2,142
"ME",9,1027.8,141.5
"ME",9,1027.5,140.6
"ME",9,1027.8,139.8
"ME",9,1028.5,139.4
"ME",9,1028.9,138.8
"ME",9,1029.5,138.9
"ME",9,1030.2,138.4
"ME",9,1029.6,137.8
"ME",9,1029.6,136.9
"ME",9,1030.2,135.5
"ME",9,1030.7,135.4
"ME",9,1031.3,134.4
"ME",9,1032.4,134.2
"ME",9,1032.5,133.4
"ME",9,1032.8,132.7
"ME",9,1033.2,132.3
"ME",9,1034.2,132.1
"ME",9,1034.9,133.7
"ME",9,1035.1,133.2
"ME",9,1036.3,132.3
"ME",9,1036.5,131
"ME",9,1036.5,130.3
"ME",9,1037.7,130.7
"ME",9,1037.4,129.7
"ME",9,1037.9,129.8
"ME",9,1038,129
"ME",9,1038.9,129.2
"ME",9,1038.8,128.2
"ME",9,1039.1,128.2
"ME",9,1039.7,129
"ME",9,1039.8,127.9
"ME",9,1040.5,127
"ME",9,1040.2,125.9
"ME",9,1041.1,125.5
"ME",9,1041.4,126.5
"ME",9,1041.8,126.3
"ME",9,1041.9,125.7
"ME",9,1042.4,125.8
"ME",9,1042.3,126.7
"ME",9,1042.6,127.7
"ME",9,1043.1,127.3
"ME",9,1042.6,126.6
"ME",9,1042.7,126.3
"ME",9,1043.8,125.9
"ME",9,1044.2,124.3
"ME",9,1045.5,123.9
"ME",9,1045.8,123.9
"ME",9,1046,122.9
"ME",9,1045.2,122.1
"ME",9,1045.4,121.7
"ME",9,1044.5,121.1
"ME",9,1044.8,120.4
"ME",9,1044.5,119.6
"ME",9,1044.8,119.3
"ME",9,1044.7,117.9
"ME",9,1045,116.8
"ME",9,1045.4,115.6
"ME",9,1045.3,114.7
"ME",9,1044.7,114.1
"ME",9,1044.1,113.3
"ME",9,1044.9,113
"ME",9,1045.1,112.3
"ME",9,1045.8,112.7
"ME",9,1046.6,111.7
"ME",9,1046.3,111.2
"ME",9,1046.7,110.1
"ME",9,1047.2,110.8
"ME",9,1047.3,111.7
"ME",9,1047,112.4
"ME",9,1047,112.9
"ME",9,1047.5,113.9
"ME",9,1047.6,115.1
"ME",9,1048.1,115
"ME",9,1048.5,114.4
"ME",9,1049.2,114.4
"ME",9,1048.9,115
"ME",9,1049.5,115.3
"ME",9,1050.3,115.4
"ME",9,1050,116.3
"ME",9,1049.7,116.7
"ME",9,1050.2,117.4
"ME",9,1050.3,117.9
"ME",9,1051.6,118.5
"ME",9,1052.1,119.5
"ME",9,1051.7,119.7
"ME",9,1052.4,121.2
"ME",9,1052.7,120.8
"ME",9,1053.2,120.8
"ME",9,1053,120.2
"ME",9,1053.1,119.4
"ME",9,1052.4,118.9
"ME",9,1052.2,118.5
"ME",9,1052.4,118
"ME",9,1052.2,117.1
"ME",9,1052.6,116.5
"ME",9,1052.5,116.1
"ME",9,1053,115.7
"ME",9,1052.9,114.7
"ME",9,1052.3,114
"ME",9,1051.8,113.7
"ME",9,1051.9,112.8
"ME",9,1051.2,112
"ME",9,1051.7,111.7
"ME",9,1052.2,110.8
"ME",9,1053.2,110.3
"ME",9,1053.3,111.2
"ME",9,1053.6,111.2
"ME",9,1054.2,110.4
"ME",9,1054.5,110.8
"ME",9,1054.1,111.6
"ME",9,1053.5,111.9
"ME",9,1053.4,112.6
"ME",9,1054,113.2
"ME",9,1054.4,114
"ME",9,1054.9,114.4
"ME",9,1056.4,114.6
"ME",9,1056.6,114.1
"ME",9,1057.2,114.2
"ME",9,1058.2,113.8
"ME",9,1057.5,112.7
"ME",9,1057.9,112.1
"ME",9,1058,111.6
"ME",9,1057.5,110.6
"ME",9,1057.5,110.3
"ME",9,1058.7,109.7
"ME",9,1059,110.6
"ME",9,1060,110.9
"ME",9,1060.2,108.9
"ME",9,1060.7,109.3
"ME",9,1061.4,108.5
"ME",9,1061.5,108
"ME",9,1062.5,107.7
"ME",9,1062.7,107
"ME",9,1062.6,106.4
"ME",9,1062.9,106.2
"ME",9,1063.1,105.4
"ME",9,1063.6,105
"ME",9,1063.8,105.7
"ME",9,1064.3,105.6
"ME",9,1064.4,104.5
"ME",9,1064.8,104.3
"ME",9,1065.6,105.3
"ME",9,1066.4,105.7
"ME",9,1066.6,106
"ME",9,1067.2,105.5
"ME",9,1067.5,104.5
"ME",9,1066.4,104
"ME",9,1066,103.4
"ME",9,1066.6,103
"ME",9,1067,103.3
"ME",9,1067.8,101.7
"ME",9,1068.6,101.6
"ME",9,1068.6,101
"ME",9,1068.9,100.7
"ME",9,1068,99.5
"ME",9,1069.3,98.8
"ME",9,1069.6,99.9
"ME",9,1070,100
"ME",9,1069.9,100.9
"ME",9,1070.2,101.2
"ME",9,1070.8,100.9
"ME",9,1070.4,100.5
"ME",9,1071.6,99.6
"ME",9,1071.6,99.2
"ME",9,1072,98.9
"ME",9,1072.1,98.2
"ME",9,1072.5,97.5
"ME",9,1072.4,97
"ME",9,1072.8,96.8
"ME",9,1072.8,96.1
"ME",9,1073.4,95.9
"ME",9,1073.8,94.8
"ME",9,1073.3,94.1
"ME",9,1073.5,93.8
"ME",9,1073.1,93.2
"ME",9,1073,92.5
"ME",9,1071.9,92.1
"ME",9,1071.4,91.2
"ME",9,1070.6,90.4
"ME",9,1069.9,90
"ME",9,1070.2,89.6
"ME",9,1069.6,88.7
"ME",9,1068.5,87.8
"ME",9,1067.7,87.8
"ME",9,1067.4,88.1
"ME",9,1066.5,87.7
"ME",9,1066.2,87.9
"ME",9,1066.4,88.8
"ME",9,1065.9,89.5
"ME",9,1064.6,89.1
"ME",9,1064,88.4
"ME",9,1063.6,87.7
"ME",9,1063.1,87.5
"ME",9,1062.4,86.8
"ME",9,1062.7,86.4
"ME",9,1062.9,84.3
"ME",9,1061.6,83.3
"ME",9,1061.3,82.7
"ME",9,1060.7,82.1
"ME",9,1061.2,81.5
"ME",9,1061.8,81.5
"ME",9,1061.5,80.6
"ME",9,1061.3,79.8
"ME",9,1060.8,79.3
"ME",9,1060.4,79.4
"ME",9,1060.1,79.9
"ME",9,1059.1,80.1
"ME",9,1057.6,80.1
"ME",9,1056.1,79.3
"ME",9,1055.2,79.2
"ME",9,1054.7,79.4
"ME",9,1054.2,78.2
"ME",9,1054.7,78.1
"ME",9,1054,77.4
"ME",9,1053.9,76.5
"ME",9,1054.5,75.9
"ME",9,1053.7,75.4
"ME",9,1053.3,74.7
"ME",9,1053.7,74.3
"ME",9,1053.9,73.7
"ME",9,1053.2,73.3
"ME",9,1050.9,65.8
"ME",9,1048.6,58.6
"ME",9,1047.2,54.2
"ME",9,1045.4,48.1
"ME",9,1043.8,47.8
"ME",9,1043,46.9
"ME",9,1042.7,46.8
"ME",9,1042,46
"ME",9,1041.3,45.8
"ME",9,1040.7,45.4
"ME",9,1039.7,45.2
"ME",9,1039.5,44.9
"ME",9,1038.5,44.6
"ME",9,1038.1,44.1
"ME",9,1036.8,43.9
"ME",9,1035,44.1
"ME",9,1034.4,44.8
"ME",9,1034.6,45.7
"ME",9,1034,46.3
"ME",9,1033.4,46.2
"ME",9,1032.7,46.3
"ME",9,1032.1,46.9
"ME",9,1031.7,46.9
"ME",9,1031.7,47.6
"ME",9,1031.4,48
"ME",9,1030.7,48.4
"ME",9,1029.9,48.5
