"lev","uid","part","x","y"
"s",1,1,121.89,186.41
"s",1,1,122.34,184.54
"s",1,1,123.53,184.33
"s",1,1,127.46,181.8
"s",1,1,129.48,176.18
"s",1,1,133.26,172.38
"s",1,1,134.02,169.08
"s",1,1,135.17,168.05
"s",1,1,136.19,167.4
"s",1,1,138.09,167.1
"s",1,1,140.02,165.53
"s",1,1,140.88,165.4
"s",1,1,142.71,166.38
"s",1,1,144.18,165.07
"s",1,1,146.18,164.78
"s",1,1,148.85,163.63
"s",1,1,150.35,161.89
"s",1,1,153.67,159.41
"s",1,1,155.62,155.9
"s",1,1,161.45,154.11
"s",1,1,163.07,151.57
"s",1,1,161.51,149.91
"s",1,1,163.81,148.71
"s",1,1,163.28,148.1
"s",1,1,162.45,148.56
"s",1,1,161.92,147.85
"s",1,1,160.65,147.73
"s",1,1,161.69,146.79
"s",1,1,163.05,144.32
"s",1,1,162.62,143.58
"s",1,1,161.73,143.94
"s",1,1,161.15,143.64
"s",1,1,162.44,142.18
"s",1,1,162.17,140.89
"s",1,1,163.54,141.14
"s",1,1,164.17,140.65
"s",1,1,164.94,141.5
"s",1,1,164.23,140.01
"s",1,1,165.36,139.36
"s",1,1,164.96,138.5
"s",1,1,165.63,138.77
"s",1,1,165.83,140.4
"s",1,1,166.38,139.78
"s",1,1,166.25,139.06
"s",1,1,167.2,138.94
"s",1,1,166.98,138.27
"s",1,1,167.97,138.47
"s",1,1,167.81,137.67
"s",1,1,168.27,136.98
"s",1,1,169.25,138.46
"s",1,1,169.82,137.19
"s",1,1,170.48,138.23
"s",1,1,171.25,137.95
"s",1,1,171.29,136.81
"s",1,1,170.22,136.92
"s",1,1,170.1,135.74
"s",1,1,171.78,135.48
"s",1,1,172.58,134.41
"s",1,1,173.11,134.73
"s",1,1,173.04,133.25
"s",1,1,173.72,133.37
"s",1,1,173.23,132.77
"s",1,1,171.92,133.48
"s",1,1,172.17,132.59
"s",1,1,172.81,132.36
"s",1,1,171.81,131.9
"s",1,1,171.65,131.67
"s",1,1,171.81,131.31
"s",1,1,174.32,129.59
"s",1,1,176.1,129.17
"s",1,1,176.69,127.99
"s",1,1,178.64,127.92
"s",1,1,179.23,128.37
"s",1,1,178.83,129.41
"s",1,1,179.92,129.16
"s",1,1,181.35,127.17
"s",1,1,180.6,125.77
"s",1,1,180.89,124.89
"s",1,1,180.21,125.03
"s",1,1,181.41,122.84
"s",1,1,182.6,121.79
"s",1,1,187.49,118.9
"s",1,1,189.88,118.73
"s",1,1,193.6,117.2
"s",1,1,196.39,117.75
"s",1,1,196.79,117.22
"s",1,1,196.59,116.17
"s",1,1,197.46,117.1
"s",1,1,198.02,116.38
"s",1,1,197.61,115.59
"s",1,1,200.03,115.11
"s",1,1,199.73,114.7
"s",1,1,200.31,114.68
"s",1,1,200.08,114.19
"s",1,1,200.66,114.32
"s",1,1,200.62,113.87
"s",1,1,201.24,113.88
"s",1,1,201.52,114.23
"s",1,1,201.06,114.64
"s",1,1,201.39,114.66
"s",1,1,201.92,113.8
"s",1,1,201.33,113.37
"s",1,1,201.77,113.1
"s",1,1,202.74,112.98
"s",1,1,203.23,113.68
"s",1,1,204,112.7
"s",1,1,204.86,113.01
"s",1,1,205.62,112
"s",1,1,206.72,111.83
"s",1,1,206.08,111.21
"s",1,1,206.92,111.12
"s",1,1,207.07,109.91
"s",1,1,207.58,110.66
"s",1,1,208.81,110.04
"s",1,1,208.13,109.18
"s",1,1,209.07,108.8
"s",1,1,208.86,104.93
"s",1,1,208.27,104.88
"s",1,1,207.94,105.42
"s",1,1,207.75,105.09
"s",1,1,208.24,103.56
"s",1,1,209.21,102.86
"s",1,1,209.1,101.75
"s",1,1,211.1,100.53
"s",1,1,210.78,99.87
"s",1,1,211.53,99.66
"s",1,1,211.71,98.01
"s",1,1,212.62,97.61
"s",1,1,212.6,98.4
"s",1,1,213.22,98.24
"s",1,1,213.22,97.17
"s",1,1,212.3,96.9
"s",1,1,212.13,96.09
"s",1,1,213.05,95.69
"s",1,1,213.46,96.28
"s",1,1,214.71,95.58
"s",1,1,214.92,92.62
"s",1,1,214.45,92.5
"s",1,1,215.22,92.4
"s",1,1,215.82,93.26
"s",1,1,216.58,92.15
"s",1,1,216.99,92.62
"s",1,1,217.69,92.4
"s",1,1,218.39,91.43
"s",1,1,217.58,90.97
"s",1,1,218.43,90.34
"s",1,1,217.91,89.93
"s",1,1,218.86,90.03
"s",1,1,218.2,89.09
"s",1,1,218.71,88.24
"s",1,1,218.2,87.97
"s",1,1,218.6,87.28
"s",1,1,219.08,87.43
"s",1,1,218.49,86.52
"s",1,1,219.05,86.2
"s",1,1,218.22,86.09
"s",1,1,218.9,85.58
"s",1,1,219.86,85.67
"s",1,1,219.68,85.09
"s",1,1,218.41,84.4
"s",1,1,219.63,84.44
"s",1,1,219.86,83.64
"s",1,1,220.32,84.13
"s",1,1,220.29,83.17
"s",1,1,220.82,83.29
"s",1,1,219.87,82.4
"s",1,1,221.15,82.59
"s",1,1,221.3,82.21
"s",1,1,220.62,81.25
"s",1,1,220.86,80.68
"s",1,1,220.26,80.59
"s",1,1,220.46,79.77
"s",1,1,221.23,79.53
"s",1,1,220.3,79.29
"s",1,1,220.9,78.55
"s",1,1,219.97,77.99
"s",1,1,219.96,77.07
"s",1,1,221.52,76.21
"s",1,1,221.76,76.75
"s",1,1,222.76,75.02
"s",1,1,222.68,73.65
"s",1,1,223.45,73.04
"s",1,1,222.54,72.8
"s",1,1,224,72.02
"s",1,1,222.37,70.63
"s",1,1,223.35,70.28
"s",1,1,223.02,69.63
"s",1,1,222.23,70.15
"s",1,1,222.01,69.21
"s",1,1,225.31,65.88
"s",1,1,226.37,65.31
"s",1,1,227.23,65.65
"s",1,1,227.27,65.02
"s",1,1,227.88,64.88
"s",1,1,227.69,64.17
"s",1,1,228.41,64.87
"s",1,1,228.89,64.56
"s",1,1,228.52,64.02
"s",1,1,228.79,63.74
"s",1,1,231.49,62.97
"s",1,1,234.31,63.62
"s",1,1,234.61,62.58
"s",1,1,234.93,63.68
"s",1,1,235.35,62.44
"s",1,1,236.01,63.1
"s",1,1,236.12,62.2
"s",1,1,236.74,61.91
"s",1,1,236.43,60.95
"s",1,1,239.29,59.34
"s",1,1,240.97,59.62
"s",1,1,241.22,58.96
"s",1,1,240.69,58.42
"s",1,1,241.39,57.4
"s",1,1,244.92,54.6
"s",1,1,246.22,54.33
"s",1,1,245.64,53.65
"s",1,1,245.95,53.12
"s",1,1,245.41,53.13
"s",1,1,245.5,52.46
"s",1,1,244.92,52.87
"s",1,1,244.73,52.55
"s",1,1,245.46,51.82
"s",1,1,244.72,51.06
"s",1,1,245.24,49.57
"s",1,1,248.27,46.62
"s",1,1,248.17,45.07
"s",1,1,249.65,44.07
"s",1,1,249.2,43.36
"s",1,1,250.51,42.79
"s",1,1,250.63,42.08
"s",1,1,251.2,42.24
"s",1,1,250.87,41.1
"s",1,1,252.14,41.83
"s",1,1,252.17,42.56
"s",1,1,253.82,41.33
"s",1,1,253.11,40.08
"s",1,1,253.41,39.68
"s",1,1,253.83,39.91
"s",1,1,253.92,37.98
"s",1,1,254.91,37.96
"s",1,1,255.54,35.78
"s",1,1,254.92,35.17
"s",1,1,255.38,34.44
"s",1,1,254.81,34.47
"s",1,1,254.58,33.7
"s",1,1,253.72,33.78
"s",1,1,254.29,33.25
"s",1,1,253.47,32.81
"s",1,1,253.73,31.43
"s",1,1,252.87,30.45
"s",1,1,254.31,29.1
"s",1,1,253.66,28.18
"s",1,1,254.91,28.12
"s",1,1,256.91,25.7
"s",1,1,257.64,25.83
"s",1,1,256.99,25.29
"s",1,1,257.36,25.06
"s",1,1,257.34,23.87
"s",1,1,258.14,23.92
"s",1,1,258.31,23.34
"s",1,1,257.8,23.06
"s",1,1,257.34,23.44
"s",1,1,256.7,22.32
"s",1,1,257.49,21.98
"s",1,1,257.82,21.08
"s",1,1,258.58,20.92
"s",1,1,258.14,19.1
"s",1,1,258.92,16.9
"s",1,1,259.81,16.47
"s",1,1,261.19,16.86
"s",1,1,261.69,15.67
"s",1,1,266.63,14.62
"s",1,1,267.65,15.28
"s",1,1,268.7,16.98
"s",1,1,269.44,17.17
"s",1,1,270.7,16.53
"s",1,1,271.77,14.97
"s",1,1,274.67,14.39
"s",1,1,277.85,11.7
"s",1,1,281.02,11.47
"s",1,1,284.81,12.75
"s",1,1,287.48,12.37
"s",1,1,291.86,8.76
"s",1,1,291.38,3.88
"s",1,1,286.64,-1.69
"s",1,1,283.79,-8.69
"s",1,1,282.2,-10.57
"s",1,1,281.48,-13.1
"s",1,1,279.77,-14.95
"s",1,1,277.89,-15.78
"s",1,1,277.61,-17.79
"s",1,1,276.15,-20.14
"s",1,1,276.3,-21.65
"s",1,1,275.1,-24.08
"s",1,1,274.12,-25.19
"s",1,1,271.35,-26.23
"s",1,1,272.44,-29.02
"s",1,1,271.42,-32.71
"s",1,1,271.4,-34.39
"s",1,1,272.05,-36.23
"s",1,1,271.51,-39.39
"s",1,1,271.74,-47.11
"s",1,1,270.75,-48.46
"s",1,1,269.86,-52.15
"s",1,1,269.05,-53.35
"s",1,1,267.43,-54.28
"s",1,1,266.1,-57.81
"s",1,1,266.11,-59.91
"s",1,1,264.28,-62.85
"s",1,1,266.64,-65.81
"s",1,1,266.61,-69.31
"s",1,1,265.98,-70.81
"s",1,1,267.31,-77.12
"s",1,1,267.23,-79.69
"s",1,1,264.16,-88.73
"s",1,1,263.05,-89.97
"s",1,1,258.65,-91.66
"s",1,1,260.36,-96.17
"s",1,1,259.73,-99.48
"s",1,1,258.09,-101.44
"s",1,1,255.64,-102.55
"s",1,1,255.25,-105.11
"s",1,1,256.42,-107.07
"s",1,1,258.51,-107.79
"s",1,1,259.95,-108.86
"s",1,1,260.71,-110.05
"s",1,1,260.96,-111.69
"s",1,1,260.14,-114.32
"s",1,1,257.83,-116.59
"s",1,1,258.08,-121.32
"s",1,1,257.64,-126.25
"s",1,1,255.43,-135.54
"s",1,1,258.01,-136.14
"s",1,1,259.71,-137.36
"s",1,1,261.4,-140.68
"s",1,1,251.61,-142.53
"s",1,1,249.37,-142.38
"s",1,1,247.81,-141.23
"s",1,1,243.71,-142.11
"s",1,1,243.39,-143.89
"s",1,1,242.29,-142.98
"s",1,1,241.16,-143.89
"s",1,1,240.87,-143.28
"s",1,1,239.77,-142.89
"s",1,1,238.48,-142.96
"s",1,1,237.76,-143.63
"s",1,1,237.58,-142.66
"s",1,1,237.04,-142.51
"s",1,1,236.52,-144.12
"s",1,1,236,-143.48
"s",1,1,235.15,-143.48
"s",1,1,234.81,-142.09
"s",1,1,234.37,-143.08
"s",1,1,233.69,-142.53
"s",1,1,233.13,-143.26
"s",1,1,232.31,-143.31
"s",1,1,232.11,-141.84
"s",1,1,231.04,-141.86
"s",1,1,230.92,-140.68
"s",1,1,229.06,-141.6
"s",1,1,229.42,-141.97
"s",1,1,230.23,-141.54
"s",1,1,230.22,-142.51
"s",1,1,228.6,-142.44
"s",1,1,228.04,-141.75
"s",1,1,225.62,-142.54
"s",1,1,223.3,-141.26
"s",1,1,223.34,-140.61
"s",1,1,221.83,-140.35
"s",1,1,221.18,-139.73
"s",1,1,220.31,-139.74
"s",1,1,220.44,-141.14
"s",1,1,219.44,-141.6
"s",1,1,218.92,-140.74
"s",1,1,219.14,-140.31
"s",1,1,218.03,-138.91
"s",1,1,217.74,-139.6
"s",1,1,216.63,-138.8
"s",1,1,213.66,-139.64
"s",1,1,213.49,-138.99
"s",1,1,210.81,-139.36
"s",1,1,210.48,-138.83
"s",1,1,209.36,-138.75
"s",1,1,208.07,-136.17
"s",1,1,207.12,-135.75
"s",1,1,206.63,-136.21
"s",1,1,207.02,-137.04
"s",1,1,206.61,-137.43
"s",1,1,204.73,-137.5
"s",1,1,203.57,-136.29
"s",1,1,203.34,-136.8
"s",1,1,202.57,-136.67
"s",1,1,201.36,-138.03
"s",1,1,201.91,-140.23
"s",1,1,201.12,-142.4
"s",1,1,200.45,-142.69
"s",1,1,197.67,-141.3
"s",1,1,196.33,-142.1
"s",1,1,197.81,-144.78
"s",1,1,196.47,-146.21
"s",1,1,195.55,-145.95
"s",1,1,195.65,-147.99
"s",1,1,195.16,-148.99
"s",1,1,195.91,-149.47
"s",1,1,196.42,-151.24
"s",1,1,195.84,-151.93
"s",1,1,196.16,-152.99
"s",1,1,195.55,-154.75
"s",1,1,196.12,-155.76
"s",1,1,196.01,-157.02
"s",1,1,196.81,-157.61
"s",1,1,197.13,-159.02
"s",1,1,197.93,-159.64
"s",1,1,198.25,-160.73
"s",1,1,198.52,-160.39
"s",1,1,198.86,-162.06
"s",1,1,200.11,-162.56
"s",1,1,201.63,-166.49
"s",1,1,201.17,-166.88
"s",1,1,201.49,-167.53
"s",1,1,200.84,-170.04
"s",1,1,201.6,-172.26
"s",1,1,201.98,-176.38
"s",1,1,201.48,-177.34
"s",1,1,201.37,-179.6
"s",1,1,200.42,-180.93
"s",1,1,201.25,-182.67
"s",1,1,200.42,-183.37
"s",1,1,200.78,-184.24
"s",1,1,200.51,-184.58
"s",1,1,201.65,-186.54
"s",1,1,201.74,-187.99
"s",1,1,201.11,-188.57
"s",1,1,201.37,-188.79
"s",1,1,199.53,-189.59
"s",1,1,199.25,-190.18
"s",1,1,198.54,-189.65
"s",1,1,197.78,-190.06
"s",1,1,195.82,-189.9
"s",1,1,195.33,-189.29
"s",1,1,194.18,-189.97
"s",1,1,193.29,-189.66
"s",1,1,192.72,-190.42
"s",1,1,192.1,-190.21
"s",1,1,190.15,-191.37
"s",1,1,188.14,-190.37
"s",1,1,187.61,-189.29
"s",1,1,187.17,-189.67
"s",1,1,186.85,-189.39
"s",1,1,184.39,-184.55
"s",1,1,184.75,-182.3
"s",1,1,184.13,-180.66
"s",1,1,184.35,-177.85
"s",1,1,183.02,-176.31
"s",1,1,181.72,-175.7
"s",1,1,180.88,-173.7
"s",1,1,179.79,-172.6
"s",1,1,180.06,-170.33
"s",1,1,181.73,-168.86
"s",1,1,-71.6,-186.24
"s",1,1,-75.08,-182.28
"s",1,1,-76.76,-182.29
"s",1,1,-77.56,-180.85
"s",1,1,-77.52,-179.49
"s",1,1,-78.69,-177.95
"s",1,1,-78.84,-176.63
"s",1,1,-79.91,-174.98
"s",1,1,-79.86,-173.3
"s",1,1,-79.08,-172.45
"s",1,1,-80.25,-170.98
"s",1,1,-79.99,-170.13
"s",1,1,-80.8,-169.3
"s",1,1,-80.44,-168.03
"s",1,1,-83.93,-164.66
"s",1,1,-84.48,-163.51
"s",1,1,-85.71,-162.91
"s",1,1,-85.63,-160.57
"s",1,1,-86.05,-159.5
"s",1,1,-88.37,-158.62
"s",1,1,-88.26,-154.36
"s",1,1,-89.45,-152.42
"s",1,1,-89.91,-150.1
"s",1,1,-91.8,-147.97
"s",1,1,-91.69,-146.88
"s",1,1,-92.89,-144.33
"s",1,1,-94.86,-143.14
"s",1,1,-96.02,-140.85
"s",1,1,-97.39,-139.39
"s",1,1,-99.73,-138.7
"s",1,1,-99.75,-137.06
"s",1,1,-100.68,-136.47
"s",1,1,-100.84,-134.67
"s",1,1,-100.17,-133.63
"s",1,1,-100.17,-132.02
"s",1,1,-102.07,-128.44
"s",1,1,-102.51,-126.5
"s",1,1,-101.1,-125.54
"s",1,1,-100.39,-124.27
"s",1,1,-100.19,-121.02
"s",1,1,-100.88,-119.74
"s",1,1,-100.77,-117.81
"s",1,1,-101.35,-117.64
"s",1,1,-101.51,-116.67
"s",1,1,-100.57,-112.66
"s",1,1,-100.74,-109.76
"s",1,1,-99.88,-109.03
"s",1,1,-100.89,-104.91
"s",1,1,-99.03,-99.11
"s",1,1,-99.44,-98.28
"s",1,1,-99,-96.39
"s",1,1,-100.92,-93.43
"s",1,1,-101.57,-87.97
"s",1,1,-104.44,-86.25
"s",1,1,-103.98,-84.38
"s",1,1,-105.29,-83.95
"s",1,1,-108.84,-80.43
"s",1,1,-109.22,-78.03
"s",1,1,-108.71,-76.19
"s",1,1,-110,-73.43
"s",1,1,-109.73,-72.45
"s",1,1,-111.49,-70.98
"s",1,1,-110.75,-69.42
"s",1,1,-111.12,-65.89
"s",1,1,-112.21,-64.64
"s",1,1,-111.91,-63.87
"s",1,1,-112.33,-62.62
"s",1,1,-111.44,-60.26
"s",1,1,-112.16,-58.71
"s",1,1,-110.12,-58.18
"s",1,1,-109.88,-56.99
"s",1,1,-110.44,-56.3
"s",1,1,-107.61,-52.8
"s",1,1,-108.58,-50.78
"s",1,1,-106.92,-49.67
"s",1,1,-107.39,-48.12
"s",1,1,-107.23,-46.54
"s",1,1,-106.28,-44.73
"s",1,1,-106.27,-43.62
"s",1,1,-105.84,-43.45
"s",1,1,-106.72,-42.63
"s",1,1,-106.48,-41.72
"s",1,1,-107.09,-40.76
"s",1,1,-107.16,-37.69
"s",1,1,-106.28,-36.31
"s",1,1,-108.48,-31.29
"s",1,1,-107.1,-29.9
"s",1,1,-104.37,-25.47
"s",1,1,-100.14,-23.25
"s",1,1,-100.32,-22.41
"s",1,1,-101.83,-22.11
"s",1,1,-101.31,-20.94
"s",1,1,-97.14,-20.21
"s",1,1,-96,-17.44
"s",1,1,-97,-17.41
"s",1,1,-97.18,-16.81
"s",1,1,-95.56,-16.74
"s",1,1,-95.12,-15.65
"s",1,1,-93.93,-15.36
"s",1,1,-98.76,-11.52
"s",1,1,-105.17,-9.74
"s",1,1,-105.8,-9.22
"s",1,1,-105.87,-7.16
"s",1,1,-104.16,-5.03
"s",1,1,-104.43,-3.92
"s",1,1,-103.26,-3.29
"s",1,1,-104.62,-3.07
"s",1,1,-104.88,-2.55
"s",1,1,-104.46,-1.75
"s",1,1,-103.13,-1.65
"s",1,1,-104.28,-0.81
"s",1,1,-104.45,-0.16
"s",1,1,-104.39,0.54
"s",1,1,-103.02,2.05
"s",1,1,-104.08,4.01
"s",1,1,-106.4,4.91
"s",1,1,-107.13,10.26
"s",1,1,-108.4,12.61
"s",1,1,-109.21,12.94
"s",1,1,-109.91,14.55
"s",1,1,-110.91,14.59
"s",1,1,-111.44,15.63
"s",1,1,-112.21,15.83
"s",1,1,-113.77,17.68
"s",1,1,-114.72,18.12
"s",1,1,-116.55,22.03
"s",1,1,-117.47,22.93
"s",1,1,-116.89,24.23
"s",1,1,-118.44,23.87
"s",1,1,-118.94,24.54
"s",1,1,-118.99,25.14
"s",1,1,-117.66,26.57
"s",1,1,-118.28,27.84
"s",1,1,-120.23,29.15
"s",1,1,-120.75,30.06
"s",1,1,-121.58,32.66
"s",1,1,-120.96,34.94
"s",1,1,-122.91,35.72
"s",1,1,-124.01,37.31
"s",1,1,-123.57,38.62
"s",1,1,-123.02,38.5
"s",1,1,-122.29,39.13
"s",1,1,-124.03,40.14
"s",1,1,-124.35,40.89
"s",1,1,-125.28,41.01
"s",1,1,-126.98,42.77
"s",1,1,-126.8,43.71
"s",1,1,-127.23,44.64
"s",1,1,-126.05,46.61
"s",1,1,-126.99,47.8
"s",1,1,-127.7,47.28
"s",1,1,-128.67,47.55
"b",1,1,26.55,28.55
"b",1,1,26.79,28.54
"b",1,1,27.1,28.46
"b",1,1,27.22,28.54
"b",1,1,27.37,28.38
"b",1,1,27.41,28.23
"b",1,1,27.27,28.13
"b",1,1,27.12,28.28
"b",1,1,26.55,28.36
"b",1,1,26.55,28.55
"b",2,1,15.84,36.02
"b",2,1,16.05,35.88
"b",2,1,16.06,35.84
"b",2,1,15.91,35.81
"b",2,1,15.84,36.02
"b",3,1,20,30.76
"b",3,1,20.12,30.8
"b",3,1,20.13,30.66
"b",3,1,20.06,30.65
"b",3,1,20,30.76
"b",4,1,20.13,30.66
"b",4,1,20.09,30.98
"b",4,1,20.18,30.99
"b",4,1,20.23,30.67
"b",4,1,20.13,30.66
"b",5,1,17.37,38.55
"b",5,1,17.36,38.69
"b",5,1,17.41,38.7
"b",5,1,17.42,38.63
"b",5,1,17.58,38.6
"b",5,1,17.58,38.67
"b",5,1,17.65,38.7
"b",5,1,17.7,38.37
"b",5,1,17.6,38.35
"b",5,1,17.57,38.51
"b",5,1,17.37,38.55
"b",6,1,15.65,34.45
"b",6,1,15.85,34.51
"b",6,1,16.03,34.42
"b",6,1,16.03,34.34
"b",6,1,15.68,34.26
"b",6,1,15.65,34.45
"b",7,1,14,32.66
"b",7,1,14.51,32.73
"b",7,1,14.5,33.05
"b",7,1,14.54,33.06
"b",7,1,14.58,32.79
"b",7,1,14.75,32.8
"b",7,1,14.76,32.72
"b",7,1,14.7,32.69
"b",7,1,14.72,32.53
"b",7,1,14.6,32.51
"b",7,1,14.53,32.43
"b",7,1,14.33,32.36
"b",7,1,14.28,32.53
"b",7,1,14.02,32.5
"b",7,1,14,32.66
"b",8,1,16.49,26.34
"b",8,1,16.64,26.36
"b",8,1,16.66,26.19
"b",8,1,16.51,26.17
"b",8,1,16.49,26.34
"b",9,1,9.7,18.7
"b",9,1,9.89,18.96
"b",9,1,10.04,18.8
"b",9,1,9.87,18.68
"b",9,1,10.17,18.75
"b",9,1,10.11,18.67
"b",9,1,9.89,18.57
"b",9,1,9.7,18.7
"b",10,1,15.43,38.8
"b",10,1,15.43,39.12
"b",10,1,15.76,39.17
"b",10,1,15.75,39.28
"b",10,1,15.49,39.24
"b",10,1,15.48,39.3
"b",10,1,15.68,39.32
"b",10,1,15.68,39.43
"b",10,1,16.05,39.49
"b",10,1,16.09,39.21
"b",10,1,16.34,39.22
"b",10,1,16.36,39.03
"b",10,1,15.94,38.98
"b",10,1,15.95,38.82
"b",10,1,16.04,38.82
"b",10,1,16.08,38.59
"b",10,1,15.9,38.56
"b",10,1,15.85,38.64
"b",10,1,15.68,38.71
"b",10,1,15.55,38.7
"b",10,1,15.43,38.8
"b",11,1,13.59,30.11
"b",11,1,13.91,30.15
"b",11,1,13.99,29.72
"b",11,1,13.71,29.73
"b",11,1,13.59,30.11
"b",12,1,21.03,31.23
"b",12,1,21.08,31.24
"b",12,1,21.13,31.13
"b",12,1,21.04,31.11
"b",12,1,21.03,31.23
"b",13,1,16.69,26.76
"b",13,1,16.69,26.99
"b",13,1,17.1,27.01
"b",13,1,17.13,26.76
"b",13,1,17.1,26.72
"b",13,1,16.75,26.68
"b",13,1,16.69,26.76
"b",14,1,16.37,41.09
"b",14,1,16.43,41.12
"b",14,1,16.44,41.05
"b",14,1,16.4,41.04
"b",14,1,16.37,41.09
"b",15,1,17.05,38.28
"b",15,1,17.03,38.45
"b",15,1,17.27,38.48
"b",15,1,17.29,38.3
"b",15,1,17.05,38.28
"b",16,1,11.5,28.37
"b",16,1,11.23,29.02
"b",16,1,11.44,29.06
"b",16,1,11.83,29.34
"b",16,1,11.97,29.51
"b",16,1,12.08,29.42
"b",16,1,12.13,29.59
"b",16,1,12.34,29.61
"b",16,1,12.38,29.58
"b",16,1,12.42,29.23
"b",16,1,11.78,29.15
"b",16,1,11.53,28.97
"b",16,1,11.55,28.57
"b",16,1,11.66,28.25
"b",16,1,11.77,28.22
"b",16,1,11.79,28.14
"b",16,1,11.54,28.12
"b",16,1,11.5,28.37
"b",17,1,11.52,38.61
"b",17,1,11.67,38.64
"b",17,1,11.7,38.45
"b",17,1,11.58,38.41
"b",17,1,11.52,38.61
"b",18,1,14.52,37.61
"b",18,1,14.5,37.79
"b",18,1,14.67,37.76
"b",18,1,14.67,37.59
"b",18,1,14.62,37.6
"b",18,1,14.61,37.51
"b",18,1,14.52,37.61
"b",19,1,15.19,39.3
