"family","angle","unit","pop","black","share","bvap"
"split",29,1,177792,160618,90.34,89.793
"split",29,2,177775,150769,84.809,84.094
"split",29,3,177768,83686,47.076,45.345
"split",29,4,177684,31130,17.52,17.055
"split",29,5,177717,29555,16.63,16.754
"split",29,6,177974,21866,12.286,11.744
"split",30,1,177649,160851,90.544,90.009
"split",30,2,177724,150682,84.784,84.051
"split",30,3,177873,84066,47.262,45.566
"split",30,4,177765,31634,17.795,17.311
"split",30,5,177878,29057,16.335,16.47
"split",30,6,177821,21334,11.997,11.463
"split",31,1,177769,161324,90.749,90.232
"split",31,2,177857,150426,84.577,83.821
"split",31,3,177745,84200,47.371,45.669
"split",31,4,177854,31647,17.794,17.307
"split",31,5,177616,28711,16.165,16.294
"split",31,6,177869,21316,11.984,11.451
"split",32,1,177927,161895,90.99,90.46
"split",32,2,177666,149882,84.362,83.594
"split",32,3,177839,84324,47.416,45.672
"split",32,4,177890,31741,17.843,17.345
"split",32,5,177521,28556,16.086,16.23
"split",32,6,177867,21226,11.934,11.407
"split",33,1,177781,161673,90.939,90.395
"split",33,2,177793,149700,84.199,83.375
"split",33,3,177798,84769,47.677,45.813
"split",33,4,177693,31725,17.854,17.354
"split",33,5,177719,28542,16.06,16.226
"split",33,6,177926,21215,11.923,11.402
"split",34,1,177810,161644,90.908,90.374
"split",34,2,177776,149600,84.151,83.332
"split",34,3,177746,85082,47.867,45.938
"split",34,4,177816,31837,17.904,17.399
"split",34,5,177778,28357,15.951,16.121
"split",34,6,177784,21104,11.871,11.35
"split",35,1,177615,161322,90.827,90.282
"split",35,2,177784,149593,84.143,83.333
"split",35,3,177927,85408,48.002,46.031
"split",35,4,177770,31804,17.891,17.392
"split",35,5,177767,28389,15.97,16.147
"split",35,6,177847,21108,11.869,11.342
"split",36,1,177927,161770,90.919,90.377
"split",36,2,177783,149207,83.926,83.098
"split",36,3,177607,85362,48.062,46.059
"split",36,4,177899,31993,17.984,17.501
"split",36,5,177834,28195,15.855,16.03
"split",36,6,177660,21097,11.875,11.348
"split",37,1,177806,161994,91.107,90.568
"split",37,2,177803,148577,83.563,82.705
"split",37,3,177837,86174,48.457,46.448
"split",37,4,177785,31942,17.967,17.478
"split",37,5,177694,27854,15.675,15.84
"split",37,6,177785,21083,11.859,11.331
"split",38,1,177809,162256,91.253,90.682
"split",38,2,177770,148305,83.425,82.587
"split",38,3,177796,85993,48.366,46.345
"split",38,4,177691,31905,17.955,17.452
"split",38,5,177867,28148,15.825,15.976
"split",38,6,177777,21017,11.822,11.316
"split",39,1,177732,162436,91.394,90.824
"split",39,2,177764,147632,83.049,82.192
"split",39,3,177811,86963,48.908,46.822
"split",39,4,177791,31802,17.887,17.399
"split",39,5,177627,27593,15.534,15.711
"split",39,6,177985,21198,11.91,11.402
"split",40,1,177829,162848,91.576,90.985
"split",40,2,177770,146749,82.55,81.692
"split",40,3,177733,87502,49.232,47.101
"split",40,4,178129,31809,17.857,17.407
"split",40,5,177196,27560,15.553,15.696
"split",40,6,178053,21156,11.882,11.364
"split",41,1,177751,162426,91.378,90.808
"split",41,2,177703,146567,82.479,81.613
"split",41,3,177870,88284,49.634,47.357
"split",41,4,177825,31840,17.905,17.453
"split",41,5,177761,27370,15.397,15.612
"split",41,6,177800,21137,11.888,11.357
"split",42,1,177796,162280,91.273,90.697
"split",42,2,177786,146299,82.289,81.39
"split",42,3,177812,88897,49.995,47.717
"split",42,4,177626,32044,18.04,17.566
"split",42,5,177872,27071,15.219,15.45
"split",42,6,177818,21033,11.828,11.31
"split",43,1,177809,162236,91.242,90.654
"split",43,2,177827,145520,81.832,80.914
"split",43,3,177850,89816,50.501,48.101
"split",43,4,177819,32166,18.089,17.618
"split",43,5,178186,27002,15.154,15.388
"split",43,6,177219,20884,11.784,11.282
"split",44,1,177885,162316,91.248,90.666
"split",44,2,177841,145036,81.554,80.605
"split",44,3,177848,90298,50.773,48.41
"split",44,4,177295,32210,18.167,17.693
"split",44,5,177630,26686,15.023,15.265
"split",44,6,178211,21078,11.828,11.328
"split",45,1,177786,162206,91.237,90.649
"split",45,2,177747,144258,81.159,80.164
"split",45,3,177730,91040,51.224,48.803
"split",45,4,177758,32303,18.172,17.712
"split",45,5,177910,26743,15.032,15.277
"split",45,6,177779,21074,11.854,11.363
"split",46,1,177771,162067,91.166,90.564
"split",46,2,177808,143568,80.743,79.683
"split",46,3,177814,91954,51.714,49.247
"split",46,4,177465,32469,18.296,17.827
"split",46,5,178056,26561,14.917,15.158
"split",46,6,177796,21005,11.814,11.343
"split",47,1,177798,162063,91.15,90.554
"split",47,2,177840,142657,80.216,79.116
"split",47,3,177768,93083,52.362,49.745
"split",47,4,177785,32800,18.449,18
"split",47,5,177677,25887,14.57,14.846
"split",47,6,177842,21134,11.884,11.416
"split",48,1,177749,162155,91.227,90.659
"split",48,2,177796,141111,79.367,78.146
"split",48,3,177810,94697,53.257,50.561
"split",48,4,177748,32799,18.453,17.996
"split",48,5,178006,25827,14.509,14.815
"split",48,6,177601,21035,11.844,11.38
"split",49,1,177844,162022,91.103,90.545
"split",49,2,177600,139782,78.706,77.414
"split",49,3,177808,96384,54.207,51.416
"split",49,4,177607,32526,18.313,17.886
"split",49,5,177791,25307,14.234,14.585
"split",49,6,178060,21603,12.132,11.663
"split",50,1,177745,161559,90.894,90.335
"split",50,2,177771,139011,78.197,76.832
"split",50,3,177766,97752,54.989,52.103
"split",50,4,178790,33210,18.575,18.125
"split",50,5,177780,25166,14.156,14.514
"split",50,6,176858,20926,11.832,11.372
"split",51,1,177623,161230,90.771,90.234
"split",51,2,178114,138138,77.556,76.081
"split",51,3,177617,98982,55.728,52.787
"split",51,4,177824,32942,18.525,18.106
"split",51,5,177775,24994,14.059,14.397
"split",51,6,177757,21338,12.004,11.541
"split",52,1,177757,161087,90.622,90.127
"split",52,2,177790,136968,77.039,75.468
"split",52,3,177799,100194,56.352,53.387
"split",52,4,178158,32791,18.406,18.003
"split",52,5,177596,25187,14.182,14.519
"split",52,6,177610,21397,12.047,11.579
"split",53,1,177932,160910,90.433,89.925
"split",53,2,177815,135733,76.334,74.659
"split",53,3,177600,101450,57.123,54.084
"split",53,4,177710,32383,18.222,17.854
"split",53,5,178000,25349,14.241,14.588
"split",53,6,177653,21799,12.271,11.791
"split",54,1,177719,160491,90.306,89.78
"split",54,2,178005,133820,75.178,73.313
"split",54,3,177692,103808,58.42,55.353
"split",54,4,177740,32394,18.225,17.872
"split",54,5,177937,25404,14.277,14.599
"split",54,6,177617,21707,12.221,11.751
"split",55,1,177800,160293,90.154,89.62
"split",55,2,177629,132528,74.609,72.618
"split",55,3,177914,105146,59.099,56.026
"split",55,4,177692,32119,18.076,17.743
"split",55,5,177829,25842,14.532,14.829
"split",55,6,177846,21696,12.199,11.734
"split",56,1,177740,159964,89.999,89.471
"split",56,2,177902,131465,73.897,71.795
"split",56,3,178008,106611,59.891,56.707
"split",56,4,177636,32257,18.159,17.899
"split",56,5,177628,25674,14.454,14.678
"split",56,6,177796,21653,12.179,11.708
"split",57,1,177834,159857,89.891,89.371
"split",57,2,177794,130506,73.403,71.258
"split",57,3,177701,107426,60.453,57.198
"split",57,4,177686,32291,18.173,17.905
"split",57,5,177853,26093,14.671,14.865
"split",57,6,177842,21451,12.062,11.606
"split",58,1,177796,159684,89.813,89.293
"split",58,2,177795,128969,72.538,70.221
"split",58,3,177819,109040,61.321,58.097
"split",58,4,177864,31873,17.92,17.674
"split",58,5,177698,26277,14.787,14.976
"split",58,6,177738,21781,12.255,11.788
"split",59,1,177912,159467,89.633,89.07
"split",59,2,177725,127191,71.566,69.106
"split",59,3,177692,110959,62.445,59.25
"split",59,4,177817,31654,17.801,17.548
"split",59,5,177886,26499,14.897,15.083
"split",59,6,177678,21854,12.3,11.859
"split",60,1,177825,159001,89.414,88.817
"split",60,2,177812,125833,70.767,68.186
"split",60,3,177736,112550,63.324,60.155
"split",60,4,177173,31470,17.762,17.523
"split",60,5,177792,26972,15.171,15.359
"split",60,6,178372,21798,12.221,11.782
"split",61,1,177714,158553,89.218,88.617
"split",61,2,177866,124815,70.174,67.511
"split",61,3,177902,114064,64.116,60.892
"split",61,4,177862,31256,17.573,17.37
"split",61,5,177559,27151,15.291,15.448
"split",61,6,177807,21785,12.252,11.83
"split",62,1,177501,157926,88.972,88.389
"split",62,2,178285,123630,69.344,66.598
"split",62,3,177709,115872,65.203,61.945
"split",62,4,178290,31009,17.392,17.209
"split",62,5,177782,27040,15.21,15.36
"split",62,6,177143,22147,12.502,12.088
"split",63,1,177777,157860,88.797,88.219
"split",63,2,177791,122486,68.893,66.093
"split",63,3,177793,116821,65.706,62.434
"split",63,4,177380,30606,17.254,17.116
"split",63,5,177823,27328,15.368,15.517
"split",63,6,178146,22523,12.643,12.224
"split",64,1,177768,157736,88.731,88.109
"split",64,2,177935,121659,68.373,65.602
"split",64,3,178058,117565,66.026,62.73
"split",64,4,177667,30842,17.359,17.259
"split",64,5,177753,27618,15.537,15.644
"split",64,6,177529,22204,12.507,12.098
"split",65,1,177858,157349,88.469,87.833
"split",65,2,177809,120289,67.651,64.849
"split",65,3,177716,118903,66.906,63.528
"split",65,4,177728,31457,17.7,17.662
"split",65,5,177775,27535,15.489,15.56
"split",65,6,177824,22091,12.423,12.007
"split",66,1,177689,157011,88.363,87.718
"split",66,2,177812,120113,67.551,64.171
"split",66,3,177794,119301,67.101,64.241
"split",66,4,178126,31532,17.702,17.692
"split",66,5,177793,27634,15.543,15.609
"split",66,6,177496,22033,12.413,11.992
"split",67,1,177762,156802,88.209,87.563
"split",67,2,177840,122170,68.697,65.305
"split",67,3,177693,117370,66.052,63.098
"split",67,4,177637,31378,17.664,17.726
"split",67,5,178160,27449,15.407,15.449
"split",67,6,177618,22455,12.642,12.207
"split",68,1,177788,156992,88.303,87.655
"split",68,2,177802,123521,69.471,66.123
"split",68,3,177798,115742,65.097,62.086
"split",68,4,177983,32114,18.043,18.127
"split",68,5,177612,26845,15.114,15.144
"split",68,6,177727,22410,12.609,12.16
"split",69,1,177839,156883,88.216,87.57
"split",69,2,177846,124910,70.235,66.902
"split",69,3,177686,114446,64.409,61.301
"split",69,4,177822,32126,18.066,18.143
"split",69,5,177688,26894,15.136,15.181
"split",69,6,177829,22365,12.577,12.123
"split",70,1,177645,156523,88.11,87.43
"split",70,2,177687,127246,71.612,68.369
"split",70,3,178010,112467,63.18,59.987
"split",70,4,177692,32549,18.318,18.438
"split",70,5,177985,26317,14.786,14.815
"split",70,6,177691,22522,12.675,12.183
"split",71,1,177893,156601,88.031,87.323
"split",71,2,177914,128753,72.368,69.204
"split",71,3,177478,110581,62.307,59.056
"split",71,4,177717,32615,18.352,18.512
"split",71,5,178211,26373,14.799,14.848
"split",71,6,177497,22701,12.79,12.262
"split",72,1,177835,156681,88.105,87.396
"split",72,2,177779,131818,74.147,71.166
"split",72,3,177829,107548,60.478,57.1
"split",72,4,177586,31743,17.875,18.142
"split",72,5,177927,25935,14.576,14.542
"split",72,6,177754,23899,13.445,12.889
"split",73,1,177420,156301,88.097,87.381
"split",73,2,177799,134394,75.588,72.766
"split",73,3,177974,105300,59.166,55.683
"split",73,4,177008,31069,17.552,17.872
"split",73,5,178622,25761,14.422,14.369
"split",73,6,177887,24799,13.941,13.37
"split",74,1,177815,156885,88.229,87.503
"split",74,2,177868,135893,76.401,73.674
"split",74,3,177734,103122,58.02,54.474
"split",74,4,177548,31380,17.674,18.05
"split",74,5,177762,25284,14.224,14.109
"split",74,6,177983,25060,14.08,13.51
"split",75,1,177951,156941,88.193,87.467
"split",75,2,177519,138962,78.28,75.83
"split",75,3,177739,99902,56.207,52.555
"split",75,4,177839,30914,17.383,17.752
"split",75,5,177816,25637,14.418,13.889
"split",75,6,177846,25268,14.208,14.074
"split",76,1,177777,157095,88.366,87.629
"split",76,2,177741,141729,79.739,77.526
"split",76,3,177472,96887,54.593,50.846
"split",76,4,177823,30529,17.168,17.548
"split",76,5,177695,25936,14.596,14.06
"split",76,6,178202,25448,14.28,14.156
"split",77,1,177777,157108,88.374,87.613
"split",77,2,177767,144043,81.029,79.039
"split",77,3,177766,94386,53.096,49.304
"split",77,4,177871,30314,17.043,17.431
"split",77,5,177865,26371,14.826,14.297
"split",77,6,177664,25402,14.298,14.178
"split",78,1,177871,157362,88.47,87.685
"split",78,2,177799,145548,81.861,80.003
"split",78,3,177699,92386,51.99,48.234
"split",78,4,177564,29339,16.523,16.905
"split",78,5,177721,27613,15.537,15.063
"split",78,6,178056,25376,14.252,14.116
"split",79,1,177588,157148,88.49,87.694
"split",79,2,177846,146906,82.603,80.906
"split",79,3,177968,91115,51.197,47.425
"split",79,4,178113,28864,16.205,15.752
"split",79,5,177668,28610,16.103,16.53
"split",79,6,177527,24981,14.072,13.889
"split",80,1,177886,157547,88.566,87.767
"split",80,2,177696,147476,82.993,81.338
"split",80,3,177806,90006,50.62,46.888
"split",80,4,177652,29419,16.56,16.163
"split",80,5,178074,28050,15.752,16.166
"split",80,6,177596,25126,14.148,13.922
"split",81,1,177778,157432,88.555,87.747
"split",81,2,177753,148605,83.602,82.014
"split",81,3,177852,88831,49.947,46.253
"split",81,4,177773,29536,16.614,16.231
"split",81,5,177765,28435,15.996,16.451
"split",81,6,177789,24785,13.941,13.625
"split",82,1,177170,156945,88.584,87.776
"split",82,2,178347,149457,83.801,82.216
"split",82,3,177772,88432,49.745,46.13
"split",82,4,177559,29536,16.634,16.254
"split",82,5,178030,29093,16.342,16.855
"split",82,6,177832,24161,13.586,13.157
"split",83,1,177909,157720,88.652,87.845
"split",83,2,177937,149571,84.058,82.506
"split",83,3,177876,87081,48.956,45.397
"split",83,4,177607,29667,16.704,17.21
"split",83,5,177735,29552,16.627,16.27
"split",83,6,177646,24033,13.529,13.054
"split",84,1,177770,157518,88.608,87.807
"split",84,2,177770,150164,84.471,82.996
"split",84,3,177776,86403,48.602,45.035
"split",84,4,177838,30116,16.935,17.441
"split",84,5,177826,29548,16.616,16.325
"split",84,6,177730,23875,13.433,12.871
"split",85,1,177829,157401,88.513,87.685
"split",85,2,177867,150422,84.57,83.14
"split",85,3,177839,86113,48.422,44.887
"split",85,4,177747,30192,16.986,17.486
"split",85,5,177709,29674,16.698,16.433
"split",85,6,177719,23822,13.404,12.819
"split",86,1,177627,157163,88.479,87.654
"split",86,2,177921,151053,84.899,83.561
"split",86,3,177751,85527,48.116,44.571
"split",86,4,177828,30586,17.2,17.708
"split",86,5,177776,29691,16.701,16.455
"split",86,6,177807,23604,13.275,12.646
"split",87,1,177200,156689,88.425,87.589
"split",87,2,178286,151721,85.1,83.823
"split",87,3,177916,84752,47.636,44.084
"split",87,4,177374,30985,17.469,17.91
"split",87,5,177971,29940,16.823,16.6
"split",87,6,177963,23537,13.226,12.567
"split",88,1,177812,156989,88.289,87.448
"split",88,2,177724,151756,85.389,84.137
"split",88,3,177879,84273,47.377,43.878
"split",88,4,177715,30991,17.439,17.89
"split",88,5,177866,29959,16.844,16.628
"split",88,6,177714,23656,13.311,12.646
"split",89,1,177821,156849,88.206,87.356
"split",89,2,177816,152458,85.739,84.541
"split",89,3,177743,83498,46.977,43.503
"split",89,4,177897,31211,17.544,17.997
"split",89,5,177634,29955,16.863,16.648
"split",89,6,177799,23653,13.303,12.633
"split",90,1,177899,156805,88.143,87.288
"split",90,2,177749,152919,86.031,84.909
"split",90,3,177680,82435,46.395,42.876
"split",90,4,177842,31882,17.927,18.334
"split",90,5,177762,29922,16.833,16.62
"split",90,6,177778,23661,13.309,12.641
"split",91,1,177623,156451,88.08,87.242
"split",91,2,177596,154014,86.722,85.752
"split",91,3,178208,81610,45.795,42.242
"split",91,4,177971,31993,17.977,18.369
"split",91,5,177869,29979,16.855,16.64
"split",91,6,177443,23577,13.287,12.623
"split",92,1,177852,156454,87.969,87.123
"split",92,2,177870,154413,86.812,85.861
"split",92,3,177646,80787,45.476,41.922
"split",92,4,177838,32406,18.222,18.605
"split",92,5,177771,30051,16.904,16.689
"split",92,6,177733,23513,13.229,12.567
"split",93,1,177791,156024,87.757,86.913
"split",93,2,177835,155665,87.533,86.702
"split",93,3,177782,79826,44.901,41.349
"split",93,4,178151,32634,18.318,18.707
"split",93,5,177714,30134,16.956,16.731
"split",93,6,177437,23341,13.155,12.495
"split",94,1,177792,156268,87.894,87.101
"split",94,2,177753,155755,87.624,86.783
"split",94,3,177930,79388,44.618,41.091
"split",94,4,177646,32647,18.378,18.764
"split",94,5,177632,30186,16.994,16.769
"split",94,6,177957,23380,13.138,12.479
"split",95,1,177739,156180,87.87,87.085
"split",95,2,177659,155523,87.54,86.681
"split",95,3,177695,78726,44.304,40.81
"split",95,4,177629,33600,18.916,19.225
"split",95,5,177926,30293,17.026,16.787
"split",95,6,178062,23302,13.086,12.432
"split",96,1,177766,156257,87.9,87.126
"split",96,2,177834,155490,87.435,86.571
"split",96,3,177772,78650,44.242,40.764
"split",96,4,177866,33735,18.967,19.264
"split",96,5,177875,30446,17.117,16.863
"split",96,6,177597,23046,12.977,12.332
"split",97,1,177852,157141,88.355,87.647
"split",97,2,177721,154901,87.16,86.277
"split",97,3,177827,78047,43.889,40.408
"split",97,4,177758,34036,19.147,19.412
"split",97,5,177747,30441,17.126,16.869
"split",97,6,177805,23058,12.968,12.33
"split",98,1,177848,157465,88.539,87.845
"split",98,2,177717,154437,86.901,86.036
"split",98,3,177726,77962,43.866,40.376
"split",98,4,177846,34249,19.258,19.504
"split",98,5,177738,30531,17.178,16.916
"split",98,6,177835,22980,12.922,12.289
"split",99,1,177702,157548,88.659,88.004
"split",99,2,177992,154224,86.647,85.806
"split",99,3,177825,77218,43.424,39.982
"split",99,4,177356,35104,19.793,19.839
"split",99,5,178068,30608,17.189,16.916
"split",99,6,177767,22922,12.894,12.27
"split",100,1,177802,157972,88.847,88.176
"split",100,2,177816,153633,86.4,85.579
"split",100,3,177713,77215,43.449,39.995
"split",100,4,177571,35345,19.905,19.954
"split",100,5,178041,30610,17.193,16.899
"split",100,6,177767,22849,12.853,12.243
"split",101,1,177775,158324,89.059,88.451
"split",101,2,177835,153327,86.219,85.403
"split",101,3,177815,77053,43.333,39.88
"split",101,4,177880,35726,20.084,20.137
"split",101,5,177602,30374,17.102,16.78
"split",101,6,177803,22820,12.834,12.235
"split",102,1,177695,158881,89.412,88.88
"split",102,2,177777,152613,85.845,85.029
"split",102,3,177940,76907,43.221,39.743
"split",102,4,177815,36017,20.255,20.306
"split",102,5,177621,30386,17.107,16.779
"split",102,6,177862,22820,12.83,12.232
"split",103,1,177821,159247,89.555,89.065
"split",103,2,177820,152267,85.63,84.813
"split",103,3,177805,76571,43.065,39.59
"split",103,4,177743,36336,20.443,20.447
"split",103,5,177771,30330,17.061,16.738
"split",103,6,177750,22873,12.868,12.265
"split",104,1,177796,159346,89.623,89.1
"split",104,2,177930,152028,85.443,84.648
"split",104,3,177768,76515,43.042,39.587
"split",104,4,177790,36540,20.552,20.56
"split",104,5,177838,30355,17.069,16.737
"split",104,6,177588,22840,12.861,12.265
"split",105,1,177842,159558,89.719,89.156
"split",105,2,177763,151531,85.243,84.476
"split",105,3,177729,75870,42.689,39.28
"split",105,4,177855,37462,21.063,20.984
"split",105,5,177752,30383,17.093,16.763
"split",105,6,177769,22820,12.837,12.238
"split",106,1,177440,159725,90.016,89.478
"split",106,2,178096,151727,85.194,84.437
"split",106,3,177860,75294,42.333,39.015
"split",106,4,177753,37668,21.191,21.088
"split",106,5,177783,30388,17.093,16.762
"split",106,6,177778,22822,12.837,12.237
"split",107,1,178184,160798,90.243,89.698
"split",107,2,177422,150913,85.059,84.34
"split",107,3,177714,74391,41.86,38.602
"split",107,4,177759,38311,21.552,21.416
"split",107,5,177788,30394,17.096,16.759
"split",107,6,177843,22817,12.83,12.234
"split",108,1,177421,160247,90.32,89.754
"split",108,2,178133,151446,85.018,84.317
"split",108,3,177788,74032,41.641,38.418
"split",108,4,177807,38689,21.759,21.608
"split",108,5,177830,30401,17.096,16.754
"split",108,6,177731,22809,12.833,12.242
"split",109,1,177721,160540,90.333,89.758
"split",109,2,177744,151085,85.001,84.308
"split",109,3,177725,73493,41.352,38.179
"split",109,4,177800,39268,22.085,21.906
"split",109,5,177823,30464,17.132,16.774
"split",109,6,177897,22774,12.802,12.222
"split",110,1,178142,161026,90.392,89.807
"split",110,2,177367,150629,84.925,84.241
"split",110,3,177727,72671,40.889,37.761
"split",110,4,177432,40046,22.57,22.36
"split",110,5,178192,30478,17.104,16.744
"split",110,6,177850,22774,12.805,12.226
"split",111,1,177509,160383,90.352,89.744
"split",111,2,178135,151410,84.997,84.326
"split",111,3,177811,72245,40.63,37.611
"split",111,4,178011,40606,22.811,22.58
"split",111,5,177330,30237,17.051,16.662
"split",111,6,177914,22743,12.783,12.214
"split",112,1,177796,161205,90.669,90.062
"split",112,2,177797,150733,84.778,84.104
"split",112,3,177764,71668,40.316,37.381
"split",112,4,177880,41021,23.061,22.793
"split",112,5,177828,30355,17.07,16.662
"split",112,6,177645,22642,12.746,12.19
"split",113,1,178170,161940,90.891,90.304
"split",113,2,177370,149894,84.509,83.81
"split",113,3,177798,71270,40.085,37.179
"split",113,4,177822,41521,23.35,23.069
"split",113,5,177763,30398,17.1,16.688
"split",113,6,177787,22601,12.712,12.156
"split",114,1,177693,161731,91.017,90.427
"split",114,2,177897,150155,84.406,83.709
"split",114,3,177816,70887,39.865,36.992
"split",114,4,177643,41820,23.542,23.266
"split",114,5,177651,30497,17.167,16.742
"split",114,6,178010,22534,12.659,12.109
"split",115,1,177906,162058,91.092,90.492
"split",115,2,177665,149830,84.333,83.64
"split",115,3,177805,69683,39.191,36.357
"split",115,4,177874,43046,24.2,23.858
"split",115,5,177838,30724,17.276,16.849
"split",115,6,177622,22283,12.545,11.988
"split",116,1,177779,162080,91.169,90.581
"split",116,2,177784,149834,84.279,83.571
"split",116,3,177789,69238,38.944,36.149
"split",116,4,177760,43455,24.446,24.09
"split",116,5,177833,30816,17.329,16.891
"split",116,6,177765,22201,12.489,11.938
"split",117,1,177801,162449,91.366,90.785
"split",117,2,177815,149599,84.132,83.407
"split",117,3,177685,68733,38.682,35.907
"split",117,4,177741,43803,24.644,24.282
"split",117,5,177389,30878,17.407,16.958
"split",117,6,178279,22162,12.431,11.889
"split",118,1,177787,162513,91.409,90.816
"split",118,2,177761,149462,84.08,83.354
"split",118,3,177794,68254,38.389,35.645
"split",118,4,177653,44354,24.967,24.614
"split",118,5,177609,31111,17.517,17.064
"split",118,6,178106,21930,12.313,11.763
"split",119,1,177569,162342,91.425,90.815
"split",119,2,177558,149320,84.096,83.366
"split",119,3,177714,67873,38.192,35.475
"split",119,4,178020,45089,25.328,24.956
"split",119,5,177875,31134,17.503,17.039
"split",119,6,177974,21866,12.286,11.744
"split",120,1,177328,162187,91.462,90.827
"split",120,2,177287,149175,84.143,83.417
"split",120,3,178745,67772,37.915,35.472
"split",120,4,177764,45522,25.608,25.22
"split",120,5,177765,31634,17.795,17.311
"split",120,6,177821,21334,11.997,11.463
"split",121,1,177730,162860,91.633,90.998
"split",121,2,177909,149554,84.062,83.336
"split",121,3,177737,65860,37.055,34.768
"split",121,4,177611,46387,26.117,25.702
"split",121,5,177972,31658,17.788,17.301
"split",121,6,177751,21305,11.986,11.453
"split",122,1,177886,162986,91.624,90.978
"split",122,2,177623,149477,84.154,83.425
"split",122,3,177725,65109,36.635,34.526
"split",122,4,177719,47085,26.494,25.997
"split",122,5,177890,31741,17.843,17.345
"split",122,6,177867,21226,11.934,11.407
"split",123,1,178231,163381,91.668,91.006
"split",123,2,177364,149095,84.062,83.319
"split",123,3,177765,64325,36.185,34.167
"split",123,4,177731,47883,26.941,26.426
"split",123,5,177693,31725,17.854,17.354
"split",123,6,177926,21215,11.923,11.402
"split",124,1,178245,163529,91.744,91.08
"split",124,2,177516,149221,84.061,83.324
"split",124,3,177851,63456,35.679,33.706
"split",124,4,177664,48506,27.302,26.768
"split",124,5,177712,31823,17.907,17.4
"split",124,6,177722,21089,11.866,11.349
"split",125,1,177727,162994,91.71,91.025
"split",125,2,177689,149381,84.069,83.336
"split",125,3,177901,62846,35.326,33.459
"split",125,4,177757,49488,27.84,27.285
"split",125,5,177770,31804,17.891,17.392
"split",125,6,177866,21111,11.869,11.341
"split",126,1,177870,162991,91.635,90.95
"split",126,2,177698,149451,84.104,83.361
"split",126,3,177762,62046,34.904,33.123
"split",126,4,177747,50224,28.256,27.661
"split",126,5,177767,31801,17.889,17.394
"split",126,6,177866,21111,11.869,11.341
"split",127,1,177917,162893,91.556,90.861
"split",127,2,177677,149504,84.144,83.409
"split",127,3,177823,61134,34.379,32.667
"split",127,4,177616,51229,28.843,28.248
"split",127,5,177793,31852,17.915,17.408
"split",127,6,177884,21012,11.812,11.285
"split",128,1,177690,162401,91.396,90.688
"split",128,2,177854,149769,84.209,83.471
"split",128,3,177807,60163,33.836,32.234
"split",128,4,177738,52392,29.477,28.817
"split",128,5,177692,31869,17.935,17.44
"split",128,6,177929,21030,11.819,11.296
"split",129,1,178043,162698,91.381,90.657
"split",129,2,177609,149491,84.169,83.431
"split",129,3,177924,58243,32.735,31.253
"split",129,4,177748,54305,30.552,29.833
"split",129,5,177517,31888,17.963,17.461
"split",129,6,177869,20999,11.806,11.288
"split",130,1,177708,161989,91.155,90.383
"split",130,2,177789,149858,84.29,83.556
"split",130,3,177602,56936,32.058,30.732
"split",130,4,178120,55946,31.409,30.634
"split",130,5,178036,32003,17.976,17.466
"split",130,6,177455,20892,11.773,11.26
"split",131,1,177456,161132,90.801,90.017
"split",131,2,177440,149497,84.252,83.518
"split",131,3,177857,58336,32.799,31.785
"split",131,4,177867,55712,31.322,30.153
"split",131,5,178039,31965,17.954,17.451
"split",131,6,178051,20982,11.784,11.277
"split",132,1,177745,161193,90.688,89.896
"split",132,2,177723,149333,84.026,83.228
"split",132,3,177916,59877,33.655,32.661
"split",132,4,177751,54315,30.557,29.351
"split",132,5,177756,31959,17.979,17.481
"split",132,6,177819,20947,11.78,11.27
"split",133,1,178123,161079,90.431,89.637
"split",133,2,178097,149675,84.041,83.218
"split",133,3,177893,62555,35.164,34.074
"split",133,4,177098,51417,29.033,27.929
"split",133,5,177890,31994,17.985,17.479
"split",133,6,177609,20904,11.77,11.265
"split",134,1,177940,160569,90.238,89.428
"split",134,2,177910,149511,84.037,83.201
"split",134,3,177653,64849,36.503,35.298
"split",134,4,177608,49731,28,27.085
"split",134,5,177574,32024,18.034,17.54
"split",134,6,178025,20940,11.762,11.255
"split",135,1,177768,160202,90.119,89.31
"split",135,2,177808,149117,83.864,83.009
"split",135,3,177850,66686,37.496,36.193
"split",135,4,177802,48909,27.508,26.632
"split",135,5,177554,31797,17.908,17.4
"split",135,6,177928,20913,11.754,11.261
"split",136,1,177459,159743,90.017,89.199
"split",136,2,177472,148183,83.497,82.625
"split",136,3,177609,68798,38.736,37.41
"split",136,4,178437,48152,26.985,26.178
"split",136,5,177961,31846,17.895,17.391
"split",136,6,177772,20902,11.758,11.27
"split",137,1,177706,159021,89.485,88.582
"split",137,2,177694,147936,83.253,82.377
"split",137,3,177794,71556,40.247,38.926
"split",137,4,177718,46387,26.101,25.267
"split",137,5,177983,31824,17.88,17.376
"split",137,6,177815,20900,11.754,11.269
"split",138,1,177860,159266,89.546,88.666
"split",138,2,177806,147274,82.828,81.918
"split",138,3,177101,72840,41.129,39.725
"split",138,4,177923,45685,25.677,24.895
"split",138,5,178344,31666,17.756,17.285
"split",138,6,177676,20893,11.759,11.276
"split",139,1,177871,159076,89.433,88.547
"split",139,2,177854,146209,82.207,81.247
"split",139,3,178363,75348,42.244,40.849
"split",139,4,177673,44460,25.023,24.297
"split",139,5,177559,31658,17.83,17.342
