"kind","x","y"
"not Black",1062.73,1288.24
"Black",1065.92,1253.1
"not Black",1065.44,1266.35
"not Black",1063.48,1282.44
"not Black",1063.8,1258.09
"not Black",1060.46,1252.35
"Black",1059.62,1247.12
"not Black",1073.33,1292.75
"not Black",1066.53,1260.45
"Black",1078.81,1283.56
"not Black",1074.31,1288.77
"not Black",1072.86,1280.49
"not Black",1062.72,1273.51
"Black",1049.7,1246.83
"Black",1054.68,1250.48
"not Black",1062.66,1290.97
"Black",1057.19,1246.79
"not Black",1067.44,1252.39
"Black",1055.38,1228.39
"Black",1065.28,1262.18
"not Black",1072.97,1292.64
"not Black",1062.5,1244.55
"Black",1063.79,1250.96
"not Black",1074.6,1286.05
"not Black",1066.45,1248.37
"not Black",1074.52,1288.9
"not Black",1066.55,1281.1
"not Black",1064.94,1263.27
"not Black",1064.44,1260.64
"not Black",1053.18,1252.31
"Black",1068.86,1280.54
"not Black",1067.68,1260.05
"not Black",1065.31,1278.89
"Black",1058.51,1255.29
"Black",1054.44,1245.23
"Black",1066.57,1271.78
"not Black",1068.65,1284.01
"Black",1069.26,1246.14
"Black",1049.52,1239.61
"Black",1080.86,1282.72
"not Black",1059.99,1269.67
"not Black",1061.75,1273.16
"not Black",1064.88,1254.31
"Black",1056.52,1237
"not Black",1070.29,1290.1
"not Black",1064.35,1255.76
"Black",1062.49,1243.67
"not Black",1065.54,1253.88
"Black",1055.28,1250.57
"Black",1061.61,1258.34
"Black",1048.92,1232.59
"Black",1047.87,1229.28
"not Black",1064.8,1278.11
"not Black",1061.18,1287.19
"not Black",1064.78,1242.23
"not Black",1060.91,1244.94
"not Black",1065.83,1256.31
"Black",1051.74,1232.62
"not Black",1067.36,1292.56
"Black",1062.9,1247.47
"not Black",1075.18,1291.94
"not Black",1066.38,1274.94
"not Black",1067.84,1281.81
"Black",1068.8,1247.58
"not Black",1065.03,1255.14
"not Black",1062.91,1283.97
"not Black",1066.1,1263.99
"not Black",1066.49,1281.36
"not Black",1067.3,1288.44
"Black",1049.54,1240.13
"Black",1050.62,1233.31
"Black",1042.36,1224.91
"not Black",1063.39,1256.01
"not Black",1063.72,1258.1
"not Black",1065.93,1263.31
"not Black",1063.69,1257.36
"not Black",1069.13,1286.49
"not Black",1069.91,1291.9
"Black",1061.79,1255.13
"not Black",1063.8,1261.52
"not Black",1064.2,1290.86
"not Black",1082.9,1288.52
"Black",1065.56,1278.48
"Black",1053.84,1251.83
"Black",1055.67,1231.18
"Black",1062.05,1243.86
"not Black",1063.98,1250.01
"not Black",1066.12,1257.5
"Black",1047.9,1231.11
"Black",1060.02,1262.91
"not Black",1062.23,1280.34
"Black",1063.82,1245.1
"not Black",1064.97,1264.26
"Black",1066.12,1263.85
"not Black",1067.27,1264.62
"not Black",1069.22,1281.84
"Black",1057.16,1247
"not Black",1079.24,1289.19
"not Black",1081.43,1287.4
"not Black",1061.68,1259.4
"Black",1052.1,1235.94
"not Black",1070.45,1296.32
"Black",1062.87,1247.04
"not Black",1064.03,1258.75
"not Black",1068.27,1282.46
"not Black",1060.84,1259.63
"Black",1061.55,1257.62
"Black",1062.39,1242.59
"not Black",1072.09,1284.82
"not Black",1058.79,1268.06
"not Black",1069,1249.99
"not Black",1064,1275.43
"not Black",1061.73,1257.54
"not Black",1067.5,1253.91
"not Black",1064.45,1277.19
"Black",1065.24,1279.91
"not Black",1080.1,1288.36
"Black",1066.64,1279.99
"not Black",1074.11,1277.86
"not Black",1061.27,1256.53
"Black",1055.99,1243.29
"not Black",1066.72,1251.36
"not Black",1065.37,1255.5
"Black",1055.04,1252.08
"not Black",1071.65,1280.22
"not Black",1064.71,1265.97
"not Black",1064.06,1269.98
"not Black",1073.33,1289.75
"Black",1063.41,1255.58
"Black",1057.7,1253.38
"not Black",1064.56,1258.65
"Black",1045.96,1231.41
"Black",1066.21,1250.05
"Black",1067.96,1244.48
"Black",1067.52,1252.96
"Black",1055.97,1244.69
"Black",1056.39,1246.17
"not Black",1066.11,1293.95
"not Black",1078.97,1290.59
"not Black",1064.2,1247.95
"Black",1066.79,1244.92
"not Black",1076.51,1290.15
"Black",1050.05,1243.79
"not Black",1066.52,1258.17
"not Black",1063.87,1255.85
"not Black",1061.4,1258.34
"not Black",1064.99,1289.81
"not Black",1066.23,1261.17
"not Black",1062.45,1283.22
"Black",1058.57,1237.49
"Black",1072.1,1281.43
"Black",1065.13,1250.87
"not Black",1067.16,1289.34
"Black",1062.52,1246.41
"not Black",1062.39,1289.53
"Black",1059.07,1228.78
"not Black",1063.79,1262.81
"not Black",1071.45,1289.11
"Black",1056.29,1250.99
"Black",1051.54,1227.73
"not Black",1066.08,1259.47
"not Black",1068.71,1281.81
"not Black",1065.54,1271.4
"not Black",1059.45,1268.25
"Black",1057.69,1228.81
"not Black",1065.65,1262.32
"not Black",1071.11,1281.76
"not Black",1075.95,1292.61
"not Black",1064.23,1267.98
"not Black",1066.54,1272.11
"not Black",1063.04,1257.77
"Black",1067.09,1282.68
"Black",1049.71,1247.83
"Black",1066.37,1243.75
"Black",1043.41,1223.58
"Black",1059.05,1237.98
"Black",1056.16,1250.87
"not Black",1067.64,1258.34
"not Black",1064.95,1263.4
"not Black",1062.19,1269.61
"not Black",1063.67,1260.36
"not Black",1070.06,1284.65
"Black",1078.89,1285.8
"not Black",1065.06,1255.56
"not Black",1073.72,1285.1
"Black",1060.92,1252.34
"not Black",1059.08,1257.86
"not Black",1077.03,1288.26
"not Black",1070.5,1290.66
"Black",1064.43,1253.79
"not Black",1072.58,1292.81
"Black",1062.36,1252.38
"Black",1068.01,1250.18
"Black",1064.56,1248.64
"not Black",1066.07,1271.93
"not Black",1079.62,1285.43
"Black",1063.43,1251.32
"not Black",1061.53,1252.47
"not Black",1062.91,1282.28
"not Black",1062.77,1281.52
"not Black",1062.18,1244.57
"Black",1045.64,1235.57
"Black",1072.73,1279.06
"not Black",1064.7,1285.92
"not Black",1066.89,1263.57
"not Black",1079.13,1289.5
"not Black",1064.02,1268.09
"not Black",1069.32,1292.1
"Black",1060.5,1253.34
"Black",1065.12,1244.43
"not Black",1067.62,1252.68
"not Black",1072.08,1292.29
"not Black",1061.09,1280.84
"not Black",1069.82,1281.64
"not Black",1063.45,1273.95
"not Black",1065.97,1273.66
"not Black",1086.62,1288.36
"not Black",1063.9,1288.41
"not Black",1060.35,1268.57
"Black",1056.43,1245.38
"not Black",1067.61,1254.14
"not Black",1065.96,1287.76
"not Black",1070.98,1289.41
"Black",1059.66,1246.2
"Black",1054.85,1250.11
"not Black",1065.29,1255.1
"Black",1068.1,1244.72
"not Black",1064.4,1270.29
"Black",1060.03,1230.37
"Black",1060.14,1233.56
"Black",1054.87,1241.74
"Black",1053.14,1237.49
"Black",1066.45,1254.75
"Black",1063.45,1247.07
"not Black",1072.04,1286.69
"not Black",1063.29,1289.68
"Black",1057.99,1251.57
"Black",1070.12,1242.5
"Black",1057.34,1237.49
"not Black",1069.08,1251.03
"not Black",1055.77,1229.37
"not Black",1072.03,1281.51
"not Black",1064,1273.83
"not Black",1064.03,1258.62
"Black",1067.63,1251.78
"not Black",1061.52,1268.89
"not Black",1061.03,1241.58
"not Black",1058.33,1256.32
"Black",1063.34,1252.78
"not Black",1066.32,1258.71
"Black",1052.71,1236.92
"not Black",1064.88,1262.37
"Black",1063.41,1251.86
"not Black",1063.13,1286.54
"Black",1056.33,1242.68
"Black",1057.66,1252.64
"not Black",1054.05,1249.64
"not Black",1060.97,1259.05
"Black",1066.32,1252.1
"not Black",1075.13,1284.4
"Black",1051.08,1231.12
"not Black",1074.51,1287.12
"not Black",1072.94,1280.22
"not Black",1073.78,1280.95
"Black",1069.1,1245.25
"Black",1060.47,1253.63
"not Black",1065.64,1256.27
"not Black",1056.76,1247.86
"Black",1060.53,1244.55
"not Black",1067.39,1254.55
"not Black",1067.42,1253.59
"not Black",1060.18,1268.89
"not Black",1057.65,1243.93
"Black",1062.52,1248.74
"not Black",1072.37,1293.08
"not Black",1063.57,1246.91
"Black",1048.25,1240.8
"Black",1048.47,1239.22
"not Black",1076.72,1287.14
"not Black",1063.4,1255.56
"not Black",1066.9,1251.01
"not Black",1065.13,1255.89
"not Black",1068.64,1251.59
"not Black",1066.94,1296.67
"not Black",1066.01,1269.17
"Black",1079.22,1289
"Black",1057.49,1238.85
"not Black",1068.99,1251.36
"not Black",1069.33,1294.85
"not Black",1068.8,1286.36
"Black",1077.86,1286.34
"not Black",1053.33,1251.58
"Black",1057.98,1250.44
"Black",1059.22,1242.19
"not Black",1061.56,1259.06
"not Black",1064.29,1265.34
"not Black",1066.55,1260.43
"Black",1054.36,1248.63
"Black",1054.35,1247.69
"Black",1044.23,1233.79
"not Black",1064.28,1255.41
"Black",1053.82,1232.35
"Black",1051.95,1226.48
"not Black",1048.22,1233.81
"Black",1064.11,1251.19
"not Black",1075.3,1287.5
"Black",1056.99,1240.26
"not Black",1072.53,1285.97
"Black",1067.97,1247.93
"not Black",1076.4,1289.22
"not Black",1077.91,1290.49
"not Black",1051.04,1229.52
"not Black",1066.03,1263.76
"not Black",1062.28,1260.22
"not Black",1061.75,1242.16
"Black",1065.2,1263.41
"not Black",1066.37,1260.01
"not Black",1071.32,1286.48
"not Black",1062.94,1243.59
"Black",1048.95,1233.06
"Black",1064.45,1260.21
"not Black",1061.28,1284.61
"Black",1044.06,1241.12
"Black",1046.95,1240.44
"not Black",1064.09,1257.31
"Black",1065.61,1256.21
"Black",1057.57,1241.79
"not Black",1058.48,1291.12
"not Black",1068.23,1248.5
"Black",1048.84,1247.27
"Black",1060.39,1230.62
"not Black",1063.95,1257.58
"not Black",1043.17,1228.39
"not Black",1067.33,1287.58
"not Black",1063.86,1255.05
"not Black",1069.91,1290.46
"not Black",1052.68,1241.2
"not Black",1068.08,1256.35
"not Black",1076.45,1287.41
"Black",1064.93,1251.75
"not Black",1069.57,1280.94
"not Black",1064.77,1262.31
"Black",1054.88,1252.84
"not Black",1062.95,1286.24
"not Black",1063.03,1255.29
"Black",1059.64,1242.15
"Black",1066.93,1260.05
"not Black",1057.2,1259.22
"Black",1056.14,1257.73
"Black",1064.41,1246.06
"not Black",1065.98,1253.1
"Black",1064.22,1276.32
"Black",1061.61,1254.95
"Black",1059.01,1254.16
"Black",1063.81,1246.97
"not Black",1067.55,1264.41
"Black",1049.59,1237.88
"not Black",1066.06,1284.65
"Black",1063.66,1251.62
"Black",1062.18,1248.56
"not Black",1071.07,1285.8
"not Black",1060.37,1267.94
"not Black",1068.95,1289.24
"not Black",1065.79,1269.46
"Black",1049.69,1234.02
"Black",1059.27,1234.24
"Black",1059.16,1242.24
"not Black",1065.99,1296.87
"not Black",1065.51,1260.12
"Black",1056.3,1247.56
"not Black",1077.7,1289.01
"not Black",1073.65,1282.97
"not Black",1065.12,1256.96
"not Black",1063.43,1272.04
"not Black",1066.96,1257.29
"not Black",1058.34,1286.68
"not Black",1063.42,1255.15
"not Black",1065.75,1261.76
"Black",1055.96,1240.76
"not Black",1048.96,1230.86
"not Black",1070.66,1293.38
"not Black",1066.21,1267.16
"not Black",1070.04,1284.18
"not Black",1074.4,1284.42
"not Black",1066.18,1253.33
"Black",1072,1280.89
"not Black",1067.26,1252.5
"Black",1069.19,1287.29
"not Black",1068.83,1284
"Black",1058.97,1241.22
"not Black",1067.36,1246.06
"Black",1067.31,1252.83
"not Black",1064.48,1284.55
"not Black",1070.85,1278.26
"Black",1066.62,1279.15
"Black",1067.13,1249.35
"not Black",1059.13,1287.38
"Black",1058.96,1243.38
"not Black",1080.4,1287.94
"Black",1056.76,1243.35
"not Black",1064.45,1288.85
"Black",1066.3,1243.86
"not Black",1067.9,1249.85
"Black",1053.86,1247.81
"Black",1057.62,1239.41
"Black",1063.92,1251.5
"not Black",1065.74,1253.13
"Black",1043.98,1240.06
"not Black",1071.88,1285.27
"Black",1060.95,1251.76
"not Black",1067.24,1253.96
"Black",1057.81,1251.01
"Black",1065.58,1251.65
"Black",1068.7,1281.73
"not Black",1067,1254.82
"Black",1057.15,1242.57
"not Black",1067.83,1260.85
"not Black",1068.04,1252.82
"not Black",1065.47,1257.38
"not Black",1065.36,1262.33
"not Black",1071.18,1282.66
"Black",1045.01,1230.38
"not Black",1064.11,1255.85
"not Black",1067.61,1284.04
"not Black",1078.64,1290.52
"not Black",1062.52,1257.68
"Black",1053.64,1232.61
"Black",1054.88,1244.99
"Black",1046.11,1231.07
"not Black",1067.49,1255.1
"Black",1061.71,1245.23
"Black",1060.85,1241.86
"not Black",1070.65,1287.99
"not Black",1063.82,1273.83
"Black",1059.41,1246.16
"Black",1060.3,1234.82
"not Black",1065.86,1253.5
"not Black",1061.1,1243.15
"Black",1065.59,1245.91
"not Black",1066.81,1246.89
"not Black",1065.18,1256.03
"Black",1066.65,1246.8
"not Black",1073.18,1287.09
"Black",1064.63,1273.48
"Black",1060.04,1246.36
"not Black",1067.54,1256.04
"Black",1052.36,1240.1
"not Black",1065.76,1252.88
"Black",1061.65,1258.72
"not Black",1065.34,1268.37
"Black",1057.13,1251.19
"Black",1054.1,1252.34
"Black",1065.78,1252.95
"not Black",1068.53,1252.95
"not Black",1065.6,1260.82
"Black",1060.62,1252.75
"Black",1067.27,1246.01
"not Black",1066.47,1273.78
"not Black",1050.92,1233.04
"not Black",1071.53,1292.29
"Black",1052.02,1225.89
"not Black",1063.08,1283.69
"not Black",1075.24,1287.14
"not Black",1065.96,1254.71
"Black",1054.84,1250.6
"Black",1064.17,1252.39
"not Black",1063.23,1273.12
"Black",1051.58,1227.67
"not Black",1062.38,1258.4
"not Black",1063.12,1258.61
"not Black",1065.91,1289.74
"Black",1053.27,1247.01
"not Black",1063.77,1269.96
"not Black",1065.65,1256.08
"Black",1054.58,1231.91
"not Black",1078.9,1286.81
"Black",1064.95,1268.9
"Black",1059.62,1247.69
"Black",1054.23,1244.62
"not Black",1074.92,1290.35
"not Black",1064.24,1270.19
"not Black",1064.87,1275.6
"Black",1062.11,1254.01
"not Black",1067.83,1280.46
"not Black",1076.57,1289.76
"not Black",1067.42,1288.51
"Black",1048.48,1223.87
"Black",1058,1261.97
"Black",1065.5,1249.66
"not Black",1070.77,1293.15
"Black",1057.07,1254.94
"not Black",1065.85,1252.94
"not Black",1062.71,1259.47
"Black",1059.11,1230.03
"not Black",1077.08,1288.84
"not Black",1066.73,1269.65
"Black",1057.99,1251.88
"Black",1058.63,1229.86
"Black",1060.01,1247.27
"not Black",1065.91,1253.77
"not Black",1067.7,1251.3
"Black",1055.29,1243.22
"not Black",1067.01,1282.99
"Black",1046.01,1242.05
"not Black",1081.42,1287.18
"not Black",1057.35,1247.01
"Black",1063.67,1251.43
"not Black",1065.56,1249.81
"not Black",1065.65,1242.07
"Black",1062.56,1252.95
"not Black",1070.8,1284.1
"Black",1063.15,1247.39
"Black",1067.05,1268.62
"not Black",1081.99,1287.85
"Black",1056.15,1241.58
"Black",1064.47,1254.01
"not Black",1063.76,1257.43
"not Black",1066.97,1270.88
"Black",1053.24,1247.05
"Black",1067.18,1261.12
"not Black",1067.11,1263.6
"not Black",1073.69,1280.98
"Black",1058.96,1259.1
"Black",1056.13,1250
"Black",1086.91,1288.44
"not Black",1062.59,1288.48
"not Black",1061.38,1262.34
"not Black",1066.6,1261.08
"not Black",1067.25,1279.29
"Black",1064.54,1253.7
"Black",1064.37,1277.14
"not Black",1066.27,1264.08
"Black",1072.09,1281.39
"not Black",1061.06,1263.68
"not Black",1064.7,1261.14
"Black",1058.46,1253.54
"Black",1058.2,1246.62
"not Black",1065.27,1261.75
"not Black",1061.46,1262.34
"not Black",1068.29,1251.14
"not Black",1065.06,1255.27
"not Black",1059.37,1252.48
"not Black",1067,1254.54
"Black",1049.59,1247.24
"not Black",1049.05,1242.28
"Black",1054.99,1241.28
"Black",1066.35,1277.97
"Black",1056.5,1256.32
"Black",1059.8,1246.51
"not Black",1064.74,1297.12
"Black",1048.55,1242.39
"Black",1060.63,1234.87
"Black",1064.91,1251.85
"Black",1062.02,1251.69
"not Black",1067.02,1261.97
"Black",1050.05,1233.75
"Black",1083.15,1287.48
"not Black",1065.74,1256.51
"not Black",1066.22,1258.99
"Black",1063.06,1251.96
"not Black",1062.32,1258.53
"not Black",1061.71,1259.72
"not Black",1066.17,1278.8
"not Black",1062.18,1267.25
"not Black",1069.94,1278.25
"not Black",1076.25,1289.88
"not Black",1062.47,1288.78
"Black",1060.6,1249.97
"not Black",1065.8,1256.56
"Black",1066.07,1249.8
"not Black",1073.92,1288.03
"not Black",1063.75,1275.87
"not Black",1065.53,1275.69
"not Black",1060.6,1266.66
"not Black",1063.9,1288.44
"not Black",1063.54,1258.72
"not Black",1079.29,1287.08
"not Black",1068.41,1255.97
"not Black",1065.26,1283.55
"not Black",1064.16,1279.04
"Black",1062.58,1241.79
"Black",1051.65,1226.93
"Black",1065.3,1277.25
"Black",1065.69,1276.25
"not Black",1044.75,1237.08
"Black",1064.21,1251.09
"not Black",1067.12,1262.82
"Black",1064.6,1261.75
"not Black",1064.92,1261.47
"not Black",1065.88,1255.22
"not Black",1066.55,1289.41
"not Black",1082.82,1288.7
"not Black",1064.61,1261.98
"Black",1061.45,1241.9
"Black",1067.68,1258.15
"Black",1063.83,1243.39
"Black",1066.26,1252.68
"not Black",1063.45,1291.05
"not Black",1065.04,1275.45
"not Black",1064.01,1256.1
"not Black",1072.7,1292.76
"Black",1055.64,1232.71
"Black",1066.98,1244.52
"not Black",1068.77,1251.57
"not Black",1065.48,1257.85
"not Black",1069.63,1289.3
"not Black",1075.02,1285.9
"not Black",1066.87,1283.63
"Black",1067.78,1260.5
"not Black",1064.37,1259.58
"not Black",1064.67,1258.67
"Black",1056.73,1243.41
"Black",1062.58,1253.29
"not Black",1062.76,1281.95
"Black",1062.12,1289.14
"Black",1059.97,1232.37
"not Black",1061.64,1258.15
"Black",1063.34,1256.37
"not Black",1057.02,1258.78
"Black",1052.22,1231.8
"Black",1044.23,1230.89
"not Black",1072.76,1282.81
"not Black",1063.83,1275.85
"not Black",1058.6,1289.05
"not Black",1063.47,1243.61
"not Black",1066.5,1252.09
"not Black",1072.53,1293.5
"not Black",1075.42,1284.99
"Black",1058.05,1256.81
"Black",1053.1,1241.13
"Black",1062.94,1251.81
"not Black",1065.67,1255.79
"not Black",1064.08,1275.1
"Black",1054.3,1244.74
"Black",1045.1,1239.35
"not Black",1061.55,1271.52
"not Black",1066.55,1247.25
"Black",1065.13,1247.59
"not Black",1067.68,1249.97
"Black",1058.46,1239.98
"Black",1064.88,1255.39
"not Black",1062.46,1268.26
"not Black",1063.55,1256.03
"not Black",1071.28,1289.95
"Black",1061.14,1252.72
"Black",1060.56,1236.35
"Black",1054.35,1244.43
"not Black",1061.64,1260.2
"not Black",1065.78,1256.32
"Black",1060.27,1246.78
"not Black",1065,1254.85
"Black",1044.29,1230.4
"not Black",1063.09,1289.58
"not Black",1063.46,1285.6
"not Black",1069.74,1287.95
"not Black",1058.61,1255.34
"not Black",1065.7,1263.7
"Black",1054.94,1244.61
"not Black",1072.91,1292.42
"not Black",1059.74,1261.15
"Black",1058.42,1243.4
"not Black",1060.92,1258.85
"Black",1060.84,1254.02
"Black",1073.94,1289.18
"not Black",1066.8,1268.93
"not Black",1066.97,1263.43
"not Black",1067.76,1252.78
"Black",1057.59,1232.89
"Black",1064.33,1269.75
"Black",1064.94,1243.51
"Black",1060.81,1241.13
"Black",1064.88,1244.06
"not Black",1066.63,1263.97
"not Black",1062.41,1242.21
"not Black",1064.97,1263.46
"not Black",1065.59,1255.11
"Black",1055.27,1234.12
"not Black",1085.89,1287.82
"Black",1057.44,1237.7
"Black",1044.92,1231.26
"not Black",1069.81,1277.11
"Black",1059.94,1251.62
"Black",1057.88,1230.86
"not Black",1064.95,1243.27
"not Black",1057.43,1257.42
"not Black",1062.6,1261.53
"not Black",1068.14,1260.81
"not Black",1057.69,1252.6
"not Black",1064.18,1258.09
"Black",1059.73,1230.73
"Black",1054.23,1250.76
"Black",1062.81,1248.18
"Black",1060.99,1284.49
"not Black",1067.31,1259.1
"not Black",1061.56,1262.13
"not Black",1072.81,1284.27
"not Black",1066.38,1261.74
"Black",1044.8,1239.37
"Black",1063.95,1258.17
"Black",1059.43,1246.33
"not Black",1071.09,1285.21
"not Black",1065.36,1272.88
"Black",1064.6,1262.28
"not Black",1078.12,1291.64
"Black",1056.86,1243.63
"Black",1068.49,1248.13
"not Black",1071.76,1281.22
"Black",1067.2,1243.31
"not Black",1071.11,1289.2
"not Black",1068.29,1256.31
"not Black",1071.01,1278.19
"Black",1068.26,1250.92
"Black",1047.77,1235.47
"Black",1051.79,1236.05
"Black",1047.41,1237.31
"Black",1065.03,1270.15
"not Black",1065.53,1277.33
"not Black",1064.81,1261.97
"Black",1059.36,1246.3
"not Black",1067.97,1277.59
"not Black",1061.24,1264.54
"Black",1057.83,1230.73
"not Black",1060.14,1243.74
"Black",1052.36,1227.3
"not Black",1065.55,1242.07
"Black",1058.68,1244.03
"not Black",1058.84,1259.22
"Black",1048.14,1236.89
"not Black",1078.06,1285.61
"Black",1045.74,1235.4
"Black",1057.5,1234.34
"Black",1044.66,1237.38
"Black",1053.73,1233.19
"not Black",1064.09,1259.52
"not Black",1074.08,1287.76
