"part","x","y"
1,1060.9,1281
1,1060.8,1281.1
1,1060.8,1281.3
1,1060.7,1281.4
1,1061,1281.7
1,1060.8,1281.9
1,1060.8,1282.1
1,1060.9,1282.3
1,1060.7,1282.5
1,1060.6,1282.5
1,1060.6,1282.8
1,1060.5,1283.1
1,1060.2,1283.4
1,1060.3,1283.7
1,1060,1283.9
1,1059.9,1283.8
1,1059.7,1284
1,1059.6,1284.2
1,1059.4,1284.5
1,1059.4,1284.8
1,1059.4,1285.2
1,1058.7,1285.4
1,1058.5,1285.7
1,1057.9,1291.7
1,1058.2,1291.9
1,1058.5,1291.7
1,1059.1,1292
1,1059.5,1292
1,1059.6,1292.3
1,1059.8,1292.4
1,1059.9,1292.6
1,1060.1,1292.6
1,1060.1,1292.9
1,1060.4,1293
1,1060.5,1293.2
1,1061.3,1293.2
1,1061.5,1293.3
1,1062,1293.7
1,1062.5,1293.8
1,1062.8,1294
1,1062.9,1294.9
1,1062.8,1295.2
1,1062.7,1295.4
1,1062.8,1295.6
1,1062.8,1295.9
1,1062.6,1296.4
1,1062.7,1296.7
1,1062.6,1297.1
1,1062.6,1297.2
1,1062.8,1297.3
1,1062.8,1297.5
1,1062.6,1297.8
1,1062.4,1298.3
1,1062.7,1298.9
1,1062.8,1299.7
1,1062.9,1300
1,1063.4,1299.9
1,1063.8,1300
1,1063.9,1300.2
1,1064.2,1300.3
1,1065,1301.3
1,1071.3,1302
1,1072.3,1293.5
1,1072.7,1293.4
1,1072.9,1293
1,1073.2,1293.1
1,1074,1292.9
1,1074.6,1292.9
1,1074.8,1292.6
1,1075.1,1292.4
1,1075.6,1292.6
1,1075.9,1293
1,1076.6,1292.9
1,1077.4,1292.1
1,1078,1292
1,1078.8,1291.8
1,1079.4,1291.4
1,1079.5,1291
1,1080.3,1290.1
1,1081.7,1289.9
1,1082.1,1289.5
1,1083.6,1288.8
1,1083.8,1288.8
1,1084.5,1289.2
1,1085,1288.9
1,1085.9,1288.7
1,1087.8,1288.9
1,1087.8,1288.8
1,1087.5,1288.4
1,1087,1288.1
1,1086.6,1287.7
1,1086.3,1287.1
1,1085.7,1286.6
1,1085.2,1286.6
1,1084,1286
1,1083.2,1286
1,1082.7,1286.1
1,1082.2,1285.8
1,1081.6,1285.6
1,1081.4,1285.2
1,1081.2,1284.6
1,1080.9,1283
1,1081,1282.2
1,1080.6,1281.7
1,1080,1281.2
1,1079,1280.9
1,1078.9,1281.1
1,1079.1,1281.3
1,1079.1,1281.6
1,1079,1281.8
1,1078,1282.3
1,1077.4,1282.2
1,1076.7,1282.2
1,1075.7,1281.6
1,1074.8,1281.3
1,1074.7,1281.1
1,1074.8,1280.6
1,1074.5,1279.9
1,1074.2,1279.9
1,1073.8,1280
1,1073.6,1279.8
1,1073.7,1279.5
1,1073.9,1278.8
1,1073.9,1278.4
1,1074.4,1277.9
1,1073.6,1277.3
1,1073.5,1277
1,1073.2,1276.7
1,1073.1,1276.7
1,1073,1276.6
1,1072.8,1276.5
1,1072.5,1276.3
1,1072.1,1276.3
1,1071.2,1276.5
1,1070.6,1276.4
1,1069.4,1276.9
1,1068.7,1277.1
1,1068.1,1277
1,1067.2,1277.3
1,1067,1277.1
1,1066.9,1277.2
1,1066.4,1276.6
1,1066.2,1276.9
1,1067.2,1268.5
1,1068.6,1257.3
1,1068.8,1254.3
1,1070,1245.2
1,1070.3,1241.3
1,1061.4,1240.3
1,1061.5,1239.5
1,1061.2,1239.4
1,1061,1239.4
1,1060.9,1240.3
1,1060.5,1240.2
1,1061.7,1229.4
1,1056.9,1227.4
