"year","state","stcd","south","midterm","dv","dvp","dpres","incwin","uncontested","margin","competitive","landslide","split_district","source"
1946,13,1302,0,0,48.7,57.3,NA,0,FALSE,1.3,TRUE,FALSE,NA,"Jacobson"
1946,13,1303,0,0,42.8,52,NA,0,FALSE,7.2,FALSE,FALSE,NA,"Jacobson"
1946,13,1304,0,0,70.7,80.4,NA,1,FALSE,20.7,FALSE,TRUE,NA,"Jacobson"
1946,13,1305,0,0,71.6,76.3,NA,1,FALSE,21.6,FALSE,TRUE,NA,"Jacobson"
1946,13,1306,0,0,52,60.1,NA,1,FALSE,2,TRUE,FALSE,NA,"Jacobson"
1946,13,1307,0,0,45,54.6,NA,0,FALSE,5,TRUE,FALSE,NA,"Jacobson"
1946,13,1308,0,0,77.3,79.2,NA,1,FALSE,27.3,FALSE,TRUE,NA,"Jacobson"
1946,13,1309,0,0,48.7,52.8,NA,0,FALSE,1.3,TRUE,FALSE,NA,"Jacobson"
1946,13,1310,0,0,35.3,44.2,NA,1,FALSE,14.7,FALSE,FALSE,NA,"Jacobson"
1946,13,1311,0,0,25.1,33.8,NA,1,FALSE,24.9,FALSE,TRUE,NA,"Jacobson"
1946,13,1312,0,0,30.9,39.1,NA,1,FALSE,19.1,FALSE,FALSE,NA,"Jacobson"
1946,13,1313,0,0,22.2,30,NA,1,FALSE,27.8,FALSE,TRUE,NA,"Jacobson"
1946,13,1314,0,0,37.9,45.6,NA,1,FALSE,12.1,FALSE,FALSE,NA,"Jacobson"
1946,13,1315,0,0,35.7,40.7,NA,1,FALSE,14.3,FALSE,FALSE,NA,"Jacobson"
1946,13,1316,0,0,32.5,41,NA,1,FALSE,17.5,FALSE,FALSE,NA,"Jacobson"
1946,13,1317,0,0,28.8,33.7,NA,1,FALSE,21.2,FALSE,TRUE,NA,"Jacobson"
1946,13,1318,0,0,34.9,43.1,NA,NA,FALSE,15.1,FALSE,FALSE,NA,"Jacobson"
1946,13,1319,0,0,37.5,44.2,NA,1,FALSE,12.5,FALSE,FALSE,NA,"Jacobson"
1946,13,1320,0,0,41.2,44.4,NA,1,FALSE,8.8,FALSE,FALSE,NA,"Jacobson"
1946,13,1321,0,0,44.9,44.3,NA,1,FALSE,5.1,FALSE,FALSE,NA,"Jacobson"
1946,13,1322,0,0,50.7,50.8,NA,1,FALSE,0.7,TRUE,FALSE,NA,"Jacobson"
1946,13,1323,0,0,45.1,45.3,NA,1,FALSE,4.9,TRUE,FALSE,NA,"Jacobson"
1946,13,1324,0,0,41.1,NA,NA,1,FALSE,8.9,FALSE,FALSE,NA,"Jacobson"
1946,13,1325,0,0,40.2,46.5,NA,1,FALSE,9.8,FALSE,FALSE,NA,"Jacobson"
1946,13,1326,0,0,44.9,52.3,NA,0,FALSE,5.1,FALSE,FALSE,NA,"Jacobson"
1946,14,1401,0,0,52.6,61.7,NA,1,FALSE,2.6,TRUE,FALSE,NA,"Jacobson"
1946,14,1402,0,0,38.1,38.1,NA,1,FALSE,11.9,FALSE,FALSE,NA,"Jacobson"
1946,14,1403,0,0,43.7,47.9,NA,1,FALSE,6.3,FALSE,FALSE,NA,"Jacobson"
1946,14,1404,0,0,39.9,39.8,NA,1,FALSE,10.1,FALSE,FALSE,NA,"Jacobson"
1946,14,1405,0,0,43.5,45.9,NA,1,FALSE,6.5,FALSE,FALSE,NA,"Jacobson"
1946,14,1406,0,0,42.1,44.6,NA,1,FALSE,7.9,FALSE,FALSE,NA,"Jacobson"
1946,14,1407,0,0,48.5,45.8,NA,1,FALSE,1.5,TRUE,FALSE,NA,"Jacobson"
1946,14,1408,0,0,47.8,47.8,NA,NA,FALSE,2.2,TRUE,FALSE,NA,"Jacobson"
1946,14,1409,0,0,43.7,44,NA,1,FALSE,6.3,FALSE,FALSE,NA,"Jacobson"
1946,14,1410,0,0,38.7,45,NA,1,FALSE,11.3,FALSE,FALSE,NA,"Jacobson"
1946,14,1411,0,0,51.4,51.3,NA,1,FALSE,1.4,TRUE,FALSE,NA,"Jacobson"
1946,15,1501,0,0,38.5,43.3,NA,1,FALSE,11.5,FALSE,FALSE,NA,"Jacobson"
1946,15,1502,0,0,40.9,44.1,NA,1,FALSE,9.1,FALSE,FALSE,NA,"Jacobson"
1946,15,1503,0,0,38,43.2,NA,1,FALSE,12,FALSE,FALSE,NA,"Jacobson"
1946,15,1504,0,0,41.6,45.2,NA,1,FALSE,8.4,FALSE,FALSE,NA,"Jacobson"
1946,15,1505,0,0,40.6,45.8,NA,1,FALSE,9.4,FALSE,FALSE,NA,"Jacobson"
1946,15,1506,0,0,36.6,41.1,NA,1,FALSE,13.4,FALSE,FALSE,NA,"Jacobson"
1946,15,1507,0,0,37,38.4,NA,1,FALSE,13,FALSE,FALSE,NA,"Jacobson"
1946,15,1508,0,0,31.4,43.8,NA,1,FALSE,18.6,FALSE,FALSE,NA,"Jacobson"
1946,16,1601,0,0,35.7,32.7,NA,1,FALSE,14.3,FALSE,FALSE,NA,"Jacobson"
1946,16,1602,0,0,41.2,40.9,NA,1,FALSE,8.8,FALSE,FALSE,NA,"Jacobson"
1946,16,1603,0,0,44.7,39.8,NA,NA,FALSE,5.3,FALSE,FALSE,NA,"Jacobson"
1946,16,1604,0,0,43.9,41.5,NA,1,FALSE,6.1,FALSE,FALSE,NA,"Jacobson"
1946,16,1605,0,0,37.4,31,NA,1,FALSE,12.6,FALSE,FALSE,NA,"Jacobson"
1946,16,1606,0,0,39.5,34,NA,NA,FALSE,10.5,FALSE,FALSE,NA,"Jacobson"
1946,17,1701,0,0,66.7,69.9,NA,1,FALSE,16.7,FALSE,FALSE,NA,"Jacobson"
1946,17,1702,0,0,56.6,57.5,NA,1,FALSE,6.6,FALSE,FALSE,NA,"Jacobson"
1946,17,1703,0,0,41.9,57.4,NA,0,FALSE,8.1,FALSE,FALSE,NA,"Jacobson"
1946,17,1704,0,0,53,54.7,NA,1,FALSE,3,TRUE,FALSE,NA,"Jacobson"
1946,17,1705,0,0,51.2,58.1,NA,1,FALSE,1.2,TRUE,FALSE,NA,"Jacobson"
1946,17,1706,0,0,55,58.9,NA,1,FALSE,5,TRUE,FALSE,NA,"Jacobson"
1946,17,1707,0,0,40.6,52.6,NA,0,FALSE,9.4,FALSE,FALSE,NA,"Jacobson"
1946,17,1708,0,0,52.6,54.4,NA,1,FALSE,2.6,TRUE,FALSE,NA,"Jacobson"
1946,17,1709,0,0,NA,31,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1801,1,0,91.8,NA,NA,1,FALSE,41.8,FALSE,TRUE,NA,"Jacobson"
1946,18,1802,1,0,90.7,NA,NA,NA,FALSE,40.7,FALSE,TRUE,NA,"Jacobson"
1946,18,1803,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1804,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1805,1,0,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1806,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1807,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,18,1808,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,19,1901,0,0,40.4,31.2,NA,1,FALSE,9.6,FALSE,FALSE,NA,"Jacobson"
1946,19,1902,0,0,39.3,32.2,NA,1,FALSE,10.7,FALSE,FALSE,NA,"Jacobson"
1946,19,1903,0,0,27.1,22.1,NA,1,FALSE,22.9,FALSE,TRUE,NA,"Jacobson"
1946,20,2001,0,0,49.1,50.8,NA,0,FALSE,0.9,TRUE,FALSE,NA,"Jacobson"
1946,20,2002,0,0,52.4,57,NA,NA,FALSE,2.4,TRUE,FALSE,NA,"Jacobson"
1946,20,2003,0,0,63.9,73.5,NA,1,FALSE,13.9,FALSE,FALSE,NA,"Jacobson"
1946,20,2004,0,0,57.2,59.2,NA,1,FALSE,7.2,FALSE,FALSE,NA,"Jacobson"
1946,20,2005,0,0,58.2,64.8,NA,1,FALSE,8.2,FALSE,FALSE,NA,"Jacobson"
1946,20,2006,0,0,41.9,42.1,NA,1,FALSE,8.1,FALSE,FALSE,NA,"Jacobson"
1946,21,2101,0,0,43.9,49.5,NA,1,FALSE,6.1,FALSE,FALSE,NA,"Jacobson"
1946,21,2102,0,0,48.6,44.3,NA,1,FALSE,1.4,TRUE,FALSE,NA,"Jacobson"
1946,21,2103,0,0,62.2,61.5,NA,1,FALSE,12.2,FALSE,FALSE,NA,"Jacobson"
1946,21,2104,0,0,50.5,44.5,NA,0,FALSE,0.5,TRUE,FALSE,NA,"Jacobson"
1946,21,2105,0,0,28.1,26.8,NA,1,FALSE,21.9,FALSE,TRUE,NA,"Jacobson"
1946,21,2106,0,0,29.8,33,NA,1,FALSE,20.2,FALSE,TRUE,NA,"Jacobson"
1946,21,2107,0,0,61.7,67.9,NA,1,FALSE,11.7,FALSE,FALSE,NA,"Jacobson"
1946,21,2108,0,0,36.5,42.5,NA,1,FALSE,13.5,FALSE,FALSE,NA,"Jacobson"
1946,21,2109,0,0,38.3,41.5,NA,1,FALSE,11.7,FALSE,FALSE,NA,"Jacobson"
1946,21,2110,0,0,36,44.2,NA,1,FALSE,14,FALSE,FALSE,NA,"Jacobson"
1946,21,2111,0,0,71.9,65.6,NA,NA,FALSE,21.9,FALSE,TRUE,NA,"Jacobson"
1946,21,2112,0,0,NA,75.8,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,21,2113,0,0,32.5,34.2,NA,1,FALSE,17.5,FALSE,FALSE,NA,"Jacobson"
1946,21,2114,0,0,36.4,38,NA,1,FALSE,13.6,FALSE,FALSE,NA,"Jacobson"
1946,22,2201,0,0,66.6,80.9,NA,1,FALSE,16.6,FALSE,FALSE,NA,"Jacobson"
1946,22,2202,0,0,28.2,35,NA,1,FALSE,21.8,FALSE,TRUE,NA,"Jacobson"
1946,22,2203,0,0,30.3,37,NA,1,FALSE,19.7,FALSE,FALSE,NA,"Jacobson"
1946,22,2204,0,0,26.8,35.6,NA,1,FALSE,23.2,FALSE,TRUE,NA,"Jacobson"
1946,22,2205,0,0,28.4,42.3,NA,1,FALSE,21.6,FALSE,TRUE,NA,"Jacobson"
1946,22,2206,0,0,42.3,44.5,NA,1,FALSE,7.7,FALSE,FALSE,NA,"Jacobson"
1946,22,2207,0,0,25.2,33.6,NA,1,FALSE,24.8,FALSE,TRUE,NA,"Jacobson"
1946,22,2208,0,0,26.7,32.2,NA,1,FALSE,23.3,FALSE,TRUE,NA,"Jacobson"
1946,22,2209,0,0,27.8,37.4,NA,1,FALSE,22.2,FALSE,TRUE,NA,"Jacobson"
1946,22,2210,0,0,28.3,35,NA,1,FALSE,21.7,FALSE,TRUE,NA,"Jacobson"
1946,22,2211,0,0,34,40.8,NA,1,FALSE,16,FALSE,FALSE,NA,"Jacobson"
1946,22,2212,0,0,45.4,50.5,NA,0,FALSE,4.6,TRUE,FALSE,NA,"Jacobson"
1946,22,2213,0,0,47.2,58.1,NA,0,FALSE,2.8,TRUE,FALSE,NA,"Jacobson"
1946,22,2214,0,0,46.7,54.7,NA,0,FALSE,3.3,TRUE,FALSE,NA,"Jacobson"
1946,22,2215,0,0,52.3,63.8,NA,1,FALSE,2.3,TRUE,FALSE,NA,"Jacobson"
1946,22,2216,0,0,52.9,61.6,NA,1,FALSE,2.9,TRUE,FALSE,NA,"Jacobson"
1946,22,2217,0,0,34.9,43,NA,1,FALSE,15.1,FALSE,FALSE,NA,"Jacobson"
1946,23,2301,0,0,31.6,38.3,NA,1,FALSE,18.4,FALSE,FALSE,NA,"Jacobson"
1946,23,2302,0,0,24,24.3,NA,1,FALSE,26,FALSE,TRUE,NA,"Jacobson"
1946,23,2303,0,0,48.5,50.9,NA,NA,FALSE,1.5,TRUE,FALSE,NA,"Jacobson"
1946,23,2304,0,0,47.9,50.9,NA,0,FALSE,2.1,TRUE,FALSE,NA,"Jacobson"
1946,23,2305,0,0,41.7,43.4,NA,1,FALSE,8.3,FALSE,FALSE,NA,"Jacobson"
1946,23,2306,0,0,42.6,33.7,NA,1,FALSE,7.4,FALSE,FALSE,NA,"Jacobson"
1946,23,2307,0,0,34.6,34.1,NA,1,FALSE,15.4,FALSE,FALSE,NA,"Jacobson"
1946,23,2308,0,0,57.7,48.2,NA,0,FALSE,7.7,FALSE,FALSE,NA,"Jacobson"
1946,23,2309,0,0,36.1,40.8,NA,1,FALSE,13.9,FALSE,FALSE,NA,"Jacobson"
1946,24,2401,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2402,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2403,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2404,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2405,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2406,1,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,24,2407,1,0,NA,92.8,NA,NA,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,25,2501,0,0,49.7,49.3,NA,1,FALSE,0.3,TRUE,FALSE,NA,"Jacobson"
1946,25,2502,0,0,48.9,49.9,NA,1,FALSE,1.1,TRUE,FALSE,NA,"Jacobson"
1946,25,2503,0,0,47.2,49.4,NA,1,FALSE,2.8,TRUE,FALSE,NA,"Jacobson"
1946,25,2504,0,0,55.1,57.2,NA,1,FALSE,5.1,FALSE,FALSE,NA,"Jacobson"
1946,25,2505,0,0,46.3,52.6,NA,NA,FALSE,3.7,TRUE,FALSE,NA,"Jacobson"
1946,25,2506,0,0,41.4,43,NA,1,FALSE,8.6,FALSE,FALSE,NA,"Jacobson"
1946,25,2507,0,0,34.6,36,NA,1,FALSE,15.4,FALSE,FALSE,NA,"Jacobson"
1946,25,2508,0,0,48.9,50.5,NA,0,FALSE,1.1,TRUE,FALSE,NA,"Jacobson"
1946,25,2509,0,0,53.9,53.2,NA,1,FALSE,3.9,TRUE,FALSE,NA,"Jacobson"
1946,25,2510,0,0,60.6,56.7,NA,1,FALSE,10.6,FALSE,FALSE,NA,"Jacobson"
1946,25,2511,0,0,49.2,56.7,NA,0,FALSE,0.8,TRUE,FALSE,NA,"Jacobson"
1946,25,2512,0,0,41.8,48.2,NA,1,FALSE,8.2,FALSE,FALSE,NA,"Jacobson"
1946,25,2513,0,0,54.8,NA,NA,NA,FALSE,4.8,TRUE,FALSE,NA,"Jacobson"
1946,26,2601,0,0,57.6,68.6,NA,1,FALSE,7.6,FALSE,FALSE,NA,"Jacobson"
1946,26,2602,0,0,45.5,45.8,NA,1,FALSE,4.5,TRUE,FALSE,NA,"Jacobson"
1946,27,2701,0,0,33.6,30.1,NA,1,FALSE,16.4,FALSE,FALSE,NA,"Jacobson"
1946,27,2702,0,0,41.7,40.5,NA,1,FALSE,8.3,FALSE,FALSE,NA,"Jacobson"
1946,27,2703,0,0,23.9,28.9,NA,1,FALSE,26.1,FALSE,TRUE,NA,"Jacobson"
1946,27,2704,0,0,28.7,32.1,NA,1,FALSE,21.3,FALSE,TRUE,NA,"Jacobson"
1946,28,2801,0,0,41.2,63.1,NA,NA,FALSE,8.8,FALSE,FALSE,NA,"Jacobson"
1946,29,2901,0,0,40.3,49.1,NA,1,FALSE,9.7,FALSE,FALSE,NA,"Jacobson"
1946,29,2902,0,0,35.1,45.6,NA,NA,FALSE,14.9,FALSE,FALSE,NA,"Jacobson"
1946,30,3001,0,0,36.5,49.5,NA,1,FALSE,13.5,FALSE,FALSE,NA,"Jacobson"
1946,30,3002,0,0,32.9,45.6,NA,1,FALSE,17.1,FALSE,FALSE,NA,"Jacobson"
1946,30,3003,0,0,34,43,NA,1,FALSE,16,FALSE,FALSE,NA,"Jacobson"
1946,30,3004,0,0,47.4,44.3,NA,NA,FALSE,2.6,TRUE,FALSE,NA,"Jacobson"
1946,30,3005,0,0,38.6,41.2,NA,1,FALSE,11.4,FALSE,FALSE,NA,"Jacobson"
1946,30,3006,0,0,33.8,43.7,NA,1,FALSE,16.2,FALSE,FALSE,NA,"Jacobson"
1946,30,3007,0,0,31,33.9,NA,1,FALSE,19,FALSE,FALSE,NA,"Jacobson"
1946,30,3008,0,0,28.6,41.3,NA,1,FALSE,21.4,FALSE,TRUE,NA,"Jacobson"
1946,30,3009,0,0,31,36.5,NA,1,FALSE,19,FALSE,FALSE,NA,"Jacobson"
1946,30,3010,0,0,46.5,46.4,NA,1,FALSE,3.5,TRUE,FALSE,NA,"Jacobson"
1946,30,3011,0,0,38.3,46.4,NA,1,FALSE,11.7,FALSE,FALSE,NA,"Jacobson"
1946,30,3012,0,0,35.3,48.3,NA,1,FALSE,14.7,FALSE,FALSE,NA,"Jacobson"
1946,30,3013,0,0,65.7,70.1,NA,1,FALSE,15.7,FALSE,FALSE,NA,"Jacobson"
1946,30,3014,0,0,63.5,63.2,NA,1,FALSE,13.5,FALSE,FALSE,NA,"Jacobson"
1946,31,3101,0,0,NA,NA,NA,1,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,31,3102,0,0,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,"Jacobson"
1946,32,3201,0,0,21.4,30.9,NA,NA,FALSE,28.6,FALSE,TRUE,NA,"Jacobson"
1946,32,3202,0,0,21.6,32.1,NA,1,FALSE,28.4,FALSE,TRUE,NA,"Jacobson"
1946,32,3203,0,0,24.5,39.4,NA,1,FALSE,25.5,FALSE,TRUE,NA,"Jacobson"
1946,32,3204,0,0,40,52.8,NA,NA,FALSE,10,FALSE,FALSE,NA,"Jacobson"
1946,32,3205,0,0,47,54.3,NA,NA,FALSE,3,TRUE,FALSE,NA,"Jacobson"
1946,32,3206,0,0,46.1,55.2,NA,0,FALSE,3.9,TRUE,FALSE,NA,"Jacobson"
1946,32,3207,0,0,57.5,63.4,NA,1,FALSE,7.5,FALSE,FALSE,NA,"Jacobson"
1946,32,3208,0,0,53.9,59.5,NA,1,FALSE,3.9,TRUE,FALSE,NA,"Jacobson"
1946,32,3209,0,0,60.2,64.7,NA,1,FALSE,10.2,FALSE,FALSE,NA,"Jacobson"
1946,32,3210,0,0,63.1,68.2,NA,1,FALSE,13.1,FALSE,FALSE,NA,"Jacobson"
1946,32,3211,0,0,60.4,65.8,NA,1,FALSE,10.4,FALSE,FALSE,NA,"Jacobson"
1946,32,3212,0,0,54,55,NA,1,FALSE,4,TRUE,FALSE,NA,"Jacobson"
1946,32,3213,0,0,53.5,60.2,NA,1,FALSE,3.5,TRUE,FALSE,NA,"Jacobson"
1946,32,3214,0,0,75,72.5,NA,1,FALSE,25,FALSE,TRUE,NA,"Jacobson"
1946,32,3215,0,0,78.9,80.1,NA,1,FALSE,28.9,FALSE,TRUE,NA,"Jacobson"
1946,32,3216,0,0,38.8,46.5,NA,1,FALSE,11.2,FALSE,FALSE,NA,"Jacobson"
1946,32,3217,0,0,37.3,42.8,NA,NA,FALSE,12.7,FALSE,FALSE,NA,"Jacobson"
1946,32,3218,0,0,54.2,NA,NA,1,FALSE,4.2,TRUE,FALSE,NA,"Jacobson"
1946,32,3219,0,0,71.4,73.3,NA,1,FALSE,21.4,FALSE,TRUE,NA,"Jacobson"
1946,32,3220,0,0,61.1,70.8,NA,1,FALSE,11.1,FALSE,FALSE,NA,"Jacobson"
1946,32,3221,0,0,46.5,69.3,NA,NA,FALSE,3.5,TRUE,FALSE,NA,"Jacobson"
1946,32,3222,0,0,62.5,NA,NA,1,FALSE,12.5,FALSE,FALSE,NA,"Jacobson"
1946,32,3223,0,0,63.3,79.5,NA,1,FALSE,13.3,FALSE,FALSE,NA,"Jacobson"
1946,32,3224,0,0,69.9,84.8,NA,1,FALSE,19.9,FALSE,FALSE,NA,"Jacobson"
1946,32,3225,0,0,51.2,69.5,NA,1,FALSE,1.2,TRUE,FALSE,NA,"Jacobson"
1946,32,3226,0,0,45.8,56.4,NA,0,FALSE,4.2,TRUE,FALSE,NA,"Jacobson"
