"state","part","x","y"
"Minnesota",53,584,136
"Minnesota",53,583,129
"Minnesota",53,585,125
"Minnesota",53,581,120
"Minnesota",53,584,116
"Minnesota",53,590,112
"Minnesota",53,589,100
"Minnesota",53,593,98
"Minnesota",53,592,96
"Minnesota",53,601,89
"Minnesota",53,609,80
"Minnesota",53,613,77
"Minnesota",53,621,74
"Minnesota",53,622,70
"Minnesota",53,618,68
"Minnesota",53,610,69
"Minnesota",53,608,66
"Minnesota",53,603,69
"Minnesota",53,599,70
"Minnesota",53,596,67
"Minnesota",53,592,66
"Minnesota",53,578,59
"Minnesota",53,575,59
"Minnesota",53,571,61
"Minnesota",53,566,62
"Minnesota",53,566,59
"Minnesota",53,557,58
"Minnesota",53,554,56
"Minnesota",53,552,45
"Minnesota",53,547,44
"Minnesota",53,547,52
"Minnesota",53,519,52
"Iowa",64,529,167
"Iowa",64,528,173
"Iowa",64,529,175
"Iowa",64,526,182
"Iowa",64,529,188
"Iowa",64,530,195
"Iowa",64,535,203
"Iowa",64,534,206
"Iowa",64,537,210
"Iowa",64,539,222
"Iowa",64,537,225
"Iowa",64,539,228
"Iowa",64,559,228
"Iowa",64,588,227
"Iowa",64,603,226
"Iowa",64,608,231
"Iowa",64,609,226
"Iowa",64,613,224
"Iowa",64,615,218
"Iowa",64,615,215
"Iowa",64,612,212
"Iowa",64,613,208
"Iowa",64,618,207
"Iowa",64,624,204
"Iowa",64,626,199
"Iowa",64,626,193
"Iowa",64,621,190
"Iowa",64,618,185
"Iowa",64,617,183
"Iowa",64,613,182
"Iowa",64,610,177
"Iowa",64,609,173
"Iowa",64,611,170
"Iowa",64,608,165
"Iowa",64,583,166
"Iowa",64,553,167
"Iowa",64,529,167
"Missouri",66,539,228
"Missouri",66,541,233
"Missouri",66,544,235
"Missouri",66,547,240
"Missouri",66,554,245
"Missouri",66,550,250
"Missouri",66,555,257
"Missouri",66,558,259
"Missouri",66,559,303
"Missouri",66,559,314
"Missouri",66,584,313
"Missouri",66,612,312
"Missouri",66,633,311
"Missouri",66,635,315
"Missouri",66,630,322
"Missouri",66,641,321
"Missouri",66,644,314
"Missouri",66,643,310
"Missouri",66,649,306
"Missouri",66,649,300
"Missouri",66,646,299
"Missouri",66,643,293
"Missouri",66,642,285
"Missouri",66,630,278
"Missouri",66,627,273
"Missouri",66,630,267
"Missouri",66,631,262
"Missouri",66,625,260
"Missouri",66,622,261
"Missouri",66,620,254
"Missouri",66,615,250
"Missouri",66,610,244
"Missouri",66,607,235
"Missouri",66,608,231
"Missouri",66,603,226
"Missouri",66,588,227
"Missouri",66,559,228
"Missouri",66,539,228
"Maryland",67,798,223
"Maryland",67,800,234
"Maryland",67,805,227
"Maryland",67,811,225
"Maryland",67,815,224
"Maryland",67,816,222
"Maryland",67,820,220
"Maryland",67,824,221
"Maryland",67,827,226
"Maryland",67,832,228
"Maryland",67,832,231
"Maryland",67,838,233
"Maryland",67,840,235
"Maryland",67,839,239
"Maryland",67,845,245
"Maryland",67,850,246
"Maryland",67,853,245
"Maryland",67,852,241
"Maryland",67,850,239
"Maryland",67,848,234
"Maryland",67,849,230
"Maryland",67,848,225
"Maryland",67,852,226
"Maryland",67,850,230
"Maryland",67,853,239
"Maryland",67,855,243
"Maryland",67,861,243
"Maryland",67,862,248
"Maryland",67,866,248
"Maryland",67,872,245
"Maryland",67,873,236
"Maryland",67,863,238
"Maryland",67,856,212
"Maryland",67,837,216
"Maryland",67,798,223
"Oregon",68,141,51
"Oregon",68,135,52
"Oregon",68,133,61
"Oregon",68,129,72
"Oregon",68,125,78
"Oregon",68,124,82
"Oregon",68,119,96
"Oregon",68,115,103
"Oregon",68,106,116
"Oregon",68,107,120
"Oregon",68,105,128
"Oregon",68,106,134
"Oregon",68,153,148
"Oregon",68,169,152
"Oregon",68,187,156
"Oregon",68,213,162
"Oregon",68,222,125
"Oregon",68,225,119
"Oregon",68,221,113
"Oregon",68,225,106
"Oregon",68,230,103
"Oregon",68,234,96
"Oregon",68,238,90
"Oregon",68,237,87
"Oregon",68,234,85
"Oregon",68,233,81
"Oregon",68,204,74
"Oregon",68,202,75
"Oregon",68,189,74
"Oregon",68,185,75
"Oregon",68,180,73
"Oregon",68,172,74
"Oregon",68,166,70
"Oregon",68,162,70
"Oregon",68,155,71
"Oregon",68,149,66
"Oregon",68,150,60
"Oregon",68,147,55
"Oregon",68,144,55
"Oregon",68,141,51
"Michigan",69,730,191
"Michigan",69,730,189
"Michigan",69,734,183
"Michigan",69,734,179
"Michigan",69,736,177
"Michigan",69,737,173
"Michigan",69,739,173
"Michigan",69,742,170
"Michigan",69,742,162
"Michigan",69,740,158
"Michigan",69,736,146
"Michigan",69,731,141
"Michigan",69,724,145
"Michigan",69,721,153
"Michigan",69,717,150
"Michigan",69,717,145
"Michigan",69,721,143
"Michigan",69,722,139
"Michigan",69,724,137
"Michigan",69,723,122
"Michigan",69,721,117
"Michigan",69,708,112
"Michigan",69,704,111
"Michigan",69,700,109
"Michigan",69,698,110
"Michigan",69,695,114
"Michigan",69,696,117
"Michigan",69,692,121
"Michigan",69,692,126
"Michigan",69,683,129
"Michigan",69,683,133
"Michigan",69,680,134
"Michigan",69,681,142
"Michigan",69,678,148
"Michigan",69,679,152
"Michigan",69,678,157
"Michigan",69,684,168
"Michigan",69,685,174
"Michigan",69,684,185
"Michigan",69,681,193
"Michigan",69,678,196
"Michigan",69,709,193
"Michigan",69,709,194
"Michigan",69,730,191
"Michigan",70,616,100
"Michigan",70,619,101
"Michigan",70,621,105
"Michigan",70,636,108
"Michigan",70,640,110
"Michigan",70,644,110
"Michigan",70,651,111
"Michigan",70,651,113
"Michigan",70,656,116
"Michigan",70,655,123
"Michigan",70,660,128
"Michigan",70,665,115
"Michigan",70,668,115
"Michigan",70,670,112
"Michigan",70,674,114
"Michigan",70,677,108
"Michigan",70,683,108
"Michigan",70,688,104
"Michigan",70,693,104
"Michigan",70,699,108
"Michigan",70,701,106
"Michigan",70,709,104
"Michigan",70,717,104
"Michigan",70,716,101
"Michigan",70,712,102
"Michigan",70,708,100
"Michigan",70,707,93
"Michigan",70,695,95
"Michigan",70,694,91
"Michigan",70,690,90
"Michigan",70,687,92
"Michigan",70,678,93
"Michigan",70,672,97
"Michigan",70,669,99
"Michigan",70,666,97
"Michigan",70,660,98
"Michigan",70,657,93
"Michigan",70,648,90
"Michigan",70,644,91
"Michigan",70,647,85
"Michigan",70,651,82
"Michigan",70,651,79
"Michigan",70,647,80
"Michigan",70,630,94
"Michigan",70,624,95
"Michigan",70,622,98
"Michigan",70,616,100
"Montana",2,259,23
"Montana",2,254,43
"Montana",2,258,50
"Montana",2,257,56
"Montana",2,261,60
"Montana",2,265,69
"Montana",2,270,75
"Montana",2,273,76
"Montana",2,270,81
"Montana",2,268,88
"Montana",2,269,89
"Montana",2,266,97
"Montana",2,269,100
"Montana",2,274,96
"Montana",2,276,98
"Montana",2,276,104
"Montana",2,279,110
"Montana",2,279,115
"Montana",2,283,117
"Montana",2,283,124
"Montana",2,291,125
"Montana",2,305,126
"Montana",2,309,123
"Montana",2,312,129
"Montana",2,314,118
"Montana",2,319,119
"Montana",2,351,123
"Montana",2,384,127
"Montana",2,417,130
"Montana",2,418,111
"Montana",2,424,47
"Montana",2,396,45
"Montana",2,377,43
"Montana",2,355,40
"Montana",2,321,35
"Montana",2,291,29
"Montana",2,259,23
"Utah",3,258,172
"Utah",3,238,275
"Utah",3,256,278
"Utah",3,284,283
"Utah",3,320,289
"Utah",3,324,264
"Utah",3,324,262
"Utah",3,332,205
"Utah",3,301,201
"Utah",3,304,180
"Utah",3,262,173
"Utah",3,258,172
"Virginia",4,866,248
"Virginia",4,863,257
"Virginia",4,863,263
"Virginia",4,867,264
"Virginia",4,868,258
"Virginia",4,868,252
"Virginia",4,872,245
"Virginia",4,866,248
"Virginia",5,766,275
"Virginia",5,760,282
"Virginia",5,755,286
"Virginia",5,752,291
"Virginia",5,749,294
"Virginia",5,740,299
"Virginia",5,773,294
"Virginia",5,796,291
"Virginia",5,826,286
"Virginia",5,852,281
"Virginia",5,869,278
"Virginia",5,865,270
"Virginia",5,860,270
"Virginia",5,857,265
"Virginia",5,859,261
"Virginia",5,856,256
"Virginia",5,857,251
"Virginia",5,850,247
"Virginia",5,844,247
"Virginia",5,842,244
"Virginia",5,839,245
"Virginia",5,837,243
"Virginia",5,839,239
"Virginia",5,840,235
"Virginia",5,838,233
"Virginia",5,832,231
"Virginia",5,832,228
"Virginia",5,827,226
"Virginia",5,826,231
"Virginia",5,817,225
"Virginia",5,817,232
"Virginia",5,812,238
"Virginia",5,809,240
"Virginia",5,806,250
"Virginia",5,799,247
"Virginia",5,798,254
"Virginia",5,792,268
"Virginia",5,793,271
"Virginia",5,789,273
"Virginia",5,783,277
"Virginia",5,779,280
"Virginia",5,776,278
"Virginia",5,773,281
"Virginia",5,768,280
"Virginia",5,766,275
"Illinois",6,608,231
"Illinois",6,607,235
"Illinois",6,610,244
"Illinois",6,615,250
"Illinois",6,620,254
"Illinois",6,622,261
"Illinois",6,625,260
"Illinois",6,631,262
"Illinois",6,630,267
"Illinois",6,627,273
"Illinois",6,630,278
"Illinois",6,642,285
"Illinois",6,643,293
"Illinois",6,646,299
"Illinois",6,649,300
"Illinois",6,649,298
"Illinois",6,652,294
"Illinois",6,660,297
"Illinois",6,660,290
"Illinois",6,666,288
"Illinois",6,664,284
"Illinois",6,666,281
"Illinois",6,666,276
"Illinois",6,673,260
"Illinois",6,670,253
"Illinois",6,671,248
"Illinois",6,667,198
"Illinois",6,664,191
"Illinois",6,661,186
"Illinois",6,661,182
"Illinois",6,642,184
"Illinois",6,618,185
"Illinois",6,621,190
"Illinois",6,626,193
"Illinois",6,626,199
"Illinois",6,624,204
"Illinois",6,618,207
"Illinois",6,613,208
"Illinois",6,612,212
"Illinois",6,615,215
"Illinois",6,615,218
"Illinois",6,613,224
"Illinois",6,609,226
"Illinois",6,608,231
"Texas",7,419,310
"Texas",7,418,310
"Texas",7,415,360
"Texas",7,412,386
"Texas",7,411,404
"Texas",7,374,401
"Texas",7,348,398
"Texas",7,350,403
"Texas",7,351,404
"Texas",7,355,410
"Texas",7,359,413
"Texas",7,361,417
"Texas",7,369,425
"Texas",7,374,429
"Texas",7,376,435
"Texas",7,379,439
"Texas",7,379,445
"Texas",7,381,450
"Texas",7,387,457
"Texas",7,394,460
"Texas",7,402,466
"Texas",7,410,462
"Texas",7,412,456
"Texas",7,414,451
"Texas",7,420,451
"Texas",7,421,449
"Texas",7,427,451
"Texas",7,438,453
"Texas",7,440,458
"Texas",7,443,459
"Texas",7,450,467
"Texas",7,453,476
"Texas",7,455,478
"Texas",7,457,485
"Texas",7,463,491
"Texas",7,464,495
"Texas",7,469,499
"Texas",7,471,508
"Texas",7,471,511
"Texas",7,474,515
"Texas",7,477,524
"Texas",7,483,525
"Texas",7,485,528
"Texas",7,489,529
"Texas",7,494,532
"Texas",7,502,532
"Texas",7,509,536
"Texas",7,514,534
"Texas",7,513,527
"Texas",7,511,519
"Texas",7,510,511
"Texas",7,511,504
"Texas",7,514,498
"Texas",7,519,491
"Texas",7,532,481
"Texas",7,547,474
"Texas",7,553,468
"Texas",7,559,464
"Texas",7,561,461
"Texas",7,571,457
"Texas",7,575,456
"Texas",7,573,454
"Texas",7,577,449
"Texas",7,577,438
"Texas",7,580,430
"Texas",7,580,425
"Texas",7,574,417
"Texas",7,575,414
"Texas",7,570,408
"Texas",7,570,387
"Texas",7,570,376
"Texas",7,564,376
"Texas",7,562,374
"Texas",7,556,372
"Texas",7,549,367
"Texas",7,548,369
"Texas",7,543,368
"Texas",7,533,370
"Texas",7,529,373
"Texas",7,525,370
"Texas",7,521,370
"Texas",7,520,368
"Texas",7,515,370
"Texas",7,511,370
"Texas",7,507,366
"Texas",7,503,369
"Texas",7,500,364
"Texas",7,495,363
"Texas",7,489,363
"Texas",7,481,361
"Texas",7,480,357
"Texas",7,472,357
"Texas",7,467,353
"Texas",7,469,313
"Texas",7,451,312
"Texas",7,419,310
"Louisiana",8,570,387
"Louisiana",8,570,408
"Louisiana",8,575,414
"Louisiana",8,574,417
"Louisiana",8,580,425
"Louisiana",8,580,430
"Louisiana",8,577,438
"Louisiana",8,577,449
"Louisiana",8,573,454
"Louisiana",8,575,456
"Louisiana",8,580,455
"Louisiana",8,587,454
"Louisiana",8,596,457
"Louisiana",8,603,459
"Louisiana",8,607,457
"Louisiana",8,612,460
"Louisiana",8,614,458
"Louisiana",8,620,459
"Louisiana",8,622,464
"Louisiana",8,628,465
"Louisiana",8,630,467
"Louisiana",8,641,466
"Louisiana",8,648,461
"Louisiana",8,655,463
"Louisiana",8,657,465
"Louisiana",8,661,466
"Louisiana",8,663,463
"Louisiana",8,660,460
"Louisiana",8,654,459
"Louisiana",8,652,454
"Louisiana",8,656,453
"Louisiana",8,658,448
"Louisiana",8,659,445
"Louisiana",8,654,445
"Louisiana",8,650,449
"Louisiana",8,647,446
"Louisiana",8,653,443
"Louisiana",8,651,442
"Louisiana",8,646,432
"Louisiana",8,648,426
"Louisiana",8,614,428
"Louisiana",8,613,423
"Louisiana",8,615,420
"Louisiana",8,618,411
"Louisiana",8,623,404
"Louisiana",8,625,399
"Louisiana",8,623,397
"Louisiana",8,621,391
"Louisiana",8,622,387
"Louisiana",8,620,385
"Louisiana",8,602,386
"Louisiana",8,570,387
"Florida",9,808,542
"Florida",9,811,542
"Florida",9,819,539
"Florida",9,815,536
"Florida",9,809,540
"Florida",9,808,542
"Florida",10,732,418
"Florida",10,716,420
"Florida",10,686,423
"Florida",10,685,426
"Florida",10,690,430
"Florida",10,690,436
"Florida",10,689,438
"Florida",10,704,434
"Florida",10,712,434
"Florida",10,716,435
"Florida",10,728,441
"Florida",10,729,447
"Florida",10,735,447
"Florida",10,743,442
"Florida",10,747,436
"Florida",10,751,435
"Florida",10,758,438
"Florida",10,764,445
"Florida",10,768,447
"Florida",10,769,449
"Florida",10,776,452
"Florida",10,779,456
"Florida",10,781,465
"Florida",10,778,471
"Florida",10,779,478
"Florida",10,783,482
"Florida",10,783,486
"Florida",10,787,490
"Florida",10,793,499
"Florida",10,796,505
"Florida",10,801,505
"Florida",10,802,507
"Florida",10,806,515
"Florida",10,813,517
"Florida",10,818,523
"Florida",10,818,527
"Florida",10,821,529
"Florida",10,825,527
"Florida",10,831,526
"Florida",10,834,526
"Florida",10,834,517
"Florida",10,837,512
"Florida",10,836,506
"Florida",10,835,496
"Florida",10,834,490
"Florida",10,825,473
"Florida",10,821,468
"Florida",10,819,462
"Florida",10,820,459
"Florida",10,818,456
"Florida",10,810,446
"Florida",10,802,434
"Florida",10,798,423
"Florida",10,796,415
"Florida",10,787,414
"Florida",10,785,416
"Florida",10,786,424
"Florida",10,784,425
"Florida",10,783,421
"Florida",10,735,424
"Florida",10,732,418
"Kentucky",11,649,300
"Kentucky",11,649,306
"Kentucky",11,643,310
"Kentucky",11,668,308
"Kentucky",11,667,305
"Kentucky",11,671,305
"Kentucky",11,693,303
"Kentucky",11,704,302
"Kentucky",11,740,299
"Kentucky",11,749,294
"Kentucky",11,752,291
"Kentucky",11,755,286
"Kentucky",11,760,282
"Kentucky",11,766,275
"Kentucky",11,760,273
"Kentucky",11,753,264
"Kentucky",11,753,258
"Kentucky",11,748,255
"Kentucky",11,747,252
"Kentucky",11,741,256
"Kentucky",11,737,254
"Kentucky",11,735,256
"Kentucky",11,732,254
"Kentucky",11,726,254
"Kentucky",11,723,249
"Kentucky",11,721,248
"Kentucky",11,715,249
"Kentucky",11,716,253
"Kentucky",11,710,258
"Kentucky",11,706,258
"Kentucky",11,707,261
"Kentucky",11,701,268
"Kentucky",11,700,273
"Kentucky",11,695,274
"Kentucky",11,693,271
"Kentucky",11,690,274
"Kentucky",11,691,277
"Kentucky",11,687,277
"Kentucky",11,686,275
"Kentucky",11,680,279
"Kentucky",11,676,277
"Kentucky",11,673,279
"Kentucky",11,668,278
"Kentucky",11,666,281
"Kentucky",11,664,284
"Kentucky",11,666,288
"Kentucky",11,660,290
"Kentucky",11,660,297
"Kentucky",11,652,294
"Kentucky",11,649,298
"Kentucky",11,649,300
"Tennessee",12,641,321
"Tennessee",12,641,325
"Tennessee",12,637,328
"Tennessee",12,638,331
"Tennessee",12,635,336
"Tennessee",12,636,340
"Tennessee",12,632,343
"Tennessee",12,668,340
"Tennessee",12,712,336
"Tennessee",12,734,334
"Tennessee",12,734,329
"Tennessee",12,737,328
"Tennessee",12,738,324
"Tennessee",12,742,320
"Tennessee",12,746,320
"Tennessee",12,751,315
"Tennessee",12,754,314
"Tennessee",12,757,309
"Tennessee",12,766,304
"Tennessee",12,769,305
"Tennessee",12,770,301
"Tennessee",12,773,298
"Tennessee",12,773,294
"Tennessee",12,740,299
"Tennessee",12,704,302
"Tennessee",12,693,303
"Tennessee",12,671,305
"Tennessee",12,667,305
"Tennessee",12,668,308
"Tennessee",12,643,310
"Tennessee",12,644,314
"Tennessee",12,641,321
"New York",13,785,171
"New York",13,785,177
"New York",13,818,171
"New York",13,853,164
"New York",13,858,168
"New York",13,860,173
"New York",13,865,175
"New York",13,879,179
"New York",13,878,187
"New York",13,876,191
"New York",13,879,188
"New York",13,891,184
"New York",13,909,172
"New York",13,903,172
"New York",13,899,174
"New York",13,891,177
"New York",13,890,179
"New York",13,883,179
"New York",13,881,176
"New York",13,883,172
"New York",13,880,156
"New York",13,880,155
"New York",13,880,141
"New York",13,876,125
"New York",13,873,123
"New York",13,874,121
"New York",13,871,115
"New York",13,871,107
"New York",13,869,103
"New York",13,868,95
"New York",13,855,99
"New York",13,846,100
"New York",13,841,105
"New York",13,835,113
"New York",13,833,117
"New York",13,829,121
"New York",13,828,128
"New York",13,831,129
"New York",13,832,135
"New York",13,830,136
"New York",13,826,140
"New York",13,823,143
"New York",13,817,144
"New York",13,814,145
"New York",13,811,144
"New York",13,799,145
"New York",13,791,149
"New York",13,792,153
"New York",13,796,158
"New York",13,793,163
"New York",13,785,171
"Georgia",15,712,336
"Georgia",15,724,380
"Georgia",15,731,392
"Georgia",15,728,395
"Georgia",15,728,401
"Georgia",15,730,407
"Georgia",15,730,414
"Georgia",15,732,418
"Georgia",15,735,424
"Georgia",15,783,421
"Georgia",15,784,425
"Georgia",15,786,424
"Georgia",15,785,416
"Georgia",15,787,414
"Georgia",15,796,415
"Georgia",15,795,407
"Georgia",15,797,405
"Georgia",15,798,394
"Georgia",15,802,387
"Georgia",15,797,386
"Georgia",15,795,379
"Georgia",15,791,376
"Georgia",15,788,368
"Georgia",15,783,366
"Georgia",15,779,362
"Georgia",15,779,360
"Georgia",15,774,357
"Georgia",15,771,353
"Georgia",15,767,351
"Georgia",15,763,348
"Georgia",15,760,341
"Georgia",15,757,341
"Georgia",15,751,338
"Georgia",15,751,336
"Georgia",15,754,331
"Georgia",15,734,334
"Georgia",15,712,336
"Hawaii",16,298,540
"Hawaii",16,295,551
"Hawaii",16,290,556
"Hawaii",16,295,564
"Hawaii",16,300,562
"Hawaii",16,307,563
"Hawaii",16,309,564
"Hawaii",16,318,565
"Hawaii",16,320,553
"Hawaii",16,318,547
"Hawaii",16,309,532
"Hawaii",16,306,538
"Hawaii",16,298,540
"Hawaii",17,302,505
"Hawaii",17,305,512
"Hawaii",17,302,516
"Hawaii",17,309,520
"Hawaii",17,314,518
"Hawaii",17,312,512
"Hawaii",17,302,505
"Hawaii",18,281,467
"Hawaii",18,279,475
"Hawaii",18,286,482
"Hawaii",18,289,478
"Hawaii",18,288,469
"Hawaii",18,281,467
"Hawaii",19,257,433
"Hawaii",19,258,439
"Hawaii",19,260,442
"Hawaii",19,268,439
"Hawaii",19,267,435
"Hawaii",19,263,433
"Hawaii",19,257,433
"Delaware",20,861,209
"Delaware",20,859,209
"Delaware",20,856,212
"Delaware",20,863,238
"Delaware",20,873,236
"Delaware",20,871,229
"Delaware",20,867,227
"Delaware",20,864,220
"Delaware",20,861,216
"Delaware",20,860,213
"Delaware",20,861,209
"Washington",21,160,4
"Washington",21,160,8
"Washington",21,163,11
"Washington",21,166,7
"Washington",21,164,4
"Washington",21,160,4
"Washington",22,245,20
"Washington",22,205,10
"Washington",22,182,4
"Washington",22,168,0
"Washington",22,167,9
"Washington",22,163,17
"Washington",22,160,17
"Washington",22,146,11
"Washington",22,139,4
"Washington",22,137,9
"Washington",22,136,13
"Washington",22,138,19
"Washington",22,137,26
"Washington",22,138,28
"Washington",22,137,40
"Washington",22,134,49
"Washington",22,141,51
"Washington",22,144,55
"Washington",22,147,55
"Washington",22,150,60
"Washington",22,149,66
"Washington",22,155,71
"Washington",22,162,70
"Washington",22,166,70
"Washington",22,172,74
"Washington",22,180,73
"Washington",22,185,75
"Washington",22,189,74
"Washington",22,202,75
"Washington",22,204,74
"Washington",22,233,81
"Washington",22,234,71
"Washington",22,245,20
"Oklahoma",23,420,299
"Oklahoma",23,419,310
"Oklahoma",23,451,312
"Oklahoma",23,469,313
"Oklahoma",23,467,353
"Oklahoma",23,472,357
"Oklahoma",23,480,357
"Oklahoma",23,481,361
"Oklahoma",23,489,363
"Oklahoma",23,495,363
"Oklahoma",23,500,364
"Oklahoma",23,503,369
"Oklahoma",23,507,366
"Oklahoma",23,511,370
"Oklahoma",23,515,370
"Oklahoma",23,520,368
"Oklahoma",23,521,370
"Oklahoma",23,525,370
"Oklahoma",23,529,373
"Oklahoma",23,533,370
"Oklahoma",23,543,368
"Oklahoma",23,548,369
"Oklahoma",23,549,367
"Oklahoma",23,556,372
"Oklahoma",23,562,374
"Oklahoma",23,562,338
"Oklahoma",23,559,314
"Oklahoma",23,559,303
"Oklahoma",23,539,303
"Oklahoma",23,511,303
"Oklahoma",23,479,302
"Oklahoma",23,436,300
"Oklahoma",23,420,299
"West Virginia",24,753,258
"West Virginia",24,753,264
"West Virginia",24,760,273
"West Virginia",24,766,275
"West Virginia",24,768,280
"West Virginia",24,773,281
"West Virginia",24,776,278
"West Virginia",24,779,280
"West Virginia",24,783,277
"West Virginia",24,789,273
"West Virginia",24,793,271
"West Virginia",24,792,268
"West Virginia",24,798,254
"West Virginia",24,799,247
"West Virginia",24,806,250
"West Virginia",24,809,240
"West Virginia",24,812,238
"West Virginia",24,817,232
"West Virginia",24,817,225
"West Virginia",24,826,231
"West Virginia",24,827,226
"West Virginia",24,824,221
"West Virginia",24,820,220
"West Virginia",24,816,222
"West Virginia",24,815,224
"West Virginia",24,811,225
"West Virginia",24,805,227
"West Virginia",24,800,234
"West Virginia",24,798,223
"West Virginia",24,782,226
"West Virginia",24,779,207
"West Virginia",24,776,209
"West Virginia",24,778,214
"West Virginia",24,777,223
"West Virginia",24,777,227
"West Virginia",24,773,233
"West Virginia",24,770,236
"West Virginia",24,768,235
"West Virginia",24,765,238
"West Virginia",24,762,246
"West Virginia",24,760,244
"West Virginia",24,758,249
"West Virginia",24,759,253
"West Virginia",24,757,257
"West Virginia",24,753,258
"Alaska",25,0,445
"Alaska",25,0,448
"Alaska",25,1,449
"Alaska",25,2,448
"Alaska",25,1,446
"Alaska",25,0,445
"Alaska",33,207,586
"Alaska",33,208,588
"Alaska",33,207,589
"Alaska",33,207,591
"Alaska",33,208,592
"Alaska",33,208,594
"Alaska",33,208,596
"Alaska",33,211,597
"Alaska",33,212,598
"Alaska",33,213,597
"Alaska",33,214,595
"Alaska",33,213,592
"Alaska",33,213,590
"Alaska",33,212,587
"Alaska",33,212,586
"Alaska",33,212,585
"Alaska",33,210,584
"Alaska",33,209,586
"Alaska",33,207,586
