"district","election","year","share_old","share_new"
22,"president-2020",2020,0.600202,0.514519
23,"president-2020",2020,0.588609,0.634127
24,"president-2020",2020,0.746625,0.784498
25,"president-2020",2020,0.566405,0.525483
26,"president-2020",2020,0.41013,0.494161
27,"president-2020",2020,0.498237,0.498841
28,"president-2020",2020,0.467406,0.466848
1,"president-2024",2024,0.312322,0.312322
2,"president-2024",2024,0.408376,0.408376
3,"president-2024",2024,0.393657,0.393657
4,"president-2024",2024,0.440162,0.440162
5,"president-2024",2024,0.391521,0.391521
6,"president-2024",2024,0.348459,0.348459
7,"president-2024",2024,0.436929,0.436929
8,"president-2024",2024,0.387244,0.418054
9,"president-2024",2024,0.517763,0.410347
10,"president-2024",2024,0.615103,0.621454
11,"president-2024",2024,0.41795,0.420797
12,"president-2024",2024,0.325713,0.422238
13,"president-2024",2024,0.44013,0.432759
14,"president-2024",2024,0.538829,0.446869
15,"president-2024",2024,0.443199,0.399573
16,"president-2024",2024,0.422002,0.430944
17,"president-2024",2024,0.379499,0.388799
18,"president-2024",2024,0.351835,0.414456
19,"president-2024",2024,0.353185,0.347927
20,"president-2024",2024,0.699788,0.687513
21,"president-2024",2024,0.416566,0.418226
22,"president-2024",2024,0.526908,0.446966
23,"president-2024",2024,0.52809,0.569693
24,"president-2024",2024,0.651553,0.695366
25,"president-2024",2024,0.509621,0.453892
26,"president-2024",2024,0.324117,0.407456
27,"president-2024",2024,0.4261,0.426505
28,"president-2024",2024,0.372124,0.371884
1,"senator-2016",2016,0.267224,0.267224
2,"senator-2016",2016,0.424953,0.424953
3,"senator-2016",2016,0.407947,0.407947
4,"senator-2016",2016,0.387251,0.387251
5,"senator-2016",2016,0.312844,0.312844
6,"senator-2016",2016,0.37609,0.37609
7,"senator-2016",2016,0.430294,0.430294
8,"senator-2016",2016,0.380455,0.408653
9,"senator-2016",2016,0.572547,0.457799
10,"senator-2016",2016,0.608746,0.62024
11,"senator-2016",2016,0.394676,0.402649
12,"senator-2016",2016,0.375267,0.460947
13,"senator-2016",2016,0.453718,0.445552
14,"senator-2016",2016,0.570293,0.439152
15,"senator-2016",2016,0.45557,0.453173
16,"senator-2016",2016,0.411351,0.455822
17,"senator-2016",2016,0.393295,0.398891
18,"senator-2016",2016,0.379209,0.433561
19,"senator-2016",2016,0.320302,0.31829
20,"senator-2016",2016,0.771257,0.747574
21,"senator-2016",2016,0.461507,0.463667
22,"senator-2016",2016,0.604158,0.48929
23,"senator-2016",2016,0.570726,0.625359
24,"senator-2016",2016,0.77613,0.814731
25,"senator-2016",2016,0.548797,0.522185
26,"senator-2016",2016,0.416982,0.512611
27,"senator-2016",2016,0.488298,0.489116
28,"senator-2016",2016,0.48877,0.487897
1,"senator-2018",2018,0.323163,0.323163
2,"senator-2018",2018,0.472935,0.472935
3,"senator-2018",2018,0.455549,0.455549
4,"senator-2018",2018,0.463838,0.463838
5,"senator-2018",2018,0.401183,0.401183
6,"senator-2018",2018,0.395748,0.395748
7,"senator-2018",2018,0.479491,0.479491
8,"senator-2018",2018,0.422405,0.457693
9,"senator-2018",2018,0.598195,0.470854
10,"senator-2018",2018,0.665162,0.672049
11,"senator-2018",2018,0.427398,0.433206
12,"senator-2018",2018,0.386154,0.491767
13,"senator-2018",2018,0.492419,0.485338
14,"senator-2018",2018,0.613486,0.482994
15,"senator-2018",2018,0.493677,0.470571
16,"senator-2018",2018,0.449082,0.489915
17,"senator-2018",2018,0.434604,0.442182
18,"senator-2018",2018,0.395281,0.452073
19,"senator-2018",2018,0.379075,0.375903
20,"senator-2018",2018,0.79992,0.778813
21,"senator-2018",2018,0.469851,0.472459
22,"senator-2018",2018,0.649093,0.535525
23,"senator-2018",2018,0.610243,0.659148
24,"senator-2018",2018,0.814191,0.852245
25,"senator-2018",2018,0.5908,0.562481
26,"senator-2018",2018,0.449288,0.557014
27,"senator-2018",2018,0.545145,0.545901
28,"senator-2018",2018,0.534683,0.533881
1,"senator-2022",2022,0.272064,0.272064
2,"senator-2022",2022,0.396501,0.396501
3,"senator-2022",2022,0.371007,0.371007
4,"senator-2022",2022,0.402873,0.402873
5,"senator-2022",2022,0.353423,0.353423
6,"senator-2022",2022,0.333569,0.333569
7,"senator-2022",2022,0.419733,0.419733
8,"senator-2022",2022,0.365116,0.396459
9,"senator-2022",2022,0.517528,0.386966
10,"senator-2022",2022,0.610161,0.617409
11,"senator-2022",2022,0.387152,0.391225
12,"senator-2022",2022,0.312722,0.409819
13,"senator-2022",2022,0.426772,0.420197
14,"senator-2022",2022,0.540069,0.423159
15,"senator-2022",2022,0.418992,0.38371
16,"senator-2022",2022,0.394234,0.420478
17,"senator-2022",2022,0.364664,0.371025
18,"senator-2022",2022,0.316429,0.382427
19,"senator-2022",2022,0.312374,0.307437
20,"senator-2022",2022,0.718731,0.703999
21,"senator-2022",2022,0.389348,0.390699
22,"senator-2022",2022,0.54316,0.436813
23,"senator-2022",2022,0.532794,0.575142
24,"senator-2022",2022,0.702924,0.751265
25,"senator-2022",2022,0.515032,0.472547
26,"senator-2022",2022,0.29873,0.409095
27,"senator-2022",2022,0.424031,0.424392
28,"senator-2022",2022,0.369186,0.36892
1,"senator-2024",2024,0.291931,0.291931
2,"senator-2024",2024,0.3883,0.3883
3,"senator-2024",2024,0.391544,0.391544
4,"senator-2024",2024,0.43885,0.43885
5,"senator-2024",2024,0.384827,0.384827
6,"senator-2024",2024,0.357842,0.357842
7,"senator-2024",2024,0.441642,0.441642
8,"senator-2024",2024,0.39354,0.422967
9,"senator-2024",2024,0.512886,0.412316
10,"senator-2024",2024,0.609944,0.617529
11,"senator-2024",2024,0.413554,0.415446
12,"senator-2024",2024,0.349078,0.43212
13,"senator-2024",2024,0.44946,0.442812
14,"senator-2024",2024,0.535882,0.447218
15,"senator-2024",2024,0.450404,0.417718
16,"senator-2024",2024,0.422643,0.433435
17,"senator-2024",2024,0.37429,0.381512
18,"senator-2024",2024,0.359377,0.418816
19,"senator-2024",2024,0.322421,0.317566
20,"senator-2024",2024,0.714895,0.704718
21,"senator-2024",2024,0.426123,0.427441
22,"senator-2024",2024,0.54408,0.445705
23,"senator-2024",2024,0.533732,0.576818
24,"senator-2024",2024,0.662741,0.7099
25,"senator-2024",2024,0.520263,0.462489
26,"senator-2024",2024,0.314656,0.416827
27,"senator-2024",2024,0.429511,0.429714
28,"senator-2024",2024,0.382746,0.382684
1,"trea-2018",2018,0.306707,0.306707
2,"trea-2018",2018,0.426041,0.426041
3,"trea-2018",2018,0.430344,0.430344
4,"trea-2018",2018,0.449449,0.449449
5,"trea-2018",2018,0.379441,0.379441
6,"trea-2018",2018,0.381305,0.381305
7,"trea-2018",2018,0.456184,0.456184
8,"trea-2018",2018,0.395095,0.430674
9,"trea-2018",2018,0.601482,0.465559
10,"trea-2018",2018,0.646906,0.654682
11,"trea-2018",2018,0.414407,0.42061
12,"trea-2018",2018,0.362235,0.468963
13,"trea-2018",2018,0.461646,0.454782
14,"trea-2018",2018,0.592429,0.46391
15,"trea-2018",2018,0.475475,0.452343
16,"trea-2018",2018,0.430845,0.466066
17,"trea-2018",2018,0.414549,0.422654
18,"trea-2018",2018,0.381481,0.442142
19,"trea-2018",2018,0.365856,0.363154
20,"trea-2018",2018,0.797958,0.772395
21,"trea-2018",2018,0.453199,0.456002
22,"trea-2018",2018,0.637237,0.526421
23,"trea-2018",2018,0.608408,0.659792
24,"trea-2018",2018,0.81595,0.85
25,"trea-2018",2018,0.580681,0.554666
26,"trea-2018",2018,0.441318,0.548914
27,"trea-2018",2018,0.525689,0.526537
28,"trea-2018",2018,0.519231,0.518329
1,"trea-2022",2022,0.266,0.266
2,"trea-2022",2022,0.3638,0.3638
3,"trea-2022",2022,0.3626,0.3626
4,"trea-2022",2022,0.3929,0.3929
5,"trea-2022",2022,0.3389,0.3389
6,"trea-2022",2022,0.321296,0.321296
7,"trea-2022",2022,0.401821,0.401821
8,"trea-2022",2022,0.3508,0.3798
9,"trea-2022",2022,0.5012,0.3761
10,"trea-2022",2022,0.5853,0.593
11,"trea-2022",2022,0.3689,0.3726
12,"trea-2022",2022,0.3037,0.3991
13,"trea-2022",2022,0.4169,0.4093
14,"trea-2022",2022,0.525,0.4131
15,"trea-2022",2022,0.4112,0.3755
16,"trea-2022",2022,0.3834,0.4086
17,"trea-2022",2022,0.3548,0.3608
18,"trea-2022",2022,0.3118,0.3749
19,"trea-2022",2022,0.3059,0.3017
20,"trea-2022",2022,0.7118,0.6938
21,"trea-2022",2022,0.3789,0.3801
22,"trea-2022",2022,0.5313,0.4254
23,"trea-2022",2022,0.5232,0.5673
24,"trea-2022",2022,0.6949,0.7449
25,"trea-2022",2022,0.499,0.4594
26,"trea-2022",2022,0.2996,0.407
27,"trea-2022",2022,0.4173,0.4177
28,"trea-2022",2022,0.3655,0.3652
