"YEAR","STATE","STATE_ABV","TOTAL_BALLOTS_COUNTED","VOTE_FOR_HIGHEST_OFFICE","VAP","NONCITIZEN_PCT","INELIGIBLE_PRISON","INELIGIBLE_PROBATION","INELIGIBLE_PAROLE","INELIGIBLE_FELONS_TOTAL","ELIGIBLE_OVERSEAS","VEP","VEP_TURNOUT_RATE","VAP_TURNOUT_RATE","rate_vap_hi","rate_vep_hi","rate_vap_tb","rate_vep_tb","gap_hi","gap_tb","presidential","vep_recon","vep_recon_pct_err","pub_vep_err","pub_vap_err","inelig_pct"
2014,"North Carolina","NC",2939767,2915281,7681181,5.9,35726,90918,10025,96665,NA,7131326,41.22,38.27,37.9536,40.8799,38.2723,41.2233,2.92638,2.95096,FALSE,7131326,0.00000450127,0.00328723,0.00233078,7.15847
2014,"North Dakota","ND",255128,248670,572498,2.2,1700,0,0,1700,NA,558203,45.71,44.56,43.436,44.5483,44.564,45.7052,1.11235,1.14124,FALSE,558203,0.00000788244,-0.00476373,0.00399848,2.49695
2014,"Ohio","OH",3149876,3055913,8968923,2.4,51024,0,0,51024,NA,8702645,36.19,35.12,34.0722,35.1148,35.1199,36.1945,1.04252,1.07458,FALSE,8702645,-0.0000017466,0.00446731,-0.000108793,2.9689
2014,"Oklahoma","OK",825607,824831,2931636,4.6,27650,28568,2560,46208,NA,2750573,30.02,28.16,28.1355,29.9876,28.162,30.0158,1.85209,1.85383,FALSE,2750573,-0.00000930715,-0.00418148,0.00198873,6.17618
2014,"Oregon","OR",1541782,1469717,3119674,6.7,15075,0,0,15075,NA,2895581,53.25,49.42,47.1112,50.7572,49.4213,53.246,3.646,3.82478,FALSE,2895581,-0.00000545659,-0.00396751,0.00125363,7.18322
2014,"Pennsylvania","PA",3535576,3495866,10088426,3.5,49643,0,0,49643,NA,9685688,36.5,35.05,34.6522,36.0931,35.0459,36.5031,1.44087,1.45723,FALSE,9685688,0.000000929206,0.00309611,-0.00413655,3.99208
2014,"Rhode Island","RI",329212,324055,844183,7.3,3294,0,0,3294,NA,779264,42.25,39,38.3868,41.5848,38.9977,42.2465,3.19793,3.24882,FALSE,779264,-0.0000460691,-0.00346994,-0.00229453,7.69016
2014,"South Carolina","SC",1261611,1246301,3760446,3.4,20917,35096,5225,45796,NA,3586795,35.17,33.55,33.1424,34.7469,33.5495,35.1738,1.60455,1.62426,FALSE,3586795,-0.00000457233,0.00376934,-0.0004955,4.61783
2014,"South Dakota","SD",282291,279412,640486,2.2,3528,0,2611,6139,NA,620256,45.51,44.07,43.625,45.0479,44.0745,45.512,1.42285,1.43751,FALSE,620256,0.0000496569,0.00201439,0.00449968,3.15854
2014,"Tennessee","TN",1430117,1374065,5061487,3.5,28495,62950,13498,77245,NA,4807090,29.75,28.25,27.1475,28.5841,28.2549,29.7502,1.43668,1.49528,FALSE,4807090,-0.000000936117,0.0001607,0.00487846,5.02613
2014,"Texas","TX",4727208,4727208,19958796,13.3,157361,388101,111412,486110,NA,16818166,28.11,23.68,23.6848,28.1077,23.6848,28.1077,4.42291,4.42291,FALSE,16818166,0.000000784866,-0.00225032,0.0048355,15.7356
2014,"Utah","UT",577973,565970,2045779,6.8,6824,0,0,6824,NA,1899842,30.42,28.25,27.6653,29.7904,28.252,30.4222,2.12512,2.17019,FALSE,1899842,0.00000147381,0.00216142,0.00197639,7.13357
2014,"Vermont","VT",202445,193087,504200,2.2,0,0,0,0,NA,493107,41.05,40.15,38.2957,39.1572,40.1517,41.055,0.861505,0.903259,FALSE,493108,0.000121677,0.00498401,0.00172551,2.20012
2014,"Virginia","VA",2194346,2184473,6462450,6.9,36943,54966,1732,69456,NA,5947085,36.9,33.96,33.8026,36.7318,33.9553,36.8978,2.92928,2.94252,FALSE,5947085,-0.000000840748,-0.00215845,-0.00467346,7.97476
2014,"Washington","WA",2124330,2029189,5485062,8.4,17345,94112,9880,79928,NA,4944389,42.96,38.73,36.9948,41.0402,38.7294,42.9645,4.04541,4.23509,FALSE,4944389,-0.00000420679,0.00445931,-0.000629211,9.85719
2014,"West Virginia","WV",462864,451498,1467174,0.9,6873,7174,2749,13639,NA,1440331,32.14,31.55,30.7733,31.3468,31.548,32.1359,0.573513,0.58795,FALSE,1440330,-0.0000392965,-0.00405347,-0.00200365,1.82957
2014,"Wisconsin","WI",2422248,2410314,4454913,3.1,22097,46212,20010,67986,NA,4248825,57.01,54.37,54.1046,56.729,54.3725,57.0098,2.62433,2.63732,FALSE,4248825,-0.00000713138,-0.00016787,0.00250963,4.62608
2014,"Wyoming","WY",171153,168390,444797,2.7,2330,5196,715,5955,NA,426832,40.1,38.48,37.8577,39.4511,38.4789,40.0984,1.5934,1.61954,FALSE,426832,0.000112691,-0.00155377,-0.00109839,4.03892
2016,"Alabama","AL",2134061,2123372,3770952,2.5,28680,52177,8562,66983,NA,3609696,59.12,56.59,56.3086,58.8241,56.5921,59.1202,2.51548,2.52814,TRUE,3609695,-0.0000221625,0.000241705,0.00210194,4.27627
2016,"Alaska","AK",321271,318608,554526,4.1,4317,6621,1812,9903,NA,521888,61.56,57.94,57.4559,61.0491,57.9361,61.5594,3.5932,3.62323,TRUE,521887,-0.000108452,-0.000623275,-0.00385273,5.88575
2016,"Arizona","AZ",2661497,2604657,5347427,9.4,37582,77373,7500,89185,NA,4755584,55.97,49.77,48.7086,54.7705,49.7715,55.9657,6.06189,6.19418,TRUE,4755584,-0.00000290185,-0.00427634,0.00154433,11.0678
2016,"Arkansas","AR",1137772,1130635,2287921,3.8,17242,30881,23792,58636,NA,2142344,53.11,49.73,49.4176,52.7756,49.7295,53.1087,3.35803,3.37923,TRUE,2142344,0.0000000933557,-0.00125556,-0.000485738,6.36285
2016,"California","CA",14610509,14181595,30130155,16.4,130390,0,0,130390,NA,25058420,58.31,48.49,47.0678,56.5941,48.4913,58.3058,9.52635,9.81447,TRUE,25058420,-0.00000167608,-0.00421296,0.00131709,16.8328
2016,"Colorado","CO",2859216,2780247,4301685,7,18576,0,10186,28762,NA,3971805,71.99,66.47,64.6316,69.9996,66.4673,71.9878,5.368,5.52047,TRUE,3971805,0.00000125887,-0.00217582,-0.00265058,7.66862
2016,"Connecticut","CT",1675955,1644920,2827488,7.8,14475,0,3379,17854,NA,2589090,64.73,59.27,58.176,63.5327,59.2736,64.7314,5.35673,5.45779,TRUE,2589090,-0.00000247191,0.00143073,0.00363794,8.43144
2016,"Delaware","DE",445228,443814,748217,5.7,6254,15395,387,15416,NA,690153,64.51,59.51,59.3162,64.3066,59.5052,64.5115,4.9904,5.0063,TRUE,690153,-0.0000534664,0.00149238,-0.00480298,7.76032
2016,"District of Columbia","DC",312575,311268,565352,8.4,0,0,0,0,NA,517863,60.36,55.29,55.0574,60.1062,55.2886,60.3586,5.04886,5.07006,TRUE,517862,-0.000109682,-0.00137233,-0.00143641,8.3999
2016,"Florida","FL",9580489,9420039,16533216,10.5,92847,214066,4566,219431,NA,14577798,65.72,57.95,56.9764,64.6191,57.9469,65.7197,7.64263,7.77281,TRUE,14577797,-0.00000466463,-0.000273331,-0.00308272,11.8272
2016,"Georgia","GA",4165405,4114732,7831741,7.2,51092,410964,22386,307727,NA,6960129,59.85,53.19,52.5392,59.1186,53.1862,59.8467,6.57944,6.66047,TRUE,6960129,-0.00000505738,-0.00333624,-0.00380551,11.1292
2016,"Hawaii","HI",437664,428937,1120762,9.1,5474,0,0,5474,NA,1013299,43.19,39.05,38.2719,42.3307,39.0506,43.192,4.05884,4.14142,TRUE,1013299,-0.0000337511,0.00198973,0.00057452,9.58839
2016,"Idaho","ID",710545,690255,1256143,4.4,7949,32409,5054,31476,NA,1169396,60.76,56.57,54.9504,59.0266,56.5656,60.7617,4.07627,4.1961,TRUE,1169397,0.0000605441,0.00170946,-0.00438605,6.90582
2016,"Illinois","IL",5666118,5589631,9887574,8.5,42017,0,0,42017,NA,9005114,62.92,57.31,56.5319,62.0717,57.3054,62.9211,5.53987,5.61567,TRUE,9005113,-0.00000877279,0.00111349,-0.00455784,8.92494
2016,"Indiana","IN",2807676,2734958,5072700,3.7,24948,0,0,24948,NA,4860062,57.77,55.35,53.9152,56.2741,55.3487,57.7704,2.35891,2.42162,TRUE,4860062,0.00000205759,0.000374123,-0.00125081,4.19181
2016,"Iowa","IA",1581371,1566031,2404019,3.6,8888,29254,6051,31614,NA,2285860,69.18,65.78,65.1422,68.5095,65.7803,69.1806,3.36728,3.40027,TRUE,2285860,0.0000138241,0.000570989,0.000303733,4.91506
2016,"Kansas","KS",1225667,1184402,2196904,5.2,9613,16654,4830,23936,NA,2058729,59.54,55.79,53.9123,57.5307,55.7906,59.5351,3.61841,3.74448,TRUE,2058729,-0.000000388589,-0.00486934,0.000649022,6.28953
2016,"Kentucky","KY",1955195,1924149,3430752,2.4,22868,48457,15383,65871,NA,3282543,59.56,56.99,56.0853,58.6176,56.9903,59.5634,2.53229,2.57315,TRUE,3282543,-0.00000146228,0.00342385,0.000275018,4.32001
2016,"Louisiana","LA",2049531,2029032,3563801,2.7,35543,40174,30907,89349,NA,3378229,60.67,57.51,56.9345,60.062,57.5097,60.6688,3.12751,3.15911,TRUE,3378229,0.0000110413,-0.00119987,-0.000307399,5.20714
2016,"Maine","ME",771892,747927,1079197,1.8,0,0,0,0,NA,1059772,72.84,71.52,69.304,70.5743,71.5247,72.8357,1.2703,1.31101,TRUE,1059771,-0.0000515205,-0.00433346,0.00466139,1.79995
2016,"Maryland","MD",2807322,2781446,4663738,8.8,19382,72529,10305,71029,NA,4182300,67.12,60.19,59.6398,66.5052,60.1947,67.1239,6.86533,6.9292,TRUE,4182300,0.00000133898,0.00387921,0.00467646,10.323
2016,"Massachusetts","MA",3378801,3325046,5453921,8.9,8780,0,0,8780,NA,4959742,68.12,61.95,60.9662,67.0407,61.9518,68.1245,6.07455,6.17275,TRUE,4959742,0.000000625033,0.00453148,0.00177745,9.06099
2016,"Michigan","MI",4874619,4799284,7765389,3.7,40502,0,0,40502,NA,7437567,65.54,62.77,61.8035,64.5276,62.7737,65.5405,2.72408,2.76684,TRUE,7437568,0.00000816127,0.000505383,0.00366144,4.22158
2016,"Minnesota","MN",2968281,2944813,4242668,4.6,10158,96852,7075,72439,NA,3975066,74.67,69.96,69.4095,74.0821,69.9626,74.6725,4.67265,4.70989,TRUE,3975066,0.00000684265,0.002496,0.00260372,6.3074
2016,"Mississippi","MS",1209357,1209357,2268353,1.4,19150,29067,8645,44363,NA,2192233,55.17,53.31,53.3143,55.1655,53.3143,55.1655,1.85121,1.85121,TRUE,2192233,0.0000026457,-0.00446787,0.00432101,3.35574
2016,"Missouri","MO",2811549,2808605,4709176,2.5,31956,43799,17792,74713,NA,4516733,62.25,59.7,59.6411,62.1822,59.7036,62.2474,2.54111,2.54377,TRUE,4516734,0.0000132839,-0.00259684,0.00362968,4.08655
2016,"Montana","MT",516901,497147,816023,1.2,3795,0,0,3795,NA,802436,64.42,63.34,60.9232,61.9547,63.3439,64.4165,1.03156,1.07255,TRUE,802436,-0.0000343953,-0.00352317,0.00392536,1.66503
2016,"Nebraska","NE",860573,844227,1435123,5.5,5079,13489,1088,13856,NA,1342336,64.11,59.97,58.8261,62.8924,59.9651,64.1101,4.06627,4.145,TRUE,1342335,-0.0000569902,0.000103581,-0.00489596,6.46544
2016,"Nevada","NV",1125429,1125385,2260341,12.6,13742,13724,5261,26826,NA,1948712,57.75,49.79,49.7883,57.7502,49.7902,57.7525,7.96191,7.96222,TRUE,1948712,0.00000174474,0.00245393,0.000230766,13.7868
2016,"New Hampshire","NH",755850,744296,1082981,2.9,2818,0,0,2818,NA,1048757,72.07,69.79,68.7266,70.9693,69.7935,72.071,2.24275,2.27756,TRUE,1048757,-0.0000428126,0.00103266,0.00346821,3.16017
2016,"New Jersey","NJ",3957303,3874046,6903418,12,18504,140589,15128,113768,NA,5961240,66.38,57.32,56.1178,64.9873,57.3238,66.3839,8.86946,9.06007,TRUE,5961240,-0.00000268401,0.00388993,0.00382133,13.648
2016,"New Mexico","NM",804043,798319,1600627,6.9,6914,12714,2780,16941,NA,1473243,54.58,50.23,49.8754,54.1879,50.233,54.5764,4.31248,4.3434,TRUE,1473243,-0.0000178518,-0.0035995,0.00300244,7.95838
2016,"New York","NY",7786881,7721453,15473628,12,46416,0,44426,90842,NA,13525950,57.57,50.32,49.9007,57.0862,50.3236,57.5699,7.18549,7.24637,TRUE,13525951,0.00000473165,-0.0000622137,0.00356342,12.5871
2016,"North Carolina","NC",4769640,4741564,7898733,5.5,34357,82466,12726,94089,NA,7370213,64.72,60.38,60.0294,64.3342,60.3849,64.7151,4.30473,4.33022,TRUE,7370214,0.00000929417,-0.00490968,0.00487438,6.6912
2016,"North Dakota","ND",349945,344360,579842,2.2,1791,0,0,1791,NA,565295,61.9,60.35,59.3886,60.9169,60.3518,61.9048,1.52827,1.55306,TRUE,565294,-0.000092695,0.00484614,0.00178549,2.50879
2016,"Ohio","OH",5607641,5496487,9028098,2.4,51666,0,0,51666,NA,8759758,64.02,62.11,60.882,62.747,62.1132,64.0159,1.86501,1.90273,TRUE,8759758,-0.00000401838,-0.00406486,0.0032048,2.97228
2016,"Oklahoma","OK",1465505,1452992,2972077,4.7,26691,33562,1895,47716,NA,2784673,52.63,49.31,48.8881,52.1782,49.3091,52.6275,3.29009,3.31842,TRUE,2784673,0.000013682,-0.0024563,-0.000880485,6.30549
2016,"Oregon","OR",2056310,2001336,3233909,6.3,15166,0,0,15166,NA,3015007,68.2,63.59,61.886,66.3791,63.5859,68.2025,4.49318,4.6166,TRUE,3015007,-0.0000088557,0.00249505,-0.00410442,6.76896
2016,"Pennsylvania","PA",6223150,6165478,10114662,3.7,48098,0,0,48098,NA,9692322,64.21,61.53,60.9558,63.612,61.526,64.207,2.65613,2.68098,TRUE,9692322,-0.00000509682,-0.00299161,-0.00396977,4.17552
2016,"Rhode Island","RI",469589,464144,848850,7.1,3038,0,0,3038,NA,785544,59.78,55.32,54.6792,59.0857,55.3206,59.7788,4.40652,4.45822,TRUE,785544,-0.0000445551,-0.00117157,0.000610237,7.45785
2016,"South Carolina","SC",2123584,2103027,3881185,3.4,20350,32634,4347,43298,NA,3705927,57.3,54.71,54.1852,56.7477,54.7148,57.3024,2.56249,2.58753,TRUE,3705927,-0.0000078253,0.00236996,0.0048358,4.51558
2016,"South Dakota","SD",378995,370093,651179,2.5,3744,0,2687,6431,NA,628468,60.3,58.2,56.8343,58.8881,58.2014,60.3046,2.05383,2.10323,TRUE,628469,0.0000835365,0.00458194,0.00135477,3.48767
2016,"Tennessee","TN",2545271,2508027,5162937,3.5,27906,62609,12092,75685,NA,4906550,51.87,49.3,48.5775,51.1159,49.2989,51.875,2.53837,2.57607,TRUE,4906549,-0.0000162028,0.00496306,-0.00110288,4.96591
2016,"Texas","TX",8975000,8969226,20718271,13.3,155327,374285,111287,479956,NA,17482785,51.34,43.32,43.2914,51.3032,43.3193,51.3362,8.0118,8.01696,TRUE,17482785,-0.000000245956,-0.00378555,-0.000748118,15.6166
2016,"Utah","UT",1152369,1131430,2139328,6.9,5846,0,0,5846,NA,1985869,58.03,53.87,52.8872,56.9741,53.8659,58.0285,4.08688,4.16252,TRUE,1985868,-0.0000318249,-0.00154999,-0.0040664,7.17323
2016,"Vermont","VT",320467,315067,505888,2.2,0,0,0,0,NA,494758,64.77,63.35,62.28,63.681,63.3474,64.7725,1.40104,1.42505,TRUE,494758,0.0000937832,0.00247462,-0.00257923,2.20009
2016,"Virginia","VA",3996302,3984631,6556247,6.9,36959,60821,1650,73277,NA,6030589,66.27,60.95,60.7761,66.0737,60.9541,66.2672,5.29757,5.31308,TRUE,6030589,-0.000000713032,-0.00280786,0.00410987,8.01767
2016,"Washington","WA",3363440,3317019,5693791,8.6,18335,89317,11322,80568,NA,5123557,65.65,59.07,58.2568,64.7406,59.0721,65.6466,6.48378,6.57451,TRUE,5123557,-0.00000050746,-0.00341892,0.0020664,10.015
2016,"West Virginia","WV",732362,714423,1454560,1.1,7137,6523,3550,14405,NA,1424155,51.42,50.35,49.1161,50.1647,50.3494,51.4243,1.0486,1.07493,TRUE,1424155,-0.0000112347,0.00431828,-0.000615994,2.09032
2016,"Wisconsin","WI",2993000,2976150,4493054,3.2,22889,44489,20401,68649,NA,4280628,69.92,66.61,66.2389,69.526,66.6139,69.9196,3.2871,3.30571,TRUE,4280627,-0.0000170069,-0.000352696,0.00393342,4.72788
2016,"Wyoming","WY",258788,255849,446228,2.4,2323,4666,842,5825,NA,429694,60.23,57.99,57.3359,59.5421,57.9946,60.2261,2.2062,2.23155,TRUE,429694,-0.000109846,-0.0038856,0.0045678,3.70528
2018,"Alabama","AL",1721906,1719589,3802178,2.3,25907,29068,10266,65241,NA,3649487,47.18,45.29,45.2264,47.1186,45.2874,47.1821,1.89223,1.89478,FALSE,3649487,-0.0000025757,0.0021382,-0.00264102,4.01588
2018,"Alaska","AK",285009,283134,552149,3.51,4295,1182,1348,6825,NA,525944,54.19,51.62,51.2785,53.8335,51.6181,54.19,2.55494,2.57186,FALSE,525944,-0.0000817387,-0.0000101912,-0.00186794,4.746
2018,"Arizona","AZ",2409910,2384308,5559776,7.87,38571,43801,7536,89908,NA,5032314,47.89,43.35,42.885,47.38,43.3455,47.8887,4.49499,4.54325,FALSE,5032314,-0.00000737633,-0.00129512,-0.00454867,9.48711
2018,"Arkansas","AR",898793,891509,2310569,3.64,17518,20930,24698,63146,NA,2163318,41.55,38.9,38.584,41.2103,38.8992,41.547,2.6263,2.64776,FALSE,2163318,0.0000133314,-0.00303372,-0.000793787,6.37293
2018,"California","CA",12712542,12464235,30532421,14.57,104730,0,0,104730,NA,25979117,48.93,41.64,40.823,47.9779,41.6362,48.9337,7.15495,7.29749,FALSE,25979117,0.00000100196,0.00369548,-0.00379303,14.913
2018,"Colorado","CO",2583580,2525062,4451426,5.83,18914,0,10759,29673,NA,4162235,62.07,58.04,56.7248,60.666,58.0394,62.0719,3.94122,4.03256,FALSE,4162235,-0.00000326267,0.00193972,-0.000621158,6.49659
2018,"Connecticut","CT",1421953,1406803,2836517,7.59,13314,0,4452,17766,NA,2603459,54.62,50.13,49.5961,54.0359,50.1302,54.6178,4.43978,4.48759,FALSE,2603459,0.0000138162,-0.00216273,0.000247765,8.21634
2018,"Delaware","DE",365467,362592,764575,5.13,5885,8080,350,14315,NA,711038,51.4,47.8,47.424,50.9947,47.8,51.3991,3.57075,3.59906,FALSE,711037,-0.000098096,-0.000918657,0.0000196187,7.00219
2018,"District of Columbia","DC",231482,224658,575793,7.65,0,0,0,0,NA,531745,43.53,40.2,39.0171,42.2492,40.2023,43.5325,3.23205,3.33023,FALSE,531745,-0.0000309359,0.00252029,0.00229492,7.64997
2018,"Florida","FL",8318824,8220561,17097477,9.36,91765,116869,4345,212979,NA,15284174,54.43,48.66,48.0806,53.7848,48.6553,54.4277,5.70424,5.77243,FALSE,15284174,0.000000999727,-0.00230244,-0.00472765,10.6057
2018,"Georgia","GA",3949905,3939328,8040683,5.94,50963,237559,20426,308948,NA,7254119,54.45,49.12,48.9925,54.3047,49.124,54.4505,5.31225,5.32651,FALSE,7254118,-0.00000786036,0.000512874,0.00399855,9.7823
2018,"Hawaii","HI",398657,390843,1117235,8.21,5007,0,0,5007,NA,1020503,39.06,35.68,34.9831,38.2991,35.6825,39.0648,3.31599,3.38229,FALSE,1020503,0.000000636941,0.00475532,0.00246609,8.65816
2018,"Idaho","ID",612536,605131,1316753,4,8378,19603,5267,33248,NA,1230835,49.77,46.52,45.9563,49.1643,46.5187,49.7659,3.20796,3.24722,FALSE,1230835,-0.00000974948,-0.00410936,-0.00132869,6.52499
2018,"Illinois","IL",4635541,4570842,9863329,7.94,38464,0,0,38464,NA,9041717,51.27,47,46.3418,50.5528,46.9977,51.2684,4.21103,4.27064,FALSE,9041717,-0.00000356791,-0.00162918,-0.00226729,8.32997
2018,"Indiana","IN",2308258,2282565,5137998,3.65,26330,0,0,26330,NA,4924131,46.88,44.93,44.4252,46.3547,44.9252,46.8765,1.92949,1.95121,FALSE,4924131,0.0000014825,-0.00354606,-0.00475869,4.16246
2018,"Iowa","IA",1334279,1327638,2422272,3.12,9219,16608,6652,32479,NA,2314218,57.66,55.08,54.8096,57.3688,55.0838,57.6557,2.55914,2.57194,FALSE,2314218,0.00000490879,-0.00428217,0.00378085,4.46085
2018,"Kansas","KS",1060000,1055566,2208263,4.67,9882,9379,5438,24699,NA,2080438,50.95,48,47.8007,50.7377,48.0015,50.9508,2.93694,2.94928,FALSE,2080438,0.00000566708,0.000809397,0.0015288,5.78849
2018,"Kentucky","KY",1612353,1569798,3457567,2.53,23280,26771,15881,65932,NA,3304159,48.8,46.63,45.4018,47.5098,46.6326,48.7977,2.10795,2.16509,FALSE,3304159,-0.0000134709,-0.00231805,0.00258875,4.43688
2018,"Louisiana","LA",1519405,1460585,3562345,2.88,32281,19964,29321,81566,NA,3378184,44.98,42.65,41.0007,43.2358,42.6518,44.977,2.23514,2.32516,FALSE,3378183,-0.0000158665,-0.0030242,0.00182064,5.16966
2018,"Maine","ME",646013,634409,1090959,1.92,0,0,0,0,NA,1070013,60.37,59.22,58.1515,59.2898,59.2151,60.3743,1.13834,1.15916,FALSE,1070013,-0.000038579,0.00431321,-0.00485076,1.91996
2018,"Maryland","MD",2335128,2304512,4701240,8.07,18181,0,0,18181,NA,4303669,54.26,49.67,49.0192,53.5476,49.6705,54.259,4.52838,4.58854,FALSE,4303669,-0.00000158005,-0.000994486,0.000469919,8.45673
2018,"Massachusetts","MA",2752665,2707090,5525134,8.92,7772,0,0,7772,NA,5024520,54.78,49.82,48.9959,53.8776,49.8208,54.7846,4.88167,4.96385,FALSE,5024520,0.000000939393,0.00463614,0.000782627,9.06067
2018,"Michigan","MI",4341340,4250585,7828901,3.27,38218,0,0,38218,NA,7534678,57.62,55.45,54.2935,56.4136,55.4527,57.6181,2.12012,2.16538,FALSE,7534678,-0.000000832152,-0.0018775,0.00273851,3.75816
2018,"Minnesota","MN",2611365,2596879,4314700,4.02,9717,57043,7381,74141,NA,4067108,64.21,60.52,60.1868,63.8508,60.5225,64.2069,3.66397,3.68441,FALSE,4067108,0.00000147525,-0.00307459,0.00251605,5.73834
2018,"Mississippi","MS",961025,936215,2275427,1.4,19258,15558,9866,44682,NA,2198889,43.71,42.23,41.1446,42.5767,42.2349,43.705,1.43214,1.4701,FALSE,2198889,0.00000100051,-0.00497442,0.00492997,3.36368
2018,"Missouri","MO",2442306,2442289,4752240,2.28,30151,25006,19251,74408,NA,4569481,53.45,51.39,51.3924,53.4478,51.3927,53.4482,2.05547,2.05548,FALSE,4569481,-0.00000157567,-0.00178564,0.00273269,3.84574
2018,"Montana","MT",509213,504384,834674,1.35,3754,0,0,3754,NA,819652,62.13,61.01,60.4289,61.5364,61.0074,62.1255,1.1075,1.1181,FALSE,819652,-0.0000120783,-0.0044882,-0.00258872,1.79974
2018,"Nebraska","NE",706652,698417,1452363,4.74,5266,8490,958,14714,NA,1368807,51.63,48.66,48.0883,51.0238,48.6553,51.6254,2.93545,2.97006,FALSE,1368807,-0.000000452949,-0.0046065,-0.00467072,5.75311
2018,"Nevada","NV",975980,972132,2355238,10.34,12420,7558.2,6492,26470,NA,2085237,46.8,41.44,41.2753,46.6197,41.4387,46.8043,5.34442,5.36557,FALSE,2085236,-0.0000292149,0.00427213,-0.00130039,11.4639
2018,"New Hampshire","NH",580568,573608,1098605,2.6,2635,0,0,2635,NA,1067406,54.39,52.85,52.2124,53.7385,52.8459,54.3906,1.52611,1.54462,FALSE,1067406,0.000025295,0.00055055,-0.00407266,2.83987
2018,"New Jersey","NJ",3248642,3169310,6937759,11.22,18099,74867.8,14967,107934,NA,6051408,53.68,46.83,45.682,52.3731,46.8255,53.6841,6.69106,6.85854,FALSE,6051408,0.00000727434,0.00406824,-0.00447608,12.7758
2018,"New Mexico","NM",701654,696459,1614275,5.97,6887,6891,2805,16583,NA,1501320,46.74,43.47,43.1438,46.3898,43.4656,46.7358,3.24601,3.27023,FALSE,1501320,-0.0000144873,-0.00419418,-0.00441948,6.99726
2018,"New York","NY",6230959,6104477,15448193,10.32,42472,0,45192,87664,NA,13766275,45.26,40.33,39.5158,44.3437,40.3345,45.2625,4.82791,4.92794,FALSE,13766275,0.00000350422,0.00249112,0.00454916,10.8875
2018,"North Carolina","NC",3755778,3693104,8115658,5.37,33700,45638.8,14215,93554,NA,7586293,49.51,46.28,45.5059,48.6813,46.2782,49.5074,3.17536,3.22925,FALSE,7586293,0.00000218025,-0.00257918,-0.00183007,6.52276
2018,"North Dakota","ND",330598,326138,580647,2.66,1679,0,0,1679,NA,563523,58.67,56.94,56.168,57.8748,56.9361,58.6663,1.7068,1.73014,FALSE,563523,-0.0000373011,-0.00371664,-0.00385808,2.94912
2018,"Ohio","OH",4496834,4429582,9092226,2.54,49932,0,0,49932,NA,8811352,51.03,49.46,48.7183,50.2713,49.458,51.0346,1.55296,1.57654,FALSE,8811351,-0.000006133,0.00455179,-0.00199049,3.08917
2018,"Oklahoma","OK",1190000,1186385,2992026,4.12,27572,23690,1780,53042,NA,2815712,42.26,39.77,39.6516,42.1345,39.7724,42.2628,2.4829,2.49046,FALSE,2815713,0.0000187803,0.00284506,0.00238166,5.8928
2018,"Oregon","OR",1914923,1866997,3325599,5.53,13795,0,0,13795,NA,3127898,61.22,57.58,56.1402,59.6886,57.5813,61.2208,3.54838,3.63947,FALSE,3127898,0.0000119985,0.000762314,0.00129588,5.94482
2018,"Pennsylvania","PA",5043029,5012555,10155993,3.61,44162,0,0,44162,NA,9745199,51.75,49.66,49.3556,51.4361,49.6557,51.7489,2.08051,2.09316,FALSE,9745200,0.00000669766,-0.00114397,-0.0043041,4.04484
2018,"Rhode Island","RI",381267,376738,853159,6.75,2767,0,0,2767,NA,792803,48.09,44.69,44.158,47.5197,44.6889,48.091,3.36174,3.40216,FALSE,792804,0.0000968084,0.00101378,-0.00114364,7.07441
2018,"South Carolina","SC",1726527,1707569,3997248,3.29,18613,18226,4980,41819,NA,3823919,45.15,43.19,42.7186,44.6549,43.1929,45.1507,1.93633,1.95783,FALSE,3823920,0.0000141426,0.000721027,0.00289171,4.33621
2018,"South Dakota","SD",341048,339214,664037,2.22,3867,0,3201,7068,NA,642227,53.1,51.36,51.0836,52.8184,51.3598,53.104,1.7348,1.74418,FALSE,642227,0.0000589511,0.0039648,-0.000211314,3.28446
2018,"Tennessee","TN",2267428,2243740,5281898,3.48,26120,34914,10842,71876,NA,5026212,45.11,42.93,42.4798,44.6408,42.9283,45.1121,2.16097,2.18378,FALSE,5026212,-0.00000100274,0.00206451,-0.00171929,4.8408
2018,"Texas","TX",8375000,8371655,21367177,12.21,154935,209855,109213,474003,NA,18284242,45.8,39.2,39.18,45.7862,39.1956,45.8045,6.6062,6.60884,FALSE,18284242,-0.00000170475,0.00446923,-0.00436831,14.4284
2018,"Utah","UT",1082972,1065630,2240839,5.9,6288,0,0,6288,NA,2102342,51.51,48.33,47.555,50.6878,48.3289,51.5126,3.1328,3.18378,FALSE,2102341,-0.0000238306,0.00264637,-0.00113746,6.18059
2018,"Vermont","VT",278230,274087,509304,1.97,0,0,0,0,NA,499271,55.73,54.63,53.816,54.8974,54.6295,55.7273,1.08145,1.0978,FALSE,499271,-0.0000578443,-0.00274967,-0.0005449,1.96994
2018,"Virginia","VA",3363505,3351373,6648405,6.01,35754,35973,1860,73587,NA,6175249,54.47,50.59,50.4087,54.2711,50.5912,54.4675,3.86238,3.87636,FALSE,6175249,-0.00000227521,-0.00247974,0.00115683,7.11683
2018,"Washington","WA",3133448,3086168,5894441,8.8,18787,43703,12222,74712,NA,5301018,59.11,53.16,52.3573,58.2184,53.1594,59.1103,5.86114,5.95093,FALSE,5301018,0.00000362195,0.000306737,-0.000624921,10.0675
