"lev","uid","part","x","y","code"
"b",9,1,13.063,9.819,"15213"
"b",10,1,12.91,9.648,"15213"
"b",10,1,12.921,9.646,"15213"
"b",10,1,12.934,9.647,"15213"
"b",10,1,12.944,9.649,"15213"
"b",10,1,12.96,9.655,"15213"
"b",10,1,13.031,9.682,"15213"
"b",10,1,13.043,9.687,"15213"
"b",10,1,13.046,9.693,"15213"
"b",10,1,13.048,9.702,"15213"
"b",10,1,13.049,9.709,"15213"
"b",10,1,13.048,9.719,"15213"
"b",10,1,13.018,9.803,"15213"
"b",10,1,13.063,9.819,"15213"
"b",10,1,13.069,9.794,"15213"
"b",10,1,13.07,9.79,"15213"
"b",10,1,13.077,9.76,"15213"
"b",10,1,13.078,9.754,"15213"
"b",10,1,13.106,9.758,"15213"
"b",10,1,13.11,9.758,"15213"
"b",10,1,13.125,9.762,"15213"
"b",10,1,13.158,9.615,"15213"
"b",10,1,13.166,9.585,"15213"
"b",10,1,13.157,9.555,"15213"
"b",10,1,13.156,9.552,"15213"
"b",10,1,13.148,9.526,"15213"
"b",10,1,13.144,9.51,"15213"
"b",10,1,13.136,9.49,"15213"
"b",10,1,13.135,9.485,"15213"
"b",10,1,13.125,9.469,"15213"
"b",10,1,13.114,9.457,"15213"
"b",10,1,13.104,9.45,"15213"
"b",10,1,13.092,9.441,"15213"
"b",10,1,13.075,9.435,"15213"
"b",10,1,13.057,9.429,"15213"
"b",10,1,13.052,9.428,"15213"
"b",10,1,13.05,9.438,"15213"
"b",10,1,13.039,9.492,"15213"
"b",10,1,13.035,9.514,"15213"
"b",10,1,13.027,9.559,"15213"
"b",10,1,12.993,9.559,"15213"
"b",10,1,12.927,9.575,"15213"
"b",10,1,12.88,9.656,"15213"
"b",10,1,12.91,9.648,"15213"
"b",11,1,12.87,9.676,"15213"
"b",11,1,12.88,9.709,"15213"
"b",11,1,12.882,9.717,"15213"
"b",11,1,12.884,9.732,"15213"
"b",11,1,12.898,9.732,"15213"
"b",11,1,12.914,9.734,"15213"
"b",11,1,12.925,9.737,"15213"
"b",11,1,12.933,9.741,"15213"
"b",11,1,12.939,9.745,"15213"
"b",11,1,12.944,9.751,"15213"
"b",11,1,12.947,9.758,"15213"
"b",11,1,12.948,9.759,"15213"
"b",11,1,12.945,9.774,"15213"
"b",11,1,12.945,9.779,"15213"
"b",11,1,12.943,9.785,"15213"
"b",11,1,12.941,9.79,"15213"
"b",11,1,12.939,9.795,"15213"
"b",11,1,12.937,9.801,"15213"
"b",11,1,12.935,9.806,"15213"
"b",11,1,12.933,9.814,"15213"
"b",11,1,12.97,9.828,"15213"
"b",11,1,13.004,9.841,"15213"
"b",11,1,13.018,9.803,"15213"
"b",11,1,13.048,9.719,"15213"
"b",11,1,13.049,9.709,"15213"
"b",11,1,13.048,9.702,"15213"
"b",11,1,13.046,9.693,"15213"
"b",11,1,13.043,9.687,"15213"
"b",11,1,13.031,9.682,"15213"
"b",11,1,12.96,9.655,"15213"
"b",11,1,12.944,9.649,"15213"
"b",11,1,12.934,9.647,"15213"
"b",11,1,12.921,9.646,"15213"
"b",11,1,12.91,9.648,"15213"
"b",11,1,12.88,9.656,"15213"
"b",11,1,12.866,9.66,"15213"
"b",11,1,12.87,9.676,"15213"
"b",12,1,12.467,9.746,"15213"
"b",12,1,12.484,9.748,"15213"
"b",12,1,12.521,9.778,"15213"
"b",12,1,12.527,9.784,"15213"
"b",12,1,12.542,9.774,"15213"
"b",12,1,12.555,9.763,"15213"
"b",12,1,12.563,9.755,"15213"
"b",12,1,12.572,9.74,"15213"
"b",12,1,12.575,9.734,"15213"
"b",12,1,12.583,9.723,"15213"
"b",12,1,12.588,9.718,"15213"
"b",12,1,12.59,9.717,"15213"
"b",12,1,12.595,9.713,"15213"
"b",12,1,12.604,9.708,"15213"
"b",12,1,12.611,9.707,"15213"
"b",12,1,12.62,9.706,"15213"
"b",12,1,12.63,9.707,"15213"
"b",12,1,12.631,9.707,"15213"
"b",12,1,12.635,9.708,"15213"
"b",12,1,12.64,9.709,"15213"
"b",12,1,12.65,9.714,"15213"
"b",12,1,12.654,9.716,"15213"
"b",12,1,12.677,9.726,"15213"
"b",12,1,12.685,9.73,"15213"
"b",12,1,12.701,9.738,"15213"
"b",12,1,12.706,9.732,"15213"
"b",12,1,12.719,9.72,"15213"
"b",12,1,12.734,9.709,"15213"
"b",12,1,12.742,9.704,"15213"
"b",12,1,12.769,9.691,"15213"
"b",12,1,12.791,9.683,"15213"
"b",12,1,12.799,9.68,"15213"
"b",12,1,12.866,9.66,"15213"
"b",12,1,12.88,9.656,"15213"
"b",12,1,12.927,9.575,"15213"
"b",12,1,12.993,9.559,"15213"
"b",12,1,13.027,9.559,"15213"
"b",12,1,13.035,9.514,"15213"
"b",12,1,13.039,9.492,"15213"
"b",12,1,13.05,9.438,"15213"
"b",12,1,13.052,9.428,"15213"
"b",12,1,12.996,9.419,"15213"
"b",12,1,12.944,9.41,"15213"
"b",12,1,12.902,9.403,"15213"
"b",12,1,12.887,9.406,"15213"
"b",12,1,12.868,9.411,"15213"
"b",12,1,12.682,9.456,"15213"
"b",12,1,12.652,9.464,"15213"
"b",12,1,12.637,9.467,"15213"
"b",12,1,12.56,9.486,"15213"
"b",12,1,12.552,9.488,"15213"
"b",12,1,12.544,9.49,"15213"
"b",12,1,12.546,9.5,"15213"
"b",12,1,12.551,9.517,"15213"
"b",12,1,12.551,9.528,"15213"
"b",12,1,12.55,9.532,"15213"
"b",12,1,12.55,9.535,"15213"
"b",12,1,12.546,9.542,"15213"
"b",12,1,12.528,9.572,"15213"
"b",12,1,12.516,9.595,"15213"
"b",12,1,12.509,9.609,"15213"
"b",12,1,12.505,9.619,"15213"
"b",12,1,12.501,9.654,"15213"
"b",12,1,12.499,9.672,"15213"
"b",12,1,12.499,9.675,"15213"
"b",12,1,12.495,9.696,"15213"
"b",12,1,12.489,9.711,"15213"
"b",12,1,12.478,9.731,"15213"
"b",12,1,12.474,9.737,"15213"
"b",12,1,12.467,9.746,"15213"
"b",13,1,12.4,9.822,"15213"
"b",13,1,12.402,9.824,"15213"
"b",13,1,12.412,9.831,"15213"
"b",13,1,12.416,9.834,"15213"
"b",13,1,12.421,9.835,"15213"
"b",13,1,12.425,9.836,"15213"
"b",13,1,12.434,9.837,"15213"
"b",13,1,12.441,9.836,"15213"
"b",13,1,12.447,9.834,"15213"
"b",13,1,12.45,9.833,"15213"
"b",13,1,12.485,9.811,"15213"
"b",13,1,12.503,9.8,"15213"
"b",13,1,12.527,9.784,"15213"
"b",13,1,12.521,9.778,"15213"
"b",13,1,12.484,9.748,"15213"
"b",13,1,12.467,9.746,"15213"
"b",13,1,12.451,9.763,"15213"
"b",13,1,12.434,9.777,"15213"
"b",13,1,12.412,9.794,"15213"
"b",13,1,12.407,9.798,"15213"
"b",13,1,12.392,9.816,"15213"
"b",13,1,12.4,9.822,"15213"
"b",14,1,13.516,10.268,"15213"
"b",14,1,13.519,10.275,"15213"
"b",14,1,13.523,10.279,"15213"
"b",14,1,13.546,10.31,"15213"
"b",14,1,13.553,10.321,"15213"
"b",14,1,13.589,10.303,"15213"
"b",14,1,13.613,10.291,"15213"
"b",14,1,13.661,10.267,"15213"
"b",14,1,13.683,10.256,"15213"
"b",14,1,13.695,10.25,"15213"
"b",14,1,13.73,10.233,"15213"
"b",14,1,13.704,10.197,"15213"
"b",14,1,13.686,10.204,"15213"
"b",14,1,13.675,10.206,"15213"
"b",14,1,13.664,10.208,"15213"
"b",14,1,13.645,10.209,"15213"
"b",14,1,13.637,10.21,"15213"
"b",14,1,13.629,10.212,"15213"
"b",14,1,13.613,10.22,"15213"
"b",14,1,13.546,10.254,"15213"
"b",14,1,13.526,10.264,"15213"
"b",14,1,13.521,10.266,"15213"
"b",14,1,13.516,10.268,"15213"
"b",15,1,13.337,10.176,"15213"
"b",15,1,13.345,10.191,"15213"
"b",15,1,13.348,10.196,"15213"
"b",15,1,13.361,10.22,"15213"
"b",15,1,13.391,10.277,"15213"
"b",15,1,13.399,10.291,"15213"
"b",15,1,13.404,10.301,"15213"
"b",15,1,13.408,10.305,"15213"
"b",15,1,13.413,10.308,"15213"
"b",15,1,13.415,10.309,"15213"
"b",15,1,13.418,10.31,"15213"
"b",15,1,13.427,10.311,"15213"
"b",15,1,13.434,10.309,"15213"
"b",15,1,13.436,10.309,"15213"
"b",15,1,13.46,10.297,"15213"
"b",15,1,13.496,10.278,"15213"
"b",15,1,13.516,10.268,"15213"
"b",15,1,13.521,10.266,"15213"
"b",15,1,13.526,10.264,"15213"
"b",15,1,13.529,10.248,"15213"
"b",15,1,13.53,10.235,"15213"
"b",15,1,13.53,10.232,"15213"
"b",15,1,13.525,10.22,"15213"
"b",15,1,13.494,10.155,"15213"
"b",15,1,13.475,10.118,"15213"
"b",15,1,13.47,10.11,"15213"
"b",15,1,13.443,10.122,"15213"
"b",15,1,13.362,10.158,"15213"
"b",15,1,13.358,10.16,"15213"
"b",15,1,13.335,10.172,"15213"
"b",15,1,13.337,10.176,"15213"
"b",16,1,13.2,10.141,"15213"
"b",16,1,13.252,10.246,"15213"
"b",16,1,13.265,10.238,"15213"
"b",16,1,13.271,10.235,"15213"
"b",16,1,13.292,10.225,"15213"
"b",16,1,13.319,10.211,"15213"
"b",16,1,13.329,10.206,"15213"
"b",16,1,13.348,10.196,"15213"
"b",16,1,13.345,10.191,"15213"
"b",16,1,13.337,10.176,"15213"
"b",16,1,13.335,10.172,"15213"
"b",16,1,13.327,10.156,"15213"
"b",16,1,13.308,10.122,"15213"
"b",16,1,13.302,10.11,"15213"
"b",16,1,13.293,10.095,"15213"
"b",16,1,13.239,10.122,"15213"
"b",16,1,13.2,10.141,"15213"
"b",17,1,13.074,10.205,"15213"
"b",17,1,13.084,10.219,"15213"
"b",17,1,13.143,10.3,"15213"
"b",17,1,13.148,10.306,"15213"
"b",17,1,13.18,10.354,"15213"
"b",17,1,13.195,10.374,"15213"
"b",17,1,13.208,10.388,"15213"
"b",17,1,13.206,10.375,"15213"
"b",17,1,13.206,10.356,"15213"
"b",17,1,13.205,10.346,"15213"
"b",17,1,13.208,10.32,"15213"
"b",17,1,13.214,10.296,"15213"
"b",17,1,13.219,10.286,"15213"
"b",17,1,13.226,10.273,"15213"
"b",17,1,13.231,10.265,"15213"
"b",17,1,13.233,10.262,"15213"
"b",17,1,13.248,10.248,"15213"
"b",17,1,13.252,10.246,"15213"
"b",17,1,13.2,10.141,"15213"
"b",17,1,13.102,10.19,"15213"
"b",17,1,13.082,10.201,"15213"
"b",17,1,13.074,10.205,"15213"
"b",18,1,13.156,10.027,"15213"
"b",18,1,13.19,10.032,"15213"
"b",18,1,13.239,10.122,"15213"
"b",18,1,13.293,10.095,"15213"
"b",18,1,13.285,10.081,"15213"
"b",18,1,13.282,10.076,"15213"
"b",18,1,13.268,10.049,"15213"
"b",18,1,13.261,10.036,"15213"
"b",18,1,13.253,10.022,"15213"
"b",18,1,13.248,10.012,"15213"
"b",18,1,13.242,10.001,"15213"
"b",18,1,13.234,9.985,"15213"
"b",18,1,13.229,9.976,"15213"
"b",18,1,13.218,9.955,"15213"
"b",18,1,13.202,9.925,"15213"
"b",18,1,13.156,10.027,"15213"
"b",19,1,13.102,10.19,"15213"
"b",19,1,13.2,10.141,"15213"
"b",19,1,13.239,10.122,"15213"
"b",19,1,13.19,10.032,"15213"
"b",19,1,13.156,10.027,"15213"
"b",19,1,13.102,10.19,"15213"
"b",20,1,13.082,10.201,"15213"
"b",20,1,13.102,10.19,"15213"
"b",20,1,13.156,10.027,"15213"
"b",20,1,13.202,9.925,"15213"
"b",20,1,13.2,9.921,"15213"
"b",20,1,13.192,9.914,"15213"
"b",20,1,13.188,9.912,"15213"
"b",20,1,13.157,9.899,"15213"
"b",20,1,13.151,9.897,"15213"
"b",20,1,13.124,10.016,"15213"
"b",20,1,13.123,10.018,"15213"
"b",20,1,13.096,10.136,"15213"
"b",20,1,13.089,10.169,"15213"
"b",20,1,13.082,10.201,"15213"
"b",21,1,13.035,10.149,"15213"
"b",21,1,13.054,10.175,"15213"
"b",21,1,13.074,10.205,"15213"
"b",21,1,13.082,10.201,"15213"
"b",21,1,13.089,10.169,"15213"
"b",21,1,13.096,10.136,"15213"
"b",21,1,13.123,10.018,"15213"
"b",21,1,13.124,10.016,"15213"
"b",21,1,13.151,9.897,"15213"
"b",21,1,13.135,9.89,"15213"
"b",21,1,13.099,9.876,"15213"
"b",21,1,13.065,10.023,"15213"
"b",21,1,13.039,10.138,"15213"
"b",21,1,13.035,10.149,"15213"
"b",22,1,13.234,9.985,"15213"
"b",22,1,13.242,10.001,"15213"
"b",22,1,13.248,10.012,"15213"
"b",22,1,13.253,10.022,"15213"
"b",22,1,13.261,10.036,"15213"
"b",22,1,13.268,10.049,"15213"
"b",22,1,13.282,10.076,"15213"
"b",22,1,13.285,10.081,"15213"
"b",22,1,13.293,10.095,"15213"
"b",22,1,13.321,10.081,"15213"
"b",22,1,13.325,10.079,"15213"
"b",22,1,13.406,10.041,"15213"
"b",22,1,13.434,10.028,"15213"
"b",22,1,13.456,10.018,"15213"
"b",22,1,13.487,10.003,"15213"
"b",22,1,13.52,9.987,"15213"
"b",22,1,13.541,9.977,"15213"
"b",22,1,13.539,9.975,"15213"
"b",22,1,13.535,9.968,"15213"
"b",22,1,13.533,9.966,"15213"
"b",22,1,13.52,9.946,"15213"
"b",22,1,13.513,9.937,"15213"
"b",22,1,13.451,9.851,"15213"
"b",22,1,13.445,9.843,"15213"
"b",22,1,13.43,9.823,"15213"
"b",22,1,13.403,9.844,"15213"
"b",22,1,13.39,9.853,"15213"
"b",22,1,13.269,9.946,"15213"
"b",22,1,13.236,9.971,"15213"
"b",22,1,13.229,9.976,"15213"
"b",22,1,13.234,9.985,"15213"
"b",23,1,13.302,10.11,"15213"
"b",23,1,13.308,10.122,"15213"
"b",23,1,13.327,10.156,"15213"
"b",23,1,13.335,10.172,"15213"
"b",23,1,13.358,10.16,"15213"
"b",23,1,13.362,10.158,"15213"
"b",23,1,13.443,10.122,"15213"
"b",23,1,13.47,10.11,"15213"
"b",23,1,13.463,10.093,"15213"
"b",23,1,13.441,10.044,"15213"
"b",23,1,13.434,10.028,"15213"
"b",23,1,13.406,10.041,"15213"
"b",23,1,13.325,10.079,"15213"
"b",23,1,13.321,10.081,"15213"
"b",23,1,13.293,10.095,"15213"
"b",23,1,13.302,10.11,"15213"
"b",24,1,13.441,10.044,"15213"
"b",24,1,13.463,10.093,"15213"
"b",24,1,13.47,10.11,"15213"
"b",24,1,13.495,10.098,"15213"
"b",24,1,13.551,10.073,"15213"
"b",24,1,13.568,10.065,"15213"
"b",24,1,13.57,10.064,"15213"
"b",24,1,13.595,10.05,"15213"
"b",24,1,13.584,10.036,"15213"
"b",24,1,13.559,10.002,"15213"
"b",24,1,13.552,9.992,"15213"
"b",24,1,13.541,9.977,"15213"
"b",24,1,13.52,9.987,"15213"
"b",24,1,13.487,10.003,"15213"
"b",24,1,13.456,10.018,"15213"
"b",24,1,13.434,10.028,"15213"
"b",24,1,13.441,10.044,"15213"
"b",25,1,13.475,10.118,"15213"
"b",25,1,13.494,10.155,"15213"
"b",25,1,13.525,10.22,"15213"
"b",25,1,13.53,10.232,"15213"
"b",25,1,13.53,10.235,"15213"
"b",25,1,13.529,10.248,"15213"
"b",25,1,13.526,10.264,"15213"
"b",25,1,13.546,10.254,"15213"
"b",25,1,13.613,10.22,"15213"
"b",25,1,13.629,10.212,"15213"
"b",25,1,13.637,10.21,"15213"
"b",25,1,13.645,10.209,"15213"
"b",25,1,13.664,10.208,"15213"
"b",25,1,13.675,10.206,"15213"
"b",25,1,13.686,10.204,"15213"
"b",25,1,13.704,10.197,"15213"
"b",25,1,13.693,10.182,"15213"
"b",25,1,13.674,10.156,"15213"
"b",25,1,13.659,10.136,"15213"
"b",25,1,13.649,10.123,"15213"
"b",25,1,13.636,10.105,"15213"
"b",25,1,13.62,10.083,"15213"
"b",25,1,13.61,10.07,"15213"
"b",25,1,13.607,10.066,"15213"
"b",25,1,13.598,10.054,"15213"
"b",25,1,13.595,10.05,"15213"
"b",25,1,13.57,10.064,"15213"
"b",25,1,13.568,10.065,"15213"
"b",25,1,13.551,10.073,"15213"
"b",25,1,13.495,10.098,"15213"
"b",25,1,13.47,10.11,"15213"
"b",25,1,13.475,10.118,"15213"
"b",26,1,13.157,9.899,"15213"
"b",26,1,13.188,9.912,"15213"
"b",26,1,13.192,9.914,"15213"
"b",26,1,13.2,9.921,"15213"
"b",26,1,13.202,9.925,"15213"
"b",26,1,13.218,9.955,"15213"
"b",26,1,13.389,9.824,"15213"
"b",26,1,13.403,9.844,"15213"
"b",26,1,13.43,9.823,"15213"
"b",26,1,13.426,9.817,"15213"
"b",26,1,13.414,9.799,"15213"
"b",26,1,13.409,9.794,"15213"
"b",26,1,13.341,9.699,"15213"
"b",26,1,13.339,9.7,"15213"
"b",26,1,13.337,9.704,"15213"
"b",26,1,13.335,9.71,"15213"
"b",26,1,13.335,9.714,"15213"
"b",26,1,13.336,9.718,"15213"
"b",26,1,13.347,9.741,"15213"
"b",26,1,13.351,9.752,"15213"
"b",26,1,13.355,9.762,"15213"
"b",26,1,13.359,9.78,"15213"
"b",26,1,13.36,9.795,"15213"
"b",26,1,13.359,9.8,"15213"
"b",26,1,13.358,9.804,"15213"
"b",26,1,13.355,9.807,"15213"
"b",26,1,13.35,9.809,"15213"
"b",26,1,13.346,9.81,"15213"
"b",26,1,13.342,9.809,"15213"
"b",26,1,13.338,9.806,"15213"
"b",26,1,13.303,9.755,"15213"
"b",26,1,13.296,9.746,"15213"
"b",26,1,13.29,9.741,"15213"
"b",26,1,13.282,9.737,"15213"
"b",26,1,13.273,9.734,"15213"
"b",26,1,13.265,9.732,"15213"
"b",26,1,13.258,9.733,"15213"
"b",26,1,13.252,9.736,"15213"
"b",26,1,13.247,9.739,"15213"
"b",26,1,13.24,9.745,"15213"
"b",26,1,13.233,9.753,"15213"
"b",26,1,13.225,9.763,"15213"
"b",26,1,13.22,9.772,"15213"
"b",26,1,13.215,9.774,"15213"
"b",26,1,13.208,9.782,"15213"
"b",26,1,13.202,9.788,"15213"
"b",26,1,13.196,9.796,"15213"
"b",26,1,13.193,9.801,"15213"
"b",26,1,13.191,9.806,"15213"
"b",26,1,13.191,9.812,"15213"
"b",26,1,13.188,9.822,"15213"
"b",26,1,13.187,9.827,"15213"
"b",26,1,13.186,9.84,"15213"
"b",26,1,13.184,9.849,"15213"
"b",26,1,13.18,9.858,"15213"
"b",26,1,13.175,9.866,"15213"
"b",26,1,13.171,9.871,"15213"
"b",26,1,13.165,9.879,"15213"
"b",26,1,13.161,9.887,"15213"
"b",26,1,13.157,9.899,"15213"
"b",27,1,13.229,9.976,"15213"
"b",27,1,13.236,9.971,"15213"
"b",27,1,13.269,9.946,"15213"
"b",27,1,13.39,9.853,"15213"
"b",27,1,13.403,9.844,"15213"
"b",27,1,13.389,9.824,"15213"
"b",27,1,13.218,9.955,"15213"
"b",27,1,13.229,9.976,"15213"
"b",28,1,13.099,9.876,"15213"
"b",28,1,13.135,9.89,"15213"
"b",28,1,13.135,9.884,"15213"
"b",28,1,13.167,9.743,"15213"
"b",28,1,13.17,9.744,"15213"
"b",28,1,13.192,9.594,"15213"
"b",28,1,13.166,9.585,"15213"
"b",28,1,13.158,9.615,"15213"
"b",28,1,13.125,9.762,"15213"
"b",28,1,13.121,9.776,"15213"
"b",28,1,13.111,9.821,"15213"
"b",28,1,13.108,9.836,"15213"
"b",28,1,13.099,9.876,"15213"
"b",29,1,13.135,9.89,"15213"
"b",29,1,13.151,9.897,"15213"
"b",29,1,13.157,9.899,"15213"
"b",29,1,13.161,9.887,"15213"
"b",29,1,13.165,9.879,"15213"
"b",29,1,13.171,9.871,"15213"
"b",29,1,13.175,9.866,"15213"
"b",29,1,13.18,9.858,"15213"
"b",29,1,13.184,9.849,"15213"
"b",29,1,13.186,9.84,"15213"
"b",29,1,13.187,9.827,"15213"
"b",29,1,13.188,9.822,"15213"
"b",29,1,13.191,9.812,"15213"
"b",29,1,13.191,9.806,"15213"
"b",29,1,13.193,9.801,"15213"
"b",29,1,13.196,9.796,"15213"
"b",29,1,13.202,9.788,"15213"
"b",29,1,13.208,9.782,"15213"
"b",29,1,13.215,9.774,"15213"
"b",29,1,13.22,9.772,"15213"
"b",29,1,13.225,9.763,"15213"
"b",29,1,13.233,9.753,"15213"
"b",29,1,13.24,9.745,"15213"
"b",29,1,13.247,9.739,"15213"
"b",29,1,13.252,9.736,"15213"
"b",29,1,13.258,9.733,"15213"
