"lev","uid","part","x","y"
"z",5,1,16.09,0.162
"z",5,1,15.762,0.348
"z",5,1,15.52,0.401
"z",5,1,15.504,0.426
"z",5,1,15.463,0.804
"z",5,2,17.16,-0.4
"z",5,2,17.116,-0.09
"z",5,2,17.821,0.179
"z",5,2,17.708,0.38
"z",5,2,17.061,0.164
"z",5,2,17.029,0.085
"z",5,2,17.16,-0.4
"z",6,1,-2.657,7.751
"z",6,1,-2.414,7.868
"z",6,1,-2.271,7.887
"z",6,1,-2.238,8.367
"z",6,1,-2.405,8.745
"z",6,1,-2.611,8.866
"z",6,1,-2.789,9.135
"z",6,1,-2.831,9.418
"z",6,1,-3.026,10.068
"z",6,1,-2.899,10.028
"z",6,1,-2.765,9.618
"z",6,1,-2.567,9.601
"z",6,1,-2.221,9.945
"z",6,1,-1.891,10.062
"z",6,1,-1.653,10.292
"z",6,1,-1.657,10.383
"z",6,1,-1.826,10.311
"z",6,1,-1.87,10.223
"z",6,1,-2.146,10.204
"z",6,1,-2.42,10.121
"z",6,1,-2.539,10.689
"z",6,1,-2.647,10.688
"z",6,1,-2.851,11.612
"z",6,1,-2.738,11.531
"z",6,1,-2.386,11.409
"z",6,1,-2.39,11.251
"z",6,1,-2.255,10.994
"z",6,1,-1.788,11.117
"z",6,1,-1.713,10.817
"z",6,1,-1.709,10.889
"z",6,1,-1.648,10.881
"z",6,1,-1.624,11.163
"z",6,1,-1.7,11.441
"z",6,1,-1.367,11.492
"z",6,1,-1.367,11.458
"z",6,1,-1.235,11.422
"z",6,1,-1.203,11.568
"z",6,1,-0.836,11.471
"z",6,1,-0.486,11.947
"z",6,1,-0.571,12.089
"z",6,1,-0.196,12.338
"z",6,1,-0.035,12.39
"z",6,1,0.034,12.06
"z",6,1,0.498,12.285
"z",6,1,0.643,12.044
"z",6,1,0.88,12.262
"z",6,1,0.827,12.322
"z",6,1,1.136,12.499
"z",6,1,1.203,13.063
"z",6,1,0.999,13.57
"z",6,1,0.923,14.09
"z",6,1,0.896,14.378
"z",6,1,0.919,14.526
"z",6,1,1.595,14.32
"z",6,1,2.567,13.905
"z",6,1,2.811,13.899
"z",6,1,3.672,14.178
"z",6,1,3.803,14.052
"z",6,1,4.099,13.839
"z",6,1,4.914,13.331
"z",6,1,5.187,13.187
"z",6,1,5.541,12.772
"z",6,1,5.758,12.273
"z",6,1,5.533,11.881
"z",6,1,5.526,11.462
"z",6,1,5.225,11.291
"z",6,1,5.058,11.168
"z",6,1,4.752,11.17
"z",6,1,4.354,10.813
"z",6,1,4.163,10.684
"z",6,1,3.851,10.698
"z",6,1,3.596,10.917
"z",6,1,3.426,11.003
"z",6,1,3.344,10.994
"z",6,1,3.184,10.811
"z",6,1,3.109,10.487
"z",6,1,2.927,10.325
"z",6,1,2.682,10.328
"z",6,1,2.03,10.197
"z",6,1,2,10.146
"z",6,1,2.017,9.947
"z",6,1,2.201,9.278
"z",6,1,2.305,9.23
"z",6,1,1.843,8.997
"z",6,1,1.766,9.09
"z",6,1,1.687,9.314
"z",6,1,1.476,9.353
"z",6,1,1.34,9.292
"z",6,1,1.196,9.029
"z",6,1,1.133,8.966
"z",6,1,1.02,9.064
"z",6,1,0.911,9.074
"z",6,1,0.676,9.324
"z",6,1,0.675,9.241
"z",6,1,0.47,8.923
"z",6,1,0.234,8.83
"z",6,1,0.189,8.681
"z",6,1,0.125,8.562
"z",6,1,0.205,8.405
"z",6,1,0.352,8.336
"z",6,1,0.395,8.215
"z",6,1,-0.18,8.16
"z",6,1,-0.237,7.617
"z",6,1,-0.607,7.698
"z",6,1,-0.552,7.884
"z",6,1,-0.762,7.792
"z",6,1,-1.028,7.921
"z",6,1,-0.945,7.904
"z",6,1,-1.092,8.123
"z",6,1,-1.394,8.242
"z",6,1,-1.558,8.517
"z",6,1,-1.723,8.243
"z",6,1,-1.868,7.833
"z",6,1,-2.03,7.751
"z",6,1,-1.999,7.509
"z",6,1,-1.751,7.22
"z",6,1,-1.587,6.965
"z",6,1,-1.602,6.829
"z",6,1,-1.883,6.921
"z",6,1,-2.248,7.145
"z",6,1,-2.526,7.232
"z",6,1,-2.78,7.372
"z",6,1,-2.657,7.751
"z",7,1,22.417,14.573
"z",7,1,22.443,14.438
"z",7,1,22.513,14.221
"z",7,1,22.793,14.123
"z",7,1,22.881,14.036
"z",7,1,22.907,13.955
"z",7,1,22.908,13.814
"z",7,1,22.843,13.784
"z",7,1,22.691,13.874
"z",7,1,22.455,13.86
"z",7,1,22.312,14.364
"z",7,1,22.417,14.573
"z",7,2,19.065,15.769
"z",7,2,19.608,15.857
"z",7,2,20.546,16.234
"z",7,2,20.881,16.437
"z",7,2,21.018,16.55
"z",7,2,21.215,16.792
"z",7,2,21.576,17.38
"z",7,2,21.619,17.841
"z",7,2,21.573,18.523
"z",7,2,21.452,18.93
"z",7,2,21.68,19.056
"z",7,2,21.85,19.437
"z",7,2,21.994,19.526
"z",7,2,22.263,19.569
"z",7,2,22.519,19.574
"z",7,2,22.621,19.685
"z",7,2,22.64,19.786
"z",7,2,22.757,19.846
"z",7,2,23.153,19.747
"z",7,2,23.286,19.862
"z",7,2,23.361,20.184
"z",7,2,23.559,20.097
"z",7,2,23.726,20.454
"z",7,2,23.66,20.523
"z",7,2,23.654,21.112
"z",7,2,23.463,21.406
"z",7,2,24.168,21.699
"z",7,2,24.586,21.771
"z",7,2,24.914,21.952
"z",7,2,25.429,21.88
"z",7,2,25.619,21.978
"z",7,2,25.832,22.154
"z",7,2,26.092,22.279
"z",7,2,26.862,22.401
"z",7,2,26.817,22.359
"z",7,2,26.715,21.917
"z",7,2,26.545,21.694
"z",7,2,26.54,21.56
"z",7,2,26.347,21.425
"z",7,2,26.183,21.189
"z",7,2,26.185,20.936
"z",7,2,26.09,20.665
"z",7,2,26.062,20.304
"z",7,2,26.168,20.239
"z",7,2,26.104,20.159
"z",7,2,26.315,19.781
"z",7,2,26.377,19.4
"z",7,2,26.761,18.999
"z",7,2,26.843,18.839
"z",7,2,26.844,18.477
"z",7,2,26.79,18.343
"z",7,2,26.755,18.369
"z",7,2,26.612,18.681
"z",7,2,26.509,18.679
"z",7,2,25.683,18.263
"z",7,2,25.542,17.897
"z",7,2,25.902,17.621
"z",7,2,25.812,17.514
"z",7,2,25.913,17.323
"z",7,2,25.547,17.042
"z",7,2,25.116,17.029
"z",7,2,24.686,16.929
"z",7,2,24.592,16.883
"z",7,2,24.5,16.902
"z",7,2,24.394,16.796
"z",7,2,24.398,16.761
"z",7,2,24.357,16.641
"z",7,2,24.017,16.431
"z",7,2,23.965,16.207
"z",7,2,23.88,16.486
"z",7,2,23.656,16.393
"z",7,2,23.385,16.209
"z",7,2,23.339,16.171
"z",7,2,23.365,16.128
"z",7,2,23.295,16.045
"z",7,2,23.165,15.382
"z",7,2,23.077,15.384
"z",7,2,22.895,15.325
"z",7,2,22.726,15.386
"z",7,2,22.203,15.172
"z",7,2,22.149,15.301
"z",7,2,22.135,15.423
"z",7,2,21.85,15.15
"z",7,2,21.503,15.108
"z",7,2,21.334,14.904
"z",7,2,21.349,14.676
"z",7,2,21.237,14.426
"z",7,2,20.976,14.221
"z",7,2,20.92,14.102
"z",7,2,20.65,14.122
"z",7,2,20.624,14.14
"z",7,2,20.027,13.907
"z",7,2,20.013,13.936
"z",7,2,19.663,13.896
"z",7,2,19.423,14.068
"z",7,2,19.39,14.106
"z",7,2,19.403,14.108
"z",7,2,19.42,14.197
"z",7,2,19.656,14.52
"z",7,2,19.475,14.871
"z",7,2,19.422,14.842
"z",7,2,19.366,14.947
"z",7,2,19.05,15.267
"z",7,2,19.067,15.326
"z",7,2,19.065,15.769
"z",8,1,11.803,12.243
"z",8,1,12.061,12.957
"z",8,1,12.096,13.152
"z",8,1,12.148,13.212
"z",8,1,12.553,14.265
"z",8,1,12.716,14.553
"z",8,1,13.086,15.054
"z",8,1,13.507,15.374
"z",8,1,14.196,15.763
"z",8,1,14.62,15.95
"z",8,1,14.72,15.976
"z",8,1,14.785,15.812
"z",8,1,14.802,15.716
"z",8,1,14.95,15.726
"z",8,1,15.002,15.748
"z",8,1,14.944,15.597
"z",8,1,15.002,15.535
"z",8,1,15.095,15.565
"z",8,1,14.957,15.403
"z",8,1,14.875,15.22
"z",8,1,14.956,15.195
"z",8,1,14.921,14.75
"z",8,1,15.035,14.698
"z",8,1,15.229,14.205
"z",8,1,14.976,14.156
"z",8,1,15.023,14.028
"z",8,1,14.998,13.963
"z",8,1,15.067,13.83
"z",8,1,14.986,13.861
"z",8,1,14.865,14.035
"z",8,1,14.729,13.992
"z",8,1,14.129,14.406
"z",8,1,13.995,14.276
"z",8,1,13.93,14.255
"z",8,1,13.741,14.285
"z",8,1,13.58,14.178
"z",8,1,13.362,14.123
"z",8,1,13.2,14.214
"z",8,1,13.082,13.942
"z",8,1,13.09,13.685
"z",8,1,13.461,13.457
"z",8,1,13.454,13.182
"z",8,1,13.649,13.089
"z",8,1,13.711,12.914
"z",8,1,13.548,12.847
"z",8,1,13.51,12.876
"z",8,1,13.325,12.799
"z",8,1,13.19,12.902
"z",8,1,13.136,12.827
"z",8,1,13.26,12.728
"z",8,1,13.095,12.661
"z",8,1,13.24,12.276
"z",8,1,13.123,12.24
"z",8,1,13.151,12.174
"z",8,1,12.695,11.979
"z",8,1,12.576,11.913
"z",8,1,12.182,11.476
"z",8,1,12.019,11.507
"z",8,1,12.118,11.635
"z",8,1,11.935,11.782
"z",8,1,12.095,12.068
"z",8,1,11.803,12.243
"z",9,1,-0.123,15.915
"z",9,1,-0.098,16.081
"z",9,1,-0.097,16.33
"z",9,1,0.457,16.271
"z",9,1,0.641,16.205
"z",9,1,0.804,16.248
"z",9,1,0.837,16.44
"z",9,1,1.062,16.492
"z",9,1,1.038,16.618
"z",9,1,1.309,16.812
"z",9,1,1.487,17.153
"z",9,1,1.731,17.292
"z",9,1,2.307,17.139
"z",9,1,2.322,17.161
"z",9,1,2.507,17.192
"z",9,1,2.492,17.358
"z",9,1,2.749,17.559
"z",9,1,3.055,17.492
"z",9,1,3.57,17.24
"z",9,1,3.558,17.313
"z",9,1,4.103,17.331
"z",9,1,4.332,17.19
"z",9,1,4.073,17.063
"z",9,1,3.946,17.106
"z",9,1,3.662,16.857
"z",9,1,3.911,15.756
"z",9,1,4.076,15.892
"z",9,1,4.14,16.065
"z",9,1,4.241,16.357
"z",9,1,4.222,16.607
"z",9,1,4.503,16.902
"z",9,1,4.632,16.682
"z",9,1,4.809,16.483
"z",9,1,5.089,16.289
"z",9,1,5.048,16.097
"z",9,1,5.375,16.042
"z",9,1,5.725,16.214
"z",9,1,6.1,16.235
"z",9,1,6.246,16.209
"z",9,1,6.02,15.838
"z",9,1,6.04,15.592
"z",9,1,5.86,15.524
"z",9,1,5.56,15.485
"z",9,1,5.453,15.36
"z",9,1,5.405,15.044
"z",9,1,5.548,14.62
"z",9,1,5.654,14.467
"z",9,1,5.734,14.22
"z",9,1,5.515,13.91
"z",9,1,5.259,13.68
"z",9,1,5.192,13.471
"z",9,1,5.05,13.264
"z",9,1,4.914,13.331
"z",9,1,4.099,13.839
"z",9,1,3.803,14.052
"z",9,1,3.535,14.317
"z",9,1,2.938,14.749
"z",9,1,2.673,14.908
"z",9,1,2.077,15.022
"z",9,1,1.81,15.038
"z",9,1,1.345,15.153
"z",9,1,0.9,15.339
"z",9,1,-0.052,15.622
"z",9,1,-0.123,15.915
"z",10,1,10.094,8.205
"z",10,1,10.201,8.271
"z",10,1,10.384,8.273
"z",10,1,10.527,8.203
"z",10,1,10.548,8.265
"z",10,1,10.877,8.224
"z",10,1,10.798,8.443
"z",10,1,11.339,8.555
"z",10,1,11.288,8.69
"z",10,1,11.373,8.705
"z",10,1,12.36,9.068
"z",10,1,12.561,9.052
"z",10,1,13.764,8.651
"z",10,1,14.189,8.272
"z",10,1,14.377,7.872
"z",10,1,14.743,6.851
"z",10,1,14.701,6.778
"z",10,1,14.526,6.736
"z",10,1,14.481,6.782
"z",10,1,14.382,7.249
"z",10,1,14.29,7.475
"z",10,1,14.271,7.462
"z",10,1,14.134,7.63
"z",10,1,13.811,7.831
"z",10,1,13.759,7.785
"z",10,1,13.709,7.707
"z",10,1,13.703,7.588
"z",10,1,13.661,7.552
"z",10,1,13.639,7.462
"z",10,1,13.566,7.354
"z",10,1,13.537,7.343
"z",10,1,13.408,7.394
"z",10,1,12.911,7.456
"z",10,1,12.913,7.399
"z",10,1,12.89,7.429
"z",10,1,12.335,7.422
"z",10,1,12.348,7.464
"z",10,1,12.532,7.581
"z",10,1,12.484,7.867
"z",10,1,12.408,7.843
"z",10,1,12.375,7.7
"z",10,1,12.268,7.58
"z",10,1,12.174,7.518
"z",10,1,11.925,7.588
"z",10,1,11.854,7.495
"z",10,1,11.804,7.55
"z",10,1,11.782,7.636
"z",10,1,11.369,7.526
"z",10,1,11.261,7.457
"z",10,1,11.226,7.454
"z",10,1,11.478,7.699
"z",10,1,11.392,7.78
"z",10,1,11.15,7.898
"z",10,1,11.091,7.763
"z",10,1,11.03,7.751
"z",10,1,10.884,7.872
"z",10,1,10.716,7.868
"z",10,1,10.716,8.005
"z",10,1,10.462,8.03
"z",10,1,10.442,7.965
"z",10,1,10.159,7.956
"z",10,1,10.28,8.059
"z",10,1,10.094,8.164
"z",10,1,10.094,8.205
"z",11,1,2.927,10.325
"z",11,1,3.109,10.487
"z",11,1,3.184,10.811
"z",11,1,3.344,10.994
"z",11,1,3.426,11.003
"z",11,1,3.596,10.917
"z",11,1,3.851,10.698
"z",11,1,4.163,10.684
"z",11,1,4.354,10.813
"z",11,1,4.752,11.17
"z",11,1,5.058,11.168
"z",11,1,5.225,11.291
"z",11,1,5.526,11.462
"z",11,1,5.606,11.369
"z",11,1,6.047,10.988
"z",11,1,6.87,10.377
"z",11,1,6.704,10.186
"z",11,1,6.601,10.258
"z",11,1,6.523,10.176
"z",11,1,6.549,10.151
"z",11,1,6.685,10.165
"z",11,1,6.352,9.883
"z",11,1,6.299,9.868
"z",11,1,6.455,9.592
"z",11,1,6.455,9.535
"z",11,1,6.29,9.485
"z",11,1,5.845,9.655
"z",11,1,5.729,9.717
"z",11,1,5.707,9.629
"z",11,1,5.671,9.558
"z",11,1,5.608,9.512
"z",11,1,5.516,9.476
"z",11,1,5.519,9.44
"z",11,1,5.197,9.168
"z",11,1,5.111,9.26
"z",11,1,5.07,9.238
"z",11,1,4.798,9.296
"z",11,1,4.67,9.379
"z",11,1,4.584,9.46
"z",11,1,4.509,9.385
"z",11,1,4.216,9.496
"z",11,1,4.178,9.371
"z",11,1,4.074,9.373
"z",11,1,3.589,9.721
"z",11,1,3.307,9.976
"z",11,1,3.296,10.011
"z",11,1,3.241,10.013
"z",11,1,3.122,10.105
"z",11,1,2.946,10.27
"z",11,1,2.927,10.325
"z",12,1,5.702,5.211
"z",12,1,5.845,5.192
"z",12,1,5.98,5.229
"z",12,1,6.058,5.301
"z",12,1,6.301,5.424
"z",12,1,6.403,5.532
"z",12,1,6.42,5.435
"z",12,1,5.982,5.009
"z",12,1,5.471,5.039
"z",12,1,5.461,5.119
"z",12,1,5.702,5.211
"z",12,2,-4.093,9.083
"z",12,2,-4.019,9.248
"z",12,2,-4.173,9.367
"z",12,2,-4.064,9.479
"z",12,2,-3.791,9.41
"z",12,2,-3.554,9.445
"z",12,2,-3.456,9.144
"z",12,2,-3.363,9.39
"z",12,2,-3.66,9.73
"z",12,2,-3.612,9.949
"z",12,2,-3.518,10.047
"z",12,2,-3.169,10.085
"z",12,2,-3.026,10.068
"z",12,2,-2.831,9.418
"z",12,2,-2.789,9.135
"z",12,2,-2.611,8.866
"z",12,2,-2.405,8.745
"z",12,2,-2.238,8.367
"z",12,2,-2.271,7.887
"z",12,2,-2.414,7.868
"z",12,2,-2.657,7.751
"z",12,2,-2.78,7.372
"z",12,2,-2.526,7.232
"z",12,2,-2.248,7.145
"z",12,2,-1.883,6.921
"z",12,2,-1.602,6.829
"z",12,2,-1.587,6.965
"z",12,2,-1.751,7.22
"z",12,2,-1.999,7.509
"z",12,2,-2.03,7.751
"z",12,2,-1.868,7.833
"z",12,2,-1.723,8.243
"z",12,2,-1.558,8.517
"z",12,2,-1.394,8.242
"z",12,2,-1.092,8.123
"z",12,2,-0.945,7.904
"z",12,2,-1.028,7.921
"z",12,2,-0.762,7.792
"z",12,2,-0.552,7.884
"z",12,2,-0.607,7.698
"z",12,2,-0.237,7.617
"z",12,2,-0.18,8.16
"z",12,2,0.395,8.215
"z",12,2,0.352,8.336
"z",12,2,0.205,8.405
"z",12,2,0.125,8.562
"z",12,2,0.189,8.681
"z",12,2,0.234,8.83
"z",12,2,0.47,8.923
"z",12,2,0.675,9.241
"z",12,2,0.676,9.324
"z",12,2,0.911,9.074
"z",12,2,1.02,9.064
"z",12,2,1.133,8.966
"z",12,2,1.196,9.029
"z",12,2,1.34,9.292
"z",12,2,1.476,9.353
"z",12,2,1.687,9.314
"z",12,2,1.766,9.09
"z",12,2,1.843,8.997
"z",12,2,2.305,9.23
"z",12,2,2.201,9.278
"z",12,2,2.017,9.947
"z",12,2,2,10.146
"z",12,2,2.03,10.197
"z",12,2,2.682,10.328
