"series","rank","value","who"
"pageviews",114,222613,"Donald Trump, 2024-07-21"
"pageviews",117,215449,"Donald Trump, 2024-07-17"
"pageviews",120,211910,"Project 2025, 2024-07-23"
"pageviews",123,209176,"Tim Walz, 2024-08-23"
"pageviews",126,200733,"Joe Biden, 2024-11-07"
"pageviews",130,192353,"JD Vance, 2024-11-09"
"pageviews",133,185592,"2024 United States presidential election, 2024-11-16"
"pageviews",137,178740,"2024 United States presidential election, 2024-11-19"
"pageviews",140,176035,"2024 United States presidential election, 2024-11-18"
"pageviews",144,169586,"Kamala Harris, 2024-08-08"
"pageviews",148,167828,"2024 United States presidential election, 2024-11-20"
"pageviews",152,160895,"Joe Biden, 2024-06-29"
"pageviews",156,156822,"Joe Biden, 2024-02-09"
"pageviews",160,154677,"2024 United States presidential election, 2024-11-22"
"pageviews",164,153200,"2024 United States presidential election, 2024-11-21"
"pageviews",169,150022,"JD Vance, 2024-08-12"
"pageviews",173,141173,"2024 United States presidential election, 2024-03-06"
"pageviews",178,137836,"2024 United States presidential election, 2024-07-15"
"pageviews",182,136459,"Kamala Harris, 2024-11-09"
"pageviews",187,132792,"Kamala Harris, 2024-11-02"
"pageviews",192,130796,"Kamala Harris, 2024-07-19"
"pageviews",197,127718,"2024 United States presidential election, 2024-09-11"
"pageviews",203,125335,"Donald Trump, 2024-11-17"
"pageviews",208,120798,"Kamala Harris, 2024-07-18"
"pageviews",214,117816,"Donald Trump, 2024-07-24"
"pageviews",219,115347,"Kamala Harris, 2024-08-18"
"pageviews",225,114450,"JD Vance, 2024-07-31"
"pageviews",231,111885,"Joe Biden, 2024-11-08"
"pageviews",237,108929,"2024 United States presidential election, 2024-01-24"
"pageviews",244,106891,"Kamala Harris, 2024-08-16"
"pageviews",250,104549,"Tim Walz, 2024-08-12"
"pageviews",257,103360,"Project 2025, 2024-11-11"
"pageviews",264,101039,"2024 United States presidential election, 2024-12-04"
"pageviews",271,99345,"Project 2025, 2024-06-11"
"pageviews",278,98414,"2024 United States presidential election, 2024-07-26"
"pageviews",285,95486,"2024 United States presidential election, 2024-11-30"
"pageviews",293,92823,"Joe Biden, 2024-07-03"
"pageviews",301,91314,"Kamala Harris, 2024-07-20"
"pageviews",309,89413,"Joe Biden, 2024-07-01"
"pageviews",317,87995,"Joe Biden, 2024-02-25"
"pageviews",325,85984,"Tim Walz, 2024-08-13"
"pageviews",334,83374,"Joe Biden, 2024-07-17"
"pageviews",343,81642,"Kamala Harris, 2024-09-18"
"pageviews",352,80001,"Kamala Harris, 2024-10-17"
"pageviews",361,78149,"JD Vance, 2024-11-01"
"pageviews",371,75906,"2024 United States presidential election, 2024-10-16"
"pageviews",381,74410,"Kamala Harris, 2024-09-26"
"pageviews",391,73675,"Joe Biden, 2024-07-26"
"pageviews",401,72098,"JD Vance, 2024-07-13"
"pageviews",412,70743,"Kamala Harris, 2024-07-16"
"pageviews",423,69868,"2024 United States presidential election, 2024-06-29"
"pageviews",434,68679,"Donald Trump, 2024-08-01"
"pageviews",446,67464,"Joe Biden, 2024-11-10"
"pageviews",458,65384,"Donald Trump, 2024-10-21"
"pageviews",470,64607,"2024 United States presidential election, 2024-09-17"
"pageviews",482,63125,"Project 2025, 2024-05-22"
"pageviews",495,61565,"Kamala Harris, 2024-10-03"
"pageviews",509,60309,"2024 United States presidential election, 2024-01-15"
"pageviews",522,59025,"Kamala Harris, 2024-09-06"
"pageviews",536,58234,"Kamala Harris, 2024-09-07"
"pageviews",550,57301,"2024 United States presidential election, 2024-12-14"
"pageviews",565,56222,"Project 2025, 2024-06-02"
"pageviews",580,55411,"JD Vance, 2024-08-16"
"pageviews",595,54355,"Donald Trump, 2024-08-02"
"pageviews",611,53631,"Donald Trump, 2024-12-08"
"pageviews",628,52550,"Donald Trump, 2024-12-04"
"pageviews",644,51482,"JD Vance, 2024-08-17"
"pageviews",661,50396,"Donald Trump, 2024-10-16"
"pageviews",679,49108,"2024 United States presidential election, 2024-09-23"
"pageviews",697,48279,"Donald Trump, 2024-10-14"
"pageviews",716,47314,"Donald Trump, 2024-05-07"
"pageviews",735,46455,"Kamala Harris, 2024-07-09"
"pageviews",754,45148,"2024 United States presidential election, 2024-09-25"
"pageviews",774,44063,"Project 2025, 2024-03-07"
"pageviews",795,43056,"Donald Trump, 2024-12-19"
"pageviews",816,41954,"2024 United States presidential election, 2024-12-26"
"pageviews",838,41088,"2024 United States presidential election, 2024-01-28"
"pageviews",860,40339,"2024 United States presidential election, 2024-09-06"
"pageviews",883,39739,"2024 United States presidential election, 2024-07-11"
"pageviews",907,39030,"2024 United States presidential election, 2024-02-08"
"pageviews",931,38383,"2024 United States presidential election, 2024-06-27"
"pageviews",956,37508,"Project 2025, 2024-08-17"
"pageviews",981,36785,"Joe Biden, 2024-04-14"
"pageviews",1007,35710,"Joe Biden, 2024-01-15"
"pageviews",1034,34935,"2024 United States presidential election, 2024-06-03"
"pageviews",1062,34103,"Donald Trump, 2024-04-27"
"pageviews",1090,33309,"Joe Biden, 2024-11-17"
"pageviews",1119,32320,"Project 2025, 2024-11-25"
"pageviews",1149,31266,"Joe Biden, 2024-11-16"
"pageviews",1180,30354,"2024 United States presidential election, 2024-02-02"
"pageviews",1211,29430,"Joe Biden, 2024-10-31"
"pageviews",1243,28385,"JD Vance, 2024-08-31"
"pageviews",1276,27450,"Joe Biden, 2024-01-09"
"pageviews",1310,26699,"2024 United States presidential election, 2024-04-04"
"pageviews",1345,25763,"Joe Biden, 2024-03-20"
"pageviews",1381,25021,"2024 United States presidential election, 2024-02-17"
"pageviews",1418,24146,"Joe Biden, 2024-08-16"
"pageviews",1456,23380,"2024 United States presidential election, 2024-04-25"
"pageviews",1494,22616,"JD Vance, 2024-09-02"
"pageviews",1534,21662,"Joe Biden, 2024-04-04"
"pageviews",1575,20703,"Project 2025, 2024-03-17"
"pageviews",1617,19938,"Project 2025, 2024-10-23"
"pageviews",1660,18938,"JD Vance, 2024-12-14"
"pageviews",1704,18077,"Joe Biden, 2024-10-06"
"pageviews",1750,16878,"Joe Biden, 2024-09-09"
"pageviews",1796,15450,"Project 2025, 2024-01-23"
"pageviews",1844,13954,"Swing state, 2024-07-21"
"pageviews",1893,12751,"JD Vance, 2024-12-22"
"pageviews",1944,11011,"Kamala Harris, 2024-02-15"
"pageviews",1996,9690,"Kamala Harris, 2024-02-25"
"pageviews",2049,8463,"Project 2025, 2024-12-09"
"pageviews",2103,7527,"Tim Walz, 2024-07-21"
"pageviews",2159,6608,"Kamala Harris, 2024-06-22"
"pageviews",2217,5785,"Kamala Harris, 2024-05-12"
"pageviews",2276,4501,"JD Vance, 2024-05-07"
"pageviews",2337,3589,"Electoral College (United States), 2024-11-05"
"pageviews",2399,3006,"JD Vance, 2024-04-07"
"pageviews",2463,2493,"JD Vance, 2024-02-22"
"pageviews",2529,1981,"Swing state, 2024-05-31"
"pageviews",2596,1422,"Swing state, 2024-12-02"
"pageviews",2665,1065,"Swing state, 2024-01-06"
"pageviews",2736,899,"Swing state, 2024-04-17"
"pageviews",2809,775,"Opinion poll, 2024-06-04"
"pageviews",2884,649,"Springfield, Ohio, 2024-11-01"
"pageviews",2961,515,"Opinion poll, 2024-04-30"
"pageviews",3039,458,"Tim Walz, 2024-02-27"
"pageviews",3120,416,"Tim Walz, 2024-01-05"
"pageviews",3204,375,"Opinion poll, 2024-02-07"
"pageviews",3289,340,"Electoral College (United States), 2024-01-24"
"pageviews",3377,307,"Opinion poll, 2024-08-02"
"pageviews",3467,282,"Springfield, Ohio, 2024-05-22"
"pageviews",3559,254,"Haitian Americans, 2024-07-13"
"pageviews",3654,232,"Springfield, Ohio, 2024-08-20"
"pageviews",3751,213,"Springfield, Ohio, 2024-03-01"
"pageviews",3851,195,"Haitian Americans, 2024-02-06"
"pageviews",3954,182,"Haitian Americans, 2024-04-21"
"pageviews",4059,167,"Electoral College (United States), 2024-12-05"
"pageviews",4167,152,"Electoral College (United States), 2024-04-05"
"pageviews",4278,136,"Haitian Americans, 2024-05-11"
"pageviews",4392,94,"Electoral College (United States), 2024-12-24"
