"fips","county","state","total","one_race","white","black","aian","asian","nhpi","other_race","two_or_more","hispanic","not_hispanic","nh_white","nh_black","nh_aian","nh_asian","nh_nhpi","nh_other","nh_two","gq_total","gq_correctional","gq_juvenile","gq_nursing","gq_college","gq_military"
"48411","San Saba County","Texas",5730,5195,4274,121,39,17,2,742,535,1749,3981,3690,106,29,16,1,10,129,607,568,0,0,0,0
"48413","Schleicher County","Texas",2451,2096,1368,26,24,10,3,665,355,1275,1176,1102,15,4,7,2,10,36,22,0,0,22,0,0
"48415","Scurry County","Texas",16932,14567,10867,637,126,83,8,2846,2365,7139,9793,8637,599,60,82,5,27,383,1354,1026,0,67,232,0
"48417","Shackelford County","Texas",3105,2910,2731,23,10,18,0,128,195,363,2742,2612,20,6,14,0,2,88,38,3,27,0,0,0
"48419","Shelby County","Texas",24022,22008,15111,3836,139,370,14,2538,2014,4685,19337,14416,3805,50,364,14,49,639,121,0,0,107,0,0
"48421","Sherman County","Texas",2782,2188,1612,12,37,3,0,524,594,1315,1467,1362,10,5,2,0,6,82,29,6,0,23,0,0
"48423","Smith County","Texas",233479,211043,144539,38593,1656,4188,106,21961,22436,47281,186198,134452,38003,746,4129,77,695,8096,5530,962,60,1539,2368,0
"48425","Somervell County","Texas",9205,8088,7373,45,78,58,0,534,1117,1687,7518,7011,39,49,55,0,33,331,143,0,0,143,0,0
"48427","Starr County","Texas",65920,34893,21839,66,253,111,1,12623,31027,64393,1527,1171,31,8,100,0,98,119,313,134,0,155,0,0
"48429","Stephens County","Texas",9101,8280,7013,246,61,63,1,896,821,2204,6897,6256,237,36,60,1,27,280,636,596,0,29,0,0
"48431","Sterling County","Texas",1372,1196,1064,3,6,1,2,120,176,449,923,867,3,4,1,2,2,44,38,0,0,38,0,0
"48433","Stonewall County","Texas",1245,1133,1032,20,10,5,0,66,112,226,1019,958,18,3,5,0,2,33,42,6,0,36,0,0
"48435","Sutton County","Texas",3372,2514,1959,10,16,8,2,519,858,2093,1279,1200,6,5,6,0,14,48,6,6,0,0,0,0
"48437","Swisher County","Texas",6971,5834,4182,438,49,12,3,1150,1137,3147,3824,3219,407,18,10,0,8,162,610,581,0,29,0,0
"48439","Tarrant County","Texas",2110640,1814445,1044549,366727,18690,129437,4551,250491,296195,620907,1489733,904884,358645,7033,127783,4147,8321,78920,27128,7655,216,6728,8361,361
"48441","Taylor County","Texas",143208,126033,99225,11771,1262,2924,189,10662,17175,34756,108452,87316,10980,589,2815,161,468,6123,5913,647,77,999,2873,350
"48443","Terrell County","Texas",760,646,480,8,0,5,0,153,114,370,390,352,8,0,5,0,2,23,0,0,0,0,0,0
"48445","Terry County","Texas",11831,9250,6930,454,76,40,0,1750,2581,6569,5262,4599,389,29,37,0,24,184,722,597,0,125,0,0
"48447","Throckmorton County","Texas",1440,1336,1294,2,5,3,0,32,104,145,1295,1248,1,3,3,0,0,40,0,0,0,0,0,0
"48449","Titus County","Texas",31247,26265,16188,2992,377,278,9,6421,4982,13680,17567,13410,2884,101,262,3,73,834,240,6,0,200,0,0
"48451","Tom Green County","Texas",120003,98664,78548,4544,1050,1801,175,12546,21339,47066,72937,62390,4010,366,1704,143,369,3955,3501,459,60,546,607,1339
"48453","Travis County","Texas",1290188,1079633,709447,101267,12463,101038,1019,154399,210555,421110,869078,612824,96270,2762,99660,774,6513,50275,33360,3051,310,3538,12231,0
"48455","Trinity County","Texas",13602,12576,10833,1092,54,34,5,558,1026,1314,12288,10533,1086,29,30,4,33,573,111,13,0,98,0,0
"48457","Tyler County","Texas",19798,18841,15621,2059,120,100,3,938,957,1520,18278,15302,2040,111,97,3,47,678,2026,1892,0,134,0,0
"48459","Upshur County","Texas",40892,37542,32238,2958,340,177,13,1816,3350,3986,36906,31287,2908,261,177,9,150,2114,454,120,0,319,0,0
"48461","Upton County","Texas",3308,2321,1849,74,13,5,0,380,987,1797,1511,1318,59,11,4,0,3,116,64,42,0,22,0,0
"48463","Uvalde County","Texas",24564,17058,12584,159,133,162,8,4012,7506,17317,7247,6613,107,25,158,6,66,272,865,256,0,252,305,0
"48465","Val Verde County","Texas",47586,30969,21218,665,337,379,47,8323,16617,38207,9379,7836,538,57,351,35,85,477,1949,1223,0,164,0,499
"48467","Van Zandt County","Texas",59541,54766,49904,1542,473,275,30,2542,4775,7071,52470,47986,1517,328,272,30,133,2204,584,149,25,348,0,0
"48469","Victoria County","Texas",91319,72846,53085,5729,726,1431,43,11832,18473,42931,48388,39330,5230,214,1391,35,232,1956,1217,263,55,352,243,0
"48471","Walker County","Texas",76400,71212,42800,16638,468,1148,42,10116,5188,16578,59822,39823,16382,251,1126,39,318,1883,18904,14881,77,214,3639,0
"48473","Waller County","Texas",56794,49474,26479,12256,634,809,20,9276,7320,18486,38308,23494,12104,210,785,10,314,1391,6278,53,0,174,5814,0
"48475","Ward County","Texas",11644,9342,6567,482,122,69,2,2100,2302,6325,5319,4506,415,41,69,2,22,264,123,64,0,53,0,0
"48477","Washington County","Texas",35805,31899,23299,5626,154,564,18,2238,3906,6425,29380,22023,5555,75,547,14,140,1026,2014,70,0,248,1419,0
"48479","Webb County","Texas",267114,159681,102723,1166,1651,1405,53,52683,107433,254354,12760,9495,788,135,1300,25,458,559,3949,1783,30,757,853,0
"48481","Wharton County","Texas",41570,35188,22903,5676,294,193,1,6121,6382,16967,24603,18130,5469,69,164,0,104,667,561,51,0,292,136,0
"48483","Wheeler County","Texas",4990,4438,3748,86,57,27,2,518,552,1227,3763,3469,81,33,24,2,12,142,74,24,0,50,0,0
"48485","Wichita County","Texas",129350,115415,86718,13887,1443,2747,181,10439,13935,25803,103547,79694,13379,992,2647,140,476,6219,11128,4049,35,917,1594,4200
"48487","Wilbarger County","Texas",12887,11537,8092,1062,177,571,0,1635,1350,3734,9153,7012,1013,96,566,0,32,434,837,15,0,138,142,0
"48489","Willacy County","Texas",20164,13966,8743,497,149,165,2,4410,6198,17611,2553,1805,445,47,160,2,34,60,2595,2457,0,113,0,0
"48491","Williamson County","Texas",609017,517900,373264,40732,4588,54628,735,43953,91117,147088,461929,336410,38557,1659,53982,592,3124,27605,4476,633,132,1757,1093,0
"48493","Wilson County","Texas",49753,40399,34471,776,473,254,33,4392,9354,19232,30521,27877,693,148,229,24,187,1363,439,51,0,372,0,0
"48495","Winkler County","Texas",7791,6231,4046,163,135,85,1,1801,1560,4732,3059,2702,139,38,77,0,9,94,178,98,0,0,0,0
"48497","Wise County","Texas",68632,61062,54054,720,695,382,13,5198,7570,13694,54938,50495,657,474,372,12,172,2756,806,508,0,281,0,0
"48499","Wood County","Texas",44843,41316,36871,1693,339,230,4,2179,3527,4894,39949,35906,1658,227,230,1,138,1789,1335,683,0,255,318,0
"48501","Yoakum County","Texas",7694,5896,3758,63,62,50,0,1963,1798,4968,2726,2488,55,22,46,0,15,100,75,0,0,75,0,0
"48503","Young County","Texas",17867,16366,14398,183,184,89,0,1512,1501,3508,14359,13409,174,79,86,0,38,573,231,24,0,171,0,0
"48505","Zapata County","Texas",13889,7570,5421,18,67,16,0,2048,6319,12999,890,796,9,7,16,0,16,46,101,73,0,28,0,0
"48507","Zavala County","Texas",9670,6344,4598,89,74,19,1,1563,3326,8944,726,572,67,21,19,1,3,43,29,29,0,0,0,0
