"fips","gcol","grow","gx","gy","winner"
"38099",117,29,1133,165,"R"
"39127",167,63,1683,539,"R"
"54085",171,64,1727,550,"R"
"30025",97,37,913,253,"R"
"30055",93,31,869,187,"R"
"30091",98,26,924,132,"R"
"31061",112,64,1078,550,"R"
"54041",173,65,1749,561,"R"
"54033",173,64,1749,550,"R"
"47163",170,76,1716,682,"R"
"37117",187,76,1903,682,"R"
"39005",166,58,1672,484,"R"
"41051",43,30,319,176,"D"
"42035",180,54,1826,440,"R"
"22107",139,99,1375,935,"R"
"36053",185,45,1881,341,"R"
"47013",162,78,1628,704,"R"
"47075",145,83,1441,759,"D"
"48277",123,92,1199,858,"R"
"48489",115,123,1111,1199,"R"
"54067",173,68,1749,594,"R"
"55119",139,42,1375,308,"R"
"54091",174,63,1760,539,"R"
"54103",172,62,1738,528,"R"
"39051",160,56,1606,462,"R"
"47011",161,83,1617,759,"R"
"12079",168,103,1694,979,"R"
"51005",175,70,1771,616,"R"
"22021",136,99,1342,935,"R"
"22041",138,98,1364,924,"R"
"29037",127,71,1243,627,"R"
"36045",183,41,1859,297,"R"
"36105",189,50,1925,396,"R"
"48041",121,105,1177,1001,"R"
"51047",181,67,1837,583,"R"
"51187",180,64,1826,550,"R"
"35023",76,96,682,902,"R"
"41025",51,43,407,319,"R"
"01077",151,86,1507,792,"R"
"06111",42,79,308,715,"D"
"12023",171,103,1727,979,"R"
"54019",172,69,1738,605,"R"
"55043",138,52,1364,418,"R"
"51131",189,69,1925,605,"D"
"36049",185,42,1881,308,"R"
"27157",134,46,1320,352,"R"
"40013",121,91,1177,847,"R"
"01117",155,92,1551,858,"R"
"12063",162,102,1628,968,"R"
"01025",152,100,1518,946,"R"
"01085",156,97,1562,913,"D"
"04021",67,91,583,847,"R"
"20011",126,74,1232,660,"R"
"31065",109,64,1045,550,"R"
"26079",155,43,1551,319,"R"
"01115",156,90,1562,836,"R"
"05093",142,83,1408,759,"R"
"12013",162,104,1628,990,"R"
"51175",186,72,1892,638,"R"
"55121",136,45,1342,341,"R"
"36075",183,44,1859,330,"R"
"06113",37,59,253,495,"D"
"37139",189,74,1925,660,"R"
"13245",171,90,1727,836,"D"
"18163",150,72,1496,638,"R"
"18051",150,71,1496,627,"R"
"21037",160,66,1606,572,"R"
"21111",156,71,1562,627,"D"
"25003",193,46,1969,352,"D"
"26139",153,50,1529,396,"R"
"29189",140,70,1386,616,"D"
"12037",163,106,1639,1012,"R"
"12045",162,106,1628,1012,"R"
"12053",173,110,1749,1056,"R"
"12133",160,103,1606,979,"R"
"12075",171,107,1727,1023,"R"
"22051",144,109,1430,1045,"R"
"36079",192,50,1958,396,"R"
"37143",190,74,1936,660,"R"
"55123",138,49,1364,385,"R"
"48299",112,105,1078,1001,"R"
"25027",197,45,2013,341,"D"
"36061",192,53,1958,429,"D"
"36021",192,47,1958,363,"D"
"35039",85,78,781,704,"D"
"48391",117,115,1133,1111,"R"
"20017",120,72,1166,638,"R"
"01023",150,98,1496,924,"R"
"05003",137,94,1353,880,"R"
"12077",163,104,1639,990,"R"
"06033",35,56,231,462,"R"
"12107",175,106,1771,1012,"R"
"12127",177,108,1793,1034,"R"
"36089",185,38,1881,264,"R"
"48317",101,97,957,913,"R"
"26141",158,39,1584,275,"R"
"06055",36,59,242,495,"D"
"37045",172,81,1738,737,"R"
"06103",38,53,264,429,"R"
"39015",162,67,1628,583,"R"
"42029",187,58,1903,484,"D"
"06075",34,62,220,528,"D"
"06017",42,60,308,506,"R"
"01009",155,89,1551,825,"R"
"13111",163,85,1639,781,"R"
"12131",158,103,1584,979,"R"
"13087",164,101,1650,957,"R"
"13095",165,99,1661,935,"D"
"13235",167,95,1683,891,"R"
"40119",119,82,1155,748,"R"
"28157",139,103,1375,979,"D"
"22065",139,97,1375,913,"D"
"28149",141,97,1397,913,"R"
"12097",178,112,1804,1078,"R"
"53049",41,25,297,121,"R"
"08097",86,66,792,572,"D"
"16019",74,46,660,352,"R"
"17087",146,75,1452,671,"R"
"17085",140,54,1386,440,"R"
"05063",137,83,1353,759,"R"
"27075",135,32,1331,198,"D"
"29069",142,80,1408,726,"R"
"28011",140,91,1386,847,"D"
"28025",148,91,1474,847,"D"
"54063",174,71,1760,627,"R"
"46129",110,41,1056,297,"R"
"28085",142,101,1408,957,"R"
"22067",137,96,1353,902,"R"
"05137",135,82,1331,748,"R"
"51740",188,72,1914,638,"D"
"08013",92,63,858,539,"D"
"29223",141,77,1397,693,"R"
"48329",100,99,946,935,"R"
"29153",134,79,1320,715,"R"
"18087",156,56,1562,462,"R"
"18037",152,71,1518,627,"R"
"18061",155,71,1551,627,"R"
"21231",160,76,1606,682,"R"
"22053",134,106,1320,1012,"R"
"29105",133,75,1309,671,"R"
"31153",122,60,1188,506,"R"
"28087",149,92,1485,858,"R"
"39095",161,55,1617,451,"D"
"12073",165,103,1661,979,"D"
"28047",147,105,1463,1001,"R"
"54075",175,67,1771,583,"R"
"18135",158,62,1584,528,"R"
"29179",139,76,1375,682,"R"
"08041",94,69,880,605,"R"
"22077",138,104,1364,990,"R"
"30063",70,29,616,165,"D"
"21007",145,77,1441,693,"R"
"31141",117,58,1133,484,"R"
"36097",182,48,1848,374,"R"
"37163",183,81,1859,737,"R"
"39151",169,58,1705,484,"R"
"39103",167,57,1683,473,"R"
"45035",177,90,1793,836,"R"
"51165",178,66,1804,572,"R"
"05087",130,82,1276,748,"R"
"16051",72,44,638,330,"R"
"18013",154,67,1540,583,"R"
"20151",113,75,1089,671,"R"
"21005",159,71,1595,627,"R"
"21199",161,75,1617,671,"R"
"55137",143,46,1419,352,"R"
"34037",190,52,1936,418,"R"
"29111",136,64,1342,550,"R"
"34003",192,52,1958,418,"D"
"48487",111,90,1067,836,"R"
"08071",95,75,891,671,"R"
"45033",180,84,1826,770,"R"
"31105",97,59,913,495,"R"
"48045",104,88,990,814,"R"
"48177",116,110,1122,1056,"R"
"51137",182,67,1848,583,"R"
"51183",185,72,1881,638,"D"
"54087",170,67,1716,583,"R"
"55049",140,51,1386,407,"D"
"22015",131,97,1287,913,"R"
"27033",125,48,1221,374,"R"
"29213",132,79,1298,715,"R"
"30101",77,24,693,110,"R"
"37035",173,79,1749,715,"R"
"36033",188,38,1914,264,"R"
"36101",180,50,1826,396,"R"
"04005",67,79,583,715,"D"
"33013",197,41,2013,297,"D"
"29181",139,79,1375,715,"R"
"29186",141,73,1397,649,"R"
"22083",137,97,1353,913,"R"
"48261",115,121,1111,1177,"R"
"30089",67,26,583,132,"R"
"38025",103,32,979,198,"R"
"46063",99,40,935,286,"R"
"51021",172,73,1738,649,"R"
"04027",58,90,484,836,"R"
"08113",80,71,726,627,"D"
"37005",173,76,1749,682,"R"
"47051",156,84,1562,770,"R"
"13015",161,87,1617,803,"R"
"13251",173,92,1749,858,"R"
"17143",142,61,1408,517,"D"
"13239",162,97,1628,913,"R"
"19077",127,57,1243,473,"R"
"17037",145,55,1441,451,"D"
"26045",157,51,1573,407,"R"
"37155",181,83,1837,759,"R"
"21121",163,76,1639,682,"R"
"21125",162,75,1628,671,"R"
"55023",138,51,1364,407,"R"
"08035",93,66,869,572,"R"
"48061",116,124,1122,1210,"R"
"22089",143,107,1419,1023,"R"
"01047",154,96,1540,902,"D"
"21027",154,73,1540,649,"R"
"21185",157,70,1573,616,"R"
"17151",147,75,1463,671,"R"
"36011",182,46,1848,352,"R"
"19171",133,56,1309,462,"R"
"20155",115,73,1111,649,"R"
"21133",166,74,1672,660,"R"
"22001",135,106,1331,1012,"R"
"26015",155,52,1551,418,"R"
"28089",144,96,1430,902,"R"
"29199",134,63,1320,539,"R"
"21127",166,70,1672,616,"R"
"21145",146,76,1452,682,"R"
"46091",117,40,1133,286,"R"
"21181",162,69,1628,605,"R"
"21189",164,73,1650,649,"R"
"21197",163,73,1639,649,"R"
"36065",185,44,1881,330,"R"
"37113",165,83,1661,759,"R"
"20019",121,77,1177,693,"R"
"40001",127,82,1243,748,"R"
"48183",126,97,1232,913,"R"
"37043",165,82,1661,748,"R"
"39013",171,61,1727,517,"R"
"44009",199,48,2035,374,"D"
"20137",109,65,1045,561,"R"
"30085",96,28,902,154,"R"
"35035",87,94,803,880,"R"
"36015",182,49,1848,385,"R"
"42091",188,56,1914,462,"D"
"47165",154,79,1540,715,"R"
"17039",145,63,1441,539,"R"
"06009",41,62,297,528,"R"
"21017",161,70,1617,616,"R"
"27015",126,46,1232,352,"R"
"21035",148,78,1474,704,"R"
"45073",167,84,1683,770,"R"
"42127",187,51,1903,407,"R"
"46127",120,53,1166,429,"R"
"48215",113,123,1089,1199,"R"
"55059",147,53,1463,429,"R"
"26085",153,46,1529,352,"R"
"46103",100,47,946,363,"R"
"47071",149,85,1485,781,"R"
"48231",122,95,1188,891,"R"
"48245",129,108,1265,1034,"R"
"48119",123,93,1199,869,"R"
"45013",177,93,1793,869,"R"
"37087",167,81,1683,737,"R"
"47057",164,78,1650,704,"R"
"45021",172,83,1738,759,"R"
"36043",187,43,1903,319,"R"
"05071",131,84,1287,770,"R"
"36095",189,46,1925,352,"R"
"42103",188,52,1914,418,"R"
"42115",186,50,1892,396,"R"
"01035",155,100,1551,946,"R"
"17169",139,64,1375,550,"R"
"18145",155,65,1551,561,"R"
"18157",151,62,1507,528,"R"
"18027",151,69,1507,605,"R"
"20117",120,66,1166,572,"R"
"22009",137,103,1353,979,"R"
"28073",146,102,1452,968,"R"
"31143",117,60,1133,506,"R"
"51550",189,71,1925,627,"D"
"53025",54,25,440,121,"R"
"35051",82,92,748,858,"R"
"38001",103,38,979,264,"R"
"29171",132,63,1298,539,"R"
"29197",133,63,1309,539,"R"
"53027",41,22,297,88,"R"
"53031",42,20,308,66,"D"
"53043",57,25,473,121,"R"
"35001",85,84,781,770,"D"
"35061",84,86,770,792,"R"
"36009",176,50,1782,396,"R"
"12125",172,104,1738,990,"R"
"17057",141,62,1397,528,"R"
"19133",122,56,1188,462,"R"
"20043",125,66,1221,572,"R"
"13265",168,89,1694,825,"D"
"13267",172,95,1738,891,"R"
"40057",109,87,1045,803,"R"
"05081",128,92,1254,858,"R"
"42003",173,58,1749,484,"D"
"06027",49,71,385,627,"R"
"53055",46,17,352,33,"D"
"20021",126,77,1232,693,"R"
"13229",172,98,1738,924,"R"
"13299",171,100,1727,946,"R"
"42033",178,55,1804,451,"R"
"12115",174,116,1760,1122,"R"
"13279",171,95,1727,891,"R"
"40085",117,91,1133,847,"R"
"23011",201,35,2057,231,"R"
"10001",189,61,1925,517,"D"
"13189",170,89,1716,825,"R"
"34001",191,59,1947,495,"R"
"05097",130,88,1276,814,"R"
"51660",179,66,1815,572,"D"
"29205",135,65,1331,561,"R"
"48201",124,109,1210,1045,"D"
"37061",185,81,1881,737,"R"
"12029",170,106,1716,1012,"R"
"27021",127,35,1243,231,"R"
"39171",158,56,1584,462,"R"
"30087",91,37,847,253,"R"
"48065",103,84,979,770,"R"
"38101",106,29,1012,165,"R"
"20009",113,71,1089,627,"R"
"45045",169,84,1705,770,"R"
"16077",70,48,616,374,"R"
"17141",143,55,1419,451,"R"
"20161",119,68,1155,594,"D"
"41061",56,34,462,220,"R"
"13085",163,86,1639,792,"R"
"13063",163,90,1639,836,"D"
"41063",59,34,495,220,"R"
"05105",133,87,1309,803,"R"
"22101",139,109,1375,1045,"R"
"05109",130,90,1276,836,"R"
"40035",125,79,1221,715,"R"
"48217",118,99,1144,935,"R"
"20015",119,75,1155,671,"R"
"17083",141,68,1397,594,"R"
"18035",156,62,1562,528,"R"
"20185",113,73,1089,649,"R"
"40131",123,81,1199,737,"R"
"40101",124,84,1210,770,"R"
"26031",156,39,1562,275,"R"
"40135",126,84,1232,770,"R"
"41041",38,32,264,198,"D"
"48419",129,100,1265,946,"R"
"55115",144,43,1430,319,"R"
"16061",62,32,528,198,"R"
"16069",61,31,517,187,"R"
"41071",41,31,297,187,"R"
"55057",140,47,1386,363,"R"
"05077",140,87,1386,803,"D"
"55053",138,46,1364,352,"R"
"48221",115,97,1111,913,"R"
"12015",176,117,1782,1133,"R"
"13001",171,97,1727,913,"R"
"01051",157,95,1573,891,"R"
"18039",154,56,1540,462,"R"
"41035",42,42,308,308,"R"
"08017",100,69,946,605,"R"
"32023",53,69,429,605,"R"
"51145",183,72,1859,638,"R"
"06089",39,50,275,396,"R"
"45091",173,82,1749,748,"R"
"27077",125,27,1221,143,"R"
"55125",142,38,1408,264,"R"
"34017",192,55,1958,451,"D"
"38093",113,35,1089,231,"R"
"10005",190,63,1936,539,"R"
"37089",169,82,1705,748,"R"
"16001",60,43,506,319,"R"
"08045",83,64,759,550,"D"
"12061",180,113,1826,1089,"R"
"37049",187,79,1903,715,"R"
"48181",120,93,1166,869,"R"
"22033",140,105,1386,1001,"D"
"01001",156,96,1562,902,"R"
"38079",111,27,1067,143,"D"
"30103",89,36,825,242,"R"
"30111",85,37,781,253,"R"
"31051",119,54,1155,440,"R"
"55007",136,37,1342,253,"D"
"45029",177,91,1793,847,"R"
"42019",173,57,1749,473,"R"
"27139",130,45,1276,341,"R"
"46017",112,47,1078,363,"D"
"42007",172,58,1738,484,"R"
"36013",174,51,1760,407,"R"
"20003",124,73,1210,649,"R"
"17075",148,61,1474,517,"R"
"01067",161,99,1617,935,"R"
"39099",171,56,1727,462,"R"
"19039",129,60,1265,506,"R"
"40041",126,80,1232,726,"R"
"36017",186,47,1892,363,"R"
"48471",123,105,1199,1001,"R"
"51810",189,72,1925,638,"D"
"48307",110,102,1056,968,"R"
"26163",162,52,1628,418,"D"
"51053",184,71,1870,627,"R"
"20181",103,67,979,583,"R"
"01101",157,97,1573,913,"D"
"39121",169,62,1705,528,"R"
"48361",130,107,1276,1023,"R"
"06035",44,53,330,429,"R"
"39057",162,64,1628,550,"R"
"42039",172,53,1738,429,"R"
"17091",148,59,1474,495,"R"
"21101",150,73,1496,649,"R"
"16003",61,37,517,253,"R"
"01073",154,91,1540,847,"D"
"48287",119,107,1155,1023,"R"
"40069",120,90,1166,836,"R"
"51031",179,72,1815,638,"R"
"48225",124,102,1210,968,"R"
"40121",123,87,1199,803,"R"
"26099",163,50,1639,396,"R"
"26135",158,42,1584,308,"R"
"18183",156,58,1562,484,"R"
"19111",136,62,1342,528,"R"
"51073",187,69,1903,605,"R"
"17161",140,58,1386,484,"D"
"39135",159,63,1595,539,"R"
"13059",166,88,1672,814,"D"
"08091",83,71,759,627,"D"
"17153",145,76,1441,682,"R"
"05121",139,80,1375,726,"R"
"39003",160,59,1606,495,"R"
"27059",130,40,1276,286,"R"
"48407",125,105,1221,1001,"R"
"48395",120,103,1166,979,"R"
"51079",180,66,1826,572,"R"
"51139",180,65,1826,561,"R"
"39009",168,64,1694,550,"D"
"22057",143,109,1419,1045,"R"
"26047",155,39,1551,275,"R"
"37185",183,75,1859,671,"D"
"17089",146,56,1452,462,"D"
"16085",63,38,539,264,"R"
"51083",180,74,1826,660,"R"
"08111",83,72,759,638,"D"
"48385",108,108,1034,1034,"R"
"06079",38,74,264,660,"D"
"05147",139,85,1375,781,"R"
"13039",174,100,1760,946,"R"
"42125",173,60,1749,506,"R"
"54053",168,67,1694,583,"R"
"37075",164,82,1650,748,"R"
"01065",152,95,1518,891,"D"
"30005",85,26,781,132,"R"
"38033",99,35,935,231,"R"
"55017",136,43,1342,319,"R"
"51085",183,68,1859,594,"R"
"13081",166,97,1672,913,"R"
"48387",125,92,1221,858,"R"
"19129",123,60,1199,506,"R"
"08125",101,64,957,550,"R"
"19161",125,55,1221,451,"R"
"05073",131,94,1287,880,"R"
"06043",42,65,308,561,"R"
"39081",171,59,1727,495,"R"
"28083",142,92,1408,858,"D"
"39001",163,67,1639,583,"R"
"39111",171,62,1727,528,"R"
"54099",167,70,1683,616,"R"
"39167",169,64,1705,550,"R"
"18003",157,58,1573,484,"R"
"19163",139,57,1375,473,"R"
"46101",120,48,1166,374,"R"
"55051",139,37,1375,253,"R"
"01071",157,86,1573,792,"R"
"17181",145,75,1441,671,"R"
"08039",95,67,891,583,"R"
"21053",159,77,1595,693,"R"
"48403",130,102,1276,968,"R"
"48427",111,123,1067,1199,"R"
"13109",173,95,1749,891,"R"
"17195",141,57,1397,473,"R"
"13293",164,93,1650,869,"R"
"48279",100,90,946,836,"R"
"27145",126,41,1232,297,"R"
"30065",86,35,792,231,"R"
"13297",165,89,1661,825,"R"
"34013",191,53,1947,429,"D"
"51027",169,73,1705,649,"R"
"51091",177,67,1793,583,"R"
"54061",174,62,1760,528,"R"
"01089",155,86,1551,792,"R"
"18107",152,63,1518,539,"R"
"39091",161,61,1617,517,"R"
"29019",134,69,1320,605,"D"
"37179",176,82,1782,748,"R"
"19107",134,59,1320,495,"R"
"06105",35,50,231,396,"R"
"17203",144,61,1430,517,"R"
"13139",165,86,1661,792,"R"
"30007",76,34,682,220,"R"
"30077",72,30,638,176,"R"
"13209",170,95,1716,891,"R"
"01129",150,101,1496,957,"R"
"28133",141,91,1397,847,"D"
"28159",147,93,1463,869,"R"
"29129",130,63,1276,539,"R"
"39049",164,62,1650,528,"D"
"29165",126,68,1232,594,"R"
"53057",49,19,385,55,"D"
"13313",160,85,1606,781,"R"
"50003",193,43,1969,319,"D"
"17015",141,55,1397,451,"R"
"17001",138,65,1364,561,"R"
"39165",161,65,1617,561,"R"
"12011",182,119,1848,1155,"D"
"13161",170,97,1716,913,"R"
"12051",179,118,1815,1144,"R"
"39175",163,58,1639,484,"R"
"33019",195,41,1991,297,"R"
"35059",96,80,902,726,"R"
"39089",166,62,1672,528,"R"
"51181",186,71,1892,627,"R"
"48175",116,114,1122,1100,"R"
"37191",184,79,1870,715,"R"
"48141",85,99,781,935,"D"
"39061",160,65,1606,561,"D"
"54003",182,62,1848,528,"R"
"50019",193,35,1969,231,"R"
"53029",46,19,352,55,"D"
"13181",170,88,1716,814,"R"
"39025",161,66,1617,572,"R"
"13191",175,97,1771,913,"R"
"13199",162,92,1628,858,"R"
"48481",121,111,1177,1067,"R"
"48483",107,85,1023,781,"R"
"26131",141,36,1397,242,"R"
"05053",134,89,1320,825,"R"
"05055",141,81,1397,737,"R"
"26153",151,37,1507,253,"R"
"37071",173,81,1749,737,"R"
"42121",174,54,1760,440,"R"
"01011",159,97,1595,913,"D"
"30027",83,31,759,187,"R"
"30071",88,27,814,143,"R"
"47081",151,82,1507,748,"R"
"55101",147,52,1463,418,"R"
"50023",193,38,1969,264,"D"
"31107",116,54,1122,440,"R"
"31173",120,56,1166,462,"R"
"13215",162,95,1628,891,"D"
"13219",166,87,1672,803,"R"
"13225",165,94,1661,880,"R"
"39017",159,65,1595,561,"R"
"13231",163,92,1639,858,"R"
"39031",167,60,1683,506,"R"
"13319",168,93,1694,869,"R"
"01109",158,98,1584,924,"R"
"42123",175,52,1771,418,"R"
"51193",185,66,1881,572,"R"
"34039",191,54,1947,440,"D"
"29029",133,73,1309,649,"R"
"51197",172,74,1738,660,"R"
"38091",117,33,1133,209,"R"
"49015",74,65,660,561,"R"
"48029",113,110,1089,1056,"D"
"48281",114,102,1100,968,"R"
"49023",68,62,594,528,"R"
"49041",70,66,616,572,"R"
"50017",194,39,1980,275,"D"
"55029",148,42,1474,308,"D"
"32019",47,60,363,506,"R"
"41045",55,43,451,319,"R"
"39055",169,55,1705,451,"R"
"22023",132,108,1298,1034,"R"
"24009",186,65,1892,561,"R"
"31055",121,59,1177,495,"D"
"38097",119,33,1155,209,"R"
"05069",136,89,1342,825,"D"
"37081",177,77,1793,693,"D"
"48057",120,115,1166,1111,"R"
"48323",106,113,1012,1089,"R"
"49051",73,60,649,506,"R"
"53019",58,21,484,77,"R"
"13029",174,95,1760,891,"R"
"01041",157,99,1573,935,"R"
"01045",160,99,1606,935,"R"
"01081",160,95,1606,891,"R"
"20153",105,65,1001,561,"R"
"19097",139,55,1375,451,"R"
"08099",101,73,957,649,"R"
"54009",172,59,1738,495,"R"
"16011",71,46,627,352,"R"
"20149",121,68,1177,594,"R"
"31157",98,56,924,462,"R"
"37197",174,77,1760,693,"R"
"48213",123,98,1199,924,"R"
"51081",184,73,1870,649,"D"
"38005",112,30,1078,176,"R"
"22109",141,110,1397,1056,"R"
"01029",159,90,1595,836,"R"
"29013",127,72,1243,638,"R"
"22059",136,101,1342,957,"R"
"46123",110,51,1056,407,"R"
"48161",121,100,1177,946,"R"
"13051",176,95,1782,891,"D"
"39143",163,56,1639,462,"R"
"21227",154,76,1540,682,"R"
"19181",130,59,1276,495,"R"
"13103",175,94,1771,880,"R"
"48197",109,89,1045,825,"R"
"04023",68,97,594,913,"D"
"08087",97,63,913,539,"R"
"12119",174,110,1760,1056,"R"
"21173",162,71,1628,627,"R"
"19025",126,55,1232,451,"R"
"38061",104,29,990,165,"R"
"31139",117,55,1133,451,"R"
"51770",176,72,1782,638,"D"
"26115",161,54,1617,440,"R"
"26157",161,47,1617,363,"R"
"18103",154,60,1540,506,"R"
"37189",171,77,1727,693,"D"
"34011",190,60,1936,506,"R"
"08029",83,67,759,583,"R"
"18141",153,56,1529,462,"D"
"40079",127,86,1243,792,"R"
"54083",175,66,1771,572,"R"
"48451",106,102,1012,968,"R"
"17069",148,75,1474,671,"R"
"13145",162,93,1628,869,"R"
"48457",128,104,1254,990,"R"
"12086",182,122,1848,1188,"R"
"54093",176,64,1782,550,"R"
"48071",127,109,1243,1045,"R"
"06013",36,62,242,528,"D"
"06045",33,54,209,440,"D"
"31021",121,57,1177,473,"R"
"50005",194,36,1980,242,"D"
"22063",141,105,1397,1001,"R"
"26095",153,35,1529,231,"R"
"05047",129,84,1265,770,"R"
"36041",188,42,1914,308,"R"
"40087",117,86,1133,792,"R"
"48343",126,93,1232,869,"R"
"16005",71,49,627,385,"R"
"16073",59,46,495,352,"R"
"21071",166,72,1672,638,"R"
"51107",182,63,1848,539,"D"
"24029",187,61,1903,517,"R"
"37159",175,79,1771,715,"R"
"21239",161,71,1617,627,"R"
"55003",138,37,1364,253,"D"
"08015",88,68,814,594,"D"
"29101",129,70,1265,616,"R"
"08055",92,74,858,660,"R"
"22095",142,107,1408,1023,"D"
"28063",140,100,1386,946,"D"
"37173",165,81,1661,737,"R"
"48051",120,106,1166,1012,"R"
"54007",172,66,1738,572,"R"
"48351",130,105,1276,1001,"R"
"13283",170,94,1716,880,"R"
"31121",115,60,1111,506,"R"
"27029",124,32,1210,198,"R"
"56001",91,56,847,462,"R"
"54095",171,63,1727,539,"R"
"19165",124,57,1210,473,"R"
"55061",148,45,1474,341,"R"
"35027",88,90,814,836,"R"
"34005",191,58,1947,484,"D"
"01123",158,93,1584,869,"R"
"09140",194,50,1980,396,"R"
"08119",92,68,858,594,"R"
"48459",126,96,1232,902,"R"
"36071",190,51,1936,407,"R"
"29211",131,64,1287,550,"R"
"54107",169,65,1705,561,"R"
"54015",171,68,1727,594,"R"
"36115",191,42,1947,308,"R"
"54027",179,63,1815,539,"R"
"17119",142,69,1408,605,"R"
"16087",59,39,495,275,"R"
"47137",159,78,1595,704,"R"
"05039",134,91,1320,847,"R"
"34025",192,56,1958,462,"R"
"26109",147,40,1463,286,"R"
"21107",151,75,1507,671,"R"
"48117",99,86,935,792,"R"
"53007",51,22,407,88,"R"
"12017",173,109,1749,1045,"R"
"12117",177,109,1793,1045,"R"
"54005",170,70,1716,616,"R"
"54035",169,67,1705,583,"R"
"01079",152,87,1518,803,"R"
"05035",142,85,1408,781,"D"
"06025",53,88,429,814,"R"
"40153",111,80,1067,726,"R"
"18085",154,58,1540,484,"R"
"51177",183,67,1859,583,"R"
"35015",92,96,858,902,"R"
"26105",152,46,1518,352,"R"
"27053",130,43,1276,319,"D"
"17067",138,63,1364,539,"R"
"42013",179,57,1815,473,"R"
"28001",139,101,1375,957,"D"
"08023",90,75,836,671,"D"
"34031",191,52,1947,418,"R"
"31161",102,53,968,429,"R"
"45031",178,85,1804,781,"R"
"31177",121,58,1177,484,"R"
"30031",76,38,682,264,"D"
"56003",85,43,781,319,"R"
"21115",166,71,1672,627,"R"
"37037",179,78,1815,704,"D"
"21157",148,77,1474,693,"R"
"51025",183,73,1859,649,"D"
"26121",153,49,1529,385,"R"
"48137",106,108,1012,1034,"R"
"47017",148,81,1474,737,"R"
"45017",176,88,1782,814,"R"
"45053",176,93,1782,869,"R"
"47077",148,83,1474,759,"R"
"27069",120,27,1166,143,"R"
"40115",126,78,1232,704,"R"
"13183",173,96,1749,902,"R"
"36069",180,47,1826,363,"R"
"45067",180,86,1826,792,"D"
"29005",124,63,1210,539,"R"
"53011",44,29,330,165,"D"
"47155",165,80,1661,726,"R"
"48035",116,100,1122,946,"R"
"56009",92,50,858,396,"R"
"47067",165,77,1661,693,"R"
"45039",174,85,1760,781,"D"
"45049",175,92,1771,858,"D"
"45057",175,83,1771,759,"R"
"55095",133,41,1309,297,"R"
"49009",78,58,704,484,"R"
"49025",69,72,605,638,"R"
"56031",94,54,880,440,"R"
"45075",176,89,1782,825,"D"
"41031",46,35,352,231,"R"
"46109",119,41,1155,297,"R"
"06087",35,65,231,561,"D"
"28045",146,105,1452,1001,"R"
"17133",141,72,1397,638,"R"
"48037",128,93,1254,869,"R"
"53003",59,31,495,187,"R"
"41067",41,29,297,165,"D"
"56033",89,42,825,308,"R"
"34015",190,59,1936,495,"R"
"45003",173,88,1749,814,"R"
"21065",162,72,1628,638,"R"
"28081",148,89,1474,825,"R"
"55037",145,39,1441,275,"R"
"19071",123,62,1199,528,"R"
"42061",180,57,1826,473,"R"
"42071",186,58,1892,484,"R"
"39007",170,53,1716,429,"R"
"31063",108,62,1034,528,"R"
"26013",144,36,1430,242,"R"
"04019",66,94,572,880,"D"
"18043",155,70,1551,616,"R"
"53021",55,29,451,165,"R"
"30093",72,35,638,231,"D"
"41039",41,36,297,242,"D"
"29201",144,77,1430,693,"R"
"21057",158,77,1584,693,"R"
"45047",171,86,1727,792,"R"
"48321",122,113,1188,1089,"R"
"01107",150,93,1496,869,"R"
"01033",151,85,1507,781,"R"
"05145",137,85,1353,781,"R"
"39019",170,59,1716,495,"R"
"06061",41,58,297,484,"R"
"20113",116,72,1122,638,"R"
"16057",61,29,517,165,"R"
"16081",75,45,671,341,"D"
"17179",143,62,1419,528,"R"
"28109",146,104,1452,990,"R"
"13305",173,97,1749,913,"R"
"27171",128,42,1254,308,"R"
"51099",184,66,1870,572,"R"
"30057",74,38,660,264,"R"
"54029",173,59,1749,495,"R"
"27049",132,46,1298,352,"R"
"21069",163,69,1639,605,"R"
"40023",124,90,1210,836,"R"
"55031",134,37,1320,253,"D"
"26049",160,49,1606,385,"D"
"42079",186,53,1892,429,"R"
"31037",119,58,1155,484,"R"
"48443",99,106,935,1012,"R"
"39157",169,59,1705,495,"R"
"13221",167,88,1683,814,"R"
"13317",169,88,1705,814,"R"
"12069",175,109,1771,1045,"R"
"31025",122,61,1188,517,"R"
"42129",176,59,1782,495,"R"
"51019",177,72,1793,638,"R"
"40033",114,90,1100,836,"R"
"12083",174,107,1760,1023,"R"
"25021",199,45,2035,341,"D"
"17077",144,74,1430,660,"D"
"21151",161,72,1617,638,"R"
"37015",187,75,1903,671,"D"
"31133",121,64,1177,550,"R"
"08009",100,76,946,682,"R"
"26055",154,43,1540,319,"R"
"46023",114,51,1100,407,"R"
"18139",156,65,1562,561,"R"
"41059",55,33,451,209,"R"
"55041",144,40,1430,286,"R"
"28007",145,94,1441,880,"R"
"08107",86,61,792,517,"D"
"28147",143,102,1419,968,"R"
"48275",109,92,1045,858,"R"
"40129",109,83,1045,759,"R"
"06059",46,83,352,759,"D"
"31147",123,64,1199,550,"R"
"47151",161,78,1617,704,"R"
"22073",136,97,1342,913,"R"
"40149",112,85,1078,781,"R"
"41037",46,43,352,319,"R"
"51141",175,75,1771,671,"R"
"42067",181,57,1837,473,"R"
"47107",161,82,1617,748,"R"
