"rank","cum_land","cum_votes","cum_counties","winner"
2618,90.2709,29.7316,84.2071,"R"
2619,90.2878,29.7713,84.2393,"R"
2620,90.3193,29.8455,84.2715,"R"
2621,90.3436,29.9029,84.3036,"D"
2622,90.3588,29.9389,84.3358,"R"
2623,90.3659,29.9556,84.368,"R"
2624,90.3785,29.9857,84.4001,"R"
2625,90.3974,30.0308,84.4323,"R"
2626,90.4331,30.1161,84.4645,"R"
2627,90.4509,30.1586,84.4966,"R"
2628,90.4667,30.1967,84.5288,"R"
2629,90.53,30.3491,84.561,"D"
2630,90.5395,30.372,84.5931,"R"
2631,90.5535,30.4059,84.6253,"R"
2632,90.569,30.4437,84.6574,"R"
2633,90.5899,30.4949,84.6896,"D"
2634,90.6053,30.5326,84.7218,"D"
2635,90.6138,30.5534,84.7539,"R"
2636,90.8577,31.1578,84.7861,"R"
2637,90.8864,31.2292,84.8183,"R"
2638,90.9103,31.2886,84.8504,"D"
2639,90.936,31.3524,84.8826,"R"
2640,90.9631,31.42,84.9148,"R"
2641,91.003,31.5197,84.9469,"R"
2642,91.27,32.1887,84.9791,"D"
2643,91.2932,32.2469,85.0113,"D"
2644,91.3438,32.3738,85.0434,"R"
2645,91.3887,32.4867,85.0756,"R"
2646,91.3941,32.5003,85.1078,"R"
2647,91.4243,32.5764,85.1399,"R"
2648,91.4342,32.6015,85.1721,"R"
2649,91.4515,32.6454,85.2042,"R"
2650,91.4709,32.695,85.2364,"R"
2651,91.483,32.7259,85.2686,"R"
2652,91.4999,32.7691,85.3007,"R"
2653,91.5145,32.8066,85.3329,"R"
2654,91.5481,32.8926,85.3651,"D"
2655,91.5701,32.9494,85.3972,"D"
2656,91.5946,33.0122,85.4294,"R"
2657,91.6081,33.047,85.4616,"D"
2658,91.6238,33.0878,85.4937,"R"
2659,91.6461,33.1459,85.5259,"R"
2660,91.6999,33.2863,85.5581,"R"
2661,91.7191,33.3367,85.5902,"R"
2662,91.7412,33.3952,85.6224,"D"
2663,91.7554,33.4328,85.6546,"R"
2664,91.769,33.4687,85.6867,"R"
2665,91.7931,33.5328,85.7189,"R"
2666,91.8002,33.5517,85.751,"R"
2667,91.81,33.5778,85.7832,"R"
2668,91.825,33.6178,85.8154,"R"
2669,91.8781,33.7599,85.8475,"R"
2670,91.9012,33.8221,85.8797,"R"
2671,91.9315,33.9038,85.9119,"R"
2672,91.943,33.9348,85.944,"R"
2673,91.9638,33.9908,85.9762,"D"
2674,91.9843,34.0468,86.0084,"R"
2675,92.0259,34.1608,86.0405,"R"
2676,92.0453,34.2138,86.0727,"R"
2677,92.0743,34.2936,86.1049,"R"
2678,92.0846,34.3224,86.137,"R"
2679,92.0924,34.3441,86.1692,"R"
2680,92.1024,34.3722,86.2014,"R"
2681,92.1308,34.4517,86.2335,"R"
2682,92.1574,34.5262,86.2657,"R"
2683,92.2252,34.7166,86.2978,"R"
2684,92.239,34.7553,86.33,"R"
2685,92.2534,34.7963,86.3622,"D"
2686,92.2707,34.8456,86.3943,"R"
2687,92.277,34.8634,86.4265,"R"
2688,92.2962,34.9184,86.4587,"R"
2689,92.3146,34.9714,86.4908,"D"
2690,92.3279,35.0098,86.523,"D"
2691,92.3566,35.0924,86.5552,"R"
2692,92.3764,35.1497,86.5873,"D"
2693,92.3876,35.1818,86.6195,"R"
2694,92.4032,35.2272,86.6517,"R"
2695,92.4149,35.2612,86.6838,"R"
2696,92.4332,35.3144,86.716,"R"
2697,92.4347,35.3189,86.7482,"D"
2698,92.4406,35.3362,86.7803,"R"
2699,92.4673,35.4157,86.8125,"R"
2700,92.4969,35.5045,86.8446,"D"
2701,92.5502,35.665,86.8768,"D"
2702,92.57,35.7247,86.909,"R"
2703,92.5826,35.7627,86.9411,"R"
2704,92.5984,35.8105,86.9733,"R"
2705,92.6193,35.8737,87.0055,"R"
2706,92.6221,35.8821,87.0376,"R"
2707,92.64,35.9362,87.0698,"D"
2708,92.6668,36.0174,87.102,"R"
2709,92.6823,36.0645,87.1341,"R"
2710,92.7139,36.1608,87.1663,"R"
2711,92.7224,36.1867,87.1985,"R"
2712,92.7821,36.3693,87.2306,"R"
2713,92.7876,36.386,87.2628,"R"
2714,92.801,36.4271,87.295,"R"
2715,92.8162,36.4741,87.3271,"D"
2716,92.8284,36.5118,87.3593,"R"
2717,92.8459,36.5667,87.3914,"R"
2718,92.8733,36.6527,87.4236,"D"
2719,92.9019,36.7426,87.4558,"R"
2720,92.918,36.7935,87.4879,"R"
2721,92.9656,36.944,87.5201,"R"
2722,92.9821,36.9964,87.5523,"R"
2723,93.0007,37.0558,87.5844,"R"
2724,93.0127,37.0949,87.6166,"R"
2725,93.0298,37.1501,87.6488,"R"
2726,93.0485,37.2109,87.6809,"R"
2727,93.0684,37.2759,87.7131,"R"
2728,93.075,37.2976,87.7453,"R"
2729,93.0947,37.362,87.7774,"R"
2730,93.1189,37.4417,87.8096,"D"
2731,93.1354,37.4961,87.8417,"R"
2732,93.1447,37.5267,87.8739,"R"
2733,93.1717,37.6167,87.9061,"R"
2734,93.1826,37.653,87.9382,"R"
2735,93.2041,37.7258,87.9704,"R"
2736,93.2077,37.7379,88.0026,"R"
2737,93.2378,37.8402,88.0347,"R"
2738,93.3098,38.0848,88.0669,"R"
2739,93.3279,38.1466,88.0991,"D"
2740,93.339,38.1849,88.1312,"R"
2741,93.3597,38.2567,88.1634,"R"
2742,93.3819,38.3343,88.1956,"D"
2743,93.4014,38.4024,88.2277,"R"
2744,93.4236,38.4801,88.2599,"R"
2745,93.442,38.5446,88.2921,"R"
2746,93.4803,38.6793,88.3242,"R"
2747,93.5034,38.7605,88.3564,"R"
2748,93.5174,38.8098,88.3885,"R"
2749,93.5416,38.8958,88.4207,"R"
2750,93.5595,38.9596,88.4529,"R"
2751,93.5784,39.0273,88.485,"R"
2752,93.6013,39.1091,88.5172,"D"
2753,93.6484,39.2779,88.5494,"R"
2754,93.661,39.3233,88.5815,"R"
2755,93.6721,39.3632,88.6137,"R"
2756,93.7004,39.4657,88.6459,"D"
2757,93.7149,39.5181,88.678,"R"
2758,93.7249,39.5544,88.7102,"R"
2759,93.742,39.6163,88.7424,"R"
2760,93.7608,39.6855,88.7745,"R"
2761,93.7882,39.787,88.8067,"R"
2762,93.8001,39.8315,88.8389,"R"
2763,93.8196,39.9038,88.871,"R"
2764,93.8465,40.004,88.9032,"D"
2765,93.9073,40.2324,88.9353,"R"
2766,93.9779,40.4974,88.9675,"D"
2767,93.9934,40.5558,88.9997,"R"
2768,94.0083,40.6122,89.0318,"R"
2769,94.0478,40.7621,89.064,"D"
2770,94.0614,40.8137,89.0962,"R"
2771,94.0791,40.8812,89.1283,"R"
2772,94.0946,40.9403,89.1605,"D"
2773,94.1116,41.0053,89.1927,"R"
2774,94.1372,41.1043,89.2248,"D"
2775,94.1514,41.1593,89.257,"R"
2776,94.1577,41.184,89.2892,"R"
2777,94.1715,41.238,89.3213,"R"
2778,94.1837,41.2862,89.3535,"R"
2779,94.1945,41.329,89.3857,"D"
2780,94.2293,41.4676,89.4178,"R"
2781,94.2916,41.7161,89.45,"D"
2782,94.304,41.7659,89.4821,"D"
2783,94.3277,41.8615,89.5143,"R"
2784,94.3481,41.9445,89.5465,"R"
2785,94.3624,42.0029,89.5786,"R"
2786,94.377,42.0624,89.6108,"R"
2787,94.3819,42.0824,89.643,"R"
2788,94.4047,42.1761,89.6751,"R"
2789,94.4385,42.3152,89.7073,"R"
2790,94.4483,42.3557,89.7395,"R"
2791,94.4704,42.4471,89.7716,"D"
2792,94.4789,42.4826,89.8038,"R"
2793,94.4881,42.5214,89.836,"D"
2794,94.5017,42.5783,89.8681,"R"
2795,94.5072,42.6013,89.9003,"R"
2796,94.5212,42.66,89.9325,"R"
2797,94.5339,42.7135,89.9646,"R"
2798,94.5614,42.8292,89.9968,"R"
2799,94.5761,42.8911,90.0289,"R"
2800,94.5908,42.9532,90.0611,"R"
2801,94.609,43.0302,90.0933,"R"
2802,94.6225,43.0872,90.1254,"D"
2803,94.6439,43.1779,90.1576,"R"
2804,94.6669,43.2755,90.1898,"R"
2805,94.6672,43.2766,90.2219,"R"
2806,94.6916,43.3809,90.2541,"D"
2807,95.0029,44.7221,90.2863,"R"
2808,95.0181,44.7875,90.3184,"R"
2809,95.0266,44.8246,90.3506,"R"
2810,95.0377,44.8733,90.3828,"D"
2811,95.0655,44.995,90.4149,"D"
2812,95.0857,45.0839,90.4471,"D"
2813,95.1081,45.1837,90.4793,"D"
2814,95.1391,45.3228,90.5114,"D"
2815,95.1579,45.4071,90.5436,"R"
2816,95.1771,45.4934,90.5757,"R"
2817,95.1997,45.5956,90.6079,"D"
2818,95.228,45.7239,90.6401,"D"
2819,95.244,45.7964,90.6722,"R"
2820,95.2613,45.8751,90.7044,"D"
2821,95.2823,45.9711,90.7366,"R"
2822,95.3145,46.1197,90.7687,"R"
2823,95.3401,46.238,90.8009,"D"
2824,95.3556,46.3098,90.8331,"D"
2825,95.3664,46.3603,90.8652,"R"
2826,95.3887,46.4644,90.8974,"D"
2827,95.3964,46.501,90.9296,"R"
2828,95.4236,46.6286,90.9617,"R"
2829,95.4379,46.6964,90.9939,"D"
2830,95.445,46.7298,91.0261,"D"
2831,95.4739,46.867,91.0582,"R"
2832,95.4962,46.9728,91.0904,"R"
2833,95.5159,47.0667,91.1225,"R"
2834,95.5502,47.2306,91.1547,"D"
2835,95.5724,47.3369,91.1869,"R"
2836,95.608,47.5085,91.219,"R"
2837,95.6201,47.5666,91.2512,"R"
2838,95.6273,47.6014,91.2834,"R"
2839,95.6426,47.6761,91.3155,"R"
2840,95.6568,47.7461,91.3477,"R"
2841,95.6724,47.8226,91.3799,"D"
2842,95.7288,48.1021,91.412,"D"
2843,95.7478,48.1966,91.4442,"D"
2844,95.7588,48.2515,91.4764,"D"
2845,95.7721,48.3184,91.5085,"R"
2846,95.8113,48.5183,91.5407,"D"
2847,95.8302,48.6141,91.5729,"D"
2848,95.8547,48.7402,91.605,"D"
2849,95.8844,48.8926,91.6372,"D"
2850,95.922,49.0862,91.6693,"D"
2851,95.9424,49.1913,91.7015,"R"
2852,95.9503,49.2325,91.7337,"R"
2853,95.9687,49.3292,91.7658,"R"
2854,95.9771,49.373,91.798,"R"
2855,95.9947,49.4656,91.8302,"D"
2856,96.0458,49.7359,91.8623,"D"
2857,96.0512,49.7647,91.8945,"R"
2858,96.089,49.9648,91.9267,"R"
2859,96.1029,50.0387,91.9588,"R"
2860,96.1079,50.0654,91.991,"R"
2861,96.1385,50.2283,92.0232,"R"
2862,96.147,50.2738,92.0553,"D"
2863,96.1649,50.3708,92.0875,"R"
2864,96.2021,50.5741,92.1197,"R"
2865,96.2198,50.6712,92.1518,"D"
2866,96.2376,50.7688,92.184,"D"
2867,96.266,50.9258,92.2161,"R"
2868,96.2931,51.0753,92.2483,"D"
2869,96.3166,51.2074,92.2805,"R"
2870,96.3317,51.2926,92.3126,"D"
2871,96.358,51.4425,92.3448,"D"
2872,96.3933,51.6434,92.377,"R"
2873,96.4031,51.6997,92.4091,"R"
2874,96.4181,51.7869,92.4413,"R"
2875,96.4586,52.0242,92.4735,"D"
2876,96.4691,52.0866,92.5056,"R"
2877,96.5011,52.2757,92.5378,"R"
2878,96.5101,52.3297,92.57,"D"
2879,96.5353,52.4797,92.6021,"R"
2880,96.5592,52.6223,92.6343,"D"
2881,96.5671,52.6703,92.6665,"R"
2882,96.5861,52.7864,92.6986,"R"
2883,96.5912,52.8177,92.7308,"R"
2884,96.6096,52.931,92.7629,"R"
2885,96.629,53.0515,92.7951,"R"
2886,96.6403,53.1215,92.8273,"R"
2887,96.6569,53.2255,92.8594,"R"
2888,96.6762,53.3469,92.8916,"R"
2889,96.6897,53.4314,92.9238,"R"
2890,96.7043,53.5239,92.9559,"D"
2891,96.7246,53.653,92.9881,"R"
2892,96.7249,53.6545,93.0203,"D"
2893,96.7371,53.7325,93.0524,"R"
2894,96.7374,53.7343,93.0846,"R"
2895,96.7425,53.7672,93.1168,"D"
2896,96.7517,53.8261,93.1489,"R"
2897,96.7783,53.9969,93.1811,"R"
2898,96.7992,54.1312,93.2133,"D"
2899,96.8112,54.209,93.2454,"R"
2900,96.826,54.3051,93.2776,"R"
2901,96.9684,55.2522,93.3097,"D"
2902,96.982,55.3435,93.3419,"R"
2903,97.0036,55.4887,93.3741,"D"
2904,97.008,55.5183,93.4062,"D"
2905,97.0149,55.5657,93.4384,"D"
2906,97.0217,55.612,93.4706,"D"
2907,97.056,55.8482,93.5027,"R"
2908,97.0608,55.8815,93.5349,"D"
2909,97.0741,55.9776,93.5671,"D"
2910,97.0815,56.0304,93.5992,"D"
2911,97.0929,56.1136,93.6314,"D"
2912,97.0965,56.1393,93.6636,"R"
2913,97.1629,56.6274,93.6957,"D"
2914,97.1695,56.6763,93.7279,"R"
2915,97.1829,56.7758,93.7601,"D"
2916,97.1971,56.8821,93.7922,"R"
2917,97.2254,57.0937,93.8244,"D"
2918,97.2412,57.2136,93.8565,"R"
2919,97.2657,57.4018,93.8887,"D"
2920,97.2927,57.6104,93.9209,"D"
2921,97.3116,57.7575,93.953,"R"
2922,97.3356,57.944,93.9852,"R"
2923,97.3464,58.0286,94.0174,"D"
2924,97.3555,58.1007,94.0495,"R"
2925,97.3569,58.1123,94.0817,"D"
2926,97.3861,58.3453,94.1139,"D"
2927,97.4015,58.4684,94.146,"D"
2928,97.4184,58.6046,94.1782,"D"
2929,97.4312,58.7083,94.2104,"R"
2930,97.4393,58.7739,94.2425,"R"
2931,97.4645,58.982,94.2747,"R"
2932,97.4821,59.1268,94.3069,"D"
2933,97.4856,59.1555,94.339,"D"
2934,97.5068,59.3319,94.3712,"D"
2935,97.5323,59.5436,94.4033,"D"
2936,97.5577,59.7559,94.4355,"D"
2937,97.5751,59.9021,94.4677,"D"
2938,97.5923,60.0462,94.4998,"R"
2939,97.6054,60.1555,94.532,"D"
2940,97.6341,60.3967,94.5642,"D"
2941,97.6559,60.5817,94.5963,"D"
2942,97.6912,60.8811,94.6285,"D"
2943,97.6914,60.8829,94.6607,"R"
2944,97.6955,60.9175,94.6928,"D"
2945,97.7148,61.0841,94.725,"D"
2946,97.7341,61.25,94.7572,"R"
2947,97.7564,61.4438,94.7893,"D"
2948,97.7566,61.4454,94.8215,"R"
2949,97.7756,61.6126,94.8537,"D"
2950,97.8104,61.9203,94.8858,"D"
2951,97.8362,62.1523,94.918,"D"
2952,97.8365,62.1548,94.9501,"D"
2953,97.849,62.2714,94.9823,"R"
2954,97.8533,62.312,95.0145,"R"
2955,97.8676,62.4471,95.0466,"R"
2956,97.8819,62.5837,95.0788,"D"
2957,97.8953,62.711,95.111,"R"
2958,97.914,62.8906,95.1431,"D"
2959,97.9326,63.0696,95.1753,"R"
2960,97.9464,63.2026,95.2075,"D"
2961,97.9518,63.255,95.2396,"R"
2962,97.9614,63.3479,95.2718,"D"
2963,97.9802,63.53,95.304,"R"
2964,97.9912,63.6364,95.3361,"R"
2965,98.0177,63.8938,95.3683,"R"
2966,98.0474,64.1857,95.4005,"R"
2967,98.0583,64.2926,95.4326,"R"
2968,98.0586,64.2963,95.4648,"D"
2969,98.1302,65.0125,95.4969,"D"
2970,98.1307,65.0177,95.5291,"R"
2971,98.1512,65.2241,95.5613,"D"
2972,98.1652,65.3658,95.5934,"R"
2973,98.1864,65.5856,95.6256,"R"
2974,98.1921,65.6456,95.6578,"D"
2975,98.2038,65.7694,95.6899,"D"
2976,98.2194,65.936,95.7221,"D"
2977,98.2416,66.1741,95.7543,"D"
2978,98.2494,66.2582,95.7864,"R"
2979,98.2609,66.3828,95.8186,"D"
2980,98.3046,66.8592,95.8508,"D"
2981,98.3216,67.0468,95.8829,"D"
2982,98.3224,67.0553,95.9151,"D"
2983,98.3404,67.2557,95.9472,"D"
2984,98.4047,67.9726,95.9794,"R"
2985,98.4149,68.0868,96.0116,"D"
2986,98.4485,68.4629,96.0437,"D"
2987,98.4489,68.4678,96.0759,"R"
2988,98.4591,68.5831,96.1081,"R"
2989,98.4876,68.9143,96.1402,"R"
2990,98.5296,69.4087,96.1724,"D"
2991,98.5451,69.593,96.2046,"R"
2992,98.5527,69.6833,96.2367,"R"
2993,98.5785,69.9907,96.2689,"R"
2994,98.5883,70.1077,96.3011,"D"
2995,98.6027,70.287,96.3332,"D"
2996,98.6166,70.4614,96.3654,"D"
2997,98.6511,70.8994,96.3976,"R"
2998,98.6651,71.0782,96.4297,"D"
2999,98.6978,71.4966,96.4619,"D"
3000,98.7182,71.7588,96.494,"R"
3001,98.7437,72.0857,96.5262,"D"
3002,98.755,72.2319,96.5584,"D"
3003,98.7856,72.6274,96.5905,"D"
3004,98.7859,72.6316,96.6227,"D"
3005,98.8062,72.8954,96.6549,"D"
3006,98.8068,72.9042,96.687,"D"
3007,98.8218,73.1056,96.7192,"D"
3008,98.8303,73.2206,96.7514,"D"
3009,98.8428,73.3918,96.7835,"D"
3010,98.8493,73.4821,96.8157,"D"
3011,98.8569,73.5876,96.8479,"D"
3012,98.872,73.7986,96.88,"D"
3013,98.8881,74.0215,96.9122,"D"
3014,98.9123,74.3591,96.9444,"D"
3015,98.953,74.931,96.9765,"D"
3016,98.967,75.1296,97.0087,"D"
3017,98.9687,75.1536,97.0408,"R"
3018,98.9692,75.1609,97.073,"R"
3019,98.985,75.3945,97.1052,"R"
3020,98.9929,75.5119,97.1373,"D"
3021,99.0212,75.9343,97.1695,"D"
3022,99.026,76.0076,97.2017,"D"
3023,99.0426,76.2664,97.2338,"D"
3024,99.0531,76.4317,97.266,"R"
3025,99.0694,76.6905,97.2982,"D"
3026,99.0805,76.8686,97.3303,"D"
3027,99.1113,77.3699,97.3625,"R"
3028,99.1172,77.4685,97.3947,"R"
3029,99.1175,77.4744,97.4268,"D"
3030,99.1178,77.4795,97.459,"D"
3031,99.1428,77.9023,97.4912,"D"
3032,99.1721,78.4023,97.5233,"D"
3033,99.1855,78.6307,97.5555,"D"
3034,99.3229,81.012,97.5876,"D"
3035,99.3234,81.0206,97.6198,"R"
3036,99.3811,82.0317,97.652,"D"
3037,99.394,82.2612,97.6841,"D"
3038,99.3998,82.3634,97.7163,"D"
3039,99.4143,82.6236,97.7485,"D"
3040,99.4226,82.7721,97.7806,"D"
3041,99.4519,83.3076,97.8128,"R"
3042,99.4653,83.5553,97.845,"D"
3043,99.4948,84.1057,97.8771,"D"
3044,99.4996,84.1948,97.9093,"D"
3045,99.5142,84.4691,97.9415,"D"
3046,99.5418,84.9904,97.9736,"D"
3047,99.559,85.3163,98.0058,"D"
3048,99.5596,85.3274,98.038,"D"
3049,99.561,85.3549,98.0701,"D"
3050,99.5857,85.8259,98.1023,"D"
3051,99.5995,86.0938,98.1344,"D"
3052,99.6173,86.4433,98.1666,"D"
3053,99.634,86.7729,98.1988,"D"
3054,99.6502,87.1027,98.2309,"R"
3055,99.6565,87.2322,98.2631,"R"
3056,99.6711,87.5327,98.2953,"D"
3057,99.6874,87.873,98.3274,"D"
3058,99.7051,88.2455,98.3596,"D"
3059,99.7074,88.2947,98.3918,"D"
3060,99.7149,88.4553,98.4239,"D"
3061,99.7329,88.8457,98.4561,"D"
3062,99.733,88.8476,98.4883,"D"
3063,99.7338,88.8658,98.5204,"D"
3064,99.7443,89.0996,98.5526,"D"
3065,99.7558,89.3618,98.5848,"D"
3066,99.7561,89.3676,98.6169,"R"
3067,99.7578,89.4084,98.6491,"D"
3068,99.7589,89.4353,98.6812,"D"
3069,99.7744,89.8126,98.7134,"D"
3070,99.7931,90.2747,98.7456,"D"
3071,99.7935,90.2834,98.7777,"D"
3072,99.7938,90.2911,98.8099,"D"
3073,99.8049,90.5832,98.8421,"D"
3074,99.8256,91.1285,98.8742,"D"
3075,99.8346,91.3676,98.9064,"D"
3076,99.8358,91.3977,98.9386,"D"
3077,99.849,91.7729,98.9707,"D"
3078,99.8508,91.8285,99.0029,"D"
3079,99.8511,91.8389,99.0351,"D"
3080,99.8779,92.7279,99.0672,"D"
3081,99.88,92.7977,99.0994,"D"
3082,99.8862,93.0121,99.1316,"D"
3083,99.8913,93.1906,99.1637,"D"
3084,99.8934,93.2658,99.1959,"D"
3085,99.9027,93.6037,99.228,"R"
3086,99.9109,93.9037,99.2602,"D"
3087,99.911,93.9075,99.2924,"D"
3088,99.9188,94.2044,99.3245,"D"
3089,99.9191,94.2131,99.3567,"D"
3090,99.951,95.5544,99.3889,"D"
3091,99.9514,95.5695,99.421,"D"
3092,99.9548,95.7256,99.4532,"D"
3093,99.96,95.9589,99.4854,"D"
3094,99.9643,96.1625,99.5175,"D"
3095,99.9739,96.629,99.5497,"R"
3096,99.9767,96.7763,99.5819,"D"
3097,99.9786,96.9067,99.614,"R"
3098,99.9787,96.9125,99.6462,"D"
3099,99.9796,96.9954,99.6784,"D"
3100,99.9811,97.1438,99.7105,"D"
3101,99.9831,97.3344,99.7427,"D"
3102,99.9852,97.5425,99.7748,"D"
3103,99.9857,97.5943,99.807,"D"
3104,99.9902,98.065,99.8392,"D"
3105,99.9939,98.5284,99.8713,"D"
3106,99.9955,98.7834,99.9035,"D"
3107,99.9969,99.021,99.9357,"D"
3108,99.9992,99.5724,99.9678,"D"
3109,100,100,100,"D"
