"fips","name","state","votes_dem","votes_gop","votes_tot","two","winner","margin","aland_km2","density","pop","cx","cy","gcol","grow","gx","gy","r","grid_shift_km"
"55111","Sauk","Wisconsin",18172,18798,37574,36970,"R",1.69326,2153.8,17.165,65763,1401,393,141,49,1397,385,8.89453,6.88842
"55091","Pepin","Wisconsin",1523,2798,4354,4321,"R",29.5071,600.897,7.19091,7318,1324,346,134,45,1320,341,3.04082,3.73577
"55001","Adams","Wisconsin",4443,7763,12853,12206,"R",27.1997,1672.22,7.2993,20654,1403,370,141,47,1397,363,5.11075,3.73577
"30059","Meagher","Montana",256,888,1172,1144,"R",55.2448,6194.91,0.184668,1927,712,214,78,33,704,209,1.56463,6.02375
"04001","Apache","Arizona",18872,12795,32019,31667,"D",-19.1903,29003.5,1.09183,66021,680,759,75,83,671,759,8.23193,15.403
"10003","New Castle","Delaware",180700,90868,275917,271568,"D",-33.079,1104.21,245.939,570719,1920,507,188,60,1914,506,24.1067,10.6976
"01121","Talladega","Alabama",10898,22100,33175,32998,"R",33.9475,1908.35,17.2914,82149,1577,858,157,92,1573,858,8.40315,13.4695
"47065","Hamilton","Tennessee",74437,97195,174438,171632,"R",13.2598,1404.2,122.228,366207,1605,769,160,83,1606,759,19.1645,18.6789
"51133","Northumberland","Virginia",3202,4938,8205,8140,"R",21.3268,495.808,16.4176,11839,1911,592,187,67,1903,583,4.1736,10.1624
"51510","Alexandria","Virginia",62326,16112,80062,78438,"D",-58.9179,38.6823,2027.75,159467,1877,552,184,64,1870,550,12.9557,8.99693
"01099","Monroe","Alabama",3740,6007,9799,9747,"R",23.2584,2656.47,3.66916,19772,1538,948,153,100,1529,946,4.56703,11.6948
"05095","Monroe","Arkansas",1002,1385,2433,2387,"R",16.0452,1573.32,1.51718,6799,1377,811,139,87,1375,803,2.26008,10.1624
"12103","Pinellas","Florida",242452,269472,517058,511924,"R",5.27813,709.109,721.925,959107,1746,1097,172,113,1738,1089,33.0979,8.35344
"13185","Lowndes","Georgia",19487,28081,47795,47568,"R",18.0668,1287.87,36.9353,118251,1706,964,169,101,1705,957,10.0892,11.2073
"16017","Bonner","Idaho",7650,21352,29698,29002,"R",47.245,4489.04,6.46062,47110,546,103,63,23,539,99,7.87793,5.01206
"17193","White","Illinois",1390,5586,7064,6976,"R",60.1491,1282,5.4415,13877,1480,643,148,72,1474,638,3.86368,1.67069
"38085","Sioux","North Dakota",654,285,950,939,"D",-39.2971,2833.58,0.331383,3898,1032,268,107,38,1023,264,1.41753,8.99693
"47109","McNairy","Tennessee",1727,9437,11267,11164,"R",69.0613,1457.76,7.65832,25866,1476,782,148,85,1474,781,4.88774,13.4695
"47121","Meigs","Tennessee",968,5085,6099,6053,"R",68.0159,505.398,11.9767,12758,1618,752,161,81,1617,737,3.59901,24.8366
"49031","Piute","Utah",94,854,963,948,"R",80.1688,1963.75,0.482749,1438,606,593,69,67,605,583,1.4243,15.0362
"20129","Morton","Kansas",131,909,1060,1040,"R",74.8077,1889.99,0.550266,2701,977,691,102,76,968,682,1.49181,11.6948
"18123","Perry","Indiana",2970,5549,8666,8519,"R",30.2735,988.702,8.61634,19170,1536,640,153,72,1529,638,4.26965,8.99693
"19059","Dickinson","Iowa",3297,7775,11192,11072,"R",40.4444,985.575,11.2341,17703,1222,404,125,50,1221,396,4.86756,12.1628
"24017","Charles","Maryland",63454,26145,91650,89599,"D",-41.64,1185.75,75.5634,166617,1882,567,185,65,1881,561,13.8468,10.6976
"24021","Frederick","Maryland",82409,68753,155004,151162,"D",-9.03402,1711.01,88.3466,271717,1860,523,183,61,1859,517,17.9854,10.6976
"05013","Calhoun","Arkansas",379,1674,2092,2053,"R",63.0784,1628.07,1.261,4739,1328,868,134,92,1320,858,2.09601,12.1628
"13097","Douglas","Georgia",46240,23996,70721,70236,"D",-31.6704,518.35,135.499,144237,1629,838,162,90,1628,836,12.2597,13.4695
"13271","Telfair","Georgia",1274,2930,4214,4204,"R",39.3911,1132.62,3.71174,12477,1713,909,169,96,1705,902,2.99937,6.88842
"13243","Randolph","Georgia",1601,1373,2990,2974,"D",-7.66644,1109.13,2.68139,6425,1641,927,163,98,1639,924,2.52272,10.1624
"13093","Dooly","Georgia",1921,2243,4177,4164,"R",7.73295,1016.91,4.09476,11208,1675,904,166,96,1672,902,2.98506,10.1624
"13007","Baker","Georgia",590,883,1476,1473,"R",19.8914,885.665,1.66316,2876,1654,948,164,100,1650,946,1.77541,8.99693
"13011","Banks","Georgia",1136,9358,10519,10494,"R",78.3495,602.578,17.4152,18035,1673,800,166,86,1672,792,4.7388,12.1628
"17165","Saline","Illinois",2634,7830,10602,10464,"R",49.656,984.184,10.6322,23768,1468,661,147,74,1463,660,4.73203,10.6976
"06029","Kern","California",108241,167879,283246,276120,"R",21.5986,21068.7,13.1057,909235,339,681,44,75,330,671,24.3079,13.4695
"22103","St. Tammany","Louisiana",37777,98377,138384,136154,"R",44.5084,2189.23,62.1926,264570,1437,1008,144,105,1430,1001,17.0692,5.01206
"23027","Waldo","Maine",12661,11815,25130,24476,"D",-3.45645,1891.28,12.9415,39607,2083,224,203,34,2079,220,7.23716,5.01206
"51775","Salem","Virginia",5237,7769,13148,13006,"R",19.4679,37.598,345.923,25346,1783,643,176,71,1782,627,5.27558,26.9908
"29227","Worth","Missouri",190,904,1105,1094,"R",65.2651,690.565,1.58421,1973,1248,539,127,63,1243,539,1.53005,13.0485
"37011","Avery","North Carolina",2220,7181,9468,9401,"R",52.771,640.602,14.6753,17806,1723,710,170,78,1716,704,4.48524,3.73577
"48333","Mills","Texas",310,2418,2741,2728,"R",77.2727,1937.89,1.40771,4456,1087,967,112,101,1078,957,2.41613,13.4695
"51640","Galax","Virginia",753,1946,2717,2699,"R",44.2016,21.3321,126.523,6720,1756,677,173,75,1749,671,2.40325,3.73577
"26029","Charlevoix","Michigan",7197,10183,17659,17380,"R",17.1807,1078.29,16.1181,26054,1555,296,155,40,1551,286,6.0985,11.2073
"26151","Sanilac","Michigan",5957,17080,23339,23037,"R",48.2832,2493.05,9.24049,40611,1641,372,163,47,1639,363,7.0212,11.6948
"24045","Wicomico","Maryland",21513,24065,46698,45578,"R",5.59919,969.762,46.9992,103588,1935,561,189,65,1925,561,9.87588,16.7902
"33003","Carroll","New Hampshire",16827,17407,34498,34234,"R",1.69422,2413.52,14.1843,50107,2023,269,197,38,2013,264,8.55908,10.6976
"17021","Christian","Illinois",4026,11278,15534,15304,"R",47.3863,1837.55,8.32847,34032,1435,576,144,66,1430,572,5.7227,3.73577
"19121","Madison","Iowa",3008,6864,9995,9872,"R",39.06,1453,6.79422,16548,1262,500,128,59,1254,495,4.59622,6.02375
"20079","Harvey","Kansas",6202,9591,16086,15793,"R",21.4589,1397.96,11.2972,34024,1140,659,117,73,1133,649,5.8134,11.2073
"21081","Grant","Kentucky",1944,9372,11466,11316,"R",65.6416,668.155,16.9362,24941,1606,603,161,67,1617,583,4.9209,51.899
"21213","Simpson","Kentucky",2403,6253,8776,8656,"R",44.4778,606.511,14.2718,19594,1545,701,154,77,1540,693,4.30385,6.02375
"23025","Somerset","Maine",10134,17826,28441,27960,"R",27.5107,10163.8,2.75094,50477,2038,181,199,30,2035,176,7.73512,6.02375
"25009","Essex","Massachusetts",236624,155336,399719,391960,"D",-20.7389,1275.6,307.274,809829,2047,325,200,43,2046,319,28.9614,10.6976
"21195","Pike","Kentucky",4025,19684,23946,23709,"R",66.0466,2036.31,11.6431,58669,1697,648,168,72,1694,638,7.12287,12.1628
"54031","Hardy","West Virginia",1297,4997,6411,6294,"R",58.7861,1508.19,4.17321,14299,1812,556,178,64,1804,550,3.66996,6.02375
"27155","Traverse","Minnesota",597,1165,1801,1762,"R",32.2361,1486.32,1.18548,3360,1179,290,121,40,1177,286,1.94179,8.99693
"05089","Marion","Arkansas",1501,6230,7851,7731,"R",61.1693,1545.18,5.00329,16826,1317,738,133,81,1309,737,4.06739,12.1628
"06073","San Diego","California",841372,593270,1477786,1434642,"D",-17.2937,10905,131.558,3298634,387,805,49,87,385,803,55.4077,11.6948
"37095","Hyde","North Carolina",931,1465,2417,2396,"R",22.2871,1585.96,1.51076,4589,1939,698,190,77,1936,693,2.26434,6.02375
"41015","Curry","Oregon",5685,7943,14018,13628,"R",16.5688,4217.52,3.23128,23446,234,303,35,41,231,297,5.40026,6.02375
"26165","Wexford","Michigan",6224,12968,19476,19192,"R",35.1396,1463.15,13.1169,33673,1543,341,154,45,1540,341,6.40853,14.2744
"18101","Martin","Indiana",933,3961,4987,4894,"R",61.8717,869.616,5.62777,9812,1527,607,152,69,1518,605,3.23616,11.6948
"28163","Yazoo","Mississippi",4342,4558,8971,8900,"R",2.42697,2388.85,3.72565,26743,1414,901,142,95,1408,891,4.36409,10.6976
"29113","Lincoln","Missouri",6908,24866,32129,31774,"R",56.5179,1622.79,19.5798,59574,1375,605,139,69,1375,605,8.24583,18.3776
"21077","Gallatin","Kentucky",761,3109,3917,3870,"R",60.6718,254.548,15.2034,8690,1597,599,159,68,1595,594,2.87775,8.35344
"31079","Hall","Nebraska",6956,15566,22804,22522,"R",38.2293,1415.5,15.9109,62895,1104,518,114,61,1100,517,6.94227,11.2073
"26061","Houghton","Michigan",7881,11181,19364,19062,"R",17.3119,2613.56,7.29349,37361,1427,231,143,35,1419,231,6.38679,14.2744
"37073","Gates","North Carolina",2268,3538,5860,5806,"R",21.8739,882.182,6.58141,10478,1913,659,187,73,1903,649,3.52482,15.0362
"39155","Trumbull","Ohio",39758,55983,96514,95741,"R",16.9468,1599.55,59.8549,201977,1727,462,171,55,1727,451,14.3135,18.3776
"40067","Jefferson","Oklahoma",319,2020,2375,2339,"R",72.7234,1965.69,1.18992,5337,1121,844,115,90,1111,836,2.23724,12.1628
"08077","Mesa","Colorado",33573,55839,91600,89412,"R",24.9027,8621.35,10.371,155703,737,584,81,67,737,583,13.8324,16.7902
"09190","Western Connecticut","Connecticut",181194,122302,308300,303496,"D",-19.4045,1378.21,220.211,NA,1979,409,193,51,1969,407,25.4844,13.4695
"13047","Catoosa","Georgia",7704,27150,35038,34854,"R",55.7927,419.999,82.9859,67872,1608,782,160,84,1606,770,8.63624,17.4425
"13295","Walker","Georgia",6436,25462,32086,31898,"R",59.6464,1155.87,27.5964,67654,1603,789,159,85,1595,781,8.2619,8.35344
"41011","Coos","Oregon",13596,20587,35166,34183,"R",20.4517,4133.73,8.26928,64929,246,273,36,38,242,264,8.5527,8.99693
"47073","Hawkins","Tennessee",3987,22066,26266,26053,"R",69.3932,1261.47,20.6529,56721,1682,700,166,77,1672,693,7.46667,11.2073
"12055","Highlands","Florida",15227,36382,51905,51609,"R",40.9909,2635.74,19.5805,101235,1810,1115,178,115,1804,1111,10.509,3.73577
"50025","Windham","Vermont",17904,6928,25718,24832,"D",-44.201,2035.62,12.1987,45905,1983,325,194,43,1980,319,7.28961,6.02375
"34041","Warren","New Jersey",23318,35772,60150,59090,"R",21.0763,923.436,63.9893,109632,1932,442,189,54,1925,440,11.2449,8.99693
"35029","Luna","New Mexico",3176,4698,8056,7874,"R",19.3294,7679.77,1.02529,25427,727,901,80,95,726,891,4.10484,15.0362
"22121","West Baton Rouge","Louisiana",6008,7627,13836,13635,"R",11.8739,498.175,27.3699,27199,1382,1009,139,105,1375,1001,5.40164,6.88842
"37059","Davie","North Carolina",6988,19398,26704,26386,"R",47.0325,682.978,38.6338,42712,1775,710,175,78,1771,704,7.51424,3.73577
"39169","Wayne","Ohio",15898,36764,53140,52662,"R",39.6225,1436.9,36.6498,116894,1691,490,167,58,1683,484,10.6157,6.02375
"40111","Okmulgee","Oklahoma",3979,10100,14349,14079,"R",43.4761,1806.37,7.79408,36706,1195,773,122,84,1188,770,5.48888,6.88842
"45019","Charleston","South Carolina",111427,99265,214521,210692,"D",-5.77241,2378.04,88.5992,408235,1828,849,180,91,1826,847,21.2335,11.6948
"46083","Lincoln","South Dakota",12981,22621,36393,35602,"R",27.0771,1495.18,23.8111,65161,1168,408,120,51,1166,407,8.72842,13.4695
"06067","Sacramento","California",381564,252140,656626,633704,"D",-20.4234,2500.06,253.475,1585055,279,514,39,60,275,506,36.8249,6.88842
"18029","Dearborn","Indiana",5335,20844,26588,26179,"R",59.2421,790.171,33.1308,50679,1592,578,158,66,1584,572,7.48471,6.02375
"19005","Allamakee","Iowa",2350,4857,7303,7207,"R",34.7856,1655.19,4.35419,14061,1352,405,136,50,1342,396,3.92713,13.4695
"51093","Isle of Wight","Virginia",9779,14659,24672,24438,"R",19.9689,817.621,29.8891,38606,1909,639,187,72,1903,638,7.23154,10.6976
"51700","Newport News","Virginia",48169,26385,75629,74554,"D",-29.2191,178.699,417.205,186247,1914,628,190,71,1936,627,12.6309,65.8387
"54071","Pendleton","West Virginia",680,2687,3425,3367,"R",59.608,1802.76,1.86769,6143,1797,573,177,66,1793,572,2.68423,11.2073
"41029","Jackson","Oregon",53907,61535,118577,115442,"R",6.60765,7208.59,16.0145,223259,281,313,39,42,275,308,15.7174,1.67069
"42027","Centre","Pennsylvania",41119,38829,80792,79948,"D",-2.86436,2867.79,27.8779,158172,1835,458,180,55,1826,451,13.0798,8.99693
"45059","Laurens","South Carolina",8769,21110,30213,29879,"R",41.3033,1846.33,16.1829,67539,1731,786,171,85,1727,781,7.99616,3.73577
"47009","Blount","Tennessee",17664,50699,69224,68363,"R",48.3229,1447.4,47.2316,135280,1650,740,164,81,1650,737,12.0951,14.2744
"51185","Tazewell","Virginia",3030,16711,19858,19741,"R",69.3025,1343.66,14.6919,40429,1729,659,171,73,1727,649,6.49954,13.4695
"12047","Hamilton","Florida",1727,3964,5733,5691,"R",39.3077,1332.02,4.27246,14004,1720,978,170,101,1716,957,3.48974,36.7931
"54051","Marshall","West Virginia",3186,9808,13233,12994,"R",50.962,791.062,16.426,30591,1741,526,172,61,1738,517,5.27314,10.1624
"12129","Wakulla","Florida",5441,14246,19856,19687,"R",44.7249,1570.62,12.5346,33764,1665,1002,165,105,1661,1001,6.49065,11.2073
"13223","Paulding","Georgia",35802,58769,95196,94571,"R",24.2855,809.073,116.888,168661,1624,827,161,89,1617,825,14.2258,8.99693
"23005","Cumberland","Maine",133281,60950,199225,194231,"D",-37.2397,2165.74,89.6833,303069,2051,267,200,38,2046,264,20.3872,6.02375
"24039","Somerset","Maryland",4054,5805,10090,9859,"R",17.7604,828.145,11.9049,24620,1933,575,189,66,1925,572,4.59319,8.35344
"20119","Meade","Kansas",247,1427,1695,1674,"R",70.4898,2533.22,0.660818,4055,1030,694,107,77,1023,693,1.89267,11.2073
"29127","Marion","Missouri",3032,9991,13148,13023,"R",53.4362,1131.65,11.508,28525,1350,570,136,65,1342,561,5.27903,10.1624
"16039","Elmore","Idaho",2611,7791,10672,10402,"R",49.7981,7964.42,1.30606,28666,531,333,62,44,528,330,4.71799,8.35344
"17167","Sangamon","Illinois",46074,50979,98845,97053,"R",5.05394,2248.7,43.1595,196343,1419,569,143,65,1419,561,14.4113,14.2744
"18109","Morgan","Indiana",7765,26965,35340,34730,"R",55.2836,1045.92,33.2053,71780,1536,572,153,66,1529,572,8.62086,13.4695
"16029","Caribou","Idaho",445,2906,3456,3351,"R",73.4408,4569.24,0.733382,7027,661,390,74,49,660,385,2.67785,10.6976
"20173","Sedgwick","Kansas",90506,120118,214152,210624,"R",14.0592,2582.22,81.567,523824,1138,677,117,75,1133,671,21.2301,1.67069
"47185","White","Tennessee",2105,10717,12931,12822,"R",67.1658,975.592,13.1428,27351,1591,735,158,80,1584,726,5.23813,8.99693
"31017","Brown","Nebraska",201,1428,1642,1629,"R",75.3223,3163.42,0.514948,2903,1057,439,110,53,1056,429,1.86706,15.0362
"48389","Reeves","Texas",1070,2340,3439,3410,"R",37.2434,6825.53,0.499595,14748,885,959,94,101,880,957,2.70132,8.35344
"48297","Live Oak","Texas",761,4307,5092,5068,"R",69.9684,2692.8,1.88206,11335,1104,1111,114,115,1100,1111,3.29319,13.4695
"51009","Amherst","Virginia",5429,11742,17303,17171,"R",36.7655,1227.55,13.988,31307,1813,622,178,70,1804,616,6.06172,8.35344
"51683","Manassas","Virginia",9048,6670,16021,15718,"D",-15.1292,25.4932,616.555,42772,1863,557,183,63,1859,539,5.79958,29.7458
"13289","Twiggs","Georgia",1895,2549,4456,4444,"R",14.7165,930.478,4.77604,8022,1687,879,167,93,1683,869,3.08379,11.2073
"13043","Candler","Georgia",1196,3366,4568,4562,"R",47.5669,629.521,7.24678,10981,1743,883,172,94,1738,880,3.12447,6.02375
"18105","Monroe","Indiana",37213,21004,59099,58217,"D",-27.8424,1021.81,56.9744,139718,1535,585,153,67,1529,583,11.1615,8.35344
"19105","Jones","Iowa",3942,6820,10949,10762,"R",26.7422,1490.84,7.21873,20646,1362,457,137,55,1353,451,4.79893,8.35344
"19027","Carroll","Iowa",3153,7814,11120,10967,"R",42.5002,1474.88,7.43587,20760,1232,467,126,56,1232,462,4.84442,13.0485
"20061","Geary","Kansas",3674,5288,9163,8962,"R",18.0094,996.243,8.9958,36739,1166,609,120,69,1166,605,4.37926,13.4695
"21095","Harlan","Kentucky",1199,9109,10384,10308,"R",76.7365,1206.49,8.54377,26831,1667,682,165,76,1661,682,4.69662,13.0485
"22127","Winn","Louisiana",1292,4437,5781,5729,"R",54.8961,2460.5,2.32839,13755,1328,945,134,99,1320,935,3.50137,12.1628
"29087","Holt","Missouri",357,1982,2352,2339,"R",69.4741,1198.37,1.95182,4223,1220,560,124,64,1210,550,2.23724,15.0362
"08037","Eagle","Colorado",16943,10148,27798,27091,"D",-25.0821,4362.76,6.2096,55731,809,559,87,64,803,550,7.61396,8.35344
"36117","Wayne","New York",17056,27286,44342,44342,"R",23.0707,1563.91,28.3532,91283,1837,348,181,45,1837,341,9.74105,13.4695
"21067","Fayette","Kentucky",83387,57347,143762,140734,"D",-18.503,735.18,191.428,322570,1616,632,160,71,1606,627,17.3539,10.6976
"21141","Logan","Kentucky",2734,9620,12506,12354,"R",55.739,1430.23,8.63775,27432,1533,698,153,77,1529,693,5.14164,3.73577
"21177","Muhlenberg","Kentucky",3048,10491,13691,13539,"R",54.9745,1210.25,11.1869,30928,1522,681,152,75,1518,671,5.38259,11.2073
"21011","Bath","Kentucky",1278,4041,5389,5319,"R",51.9459,719.997,7.38753,12750,1640,623,163,70,1639,616,3.37375,11.2073
"22011","Beauregard","Louisiana",2192,13504,15874,15696,"R",72.0693,2997.85,5.23575,36549,1301,1005,132,105,1298,1001,5.79552,6.88842
"18155","Switzerland","Indiana",873,3319,4257,4192,"R",58.3492,571.526,7.33475,9737,1590,598,158,68,1584,594,2.99508,3.73577
"53037","Kittitas","Washington",10810,14645,26309,25455,"R",15.0658,5949.96,4.27818,44337,407,124,51,25,407,121,7.38048,14.2744
"54049","Marion","West Virginia",8185,15881,24634,24066,"R",31.9787,799.749,30.0919,56205,1758,540,173,63,1749,539,7.17629,13.4695
"32011","Eureka","Nevada",104,910,1036,1014,"R",79.4872,10815,0.0937588,1855,474,484,57,58,473,484,1.47305,16.7902
"40093","Major","Oklahoma",327,3087,3478,3414,"R",80.8436,2473.44,1.38026,7782,1097,737,113,81,1089,737,2.7029,14.2744
"45081","Saluda","South Carolina",2454,6452,9014,8906,"R",44.8911,1173.69,7.588,18862,1744,807,172,87,1738,803,4.36556,3.73577
"13121","Fulton","Georgia",384752,144655,535238,529407,"D",-45.3521,1364.48,387.991,1066710,1643,828,163,89,1639,825,33.6584,6.88842
"13105","Elbert","Georgia",2700,6860,9589,9560,"R",43.5146,909.352,10.513,19637,1699,807,168,87,1694,803,4.52301,3.73577
"13067","Cobb","Georgia",228404,168679,401369,397083,"D",-15.0409,879.793,451.337,766149,1635,826,162,89,1628,825,29.15,11.2073
"13177","Lee","Georgia",4957,12655,17683,17612,"R",43.7088,921.633,19.1096,33163,1665,925,165,98,1661,924,6.13907,11.2073
"08031","Denver","Colorado",278634,74765,363076,353399,"D",-57.6881,396.46,891.386,715522,871,560,93,64,869,550,27.4999,13.4695
"38067","Pembina","North Dakota",704,2350,3088,3054,"R",53.8965,2896.99,1.0542,6844,1144,150,118,27,1144,143,2.55642,13.4695
"12019","Clay","Florida",37926,87711,126806,125637,"R",39.6261,1565.9,80.233,218245,1769,996,174,104,1760,990,16.3967,8.35344
"27001","Aitkin","Minnesota",3524,6741,10419,10265,"R",31.3395,4717.19,2.17608,15697,1277,252,130,36,1276,242,4.68681,15.0362
"18115","Ohio","Indiana",666,2381,3091,3047,"R",56.2849,223.127,13.6559,5940,1593,590,158,67,1584,583,2.55349,8.99693
"28145","Union","Mississippi",1807,10559,12478,12366,"R",70.7747,1076.42,11.4881,27777,1462,815,146,88,1452,814,5.14414,15.0362
"28013","Calhoun","Mississippi",1547,4443,6034,5990,"R",48.3472,1519.22,3.94282,13266,1452,841,146,90,1452,836,3.58024,13.0485
"28091","Marion","Mississippi",3215,7874,11188,11089,"R",42.0146,1404.71,7.89416,24441,1440,973,144,102,1430,968,4.87129,10.6976
"29091","Howell","Missouri",3073,15733,18963,18806,"R",67.3189,2401.38,7.83134,39750,1346,717,136,79,1342,715,6.34376,8.99693
"21167","Mercer","Kentucky",2838,8826,11841,11664,"R",51.3374,645.898,18.0586,22641,1603,644,159,72,1595,638,4.99599,6.02375
"35057","Torrance","New Mexico",2144,4880,7179,7024,"R",38.9522,8664.06,0.810705,15045,813,800,87,86,803,792,3.87695,12.1628
"46117","Stanley","South Dakota",447,1260,1735,1707,"R",47.6274,3741.07,0.456286,2980,1029,349,107,45,1023,341,1.91124,6.02375
"48165","Gaines","Texas",538,5840,6416,6378,"R",83.1295,3891.1,1.63912,21598,931,899,98,95,924,891,3.69437,6.88842
"51029","Buckingham","Virginia",2988,4847,7915,7835,"R",23.7269,1501.22,5.2191,16824,1835,620,180,70,1826,616,4.09466,8.99693
"55099","Price","Wisconsin",3005,5763,8856,8768,"R",31.4553,3247.99,2.69951,14054,1379,288,139,40,1375,286,4.3316,8.99693
"01097","Mobile","Alabama",72055,100759,174545,172814,"R",16.6098,3184.08,54.2744,414809,1507,989,151,103,1507,979,19.2304,16.7902
"01039","Covington","Alabama",2314,14677,17072,16991,"R",72.7621,2669.17,6.36566,37570,1576,959,157,101,1573,957,6.02987,10.1624
"18153","Sullivan","Indiana",2006,6639,8792,8645,"R",53.5917,1158.23,7.46396,20817,1503,593,150,67,1496,583,4.30111,11.2073
"18047","Franklin","Indiana",2061,9810,12032,11871,"R",65.2767,995.659,11.9228,22785,1587,571,158,65,1584,561,5.04013,12.1628
"19109","Kossuth","Iowa",2284,5983,8376,8267,"R",44.7442,2519.37,3.28137,14828,1254,418,128,52,1254,418,4.20603,18.3776
"20207","Woodson","Kansas",282,1205,1506,1487,"R",62.0713,1289.34,1.1533,3115,1202,662,123,74,1199,660,1.78383,10.1624
"21009","Barren","Kentucky",4565,15019,19799,19584,"R",53.3803,1262.27,15.5149,44485,1567,688,156,76,1562,682,6.47365,1.67069
"12121","Suwannee","Florida",4217,17561,21891,21778,"R",61.2728,1783.43,12.2113,43474,1719,993,170,104,1716,990,6.82664,8.35344
"48359","Oldham","Texas",74,895,974,969,"R",84.7265,3886.34,0.249335,1758,941,773,99,84,935,770,1.43999,6.02375
"53039","Klickitat","Washington",5917,7178,13527,13095,"R",9.62963,4847.52,2.70138,22735,388,180,49,30,385,176,5.2936,6.88842
"13153","Houston","Georgia",35907,45090,81514,80997,"R",11.3375,974.236,83.139,163633,1680,889,166,94,1672,880,13.1654,10.1624
"13089","DeKalb","Georgia",299630,62622,366008,362252,"D",-65.4263,693.252,522.54,764382,1651,830,164,89,1650,825,27.8422,10.6976
"13269","Taylor","Georgia",1366,2600,3982,3966,"R",31.1145,975.613,4.06514,7816,1657,888,164,94,1650,880,2.91323,6.88842
"36025","Delaware","New York",9237,13789,23026,23026,"R",19.769,3736.31,6.16277,44308,1916,381,188,48,1914,374,7.01952,8.99693
"36039","Greene","New York",10436,14702,25138,25138,"R",16.9703,1676.14,14.9975,47931,1945,368,190,47,1936,363,7.33438,8.35344
"37099","Jackson","North Carolina",9746,11796,21864,21542,"R",9.51629,1271.97,16.936,43109,1683,755,167,82,1683,748,6.78955,13.4695
"40103","Noble","Oklahoma",1009,3853,4957,4862,"R",58.4944,1895.13,2.56553,10924,1146,734,118,80,1144,726,3.22556,10.1624
"41005","Clackamas","Oregon",126979,103832,237953,230811,"D",-10.0286,4845.12,47.6378,421401,333,200,44,32,330,198,22.2242,10.1624
"05015","Carroll","Arkansas",3812,7470,11538,11282,"R",32.4233,1631.5,6.91509,28260,1284,738,130,81,1276,737,4.9135,12.1628
"11001","District of Columbia","District of Columbia",294185,21076,325869,315261,"D",-86.6295,158.316,1991.34,689545,1879,549,185,62,1881,528,25.9737,40.6839
"01043","Cullman","Alabama",4039,38704,43052,42743,"R",81.101,1902.99,22.461,87866,1544,830,154,89,1540,825,9.56381,3.73577
"17127","Massac","Illinois",1683,4939,6676,6622,"R",49.1694,614.218,10.7812,14169,1464,687,147,76,1463,682,3.76437,10.6976
"22043","Grant","Louisiana",996,7925,9018,8921,"R",77.6707,1667.31,5.35055,22169,1330,960,134,101,1320,957,4.36923,12.1628
"22039","Evangeline","Louisiana",3526,10483,14176,14009,"R",49.6609,1715.69,8.16524,32350,1339,1000,135,104,1331,990,5.47522,12.1628
"28017","Chickasaw","Mississippi",3090,4079,7234,7169,"R",13.7955,1299.61,5.51628,17106,1467,841,147,90,1463,836,3.91677,3.73577
"29187","St. Francois","Missouri",6811,21521,28614,28332,"R",51.9201,1170.38,24.2075,66922,1395,661,140,74,1386,660,7.7864,13.4695
"29041","Chariton","Missouri",875,3179,4088,4054,"R",56.8328,1945.54,2.08374,7408,1302,588,132,67,1298,583,2.94537,3.73577
"29023","Butler","Missouri",3160,14549,17859,17709,"R",64.3119,1799.41,9.84159,42130,1403,714,141,78,1397,704,6.15595,10.6976
"17115","Macon","Illinois",18009,26562,45224,44571,"R",19.1896,1503.61,29.6426,103998,1444,562,145,65,1441,561,9.76617,12.1628
"18001","Adams","Indiana",3179,10528,13959,13707,"R",53.6149,877.813,15.6149,35809,1584,502,158,59,1584,495,5.41588,13.4695
"19079","Hamilton","Iowa",2482,5004,7573,7486,"R",33.6896,1493.73,5.01163,15039,1273,452,129,55,1265,451,4.00242,12.1628
"19089","Howard","Iowa",1619,3157,4837,4776,"R",32.2027,1225.7,3.89654,9469,1318,403,133,50,1309,396,3.19691,8.99693
"19145","Page","Iowa",2060,5153,7297,7213,"R",42.8809,1385.5,5.20607,15211,1223,525,125,61,1221,517,3.92877,10.1624
"21073","Franklin","Kentucky",11996,13246,25749,25242,"R",4.95206,538.483,46.8761,51541,1600,624,159,70,1595,616,7.34954,6.02375
"21029","Bullitt","Kentucky",10280,32299,43187,42579,"R",51.7133,769.446,55.3372,82217,1570,640,156,72,1562,638,9.54544,10.1624
"24027","Howard","Maryland",124764,49425,180488,174189,"D",-43.2513,649.957,268.001,332317,1879,531,184,62,1870,528,19.3067,10.1624
"26145","Saginaw","Michigan",49515,52912,103838,102427,"R",3.31651,2074.08,49.3843,190124,1600,380,159,48,1595,374,14.8049,1.67069
"42075","Lebanon","Pennsylvania",24734,48282,73692,73016,"R",32.2505,937.149,77.9129,143257,1886,477,185,57,1881,473,12.4999,3.73577
"42119","Union","Pennsylvania",8015,12969,21188,20984,"R",23.6085,818.324,25.6427,42681,1858,452,182,55,1848,451,6.70104,15.0362
"45007","Anderson","South Carolina",25281,71828,98296,97109,"R",47.9327,1848.87,52.5233,203718,1706,789,169,85,1705,781,14.4154,12.1628
"47117","Marshall","Tennessee",3390,12426,15962,15816,"R",57.132,972.442,16.2642,34318,1543,761,154,83,1540,759,5.81764,10.1624
