"fips","name","state","votes_dem","votes_gop","votes_tot","two","winner","margin","aland_km2","density","pop","cx","cy","gcol","grow","gx","gy","r","grid_shift_km"
"35041","Roosevelt","New Mexico",1820,4687,6639,6507,"R",44.0602,6335.24,1.02711,19191,904,835,96,89,902,825,3.73154,13.4695
"31167","Stanton","Nebraska",492,2536,3064,3028,"R",67.5033,1107.56,2.73393,5842,1151,473,118,57,1144,473,2.54552,13.4695
"39079","Jackson","Ohio",2953,11249,14285,14202,"R",58.4143,1088.6,13.0461,32653,1677,578,166,66,1672,572,5.51281,1.67069
"38003","Barnes","North Dakota",1661,3531,5294,5192,"R",36.0169,3863.12,1.34399,10853,1126,242,116,36,1122,242,3.33323,13.4695
"38039","Griggs","North Dakota",301,963,1285,1264,"R",52.3734,1835.49,0.688646,2306,1121,211,115,33,1111,209,1.64464,13.4695
"42113","Sullivan","Pennsylvania",976,2721,3721,3697,"R",47.2004,1165.34,3.17247,5840,1871,424,184,52,1870,418,2.8127,10.6976
"20001","Allen","Kansas",1445,4029,5600,5474,"R",47.205,1295.76,4.22453,12526,1219,661,124,74,1210,660,3.42256,13.4695
"48087","Collingsworth","Texas",135,1066,1201,1201,"R",77.5187,2378.75,0.504887,2652,1029,803,107,87,1023,803,1.60313,13.0485
"48093","Comanche","Texas",834,5679,6544,6513,"R",74.3897,2428.77,2.68161,13594,1090,944,113,99,1089,935,3.73326,13.4695
"48107","Crosby","Texas",451,1416,1880,1867,"R",51.6872,2331.5,0.800771,5133,986,861,103,92,979,858,1.9988,6.88842
"19063","Emmet","Iowa",1315,3422,4786,4737,"R",44.4796,1025.35,4.61989,9388,1238,404,126,50,1232,396,3.18383,6.02375
"19067","Floyd","Iowa",2782,4744,7625,7526,"R",26.0696,1296.47,5.80498,15627,1303,417,132,51,1298,407,4.0131,10.6976
"37069","Franklin","North Carolina",18167,23938,42526,42105,"R",13.7062,1273.76,33.0556,68573,1857,687,182,76,1848,682,9.49216,8.35344
"17041","Douglas","Illinois",2198,6076,8404,8274,"R",46.8697,1079.12,7.66737,19740,1472,565,147,65,1463,561,4.20781,8.99693
"20111","Lyon","Kansas",5515,7462,13256,12977,"R",15.0035,2194.96,5.91219,32179,1187,636,121,71,1177,627,5.26969,13.4695
"26065","Ingham","Michigan",94542,50564,148012,145106,"D",-30.3075,1440.24,100.751,284900,1593,415,158,51,1584,407,17.6214,10.1624
"26075","Jackson","Michigan",32348,50199,83803,82547,"R",21.6253,1817.92,45.4074,160366,1593,430,158,53,1584,429,13.2907,13.4695
"26081","Kent","Michigan",192668,172720,371722,365388,"D",-5.4594,2198.72,166.182,657974,1550,399,154,50,1540,396,27.9625,12.1628
"21175","Morgan","Kentucky",939,4353,5373,5292,"R",64.5125,987.054,5.36141,13726,1662,632,165,71,1661,627,3.36518,10.6976
"55055","Jefferson","Wisconsin",20574,28771,50035,49345,"R",16.6116,1441.31,34.2362,84900,1441,415,145,51,1441,407,10.2759,14.2744
"27039","Dodge","Minnesota",4108,8095,12448,12203,"R",32.6723,1138.03,10.7229,20867,1299,372,132,47,1298,363,5.11013,13.4695
"26127","Oceana","Michigan",5085,9547,14870,14632,"R",30.4948,1393.69,10.4988,26659,1522,375,152,48,1518,374,5.59564,11.2073
"17031","Cook","Illinois",1447821,583852,2056800,2031673,"D",-42.525,2447.34,830.155,5275541,1480,466,148,56,1474,462,65.9364,3.73577
"17049","Effingham","Illinois",3617,15124,19062,18741,"R",61.4001,1240.01,15.1136,34668,1462,599,146,68,1452,594,6.33278,10.6976
"17047","Edwards","Illinois",457,2794,3288,3251,"R",71.8856,576.012,5.64398,6245,1483,628,148,71,1474,627,2.63759,13.4695
"21023","Bracken","Kentucky",702,3399,4146,4101,"R",65.7644,524.9,7.81291,8400,1626,599,161,68,1617,594,2.9624,8.35344
"27041","Douglas","Minnesota",7938,16726,25019,24664,"R",35.6309,1649.51,14.9524,39006,1211,284,124,39,1210,275,7.26491,13.4695
"40073","Kingfisher","Oklahoma",923,5745,6754,6668,"R",72.3155,2326.03,2.86669,15184,1119,755,115,82,1111,748,3.77743,6.88842
"46003","Aurora","South Dakota",302,1056,1393,1358,"R",55.5228,1834.9,0.740094,2747,1106,387,114,49,1100,385,1.7047,8.35344
"46125","Turner","South Dakota",1044,3374,4538,4418,"R",52.7388,1598.19,2.76438,8673,1153,406,118,50,1144,396,3.07476,13.4695
"46005","Beadle","South Dakota",2017,4826,7010,6843,"R",41.0492,3260.01,2.09907,19149,1116,356,115,46,1111,352,3.82667,3.73577
"48003","Andrews","Texas",806,5205,6059,6011,"R",73.1825,3886.76,1.54653,18610,930,919,98,97,924,913,3.58651,1.67069
"47021","Cheatham","Tennessee",5464,14987,20741,20451,"R",46.565,783.466,26.1032,41072,1529,727,153,80,1529,726,6.61539,16.7902
"48013","Atascosa","Texas",5153,13142,18442,18295,"R",43.6677,3158.6,5.79212,48981,1088,1083,112,112,1078,1078,6.25698,10.6976
"42017","Bucks","Pennsylvania",198431,198722,401028,397153,"R",0.0732715,1565.51,253.689,646538,1931,468,189,56,1925,462,29.1526,1.67069
"42025","Carbon","Pennsylvania",11394,23708,35395,35102,"R",35.0806,987.706,35.5389,64749,1905,444,187,54,1903,440,8.66691,8.99693
"46059","Hand","South Dakota",365,1376,1764,1741,"R",58.0701,3720.86,0.467902,3145,1092,355,113,46,1089,352,1.93018,8.35344
"46077","Kingsbury","South Dakota",760,1989,2801,2749,"R",44.7072,2155.48,1.27535,5187,1143,357,117,46,1133,352,2.42541,10.6976
"46087","McCook","South Dakota",733,2227,3031,2960,"R",50.473,1487.18,1.99034,5682,1146,390,118,49,1144,385,2.51677,8.35344
"46097","Miner","South Dakota",293,841,1167,1134,"R",48.3245,1476.73,0.767911,2298,1138,373,117,47,1133,363,1.55778,10.6976
"49021","Iron","Utah",5683,21571,27876,27254,"R",58.296,8537.03,3.19244,57289,559,610,64,69,550,605,7.63683,8.35344
"56035","Sublette","Wyoming",920,3905,4885,4825,"R",61.8653,12655.9,0.381244,8728,714,396,78,50,704,396,3.21327,16.7902
"55069","Lincoln","Wisconsin",6306,10633,17188,16939,"R",25.5446,2275.85,7.44294,28415,1400,304,141,41,1397,297,6.02063,6.88842
"30037","Golden Valley","Montana",67,440,515,507,"R",73.57,3041.74,0.166681,823,765,233,83,35,759,231,1.0416,8.35344
"45061","Lee","South Carolina",4505,3078,8076,7583,"D",-18.8184,1062.38,7.13776,16531,1798,791,177,85,1793,781,4.02827,10.6976
"48047","Brooks","Texas",1308,1077,2402,2385,"D",-9.68553,2443.28,0.976148,7076,1100,1180,114,121,1100,1177,2.25914,14.2744
"55107","Rusk","Wisconsin",2516,5660,8261,8176,"R",38.454,2365.98,3.45565,14188,1354,300,137,41,1353,297,4.18282,12.1628
"56027","Niobrara","Wyoming",112,1108,1230,1220,"R",81.6393,6801.38,0.179375,2467,903,399,96,50,902,396,1.61576,12.1628
"51065","Fluvanna","Virginia",7731,8777,16678,16508,"R",6.33632,743.63,22.1992,27249,1843,605,181,69,1837,605,5.94354,13.0485
"51043","Clarke","Virginia",3993,5641,9782,9634,"R",17.1061,455.73,21.1397,14783,1842,544,181,63,1837,539,4.54048,1.67069
"27101","Murray","Minnesota",1329,3346,4755,4675,"R",43.1444,1825.08,2.56153,8179,1201,374,123,48,1199,374,3.16293,15.403
"48053","Burnet","Texas",6114,21795,28147,27909,"R",56.1862,2576.61,10.8317,49130,1104,1002,114,105,1100,1001,7.72806,11.2073
"27117","Pipestone","Minnesota",1215,3537,4828,4752,"R",48.8636,1204.48,3.94527,9424,1184,374,121,48,1177,374,3.18887,13.4695
"27133","Rock","Minnesota",1585,3690,5361,5275,"R",39.9052,1249.56,4.22148,9704,1184,390,121,49,1177,385,3.35977,3.73577
"51111","Lunenburg","Virginia",2253,3594,5879,5847,"R",22.9348,1118.1,5.22942,11936,1852,647,182,72,1848,638,3.53724,8.99693
"27147","Steele","Minnesota",7650,12742,20809,20392,"R",24.9706,1112.53,18.3295,37406,1286,372,130,47,1276,363,6.60584,13.4695
"29051","Cole","Missouri",12874,26686,40128,39560,"R",34.9141,1014.06,39.0114,77279,1330,631,134,71,1320,627,9.20082,11.2073
"01057","Fayette","Alabama",1142,7158,8356,8300,"R",72.4819,1625.69,5.10551,16321,1514,844,151,90,1507,836,4.21441,6.88842
"20029","Cloud","Kansas",767,3218,4047,3985,"R",61.5056,1852.73,2.15088,9032,1133,590,117,67,1133,583,2.9202,13.4695
"17017","Cass","Illinois",1438,3712,5241,5150,"R",44.1553,973.198,5.29183,13042,1399,558,141,64,1397,550,3.31972,10.1624
"47033","Crockett","Tennessee",1196,4674,5921,5870,"R",59.2504,687.715,8.53551,13911,1450,752,145,82,1441,748,3.54419,8.99693
"13247","Rockdale","Georgia",33165,11711,45160,44876,"D",-47.8073,336.229,133.469,93570,1659,836,166,90,1672,836,9.79953,45.6009
"31045","Dawes","Nebraska",992,2812,3868,3804,"R",47.8444,3616.76,1.05177,8199,947,431,100,53,946,429,2.85311,13.4695
"16063","Lincoln","Idaho",392,1466,1917,1858,"R",57.8041,3111.52,0.597136,5127,574,361,66,46,572,352,1.99398,11.6948
"16067","Minidoka","Idaho",1373,6401,7947,7774,"R",64.6771,1961.21,3.96388,21613,594,365,68,47,594,363,4.07869,15.403
"17025","Clay","Illinois",1054,5610,6766,6664,"R",68.3673,1213.02,5.49371,13288,1466,611,147,69,1463,605,3.77629,6.02375
"29221","Washington","Missouri",1747,8424,10235,10171,"R",65.6474,1968.04,5.16808,23514,1382,654,139,73,1375,649,4.66531,3.73577
"42083","McKean","Pennsylvania",5115,14401,19682,19516,"R",47.5815,2537.4,7.69135,40432,1798,421,177,52,1793,418,6.4624,6.02375
"29121","Macon","Missouri",1481,6300,7838,7781,"R",61.9329,2075.12,3.74967,15209,1316,570,133,65,1309,561,4.08052,8.99693
"27161","Waseca","Minnesota",3402,6770,10361,10172,"R",33.1105,1096.5,9.27679,18968,1274,373,129,47,1265,363,4.66553,13.4695
"42093","Montour","Pennsylvania",3862,5944,9908,9806,"R",21.2319,337.557,29.0499,18136,1871,446,184,53,1870,429,4.58083,29.1773
"26143","Roscommon","Michigan",5290,10582,16065,15872,"R",33.3417,1346.53,11.7874,23459,1575,338,157,44,1573,330,5.82793,10.1624
"29011","Barton","Missouri",820,5159,6014,5979,"R",72.5707,1533.35,3.8993,11637,1254,683,128,76,1254,682,3.57695,16.7902
"38017","Cass","North Dakota",40304,47873,89842,88177,"R",8.58387,4571.16,19.2899,184525,1153,237,118,35,1144,231,13.7365,8.35344
"31119","Madison","Nebraska",3360,12145,15690,15505,"R",56.6591,1483.06,10.4548,35585,1137,477,117,57,1133,473,5.76015,5.01206
"38031","Foster","North Dakota",335,1326,1692,1661,"R",59.6629,1642.26,1.01141,3397,1100,211,114,33,1100,209,1.88531,15.403
"31135","Perkins","Nebraska",187,1224,1426,1411,"R",73.494,2287.77,0.616758,2858,993,517,104,61,990,517,1.73765,14.2744
"06091","Sierra","California",641,1066,1754,1707,"R",24.8975,2468.69,0.691459,3236,319,471,43,56,319,462,1.91124,15.403
"19047","Crawford","Iowa",1812,4651,6525,6463,"R",43.927,1849.77,3.49396,16525,1214,467,124,56,1210,462,3.71891,3.73577
"17095","Knox","Illinois",9838,11917,22175,21755,"R",9.55642,1855.35,11.7255,49967,1397,517,141,61,1397,517,6.82304,18.3776
"17099","LaSalle","Illinois",21029,30717,52432,51746,"R",18.7222,2939.99,17.6007,109658,1443,498,145,59,1441,495,10.5229,10.1624
"08063","Kit Carson","Colorado",556,3083,3698,3639,"R",69.4422,5596.5,0.650228,7087,954,587,100,67,946,583,2.79055,6.88842
"39109","Miami","Ohio",15969,42677,59176,58646,"R",45.541,1053.04,55.6921,108774,1613,538,160,62,1606,528,11.2026,11.2073
"48283","La Salle","Texas",933,1417,2360,2350,"R",20.5957,3850.55,0.610303,6664,1064,1109,110,114,1056,1100,2.2425,10.1624
"12093","Okeechobee","Florida",3671,12315,16058,15986,"R",54.0723,1992.44,8.02332,39644,1828,1113,180,115,1826,1111,5.84882,11.6948
"16037","Custer","Idaho",586,1998,2650,2584,"R",54.644,12748.4,0.202692,4275,583,306,67,41,583,297,2.3515,15.403
"08095","Phillips","Colorado",412,1888,2354,2300,"R",64.1739,1781.72,1.29088,4530,967,530,101,62,957,528,2.21851,13.4695
"19113","Linn","Iowa",66358,54237,122369,120595,"D",-10.051,1857.05,64.9388,230299,1346,458,136,55,1342,451,16.0643,5.01206
"19137","Montgomery","Iowa",1508,3486,5061,4994,"R",39.6075,1098.41,4.54659,10330,1223,515,125,60,1221,506,3.26906,11.6948
"13061","Clay","Georgia",771,663,1442,1434,"D",-7.53138,506.094,2.83347,2848,1631,935,162,99,1628,935,1.75175,14.2744
"39139","Richland","Ohio",16591,41298,58358,57889,"R",42.68,1282.63,45.133,124936,1668,494,165,58,1661,484,11.13,11.2073
"13091","Dodge","Georgia",2081,6249,8350,8330,"R",50.036,1284.55,6.48474,19925,1701,900,168,95,1694,891,4.22202,8.99693
"19153","Polk","Iowa",140075,112240,255563,252315,"D",-11.0318,1483.34,170.099,492401,1277,481,130,57,1276,473,23.2364,12.1628
"48445","Terry","Texas",587,2815,3419,3402,"R",65.4909,2302.11,1.47777,11831,944,879,99,93,935,869,2.69815,13.4695
"48447","Throckmorton","Texas",73,823,900,896,"R",83.7054,2363.5,0.379099,1440,1067,885,111,94,1067,880,1.38469,13.0485
"17035","Cumberland","Illinois",1059,4627,5768,5686,"R",62.7506,895.99,6.34605,10450,1473,587,147,67,1463,583,3.4882,11.2073
"39159","Union","Ohio",12934,23982,37288,36916,"R",29.9274,1118.13,33.0159,62784,1641,517,163,61,1639,517,8.88803,15.403
"13171","Lamar","Georgia",2795,7575,10412,10370,"R",46.0945,475.264,21.8194,18500,1657,862,164,92,1650,858,4.71072,5.01206
"39011","Auglaize","Ohio",4442,20988,25623,25430,"R",65.0649,1039.59,24.4616,46422,1610,513,160,60,1606,506,7.37686,5.01206
"13207","Monroe","Georgia",4689,12954,17704,17643,"R",46.8458,1025.87,17.198,27957,1668,865,165,92,1661,858,6.14447,5.01206
"39063","Hancock","Ohio",11467,26052,37937,37519,"R",38.8736,1376.12,27.2643,74920,1627,489,161,58,1617,484,8.96033,10.6976
"48501","Yoakum","Texas",342,2039,2393,2381,"R",71.2726,2071.25,1.14955,7694,925,878,98,93,924,869,2.25724,13.4695
"13159","Jasper","Georgia",1881,7203,9118,9084,"R",58.5865,954.168,9.52034,14588,1673,849,166,91,1672,847,4.40897,13.4695
"13257","Stephens","Georgia",2404,10632,13099,13036,"R",63.1175,463.25,28.1403,26784,1682,788,166,85,1672,781,5.28166,11.2073
"19035","Cherokee","Iowa",1611,4398,6089,6009,"R",46.3804,1494.18,4.0216,11658,1206,435,123,53,1199,429,3.58591,3.73577
"05025","Cleveland","Arkansas",524,2804,3374,3328,"R",68.5096,1548.58,2.14906,7550,1341,851,135,91,1331,847,2.66864,11.2073
"19017","Bremer","Iowa",5571,8799,14556,14370,"R",22.4635,1127.89,12.7406,24988,1319,430,133,53,1309,429,5.54532,15.0362
"41055","Sherman","Oregon",229,877,1138,1106,"R",58.5895,2133.15,0.518482,1870,383,203,48,32,374,198,1.53842,8.35344
"13175","Laurens","Georgia",7820,15460,23352,23280,"R",32.8179,2090.99,11.1335,49570,1709,888,169,94,1705,880,7.05813,6.88842
"13167","Johnson","Georgia",1066,2913,3984,3979,"R",46.4187,784.815,5.06998,9189,1718,874,170,93,1716,869,2.918,8.35344
"41065","Wasco","Oregon",6005,6754,13185,12759,"R",5.87037,6167.07,2.06889,26670,360,208,46,32,352,198,5.22524,12.1628
"05123","St. Francis","Arkansas",2953,2909,5979,5862,"D",-0.750597,1644.08,3.56551,23090,1395,795,140,86,1386,792,3.54178,10.1624
"27113","Pennington","Minnesota",2439,4756,7361,7195,"R",32.2029,1596.78,4.50595,13992,1191,182,122,30,1188,176,3.92386,6.02375
"27125","Red Lake","Minnesota",642,1425,2110,2067,"R",37.881,1119.93,1.84565,3935,1190,192,122,31,1188,187,2.10314,8.35344
"39115","Morgan","Ohio",1560,5168,6782,6728,"R",53.6266,1078.54,6.23807,13802,1700,545,168,63,1694,539,3.79438,1.67069
"28019","Choctaw","Mississippi",965,2881,3890,3846,"R",49.818,1083.13,3.55084,8246,1456,870,146,93,1452,869,2.86882,11.2073
"29079","Grundy","Missouri",784,3582,4400,4366,"R",64.0861,1127.4,3.87262,9808,1280,559,130,64,1276,550,3.05661,8.99693
"19075","Grundy","Iowa",2019,4998,7131,7017,"R",42.454,1299.8,5.39852,12329,1305,449,132,54,1298,440,3.87502,8.99693
"48219","Hockley","Texas",1323,6616,7987,7939,"R",66.6709,2352.72,3.37439,21537,946,859,100,92,946,858,4.12175,16.7902
"48397","Rockwall","Texas",18092,43542,62251,61634,"R",41.2921,329.472,187.069,107819,1177,900,121,95,1177,891,11.4844,15.403
"48413","Schleicher","Texas",192,906,1108,1098,"R",65.0273,3394.55,0.32346,2451,1010,991,105,104,1001,990,1.53285,13.4695
"40107","Okfuskee","Oklahoma",854,3080,3988,3934,"R",56.5836,1601.8,2.45599,11310,1179,777,121,84,1177,770,2.90145,8.99693
"27149","Stevens","Minnesota",1827,3213,5122,5040,"R",27.5,1459.88,3.45235,9671,1193,296,122,40,1188,286,3.28408,10.6976
"31005","Arthur","Nebraska",17,264,282,281,"R",87.9004,1852.23,0.151709,434,993,484,104,58,990,484,0.775446,14.2744
"29039","Cedar","Missouri",1060,6064,7187,7124,"R",70.2414,1228.87,5.79719,14188,1272,673,129,75,1265,671,3.90445,8.99693
"48437","Swisher","Texas",403,1840,2265,2243,"R",64.066,2305.5,0.97289,6971,972,817,102,88,968,814,2.19085,6.88842
"31049","Deuel","Nebraska",151,843,1012,994,"R",69.6177,1139.14,0.872586,1838,970,503,102,59,968,495,1.45845,10.1624
"48345","Motley","Texas",35,612,650,647,"R",89.1808,2562.96,0.252442,1063,1007,840,105,90,1001,836,1.17666,3.73577
"06065","Riverside","California",451782,463677,940405,915459,"R",1.29935,18671.9,49.0287,2418185,423,778,52,84,418,770,44.2606,6.02375
"13149","Heard","Georgia",859,5335,6210,6194,"R",72.2635,766.567,8.08018,11412,1617,856,161,91,1617,847,3.64069,15.403
"31007","Banner","Nebraska",34,348,386,382,"R",82.199,1932.23,0.197699,674,923,482,97,57,913,473,0.904128,13.4695
"38069","Pierce","North Dakota",439,1493,1955,1932,"R",54.5549,2637.35,0.732555,3990,1064,175,110,29,1056,165,2.0333,12.1628
"37033","Caswell","North Carolina",4493,7445,12025,11938,"R",24.7278,1102,10.8331,22736,1816,680,179,75,1815,671,5.05433,13.4695
"31057","Dundy","Nebraska",96,829,929,925,"R",79.2432,2381.96,0.388336,1654,990,550,104,64,990,550,1.40692,18.3776
"48189","Hale","Texas",1903,7283,9278,9186,"R",58.5674,2602.11,3.53021,32522,967,838,101,90,957,836,4.43365,13.4695
"38083","Sheridan","North Dakota",101,644,753,745,"R",72.8859,2518.05,0.295863,1265,1053,207,109,32,1045,198,1.26263,10.1624
"05061","Howard","Arkansas",1158,3246,4473,4404,"R",47.4114,1521.18,2.89512,12785,1272,845,129,90,1265,836,3.06988,8.99693
"29175","Randolph","Missouri",2571,8322,11025,10893,"R",52.7954,1250.22,8.71286,24716,1319,587,133,67,1309,583,4.82805,11.2073
"51570","Colonial Heights","Virginia",2982,5883,8941,8865,"R",32.7242,19.4754,455.191,18170,1880,627,183,70,1859,616,4.3555,38.8592
"29177","Ray","Missouri",2927,8602,11662,11529,"R",49.2237,1473.65,7.82344,23158,1266,595,129,68,1265,594,4.967,15.0362
"51620","Franklin","Virginia",2359,1476,3876,3835,"D",-23.0248,21.4382,178.886,8180,1902,650,186,73,1892,649,2.86471,15.0362
"20013","Brown","Kansas",1065,3106,4258,4171,"R",48.9331,1478.55,2.82101,9508,1208,572,123,66,1199,572,2.98757,15.403
"51678","Lexington","Virginia",1795,1030,2863,2825,"D",-27.0796,6.473,436.428,7320,1801,616,177,70,1793,616,2.45871,14.2744
"51730","Petersburg","Virginia",11219,1702,13077,12921,"D",-73.6553,58.8457,219.574,33458,1881,629,183,71,1859,627,5.25831,39.8521
"19001","Adair","Iowa",1086,2916,4064,4002,"R",45.7271,1474.4,2.71432,7496,1246,501,127,59,1243,495,2.92642,6.02375
"18073","Jasper","Indiana",3489,12082,15821,15571,"R",55.1859,1449.56,10.7419,32918,1506,499,150,59,1496,495,5.7724,11.2073
"12027","DeSoto","Florida",3525,8888,12488,12413,"R",43.2047,1649.03,7.52745,33976,1789,1122,176,116,1782,1122,5.15391,13.4695
"01021","Chilton","Alabama",2698,16920,19728,19618,"R",72.4946,1794.44,10.9326,45014,1560,885,155,94,1551,880,6.47926,8.35344
"40037","Creek","Oklahoma",6643,24098,31312,30741,"R",56.7808,2460.21,12.4953,71754,1180,759,121,83,1177,759,8.11068,14.2744
"48269","King","Texas",6,129,135,135,"R",91.1111,2359.15,0.057224,265,1027,863,107,92,1023,858,0.537483,3.73577
"37169","Stokes","North Carolina",5380,21548,27127,26928,"R",60.0416,1163.74,23.1392,44520,1782,683,176,76,1782,682,7.59102,16.7902
"40019","Carter","Oklahoma",4277,14945,19488,19222,"R",55.4989,2129.75,9.02547,48003,1144,837,118,90,1144,836,6.41354,16.7902
"40063","Hughes","Oklahoma",831,3744,4659,4575,"R",63.6721,2083.58,2.19575,13367,1182,802,121,86,1177,792,3.12892,10.6976
"40099","Murray","Oklahoma",1080,4689,5885,5769,"R",62.5585,1078.41,5.34956,13904,1150,827,118,89,1144,825,3.51357,8.35344
"40061","Haskell","Oklahoma",718,4156,4936,4874,"R",70.5375,1493.71,3.26301,11561,1226,790,125,85,1221,781,3.22954,8.35344
"01105","Perry","Alabama",3174,1269,4457,4443,"D",-42.8764,1863.94,2.38367,8511,1536,900,153,95,1529,891,3.08345,8.99693
"01075","Lamar","Alabama",806,6033,6875,6839,"R",76.4293,1566.54,4.36566,13972,1500,844,150,90,1496,836,3.82556,6.88842
"05043","Drew","Arkansas",2050,4203,6365,6253,"R",34.4315,2146.24,2.91347,17350,1360,862,137,92,1353,858,3.65799,5.01206
"28043","Grenada","Mississippi",4060,5651,9766,9711,"R",16.3835,1093.29,8.88236,21629,1433,852,144,91,1430,847,4.55859,6.02375
"29025","Caldwell","Missouri",888,3771,4703,4659,"R",61.8802,1104.35,4.21876,8815,1265,579,129,66,1265,572,3.15751,13.4695
"30021","Dawson","Montana",894,3627,4638,4521,"R",60.4512,6143.26,0.735928,8940,906,205,96,32,902,198,3.11039,5.01206
"48209","Hays","Texas",65528,58438,125688,123966,"D",-5.71931,1753.04,70.7149,241067,1107,1027,114,107,1100,1023,16.2873,5.01206
"48235","Irion","Texas",105,761,868,866,"R",75.7506,2723.49,0.317975,1513,993,971,104,102,990,968,1.36131,8.35344
"48021","Bastrop","Texas",15989,23301,39788,39290,"R",18.6103,2300.5,17.0789,97216,1139,1030,117,107,1133,1023,9.16936,3.73577
"53067","Thurston","Washington",95663,62282,163637,157945,"D",-21.1346,1871.27,84.4053,294793,334,116,44,24,330,110,18.3845,3.73577
"28067","Jones","Mississippi",7272,20265,27755,27537,"R",47.1838,1799.64,15.3014,67246,1466,951,147,100,1463,946,7.67638,6.02375
"28069","Kemper","Mississippi",2381,1691,4086,4072,"D",-16.945,1984.4,2.052,8988,1483,896,148,95,1474,891,2.9519,8.35344
"32027","Pershing","Nevada",496,1764,2308,2260,"R",56.1062,15634.7,0.14455,6650,405,451,50,55,396,451,2.19914,15.403
"32029","Storey","Nevada",913,2108,3075,3021,"R",39.5564,683.238,4.42159,4104,353,486,46,58,352,484,2.54257,13.4695
