"sid","cid","side","amount"
"C00889188","P80001571","S",150000
"C00365536","H2NE02132","S",149947
"C00685297","H4RI01174","S",149931.04
"C90015140","H4NY22085","S",149750
"C00504530","H4CA27111","O",149620.28
"C00710848","H4ME02291","O",149600
"C00662221","H0MD06231","S",149395.01
"C00523241","H4NC01137","S",149173
"C90022484","P80000722","S",148461.58
"C00864926","H4SC01339","S",148330.94
"C00530766","S4MT00183","S",148184.3
"C00891325","P80001571","O",147258.01
"C00891325","P00009423","S",147258.01
"C00875526","H4MO03221","S",145498
"C90011172","H6CA48245","O",145488.95
"C00732172","S4MD00327","S",145414.55
"C00544387","H4OH06165","O",143999
"C00707844","H4MI08218","S",142987.22
"C00486845","H8NY22177","S",142981.54
"C00835041","S6MT00162","S",142556.57
"C00824334","P80001571","O",142442.91
"C00889873","H8CA49058","O",142369.57
"C00030718","H2AZ02360","S",141990
"C00753558","P00009423","S",141978.87
"C00844530","H2OH13264","S",141838.52
"C00864926","H2SC04147","O",141626.4
"C90022542","P00009423","",141500
"C00864215","H4NC06177","S",141129.6
"C00785899","H2CA43245","S",141124.6
"C00685693","H4PA10104","S",141121.13
"C00738674","S4MI00470","S",140371.25
"C00707844","H2WA04165","O",140169.44
"C00513176","H0NY16143","S",140000
"C00854299","H4CA16197","S",140000
"C00030718","H8ME02185","S",139640
"C00550970","H8NH01210","S",139490.86
"C00874750","P00009423","S",139348.27
"C90021726","S6OH00163","S",139275
"C90019910","P00009423","S",138931.55
"C00887992","P80001571","O",138471.43
"C00707844","H2AK01083","O",138441
"C90019720","P80001571","O",138092.25
"C90011156","S2WI00268","O",137461.39
"C00532630","H4CO03464","S",137000
"C00633248","H4AZ06045","O",136856.14
"C00698936","P40010977","S",136632.12
"C00657866","H2NH01304","S",135928.8
"C00760801","P00009423","S",135726.42
"C00513176","H8MO01143","S",135224.88
"C90011156","S4OH00192","O",135000
"C00681825","S8FL00273","S",135000
"C90022534","S4OH00192","O",134767
"C90015140","P00009423","S",134660.25
"C90022328","H4WA04104","S",134535.6
"C00859355","H2NY17162","O",134255.46
"C00891028","P80001571","O",133815.92
"C00524181","S2TX00312","S",133494.89
"C00486845","H4OR05304","S",132981.55
"C00486845","H0NY17174","S",132978.72
"C00486845","H8CA49058","S",132978.71
"C00816868","P80001571","O",132738.78
"C00782508","S8AZ00197","O",132405.38
"C00799031","H0VA05160","O",132229.91
"C00757419","H2CA37023","O",132000
"C00495028","H0IN01150","S",132000
"C00798009","H8IA02043","S",131768.12
"C00495028","H2IA02111","S",131700
"C00685693","S4MD00327","S",131621.19
"C00787432","H6NV04020","O",131184.7
"C00787432","H2NV03161","S",131184.7
"C00671685","H8NJ04014","S",130994.45
"C00830463","H4NV04116","O",130591
"C00685297","H4CA47119","S",130000
"C00833566","S2OH00386","S",129363.38
"C00839159","P80000722","O",129348.22
"C00738674","S8NV00156","S",129086.21
"C00681825","P00009423","O",129000
"C00753558","P80001571","O",128657.01
"C00883322","S2PA00661","S",128500
"C00883322","S4MT00183","S",128100
"C00030718","H2NY01190","S",127830
"C00612820","S2WI00219","S",127740.56
"C00844530","S4MD00327","S",127500
"C00495861","P80001571","O",127422.41
"C00836221","H2NE01118","S",126740.4
"C00835959","H4NC10047","S",126626
"C00831404","H2MI10150","S",126616.26
"C00524181","S8MO00160","S",126494.89
"C90011156","S4MI00595","O",126263.39
"C00699801","H2CA00120","S",125750.29
"C00838458","P80001571","S",125669
"C00888909","S4MT00183","O",125480.94
"C00632398","S4TX00722","S",125400
"C00889584","H4PA10104","O",125122
"C00842443","H4RI01216","S",125090.08
"C00000935","H0MD06231","O",125000
"C00864363","H4WA08139","O",125000
"C00819508","H8NY22177","O",125000
"C00760124","S4AZ00220","S",125000
"C00864926","H0TX35015","S",124990.78
"C00835959","H8SD01055","S",124736.28
"C00011114","H2IA03119","O",124651.99
"C00763870","H2CT05222","S",123760.32
"C00657866","H2PA04135","S",123500
"C90022591","H8CT05245","S",123148.55
"C00864926","H4MO03239","S",123130.05
"C00606962","S6PA00217","S",123120.47
"C00832642","H4IN03141","S",122900
"C00687103","H4MT01041","S",122750
"C00835959","H6NJ05171","S",122688
"C00834630","S4OH00192","S",122385
"C00490375","H8MN05239","S",122374.74
"C00828061","P40010977","O",121875
"C00786830","H2CO03351","S",121762.5
"C00835967","H4TX12057","O",121314.73
"C00490375","H8MO01143","S",121255.84
"C00689745","S6PA00217","S",121161.16
"C00162339","S4OH00192","S",121000
"C00699801","H2CA52089","S",120951.04
"C00807412","P80000722","O",120710.2
"C00891135","S4MD00483","O",120666.51
"C00891135","S4MD00590","S",120666.51
"C00662221","H0VA05160","S",120539
"C00528554","S6PA00217","O",120336.37
"C00814806","H4AL02220","S",120291
"C90018045","P00009423","S",120224.09
"C00848440","H6NJ05171","S",120103
"C00860411","H4CA16239","S",120000
"C00760736","H4MI08218","S",120000
"C00802207","S2ND00149","S",119880.22
"C00495028","H8WI01156","O",119807.4
"C00524181","S4OH00192","S",119646.54
"C00524181","S4AZ00220","S",119646.53
"C00524181","S4MT00183","S",119646.53
"C00875450","H6PA08277","S",119499.77
"C00550970","H6MN02131","S",119219.21
"C00685693","P80001571","O",119122.98
"C00524181","S4WI00256","S",118813.42
"C00760801","S6PA00217","S",118255.62
"C00835959","H4MN06087","S",118034
"C00754754","S6OH00163","S",117276.91
"C00863084","P80000722","O",116395.96
"C00835959","H2NC14019","S",116161
"C00740225","H2MI10150","O",116000
"C00864348","H4PA07118","O",115681.92
"C00825851","P60008521","O",115309.77
"C00809830","H0SC01394","S",115000
"C00693838","S8MT00234","O",114298.5
"C90011891","P80001571","S",114240.58
"C00030718","H2NY04277","S",113810
"C00838169","S8NV00156","O",113745
"C00030718","H2NC02287","S",112996
"C00848440","H4DE00045","S",112913
"C00745745","S6OH00163","S",112822.89
"C00030718","H6NY03247","S",112774
"C00524181","S8FL00273","S",112646.53
"C00075820","P00009423","O",112500
"C90022443","P00009423","S",112499.99
"C90022443","S4MI00470","S",112499.99
"C90016627","H2AZ02311","S",112498.9
"C00887729","P80001571","S",112487.36
"C00864926","H4TX12065","S",112327.8
"C00845776","P80001571","O",112000
"C00030718","H2NY17162","S",111945
"C00774257","S6IN00191","S",111810
"C00766659","S4TX00722","S",111802.37
"C00854299","H8CA34266","S",111727.87
"C00880682","P00009423","S",111000
"C00053553","H4PA08124","S",110972.14
"C00053553","H8PA15195","S",110649.57
"C00864926","H6CO05142","S",110517.96
"C00030718","H2NY18103","S",110458
"C00552851","H8NM02156","S",110148.06
"C00848440","H0NY15160","S",110147.7
"C00540229","P00009423","O",110000
"C00687103","H2PA17079","O",109974.15
"C00747121","S4MI00470","O",109530.3
"C00820357","H2OH16051","S",108915.6
"C00552851","H4IN03174","S",108908.72
"C00851410","S2PA00661","S",108876.84
"C00848440","H4CA12055","S",108545.79
"C00053553","H2MI07123","S",108331.51
"C00550970","H2IL17147","S",108213.22
"C00685982","H6FL09070","S",108142
"C00761064","S6PA00217","S",107860.17
"C00881805","P00009423","O",107733
"C00872507","H4ND00053","O",107633
"C00487470","H2AZ01354","S",107545.87
"C00836221","H0MI02094","S",107352.9
"C00030718","H2NY19127","S",107327
"C00842740","H4CA30131","S",107000
"C00848440","H4VA10279","S",106947
"C00766659","P80000722","S",106925.96
"C00836221","H4AR02141","S",106888
"C00489799","S6MT00162","S",106830.04
"C00836221","H0KY06104","S",106708
"C00868083","H4AZ08140","S",106645.27
"C00876128","H4MD06340","O",106623
"C00883330","H2FL14053","O",106500
"C00755363","P80000722","S",106459.87
"C00684969","S6PA00217","S",106288.6
"C00864926","H4IN08249","S",106218.96
"C00748475","H4ME02283","S",106016.45
"C00365536","H4CA49149","O",105922
"C00053553","H4NC01137","S",105816.58
"C00053553","H4OH09169","S",105500.62
"C00053553","H4CO08034","S",105250.17
"C00053553","H8NM02156","S",105046.63
"C00880302","H4VA10238","S",105000
"C00681825","H6NE02125","S",105000
"C00815753","H8PA15195","O",104995
"C00887141","H6NY03247","S",104790
"C00688655","H8GA06393","S",104746.73
"C00053553","H4OH13153","S",104684.72
"C00799031","H4CA47119","S",104539.65
"C00523621","H4OR05304","S",103783.45
"C00738732","P00009423","S",103534.83
"C00030718","H2CA37023","S",103513.75
"C00859660","H4NH02332","S",102843.12
"C90017955","P00009423","S",102777.09
"C00717728","P80001571","O",102750
"C90022864","P00009423","S",102700
"C00863084","P40010977","O",102695.96
"C00764233","H0WI03175","O",102500
"C00862094","S6OH00163","O",102500
"C00862094","S6PA00217","O",102500
"C00862094","S8NV00156","O",102500
"C00862094","S2NV00308","S",102500
"C00862094","S2PA00661","S",102500
"C00862094","S4OH00192","S",102500
"C00710848","S8NV00156","S",102300
"C00074450","S2WI00268","S",102093.32
"C00684530","P80001571","O",101898.08
"C00612820","P80001571","O",101731.09
"C00483883","S2NE00094","O",101728.4
"C00004036","H8NV03200","S",101680.91
"C00873398","H4GA03126","O",101578
"C00747121","S6PA00217","O",101571.99
"C00891044","P00009423","S",101324.67
"C00707844","H8UT03238","S",101312.5
"C00000935","H4NY04158","S",101060
"C00173153","H2VA02064","S",100850
"C00173153","H8IL14174","S",100850
"C00882621","H2OR06066","O",100783.6
"C00608943","H8IA02043","S",100779.41
"C00486845","S2NV00308","O",100511.32
"C00409730","H8OR02161","O",100390
"C00486845","P40011793","O",100026.32
"C00633248","H4NY01204","O",100012.59
"C00747121","S2WI00219","O",100011.54
"C00688655","H0CA48198","O",100000
"C00740225","H2CA37023","O",100000
"C00884874","H2CA37023","O",100000
"C00840702","H2CT05222","O",100000
"C00688655","H2NY04277","O",100000
"C00453704","H4NY16087","O",100000
"C00815753","H6NE02125","O",100000
"C00657866","P00009423","O",100000
"C00692467","P00009423","O",100000
"C00718593","P00009423","O",100000
"C00854448","S4UT00282","O",100000
"C00844530","H2GA13012","S",100000
"C00568444","H2NV04011","S",100000
"C00113241","H2OR05209","S",100000
"C00453704","H2PA18200","S",100000
"C00113241","H6NE02125","S",100000
"C00453704","H8MO01143","S",100000
"C00772152","H8TX06266","S",100000
"C00823534","P00009423","S",100000
"C00606962","P80000722","S",100000
"C00769232","S2WI00268","S",100000
"C00004036","S4MD00327","S",100000
"C00877787","S4NV00308","S",100000
"C00825158","S4SC00240","S",100000
"C00760124","S8TN00337","S",100000
"C00473918","S2WI00219","S",99999.3
"C00835967","H4FL08168","S",99997.5
"C00866269","H2CA23155","O",99902.05
"C90022542","S6PA00217","S",99856.03
"C00573261","S4TX00722","S",99617
"C00573261","H2CA42205","S",99529.63
"C00573261","H2NY19127","O",99517
"C00508440","P80001571","O",99478.02
"C00004036","H2CA21233","S",99346.6
"C00824292","H4GA03126","S",99155.79
"C00740225","H2PA04135","O",99000
"C00629477","P00009423","S",98901.28
"C90019902","P00009423","S",98885.53
"C00030718","H8CA39240","S",98144.5
"C00798009","H2IA02111","O",97768.11
"C00530766","S4AZ00220","S",97732.83
"C00574178","P00009423","O",97665.03
"C00002840","S6CA00584","S",97642.08
"C00418897","H4MI08242","S",97520.27
"C00455923","P80001571","S",97276.86
"C00891135","H2MI07123","O",97223.65
"C00856385","S4UT00217","S",97170.86
"C00523241","H2WA03100","S",97120
"C00523621","H8NV03200","S",97087.7
"C90016627","H4AZ01194","S",97037.88
"C90021890","P00009423","S",97030.72
"C00760736","H8MO01143","O",97000
"C90020058","S6OH00163","S",96841.23
"C00698936","H0MI08141","O",96170
"C00364158","H2CO08020","S",96166.66
"C00710848","S2NV00308","O",95700
"C00509893","P80001571","S",95693.75
"C00573733","P80001571","S",95690.75
"C00710848","H0NY16143","O",95247.2
"C00859660","H8OR02161","O",95000
"C00568444","H8ME02185","S",95000
"C00710848","H2OR05209","O",94901
"C00685693","P00009423","S",94414.09
"C00844613","H4MI08218","O",94389.85
"C00552851","H0VA05160","S",94324.76
"C00762658","P80001571","S",94252.38
"C00030718","H0NY02234","S",94102
"C00853770","H4GA03126","S",94066
"C00707844","H2MI07123","O",93730.32
"C00418897","S4OH00192","O",93716.94
"C00113241","H6TX15162","S",93686
"C00684969","S6OH00163","S",93389.29
"C00030718","H8CA49058","S",93052.31
"C00006486","P80001571","S",92847.75
"C00870311","P80001571","O",92550
"C00030718","H6NE02125","S",92454.5
"C00868448","P40011793","O",92259.12
"C00633248","H4NY01162","S",92252.93
"C00568444","H0TX35015","S",91950
"C00875450","H0TX35015","S",91950
"C00684969","S4MI00470","S",91535.73
"C00890020","S4TX00722","S",91357.46
"C00030718","H4WA04104","S",91234
"C00495028","H4WI03169","S",91096.08
"C00826776","H4AZ07043","O",91058
"C00865923","H4IN06185","S",91028.94
"C00757419","P00009423","S",91000
"C00747121","S6MT00162","O",90976.01
"C00835967","H4KS02164","S",90967.25
"C00752691","H4WI03169","S",90831.38
"C00887851","H0NY17174","O",90676.35
"C00887851","H4NY04158","O",90676.35
"C90019357","H2NY04244","S",90550.93
"C00000935","H4CA45170","S",90480.7
"C90022542","S2WI00219","S",90479.74
"C00819631","P00009423","S",90292.33
"C00685552","H8MO01143","S",90149.96
"C00004036","S4OH00192","O",90000
"C00889535","H2NC13243","S",89851
"C90022526","S6OH00163","O",89561.5
"C90011172","H4CA45170","S",89500.58
"C00773390","H8VA07094","S",88989.36
"C00692319","H0MI08141","O",88820.14
"C00487470","H2OH09031","O",88814.64
"C00807321","H4NY04158","S",88809
"C00030718","H0CA25105","S",88785.75
"C00835959","H8CO07045","S",88256
"C00690867","P80001571","O",87985
"C90016106","P80000722","S",87822.65
"C00027466","S6OH00163","O",87470.25
"C00343459","H2OR05209","S",87445.8
"C00865444","S6MT00162","S",87230.44
"C00873877","H2PA18200","S",87031.25
"C00053553","S4MI00595","S",86969.67
"C00747121","S6OH00163","O",86807.13
"C00687103","H2IL17147","O",86790.6
"C90021155","S4MI00470","S",86759.09
"C00747121","S4AZ00139","O",86733.69
"C90011172","H8PA15229","S",86688
"C00845974","H4UT02296","S",86075.4
"C00831248","S4VA00353","S",85755.48
"C00523621","H2OR05209","O",85751.55
"C00570226","H2AZ01354","S",85750
"C00868976","H4NC01137","O",85500
"C90020181","P00009423","S",85185.99
"C90020181","S2WI00219","S",85185.99
"C00495028","H4MI03268","O",85000
"C00720029","P00009423","S",84973
"C00030718","H2WA03217","S",84504
"C00799031","H4NY16087","O",84325.84
"C00000935","H2OH13264","S",84200.29
"C00833566","S2OH00477","O",84000
"C00744185","P00009423","S",83902.36
"C00685693","H4VA07234","S",83648.85
"C00710848","H4CA47085","O",83333.34
"C00871988","H2NY04244","S",83290
"C00763870","H2AZ02360","S",83009.13
"C00873638","H0VA05160","S",82891.3
"C00835967","H4WA05234","S",82772
"C00787432","H2NV04011","O",82700
"C00787432","H0NV04023","S",82700
"C00888966","H4AZ01194","S",82528.62
"C00852996","H4NC08090","O",82050
"C00859660","H4NH02399","O",82024.74
"C00692319","H4CA16239","S",82000
"C00587022","H0VA05160","S",81915.87
"C00657866","H4ND00061","O",81830
"C00877753","S2NM00088","O",81767.1
"C90014101","P40020521","O",81635
"C00490375","H2PA18200","S",81625.18
"C00365536","S4AZ00220","O",81567.59
"C00766659","S4AZ00139","S",81550.12
"C00850487","S8MS00196","S",81500
"C00030718","H8CA10126","S",81397.31
"C00000935","H2CA13115","S",81380
"C00845693","H4RI01216","O",81000
"C00855171","H8AL02171","S",81000
"C00888909","S6MT00162","S",80742.94
"C00707844","P80000722","S",80343.22
"C00826412","H0CO03165","O",80000
"C00883405","H4KS03212","S",79659.4
"C00489799","S6OH00163","S",79640.54
"C90022740","P00009423","S",79465.41
"C90011172","H2IA03119","O",78647.76
"C90022617","H2CA13115","S",78550
"C00528554","S4MI00470","O",78545.62
"C00030718","H2CA20094","S",78475.44
"C00773390","H6NE02125","S",78260.21
"C00879312","H4AZ01244","S",77994.96
"C00824292","H4IN08249","O",77685
"C00744185","S4TX00755","S",77488.95
"C00824334","S2TX00312","O",77195.01
"C90012071","P00009423","S",77052
"C00876656","H2OR04095","O",77040
"C00889246","S6RI00221","O",76952.76
"C00030718","H8SC04250","S",76939.44
"C00662221","H4UT02387","S",76799.53
"C00053553","S4AZ00220","S",76699.79
"C00541433","S4MT00183","S",76554.02
"C00871988","H8NY22177","S",76371
"C90022500","P80001571","O",76050
"C00835041","S2PA00661","O",76000
"C00835041","S4WI00256","O",76000
"C90017492","P00009423","S",75948.01
"C00872119","H4VA05071","S",75875
"C00745745","S2NE00094","O",75643.66
"C00745745","S4NE00207","S",75643.66
"C00608943","H8ID02064","S",75600
"C00715433","H2MS04258","S",75500
"C90022872","P00001571","O",75248.76
"C90022872","P00009423","S",75248.76
"C00745745","S4MI00595","O",75205.87
"C00745745","S4MI00470","S",75205.87
"C00772152","H0NY02200","S",75151
"C00816868","P00009423","S",75034.14
"C00872838","H0IN05326","O",75000
"C00876094","H0MD06231","O",75000
"C00829903","H2MI07123","O",75000
"C00764209","S6MT00162","O",75000
"C00568444","H2NC02287","S",75000
"C00589507","H4CA47085","S",75000
"C00854059","H4NJ07107","S",75000
"C00568444","H6NV04020","S",75000
"C00842575","P00009423","S",75000
"C00724203","P80000722","S",75000
"C00744185","S4FL00611","S",75000
"C00348540","S4MD00327","S",75000
"C00693838","S4WV00332","S",75000
"C00662221","P00009423","O",74862
"C00825885","H2VA07170","S",74667.33
"C00807412","P80001571","S",74423.88
"C00855577","H4AL02188","S",74379.08
"C00872457","H2CO05216","O",74330.15
"C00891549","P00009423","O",74272.27
"C00891549","S4MI00470","O",74272.27
"C00860106","H4OH02230","S",74107.21
"C00772152","H2MI07123","S",74044
"C00747121","S8NV00156","O",74004.41
"C00030718","H2GA13012","S",73761.88
"C00871988","H4NY22085","S",73679
"C00758011","H4AZ03117","S",73411.96
"C00874115","P00009423","S",73099.31
"C00523589","H2NY19127","S",73000
"C90011156","H6NV03139","S",72897.33
"C00707844","H4AZ07043","S",72881.25
"C00872879","H0TX24209","O",72740
"C00004036","S4TX00722","S",72733.9
"C00687103","H8CT05245","O",72465.6
"C00889287","H2WA03100","O",72279.08
"C00030718","H2OR05209","S",72264
"C00877886","P80000722","S",72000
"C00718353","S4MI00470","S",71847.71
"C00082925","P80001571","S",71777.02
"C00606962","H2CA21233","S",71600
"C00774463","H4RI01265","S",71463.61
"C00782847","H4WA05192","S",71335.58
"C00620971","P80000722","S",71207.69
"C00754754","S6MT00162","S",71205
"C00884874","H2MI07123","O",71000
"C00587022","H4VA05071","O",70678.21
"C90021155","S2WI00219","S",70366.32
"C00671685","H2CA00120","S",70296.69
"C00854299","H2NJ08232","S",70000
"C00785899","H4CA16239","S",70000
"C00001636","S6OH00163","S",70000
"C00753277","H8MO01143","S",69950
"C90018227","H4AZ01194","S",69680
"C00030718","H0CA48198","S",69677.2
"C90021155","S8NV00156","S",69536.07
"C00742205","P00009423","S",69508.69
"C00887208","P80001571","O",69283.33
"C00473918","S8NV00156","S",69158.44
"C00848440","H4NY26078","S",68984.68
"C00851410","S4MT00183","S",68891.83
"C00612820","S6PA00217","S",68796.58
"C00826743","H2CO05216","O",68750
"C00486845","H4CO08034","O",68592.74
"C00886929","H2NM02191","O",68413.82
"C00707844","H6PA08277","S",68343.23
"C00053553","S2TX00312","S",68147.93
"C90022500","H4NJ03197","S",68083.34
"C00887141","H4NY01204","S",68004.6
"C00835041","S4MT00183","O",68000
"C90020363","P00009423","S",67959.83
"C00612820","S4MI00470","S",67947.52
"C00827030","P00009423","S",67900
"C00891135","H2AZ02360","O",67877.11
"C00612820","S4AZ00139","S",67721.45
"C00612820","S8NV00156","S",67721.45
"C00671685","H0AL07086","S",67656.92
"C00030718","S6MT00162","S",67647
"C00662072","P40011082","O",67600.37
"C00881607","H2WA04165","O",67459.15
"C00881607","H4WA04104","S",67459.15
"C00030718","H2CO08020","S",67389
"C00030718","H8PA15229","S",67104
"C00870717","H4AL02121","S",67001.35
"C00681825","H4NY03283","S",67000
"C00608943","H2CA20094","S",66913.57
"C00864926","H4TX12057","O",66907.2
"C00011114","H4CA47085","S",66812.54
"C00030718","H0IA04145","S",66790.1
"C00864926","H4SC01313","S",66580.87
"C00835967","H4WV02205","S",66382.4
"C00890020","P00009423","S",66357.46
"C00030718","H2PA17079","S",66232
"C00489815","P00009423","S",66170.74
"C00011114","S2WI00219","S",65770.5
"C00011114","P80000722","S",65770.49
"C00687103","H2IA02111","O",65713.79
"C00685982","H2CA00120","S",65605.18
"C00692319","H2OR05209","O",65281.89
"C00785899","H4OR03168","S",65000
"C00523241","H6MI01226","S",65000
"C00674093","P00009423","S",65000
"C00690776","H2MI10077","S",64746.63
"C00487470","H0FL13158","S",64622.85
"C00871368","H8IL06139","S",64522.54
"C00193441","H4IL12060","S",64136.14
"C90022054","H4RI01232","S",64106.7
"C00847145","P80001571","S",64055.83
"C00523241","H4CO08034","S",63620
"C00568931","H8MI08102","S",63586.78
"C90022567","P00009423","S",63568.28
"C00753277","S2NC00497","S",63520
"C00753277","S2OH00402","S",63520
"C00030718","H6PA08277","S",63519
"C00780841","H4MI08242","S",63175.77
"C00835959","H0NY15160","S",63084
"C00824334","P00009423","S",63022.33
"C00891135","H2MI07149","S",62788.38
"C00884874","H2CA13115","S",62655.59
"C00030718","H2NJ08232","S",62414.24
"C00662221","H2WA03100","S",62376.71
"C00871368","H8IL14067","S",62305.35
"C90020116","P00009423","S",62230.74
"C00871368","H4WA06117","S",62024.92
"C00864926","H4TX23120","O",61968.17
"C00758011","H2CA21233","S",61936
"C00773390","H6FL04105","S",61689.99
"C00687103","H8WI01156","S",61600
"C00662221","H2TN05446","S",61440.46
"C00612820","H2CA13115","S",61354.45
"C00030718","H6NJ08118","S",61322.5
"C90022500","H4NJ07107","S",61245.01
"C00612820","H4NY22085","S",61237.58
"C00771865","H6FL18097","S",61132.2
"C00687103","H2OH09031","O",61016.58
"C00620971","H4MI07210","S",60895.63
"C90018227","H2CA13131","O",60887.95
"C00620021","S4TX00722","S",60814
"C00508440","S6PA00217","S",60704.84
"C90018227","H2NY22212","O",60675.65
"C00871368","H4WA05168","S",60640.03
"C00763870","H0CA48198","S",60589.13
"C90011172","H6NY03247","S",60458.28
"C90019357","H2PA17103","S",60346.34
"C00544767","P80001571","S",60297
"C00712885","H6FL18097","S",60104.23
"C00712885","H2CA00120","S",60104.03
"C90021304","H2TX15203","S",60057.5
"C00489856","H4WA04179","S",60053.98
"C00874503","H4WI08093","O",60000
"C00883322","P00009423","O",60000
"C00868679","S2TX00312","O",60000
"C00885640","H4NH01284","S",60000
"C00832493","P00009423","S",60000
"C99002396","P80001571","S",60000
"C00753277","S2WI00441","S",60000
"C00868679","S4TX00722","S",60000
"C90011172","S6OH00163","S",60000
"C00763870","H0WI03175","S",59560.04
"C00880815","P00009423","O",59501.24
"C00633248","H4AZ01194","S",59268.05
"C00819631","P80001571","O",59189.92
"C00684530","H6MN02131","S",59188.6
"C00758011","H2CA20094","O",58936
"C00662221","H0TX35015","O",58852.72
"C00662221","H4TX23120","S",58852.72
"C00717728","P00009423","S",58750
"C90023086","H2NY13096","S",58669.5
"C90023086","P00009423","S",58669.5
"C90023086","S0NY00410","S",58669.5
"C00689745","H8PA15229","S",58580.8
"C00030718","H4OR03168","S",58556.88
"C00853119","H4CA47085","O",58500
"C00684969","S6PA00274","S",58484.08
"C00495028","P80001571","O",58369.7
"C00778381","P80001571","O",58250
"C00778381","P80000722","S",58250
"C00884395","H2MN05208","S",58245.93
"C00816868","S2TX00312","O",58162.4
"C00849877","H4CO03357","S",58000
"C90020363","S6PA00217","S",57917.47
"C00715433","H4MD06258","S",57750
"C00674093","P80001571","O",57500
"C00620971","H4WI03169","S",57437.65
"C00817122","S4WV00324","S",57383.82
"C00832980","P80001571","S",57375
"C00832980","S4AZ00220","S",57375
"C90021643","P00009423","S",57146.46
"C00053553","H4ME02291","S",57020.45
"C00865923","H4IN08249","S",56491.53
"C00011114","H4CO08034","O",56389.12
"C00508440","H8WI00018","S",56365.34
"C00508440","H8MI08102","S",56249.84
"C00878215","H4KS02164","O",56183.71
"C00747121","S4NE00207","O",55900
"C00487470","P80001571","O",55837.1
"C00781039","S2TX00312","O",55758.98
"C00722025","H0WI03175","S",55750
"C00747121","S4FL00611","O",55423.08
"C00866368","P80001571","S",55203.44
"C00865923","H4OH02248","S",55147.87
"C00821348","H0NY16143","S",55073.89
"C00681825","H6NY03247","O",55000
"C00864363","H2NY24150","S",55000
"C00544387","H4AZ08124","S",55000
"C00760488","P80001571","S",55000
"C00878801","P80001571","S",55000
"C00722025","S8CT00121","S",55000
"C00891135","H2OR05209","O",54999.65
"C00740225","H0NJ07261","O",54837.76
"C00773390","S6NH00091","S",54214.55
"C00891895","H2CO08020","O",53964.31
"C90021536","H2AZ02311","S",53910
"C00011114","H4NV04116","O",53844.16
"C90021536","H4NY04158","S",53836
"C00887182","P00009423","S",53780.84
"C00773788","H6NE02125","S",53531.55
"C00740126","H4SC01305","S",52880.53
"C00508440","H4AZ07043","S",52861.42
"C00710848","H2NY04277","O",52847.68
"C00804823","H2NY04277","O",52847.68
"C00687103","H0TX15124","S",52748.4
"C00589507","H4MD03198","S",52617.63
"C00882266","H4MI13259","S",52540.26
"C00862094","S2WI00219","O",52500
"C00862094","S4MI00470","O",52500
"C00862094","S6MT00162","O",52500
"C00862094","S2WI00268","S",52500
"C00862094","S4MI00595","S",52500
"C00862094","S4MT00183","S",52500
"C00687103","H2PA17103","O",52337.26
"C00573261","P80000722","S",52333
"C00754242","P00009423","S",52233.4
"C00004036","H4CA27111","S",52231.41
"C00662221","H4TN05137","O",52140.17
"C00834077","P40013039","S",51995.91
"C00684969","P80000722","S",51925.89
"C00364158","H4WI08101","S",51916.67
"C00612820","H8PA15229","S",51865.38
"C00030718","H0NJ07261","S",51847
"C00720540","P80001571","S",51764.97
"C00772152","H4GA03076","S",51706
"C00844613","P00009423","O",51588.98
"C90023268","P40010977","S",51423.94
"C00807958","H2GA10281","S",51416.84
"C00620971","H2MI10176","S",51206
"C00662221","H4AZ02184","O",51157.04
"C00053553","S4WI00256","S",51022.51
"C00715433","H0TX22302","S",51000
"C00559906","S2WI00219","S",51000
"C00746107","H4AZ03109","O",50850
"C00130658","H4KS02180","S",50812.39
"C00758938","H6NE02125","S",50803.72
"C00884395","H8MN05239","O",50745.92
"C00871368","H2NM01144","S",50569.82
"C00608943","H0IA01174","S",50375
"C00608943","H2CA37023","S",50375
"C00844613","H2PA04135","S",50287.41
"C00662221","H4MD06340","O",50209.48
"C00753277","H0NY16143","S",50150
"C00859355","H8NY19223","S",50125
"C00612820","H2OH01194","S",50040.25
"C90022542","S6OH00163","S",50007.6
"C00504530","H2AK01158","O",50000
"C00737411","H2IA02111","O",50000
"C00876391","H2NJ08232","O",50000
"C00883322","H2NM02191","O",50000
"C00844530","H2NY04277","O",50000
"C00053553","H8ME02185","O",50000
"C00879072","P00009423","O",50000
"C00740225","P80001571","O",50000
"C00620021","S2NE00094","O",50000
"C00834630","S2OH00477","O",50000
"C00004036","S4MD00483","O",50000
"C00843714","S4TX00722","O",50000
"C00844530","H0NY17174","S",50000
"C00746628","H2AK01158","S",50000
"C00568444","H2IL13153","S",50000
"C00523241","H2MI07123","S",50000
"C00504530","H2NY22212","S",50000
"C90022286","H4UT02296","S",50000
"C00523241","H4VA05071","S",50000
"C00710178","H6NE02125","S",50000
"C00883322","H8NM02156","S",50000
"C00728360","P00009423","S",50000
"C00807321","P00009423","S",50000
"C00880070","P80001571","S",50000
"C00632398","S4FL00611","S",50000
"C00710160","S4MD00483","S",50000
"C00760124","S6IN00191","S",50000
"C00873638","H4VA05071","O",49904.64
"C00781039","P00009423","S",49897.43
"C00608943","H4OK06056","S",49853.96
"C90018227","H2NC02287","S",49780.9
"C00004036","H2NV04011","S",49631.22
"C00875450","H2VA02064","S",49615.26
"C00875450","H4AR02141","S",49460.58
