"sid","cid","side","amount"
"C00873679","P00009423","S",1532.5
"C00053553","H2TX31044","S",1531.68
"C00053553","H2TX33040","S",1514.11
"C00815381","H4VA05071","S",1503
"C00504530","H0NY17174","O",1500
"C00606962","H4OR03192","O",1500
"C00787945","H6LA04138","O",1500
"C00458000","P80001571","O",1500
"C00299396","H4CO04280","S",1500
"C00687327","H8SC04250","S",1500
"C00710848","H2NE02132","S",1471
"C90017898","P80001571","O",1462
"C00341396","H2CO08020","S",1457.59
"C00891457","H4CO03357","S",1455.37
"C00053553","H4WI08119","S",1448.87
"C00053553","H4TX10093","S",1443.3
"C00710848","H2PA17103","S",1430
"C00612820","S4TX00722","S",1429.59
"C00489799","H2PA01099","S",1422.63
"C00341396","H4CA47085","S",1417.68
"C00775601","P00009423","S",1413.92
"C00710848","H4AL02170","S",1400
"C00747998","H4VA04066","S",1400
"C00573261","S8NV00156","S",1400
"C00685693","H8VA02111","S",1399.56
"C90017492","H0NY17174","S",1396.42
"C90017492","H8NY19223","S",1396.42
"C00860106","H4OH02206","O",1383.59
"C00860106","H4OH02214","O",1383.58
"C00860106","H4OH02248","O",1383.58
"C90022294","H4NY16087","S",1380
"C90016973","H4CA31113","O",1373.1
"C90016973","H4CA31154","O",1373.1
"C90016973","H4CA31170","O",1373.1
"C90016973","H4CA31139","S",1373.1
"C90016973","H4CA31162","S",1373.1
"C00053553","H0TX11230","S",1365.85
"C00053553","H2TX03126","S",1362.94
"C00053553","H0MI02094","S",1358.1
"C00346239","H8MI08102","O",1337.97
"C00346239","P80001571","O",1337.97
"C00346239","H4MI12079","S",1337.97
"C00346239","H8MI13250","S",1337.97
"C00346239","H0MI08042","O",1337.95
"C90018771","P00009423","S",1336.52
"C00053553","H0TX04219","S",1328.14
"C00754242","H8CA10126","S",1325.37
"C00710848","H2OH03125","S",1320
"C00053553","H4TX26149","S",1318.78
"C00053553","H6TX02079","S",1318.54
"C00488486","P80001571","O",1315
"C90011172","H4MN01179","S",1310.8
"C90011172","H4MN03118","S",1310.8
"C90011172","H6MN02131","S",1310.8
"C90011172","H0MN04049","S",1310.78
"C90011172","H2MN06214","S",1310.78
"C90011172","H2MN08152","S",1310.78
"C90011172","H8MN05239","S",1310.78
"C00710848","H2RI02184","S",1300
"C90022252","P80000722","O",1298.73
"C00053553","H2TX08182","S",1266.89
"C00004036","H4VA04066","S",1265.82
"C00053553","S6PA00217","O",1259.27
"C90021452","P80000722","S",1257
"C00733915","H0MI03316","S",1251.48
"C00880070","P80000722","O",1250
"C00779595","S6PA00217","O",1250
"C90022807","H2NV04011","S",1250
"C00880070","H4AZ08108","S",1250
"C00787945","S6MT00162","S",1250
"C00684332","P00009423","S",1246.35
"C00341396","H4NJ07107","S",1245.51
"C00341396","H2CA13115","S",1243.95
"C00341396","H2CA42205","S",1243.94
"C00341396","S4MI00470","S",1235.04
"C00018929","P80001571","S",1229.78
"C00018929","H4ND00061","S",1229.76
"C00018929","S8ND00120","S",1229.76
"C00053553","H0TX22302","S",1227.98
"C00053553","H6TX19099","S",1218.97
"C00053553","H2TX03290","S",1215.09
"C00760132","H2NY17162","O",1212.5
"C00348540","H0NY17174","S",1200
"C00348540","H4NY04158","S",1200
"C00053553","H8TX27049","S",1196.05
"C00760132","H4NY18117","O",1196
"C00053553","H2OH15228","S",1194.93
"C90023029","P00009423","S",1190.91
"C00053553","H4TX12065","S",1184.98
"C00692129","P80001571","S",1182.59
"C00341396","H2AZ02311","S",1180
"C00872705","P00009423","S",1171.55
"C00761064","H2PA17103","S",1167.86
"C00761064","H8PA15229","S",1167.86
"C00710848","H2PA17079","S",1165
"C90022559","H8NY19223","S",1163
"C00684969","S2OH00402","S",1157
"C00053553","H4NV03167","S",1156.77
"C00612820","H2PA17103","S",1154.76
"C00053553","H0TX24209","S",1151.57
"C00754242","H4CA27111","S",1151.11
"C00758003","H4VA06061","S",1137.38
"C90021692","S6CA00584","S",1133.74
"C90022914","H2PA18200","S",1125
"C00684969","S2FL00631","S",1115.5
"C00053553","H8TX05144","S",1115.33
"C90019357","H4CA47085","S",1113.38
"C00053553","H0TX07170","S",1111.89
"C00837443","P80001571","S",1111.5
"C00837443","S8FL00273","S",1111.5
"C00738674","H8FL26039","S",1087.21
"C00053553","H8TX06266","S",1086.04
"C00053553","H8TX02166","S",1080.12
"C00754242","H4NY04158","S",1077.24
"C00571588","S4AZ00220","S",1072.11
"C00004036","H8NV03036","O",1065.72
"C00004036","H8NV03200","O",1065.72
"C00710848","H6MN02131","S",1060
"C00879072","H2OK04055","S",1050
"C00487827","H4RI01216","S",1050
"C90017492","H2OR05209","O",1046.08
"C00688655","H6NY03247","S",1039.97
"C00341396","H2CA21233","S",1036.62
"C00710848","H2OH13264","S",1020
"C00341396","H4IA03172","S",1012.63
"C00690263","P80001571","O",1000
"C90018367","P80001571","O",1000
"C00678839","S2TX00312","O",1000
"C00523621","H4VA07234","S",1000
"C00787945","S0GA00559","S",1000
"C90021304","S4TX00755","S",1000
"C00674093","S2VA00142","S",999.99
"C00674093","S2WI00219","S",999.99
"C00674093","S4TX00722","S",999.99
"C00674093","S6OH00163","S",999.99
"C00674093","S8NV00156","S",999.99
"C00074450","H4WI01056","O",996.42
"C00742635","H4TX23120","S",960
"C00754242","H4CA47085","S",941.18
"C00809970","H2AZ02360","S",938.09
"C90022559","H6NY03247","O",923.38
"C90019902","H0NC02125","S",922.54
"C00760132","H4NY18117","S",922.5
"C90022294","H4MO01134","S",920
"C00878710","H4CO03407","S",913
"C90022740","S4AZ00139","S",906.24
"C00053553","H2TX34113","S",898.52
"C00486845","S4AZ00220","O",895.81
"C00747121","S4WI00256","O",893.92
"C90022559","S6PA00217","S",893.12
"C00053553","H4NY18117","S",878.8
"C00516500","S4CA00589","S",872.99
"C00508440","S4MI00595","O",843.2
"C00873679","H8WA08189","S",823.68
"C00760132","H4NY22085","S",805
"C00754242","S4AZ00139","S",804.42
"C00747121","S8NV00156","S",793.29
"C00341396","H0CA27085","S",784.68
"C00826024","S0GA00559","S",761.85
"C00688655","H4NY22085","S",760.86
"C00688655","H8NY22177","S",760.86
"C00688655","H8NY19223","S",760.84
"C00235853","P80001571","O",760.34
"C00235853","P80000722","S",760.34
"C00053553","H0TX15124","S",757.7
"C00787945","H0GA06192","O",750
"C00787945","H6NY03247","S",750
"C00758003","H4VA01096","S",742.66
"C00754242","H4CA45170","S",738.34
"C00873679","H4WA05168","S",736.97
"C00448696","S0WI00197","S",702.6
"C00760132","H8NY19223","S",695
"C90022294","H8MN05239","O",690
"C90022294","H2MN05208","S",690
"C00489799","H0NY17174","S",675.42
"C00489799","H2NY18103","S",675.42
"C00826024","S6NV00200","S",669.63
"C00760132","H8NY22177","S",667.5
"C00809970","H4CO08034","S",666.42
"C00754242","H0NY17174","S",651.38
"C00873679","H0WA02080","S",650.28
"C00873679","H0WA08046","S",650.28
"C00508440","H4CA16239","S",628.38
"C00873679","H4WA06117","S",606.92
"C90011156","S2PA00661","O",598.29
"C00489799","H2NH01270","O",587.75
"C00489799","H8NH02309","O",587.75
"C00489799","S0NH00326","O",587.75
"C00489799","H0NH02181","S",587.75
"C00489799","H8NH01210","S",587.75
"C00489799","S6NH00091","S",587.75
"C00873679","H0WA10034","S",563.57
"C00873679","H6WA09025","S",563.57
"C00760801","H8PA07200","S",555.09
"C00760801","H8PA15229","S",555.09
"C00508440","H2CA42205","S",554.04
"C00760132","H2NY19127","O",537.5
"C00760132","H2NY19127","S",537.5
"C00760132","H0NY17174","S",535
"C00556274","S4MI00470","S",523.54
"C00684969","H2PA01099","S",523.34
"C00873679","H6WA07458","S",520.22
"C00760132","H0NY02267","O",519.5
"C90011974","H4WI08101","S",518.93
"C00760132","H2NY22212","O",505
"C00890640","P80001571","O",504
"C00448696","S0KY00156","S",503.53
"C00787945","S2GA00225","O",500
"C00787945","S8FL00273","O",500
"C00787945","H2AK01158","S",500
"C00787945","S0AZ00350","S",500
"C00835041","S2ND00123","S",500
"C00787945","S4AZ00139","S",500
"C00787945","S6OH00163","S",500
"C00873679","H4WA08154","S",496.52
"C90022559","H4NY18117","O",485.69
"C00448696","S2MO00544","S",480.9
"C90018904","P80001571","O",478.89
"C00611202","P80001571","S",474.58
"C00754242","H4NY22085","S",465.49
"C90022294","H8MO01143","S",460
"C00809970","H2CA13131","S",455.07
"C00809970","H2CA20094","S",455.07
"C00890053","H8PA15229","S",454.89
"C00754242","H2CA42205","S",451.4
"C00754242","H4AZ01194","S",449.24
"C00873679","H2WA04124","S",444.25
"C00873679","H2WA05097","S",444.25
"C00873679","H4WA04187","S",444.25
"C00873679","H4WA05176","S",444.25
"C00873679","H4WA05267","S",444.25
"C00890053","H2PA04135","O",439.77
"C00890053","H4PA10104","S",439.77
"C00053553","H4IN06185","O",426.68
"C00809970","H2TX34113","S",422.18
"C00754242","H8NY19223","S",404.41
"C00760801","H4PA13199","S",396.49
"C00448696","S0UT00165","S",391.08
"C00754242","S8NV00156","S",390.52
"C00692319","H2VA02064","O",388.89
"C00692319","H4MT01041","O",388.89
"C00692319","H4OH09169","O",388.89
"C00508440","S4AZ00220","O",387.06
"C00620971","S2NV00308","O",386.1
"C00509893","H2OR05209","S",379.5
"C00341396","H6NV03139","S",369.72
"C00448696","S0AL00230","S",366.5
"C00873679","H4WA06109","S",365.85
"C00504530","H4OH09169","S",350
"C90020363","S4TX00755","",333.33
"C00509893","S2TX00312","S",332.5
"C90021791","H4NC08116","S",327.05
"C90021791","H4NC14023","S",327.05
"C90021791","P00009423","S",327.04
"C00685693","H2PA10124","S",325.17
"C00869321","H4AZ07043","S",300
"C00552851","H6FL01119","S",290
"C00873679","H4WA04104","S",275.51
"C00758003","H4VA05089","S",272.5
"C00827253","S6MT00162","S",270
"C00827253","S6OH00163","S",270
"C00508440","S4WI00256","O",264.1
"C00509893","H2NY17162","S",256.5
"C00754242","S6NV00200","S",255.28
"C00754242","H8NY22177","S",253.38
"C00509893","H2CA13131","S",252.75
"C00341396","P80001571","S",250.01
"C00881896","H4WI04290","O",250
"C00606962","P00004523","S",250
"C00866673","P00009423","O",248.82
"C00509893","H2AZ02360","S",247
"C00509893","H2PA04135","S",247
"C00508440","S6OH00163","S",246.34
"C00509893","H4CO08034","S",246.05
"C00509893","H2CA37023","S",242.25
"C00509893","H2WA03100","S",242.25
"C00509893","H4AZ06045","S",242.25
"C90017492","H4OR05304","S",240
"C00509893","H0MI08141","S",237.5
"C00509893","H2AK01083","S",237.5
"C00509893","H2CA20094","S",237.5
"C00509893","H2IA03119","S",237.5
"C00509893","H2VA07170","S",237.5
"C00509893","H4PA08124","S",237.5
"C00509893","H8PA15195","S",237.5
"C00509893","H0IA02180","S",236.55
"C00509893","H4ME02291","S",236.55
"C00509893","H4NC01137","S",235.67
"C00509893","H2MI07123","S",235.6
"C00509893","S8MI00372","S",234.65
"C00509893","H8NM02156","S",234.17
"C90022559","H2NY19127","O",230.53
"C00873679","H4WA09095","S",223.85
"C00742635","H0IA04145","O",222.74
"C00742635","H4IA04139","S",222.74
"C00508440","H4CA27111","S",220.13
"C00826024","S6PA00274","S",209.63
"C00826024","S0AZ00350","S",209.62
"C00787945","H6OH04082","S",200
"C00509893","H0CA48198","S",193.5
"C00835041","H8NY19223","S",185
"C90022740","S4AZ00139","",182.73
"C00509893","H6CA48245","S",179.25
"C00835041","H8NY22177","S",175
"C00508440","P40011793","O",167.55
"C90011156","H2IL17147","S",166.61
"C00516500","P00009423","S",164
"C00802389","P80001571","O",160
"C00509521","H4VA08224","S",140
"C00509521","H4VA10279","S",140
"C00509521","H8VA11062","S",140
"C00509521","S2VA00142","S",140
"C00742635","H2CO08020","O",135
"C00530766","S4AZ00220","O",134
"C00003590","H2KY03206","S",133.5
"C00003590","S6PA00217","S",132
"C00890053","H2PA17079","S",125.88
"C00508440","H2OH13264","S",125.77
"C00684969","S4FL00611","S",112.51
"C00003590","H2IL13153","S",110
"C00003590","H2IL17147","S",110
"C90018904","S4AZ00220","O",107.7
"C00890053","H2PA17103","S",107.4
"C00003590","H8MI08102","S",88
"C00754242","S4NE00207","S",86.01
"C90018771","P00009423","",85.29
"C00509893","H2TX34113","S",84
"C00508440","H6MN02131","S",57.39
"C00432260","S4WV00332","O",52.17
"C00003590","S2WI00219","S",44
"C00003590","S4AZ00139","S",44
"C00003590","S6MN00267","S",44
"C00487470","S4WV00324","S",33.4
"C00003590","S8NV00156","S",33
"C00678839","H4CA27111","S",31.4
"C00508440","H4TX32089","S",30.4
"C00508440","S4TX00722","S",30.4
"C00742635","H0GA09246","S",24
"C00742635","H2AZ01354","S",24
"C00742635","H2FL14186","S",24
"C00742635","H2WY00166","S",24
"C00742635","H4AZ08108","S",24
"C00742635","H4UT03260","S",24
"C00742635","H8TX21307","S",24
"C00508440","H4CA45170","S",23.35
"C00508440","H4CA47085","S",23.35
"C00003590","H2PA17079","S",22
"C00003590","H2PA17103","S",22
"C00003590","H4PA10104","S",22
"C00003590","H8PA06087","S",22
"C00003590","H8PA15229","S",22
"C00003590","H8TX07140","S",22
"C00003590","H8TX29052","S",22
"C00053553","P80001572","S",21.25
"C00742205","H2PA18200","S",21
"C00508440","H0NY17174","S",20.28
"C00508440","H2NY18103","S",20.28
"C00746107","S4AZ00139","S",20.25
"C00508440","H0GA05301","S",13.18
"C00552851","H4CO04090","S",12.5
"C00481200","H0OH18101","S",8
"C00486845","H2OH09031","S",7.61
"C90011156","H2AK01158","S",3.88
"C00486845","H2MT02092","S",2.83
"C00486845","H4MI08218","S",2.83
"C00620971","H2NV03153","O",2.1
"C00620971","H4NV03167","O",2.1
"C00620971","H4NV04116","O",2.1
"C00620971","H2MI10150","O",1.5
"C00880138","P40020125","S",1
"C00884098","P40020869","S",0
