"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"MCINTOSH|DARIEN","MCINTOSH|DARIEN",1,2742
"MCINTOSH|NORTH DARIEN","MCINTOSH|NORTH DARIEN",1,2508
"MCINTOSH|SAPELO ISLAND","MCINTOSH|SAPELO ISLAND",1,144
"MCINTOSH|SOUTH NEWPORT","MCINTOSH|SOUTH NEWPORT",1,2414
"MCINTOSH|TOWNSEND","MCINTOSH|DARIEN",0.676119,453
"MCINTOSH|TOWNSEND","MCINTOSH|SOUTH NEWPORT",0.323881,217
"MERIWETHER|2ND-WARM SPRINGS","MERIWETHER|2ND-WARM SPRINGS",1,1696
"MERIWETHER|7TH-ODESSADALE","MERIWETHER|7TH-ODESSADALE",1,416
"MERIWETHER|8TH-GREENVILLE","MERIWETHER|8TH-GREENVILLE",1,2702
"MERIWETHER|CHALYBEATE","MERIWETHER|CHALYBEATE",1,626
"MERIWETHER|COVE","MERIWETHER|COVE",1,266
"MERIWETHER|GILL I","MERIWETHER|GILL I",1,2583
"MERIWETHER|GILL II","MERIWETHER|GILL II",1,1332
"MERIWETHER|LONE OAK","MERIWETHER|LONE OAK",1,1653
"MERIWETHER|LOWER 9TH-WOODBURY","MERIWETHER|LOWER 9TH-WOODBURY",1,1761
"MERIWETHER|LUTHERSVILLE","MERIWETHER|LUTHERSVILLE",0.997461,3536
"MERIWETHER|LUTHERSVILLE","COWETA|MORELAND",0.002539,9
"MERIWETHER|MIDDLE 9TH-GAY","MERIWETHER|MIDDLE 9TH-GAY",1,528
"MERIWETHER|RALEIGH","MERIWETHER|RALEIGH",1,663
"MERIWETHER|THIRD-DURAND","MERIWETHER|THIRD-DURAND",1,994
"MERIWETHER|UPPER 9TH -ALVATON","MERIWETHER|UPPER 9TH -ALVATON",1,1857
"MILLER|COLQUITT-MILLER","MILLER|COLQUITT-MILLER",1,6000
"MITCHELL|BACONTON","MITCHELL|BACONTON",1,1611
"MITCHELL|BRANCHVILLE","MITCHELL|BRANCHVILLE",1,889
"MITCHELL|CAMILLA NORTH","MITCHELL|CAMILLA NORTH",1,2922
"MITCHELL|CAMILLA SOUTH","MITCHELL|CAMILLA SOUTH",1,6740
"MITCHELL|COTTON","MITCHELL|COTTON",1,627
"MITCHELL|HINSONTON","MITCHELL|HINSONTON",1,184
"MITCHELL|HOPEFUL","MITCHELL|HOPEFUL",1,459
"MITCHELL|LESTER","MITCHELL|LESTER",1,1899
"MITCHELL|PEBBLE CITY","MITCHELL|PEBBLE CITY",1,229
"MITCHELL|PELHAM","MITCHELL|PELHAM",1,5699
"MITCHELL|SALE CITY","MITCHELL|SALE CITY",1,496
"MONROE|BENTONS","MONROE|BENTONS",0.978602,2927
"MONROE|BENTONS","BIBB|HOWARD 3",0.021398,64
"MONROE|BRANTLEYS","MONROE|BRANTLEYS",1,1366
"MONROE|BURGAYS","MONROE|BURGAYS",1,2596
"MONROE|CABANISS","MONROE|CABANISS",1,1080
"MONROE|COX","MONROE|COX",1,904
"MONROE|CULLODEN","MONROE|CULLODEN",1,603
"MONROE|DILLARDS","MONROE|DILLARDS",1,1359
"MONROE|EVERS","MONROE|EVERS",1,2601
"MONROE|FORSYTH","MONROE|FORSYTH",1,7219
"MONROE|HIGH FALLS","MONROE|HIGH FALLS",1,2557
"MONROE|KELSEYS","MONROE|KELSEYS",1,751
"MONROE|MIDDLEBROOKS","MONROE|MIDDLEBROOKS",1,1690
"MONROE|PROCTORS","MONROE|PROCTORS",1,1675
"MONROE|RUSSELLVILLE","MONROE|RUSSELLVILLE",1,584
"MONTGOMERY|AILEY","MONTGOMERY|MOUNT VERNON PRECINCT",1,785
"MONTGOMERY|ALSTON","MONTGOMERY|UVALDA PRECINCT",1,691
"MONTGOMERY|HIGGSTON","MONTGOMERY|HIGGSTON PRECINCT",1,2004
"MONTGOMERY|KIBBEE","MONTGOMERY|HIGGSTON PRECINCT",1,634
"MONTGOMERY|MOUNT VERNON","MONTGOMERY|MOUNT VERNON PRECINCT",1,2646
"MONTGOMERY|TARRYTOWN","MONTGOMERY|MOUNT VERNON PRECINCT",0.763265,374
"MONTGOMERY|TARRYTOWN","MONTGOMERY|HIGGSTON PRECINCT",0.236735,116
"MONTGOMERY|UVALDA","MONTGOMERY|UVALDA PRECINCT",1,1360
"MORGAN|1. NORTHEAST MORGAN","MORGAN|1. REC DEPT",0.828407,3307
"MORGAN|1. NORTHEAST MORGAN","MORGAN|5.  BUCKHEAD",0.093687,374
"MORGAN|1. NORTHEAST MORGAN","MORGAN|3.  GIBBS",0.069138,276
"MORGAN|1. NORTHEAST MORGAN","MORGAN|4. DFACS",0.008768,35
"MORGAN|2. EAST MORGAN","MORGAN|5.  BUCKHEAD",1,3009
"MORGAN|3. BETH/SPRINGFIELD","MORGAN|5.  BUCKHEAD",0.609132,667
"MORGAN|3. BETH/SPRINGFIELD","MORGAN|4. DFACS",0.390868,428
"MORGAN|4. CENTRAL MORGAN","MORGAN|4. DFACS",0.642435,2607
"MORGAN|4. CENTRAL MORGAN","MORGAN|1. REC DEPT",0.171513,696
"MORGAN|4. CENTRAL MORGAN","MORGAN|2. CENTENNIAL",0.134549,546
"MORGAN|4. CENTRAL MORGAN","MORGAN|3.  GIBBS",0.051503,209
"MORGAN|5. CLACKS CHAPEL","MORGAN|4. DFACS",1,942
"MORGAN|6. WEST MORGAN","MORGAN|2. CENTENNIAL",1,3434
"MORGAN|7. NORTH MORGAN","MORGAN|3.  GIBBS",1,3567
"MURRAY|CARTERS-DOOLITTLE","MURRAY|CARTERS-DOOLITTLE",1,3445
"MURRAY|MCDONALD","MURRAY|MCDONALD",1,4768
"MURRAY|NORTH","MURRAY|NORTH",1,3407
"MURRAY|SHUCK PEN","MURRAY|SHUCK PEN",1,5439
"MURRAY|SOUTHWEST","MURRAY|SOUTHWEST",1,6097
"MURRAY|SPRING PLACE","MURRAY|SPRING PLACE",1,6753
"MURRAY|TOWN","MURRAY|TOWN",1,10064
"MUSCOGEE|BRITT DAVID","MUSCOGEE|BRITT DAVID",1,4293
"MUSCOGEE|CANAAN","MUSCOGEE|CANAAN",1,12244
"MUSCOGEE|CARVER/MACK","MUSCOGEE|COLUMBUS PUBLIC LIBRARY",1,6145
"MUSCOGEE|COLUMBUS TECH","MUSCOGEE|COLUMBUS TECH",1,9147
"MUSCOGEE|CORNERSTONE","MUSCOGEE|CHATTAHOOCHEE",1,10451
"MUSCOGEE|CUSSETA RD","MUSCOGEE|CUSSETA RD",1,10401
"MUSCOGEE|EDGEWOOD BAPTIST","MUSCOGEE|EDGEWOOD BAPTIST",1,4868
"MUSCOGEE|EPWORTH UMC","MUSCOGEE|EPWORTH UMC",1,7923
"MUSCOGEE|FAITH TABERNACLE","MUSCOGEE|FAITH TABERNACLE",1,6052
"MUSCOGEE|FIRST AFRICAN","MUSCOGEE|FIRST AFRICAN",1,3446
"MUSCOGEE|GENTIAN/REESE @LDS","MUSCOGEE|CUNNINGHAM CENTER-GENTIAN",1,9501
"MUSCOGEE|HOLSEY/BUENA VISTA","MUSCOGEE|GATEWAY",1,11470
"MUSCOGEE|MARIANNA GALLOPS","MUSCOGEE|MARIANNA GALLOPS",1,5226
"MUSCOGEE|MOON/MORNINGSIDE","MUSCOGEE|MOON",1,9114
"MUSCOGEE|MT PILGRIM","MUSCOGEE|NEW MT PILGRIM",1,8330
"MUSCOGEE|OUR LADY OF LOURDES","MUSCOGEE|OUR LADY OF LOURDES",1,13744
"MUSCOGEE|PSALMOND/MATHEWS","MUSCOGEE|PSALMOND",1,10144
"MUSCOGEE|SALVATION ARMY","MUSCOGEE|SALVATION ARMY",1,4828
"MUSCOGEE|ST ANDREWS/MIDLAND","MUSCOGEE|ST ANDREWS",1,11481
"MUSCOGEE|ST JOHN/BELVEDERE","MUSCOGEE|ST JOHN/SHIRLEY WINSTON",1,8479
"MUSCOGEE|ST MARK/HEIFERHORN","MUSCOGEE|CENTRAL BAPTIST",1,8511
"MUSCOGEE|ST PAUL/CLUBVIEW","MUSCOGEE|ST PAUL",1,8040
"MUSCOGEE|ST. PETER","MUSCOGEE|ST. PETER",1,4816
"MUSCOGEE|WYNNBROOK","MUSCOGEE|WYNNBROOK",1,3679
"MUSCOGEE|WYNNTON/BRITT","MUSCOGEE|INC COLUMBUS/WYNNTON",1,7397
"NA|NA","NA|NA",0.893795,14231
"NA|NA","FULTON|CP07A",0.096093,1530
"NA|NA","CHATTAHOOCHEE|ACTIVITY CENTER",0.001696,27
"NA|NA","FULTON|RW11B",0.001696,27
"NA|NA","FULTON|01I",0.00157,25
"NA|NA","FULTON|UC035",0.001507,24
"NA|NA","FULTON|SS29B",0.001193,19
"NA|NA","FULTON|CH01B",0.001005,16
"NA|NA","FULTON|03P1B",0.000565,9
"NA|NA","FULTON|CP06B",0.000565,9
"NA|NA","FULTON|CP052",0.000314,5
"NEWTON|ALCOVY","NEWTON|04-ALCOVY",0.930901,6251
"NEWTON|ALCOVY","NEWTON|17-OXFORD",0.069099,464
"NEWTON|ALMON","NEWTON|03-ALMON",0.801373,5253
"NEWTON|ALMON","NEWTON|23-FAIRVIEW",0.188101,1233
"NEWTON|ALMON","NEWTON|20-STANSELLS",0.010526,69
"NEWTON|BEAVERDAM","NEWTON|13-BEAVERDAM",0.650309,4731
"NEWTON|BEAVERDAM","NEWTON|02TOWN",0.277388,2018
"NEWTON|BEAVERDAM","NEWTON|24-CROWELL",0.072302,526
"NEWTON|BREWERS","NEWTON|06-BREWERS",0.77233,3891
"NEWTON|BREWERS","NEWTON|14-LEGUINN",0.22767,1147
"NEWTON|BRICK STORE","NEWTON|07-BRICK STORE",1,3458
"NEWTON|BUCK CREEK","NEWTON|19-BUCK CREEK",1,6670
"NEWTON|CEDAR SHOALS","NEWTON|20-STANSELLS",0.902514,4416
"NEWTON|CEDAR SHOALS","NEWTON|13-BEAVERDAM",0.097486,477
"NEWTON|CITY POND","NEWTON|17-OXFORD",1,3084
"NEWTON|COVINGTON MILLS","NEWTON|05-COV MILLS",0.769231,3410
"NEWTON|COVINGTON MILLS","NEWTON|09-LIVINGSTON",0.230769,1023
"NEWTON|CROWELL","NEWTON|20-STANSELLS",0.491701,3555
"NEWTON|CROWELL","NEWTON|24-CROWELL",0.42296,3058
"NEWTON|CROWELL","NEWTON|13-BEAVERDAM",0.085339,617
"NEWTON|DOWNS","NEWTON|10-DOWNS",0.786684,6782
"NEWTON|DOWNS","NEWTON|18-ROCKY PLAINS",0.213316,1839
"NEWTON|FAIRVIEW","NEWTON|24-CROWELL",0.800884,3443
"NEWTON|FAIRVIEW","NEWTON|23-FAIRVIEW",0.199116,856
"NEWTON|GUM CREEK","NEWTON|12-GUM CREEK",1,5230
"NEWTON|HUB","NEWTON|25-HUB",1,3088
"NEWTON|LEGUINN","NEWTON|14-LEGUINN",1,2971
"NEWTON|LIVINGSTON","NEWTON|09-LIVINGSTON",1,6337
"NEWTON|MANSFIELD","NEWTON|15-MANSFIELD",1,2102
"NEWTON|NEWBORN","NEWTON|15-MANSFIELD",1,1207
"NEWTON|OXFORD","NEWTON|17-OXFORD",1,4041
"NEWTON|ROCKY PLAINS","NEWTON|18-ROCKY PLAINS",0.870466,4536
"NEWTON|ROCKY PLAINS","NEWTON|06-BREWERS",0.129534,675
"NEWTON|STANSELLS","NEWTON|02TOWN",0.75309,5484
"NEWTON|STANSELLS","NEWTON|13-BEAVERDAM",0.24691,1798
"NEWTON|TOWN","NEWTON|05-COV MILLS",0.752336,5073
"NEWTON|TOWN","NEWTON|20-STANSELLS",0.152751,1030
"NEWTON|TOWN","NEWTON|12-GUM CREEK",0.094913,640
"OCONEE|ANTIOCH","OCONEE|COLHAM FERRY",1,1801
"OCONEE|BISHOP","OCONEE|BISHOP",1,2903
"OCONEE|BOGART","OCONEE|BOGART",1,3429
"OCONEE|CITY HALL","OCONEE|CITY HALL",1,5183
"OCONEE|CIVIC CENTER","OCONEE|CIVIC CENTER",1,5884
"OCONEE|COLHAM FERRY","OCONEE|COLHAM FERRY",1,2406
"OCONEE|DARK CORNER","OCONEE|DARK CORNER",1,5074
"OCONEE|EAST OCONEE","OCONEE|CIVIC CENTER",1,4114
"OCONEE|FARMINGTON","OCONEE|BISHOP",1,946
"OCONEE|HIGH SHOALS","OCONEE|NORTH OCONEE",1,2477
"OCONEE|MARSWOOD HALL","OCONEE|MARSWOOD HALL",1,5721
"OCONEE|NORTH OCONEE","OCONEE|NORTH OCONEE",1,1861
"OGLETHORPE|BEAVERDAM","OGLETHORPE|BEAVERDAM",1,4784
"OGLETHORPE|CRAWFORD","OGLETHORPE|CRAWFORD",1,4254
"OGLETHORPE|LEXINGTON","OGLETHORPE|LEXINGTON",1,5787
"PAULDING|BEULAHLAND BAPTIST CHURCH","PAULDING|CARL SCOGGINS MIDDLE SCHOOL",1,3452
"PAULDING|BURNT HICKORY PARK","PAULDING|BURNT HICKORY PARK",0.509934,4620
"PAULDING|BURNT HICKORY PARK","PAULDING|ACTIVATION CHURCH",0.343157,3109
"PAULDING|BURNT HICKORY PARK","PAULDING|HIGH SHOALS BAPTIST CHURCH",0.126711,1148
"PAULDING|BURNT HICKORY PARK","PAULDING|PAULDING COUNTY AIRPORT",0.017219,156
"PAULDING|BURNT HICKORY PARK","PAULDING|WATSON GOVERNMENT COMPLEX",0.00298,27
"PAULDING|CROSSROADS LIBRARY","PAULDING|CROSSROADS LIBRARY",0.793664,3958
"PAULDING|CROSSROADS LIBRARY","PAULDING|RUSSOM ELEMENTARY SCHOOL",0.206336,1029
"PAULDING|DIANNE WRIGHT INNOVATION CENTER","PAULDING|SOUTH PAULDING MIDDLE SCHOOL",0.625239,6535
"PAULDING|DIANNE WRIGHT INNOVATION CENTER","PAULDING|DIANNE WRIGHT INNOVATION CENTER",0.374761,3917
"PAULDING|DOBBINS MIDDLE SCHOOL","PAULDING|DOBBINS MIDDLE SCHOOL",1,11244
"PAULDING|LEGACY BAPTIST CHURCH","PAULDING|LEGACY BAPTIST CHURCH",0.81546,5338
"PAULDING|LEGACY BAPTIST CHURCH","PAULDING|TABERNACLE BAPTIST CHURCH",0.18454,1208
"PAULDING|MULBERRY ROCK PARK","PAULDING|CARL SCOGGINS MIDDLE SCHOOL",0.796871,6775
"PAULDING|MULBERRY ROCK PARK","PAULDING|SOUTH PAULDING MIDDLE SCHOOL",0.203129,1727
"PAULDING|NEBO ELEMENTARY SCHOOL","PAULDING|WHITE OAK PARK",0.467848,6548
"PAULDING|NEBO ELEMENTARY SCHOOL","PAULDING|SOUTH PAULDING MIDDLE SCHOOL",0.372964,5220
"PAULDING|NEBO ELEMENTARY SCHOOL","PAULDING|DIANNE WRIGHT INNOVATION CENTER",0.159188,2228
"PAULDING|PAULDING COUNTY AIRPORT","PAULDING|YORKVILLE BAPTIST CHURCH",0.948816,5932
"PAULDING|PAULDING COUNTY AIRPORT","PAULDING|PAULDING COUNTY AIRPORT",0.051184,320
"PAULDING|PAULDING SENIOR CENTER","PAULDING|PAULDING SENIOR CENTER",0.912094,9276
"PAULDING|PAULDING SENIOR CENTER","PAULDING|SHELTON ELEMENTARY SCHOOL",0.087906,894
"PAULDING|PICKETTS MILL BAPTIST CHURCH","PAULDING|RUSSOM ELEMENTARY SCHOOL",0.655754,2564
"PAULDING|PICKETTS MILL BAPTIST CHURCH","PAULDING|EAST PAULDING MIDDLE SCHOOL",0.344246,1346
"PAULDING|POPLAR SPRINGS BAPTIST CHURCH","PAULDING|POPLAR SPRINGS BAPTIST CHURCH",0.820854,5920
"PAULDING|POPLAR SPRINGS BAPTIST CHURCH","PAULDING|THE EVENT'S PLACE",0.179146,1292
"PAULDING|RUSSOM ELEMENTARY SCHOOL","PAULDING|RUSSOM ELEMENTARY SCHOOL",0.639586,7109
"PAULDING|RUSSOM ELEMENTARY SCHOOL","PAULDING|CROSSROADS LIBRARY",0.20135,2238
"PAULDING|RUSSOM ELEMENTARY SCHOOL","PAULDING|SHELTON ELEMENTARY SCHOOL",0.159064,1768
"PAULDING|SHELTON ELEMENTARY SCHOOL","PAULDING|SHELTON ELEMENTARY SCHOOL",0.822237,6323
"PAULDING|SHELTON ELEMENTARY SCHOOL","PAULDING|PAULDING SENIOR CENTER",0.177763,1367
"PAULDING|TAYLOR FARM PARK MEETING ROOM","PAULDING|TAYLOR FARM PARK",0.730304,2957
"PAULDING|TAYLOR FARM PARK MEETING ROOM","PAULDING|DIANNE WRIGHT INNOVATION CENTER",0.269696,1092
"PAULDING|THE EVENTS PLACE","PAULDING|TABERNACLE BAPTIST CHURCH",0.689384,5260
"PAULDING|THE EVENTS PLACE","PAULDING|THE EVENT'S PLACE",0.310616,2370
"PAULDING|WATSON GOVT COMPLEX","PAULDING|WATSON GOVERNMENT COMPLEX",0.601713,10539
"PAULDING|WATSON GOVT COMPLEX","PAULDING|LEGACY BAPTIST CHURCH",0.147074,2576
"PAULDING|WATSON GOVT COMPLEX","PAULDING|PAULDING SENIOR CENTER",0.143249,2509
"PAULDING|WATSON GOVT COMPLEX","PAULDING|PAULDING COUNTY AIRPORT",0.040765,714
"PAULDING|WATSON GOVT COMPLEX","PAULDING|CARL SCOGGINS MIDDLE SCHOOL",0.03654,640
"PAULDING|WATSON GOVT COMPLEX","PAULDING|WHITE OAK PARK",0.030659,537
"PAULDING|WEST RIDGE CHURCH","PAULDING|EAST PAULDING MIDDLE SCHOOL",0.673878,10840
"PAULDING|WEST RIDGE CHURCH","PAULDING|TABERNACLE BAPTIST CHURCH",0.326122,5246
"PAULDING|WHITE OAK PARK","PAULDING|WHITE OAK PARK",0.909701,7999
"PAULDING|WHITE OAK PARK","PAULDING|POPLAR SPRINGS BAPTIST CHURCH",0.090299,794
"PEACH|BYRON #1","PEACH|BYRON #1",1,3635
"PEACH|BYRON #2","PEACH|BYRON #2",1,7330
"PEACH|CLAUDE","PEACH|CLAUDE",1,1262
"PEACH|FORT VALLEY #1","PEACH|FORT VALLEY #1",1,4220
"PEACH|FORT VALLEY #2","PEACH|FORT VALLEY #2",1,4633
"PEACH|FORT VALLEY #3","PEACH|FORT VALLEY #3",1,5035
"PEACH|POWERSVILLE","PEACH|POWERSVILLE",1,1866
"PICKENS|APPALACHIAN","PICKENS|APPALACHIAN",1,3034
"PICKENS|HILL","PICKENS|HILL CITY",1,2458
"PICKENS|HINTON","PICKENS|HINTON",1,1251
"PICKENS|JASPER","PICKENS|JASPER",1,3198
"PICKENS|JERUSALEM","PICKENS|JERUSALEM",1,1725
"PICKENS|LUDVILLE","PICKENS|LUDVILLE",1,1037
"PICKENS|NELSON","PICKENS|NELSON",1,2057
"PICKENS|REFUGE","PICKENS|REFUGE",1,4288
"PICKENS|SHARPTOP","PICKENS|SHARPTOP",1,3142
"PICKENS|TALKING ROCK","PICKENS|TALKING ROCK",1,2355
"PICKENS|TATE","PICKENS|TATE",1,3796
"PICKENS|YELLOW CREEK","PICKENS|YELLOW CREEK",1,4875
"PIERCE|ALABAHA","PIERCE|ALABAHA",1,1475
"PIERCE|BLACKSHEAR","PIERCE|BLACKSHEAR",0.753459,3866
"PIERCE|BLACKSHEAR","PIERCE|ST JOHNS/BLACKSHEAR",0.16488,846
"PIERCE|BLACKSHEAR","PIERCE|ALABAHA",0.08166,419
"PIERCE|HACKLEBARNEY/CASON","PIERCE|HACKLEBARNEY/CASON",0.930448,4923
"PIERCE|HACKLEBARNEY/CASON","PIERCE|SUNSET/SWEAT",0.066906,354
"PIERCE|HACKLEBARNEY/CASON","PIERCE|ALABAHA",0.002646,14
"PIERCE|MERSHON","PIERCE|MERSHON",1,631
"PIERCE|OTTER CREEK","PIERCE|OTTER CREEK",1,2177
"PIERCE|PATTERSON","PIERCE|PATTERSON",0.787175,1694
"PIERCE|PATTERSON","PIERCE|OTTER CREEK",0.212825,458
"PIERCE|ST JOHNS/BLACKSHEAR","PIERCE|ST JOHNS/BLACKSHEAR",0.581981,1434
"PIERCE|ST JOHNS/BLACKSHEAR","PIERCE|BLACKSHEAR",0.418019,1030
"PIERCE|SUNSET/SWEAT","PIERCE|SUNSET/SWEAT",1,395
"PIKE|CONCORD","PIKE|CONCORD",1,1883
"PIKE|HOLLONVILLE","PIKE|HOLLONVILLE",1,2337
"PIKE|LIFSEY SPRINGS","PIKE|LIFSEY SPRINGS",1,1516
"PIKE|MEANSVILLE","PIKE|MEANSVILLE",1,1827
"PIKE|MOLENA","PIKE|MOLENA",1,2098
"PIKE|SECOND DISTRICT","PIKE|SECOND DISTRICT",1,3455
"PIKE|WILLIAMSON","PIKE|WILLIAMSON",1,2325
"PIKE|ZEBULON","PIKE|ZEBULON",1,3448
"POLK|ARAGON","POLK|ARAGON",1,5224
"POLK|BLOOMING GROVE","POLK|BLOOMING GROVE",1,2729
"POLK|CEDARTOWN","POLK|CEDARTOWN",1,14004
"POLK|FISH CREEK","POLK|FISH CREEK",1,4006
"POLK|LAKE CREEK","POLK|LAKE CREEK",0.988514,4131
"POLK|LAKE CREEK","POLK|CEDARTOWN",0.011486,48
"POLK|ROCKMART","POLK|ROCKMART",1,9474
"POLK|YOUNGS GROVE","POLK|YOUNGS GROVE",1,3237
"PULASKI|COURTHOUSE ANNEX","PULASKI|COURTHOUSE ANNEX",1,9855
"PUTNAM|101","PUTNAM|101",1,5203
"PUTNAM|104","PUTNAM|104",1,5279
"PUTNAM|105","PUTNAM|105",1,4443
"PUTNAM|106","PUTNAM|106",1,1734
"PUTNAM|107","PUTNAM|107",1,5388
"QUITMAN|GEORGETOWN","QUITMAN|GEORGETOWN",1,2112
"QUITMAN|MORRIS","QUITMAN|MORRIS",1,123
"RABUN|RABUN COUNTY","RABUN|RABUN COUNTY",1,16883
"RANDOLPH|BENEVOLENCE","RANDOLPH|BENEVOLENCE",1,395
"RANDOLPH|COLEMAN","RANDOLPH|COLEMAN",1,327
"RANDOLPH|CUTHBERT","RANDOLPH|CUTHBERT",1,641
"RANDOLPH|CUTHBERT/COURTHOUSE","RANDOLPH|CUTHBERT/COURTHOUSE",1,3495
"RANDOLPH|SHELLMAN","RANDOLPH|SHELLMAN",1,1177
"RANDOLPH|SPRINGVALE","RANDOLPH|SPRINGVALE",1,390
"RICHMOND|101","RICHMOND|101",1,1211
"RICHMOND|102","RICHMOND|102",1,1954
"RICHMOND|103","RICHMOND|103",1,2265
"RICHMOND|104","RICHMOND|104",1,4439
"RICHMOND|105","RICHMOND|105",1,1518
"RICHMOND|106","RICHMOND|106",1,1756
"RICHMOND|107","RICHMOND|107",1,2414
"RICHMOND|108","RICHMOND|108",1,608
"RICHMOND|109","RICHMOND|112",0.518478,954
"RICHMOND|109","RICHMOND|109",0.481522,886
"RICHMOND|111","RICHMOND|111",1,2622
"RICHMOND|112","RICHMOND|112",1,1568
"RICHMOND|114","RICHMOND|602",1,1217
"RICHMOND|115","RICHMOND|115",1,1107
"RICHMOND|201","RICHMOND|110",1,2240
"RICHMOND|202","RICHMOND|202",1,7240
"RICHMOND|203","RICHMOND|203",1,1303
"RICHMOND|204","RICHMOND|204",1,2327
"RICHMOND|207","RICHMOND|207",1,3864
"RICHMOND|208","RICHMOND|208",1,4153
"RICHMOND|210","RICHMOND|210",1,2745
"RICHMOND|301","RICHMOND|301",0.72543,2362
"RICHMOND|301","RICHMOND|304",0.27457,894
"RICHMOND|302","RICHMOND|302",1,2099
"RICHMOND|303","RICHMOND|303",1,1774
"RICHMOND|304","RICHMOND|101",1,446
"RICHMOND|305","RICHMOND|704",1,513
"RICHMOND|306","RICHMOND|306",1,6643
"RICHMOND|307","RICHMOND|307",1,2307
"RICHMOND|308","RICHMOND|308",1,1114
"RICHMOND|309","RICHMOND|506",1,4472
"RICHMOND|310","RICHMOND|310",1,8692
"RICHMOND|401","RICHMOND|607",1,2659
"RICHMOND|402","RICHMOND|402",1,9711
"RICHMOND|404","RICHMOND|606",1,2638
"RICHMOND|405","RICHMOND|405",0.984538,5476
"RICHMOND|405","RICHMOND|406",0.015462,86
"RICHMOND|406","RICHMOND|406",1,4131
"RICHMOND|501","RICHMOND|501",1,4931
"RICHMOND|502","RICHMOND|502",0.637884,3738
"RICHMOND|502","RICHMOND|401",0.362116,2122
"RICHMOND|503","RICHMOND|503",0.562554,3260
"RICHMOND|503","RICHMOND|505",0.437446,2535
"RICHMOND|504","RICHMOND|201",1,4294
"RICHMOND|506","RICHMOND|605",1,730
"RICHMOND|507","RICHMOND|507",1,1683
"RICHMOND|509","RICHMOND|403",1,2946
"RICHMOND|601","RICHMOND|601",1,6728
"RICHMOND|603","RICHMOND|504",1,5079
"RICHMOND|604","RICHMOND|604",1,2868
"RICHMOND|605","RICHMOND|605",1,6460
"RICHMOND|607","RICHMOND|607",1,2270
"RICHMOND|608","RICHMOND|806",0.822156,1655
"RICHMOND|608","RICHMOND|608",0.177844,358
"RICHMOND|701","RICHMOND|701",1,2943
"RICHMOND|702","RICHMOND|702",0.774007,2007
"RICHMOND|702","RICHMOND|708",0.225993,586
"RICHMOND|703","RICHMOND|703",0.84081,6148
"RICHMOND|703","RICHMOND|709",0.15919,1164
"RICHMOND|705","RICHMOND|705",1,3054
"RICHMOND|706","RICHMOND|706",1,4472
"RICHMOND|707","RICHMOND|707",1,3675
"RICHMOND|708","RICHMOND|706",1,530
"RICHMOND|709","RICHMOND|707",1,837
"RICHMOND|801","RICHMOND|811",0.67842,481
"RICHMOND|801","RICHMOND|801",0.32158,228
"RICHMOND|801B","RICHMOND|801B",1,696
"RICHMOND|802","RICHMOND|802",1,4853
"RICHMOND|803","RICHMOND|803",1,2413
"RICHMOND|804","RICHMOND|804",0.992,2852
"RICHMOND|804","RICHMOND|804H",0.008,23
"RICHMOND|804H","RICHMOND|804H",1,3807
"RICHMOND|805","RICHMOND|805",1,1085
"RICHMOND|806","RICHMOND|806",1,1556
"RICHMOND|807","RICHMOND|807",0.992155,2403
"RICHMOND|807","RICHMOND|803",0.007845,19
"RICHMOND|808","RICHMOND|808",1,3082
"RICHMOND|809","RICHMOND|405",1,1093
"RICHMOND|810","RICHMOND|810",1,535
"ROCKDALE|BA","ROCKDALE|BA",1,6037
"ROCKDALE|BT","ROCKDALE|BT",1,5402
"ROCKDALE|CO","ROCKDALE|CO",0.924933,5865
"ROCKDALE|CO","ROCKDALE|LA",0.075067,476
"ROCKDALE|FI","ROCKDALE|FI",1,9217
"ROCKDALE|FS","ROCKDALE|FS",1,5136
"ROCKDALE|HC","ROCKDALE|HC",1,3121
"ROCKDALE|HI","ROCKDALE|HI",1,4936
"ROCKDALE|LA","ROCKDALE|LA",1,4818
"ROCKDALE|LO","ROCKDALE|LO",1,4781
"ROCKDALE|MA","ROCKDALE|MA",1,4418
"ROCKDALE|MI","ROCKDALE|MI",1,6431
"ROCKDALE|OT","ROCKDALE|OT",0.993894,10905
"ROCKDALE|OT","ROCKDALE|RO",0.004648,51
"ROCKDALE|OT","ROCKDALE|MI",0.001185,13
"ROCKDALE|OT","ROCKDALE|SM",0.000273,3
"ROCKDALE|RO","ROCKDALE|RO",0.996028,6269
"ROCKDALE|RO","ROCKDALE|SM",0.003972,25
"ROCKDALE|SM","ROCKDALE|SM",1,5186
"ROCKDALE|SP","ROCKDALE|SP",1,6241
"ROCKDALE|ST","ROCKDALE|ST",1,4239
"SCHLEY|PRECINCT ONE","SCHLEY|PRECINCT ONE",1,4547
"SCREVEN|BAY BRANCH","SCREVEN|BAY BRANCH FIRE STATION 9",0.899324,1331
"SCREVEN|BAY BRANCH","SCREVEN|HILTONIA TOWN HALL",0.075676,112
"SCREVEN|BAY BRANCH","SCREVEN|CAIL COMMUNITY CENTER",0.025,37
"SCREVEN|COOPERVILLE FIRE STATION","SCREVEN|JENK HILL FIRE STATION 2",0.756184,214
