"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"COBB|MARIETTA 5B","COBB|MARIETTA 5B",1,4761
"COBB|MARIETTA 6A","COBB|MARIETTA 6A",1,4474
"COBB|MARIETTA 6B","COBB|MARIETTA 6B",1,3741
"COBB|MARIETTA 7A","COBB|MARIETTA 7A",0.999422,6911
"COBB|MARIETTA 7A","COBB|POWERS FERRY 01",0.000578,4
"COBB|MARS HILL 01","COBB|MARS HILL 01",0.951115,4903
"COBB|MARS HILL 01","COBB|ACWORTH 1A",0.043647,225
"COBB|MARS HILL 01","COBB|ACWORTH 1B",0.005238,27
"COBB|MARS HILL 02","COBB|MARS HILL 02",0.98217,3911
"COBB|MARS HILL 02","COBB|KENNESAW 2A",0.01783,71
"COBB|MCCLESKEY 01","COBB|MCCLESKEY 01",1,2241
"COBB|MCCLURE 01","COBB|MCCLURE 01",0.992804,4001
"COBB|MCCLURE 01","COBB|HAYES 01",0.007196,29
"COBB|MCEACHERN 01","COBB|MCEACHERN 01",0.992117,4531
"COBB|MCEACHERN 01","COBB|POWDER SPRINGS 1A",0.007883,36
"COBB|MT BETHEL 01","COBB|MT BETHEL 01",1,5286
"COBB|MT BETHEL 03","COBB|MT BETHEL 03",1,4590
"COBB|MT BETHEL 04","COBB|MT BETHEL 04",1,3778
"COBB|MURDOCK 01","COBB|MURDOCK 01",1,5308
"COBB|NICHOLSON 01","COBB|NICHOLSON 01",1,3247
"COBB|NICKAJACK 01","COBB|NICKAJACK 01",0.989821,6126
"COBB|NICKAJACK 01","COBB|SMYRNA 7A",0.010179,63
"COBB|NORTH COBB 01","COBB|NORTH COBB 01",0.925099,3026
"COBB|NORTH COBB 01","COBB|ACWORTH 1A",0.028737,94
"COBB|NORTH COBB 01","COBB|ACWORTH 1B",0.025069,82
"COBB|NORTH COBB 01","COBB|ACWORTH 1C",0.015592,51
"COBB|NORTH COBB 01","COBB|KENNESAW 4A",0.005503,18
"COBB|NORTON PARK 01","COBB|NORTON PARK 01",0.96842,7513
"COBB|NORTON PARK 01","COBB|SMYRNA 4A",0.021011,163
"COBB|NORTON PARK 01","COBB|SMYRNA 5A",0.003609,28
"COBB|NORTON PARK 01","COBB|SMYRNA 3B",0.003351,26
"COBB|NORTON PARK 01","COBB|MABLETON 6B",0.001933,15
"COBB|NORTON PARK 01","COBB|MABLETON 4A",0.001676,13
"COBB|OAKDALE 01","COBB|OAKDALE 01",0.988787,4409
"COBB|OAKDALE 01","COBB|SMYRNA 7A",0.005382,24
"COBB|OAKDALE 01","COBB|SMYRNA 6A",0.003588,16
"COBB|OAKDALE 01","COBB|SMYRNA 4A",0.002243,10
"COBB|OREGON 01","COBB|OREGON 01",1,1974
"COBB|OREGON 02","COBB|OREGON 02",0.860766,7196
"COBB|OREGON 02","COBB|MABLETON 6A",0.139234,1164
"COBB|OREGON 03","COBB|OREGON 03",1,12988
"COBB|OREGON 04","COBB|OREGON 04",1,6498
"COBB|OREGON 05","COBB|OREGON 05",1,4905
"COBB|PALMER 01","COBB|PALMER 01",1,3685
"COBB|PEBBLEBROOK 01","COBB|MABLETON 1A",0.600121,4966
"COBB|PEBBLEBROOK 01","COBB|MABLETON 3A",0.399879,3309
"COBB|PINE MOUNTAIN 01","COBB|PINE MOUNTAIN 01",0.994159,4425
"COBB|PINE MOUNTAIN 01","COBB|KENNESAW 2A",0.005841,26
"COBB|PINE MOUNTAIN 02","COBB|PINE MOUNTAIN 02",0.992539,3858
"COBB|PINE MOUNTAIN 02","COBB|KENNESAW 3A",0.003859,15
"COBB|PINE MOUNTAIN 02","COBB|MARIETTA 4C",0.003602,14
"COBB|PITNER 01","COBB|PITNER 01",1,3640
"COBB|POPE 01","COBB|POPE 01",1,4064
"COBB|POST OAK 01","COBB|POST OAK 01",1,4662
"COBB|POWDER SPRINGS 1A","COBB|POWDER SPRINGS 1A",1,6406
"COBB|POWDER SPRINGS 2A","COBB|POWDER SPRINGS 2A",1,5002
"COBB|POWDER SPRINGS 3A","COBB|POWDER SPRINGS 3A",0.99707,5444
"COBB|POWDER SPRINGS 3A","COBB|MCEACHERN 01",0.00293,16
"COBB|POWERS FERRY 01","COBB|POWERS FERRY 01",0.985462,5423
"COBB|POWERS FERRY 01","COBB|MARIETTA 6A",0.014538,80
"COBB|RIVERSIDE 01","COBB|MABLETON 2A",1,3772
"COBB|ROCKY MOUNT 01","COBB|ROCKY MOUNT 01",1,4543
"COBB|ROSWELL 01","COBB|ROSWELL 01",1,6832
"COBB|ROSWELL 02","COBB|ROSWELL 02",1,4827
"COBB|SANDY PLAINS 01","COBB|SANDY PLAINS 01",1,3937
"COBB|SEWELL MILL 01","COBB|SEWELL MILL 01",1,4922
"COBB|SEWELL MILL 03","COBB|SEWELL MILL 03",1,6937
"COBB|SHALLOWFORD FALLS 01","COBB|SHALLOWFORD FALLS 01",1,4228
"COBB|SIMPSON 01","COBB|SIMPSON 01",1,2468
"COBB|SMYRNA 1A","COBB|SMYRNA 1A",0.931732,6633
"COBB|SMYRNA 1A","COBB|DOBBINS 02",0.068268,486
"COBB|SMYRNA 2A","COBB|SMYRNA 2A",0.90814,6772
"COBB|SMYRNA 2A","COBB|SMYRNA 1A",0.09186,685
"COBB|SMYRNA 3A","COBB|SMYRNA 3A",0.606624,3718
"COBB|SMYRNA 3A","COBB|SMYRNA 2A",0.258443,1584
"COBB|SMYRNA 3A","COBB|SMYRNA 5A",0.129711,795
"COBB|SMYRNA 3A","COBB|DOBBINS 01",0.002937,18
"COBB|SMYRNA 3A","COBB|DOBBINS 02",0.002284,14
"COBB|SMYRNA 3B","COBB|SMYRNA 3B",0.855794,2991
"COBB|SMYRNA 3B","COBB|SMYRNA 4A",0.084406,295
"COBB|SMYRNA 3B","COBB|SMYRNA 5A",0.0598,209
"COBB|SMYRNA 4A","COBB|SMYRNA 4A",0.761612,6313
"COBB|SMYRNA 4A","COBB|SMYRNA 6A",0.132465,1098
"COBB|SMYRNA 4A","COBB|SMYRNA 3B",0.094945,787
"COBB|SMYRNA 4A","COBB|OAKDALE 01",0.009289,77
"COBB|SMYRNA 4A","COBB|NORTON PARK 01",0.001689,14
"COBB|SMYRNA 5A","COBB|SMYRNA 5A",0.98263,6958
"COBB|SMYRNA 5A","COBB|NORTON PARK 01",0.011722,83
"COBB|SMYRNA 5A","COBB|FAIR OAKS 04",0.005649,40
"COBB|SMYRNA 6A","COBB|SMYRNA 6A",0.905735,7360
"COBB|SMYRNA 6A","COBB|SMYRNA 1A",0.087989,715
"COBB|SMYRNA 6A","COBB|OAKDALE 01",0.006276,51
"COBB|SMYRNA 7A","COBB|SMYRNA 7A",0.814769,6642
"COBB|SMYRNA 7A","COBB|SMYRNA 4A",0.173945,1418
"COBB|SMYRNA 7A","COBB|OAKDALE 01",0.009078,74
"COBB|SMYRNA 7A","COBB|MABLETON 4C",0.001595,13
"COBB|SMYRNA 7A","COBB|NICKAJACK 01",0.000613,5
"COBB|SOPE CREEK 01","COBB|SOPE CREEK 01",1,2609
"COBB|SOPE CREEK 02","COBB|SOPE CREEK 02",1,5892
"COBB|SOPE CREEK 03","COBB|SOPE CREEK 03",1,4253
"COBB|SWEETWATER 01","COBB|SWEETWATER 01",1,4203
"COBB|SWEETWATER 02","COBB|MABLETON 6A",0.593873,3160
"COBB|SWEETWATER 02","COBB|MABLETON 6B",0.2975,1583
"COBB|SWEETWATER 02","COBB|MABLETON 5A",0.108626,578
"COBB|TERRELL MILL 01","COBB|TERRELL MILL 01",1,9811
"COBB|TIMBER RIDGE 01","COBB|TIMBER RIDGE 01",1,3091
"COBB|VAUGHAN 01","COBB|VAUGHAN 01",1,4091
"COBB|VININGS 01","COBB|VININGS 01",1,4398
"COBB|VININGS 02","COBB|VININGS 02",1,9643
"COBB|VININGS 03","COBB|VININGS 03",1,5810
"COBB|VININGS 04","COBB|VININGS 04",1,4202
"COBB|WADE GREEN 02","COBB|WADE GREEN 01",0.538134,3542
"COBB|WADE GREEN 02","COBB|WADE GREEN 02",0.435582,2867
"COBB|WADE GREEN 02","CHEROKEE|CLARK CREEK",0.026284,173
"COBB|WILLEO 01","COBB|WILLEO 01",0.990718,3629
"COBB|WILLEO 01","COBB|SHALLOWFORD FALLS 01",0.009282,34
"COFFEE|AMBROSE","COFFEE|AMBROSE",1,3264
"COFFEE|BRIDGETOWN","COFFEE|BRIDGETOWN",1,427
"COFFEE|BROXTON","COFFEE|BROXTON",1,3595
"COFFEE|DOUGLAS","COFFEE|DOUGLAS",1,28571
"COFFEE|NICHOLLS","COFFEE|NICHOLLS",1,5779
"COFFEE|WEST GREEN","COFFEE|WEST GREEN",1,1456
"COLQUITT|AUTREYVILLE","COLQUITT|AUTREYVILLE",1,3367
"COLQUITT|BRIDGECREEK","COLQUITT|BRIDGECREEK",1,2293
"COLQUITT|CROSLAND","COLQUITT|CROSLAND",1,527
"COLQUITT|DOERUN","COLQUITT|DOERUN",1,1010
"COLQUITT|FUNSTON","COLQUITT|FUNSTON",1,1745
"COLQUITT|HAMILTON","COLQUITT|HAMILTON",1,1171
"COLQUITT|HARTSFIELD","COLQUITT|HARTSFIELD",1,556
"COLQUITT|HOPEWELL","COLQUITT|HOPEWELL",1,2910
"COLQUITT|LEE","COLQUITT|LEE",1,2499
"COLQUITT|MILLCREEK","COLQUITT|MILLCREEK",1,671
"COLQUITT|MONK","COLQUITT|MONK",1,2717
"COLQUITT|MOULTRIE","COLQUITT|MOULTRIE",1,8718
"COLQUITT|MURPHY","COLQUITT|MURPHY",1,1482
"COLQUITT|NORMAN PARK","COLQUITT|NORMAN PARK",1,4550
"COLQUITT|ROBINSON","COLQUITT|ROBINSON",1,1641
"COLQUITT|SHAW","COLQUITT|SHAW",1,6464
"COLQUITT|THIGPEN","COLQUITT|THIGPEN",1,347
"COLQUITT|TYTY","COLQUITT|TYTY",1,1272
"COLQUITT|WARRIOR","COLQUITT|WARRIOR",1,1958
"COLUMBIA|ABILENE BAPTIST","COLUMBIA|ABILENE BAPTIST CHURCH",1,2819
"COLUMBIA|AUGUSTA CHRISTIAN","COLUMBIA|AUGUSTA CHRISTIAN SCHOOL",1,3125
"COLUMBIA|BELAIR BAPTIST CHURCH","COLUMBIA|BELAIR BAPTIST CHURCH",1,3247
"COLUMBIA|BESSIE THOMAS CENTER","COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH",0.516474,580
"COLUMBIA|BESSIE THOMAS CENTER","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.483526,543
"COLUMBIA|BLANCHARD PARK","COLUMBIA|BLANCHARD PARK",1,3166
"COLUMBIA|BLUERIDGE ELEMENTARY","COLUMBIA|CCBOE - SUPPORT COMPLEX",0.992649,3241
"COLUMBIA|BLUERIDGE ELEMENTARY","COLUMBIA|AUGUSTA CHRISTIAN SCHOOL",0.007351,24
"COLUMBIA|CHRIST CHURCH, PRESBYTERIAN","COLUMBIA|CHRIST CHURCH, PRESBYTERIAN",1,2575
"COLUMBIA|CHRIST SANCTIFIED","COLUMBIA|CHRIST SANCTIFIED CHURCH",1,3474
"COLUMBIA|CHRIST THE KING CH","COLUMBIA|CHRIST THE KING LUTHERAN CHURCH",1,2716
"COLUMBIA|CHURCH OF OUR SAVIOR","COLUMBIA|CHURCH OF OUR SAVIOR",1,3331
"COLUMBIA|COL CTY BOARD OF EDU","COLUMBIA|COL CTY BOARD OF EDU",1,3095
"COLUMBIA|COL CTY MAIN LIBRARY","COLUMBIA|COL CTY MAIN LIBRARY",1,2592
"COLUMBIA|DAMASCUS BAPT CHURCH","COLUMBIA|DAMASCUS BAPTIST CHURCH",1,1303
"COLUMBIA|EUBANK/BLANCHARD CTR","COLUMBIA|EUBANK/BLANCHARD CTR",0.828016,1661
"COLUMBIA|EUBANK/BLANCHARD CTR","COLUMBIA|KIOKEE BAPTIST CHURCH",0.171984,345
"COLUMBIA|G A APOSTOLIC CHURCH","COLUMBIA|G A APOSTOLIC CHURCH",1,2376
"COLUMBIA|GENESIS CHURCH","COLUMBIA|ACS - FURYS FERRY RD CAMPUS",1,2408
"COLUMBIA|GOLD CROSS EMS","COLUMBIA|HARVEST POINTE FELLOWSHIP",1,2926
"COLUMBIA|GOSPEL WATER BRANCH","COLUMBIA|GOSPEL WATER BRANCH BAPT. CHURCH",0.99312,2887
"COLUMBIA|GOSPEL WATER BRANCH","COLUMBIA|STEVENS CREEK CHURCH",0.00688,20
"COLUMBIA|GRACE BAPTIST CHURCH","COLUMBIA|GRACE BAPTIST CHURCH",1,4578
"COLUMBIA|GREENBRIER HIGH","COLUMBIA|GRACE BAPTIST CHURCH",1,5076
"COLUMBIA|GROVE FIRST BAPTIST CHURCH","COLUMBIA|GROVETOWN BRANCH LIBRARY",0.632139,3088
"COLUMBIA|GROVE FIRST BAPTIST CHURCH","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.367861,1797
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2",0.543103,3465
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|LIBERTY PARK - GROVETOWN",0.282602,1803
"COLUMBIA|GROVETOWN DEPT OF PUBLIC SAFETY STATION #2","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.174295,1112
"COLUMBIA|GROVETOWN METHODIST","COLUMBIA|GROVETOWN METHODIST CHURCH",0.981774,4848
"COLUMBIA|GROVETOWN METHODIST","COLUMBIA|G A APOSTOLIC CHURCH",0.018226,90
"COLUMBIA|HARLEM BRANCH LIBRARY","COLUMBIA|HARLEM BRANCH LIBRARY",0.793503,3151
"COLUMBIA|HARLEM BRANCH LIBRARY","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.158902,631
"COLUMBIA|HARLEM BRANCH LIBRARY","COLUMBIA|LIBERTY PARK - GROVETOWN",0.047595,189
"COLUMBIA|HARLEM SENIOR CENTER","COLUMBIA|HARLEM SENIOR CENTER",1,2819
"COLUMBIA|JOURNEY COMM. CHURCH","COLUMBIA|JOURNEY COMM. CHURCH",1,1522
"COLUMBIA|KIOKEE BAPT CHURCH","COLUMBIA|KIOKEE BAPTIST CHURCH",1,3590
"COLUMBIA|LAKESIDE MIDDLE","COLUMBIA|CCBOE - SUPPORT COMPLEX",1,2587
"COLUMBIA|LEWIS METHODIST","COLUMBIA|LEWIS METHODIST CHURCH",1,5246
"COLUMBIA|LIBERTY PARK - GROVETOWN","COLUMBIA|LIBERTY PARK - GROVETOWN",0.894101,5032
"COLUMBIA|LIBERTY PARK - GROVETOWN","COLUMBIA|GROVETOWN BRANCH LIBRARY",0.105899,596
"COLUMBIA|MARTINEZ BAPTIST","COLUMBIA|MARTINEZ BAPTIST CHURCH",1,2798
"COLUMBIA|MARVIN METHODIST","COLUMBIA|WESTMINSTER PRESBYTERIAN CHURCH",1,2801
"COLUMBIA|MTZ COL FIRE HDQTR.","COLUMBIA|COLUMBIA CO. FIRE  HDQTR.",1,2021
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|COLUMBIA COUNTY HEALTH DEPARTMENT",0.4524,3355
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|MACEDONIA CHURCH OF GROVETOWN",0.378371,2806
"COLUMBIA|NEW LIFE CHURCH","COLUMBIA|NEW LIFE CHURCH",0.169229,1255
"COLUMBIA|PARKWAY BAPTIST CHURCH","COLUMBIA|PARKWAY BAPTIST CHURCH",0.582348,4236
"COLUMBIA|PARKWAY BAPTIST CHURCH","COLUMBIA|PARKWAY ELEMENTARY SCHOOL",0.417652,3038
"COLUMBIA|PATRIOTS PARK","COLUMBIA|STEVENS CREEK CHURCH - GROVETOWN",0.515388,3232
"COLUMBIA|PATRIOTS PARK","COLUMBIA|PATRIOTS PARK",0.415883,2608
"COLUMBIA|PATRIOTS PARK","COLUMBIA|LEWIS METHODIST CHURCH",0.068729,431
"COLUMBIA|PHILADELPHIA CHURCH","COLUMBIA|THE FORMER EUCHEE CREEK LIBRARY",0.966568,3932
"COLUMBIA|PHILADELPHIA CHURCH","COLUMBIA|HARLEM BRANCH LIBRARY",0.028515,116
"COLUMBIA|PHILADELPHIA CHURCH","COLUMBIA|LIBERTY PARK - GROVETOWN",0.004916,20
"COLUMBIA|RIVERVIEW CHURCH","COLUMBIA|JOURNEY COMM. CHURCH",1,1668
"COLUMBIA|SAVANNAH RAPIDS PAVILION","COLUMBIA|SAVANNAH RAPIDS PAVILION",1,2012
"COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH","COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH",0.729691,1015
"COLUMBIA|SECOND MOUNT MORIAH BAPTIST CHURCH","COLUMBIA|HARLEM BRANCH LIBRARY",0.270309,376
"COLUMBIA|SECOND MT. CARMEL BAPTIST CHURCH","COLUMBIA|SECOND MT. CARMEL BAPTIST CHURCH",1,902
"COLUMBIA|STEVENS CREEK CHURCH","COLUMBIA|STEVENS CREEK CHURCH",1,3392
"COLUMBIA|TRINITY BAPT CHURCH","COLUMBIA|TRINITY BAPTIST CHURCH",1,3894
"COLUMBIA|WESLEY METHODIST","COLUMBIA|WESLEY METHODIST CHURCH",0.828116,2963
"COLUMBIA|WESLEY METHODIST","COLUMBIA|CHRIST CHURCH, PRESBYTERIAN",0.094187,337
"COLUMBIA|WESLEY METHODIST","COLUMBIA|COL CTY MAIN LIBRARY",0.077697,278
"COLUMBIA|WEST ACRES BAPTIST","COLUMBIA|WEST ACRES BAPTIST CHURCH",1,3241
"COLUMBIA|WESTSIDE BAPT CHURCH","COLUMBIA|ABILENE BAPTIST CHURCH",1,1916
"COLUMBIA|WOODLAWN BAPT CHURCH","COLUMBIA|WOODLAWN BAPT CHURCH",1,1693
"COOK|CECIL","COOK|CECIL",1,3212
"COOK|DELLE BEAMGUARD","COOK|DELLE BEAMGUARD",1,4105
"COOK|ELM PINE","COOK|ELM PINE",1,843
"COOK|LENOX","COOK|LENOX",1,1838
"COOK|MASSEE","COOK|MASSEE",1,1399
"COOK|NEW LIFE BAPTIST CH.","COOK|NEW LIFE BAPTIST CH.",1,1886
"COOK|RIVERBEND","COOK|RIVERBEND",1,1943
"COOK|SPARKS","COOK|SPARKS",1,2003
"COWETA|CANNONGATE","COWETA|CANNONGATE",1,4768
"COWETA|CEDAR CREEK","COWETA|MADRAS",1,6897
"COWETA|CENTRAL","COWETA|CENTRAL",1,8274
"COWETA|COWETA CENTRAL LIBRARY","COWETA|COWETA CENTRAL LIBRARY",1,2151
"COWETA|DRESDEN","COWETA|DRESDEN",1,1211
"COWETA|EXPO CENTER","COWETA|EXPO CENTER",1,3165
"COWETA|FISCHER ROAD","COWETA|CANNONGATE",1,6186
"COWETA|GRANTVILLE","COWETA|GRANTVILLE",1,3973
"COWETA|GREENTOP","COWETA|GREENTOP",1,5051
"COWETA|HARALSON","COWETA|HARALSON",1,3165
"COWETA|MADRAS","COWETA|MADRAS",1,6226
"COWETA|MORELAND","COWETA|MORELAND",1,3621
"COWETA|NEWNAN","COWETA|NEWNAN",1,5376
"COWETA|NORTHSIDE","COWETA|NORTHSIDE",1,3003
"COWETA|PANTHER CREEK","COWETA|PANTHER CREEK",1,4636
"COWETA|PINE ROAD","COWETA|PINE ROAD",1,2953
"COWETA|RAYMOND","COWETA|RAYMOND",1,3488
"COWETA|SENOIA","COWETA|SENOIA",1,8157
"COWETA|SHARPSBURG","COWETA|SHARPSBURG",1,5722
"COWETA|SMOKEY ROAD","COWETA|SMOKEY ROAD",1,3693
"COWETA|THE NEWNAN CENTRE","COWETA|THE NEWNAN CENTRE",1,30292
"COWETA|THOMAS CROSSROADS","COWETA|THOMAS CROSSROADS",1,6318
"COWETA|TURIN","COWETA|TURIN",0.983673,6025
"COWETA|TURIN","COWETA|SHARPSBURG",0.016327,100
"COWETA|WELCOME","COWETA|WELCOME",1,4467
"COWETA|WESTSIDE","COWETA|WESTSIDE",1,1296
"COWETA|WHITE OAK","COWETA|WHITE OAK",1,5935
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 1",0.50175,430
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 3",0.336056,288
"CRAWFORD|DISTRICT 1A","CRAWFORD|DISTRICT 5",0.162194,139
"CRAWFORD|DISTRICT 1B","CRAWFORD|DISTRICT 1",0.656434,1005
"CRAWFORD|DISTRICT 1B","CRAWFORD|DISTRICT 2",0.343566,526
"CRAWFORD|DISTRICT 2","CRAWFORD|DISTRICT 2",0.657534,1440
"CRAWFORD|DISTRICT 2","CRAWFORD|DISTRICT 1",0.342466,750
"CRAWFORD|DISTRICT 3","CRAWFORD|DISTRICT 3",0.701462,1727
"CRAWFORD|DISTRICT 3","CRAWFORD|DISTRICT 2",0.131194,323
"CRAWFORD|DISTRICT 3","CRAWFORD|DISTRICT 1",0.101543,250
"CRAWFORD|DISTRICT 3","CRAWFORD|DISTRICT 4",0.0658,162
"CRAWFORD|DISTRICT 4","CRAWFORD|DISTRICT 4",0.793294,2011
"CRAWFORD|DISTRICT 4","CRAWFORD|DISTRICT 3",0.158974,403
"CRAWFORD|DISTRICT 4","CRAWFORD|DISTRICT 2",0.047732,121
"CRAWFORD|DISTRICT 5","CRAWFORD|DISTRICT 5",0.90137,2303
"CRAWFORD|DISTRICT 5","CRAWFORD|DISTRICT 4",0.09863,252
"CRISP|ARABI","CRISP|ARABI",1,1303
"CRISP|CONEY","CRISP|CONEY",1,1058
"CRISP|CORDELE","CRISP|CORDELE",1,14918
"CRISP|JAMESTOWN","CRISP|JAMESTOWN",1,1540
"CRISP|LISTONIA","CRISP|LISTONIA",1,1309
"DADE|DAVIS","DADE|DAVIS",1,3219
"DADE|NEW HOME","DADE|NEW HOME",1,1050
"DADE|NEW SALEM","DADE|NEW SALEM",1,1529
"DADE|NORTH DADE","DADE|NORTH DADE",1,2744
"DADE|SOUTH DADE","DADE|SOUTH DADE",1,1303
"DADE|TRENTON","DADE|TRENTON",1,4225
"DADE|WEST BROW","DADE|WEST BROW",1,2181
"DAWSON|CENTRAL","DAWSON|CENTRAL",0.732633,9344
"DAWSON|CENTRAL","DAWSON|EAST",0.137055,1748
"DAWSON|CENTRAL","DAWSON|SOUTH",0.130312,1662
"DAWSON|EAST","DAWSON|SOUTH",0.500043,5818
"DAWSON|EAST","DAWSON|EAST",0.499957,5817
"DAWSON|WEST","DAWSON|WEST",1,2409
"DECATUR|ATTAPULGUS","DECATUR|ATTAPULGUS",1,2702
"DECATUR|BAINBRIDGE-COLISEUM","DECATUR|KIRBO CENTER",0.542829,5602
"DECATUR|BAINBRIDGE-COLISEUM","DECATUR|BAINBRIDGE-COLISEUM",0.457171,4718
"DECATUR|BDGE-FAIRGROUNDS","DECATUR|BDGE-FAIRGROUNDS",1,5926
"DECATUR|BRINSON","DECATUR|BRINSON",1,1787
"DECATUR|CLIMAX","DECATUR|CLIMAX",1,1546
"DECATUR|KENDRICK","DECATUR|KENDRICK",1,975
"DECATUR|MT. PLEASANT","DECATUR|MT. PLEASANT",1,792
"DECATUR|RECOVERY","DECATUR|RECOVERY",1,1140
"DECATUR|WEST BAINBRIDGE","DECATUR|WEST BAINBRIDGE",1,4179
"DEKALB|ALLGOOD ELEM","DEKALB|ALLGOOD ELEM",1,3689
"DEKALB|ASHFORD DUNWOODY RD (BHAVN)","DEKALB|ASHFORD DUNWOODY RD (BHAVN)",1,3909
"DEKALB|ASHFORD PARK ELEM (BHAVN)","DEKALB|ASHFORD PARK ELEM (BHAVN)",1,3440
"DEKALB|ASHFORD PARKSIDE (BHAVN)","DEKALB|ASHFORD PARKSIDE (BHAVN)",1,4891
"DEKALB|AUSTIN (DUN)","DEKALB|AUSTIN (DUN)",1,3314
"DEKALB|AUSTIN DRIVE","DEKALB|AUSTIN DRIVE",1,2940
"DEKALB|AVONDALE (AVO)","DEKALB|AVONDALE (AVO)",0.941547,3286
"DEKALB|AVONDALE (AVO)","DEKALB|MIDWAY",0.055874,195
"DEKALB|AVONDALE (AVO)","DEKALB|COVINGTON",0.002579,9
"DEKALB|AVONDALE HIGH","DEKALB|AVONDALE HIGH",0.941973,3685
"DEKALB|AVONDALE HIGH","DEKALB|GLENNWOOD (DEC)",0.047802,187
"DEKALB|AVONDALE HIGH","DEKALB|WINNONA PARK  (DEC)",0.009202,36
"DEKALB|AVONDALE HIGH","DEKALB|AVONDALE (AVO)",0.001022,4
"DEKALB|BETHUNE MIDDLE","DEKALB|BETHUNE MIDDLE",1,5754
"DEKALB|BOULDERCREST ROAD","DEKALB|BOULDERCREST ROAD",1,2644
"DEKALB|BOULEVARD (ATL)","DEKALB|BOULEVARD (ATL)",1,5297
"DEKALB|BRIAR VISTA ELEM","DEKALB|BRIAR VISTA ELEM",1,3981
"DEKALB|BRIARCLIFF","DEKALB|BRIARCLIFF",1,4175
"DEKALB|BRIARLAKE ELEM","DEKALB|BRIARLAKE ELEM",1,2177
"DEKALB|BRIARWOOD (BHAVN)","DEKALB|BRIARWOOD (BHAVN)",1,5969
"DEKALB|BROCKETT (TUC)","DEKALB|BROCKETT (TUC)",0.983896,3849
"DEKALB|BROCKETT (TUC)","DEKALB|BROCKETT ELEM (TUC)",0.016104,63
"DEKALB|BROCKETT ELEM (TUC)","DEKALB|BROCKETT ELEM (TUC)",1,4436
"DEKALB|BROOKHAVEN (BHAVN)","DEKALB|BROOKHAVEN (BHAVN)",1,5254
"DEKALB|BROWNS MILL ELEM","DEKALB|BROWNS MILL ELEM",1,4708
"DEKALB|BURGESS ELEM (ATL)","DEKALB|BURGESS ELEM (ATL)",0.961372,3783
"DEKALB|BURGESS ELEM (ATL)","DEKALB|MCNAIR HIGH",0.038628,152
"DEKALB|CANBY LANE ELEM","DEKALB|CANBY LANE ELEM",1,2314
"DEKALB|CANDLER","DEKALB|CANDLER",0.999508,4062
"DEKALB|CANDLER","DEKALB|EAST LAKE (ATL)",0.000492,2
"DEKALB|CANDLER PARK (ATL)","DEKALB|CANDLER PARK (ATL)",1,5078
"DEKALB|CANDLER-MURPHEY CANDLER ELEM","DEKALB|CANDLER-MURPHEY CANDLER ELEM",1,5200
"DEKALB|CEDAR GROVE ELEM","DEKALB|CEDAR GROVE ELEM",1,5280
"DEKALB|CEDAR GROVE MIDDLE","DEKALB|CEDAR GROVE MIDDLE",1,2520
"DEKALB|CEDAR GROVE SOUTH","DEKALB|CEDAR GROVE SOUTH",1,5066
"DEKALB|CHAMBLEE (CHA)","DEKALB|CHAMBLEE (CHA)",0.991677,7268
"DEKALB|CHAMBLEE (CHA)","DEKALB|ASHFORD PARK ELEM (BHAVN)",0.008323,61
"DEKALB|CHAMBLEE 2 (CHA)","DEKALB|CHAMBLEE 2 (CHA)",1,4347
"DEKALB|CHAPEL HILL ELEM","DEKALB|CHAPEL HILL ELEM",1,3892
"DEKALB|CHESNUT ELEM (DUN)","DEKALB|CHESNUT ELEM (DUN)",1,3620
"DEKALB|CLAIREMONT EAST (DEC)","DEKALB|CLAIREMONT EAST (DEC)",1,4288
"DEKALB|CLAIREMONT WEST (DEC)","DEKALB|CLAIREMONT WEST (DEC)",0.994558,4386
"DEKALB|CLAIREMONT WEST (DEC)","DEKALB|NORTH DECATUR",0.002721,12
"DEKALB|CLAIREMONT WEST (DEC)","DEKALB|SCOTT",0.002721,12
"DEKALB|CLAIRMONT ROAD","DEKALB|CLAIRMONT ROAD",0.99385,4525
"DEKALB|CLAIRMONT ROAD","DEKALB|LAVISTA ROAD",0.00615,28
"DEKALB|CLARKSTON (CLA)","DEKALB|CLARKSTON (CLA)",0.972976,8281
"DEKALB|CLARKSTON (CLA)","DEKALB|JOLLY ELEM",0.027024,230
