county,precinct,registered,ballots_cast,Donald J. Trump,Kamala D. Harris,Chase Oliver,Jill Stein,Claudia De la Cruz,Cornel West,total,dem_two_party_pct
Meriwether,Gill II,,,150,511,2,0,0,0,663,77.31
Meriwether,Lone Oak,,,652,425,3,0,0,0,1080,39.46
Meriwether,Lower 9th-Woodbury,,,532,463,1,0,0,0,996,46.53
Meriwether,Luthersville,,,1502,725,4,5,0,0,2236,32.56
Meriwether,Middle 9th-Gay,,,240,76,1,0,0,0,317,24.05
Meriwether,Raleigh,,,322,71,2,0,0,0,395,18.07
Meriwether,Third-Durand,,,388,190,1,0,0,0,579,32.87
Meriwether,Upper 9th-Alvaton,,,866,382,1,1,0,0,1250,30.61
Miller,Colquitt-Miller,,,2045,670,5,4,0,0,2724,24.68
Mitchell,Baconton,,,433,326,3,2,0,0,764,42.95
Mitchell,Branchville,,,409,67,1,0,0,0,477,14.08
Mitchell,Camilla North,,,259,889,2,0,0,0,1150,77.44
Mitchell,Camilla South,,,1241,1120,4,3,0,0,2368,47.44
Mitchell,Cotton,,,303,27,2,0,0,0,332,8.18
Mitchell,Hinsonton,,,115,13,0,0,0,0,128,10.16
Mitchell,Hopeful,,,224,36,1,1,0,0,262,13.85
Mitchell,Lester,,,743,139,3,0,0,0,885,15.76
Mitchell,Pebble City,,,108,17,0,0,0,0,125,13.6
Mitchell,Pelham,,,1100,1019,1,2,0,0,2122,48.09
Mitchell,Sale City,,,215,48,1,0,0,0,264,18.25
Monroe,Bentons,,,1594,444,11,0,0,0,2049,21.79
Monroe,Brantleys,,,837,142,1,2,0,0,982,14.5
Monroe,Burgays,,,1610,415,4,2,0,0,2031,20.49
Monroe,Cabaniss,,,521,152,2,0,0,0,675,22.59
Monroe,Cox,,,580,145,2,1,0,0,728,20.0
Monroe,Culloden,,,239,98,3,0,0,0,340,29.08
Monroe,Dillards,,,769,151,1,2,0,0,923,16.41
Monroe,Evers,,,1526,383,4,2,0,0,1915,20.06
Monroe,Forsyth,,,1613,1771,4,7,0,0,3395,52.33
Monroe,High Falls,,,1289,248,3,2,0,0,1542,16.14
Monroe,Kelseys,,,313,240,0,1,0,0,554,43.4
Monroe,Middlebrooks,,,908,167,2,1,0,0,1078,15.53
Monroe,Proctors,,,823,273,2,0,0,0,1098,24.91
Monroe,Russellville,,,332,60,2,0,0,0,394,15.31
Montgomery,Higgston Precinct,,,1207,228,4,0,0,0,1439,15.89
Montgomery,Mount Vernon Precinct,,,980,489,4,4,0,0,1477,33.29
Montgomery,Uvalda Precinct,,,846,210,1,0,0,0,1057,19.89
Morgan,Buckhead,,,2275,593,20,2,0,0,2890,20.68
Morgan,Centennial,,,2111,500,7,1,0,0,2619,19.15
Morgan,DFACS,,,2172,644,8,3,0,0,2827,22.87
Morgan,Gibbs,,,2170,542,7,2,0,0,2721,19.99
Morgan,Rec Dept,,,861,1254,7,2,0,0,2124,59.29
Murray,Carters-Doolittle,,,1431,162,1,1,0,0,1595,10.17
Murray,McDonald,,,1670,278,4,1,0,0,1953,14.27
Murray,North,,,1544,186,1,0,0,0,1731,10.75
Murray,Shuck Pen,,,1944,351,7,6,0,0,2308,15.29
Murray,Southwest,,,2073,254,1,0,0,0,2328,10.92
Murray,Spring Place,,,2381,481,5,3,0,0,2870,16.81
Murray,Town,,,3922,747,10,4,0,0,4683,16.0
Muscogee,Britt David,,,1031,768,9,8,0,0,1816,42.69
Muscogee,Canaan,,,705,3074,8,6,0,0,3793,81.34
Muscogee,Central Baptist,,,3236,1767,16,24,0,0,5043,35.32
Muscogee,Chattahoochee,,,2850,2247,21,20,0,0,5138,44.08
Muscogee,Columbus Public Library,,,164,1943,1,5,0,0,2113,92.22
Muscogee,Columbus Tech,,,1150,1052,7,3,0,0,2212,47.77
Muscogee,Cusseta Rd,,,182,2311,3,3,0,0,2499,92.7
Muscogee,Edgewood Baptist,,,696,1372,2,7,0,0,2077,66.34
Muscogee,Epworth UMC,,,1366,1198,18,10,0,0,2592,46.72
Muscogee,Faith Tabernacle,,,265,2372,6,2,0,0,2645,89.95
Muscogee,First African,,,305,730,2,3,0,0,1040,70.53
Muscogee,Gateway,,,589,3710,13,6,0,0,4318,86.3
Muscogee,Gentian/Cunningham,,,1606,2154,14,17,0,0,3791,57.29
Muscogee,INC Columbus,,,678,2131,7,8,0,0,2824,75.86
Muscogee,Marianna Gallops,,,385,891,2,0,0,0,1278,69.83
Muscogee,Moon,,,2037,1494,17,9,0,0,3557,42.31
Muscogee,Mt Pilgrim,,,296,3369,12,8,0,0,3685,91.92
Muscogee,Our Lady of Lourdes,,,818,3202,8,5,0,0,4033,79.65
Muscogee,Psalmond,,,2962,3208,23,14,0,0,6207,51.99
Muscogee,Salvation Army,,,999,1216,6,3,0,0,2224,54.9
Muscogee,St Andrews,,,3127,2690,18,20,0,0,5855,46.24
Muscogee,St John/Shirley Winston,,,244,2917,4,3,0,0,3168,92.28
Muscogee,St Paul,,,2155,1836,19,9,0,0,4019,46.0
Muscogee,St. Peter,,,1353,1036,11,3,0,0,2403,43.37
Muscogee,Wynnbrook,,,1417,725,8,11,0,0,2161,33.85
Newton,02-Town,,,980,2678,14,11,0,0,3683,73.21
Newton,03-Almon,,,686,2222,7,11,0,0,2926,76.41
Newton,04-Alcovy,,,1566,1942,12,11,0,0,3531,55.36
Newton,05-Covington Mills,,,1354,2471,12,5,0,0,3842,64.6
Newton,06-Brewers,,,1622,970,8,6,0,0,2606,37.42
Newton,07-Brick Store,,,1487,755,5,7,0,0,2254,33.68
Newton,09-Livingston,,,993,2638,10,5,0,0,3646,72.65
Newton,10-Downs,,,1505,2146,20,7,0,0,3678,58.78
Newton,12-Gum Creek,,,2301,1438,13,6,0,0,3758,38.46
Newton,13-Beaverdam,,,941,3129,8,11,0,0,4089,76.88
Newton,14-Leguinn,,,1867,717,10,1,0,0,2595,27.75
Newton,15-Mansfield,,,1789,363,15,0,0,0,2167,16.87
Newton,17-Oxford,,,1951,1587,13,8,0,0,3559,44.86
Newton,18-Rocky Plains,,,1604,1728,10,7,0,0,3349,51.86
Newton,19-Buck Creek,,,1342,2015,11,11,0,0,3379,60.02
Newton,20-Stansells,,,732,2955,7,7,0,0,3701,80.15
Newton,23-Fairview,,,209,905,1,1,0,0,1116,81.24
Newton,24-Crowell,,,319,2780,7,10,0,0,3116,89.71
Newton,25-Hub,,,1645,400,7,4,0,0,2056,19.56
Oconee,Bishop,,,1734,774,15,10,0,0,2533,30.86
Oconee,Bogart,,,1388,594,11,3,0,0,1996,29.97
Oconee,City Hall,,,2081,1316,28,12,0,0,3437,38.74
Oconee,Civic Center,,,3835,2364,35,20,0,0,6254,38.14
Oconee,Colham Ferry,,,2222,810,17,3,0,0,3052,26.72
Oconee,Dark Corner,,,2823,831,19,8,0,0,3681,22.74
Oconee,Marswood Hall,,,2276,1217,23,17,0,0,3533,34.84
Oconee,North Oconee,,,2065,714,16,6,0,0,2801,25.69
Oglethorpe,Beaverdam,,,2072,814,14,9,0,0,2909,28.21
Oglethorpe,Crawford,,,1625,761,6,3,0,0,2395,31.89
Oglethorpe,Lexington,,,2558,940,6,14,0,0,3518,26.87
Paulding,Activation Church,,,1583,469,12,1,0,0,2065,22.86
Paulding,Airport,,,542,171,4,1,0,0,718,23.98
Paulding,Burnt Hickory Park,,,2253,561,6,2,0,0,2822,19.94
Paulding,Carl Scoggins Middle School,,,5053,1571,24,9,0,0,6657,23.72
Paulding,Crossroads Library,,,2563,1199,29,12,0,0,3803,31.87
Paulding,Dianne Wright Innovation Center,,,2657,1329,17,6,0,0,4009,33.34
Paulding,Dobbins Middle School,,,2763,3178,19,14,0,0,5974,53.49
Paulding,E Paulding Middle School,,,4888,2284,34,18,0,0,7224,31.85
Paulding,High Shoals Baptist Church,,,745,132,1,3,0,0,881,15.05
Paulding,Legacy Baptist Church,,,2449,1932,27,8,0,0,4416,44.1
Paulding,North Industrial,,,4464,3211,30,34,0,0,7739,41.84
Paulding,Poplar Springs Baptist,,,1486,1534,10,6,0,0,3036,50.79
Paulding,Russom Elementary,,,4369,2623,35,15,0,0,7042,37.51
Paulding,S Paulding Middle School,,,4191,2530,20,14,0,0,6755,37.64
Paulding,Shelton Elementary,,,4123,2357,22,15,0,0,6517,36.37
Paulding,Tabernacle Baptist Church,,,3131,3236,26,13,0,0,6406,50.82
Paulding,Taylor Farm Park,,,833,619,5,3,0,0,1460,42.63
Paulding,The Events Place,,,587,1423,7,12,0,0,2029,70.8
Paulding,Watson Govt Complex,,,2453,2074,26,15,0,0,4568,45.81
Paulding,White Oak Park,,,5044,2613,31,17,0,0,7705,34.13
Paulding,Yorkville Baptist Church,,,2592,756,17,5,0,0,3370,22.58
Peach,Byron 1,,,1445,629,7,1,0,0,2082,30.33
Peach,Byron 2,,,2482,1639,15,5,0,0,4141,39.77
Peach,Claude,,,636,157,2,2,0,0,797,19.8
Peach,Fort Valley 1,,,702,1084,4,4,0,0,1794,60.69
Peach,Fort Valley 2,,,648,1021,6,3,0,0,1678,61.17
Peach,Fort Valley 3,,,348,1412,1,2,0,0,1763,80.23
Peach,Powersville,,,843,351,4,1,0,0,1199,29.4
Pickens,Appalachian,,,1308,289,4,0,0,0,1601,18.1
Pickens,Hill City,,,1607,289,8,1,0,0,1905,15.24
Pickens,Hinton,,,711,87,0,1,0,0,799,10.9
Pickens,Jasper,,,1978,523,7,2,0,0,2510,20.91
Pickens,Jerusalem,,,964,103,3,0,0,0,1070,9.65
Pickens,Ludville,,,570,53,2,2,0,0,627,8.51
Pickens,Nelson,,,987,196,4,3,0,0,1190,16.57
Pickens,Refuge,,,1656,279,6,0,0,0,1941,14.42
Pickens,Sharptop,,,1743,524,8,2,0,0,2277,23.11
Pickens,Talking Rock,,,1395,191,12,3,0,0,1601,12.04
Pickens,Tate,,,1872,288,11,2,0,0,2173,13.33
Pickens,Yellow Creek,,,2490,700,19,12,0,0,3221,21.94
Pierce,Alabaha,,,796,80,1,0,0,0,877,9.13
Pierce,Blackshear,,,2168,236,8,1,0,0,2413,9.82
Pierce,Hacklebarney/Cason,,,1931,434,3,0,0,0,2368,18.35
Pierce,Mershon,,,362,21,1,0,0,0,384,5.48
Pierce,Otter Creek,,,1197,102,1,0,0,0,1300,7.85
Pierce,Patterson,,,748,115,0,0,0,0,863,13.33
Pierce,St. Johns/Blackshear,,,992,80,0,1,0,0,1073,7.46
Pierce,Sunset/Sweat,,,461,21,1,0,0,0,483,4.36
Pike,Concord,,,1017,233,4,0,0,0,1254,18.64
Pike,Hollonville,,,1530,152,4,2,0,0,1688,9.04
Pike,Lifsey Springs,,,922,94,0,3,0,0,1019,9.25
Pike,Meansville,,,1063,124,2,0,0,0,1189,10.45
Pike,Molena,,,1204,196,5,1,0,0,1406,14.0
Pike,Second District,,,2089,259,6,1,0,0,2355,11.03
Pike,Williamson,,,1579,221,2,0,0,0,1802,12.28
Pike,Zebulon,,,1460,369,6,1,0,0,1836,20.17
Polk,Aragon,,,2193,374,3,5,0,0,2575,14.57
Polk,Blooming Grove,,,1138,175,5,4,0,0,1322,13.33
Polk,Camp Antioch,,,1454,185,3,0,0,0,1642,11.29
Polk,Fish Creek,,,1956,317,7,0,0,0,2280,13.95
Polk,GoodYear,,,3011,1366,9,6,0,0,4392,31.21
Polk,Lake Creek,,,2027,303,7,1,0,0,2338,13.0
Polk,Rockmart,,,3573,1029,13,7,0,0,4622,22.36
Pulaski,Courthouse Annex,,,3036,1281,14,5,0,0,4336,29.67
Putnam,101,,,1298,1020,4,5,0,0,2327,44.0
Putnam,104,,,1423,1172,6,1,0,0,2602,45.16
Putnam,105,,,2611,635,14,3,0,0,3263,19.56
Putnam,106,,,1020,164,3,0,0,0,1187,13.85
Putnam,107,,,2784,705,6,3,0,0,3498,20.21
Quitman,Georgetown,,,621,450,3,0,0,0,1074,42.02
Quitman,Morris,,,35,30,1,0,0,0,66,46.15
Rabun,Rabun County,,,8151,2222,35,15,0,0,10423,21.42
Randolph,Benevolence,,,136,57,0,0,0,0,193,29.53
Randolph,Coleman,,,107,65,0,0,0,0,172,37.79
Randolph,Cuthbert,,,8,201,0,1,0,0,210,96.17
Randolph,Cuthbert-Courthouse,,,733,858,9,1,0,0,1601,53.93
Randolph,Shellman,,,334,296,3,2,0,0,635,46.98
Randolph,Springvale,,,55,124,0,0,0,0,179,69.27
Richmond,101,,,426,472,4,2,0,0,904,52.56
Richmond,102,,,137,373,2,4,0,0,516,73.14
Richmond,103,,,33,638,0,2,0,0,673,95.08
Richmond,104,,,127,1338,4,4,0,0,1473,91.33
Richmond,105,,,40,490,1,4,0,0,535,92.45
Richmond,106,,,135,306,0,1,0,0,442,69.39
Richmond,107,,,569,645,5,2,0,0,1221,53.13
Richmond,108,,,37,264,1,0,0,0,302,87.71
Richmond,109,,,24,217,3,0,0,0,244,90.04
Richmond,110,,,41,645,6,0,0,0,692,94.02
Richmond,111,,,196,658,4,4,0,0,862,77.05
Richmond,112,,,227,584,4,2,0,0,817,72.01
Richmond,115,,,104,143,1,0,0,0,248,57.89
Richmond,201,,,314,848,6,4,0,0,1172,72.98
Richmond,202,,,682,1730,7,4,0,0,2423,71.72
Richmond,203,,,27,434,0,1,0,0,462,94.14
Richmond,204,,,479,564,4,3,0,0,1050,54.07
Richmond,207,,,144,969,0,1,0,0,1114,87.06
Richmond,208,,,249,1028,3,6,0,0,1286,80.5
Richmond,210,,,143,730,1,3,0,0,877,83.62
Richmond,301,,,850,566,4,4,0,0,1424,39.97
Richmond,302,,,136,305,2,2,0,0,445,69.16
Richmond,303,,,785,342,11,1,0,0,1139,30.35
Richmond,304,,,297,200,5,1,0,0,503,40.24
Richmond,306,,,802,1779,10,2,0,0,2593,68.93
Richmond,307,,,689,481,7,3,0,0,1180,41.11
Richmond,308,,,144,214,0,1,0,0,359,59.78
Richmond,310,,,1002,3323,13,9,0,0,4347,76.83
Richmond,401,,,74,910,1,0,0,0,985,92.48
Richmond,402,,,199,1292,7,2,0,0,1500,86.65
Richmond,403,,,209,1106,3,0,0,0,1318,84.11
Richmond,405,,,351,3580,6,9,0,0,3946,91.07
Richmond,406,,,211,2024,6,3,0,0,2244,90.56
Richmond,501,,,210,1711,4,2,0,0,1927,89.07
Richmond,502,,,217,1386,4,5,0,0,1612,86.46
Richmond,503,,,250,955,5,2,0,0,1212,79.25
Richmond,504,,,949,1194,5,8,0,0,2156,55.72
Richmond,505,,,119,841,1,1,0,0,962,87.6
Richmond,506,,,349,2106,8,2,0,0,2465,85.78
Richmond,507,,,147,457,2,2,0,0,608,75.66
Richmond,601,,,597,1612,7,4,0,0,2220,72.97
Richmond,602,,,48,347,1,0,0,0,396,87.85
Richmond,604,,,320,718,0,3,0,0,1041,69.17
Richmond,605,,,752,1603,6,3,0,0,2364,68.07
Richmond,606,,,131,925,3,4,0,0,1063,87.59
Richmond,607,,,205,2416,10,6,0,0,2637,92.18
Richmond,608,,,100,36,2,0,0,0,138,26.47
Richmond,701,,,1050,686,7,4,0,0,1747,39.52
Richmond,702,,,636,389,5,2,0,0,1032,37.95
Richmond,703,,,947,1292,13,9,0,0,2261,57.7
Richmond,704,,,270,100,2,1,0,0,373,27.03
Richmond,705,,,886,795,9,6,0,0,1696,47.29
Richmond,706,,,1471,977,12,0,0,0,2460,39.91
Richmond,707,,,660,1000,6,5,0,0,1671,60.24
Richmond,708,,,164,98,1,1,0,0,264,37.4
Richmond,709,,,211,253,4,1,0,0,469,54.53
Richmond,801,,,82,11,0,0,0,0,93,11.83
Richmond,801B,,,303,110,0,3,0,0,416,26.63
Richmond,802,,,1347,768,4,1,0,0,2120,36.31
Richmond,803,,,33,42,1,0,0,0,76,56.0
Richmond,804,,,560,740,3,1,0,0,1304,56.92
Richmond,804H,,,988,949,4,9,0,0,1950,48.99
Richmond,805,,,160,366,1,2,0,0,529,69.58
Richmond,806,,,1032,762,7,0,0,0,1801,42.47
Richmond,807,,,242,631,2,2,0,0,877,72.28
Richmond,808,,,785,865,1,0,0,0,1651,52.42
Richmond,810,,,210,229,4,0,0,0,443,52.16
Richmond,811,,,158,89,0,1,0,0,248,36.03
Rockdale,BA,,,1098,2308,14,13,0,0,3433,67.76
Rockdale,BT,,,1486,1234,19,7,0,0,2746,45.37
Rockdale,CO,,,445,1705,6,8,0,0,2164,79.3
Rockdale,FI,,,558,3570,10,10,0,0,4148,86.48
Rockdale,FS,,,505,2224,10,14,0,0,2753,81.5
Rockdale,HC,,,597,1077,8,6,0,0,1688,64.34
Rockdale,HI,,,772,1786,5,6,0,0,2569,69.82
Rockdale,LA,,,349,912,8,2,0,0,1271,72.32
Rockdale,LO,,,1084,1961,7,9,0,0,3061,64.4
Rockdale,MA,,,802,1397,8,7,0,0,2214,63.53
Rockdale,MI,,,571,2287,12,7,0,0,2877,80.02
Rockdale,OT,,,571,3499,7,8,0,0,4085,85.97
Rockdale,RO,,,784,2635,10,7,0,0,3436,77.07
Rockdale,SM,,,673,2343,8,12,0,0,3036,77.69
Rockdale,SP,,,685,2665,5,15,0,0,3370,79.55
Rockdale,ST,,,731,1562,12,4,0,0,2309,68.12
Schley,Precinct 1,,,1970,453,3,2,0,0,2428,18.7
Screven,Bay Branch Fire Station 9,,,900,198,0,0,0,0,1098,18.03
Screven,Cail Community Center,,,494,391,3,0,0,0,888,44.18
Screven,Hiltonia Town Hall 1,,,563,409,2,1,0,0,975,42.08
Screven,Jenk Hill Fire Station 2,,,511,497,2,0,0,0,1010,49.31
Screven,Planters Annex,,,695,302,2,1,0,0,1000,30.29
Screven,Robbins Branch Fire Station 10,,,882,283,0,1,0,0,1166,24.29
Screven,Senior Citizens Center,,,280,501,2,0,0,0,783,64.15
Seminole,Precinct 1,,,689,193,1,0,0,0,883,21.88
Seminole,Precinct 2,,,527,259,0,0,0,0,786,32.95
Seminole,Precinct 3,,,101,493,0,1,0,0,595,83.0
Seminole,Precinct 4,,,649,148,2,1,0,0,800,18.57
Seminole,Precinct 5,,,845,98,0,0,0,0,943,10.39
Spalding,01,,,161,755,2,4,0,0,922,82.42
Spalding,02,,,135,868,1,3,0,0,1007,86.54
Spalding,03,,,1552,691,18,9,0,0,2270,30.81
Spalding,05,,,885,1408,6,8,0,0,2307,61.4
Spalding,06,,,319,911,4,1,0,0,1235,74.07
Spalding,07,,,905,445,13,4,0,0,1367,32.96
Spalding,08,,,978,439,5,3,0,0,1425,30.98
Spalding,09,,,1977,717,8,6,0,0,2708,26.61
Spalding,10,,,948,587,3,1,0,0,1539,38.24
Spalding,11,,,1367,745,3,2,0,0,2117,35.27
Spalding,12,,,1456,339,7,3,0,0,1805,18.89
Spalding,13,,,1512,316,4,2,0,0,1834,17.29
Spalding,14,,,870,418,7,0,0,0,1295,32.45
Spalding,16,,,895,1848,10,6,0,0,2759,67.37
Spalding,19,,,1397,764,9,3,0,0,2173,35.35
Spalding,20,,,1395,295,3,0,0,0,1693,17.46
Spalding,21,,,2432,2133,12,5,0,0,4582,46.73
Stephens,Stephens County 1,,,10632,2404,47,16,0,0,13099,18.44
Stewart,Louvale,,,101,133,0,0,0,0,234,56.84
Stewart,Lumpkin,,,319,470,1,1,0,0,791,59.57
Stewart,Omaha,,,73,68,0,0,0,0,141,48.23
Stewart,Richland,,,354,506,2,0,0,0,862,58.84
Sumter,AG Center,,,860,549,2,3,0,0,1414,38.96
Sumter,Airport,,,717,592,6,0,0,0,1315,45.23
Sumter,Andersonville,,,241,82,0,0,0,0,323,25.39
Sumter,Browns Mill,,,514,246,2,0,0,0,762,32.37
Sumter,Concord,,,285,31,1,1,0,0,318,9.81
Sumter,JROTC,,,1068,977,4,3,0,0,2052,47.78
Sumter,Leslie,,,825,424,1,0,0,0,1250,33.95
Sumter,Plains,,,443,371,0,0,0,0,814,45.58
Sumter,Rec Dept,,,303,1381,8,6,0,0,1698,82.01
Sumter,Rees Park,,,360,1275,3,2,0,0,1640,77.98
Sumter,Thompson,,,253,208,1,1,0,0,463,45.12
Talbot,Box Springs,,,230,124,0,2,0,0,356,35.03
Talbot,Flint Hill,,,339,467,4,0,0,0,810,57.94
Talbot,Geneva,,,149,198,1,0,0,0,348,57.06
Talbot,Junction City,,,136,147,0,0,0,0,283,51.94
Talbot,ONeal,,,212,166,0,1,0,0,379,43.92
Talbot,Talbotton,,,141,540,0,0,0,0,681,79.3
Talbot,Valley,,,276,246,0,0,0,0,522,47.13
Taliaferro,Crawfordville,,,291,408,1,1,0,0,701,58.37
Taliaferro,Sharon,,,84,99,0,0,0,0,183,54.1
Tattnall,Cobbtown,,,449,116,0,0,0,0,565,20.53
Tattnall,Collins,,,866,212,0,2,0,0,1080,19.67
Tattnall,District II,,,1000,504,3,0,0,0,1507,33.51
Tattnall,District IV,,,1351,501,10,4,0,0,1866,27.05
Tattnall,District V,,,689,76,0,0,0,0,765,9.93
Tattnall,East Glennville,,,1452,321,5,2,0,0,1780,18.1
Tattnall,Manassas,,,258,68,0,0,0,0,326,20.86
Tattnall,Shiloh,,,450,169,1,3,0,0,623,27.3
Taylor,Precinct 1,,,159,564,1,3,0,0,727,78.01
Taylor,Precinct 5,,,1439,270,5,2,0,0,1716,15.8
Taylor,Precinct 6,,,1002,532,3,2,0,0,1539,34.68
Telfair,Helena,,,443,205,1,0,0,0,649,31.64
Telfair,Jacksonville,,,402,83,1,0,0,0,486,17.11
Telfair,Lumber-City,,,415,218,1,2,0,0,636,34.44
Telfair,McRae,,,879,650,2,0,0,0,1531,42.51
Telfair,Milan,,,580,69,0,1,0,0,650,10.63
Telfair,Scotland,,,211,49,2,0,0,0,262,18.85
Terrell,Bronwood,,,294,251,2,0,0,0,547,46.06
Terrell,Dawson,,,427,1374,2,4,0,0,1807,76.29
Terrell,Graves,,,290,131,1,1,0,0,423,31.12
Terrell,Herod-Dover,,,125,94,1,0,0,0,220,42.92
Terrell,Parrott,,,225,116,0,0,0,0,341,34.02
Terrell,Sasser,,,714,287,1,1,0,0,1003,28.67
Thomas,Barwick,,,419,93,1,1,0,0,514,18.16
Thomas,Boston,,,612,491,2,1,0,0,1106,44.51
Thomas,Central,,,1913,930,2,3,0,0,2848,32.71
Thomas,Coolidge,,,576,153,0,3,0,0,732,20.99
Thomas,Douglass,,,267,1083,5,1,0,0,1356,80.22
Thomas,Fire Station #2,,,830,298,2,0,0,0,1130,26.42
Thomas,Gatlin Creek,,,1197,389,4,1,0,0,1591,24.53
Thomas,Harper,,,349,959,2,2,0,0,1312,73.32
Thomas,Jerger,,,888,529,0,1,0,0,1418,37.33
Thomas,Little Ochlocknee Baptist,,,785,173,1,0,0,0,959,18.06
Thomas,Meigs,,,339,225,0,0,0,0,564,39.89
Thomas,Merrillville,,,383,141,1,1,0,0,526,26.91
Thomas,Metcalfe,,,176,49,0,0,0,0,225,21.78
Thomas,New Covenant,,,1289,415,4,1,0,0,1709,24.35
Thomas,Ochlocknee,,,718,157,1,2,0,0,878,17.94
Thomas,Patten,,,272,51,0,0,0,0,323,15.79
Thomas,Pavo,,,427,105,0,1,0,0,533,19.74
Thomas,Remington Esc,,,951,629,5,2,0,0,1587,39.81
Thomas,Resource Center,,,95,737,2,0,0,0,834,88.58
Thomas,Scott,,,1184,740,5,6,0,0,1935,38.46
Tift,Brighton,,,1570,323,2,2,0,0,1897,17.06
Tift,Brookfield,,,964,178,4,1,0,0,1147,15.59
Tift,Chula,,,931,154,3,1,0,0,1089,14.19
Tift,Docia,,,790,99,2,2,0,0,893,11.14
Tift,Eldorado,,,830,133,0,0,0,0,963,13.81
Tift,Mott-Litman Gym,,,290,1131,1,2,0,0,1424,79.59
Tift,Omega,,,444,116,3,2,0,0,565,20.71
Tift,TY TY,,,687,210,3,0,0,0,900,23.41
Tift,Tifton Lodge,,,1490,750,5,3,0,0,2248,33.48
Tift,Tifton NE,,,1262,772,4,2,0,0,2040,37.95
Tift,Tifton NW,,,1803,769,4,3,0,0,2579,29.9
Tift,Tifton South,,,435,803,4,2,0,0,1244,64.86
Toombs,15361 Lyons,,,1752,563,3,0,0,0,2318,24.32
Toombs,39 Newbranch,,,1050,110,1,1,0,0,1162,9.48
Toombs,43 Cedar Crossing,,,1019,71,1,1,0,0,1092,6.51
Toombs,513 V.P.D.,,,2783,1150,9,7,0,0,3949,29.24
Toombs,514 S.T.I.A.L.C.,,,1604,780,4,3,0,0,2391,32.72
Towns,Hiawassee,,,5041,1086,21,5,0,0,6153,17.72
Towns,Young Harris,,,2114,563,6,2,0,0,2685,21.03
Treutlen,Annex,,,1385,137,1,2,0,0,1525,9.0
Treutlen,Soperton,,,865,727,1,3,0,0,1596,45.67
Troup,Admin,,,662,1359,5,2,0,0,2028,67.24
Troup,East Vernon,,,2026,518,2,0,0,0,2546,20.36
Troup,Gardner,,,937,601,5,1,0,0,1544,39.08
Troup,Grace,,,1933,618,7,2,0,0,2560,24.23
Troup,Gray Hill,,,1044,347,3,5,0,0,1399,24.95
Troup,Griggs,,,534,1649,8,5,0,0,2196,75.54
Troup,Hammett,,,1113,1692,5,10,0,0,2820,60.32
Troup,Hillcrest,,,2242,697,14,7,0,0,2960,23.72
Troup,Hogansville,,,1751,861,8,2,0,0,2622,32.96
Troup,Hollis,,,3033,1575,27,17,0,0,4652,34.18
Troup,Mountville,,,1141,516,4,1,0,0,1662,31.14
Troup,Rosemont,,,2519,573,9,1,0,0,3102,18.53
Troup,West Point,,,457,751,5,0,0,0,1213,62.17
Turner,Ashburn,,,509,1035,6,0,0,0,1550,67.03
Turner,Rebecca,,,729,78,2,0,0,0,809,9.67
Turner,Sycamore,,,1219,252,2,1,0,0,1474,17.13
Twiggs,Dry Branch,,,839,183,3,0,0,0,1025,17.91
Twiggs,Golden Isles,,,519,634,1,1,0,0,1155,54.99
Twiggs,Higgsvillle,,,423,144,2,1,0,0,570,25.4
Twiggs,Jeffersonville/Ware,,,413,661,1,3,0,0,1078,61.55
Twiggs,Shady Grove/Tarvers,,,355,273,0,0,0,0,628,43.47
Union,Blairsville,,,1708,451,17,3,0,0,2179,20.89
Union,Choestoe,,,973,231,6,1,0,0,1211,19.19
Union,Coosa,,,1705,283,8,1,0,0,1997,14.24
Union,Dooley,,,1171,285,7,1,0,0,1464,19.57
Union,Gumlog,,,1659,344,4,3,0,0,2010,17.17
Union,Ivy Log,,,1602,328,3,4,0,0,1937,16.99
Union,Jones Creek,,,1483,332,5,2,0,0,1822,18.29
Union,Owltown,,,1106,289,2,6,0,0,1403,20.72
Union,Pat Colwell,,,1852,467,8,3,0,0,2330,20.14
Union,Suches,,,430,103,2,0,0,0,535,19.32
Union,Trackrock,,,788,196,6,2,0,0,992,19.92
Upson,Redbone,,,5216,1308,14,4,0,0,6542,20.05
Upson,Salem,,,51,246,0,0,0,0,297,82.83
Upson,Town,,,3325,2295,9,7,0,0,5636,40.84
Upson,Yatesville,,,936,249,2,0,0,0,1187,21.01
Walker,Armuchee Valley,,,1033,179,1,0,0,0,1213,14.77
Walker,Chattanooga Valley,,,3656,1060,20,11,0,0,4747,22.48
Walker,Chickamauga,,,4500,894,20,9,0,0,5423,16.57
Walker,Fairview,,,1533,492,3,5,0,0,2033,24.3
Walker,Fairyland,,,604,359,8,5,0,0,976,37.28
Walker,Kensington,,,845,207,5,0,0,0,1057,19.68
Walker,La Fayette,,,3867,927,19,4,0,0,4817,19.34
Walker,Mountain,,,777,212,4,0,0,0,993,21.44
Walker,Rock Spring,,,4200,775,16,13,0,0,5004,15.58
Walker,Rossville,,,2894,1122,29,7,0,0,4052,27.94
Walker,Walnut Grove,,,1553,209,7,2,0,0,1771,11.86
Walton,Bay Creek,,,2213,621,22,7,0,0,2863,21.91
Walton,Between,,,3480,940,24,11,0,0,4455,21.27
Walton,Blasingame,,,932,130,3,1,0,0,1066,12.24
Walton,Bold Springs,,,3222,1033,15,10,0,0,4280,24.28
