county,precinct,contest,candidate,party,method,votes
Talbot,Valley,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Valley,President of the US,Jill Stein,OTH,Advanced Voting,0
Talbot,Junction City,President of the US,Jill Stein,OTH,Election Day,0
Talbot,Junction City,President of the US,Jill Stein,OTH,Absentee by Mail,0
Talbot,Junction City,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Junction City,President of the US,Jill Stein,OTH,Advanced Voting,0
Talbot,Geneva,President of the US,Jill Stein,OTH,Election Day,0
Talbot,Geneva,President of the US,Jill Stein,OTH,Absentee by Mail,0
Talbot,Geneva,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Geneva,President of the US,Jill Stein,OTH,Advanced Voting,0
Talbot,Talbotton,President of the US,Jill Stein,OTH,Election Day,0
Talbot,Talbotton,President of the US,Jill Stein,OTH,Absentee by Mail,0
Talbot,Talbotton,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Talbotton,President of the US,Jill Stein,OTH,Advanced Voting,0
Talbot,Box Springs,President of the US,Jill Stein,OTH,Election Day,1
Talbot,Box Springs,President of the US,Jill Stein,OTH,Absentee by Mail,0
Talbot,Box Springs,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Box Springs,President of the US,Jill Stein,OTH,Advanced Voting,1
Talbot,Flint Hill,President of the US,Jill Stein,OTH,Election Day,0
Talbot,Flint Hill,President of the US,Jill Stein,OTH,Absentee by Mail,0
Talbot,Flint Hill,President of the US,Jill Stein,OTH,Provisional,0
Talbot,Flint Hill,President of the US,Jill Stein,OTH,Advanced Voting,0
Atkinson,Pearson County,President of the US,Donald J. Trump,REP,(not reported),1127
Atkinson,Axson,President of the US,Donald J. Trump,REP,Election Day,179
Atkinson,Axson,President of the US,Donald J. Trump,REP,Absentee by Mail,4
Atkinson,Axson,President of the US,Donald J. Trump,REP,Provisional,0
Atkinson,Axson,President of the US,Donald J. Trump,REP,Advanced Voting,277
Atkinson,Willacoochee,President of the US,Donald J. Trump,REP,Election Day,240
Atkinson,Willacoochee,President of the US,Donald J. Trump,REP,Absentee by Mail,18
Atkinson,Willacoochee,President of the US,Donald J. Trump,REP,Provisional,0
Atkinson,Willacoochee,President of the US,Donald J. Trump,REP,Advanced Voting,322
Atkinson,Pearson City,President of the US,Donald J. Trump,REP,Election Day,78
Atkinson,Pearson City,President of the US,Donald J. Trump,REP,Absentee by Mail,4
Atkinson,Pearson City,President of the US,Donald J. Trump,REP,Provisional,0
Atkinson,Pearson City,President of the US,Donald J. Trump,REP,Advanced Voting,101
Atkinson,Pearson County,President of the US,Kamala D. Harris,DEM,(not reported),144
Atkinson,Axson,President of the US,Kamala D. Harris,DEM,Election Day,15
Atkinson,Axson,President of the US,Kamala D. Harris,DEM,Absentee by Mail,3
Atkinson,Axson,President of the US,Kamala D. Harris,DEM,Provisional,0
Atkinson,Axson,President of the US,Kamala D. Harris,DEM,Advanced Voting,22
Atkinson,Willacoochee,President of the US,Kamala D. Harris,DEM,Election Day,151
Atkinson,Willacoochee,President of the US,Kamala D. Harris,DEM,Absentee by Mail,16
Atkinson,Willacoochee,President of the US,Kamala D. Harris,DEM,Provisional,0
Atkinson,Willacoochee,President of the US,Kamala D. Harris,DEM,Advanced Voting,116
Atkinson,Pearson City,President of the US,Kamala D. Harris,DEM,Election Day,67
Atkinson,Pearson City,President of the US,Kamala D. Harris,DEM,Absentee by Mail,6
Atkinson,Pearson City,President of the US,Kamala D. Harris,DEM,Provisional,0
Atkinson,Pearson City,President of the US,Kamala D. Harris,DEM,Advanced Voting,160
Atkinson,Pearson County,President of the US,Chase Oliver,OTH,(not reported),1
Atkinson,Axson,President of the US,Chase Oliver,OTH,Election Day,1
Atkinson,Axson,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Atkinson,Axson,President of the US,Chase Oliver,OTH,Provisional,0
Atkinson,Axson,President of the US,Chase Oliver,OTH,Advanced Voting,1
Atkinson,Willacoochee,President of the US,Chase Oliver,OTH,Election Day,2
Atkinson,Willacoochee,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Atkinson,Willacoochee,President of the US,Chase Oliver,OTH,Provisional,0
Atkinson,Willacoochee,President of the US,Chase Oliver,OTH,Advanced Voting,0
Atkinson,Pearson City,President of the US,Chase Oliver,OTH,Election Day,0
Atkinson,Pearson City,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Atkinson,Pearson City,President of the US,Chase Oliver,OTH,Provisional,0
Atkinson,Pearson City,President of the US,Chase Oliver,OTH,Advanced Voting,1
Atkinson,Pearson County,President of the US,Jill Stein,OTH,(not reported),0
Atkinson,Axson,President of the US,Jill Stein,OTH,Election Day,0
Atkinson,Axson,President of the US,Jill Stein,OTH,Absentee by Mail,0
Atkinson,Axson,President of the US,Jill Stein,OTH,Provisional,0
Atkinson,Axson,President of the US,Jill Stein,OTH,Advanced Voting,0
Atkinson,Willacoochee,President of the US,Jill Stein,OTH,Election Day,0
Atkinson,Willacoochee,President of the US,Jill Stein,OTH,Absentee by Mail,1
Atkinson,Willacoochee,President of the US,Jill Stein,OTH,Provisional,0
Atkinson,Willacoochee,President of the US,Jill Stein,OTH,Advanced Voting,0
Atkinson,Pearson City,President of the US,Jill Stein,OTH,Election Day,0
Atkinson,Pearson City,President of the US,Jill Stein,OTH,Absentee by Mail,0
Atkinson,Pearson City,President of the US,Jill Stein,OTH,Provisional,0
Atkinson,Pearson City,President of the US,Jill Stein,OTH,Advanced Voting,0
Clay,Bluffton,President of the US,Donald J. Trump,REP,Election Day,50
Clay,Bluffton,President of the US,Donald J. Trump,REP,Absentee by Mail,11
Clay,Bluffton,President of the US,Donald J. Trump,REP,Provisional,0
Clay,Bluffton,President of the US,Donald J. Trump,REP,Advanced Voting,113
Clay,Zetto,President of the US,Donald J. Trump,REP,Election Day,19
Clay,Zetto,President of the US,Donald J. Trump,REP,Absentee by Mail,7
Clay,Zetto,President of the US,Donald J. Trump,REP,Provisional,0
Clay,Zetto,President of the US,Donald J. Trump,REP,Advanced Voting,48
Clay,Court House,President of the US,Donald J. Trump,REP,Election Day,19
Clay,Court House,President of the US,Donald J. Trump,REP,Absentee by Mail,1
Clay,Court House,President of the US,Donald J. Trump,REP,Provisional,0
Clay,Court House,President of the US,Donald J. Trump,REP,Advanced Voting,35
Clay,Old Head Start,President of the US,Donald J. Trump,REP,Election Day,29
Clay,Old Head Start,President of the US,Donald J. Trump,REP,Absentee by Mail,4
Clay,Old Head Start,President of the US,Donald J. Trump,REP,Provisional,0
Clay,Old Head Start,President of the US,Donald J. Trump,REP,Advanced Voting,109
Clay,Days Cross Road,President of the US,Donald J. Trump,REP,Election Day,38
Clay,Days Cross Road,President of the US,Donald J. Trump,REP,Absentee by Mail,8
Clay,Days Cross Road,President of the US,Donald J. Trump,REP,Provisional,0
Clay,Days Cross Road,President of the US,Donald J. Trump,REP,Advanced Voting,172
Clay,Bluffton,President of the US,Kamala D. Harris,DEM,Election Day,40
Clay,Bluffton,President of the US,Kamala D. Harris,DEM,Absentee by Mail,11
Clay,Bluffton,President of the US,Kamala D. Harris,DEM,Provisional,0
Clay,Bluffton,President of the US,Kamala D. Harris,DEM,Advanced Voting,43
Clay,Zetto,President of the US,Kamala D. Harris,DEM,Election Day,54
Clay,Zetto,President of the US,Kamala D. Harris,DEM,Absentee by Mail,27
Clay,Zetto,President of the US,Kamala D. Harris,DEM,Provisional,0
Clay,Zetto,President of the US,Kamala D. Harris,DEM,Advanced Voting,83
Clay,Court House,President of the US,Kamala D. Harris,DEM,Election Day,82
Clay,Court House,President of the US,Kamala D. Harris,DEM,Absentee by Mail,24
Clay,Court House,President of the US,Kamala D. Harris,DEM,Provisional,0
Clay,Court House,President of the US,Kamala D. Harris,DEM,Advanced Voting,91
Clay,Old Head Start,President of the US,Kamala D. Harris,DEM,Election Day,54
Clay,Old Head Start,President of the US,Kamala D. Harris,DEM,Absentee by Mail,33
Clay,Old Head Start,President of the US,Kamala D. Harris,DEM,Provisional,0
Clay,Old Head Start,President of the US,Kamala D. Harris,DEM,Advanced Voting,84
Clay,Days Cross Road,President of the US,Kamala D. Harris,DEM,Election Day,34
Clay,Days Cross Road,President of the US,Kamala D. Harris,DEM,Absentee by Mail,19
Clay,Days Cross Road,President of the US,Kamala D. Harris,DEM,Provisional,0
Clay,Days Cross Road,President of the US,Kamala D. Harris,DEM,Advanced Voting,92
Clay,Bluffton,President of the US,Chase Oliver,OTH,Election Day,2
Clay,Bluffton,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Clay,Bluffton,President of the US,Chase Oliver,OTH,Provisional,0
Clay,Bluffton,President of the US,Chase Oliver,OTH,Advanced Voting,1
Clay,Zetto,President of the US,Chase Oliver,OTH,Election Day,0
Clay,Zetto,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Clay,Zetto,President of the US,Chase Oliver,OTH,Provisional,0
Clay,Zetto,President of the US,Chase Oliver,OTH,Advanced Voting,0
Clay,Court House,President of the US,Chase Oliver,OTH,Election Day,0
Clay,Court House,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Clay,Court House,President of the US,Chase Oliver,OTH,Provisional,0
Clay,Court House,President of the US,Chase Oliver,OTH,Advanced Voting,0
Clay,Old Head Start,President of the US,Chase Oliver,OTH,Election Day,1
Clay,Old Head Start,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Clay,Old Head Start,President of the US,Chase Oliver,OTH,Provisional,0
Clay,Old Head Start,President of the US,Chase Oliver,OTH,Advanced Voting,0
Clay,Days Cross Road,President of the US,Chase Oliver,OTH,Election Day,2
Clay,Days Cross Road,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Clay,Days Cross Road,President of the US,Chase Oliver,OTH,Provisional,0
Clay,Days Cross Road,President of the US,Chase Oliver,OTH,Advanced Voting,0
Clay,Bluffton,President of the US,Jill Stein,OTH,Election Day,0
Clay,Bluffton,President of the US,Jill Stein,OTH,Absentee by Mail,0
Clay,Bluffton,President of the US,Jill Stein,OTH,Provisional,0
Clay,Bluffton,President of the US,Jill Stein,OTH,Advanced Voting,0
Clay,Zetto,President of the US,Jill Stein,OTH,Election Day,0
Clay,Zetto,President of the US,Jill Stein,OTH,Absentee by Mail,0
Clay,Zetto,President of the US,Jill Stein,OTH,Provisional,0
Clay,Zetto,President of the US,Jill Stein,OTH,Advanced Voting,1
Clay,Court House,President of the US,Jill Stein,OTH,Election Day,0
Clay,Court House,President of the US,Jill Stein,OTH,Absentee by Mail,0
Clay,Court House,President of the US,Jill Stein,OTH,Provisional,0
Clay,Court House,President of the US,Jill Stein,OTH,Advanced Voting,0
Clay,Old Head Start,President of the US,Jill Stein,OTH,Election Day,0
Clay,Old Head Start,President of the US,Jill Stein,OTH,Absentee by Mail,0
Clay,Old Head Start,President of the US,Jill Stein,OTH,Provisional,0
Clay,Old Head Start,President of the US,Jill Stein,OTH,Advanced Voting,1
Clay,Days Cross Road,President of the US,Jill Stein,OTH,Election Day,0
Clay,Days Cross Road,President of the US,Jill Stein,OTH,Absentee by Mail,0
Clay,Days Cross Road,President of the US,Jill Stein,OTH,Provisional,0
Clay,Days Cross Road,President of the US,Jill Stein,OTH,Advanced Voting,0
Chattahoochee,Robinson Recreation Center,President of the US,Donald J. Trump,REP,(not reported),982
Chattahoochee,Robinson Recreation Center,President of the US,Kamala D. Harris,DEM,(not reported),703
Chattahoochee,Robinson Recreation Center,President of the US,Chase Oliver,OTH,(not reported),6
Chattahoochee,Robinson Recreation Center,President of the US,Jill Stein,OTH,(not reported),3
Macon,Ideal,President of the US,Donald J. Trump,REP,Election Day,151
Macon,Ideal,President of the US,Donald J. Trump,REP,Absentee by Mail,11
Macon,Ideal,President of the US,Donald J. Trump,REP,Provisional,0
Macon,Ideal,President of the US,Donald J. Trump,REP,Advanced Voting,378
Macon,Oglethorpe,President of the US,Donald J. Trump,REP,Election Day,71
Macon,Oglethorpe,President of the US,Donald J. Trump,REP,Absentee by Mail,10
Macon,Oglethorpe,President of the US,Donald J. Trump,REP,Provisional,0
Macon,Oglethorpe,President of the US,Donald J. Trump,REP,Advanced Voting,338
Macon,Marshallville,President of the US,Donald J. Trump,REP,Election Day,119
Macon,Marshallville,President of the US,Donald J. Trump,REP,Absentee by Mail,7
Macon,Marshallville,President of the US,Donald J. Trump,REP,Provisional,0
Macon,Marshallville,President of the US,Donald J. Trump,REP,Advanced Voting,287
Macon,Montezuma #4,President of the US,Donald J. Trump,REP,Election Day,67
Macon,Montezuma #4,President of the US,Donald J. Trump,REP,Absentee by Mail,7
Macon,Montezuma #4,President of the US,Donald J. Trump,REP,Provisional,0
Macon,Montezuma #4,President of the US,Donald J. Trump,REP,Advanced Voting,273
Macon,Montezuma #5,President of the US,Donald J. Trump,REP,Election Day,25
Macon,Montezuma #5,President of the US,Donald J. Trump,REP,Absentee by Mail,7
Macon,Montezuma #5,President of the US,Donald J. Trump,REP,Provisional,0
Macon,Montezuma #5,President of the US,Donald J. Trump,REP,Advanced Voting,165
Macon,Ideal,President of the US,Kamala D. Harris,DEM,Election Day,99
Macon,Ideal,President of the US,Kamala D. Harris,DEM,Absentee by Mail,20
Macon,Ideal,President of the US,Kamala D. Harris,DEM,Provisional,0
Macon,Ideal,President of the US,Kamala D. Harris,DEM,Advanced Voting,244
Macon,Oglethorpe,President of the US,Kamala D. Harris,DEM,Election Day,102
Macon,Oglethorpe,President of the US,Kamala D. Harris,DEM,Absentee by Mail,31
Macon,Oglethorpe,President of the US,Kamala D. Harris,DEM,Provisional,0
Macon,Oglethorpe,President of the US,Kamala D. Harris,DEM,Advanced Voting,376
Macon,Marshallville,President of the US,Kamala D. Harris,DEM,Election Day,331
Macon,Marshallville,President of the US,Kamala D. Harris,DEM,Absentee by Mail,40
Macon,Marshallville,President of the US,Kamala D. Harris,DEM,Provisional,0
Macon,Marshallville,President of the US,Kamala D. Harris,DEM,Advanced Voting,190
Macon,Montezuma #4,President of the US,Kamala D. Harris,DEM,Election Day,200
Macon,Montezuma #4,President of the US,Kamala D. Harris,DEM,Absentee by Mail,40
Macon,Montezuma #4,President of the US,Kamala D. Harris,DEM,Provisional,0
Macon,Montezuma #4,President of the US,Kamala D. Harris,DEM,Advanced Voting,404
Macon,Montezuma #5,President of the US,Kamala D. Harris,DEM,Election Day,226
Macon,Montezuma #5,President of the US,Kamala D. Harris,DEM,Absentee by Mail,64
Macon,Montezuma #5,President of the US,Kamala D. Harris,DEM,Provisional,0
Macon,Montezuma #5,President of the US,Kamala D. Harris,DEM,Advanced Voting,388
Macon,Ideal,President of the US,Chase Oliver,OTH,Election Day,0
Macon,Ideal,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Macon,Ideal,President of the US,Chase Oliver,OTH,Provisional,0
Macon,Ideal,President of the US,Chase Oliver,OTH,Advanced Voting,0
Macon,Oglethorpe,President of the US,Chase Oliver,OTH,Election Day,1
Macon,Oglethorpe,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Macon,Oglethorpe,President of the US,Chase Oliver,OTH,Provisional,0
Macon,Oglethorpe,President of the US,Chase Oliver,OTH,Advanced Voting,1
Macon,Marshallville,President of the US,Chase Oliver,OTH,Election Day,1
Macon,Marshallville,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Macon,Marshallville,President of the US,Chase Oliver,OTH,Provisional,0
Macon,Marshallville,President of the US,Chase Oliver,OTH,Advanced Voting,2
Macon,Montezuma #4,President of the US,Chase Oliver,OTH,Election Day,0
Macon,Montezuma #4,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Macon,Montezuma #4,President of the US,Chase Oliver,OTH,Provisional,0
Macon,Montezuma #4,President of the US,Chase Oliver,OTH,Advanced Voting,2
Macon,Montezuma #5,President of the US,Chase Oliver,OTH,Election Day,2
Macon,Montezuma #5,President of the US,Chase Oliver,OTH,Absentee by Mail,0
Macon,Montezuma #5,President of the US,Chase Oliver,OTH,Provisional,0
Macon,Montezuma #5,President of the US,Chase Oliver,OTH,Advanced Voting,2
Macon,Ideal,President of the US,Jill Stein,OTH,Election Day,1
Macon,Ideal,President of the US,Jill Stein,OTH,Absentee by Mail,0
Macon,Ideal,President of the US,Jill Stein,OTH,Provisional,0
Macon,Ideal,President of the US,Jill Stein,OTH,Advanced Voting,0
Macon,Oglethorpe,President of the US,Jill Stein,OTH,Election Day,0
Macon,Oglethorpe,President of the US,Jill Stein,OTH,Absentee by Mail,0
Macon,Oglethorpe,President of the US,Jill Stein,OTH,Provisional,0
