"tgt","id","part","x","y"
"25 WINDERMERE",3,1,6.7362,0.6127
"25 WINDERMERE",3,1,6.6604,0.5766
"25 WINDERMERE",3,1,6.6034,0.5759
"25 WINDERMERE",3,1,6.4389,0.5869
"25 WINDERMERE",3,1,6.3664,0.6123
"25 WINDERMERE",3,1,6.1113,0.739
"25 WINDERMERE",3,1,6.0119,0.8898
"25 WINDERMERE",3,1,5.9471,0.9169
"25 WINDERMERE",3,1,5.9084,0.8911
"25 WINDERMERE",3,1,5.862,0.8137
"25 WINDERMERE",3,1,5.783,0.7411
"25 WINDERMERE",3,1,5.7668,0.6674
"25 WINDERMERE",3,1,5.7033,0.594
"25 WINDERMERE",3,1,5.5321,0.546
"25 WINDERMERE",3,1,5.4707,0.5764
"25 WINDERMERE",3,1,5.3994,0.6536
"25 WINDERMERE",3,1,5.3763,0.8249
"25 WINDERMERE",3,1,5.4208,0.921
"25 WINDERMERE",3,1,5.4327,1.0234
"25 WINDERMERE",3,1,5.3512,1.088
"25 WINDERMERE",3,1,5.3657,1.1523
"25 WINDERMERE",3,1,5.2895,1.1777
"25 WINDERMERE",3,1,5.1708,1.1668
"25 WINDERMERE",3,1,5.0968,1.1922
"25 WINDERMERE",3,1,4.9484,1.2117
"25 WINDERMERE",3,1,4.8833,1.2481
"25 WINDERMERE",3,1,4.8199,1.2246
"25 WINDERMERE",3,1,4.7748,1.1489
"25 WINDERMERE",3,1,4.782,1.0406
"25 WINDERMERE",3,1,4.7462,1.0134
"25 WINDERMERE",3,1,4.588,1.0043
"25 WINDERMERE",3,1,4.4872,0.9781
"25 WINDERMERE",3,1,4.4157,0.9201
"25 WINDERMERE",3,1,4.3702,0.8609
"25 WINDERMERE",3,1,4.3493,0.8505
"25 WINDERMERE",3,1,4.0809,0.6999
"25 WINDERMERE",3,1,4.0442,0.6302
"25 WINDERMERE",3,1,3.9841,0.5603
"25 WINDERMERE",3,1,3.9033,0.5047
"25 WINDERMERE",3,1,3.8403,0.4127
"25 WINDERMERE",3,1,3.6521,0.2427
"25 WINDERMERE",3,1,3.5298,0.0597
"25 WINDERMERE",3,1,3.4399,0
"25 WINDERMERE",3,1,3.3649,0.0089
"25 WINDERMERE",3,1,3.2851,0.0659
"25 WINDERMERE",3,1,3.1979,0.0609
"25 WINDERMERE",3,1,3.1489,0.077
"25 WINDERMERE",3,1,3.059,0.1565
"25 WINDERMERE",3,1,2.9784,0.2522
"25 WINDERMERE",3,1,2.8728,0.3258
"25 WINDERMERE",3,1,2.735,0.3927
"25 WINDERMERE",3,1,2.6944,0.3586
"25 WINDERMERE",3,1,2.6611,0.2645
"25 WINDERMERE",3,1,2.6164,0.2372
"25 WINDERMERE",3,1,2.4626,0.2852
"25 WINDERMERE",3,1,2.3533,0.3674
"25 WINDERMERE",3,1,2.2478,0.4833
"25 WINDERMERE",3,1,2.1623,0.5932
"25 WINDERMERE",3,1,2.2729,0.8004
"25 WINDERMERE",3,1,2.337,0.9246
"25 WINDERMERE",3,1,2.3518,1.0198
"25 WINDERMERE",3,1,2.3444,1.0856
"25 WINDERMERE",3,1,2.235,1.3952
"25 WINDERMERE",3,1,2.226,1.5432
"25 WINDERMERE",3,1,2.262,1.6653
"25 WINDERMERE",3,1,2.3726,1.9148
"25 WINDERMERE",3,1,2.3844,1.9973
"25 WINDERMERE",3,1,2.3805,2.2026
"25 WINDERMERE",3,1,2.3564,2.8313
"25 WINDERMERE",3,1,2.3254,3.0685
"25 WINDERMERE",3,1,2.2815,3.1333
"25 WINDERMERE",3,1,2.3272,3.1563
"25 WINDERMERE",3,1,2.3832,3.1463
"25 WINDERMERE",3,1,2.4998,3.1609
"25 WINDERMERE",3,1,2.6356,3.1872
"25 WINDERMERE",3,1,2.7238,3.1833
"25 WINDERMERE",3,1,2.9771,3.1342
"25 WINDERMERE",3,1,3.203,3.0684
"25 WINDERMERE",3,1,3.3155,3.0495
"25 WINDERMERE",3,1,3.4428,3.0074
"25 WINDERMERE",3,1,3.5799,2.9915
"25 WINDERMERE",3,1,3.7433,2.9887
"25 WINDERMERE",3,1,3.8131,2.9602
"25 WINDERMERE",3,1,3.9221,2.9637
"25 WINDERMERE",3,1,4.0204,2.9512
"25 WINDERMERE",3,1,4.0536,2.9479
"25 WINDERMERE",3,1,4.1779,2.86
"25 WINDERMERE",3,1,4.2662,2.8247
"25 WINDERMERE",3,1,4.3433,2.9349
"25 WINDERMERE",3,1,4.4602,3.0342
"25 WINDERMERE",3,1,4.4794,3.117
"25 WINDERMERE",3,1,4.4766,3.2339
"25 WINDERMERE",3,1,4.528,3.3368
"25 WINDERMERE",3,1,4.6682,3.4962
"25 WINDERMERE",3,1,4.8093,3.7459
"25 WINDERMERE",3,1,4.8403,3.9166
"25 WINDERMERE",3,1,4.8346,4.3959
"25 WINDERMERE",3,1,4.9457,4.548
"25 WINDERMERE",3,1,4.9914,4.5794
"25 WINDERMERE",3,1,5.1166,4.5855
"25 WINDERMERE",3,1,5.1851,4.6873
"25 WINDERMERE",3,1,5.2838,4.6154
"25 WINDERMERE",3,1,5.4548,4.5121
"38 DAVES CREEK",4,1,2.5496,6.0154
"38 DAVES CREEK",4,1,2.5511,5.9062
"38 DAVES CREEK",4,1,2.5521,5.8881
"38 DAVES CREEK",4,1,2.7107,5.8987
"38 DAVES CREEK",4,1,3.0732,5.8358
"38 DAVES CREEK",4,1,3.1146,5.8409
"38 DAVES CREEK",4,1,3.0491,5.6319
"38 DAVES CREEK",4,1,3.0631,5.5901
"38 DAVES CREEK",4,1,3.2581,5.5947
"38 DAVES CREEK",4,1,3.2517,5.8326
"38 DAVES CREEK",4,1,3.2508,5.8724
"38 DAVES CREEK",4,1,3.4229,5.6953
"38 DAVES CREEK",4,1,3.5623,5.6432
"38 DAVES CREEK",4,1,3.6796,5.6271
"38 DAVES CREEK",4,1,3.8788,5.6539
"38 DAVES CREEK",4,1,4.0035,5.6544
"38 DAVES CREEK",4,1,4.2014,5.6012
"38 DAVES CREEK",4,1,4.272,5.5929
"38 DAVES CREEK",4,1,4.2949,5.5546
"38 DAVES CREEK",4,1,4.3901,5.5518
"38 DAVES CREEK",4,1,4.4323,5.5982
"38 DAVES CREEK",4,1,4.6839,5.2289
"38 DAVES CREEK",4,1,4.8263,5.0142
"38 DAVES CREEK",4,1,4.9201,4.9026
"38 DAVES CREEK",4,1,5.1851,4.6873
"38 DAVES CREEK",4,1,5.1166,4.5855
"38 DAVES CREEK",4,1,4.9914,4.5794
"38 DAVES CREEK",4,1,4.9457,4.548
"38 DAVES CREEK",4,1,4.8346,4.3959
"38 DAVES CREEK",4,1,4.8403,3.9166
"38 DAVES CREEK",4,1,4.8093,3.7459
"38 DAVES CREEK",4,1,4.6682,3.4962
"38 DAVES CREEK",4,1,4.528,3.3368
"38 DAVES CREEK",4,1,4.4766,3.2339
"38 DAVES CREEK",4,1,4.4794,3.117
"38 DAVES CREEK",4,1,4.4602,3.0342
"38 DAVES CREEK",4,1,4.3433,2.9349
"38 DAVES CREEK",4,1,4.2662,2.8247
"38 DAVES CREEK",4,1,4.1779,2.86
"38 DAVES CREEK",4,1,4.0536,2.9479
"38 DAVES CREEK",4,1,4.0204,2.9512
"38 DAVES CREEK",4,1,3.9221,2.9637
"38 DAVES CREEK",4,1,3.8131,2.9602
"38 DAVES CREEK",4,1,3.7433,2.9887
"38 DAVES CREEK",4,1,3.5799,2.9915
"38 DAVES CREEK",4,1,3.4428,3.0074
"38 DAVES CREEK",4,1,3.3155,3.0495
"38 DAVES CREEK",4,1,3.203,3.0684
"38 DAVES CREEK",4,1,2.9771,3.1342
"38 DAVES CREEK",4,1,2.7238,3.1833
"38 DAVES CREEK",4,1,2.6356,3.1872
"38 DAVES CREEK",4,1,2.4998,3.1609
"38 DAVES CREEK",4,1,2.3832,3.1463
"38 DAVES CREEK",4,1,2.3272,3.1563
"38 DAVES CREEK",4,1,2.2815,3.1333
"38 DAVES CREEK",4,1,2.2488,3.1621
"38 DAVES CREEK",4,1,2.0671,3.2608
"38 DAVES CREEK",4,1,1.9974,3.3209
"38 DAVES CREEK",4,1,1.7341,3.2179
"38 DAVES CREEK",4,1,1.6206,3.1961
"38 DAVES CREEK",4,1,1.4034,3.1841
"38 DAVES CREEK",4,1,1.1626,3.1825
"38 DAVES CREEK",4,1,1.0838,3.1825
"38 DAVES CREEK",4,1,0.8556,3.2336
"38 DAVES CREEK",4,1,0.6213,3.3779
"38 DAVES CREEK",4,1,0.5077,3.4607
"38 DAVES CREEK",4,1,0.4412,3.5244
"38 DAVES CREEK",4,1,0.4288,3.5348
"38 DAVES CREEK",4,1,0.2845,3.6905
"38 DAVES CREEK",4,1,0.1992,3.722
"38 DAVES CREEK",4,1,0,3.7616
"38 DAVES CREEK",4,1,0.0354,3.8698
"38 DAVES CREEK",4,1,0.0467,3.9972
"38 DAVES CREEK",4,1,0.138,4.0347
"38 DAVES CREEK",4,1,0.3088,4.1435
"38 DAVES CREEK",4,1,0.4438,4.2823
"38 DAVES CREEK",4,1,0.5782,4.4632
"38 DAVES CREEK",4,1,0.798,4.7431
"38 DAVES CREEK",4,1,1.0588,5.0892
"38 DAVES CREEK",4,1,1.4132,5.5435
"38 DAVES CREEK",4,1,1.8977,5.5649
"38 DAVES CREEK",4,1,1.891,5.522
"38 DAVES CREEK",4,1,1.9067,5.2408
"38 DAVES CREEK",4,1,1.9699,5.2404
"38 DAVES CREEK",4,1,2.0607,5.3984
"38 DAVES CREEK",4,1,2.1117,5.3995
"38 DAVES CREEK",4,1,2.1928,5.5879
"38 DAVES CREEK",4,1,2.2879,5.7278
"38 DAVES CREEK",4,1,2.2758,5.8439
"38 DAVES CREEK",4,1,2.2965,5.9434
"38 DAVES CREEK",4,1,2.4753,5.9317
"38 DAVES CREEK",4,1,2.5496,6.0154
"07 CUMMING",5,1,3.1778,5.8598
"07 CUMMING",5,1,3.2517,5.8326
"07 CUMMING",5,1,3.2581,5.5947
"07 CUMMING",5,1,3.0631,5.5901
"07 CUMMING",5,1,3.0491,5.6319
"07 CUMMING",5,1,3.1146,5.8409
"07 CUMMING",5,1,3.1778,5.8598
"07 CUMMING",5,2,2.5496,6.0154
"07 CUMMING",5,2,2.4753,5.9317
"07 CUMMING",5,2,2.2965,5.9434
"07 CUMMING",5,2,2.2758,5.8439
"07 CUMMING",5,2,2.2879,5.7278
"07 CUMMING",5,2,2.1928,5.5879
"07 CUMMING",5,2,2.1117,5.3995
"07 CUMMING",5,2,2.0607,5.3984
"07 CUMMING",5,2,1.9699,5.2404
"07 CUMMING",5,2,1.9067,5.2408
"07 CUMMING",5,2,1.891,5.522
"07 CUMMING",5,2,1.8977,5.5649
"07 CUMMING",5,2,1.4132,5.5435
"07 CUMMING",5,2,1.5364,5.6905
"07 CUMMING",5,2,1.7208,5.8575
"07 CUMMING",5,2,1.9516,6.012
"07 CUMMING",5,2,2.2837,6.1906
"07 CUMMING",5,2,2.6682,6.4028
"07 CUMMING",5,2,2.654,6.2526
"07 CUMMING",5,2,2.6191,6.156
"07 CUMMING",5,2,2.5496,6.0154
