"seed","seed_vap_black","d5_vap_black_pct","d5_reg_black_pct","d4_vap_black_pct","d4_reg_black_pct"
"131530203023001",35,59.996,58.044,56.534,54.971
"131530203023002",36,59.996,58.044,56.534,54.971
"131530203023006",30,59.996,58.044,56.534,54.971
"131530203023008",18,59.996,58.044,56.534,54.971
"131530203023009",25,59.996,58.044,56.534,54.971
"131530203023011",28,59.996,58.044,56.534,54.971
"131530203024000",29,59.996,58.044,56.534,54.971
"131530203024001",49,59.996,58.044,56.534,54.971
"131530203024002",37,59.996,58.044,56.534,54.971
"131530203024004",26,59.996,58.044,56.534,54.971
"131530203024005",28,59.996,58.044,56.534,54.971
"131530203024006",59,59.996,58.044,56.534,54.971
"131530203024007",20,59.996,58.044,56.534,54.971
"131530203024009",36,59.996,58.044,56.534,54.971
"131530203024011",48,59.996,58.044,56.534,54.971
"131530203024012",24,59.996,58.044,56.534,54.971
"131530203024014",20,59.996,58.044,56.534,54.971
"131530203024016",37,59.996,58.044,56.534,54.971
"131530203024017",23,59.996,58.044,56.534,54.971
"131530203024018",19,59.996,58.044,56.534,54.971
"131530203021000",165,59.996,58.044,56.534,54.971
"131530203021001",99,59.996,58.044,56.534,54.971
"131530203021003",30,59.996,58.044,56.534,54.971
"131530203021005",52,59.996,58.044,56.534,54.971
"131530203021006",17,59.996,58.044,56.534,54.971
"131530203021008",29,59.996,58.044,56.534,54.971
"131530203021010",40,59.996,58.044,56.534,54.971
"131530203022001",26,59.996,58.044,56.534,54.971
"131530203022004",41,59.996,58.044,56.534,54.971
"131530203022006",78,59.996,58.044,56.534,54.971
"131530203022009",68,59.996,58.044,56.534,54.971
"131530203022010",18,59.996,58.044,56.534,54.971
"131530203022012",31,59.996,58.044,56.534,54.971
"131530203022013",16,59.996,58.044,56.534,54.971
"131530203022014",33,59.996,58.044,56.534,54.971
"131530203022015",35,59.996,58.044,56.534,54.971
"131530203022016",20,59.996,58.044,56.534,54.971
"131530203022017",27,59.996,58.044,56.534,54.971
"131530203022019",22,59.996,58.044,56.534,54.971
"131530203022020",64,59.996,58.044,56.534,54.971
"131530203022024",32,59.996,58.044,56.534,54.971
"131530204003003",37,59.996,58.044,56.534,54.971
"131530204001006",42,59.996,58.044,56.534,54.971
"131530204001016",18,59.996,58.044,56.534,54.971
"131530204001051",45,59.996,58.044,56.534,54.971
"131530204003006",24,59.996,58.044,56.534,54.971
"131530204003008",26,59.996,58.044,56.534,54.971
"131530204003009",35,59.996,58.044,56.534,54.971
"131530204001003",23,59.996,58.044,56.534,54.971
"131530204001005",25,59.996,58.044,56.534,54.971
"131530204001045",23,59.996,58.044,56.534,54.971
"131530204001058",27,60.022,58.153,56.534,54.971
"131530204002004",34,59.996,58.044,56.534,54.971
"131530204002005",37,59.996,58.044,56.534,54.971
"131530204002007",49,59.996,58.044,56.534,54.971
"131530204002008",27,59.996,58.044,56.534,54.971
"131530204002009",40,59.996,58.044,56.534,54.971
"131530204002012",20,59.996,58.044,56.534,54.971
"131530204002016",23,59.996,58.044,56.534,54.971
"131530204002017",16,59.996,58.044,56.534,54.971
"131530204002035",29,59.996,58.044,56.534,54.971
"131530204003001",75,59.996,58.044,56.534,54.971
"131530204003002",23,59.996,58.044,56.534,54.971
"131530204003004",68,59.996,58.044,56.534,54.971
"131530204003005",48,59.996,58.044,56.534,54.971
"131530204003007",30,59.996,58.044,56.534,54.971
"131530204003010",30,59.996,58.044,56.534,54.971
"131530207001002",22,59.996,58.044,56.534,54.971
"131530207002017",16,59.996,58.044,56.534,54.971
"131530207002034",23,59.996,58.044,56.534,54.971
"131530207002036",28,59.996,58.044,56.534,54.971
"131530207003004",26,59.996,58.044,56.534,54.971
"131530207002018",25,59.996,58.044,56.534,54.971
"131530207002030",16,59.996,58.044,56.534,54.971
"131530207003002",19,59.996,58.044,56.534,54.971
"131530207003003",16,59.996,58.044,56.534,54.971
"131530207003005",72,59.996,58.044,56.534,54.971
"131530207003006",35,59.996,58.044,56.534,54.971
"131530207003012",32,59.996,58.044,56.534,54.971
"131530207003013",25,59.996,58.044,56.534,54.971
"131530207003014",22,59.996,58.044,56.534,54.971
"131530207003016",16,59.996,58.044,56.534,54.971
"131530207003017",22,59.996,58.044,56.534,54.971
"131530207003019",16,59.996,58.044,56.534,54.971
"131530207003021",24,59.996,58.044,56.534,54.971
"131530207003022",16,59.996,58.044,56.534,54.971
"131530207003023",27,59.996,58.044,56.534,54.971
"131530207001000",52,59.996,58.044,56.534,54.971
"131530207001003",26,59.996,58.044,56.534,54.971
"131530207001008",106,59.996,58.044,56.534,54.971
"131530207001010",32,59.996,58.044,56.534,54.971
"131530207001011",45,59.996,58.044,56.534,54.971
"131530207001015",87,59.996,58.044,56.534,54.971
"131530207001018",20,59.996,58.044,56.534,54.971
"131530207002002",66,59.996,58.044,56.534,54.971
"131530207002010",73,59.996,58.044,56.534,54.971
"131530207002015",11,59.996,58.044,56.534,54.971
"131530208002008",44,59.959,58.064,56.534,54.971
"131530208002010",32,59.996,58.044,56.534,54.971
"131530208001004",40,59.996,58.044,56.534,54.971
"131530208001007",26,59.996,58.044,56.534,54.971
"131530208001022",14,59.996,58.044,56.534,54.971
"131530208002002",21,59.996,58.044,56.534,54.971
"131530208001003",79,59.996,58.044,56.534,54.971
"131530208001009",19,59.996,58.044,56.534,54.971
"131530208001014",59,59.996,58.044,56.534,54.971
"131530208001015",27,59.996,58.044,56.534,54.971
"131530208001016",44,59.996,58.044,56.534,54.971
"131530208001017",32,59.996,58.044,56.534,54.971
"131530208001018",18,59.996,58.044,56.534,54.971
"131530208001019",16,59.996,58.044,56.534,54.971
"131530208002004",27,59.959,58.064,56.534,54.971
"131530208002009",47,59.996,58.044,56.534,54.971
"131530208002021",24,59.996,58.044,56.534,54.971
"131530209004006",13,60.239,58.03,56.534,54.971
"131530209002017",50,59.996,58.044,56.534,54.971
"131530209002019",16,59.996,58.044,56.534,54.971
"131530209002025",12,59.996,58.044,56.534,54.971
"131530209002026",25,60.191,58.148,56.662,55.074
"131530209003003",17,59.996,58.044,56.534,54.971
"131530209003009",15,60.239,58.03,56.534,54.971
"131530209003016",18,60.239,58.03,56.534,54.971
"131530209003019",76,59.996,58.044,56.534,54.971
"131530210012002",245,60.289,58.287,56.866,55.609
"131530210012003",22,60.289,58.287,56.866,55.609
"131530210012005",35,60.289,58.287,56.866,55.609
"131530210012013",16,60.289,58.287,56.866,55.609
"131530210021012",14,60.307,58.148,56.869,55.294
"131530210022018",14,61.88,58.11,57.546,55.326
"131530211082000",198,61.033,58.067,56.853,55.025
"131530211143021",27,60.167,57.663,56.791,54.756
"131530211143008",17,60.226,57.189,56.885,54.538
"131530211151000",31,59.996,58.044,56.534,54.971
"131530211151031",41,59.996,58.044,56.534,54.971
"131530211151033",12,59.996,58.044,56.534,54.971
"131530211161009",44,59.996,58.044,56.534,54.971
"131530211161025",16,60.289,58.287,56.866,55.609
"131530211162000",413,59.996,58.044,56.534,54.971
"131530211162002",25,59.996,58.044,56.534,54.971
"131530211173012",16,59.996,58.044,56.534,54.971
"131530211183003",160,59.996,58.044,56.534,54.971
"131530211181000",305,60.307,58.148,56.869,55.294
"131530211183005",109,59.996,58.044,56.534,54.971
"131530211183008",16,59.996,58.044,56.534,54.971
"131530211191003",53,60.45,58.081,56.534,54.971
"131530211204033",25,60.972,58.121,56.853,55.025
"131530211204035",42,60.972,58.121,56.853,55.025
"131530211204038",18,60.972,58.121,56.853,55.025
"131530211201000",89,60.972,58.121,56.853,55.025
"131530211202007",58,60.972,58.121,56.853,55.025
"131530211231025",219,60.45,58.081,56.534,54.971
"131530211232012",15,61.378,57.624,57.139,54.627
"131530211241015",12,61.824,58.35,57.636,55.559
"131530211241022",11,61.483,57.984,57.33,55.062
"131530211252008",34,61.891,58.191,57.763,55.539
"131530211252017",16,61.759,58.005,57.665,55.275
"131530211252021",106,61.891,58.191,57.763,55.539
"131530211251013",24,60.455,58.144,56.802,55.139
"131530211252031",25,61.891,58.191,57.763,55.539
"131530211251006",21,60.837,57.748,56.968,55.064
"131530212031024",54,60.357,57.72,56.824,54.832
"131530212041006",55,61.757,58.086,58.203,55.182
"131530212042005",18,60.152,57.949,56.685,54.942
"131530212042043",62,59.996,58.044,56.534,54.971
"131530212051006",111,60.212,57.572,56.534,54.971
"131530212053004",15,59.81,56.977,56.378,54.103
"131530212052000",82,59.996,58.044,56.534,54.971
"131530212052001",14,59.996,58.044,56.534,54.971
"131530212052002",22,59.996,58.044,56.534,54.971
"131530212052003",20,59.996,58.044,56.534,54.971
"131530212052005",22,59.996,58.044,56.534,54.971
"131530212061006",55,59.996,58.044,56.534,54.971
"131530212061009",23,59.996,58.044,56.534,54.971
"131530212063005",29,59.996,58.044,56.534,54.971
"131530212063011",20,59.996,58.044,56.534,54.971
"131530212061010",18,59.996,58.044,56.534,54.971
"131530212061013",27,59.996,58.044,56.534,54.971
"131530212061021",21,59.996,58.044,56.534,54.971
"131530212062008",12,60.212,57.572,56.534,54.971
"131530212063004",89,59.996,58.044,56.534,54.971
"131530212063010",306,59.996,58.044,56.534,54.971
"131530212063012",15,59.996,58.044,56.534,54.971
"131530213002004",113,59.996,58.044,56.534,54.971
"131530213002007",42,59.996,58.044,56.534,54.971
"131530213002011",28,59.996,58.044,56.534,54.971
"131530213004009",30,59.996,58.044,56.534,54.971
"131530213004012",43,59.996,58.044,56.534,54.971
"131530213004025",23,59.996,58.044,56.534,54.971
"131530213002000",126,59.996,58.044,56.534,54.971
"131530213002005",14,59.996,58.044,56.534,54.971
"131530213002008",29,59.996,58.044,56.534,54.971
"131530213002013",34,59.996,58.044,56.534,54.971
"131530213003027",13,59.996,58.044,56.534,54.971
"131530213003067",23,59.996,58.044,56.534,54.971
"131530213004008",18,59.996,58.044,56.534,54.971
"131530213004011",21,59.996,58.044,56.534,54.971
"131530213004016",48,59.996,58.044,56.534,54.971
"131530213004029",17,59.996,58.044,56.534,54.971
"131530214013002",183,59.996,58.044,56.534,54.971
"131530214013001",178,59.996,58.044,56.534,54.971
"131530214013004",124,59.996,58.044,56.534,54.971
"131530214013009",268,60.396,58.189,56.534,54.971
"131530214013014",23,60.396,58.189,56.534,54.971
"131530214021046",109,59.996,58.044,56.534,54.971
"131530214021054",19,60.068,58.002,56.799,55.069
"131530214022021",17,59.996,58.044,56.534,54.971
"131530215021001",11,59.996,58.044,56.534,54.971
"131530215021011",44,59.996,58.044,56.534,54.971
"131530215023047",67,59.996,58.044,56.534,54.971
"131530215023009",36,59.996,58.044,56.534,54.971
"131530215021019",34,59.996,58.044,56.534,54.971
"131530215022021",13,59.996,58.044,56.534,54.971
"131530215022049",24,59.996,58.044,56.534,54.971
"131530215022082",14,59.996,58.044,56.534,54.971
"131530215022083",18,59.996,58.044,56.534,54.971
"131530215022104",14,59.996,58.044,56.534,54.971
