"GEOID20","boe5","pop","pop_black","pop_white","vap","vap_black","vap_white","reg","reg_black","x_km","y_km","area_km2"
"131530212061025",3,0,0,0,0,0,0,0,0,9.5765,20.3907,0.02281
"131530212061029",3,0,0,0,0,0,0,0,0,10.9051,19.5906,0.01861
"131530212062001",3,0,0,0,0,0,0,0,0,9.9518,26.5276,0.0888
"131530212062004",3,89,13,71,75,10,62,16,1,10.5462,24.3615,1.63882
"131530212062021",3,14,3,1,11,3,0,3,0,10.1532,23.5632,0.08042
"131530212062025",3,0,0,0,0,0,0,0,0,10.2385,23.1166,0.00767
"131530212063002",3,0,0,0,0,0,0,0,0,10.3189,22.947,0.01869
"131530212063005",3,71,49,19,50,29,19,0,0,10.2724,20.6459,0.02046
"131530212063008",3,18,6,5,16,4,5,0,0,10.5013,22.4736,0.33594
"131530212063011",3,33,21,1,23,20,1,0,0,11.0878,20.5913,0.00811
"131530212063015",3,0,0,0,0,0,0,8,0,10.1431,20.5463,0.03539
"131530212061000",3,210,107,102,188,93,95,85,41,10.7032,20.1711,0.52222
"131530212061001",3,17,13,4,14,10,4,2,0,10.8472,19.8221,0.00681
"131530212061002",3,16,10,0,14,9,0,4,2,10.3917,20.4543,0.00685
"131530212061004",3,1,1,0,1,1,0,0,0,10.5153,19.9,0.05344
"131530212061005",3,0,0,0,0,0,0,0,0,10.2035,20.2996,0.00634
"131530212061007",3,0,0,0,0,0,0,3,2,9.8823,20.4681,0.04697
"131530212061008",3,0,0,0,0,0,0,6,1,9.6553,20.311,0.15297
"131530212061010",3,34,32,0,20,18,0,5,4,10.3055,20.0027,0.03728
"131530212061011",3,17,14,0,13,12,0,6,5,9.9119,19.9614,0.16313
"131530212061013",3,71,39,30,53,27,25,16,8,10.4026,19.5768,0.17535
"131530212061014",3,6,0,6,6,0,6,4,2,10.5439,19.6171,0.01209
"131530212061015",3,4,4,0,2,2,0,2,2,10.2765,19.7104,0.00334
"131530212061017",3,20,15,3,18,14,3,2,2,10.0877,19.6953,0.01057
"131530212061018",3,19,19,0,17,17,0,3,3,10.122,19.5577,0.02516
"131530212061020",3,23,20,0,14,13,0,2,2,9.6658,19.5762,0.41804
"131530212061021",3,31,27,4,25,21,4,11,10,10.0721,19.4502,0.02975
"131530212061023",3,16,2,7,13,2,5,0,0,10.0537,19.3387,0.00486
"131530212061024",3,0,0,0,0,0,0,0,0,9.2319,19.6683,0.01481
"131530212061026",3,0,0,0,0,0,0,0,0,10.6517,19.649,0.01569
"131530212061027",3,0,0,0,0,0,0,0,0,10.6986,19.5156,0.02499
"131530212061028",3,4,0,1,2,0,0,1,0,10.8074,19.5538,0.01445
"131530212061030",3,0,0,0,0,0,0,0,0,10.2731,19.2686,0.0102
"131530212062000",3,9,2,1,3,1,1,44,22,10.3618,26.3068,1.5747
"131530212062002",3,0,0,0,0,0,0,0,0,9.9437,24.2485,0.04567
"131530212062003",3,0,0,0,0,0,0,0,0,10.0314,23.7584,0.11994
"131530212062005",3,76,10,53,54,10,37,16,3,10.6715,25.5469,0.11439
"131530212062006",3,212,77,119,138,47,78,71,16,11.1767,25.9306,0.86776
"131530212062007",3,29,8,19,18,6,12,12,2,11.1135,25.5684,0.02163
"131530212062008",3,39,24,11,22,12,6,6,4,10.8598,25.2758,0.02689
"131530212062009",3,15,11,2,13,9,2,10,3,10.8651,25.5411,0.02288
"131530212062010",3,27,10,15,21,6,14,10,6,11.0038,25.5758,0.02464
"131530212062011",3,30,4,26,21,1,20,9,0,11.0575,25.3007,0.02305
"131530212062012",3,18,5,8,16,4,7,6,6,10.8918,25.1752,0.0073
"131530212062013",3,51,27,19,43,19,19,8,5,11.1624,25.2209,0.02699
"131530212062014",3,0,0,0,0,0,0,0,0,11.1979,25.0188,0.00552
"131530212062015",3,50,16,15,34,10,15,14,7,10.8638,25.0335,0.14115
"131530212062016",3,38,14,23,27,12,14,11,4,10.7528,25.271,0.0272
"131530212062017",3,17,3,10,16,3,9,2,0,10.7766,23.264,0.34543
"131530212062018",3,13,9,0,4,0,0,0,0,10.6495,23.2161,0.28028
"131530212062019",3,0,0,0,0,0,0,0,0,11.1183,23.841,0.04091
"131530212062020",3,0,0,0,0,0,0,0,0,11.1828,24.6669,0.00988
"131530212062022",3,0,0,0,0,0,0,0,0,10.8126,22.6957,0.03218
"131530212062023",3,5,2,0,4,1,0,0,0,10.863,22.7015,0.13148
"131530212062024",3,0,0,0,0,0,0,0,0,10.7582,22.6004,0.01376
"131530212063000",3,0,0,0,0,0,0,0,0,10.221,22.8786,0.21813
"131530212063001",3,0,0,0,0,0,0,0,0,10.0254,22.9319,0.00495
"131530212063003",3,0,0,0,0,0,0,0,0,9.907,22.0475,0.05706
"131530212063004",3,192,133,54,147,89,53,29,24,10.3146,21.2748,1.23596
"131530212063006",3,0,0,0,0,0,0,0,0,10.3574,20.7169,0.01196
"131530212063007",3,0,0,0,0,0,0,0,0,10.1921,22.2642,0.15238
"131530212063009",3,0,0,0,0,0,0,0,0,10.8891,22.493,0.00891
"131530212063010",3,698,440,233,491,306,167,332,195,10.8941,21.4655,0.72316
"131530212063012",3,25,17,5,21,15,3,14,7,10.7507,21.5967,0.01359
"131530212063013",3,0,0,0,0,0,0,0,0,9.7573,20.8384,0.00086
"131530212063014",3,0,0,0,0,0,0,0,0,9.9323,20.6282,0.01268
"131530213001046",3,0,0,0,0,0,0,0,0,9.6714,20.9398,0.00496
"131530213003057",3,10,0,8,3,0,1,0,0,7.5961,16.1284,0.05628
"131530213004013",3,0,0,0,0,0,0,0,0,9.7477,18.6977,0.00102
"131530213001002",3,0,0,0,0,0,0,0,0,9.4627,24.1615,2.0187
"131530213001005",3,11,8,0,8,5,0,0,0,8.3253,23.8908,1.93508
"131530213001008",3,35,0,31,23,0,20,9,0,6.5049,23.4997,4.37617
"131530213001012",3,48,0,48,43,0,43,14,0,5.3217,22.8659,0.70726
"131530213001015",3,0,0,0,0,0,0,0,0,5.3754,22.5307,0.00938
"131530213001031",3,55,18,33,49,18,29,0,0,9.1773,21.8828,0.01803
"131530213001034",3,55,5,46,51,4,46,13,0,7.9613,20.976,0.01556
"131530213001037",3,22,1,17,19,0,17,1,0,7.692,20.6547,0.00833
"131530213001044",3,0,0,0,0,0,0,0,0,9.4143,20.957,0.00771
"131530213001048",3,36,13,19,35,13,18,6,2,7.1374,20.6175,0.8874
"131530213001051",3,0,0,0,0,0,0,0,0,6.9211,20.1008,0.27467
"131530213002001",3,26,23,2,16,16,0,7,7,9.5373,19.1399,0.02032
"131530213002004",3,179,139,39,147,113,34,87,66,8.9659,18.5731,0.30669
"131530213002007",3,90,63,20,63,42,20,22,17,9.3078,18.8664,0.04261
"131530213002011",3,43,32,8,36,28,5,12,8,9.3467,18.5315,0.02848
"131530213002014",3,0,0,0,0,0,0,0,0,8.9962,18.0732,0.01331
"131530213003002",3,28,1,20,21,1,15,6,0,8.6379,19.0165,0.12006
"131530213003005",3,0,0,0,0,0,0,0,0,6.7904,19.7045,0.32967
"131530213003008",3,0,0,0,0,0,0,0,0,6.5149,20.2831,0.00261
"131530213003012",3,9,1,7,8,1,7,1,0,4.8188,21.587,0.11977
"131530213003030",3,73,27,41,66,27,37,26,13,7.3059,17.636,1.21163
"131530213003033",3,0,0,0,0,0,0,0,0,6.0361,17.6518,0.01593
"131530213003036",3,2,0,2,2,0,2,0,0,3.4928,17.1151,1.9153
"131530213003039",3,9,0,9,9,0,9,6,2,3.3081,17.9057,0.74241
"131530213003043",3,0,0,0,0,0,0,1,0,1.6397,16.6998,2.32226
"131530213003046",3,29,10,18,19,5,13,3,0,6.0379,16.5814,0.06992
"131530213003049",3,13,2,9,10,2,7,20,5,6.861,16.6765,0.0369
"131530213003052",3,0,0,0,0,0,0,0,0,7.3013,16.0193,0.04132
"131530213003055",3,0,0,0,0,0,0,0,0,6.8989,15.0689,0.04066
"131530213003059",3,0,0,0,0,0,0,0,0,7.525,16.8185,0.01806
"131530213003062",3,40,4,33,33,4,26,18,2,8.4016,17.6592,0.16817
"131530213003065",3,0,0,0,0,0,0,6,0,6.6575,14.9945,0.03006
"131530213004006",3,0,0,0,0,0,0,0,0,9.9913,18.9259,0.00754
"131530213004009",3,44,42,0,32,30,0,12,12,10.1712,17.8627,0.05406
"131530213004012",3,70,63,7,50,43,7,17,13,9.9475,18.4773,0.06267
"131530213004015",3,16,8,7,13,8,4,3,2,9.647,18.4928,0.04859
"131530213004018",3,1,1,0,1,1,0,0,0,9.4495,18.301,0.03237
"131530213004021",3,0,0,0,0,0,0,0,0,9.2988,18.1081,0.06016
"131530213004025",3,29,27,1,23,23,0,3,3,9.8501,18.0262,0.03367
"131530213004028",3,5,3,2,2,0,2,0,0,9.7221,17.6963,0.2748
"131530213004031",3,0,0,0,0,0,0,0,0,8.9373,18.0479,0.00207
"131530213004034",3,0,0,0,0,0,0,0,0,8.9108,17.9874,0.01573
"131530213004037",3,0,0,0,0,0,0,0,0,8.944,16.2225,0.16927
"131530213004041",3,23,8,13,21,8,13,3,0,11.0585,17.3585,0.41799
"131530213004046",3,0,0,0,0,0,0,0,0,11.5618,16.7635,0.02306
"131530213004047",3,0,0,0,0,0,0,0,0,11.037,16.4395,1.62197
"131530213004048",3,0,0,0,0,0,0,0,0,11.895,16.5574,0.0597
"131530213004049",3,16,0,15,13,0,12,0,0,12.2704,16.177,0.18079
"131530213004050",3,0,0,0,0,0,0,0,0,12.1933,16.0731,0.01327
"131530213004051",3,0,0,0,0,0,0,0,0,12.1668,16.0754,0.01495
"131530213004052",3,0,0,0,0,0,0,0,0,11.7297,15.8104,0.50952
"131530213004053",3,7,1,4,5,0,4,2,0,9.3546,15.7167,0.40573
"131530213004054",3,0,0,0,0,0,0,0,0,8.8505,15.9141,0.43499
"131530213004055",3,40,2,36,35,2,33,7,0,9.392,15.3863,2.29192
"131530213004056",3,0,0,0,0,0,0,1,0,10.6802,15.8358,0.33401
"131530213001039",3,0,0,0,0,0,0,0,0,6.5516,22.0694,0.04687
"131530213001040",3,0,0,0,0,0,0,0,0,6.3872,22.4493,0.02877
"131530213001041",3,0,0,0,0,0,0,0,0,8.7406,20.0091,0.65703
"131530213001042",3,73,13,53,61,13,42,25,4,8.9395,20.8538,1.44042
"131530213001043",3,6,4,1,6,4,1,0,0,9.4221,20.893,0.00975
"131530213001045",3,9,2,6,7,0,6,0,0,8.5333,21.3643,0.16466
"131530213001047",3,0,0,0,0,0,0,0,0,7.7574,19.733,0.69219
"131530213001049",3,7,1,5,2,1,0,0,0,6.8497,20.4174,0.00993
"131530213001050",3,5,3,2,2,0,2,2,0,6.8153,20.5794,0.02852
"131530213001052",3,0,0,0,0,0,0,1,1,5.017,21.6855,0.042
"131530213002000",3,204,174,22,142,126,10,71,48,9.5123,19.1733,0.41827
"131530213002002",3,0,0,0,0,0,0,0,0,9.0054,19.1976,0.00866
"131530213002003",3,0,0,0,0,0,0,0,0,8.7681,18.5736,0.02475
"131530213002005",3,21,15,3,20,14,3,3,2,9.2147,18.5468,0.01197
"131530213002006",3,0,0,0,0,0,0,0,0,8.9242,18.1886,0.01114
"131530213002008",3,40,36,4,33,29,4,14,13,9.6423,18.8671,0.11459
"131530213002009",3,161,34,126,161,34,126,3,0,9.4995,18.6895,0.04954
"131530213002010",3,34,25,6,15,10,2,11,8,9.3136,18.6423,0.01625
"131530213002012",3,21,18,2,13,12,0,2,1,9.4229,18.4637,0.02745
"131530213002013",3,57,40,13,51,34,13,13,2,9.1449,18.2735,0.07961
"131530213003000",3,0,0,0,0,0,0,0,0,8.9542,19.6063,0.23504
"131530213003001",3,45,25,18,28,14,14,3,1,8.5067,18.8873,0.37983
"131530213003003",3,32,15,17,26,9,17,3,3,8.5668,18.6534,0.0273
"131530213003004",3,0,0,0,0,0,0,0,0,7.4627,19.2484,0.81748
"131530213003006",3,0,0,0,0,0,0,0,0,6.5387,20.2818,0.00408
"131530213003007",3,0,0,0,0,0,0,0,0,6.525,20.3297,0.003
"131530213003009",3,0,0,0,0,0,0,0,0,6.1212,20.5697,0.15261
"131530213003010",3,0,0,0,0,0,0,0,0,5.4899,20.1768,3.00278
"131530213003011",3,0,0,0,0,0,0,0,0,6.4948,19.8139,0.01067
"131530213003013",3,8,0,4,7,0,4,3,0,8.6511,18.4368,0.09775
"131530213003014",3,0,0,0,0,0,0,0,0,8.4013,18.2737,0.04463
"131530213003015",3,77,22,55,69,22,47,3,2,7.994,18.5516,0.42131
"131530213003016",3,0,0,0,0,0,0,1,0,7.8001,18.347,0.00518
"131530213003017",3,85,12,69,66,10,54,2,2,6.4277,18.4201,1.82525
"131530213003018",3,85,4,77,76,4,70,23,3,7.0492,18.2419,0.57248
"131530213003019",3,10,5,5,10,5,5,4,2,5.1368,18.4805,2.2788
"131530213003020",3,0,0,0,0,0,0,0,0,6.5293,19.3293,0.01721
"131530213003021",3,0,0,0,0,0,0,0,0,6.5082,19.8845,0.00392
"131530213003022",3,55,9,44,43,3,38,6,2,7.5223,17.2445,0.81497
"131530213003023",3,4,0,4,4,0,4,0,0,7.9058,16.832,0.03966
"131530213003024",3,0,0,0,0,0,0,0,0,8.1346,16.8108,0.02307
"131530213003025",3,0,0,0,0,0,0,0,0,7.6855,17.079,0.05046
"131530213003026",3,19,1,11,18,0,11,8,0,8.3736,18.0521,0.04165
"131530213003027",3,23,13,6,21,13,4,4,1,6.2247,17.4919,0.12374
"131530213003028",3,0,0,0,0,0,0,1,0,6.7465,17.8705,0.04064
"131530213003029",3,0,0,0,0,0,0,0,0,6.774,17.9226,0.00549
"131530213003031",3,2,0,0,2,0,0,0,0,5.0953,15.965,5.35864
"131530213003032",3,0,0,0,0,0,0,0,0,5.2164,17.3914,0.00724
"131530213003034",3,43,14,26,34,14,17,14,2,3.3129,16.1342,0.68408
"131530213003035",3,14,1,13,8,1,7,0,0,2.9586,16.0668,0.04715
"131530213003037",3,32,9,20,23,6,16,15,9,4.0879,17.8911,0.30607
"131530213003038",3,0,0,0,0,0,0,0,0,4.1591,18.2159,0.01065
"131530213003040",3,61,28,33,53,26,27,36,13,2.6362,15.2589,2.53967
"131530213003041",3,26,8,16,25,7,16,0,0,2.8917,15.9417,0.05427
"131530213003042",3,0,0,0,0,0,0,5,1,2.2283,15.8179,0.03262
"131530213003044",3,8,2,6,7,1,6,2,0,0.9118,18.6265,3.99289
"131530213003045",3,0,0,0,0,0,0,0,0,0.2194,20.1881,0.19374
"131530213003047",3,81,20,61,69,18,51,213,74,6.7142,16.4168,2.04897
"131530213003048",3,10,1,9,5,0,5,16,5,6.8459,16.4127,0.02339
"131530213003050",3,19,0,18,19,0,18,22,6,6.921,16.2932,0.00994
"131530213003051",3,0,0,0,0,0,0,0,0,7.4271,16.4442,0.03831
"131530213003053",3,0,0,0,0,0,0,0,0,6.0919,16.3411,0.01341
"131530213003054",3,53,13,40,41,11,30,11,1,5.7975,17.3868,0.16346
"131530213003056",3,99,37,62,69,24,45,39,12,7.894,15.953,0.82229
"131530213003058",3,0,0,0,0,0,0,0,0,7.9933,16.6176,0.0038
"131530213003060",3,0,0,0,0,0,0,0,0,8.2303,16.5072,0.00821
"131530213003061",3,8,3,5,4,0,4,1,0,8.3708,17.0138,0.25005
"131530213003063",3,0,0,0,0,0,0,0,0,8.0391,16.6901,0.02377
"131530213003064",3,9,1,8,5,0,5,1,0,6.7024,15.3473,0.09159
"131530213003066",3,6,1,5,5,0,5,16,1,6.7862,14.929,0.05141
"131530213003067",3,50,28,21,35,23,11,16,12,3.9335,14.3146,3.68931
"131530213003068",3,8,2,4,4,1,3,5,2,1.6269,14.12,1.97084
"131530213003069",3,26,17,8,16,8,8,8,0,1.3636,15.3253,1.03715
"131530213003070",3,12,5,7,12,5,7,0,0,7.3918,15.3352,0.35923
"131530213003071",3,3,0,3,3,0,3,0,0,7.3239,15.6304,0.05733
"131530213003072",3,27,1,19,23,0,16,7,0,8.3519,17.9224,0.03842
"131530213003073",3,0,0,0,0,0,0,0,0,1.5653,13.4658,0.18805
"131530213003074",3,0,0,0,0,0,0,0,0,1.6904,13.3573,0.07651
"131530213003075",3,32,0,30,26,0,24,0,0,1.4824,13.0466,0.46382
"131530213003076",3,12,7,2,12,7,2,2,0,0.9264,12.8704,0.21232
"131530213003077",3,0,0,0,0,0,0,0,0,1.0223,13.2852,0.01734
"131530213003078",3,20,7,13,20,7,13,10,1,6.7476,17.9747,0.0265
"131530213004000",3,0,0,0,0,0,0,0,0,10.3439,19.2249,0.00101
"131530213004001",3,0,0,0,0,0,0,0,0,10.3054,19.201,0.00148
"131530213004002",3,0,0,0,0,0,0,0,0,10.3236,19.1578,0.00621
"131530213004003",3,0,0,0,0,0,0,0,0,10.3853,19.1644,0.00391
"131530213004004",3,0,0,0,0,0,0,0,0,10.6357,18.4511,0.68081
"131530213004005",3,0,0,0,0,0,0,0,0,10.7674,18.7509,0.00194
"131530213004007",3,22,17,0,12,8,0,7,7,10.0059,18.8244,0.03403
"131530213004008",3,30,21,7,25,18,6,5,2,10.4749,18.0991,0.45046
"131530213004010",3,16,14,0,9,9,0,2,2,10.069,18.7159,0.01027
"131530213004011",3,36,32,2,25,21,2,3,3,9.9575,18.6363,0.05015
"131530213004014",3,0,0,0,0,0,0,0,0,9.5998,18.5567,0.0045
"131530213004016",3,71,63,3,52,48,0,17,15,9.7878,18.332,0.07783
"131530213004017",3,25,22,2,16,14,2,5,5,9.8634,18.312,0.01124
"131530213004019",3,0,0,0,0,0,0,0,0,9.3928,18.3586,0.00233
"131530213004020",3,0,0,0,0,0,0,0,0,9.2176,18.1915,0.00359
"131530213004022",3,17,14,0,13,11,0,3,3,9.5805,18.1808,0.02663
"131530213004023",3,0,0,0,0,0,0,0,0,9.5778,18.2694,0.00677
"131530213004024",3,0,0,0,0,0,0,0,0,9.0652,18.0435,0.0024
"131530213004026",3,26,7,17,24,7,15,10,3,9.7585,17.953,0.07307
"131530213004027",3,24,12,12,20,8,12,9,3,9.5254,17.9052,0.1081
"131530213004029",3,36,28,6,23,17,4,8,7,10.0307,17.8475,0.0223
"131530213004030",3,0,0,0,0,0,0,0,0,9.6892,17.5932,0.02508
"131530213004032",3,0,0,0,0,0,0,0,0,8.7641,18.1039,0.00293
"131530213004033",3,4,4,0,3,3,0,4,3,8.6674,17.2431,0.18458
"131530213004035",3,0,0,0,0,0,0,0,0,8.5415,17.257,0.04734
"131530213004036",3,0,0,0,0,0,0,0,0,8.211,15.7204,0.03883
"131530213004038",3,0,0,0,0,0,0,0,0,9.4278,16.9688,2.33688
"131530213004039",3,0,0,0,0,0,0,0,0,10.6851,17.2632,0.18875
"131530213004040",3,0,0,0,0,0,0,0,0,10.7954,17.3614,0.01957
"131530213004042",3,10,8,1,6,5,0,7,3,10.0537,18.1223,0.05293
"131530213004043",3,20,15,1,17,14,0,9,7,9.8852,18.1689,0.01298
"131530213004044",3,17,15,0,17,15,0,1,1,9.9179,18.1026,0.0079
"131530213004045",3,0,0,0,0,0,0,0,0,9.9478,18.0346,0.00384
"131530213001000",3,44,0,43,32,0,31,10,1,9.7249,26.5478,0.89702
"131530213001001",3,0,0,0,0,0,0,0,0,9.6381,25.882,0.04085
"131530213001003",3,0,0,0,0,0,0,0,0,9.5272,26.2013,0.10846
"131530213001004",3,0,0,0,0,0,0,0,0,9.6184,23.1236,0.00774
"131530213001006",3,0,0,0,0,0,0,0,0,7.2455,24.5692,0.01867
"131530213001007",3,6,5,0,6,5,0,0,0,6.988,24.6464,0.01598
"131530213001009",3,0,0,0,0,0,0,0,0,7.1988,24.5004,0.00716
"131530213001010",3,0,0,0,0,0,0,0,0,7.3934,24.2174,0.12053
"131530213001011",3,5,0,3,5,0,3,0,0,6.2598,25.0962,0.71335
"131530213001013",3,24,4,17,20,0,17,2,0,5.3689,22.6616,0.09951
"131530213001014",3,0,0,0,0,0,0,0,0,4.9697,22.4721,0.01005
"131530213001016",3,0,0,0,0,0,0,0,0,5.4023,22.5101,0.01263
"131530213001017",3,177,5,171,137,5,132,38,2,5.9842,21.7403,2.86213
"131530213001018",3,25,5,20,16,0,16,10,1,5.1865,21.8799,0.0626
"131530213001019",3,0,0,0,0,0,0,0,0,4.9189,22.4329,0.01617
"131530213001020",3,12,4,6,12,4,6,0,0,7.2652,24.3761,0.02629
"131530213001021",3,0,0,0,0,0,0,0,0,7.8478,23.2836,0.50243
"131530213001022",3,0,0,0,0,0,0,0,0,8.2236,22.9054,0.0047
"131530213001023",3,0,0,0,0,0,0,0,0,7.6676,22.5358,0.02248
"131530213001024",3,0,0,0,0,0,0,0,0,7.9255,22.3199,0.05981
"131530213001025",3,8,2,5,6,2,4,0,0,8.0286,22.3973,0.6029
"131530213001026",3,412,182,196,299,116,155,157,59,9.461,22.1129,1.74549
"131530213001027",3,0,0,0,0,0,0,0,0,9.3671,22.8951,0.00173
"131530213001028",3,0,0,0,0,0,0,0,0,8.9152,22.9038,0.01103
"131530213001029",3,5,1,4,5,1,4,0,0,9.3395,22.711,0.02194
"131530213001030",3,0,0,0,0,0,0,0,0,8.6972,22.3583,0.59868
"131530213001032",3,169,5,163,166,3,163,39,1,7.6521,21.2729,1.85398
"131530213001033",3,47,2,45,47,2,45,16,2,8.0546,20.802,0.01618
"131530213001035",3,99,6,88,94,6,83,24,1,8.0937,21.2017,0.21496
"131530213001036",3,29,4,22,26,3,21,2,0,8.1901,20.9701,0.01266
"131530213001038",3,0,0,0,0,0,0,0,0,6.7901,21.3792,0.04294
"131530214011005",3,40,4,31,31,2,25,9,0,16.5039,18.1359,0.06658
"131530214011008",3,17,0,15,12,0,11,0,0,14.4222,18.5792,0.13167
"131530214011011",3,12,3,6,6,0,6,0,0,13.4643,18.7932,0.00541
"131530214011015",3,46,10,35,37,10,26,8,0,12.53,18.5706,0.02495
"131530214011018",3,0,0,0,0,0,0,0,0,11.5897,17.1629,0.20697
"131530214011021",3,63,5,58,44,2,42,20,4,12.1455,18.3029,0.0388
"131530214011024",3,37,0,36,30,0,30,8,0,12.6395,18.5701,0.02317
"131530214011028",3,89,9,78,59,4,53,9,0,12.9515,18.5869,0.09401
"131530214011031",3,10,3,6,9,3,6,1,0,13.9354,17.8708,0.05269
"131530214011034",3,7,0,3,2,0,0,0,0,12.0293,16.6692,0.04894
"131530214011037",3,10,2,8,10,2,8,0,0,14.4961,17.6887,0.16879
"131530214011041",3,0,0,0,0,0,0,2,0,17.7453,16.7577,1.12378
"131530214012012",3,3,0,2,3,0,2,2,0,10.9205,18.8229,0.01348
"131530214012016",3,30,0,26,22,0,21,3,0,11.965,19.0065,0.02969
"131530214012019",3,21,1,15,16,1,10,4,0,12.3507,19.0295,0.03978
"131530214012022",3,31,2,26,20,2,15,2,0,11.5402,18.7337,0.02459
"131530214012025",3,28,0,27,22,0,21,9,0,11.7945,18.764,0.03389
"131530214012029",3,66,8,54,43,4,36,17,2,11.5302,18.5151,0.03688
"131530214012032",3,25,4,18,17,1,16,4,0,12.0943,18.7442,0.01785
"131530214012035",3,13,4,9,6,3,3,8,2,12.1207,18.5909,0.02041
"131530214012038",3,39,3,33,22,3,18,8,0,11.8053,18.4874,0.02949
"131530214013002",3,354,289,55,240,183,49,72,53,13.1047,20.4958,0.27288
"131530214013005",3,0,0,0,0,0,0,0,0,12.6852,20.2292,0.01958
"131530214013008",3,34,11,23,30,11,19,11,4,12.3428,20.1821,0.02672
"131530214013025",3,32,3,20,22,0,14,11,3,12.5879,19.4545,0.02934
"131530214011000",3,0,0,0,0,0,0,0,0,16.5071,18.4529,0.00704
"131530214011001",3,413,19,379,329,12,306,105,9,16.215,17.659,2.2838
"131530214011002",3,87,3,79,69,3,63,17,0,15.9994,18.3015,0.34826
"131530214011003",3,0,0,0,0,0,0,0,0,15.5146,18.6593,0.00452
"131530214011004",3,56,1,46,44,1,34,14,0,16.0842,17.9028,0.04145
"131530214011006",3,14,2,10,11,1,10,4,0,16.0673,18.0109,0.01554
"131530214011007",3,94,36,54,72,30,39,70,12,14.8322,18.1916,1.11562
"131530214011009",3,29,3,20,24,2,18,4,0,13.787,18.3817,0.1705
"131530214011010",3,25,3,20,19,0,17,10,0,13.2597,18.656,0.15534
"131530214011012",3,24,2,21,18,2,16,12,1,12.9003,18.8248,0.04405
"131530214011013",3,47,4,40,31,2,27,19,2,12.5976,18.8374,0.04107
"131530214011014",3,28,6,19,17,6,8,11,3,12.6501,18.7293,0.01263
"131530214011016",3,439,63,359,319,46,258,148,29,12.1354,17.7457,2.11157
"131530214011017",3,0,0,0,0,0,0,0,0,11.769,18.2608,0.04991
"131530214011019",3,120,24,82,84,15,60,51,14,12.1113,18.0941,0.08245
"131530214011020",3,34,2,28,20,1,19,1,0,12.6459,18.0263,0.02396
"131530214011022",3,42,6,31,30,6,22,9,2,12.1014,18.4138,0.03056
"131530214011023",3,45,16,28,39,14,24,18,5,11.9089,18.2773,0.04057
"131530214011025",3,43,5,28,33,5,20,13,2,12.6063,18.2215,0.02678
"131530214011026",3,12,2,9,11,2,8,1,0,12.6998,18.2382,0.01709
"131530214011027",3,45,0,45,34,0,34,17,3,12.7547,18.6074,0.03816
"131530214011029",3,17,0,14,10,0,8,2,0,13.8205,18.5504,0.2849
"131530214011030",3,13,0,0,8,0,0,1,0,14.0291,17.9304,0.0136
"131530214011032",3,28,1,24,21,1,17,3,0,13.5834,18.0696,0.16573
"131530214011033",3,19,3,13,11,1,10,0,0,13.5493,18.3251,0.01897
"131530214011035",3,97,5,92,73,4,69,18,0,15.1309,16.3958,9.51726
"131530214011036",3,22,0,21,21,0,21,1,0,13.9722,17.6573,0.06026
"131530214011038",3,67,1,56,47,0,45,17,1,13.9238,17.2347,0.14788
"131530214011039",3,0,0,0,0,0,0,0,0,12.9863,17.6447,0.23561
"131530214011040",3,45,18,19,29,7,17,17,6,12.1072,18.0272,0.02572
"131530214011042",3,0,0,0,0,0,0,0,0,15.9837,18.5588,0.01838
"131530214011043",3,34,1,27,26,1,21,8,0,14.2779,17.9542,0.0836
"131530214012000",3,30,1,26,23,1,21,8,1,11.959,19.2131,0.08111
"131530214012001",3,14,2,11,14,2,11,1,0,11.636,19.3453,0.04066
"131530214012002",3,14,1,10,12,0,9,5,0,11.357,19.3702,0.04837
"131530214012003",3,14,0,9,7,0,5,1,0,11.1731,19.2829,0.03403
"131530214012004",3,10,2,6,8,0,6,1,0,11.3602,19.2242,0.02063
"131530214012005",3,4,0,2,3,0,2,2,0,11.4797,19.2153,0.00965
"131530214012006",3,47,0,47,31,0,31,6,0,11.6231,19.1248,0.08862
"131530214012007",3,11,1,8,9,0,8,4,1,11.8097,18.9819,0.01527
"131530214012008",3,29,0,27,21,0,19,10,0,11.619,18.9845,0.03839
"131530214012009",3,22,1,20,22,1,20,6,0,11.2932,19.092,0.03829
"131530214012010",3,42,1,41,35,1,34,7,0,11.0553,18.9724,0.05849
"131530214012011",3,6,5,1,1,0,1,1,0,10.8905,18.9751,0.02475
"131530214012013",3,56,3,51,33,1,30,17,3,11.1925,18.6862,0.15252
"131530214012014",3,17,0,13,14,0,10,1,0,11.3018,18.9537,0.01951
"131530214012015",3,26,1,23,17,0,15,8,0,11.1698,18.9232,0.01758
"131530214012017",3,23,3,17,17,3,11,3,1,12.1195,19.0021,0.03063
"131530214012018",3,38,3,30,24,3,16,6,0,12.3045,18.9834,0.02652
"131530214012020",3,49,14,33,32,9,21,13,2,11.3496,18.513,0.03618
"131530214012021",3,0,0,0,0,0,0,0,0,11.4471,18.7131,0.00547
"131530214012023",3,31,8,17,16,3,10,3,0,11.5347,18.8628,0.02115
"131530214012024",3,46,7,38,39,6,32,7,0,11.6795,18.7725,0.03347
"131530214012026",3,50,4,45,33,3,29,16,0,11.9154,18.7495,0.03936
"131530214012027",3,12,6,5,4,0,3,4,0,12.0086,18.8643,0.00938
