"fips","county","state","pop","lat","lon"
"21039","Carlisle","Kentucky",4826,36.8556,-88.9463
"21041","Carroll","Kentucky",10810,38.6692,-85.1407
"21043","Carter","Kentucky",26627,38.3141,-83.0349
"21045","Casey","Kentucky",15941,37.3016,-84.926
"21047","Christian","Kentucky",72748,36.809,-87.4778
"21049","Clark","Kentucky",36972,37.9864,-84.1828
"21051","Clay","Kentucky",20345,37.169,-83.7501
"21053","Clinton","Kentucky",9253,36.7159,-85.1345
"21055","Crittenden","Kentucky",8990,37.3322,-88.095
"21057","Cumberland","Kentucky",5888,36.7824,-85.3897
"21059","Daviess","Kentucky",103312,37.7474,-87.0951
"21061","Edmonson","Kentucky",12126,37.1923,-86.2533
"21063","Elliott","Kentucky",7354,38.123,-83.1087
"21065","Estill","Kentucky",14163,37.7071,-83.9918
"21067","Fayette","Kentucky",322570,38.0203,-84.4944
"21069","Fleming","Kentucky",15082,38.3889,-83.7097
"21071","Floyd","Kentucky",35942,37.5586,-82.7396
"21073","Franklin","Kentucky",51541,38.1954,-84.8672
"21075","Fulton","Kentucky",6515,36.5381,-89.0371
"21077","Gallatin","Kentucky",8690,38.7649,-84.8416
"21079","Garrard","Kentucky",16953,37.6503,-84.5752
"21081","Grant","Kentucky",24941,38.6892,-84.6029
"21083","Graves","Kentucky",36649,36.7422,-88.6507
"21085","Grayson","Kentucky",26420,37.4713,-86.3046
"21087","Green","Kentucky",11107,37.266,-85.5389
"21089","Greenup","Kentucky",35962,38.5544,-82.8092
"21091","Hancock","Kentucky",9095,37.8685,-86.8051
"21093","Hardin","Kentucky",110702,37.7436,-85.9159
"21095","Harlan","Kentucky",26831,36.8661,-83.2338
"21097","Harrison","Kentucky",18692,38.4141,-84.3143
"21099","Hart","Kentucky",19288,37.2804,-85.8878
"21101","Henderson","Kentucky",44793,37.818,-87.5645
"21103","Henry","Kentucky",15678,38.4314,-85.1808
"21105","Hickman","Kentucky",4521,36.6644,-88.9566
"21107","Hopkins","Kentucky",45423,37.3089,-87.522
"21109","Jackson","Kentucky",12955,37.4006,-83.9924
"21111","Jefferson","Kentucky",782969,38.2015,-85.6862
"21113","Jessamine","Kentucky",52991,37.8869,-84.5854
"21115","Johnson","Kentucky",22680,37.8306,-82.8171
"21117","Kenton","Kentucky",169064,39.0111,-84.5491
"21119","Knott","Kentucky",14251,37.329,-82.9424
"21121","Knox","Kentucky",30193,36.9027,-83.9211
"21123","Larue","Kentucky",14867,37.5428,-85.7232
"21125","Laurel","Kentucky",62613,37.092,-84.0875
"21127","Lawrence","Kentucky",16293,38.081,-82.6775
"21129","Lee","Kentucky",7395,37.5907,-83.7027
"21131","Leslie","Kentucky",10513,37.1157,-83.376
"21133","Letcher","Kentucky",21548,37.1468,-82.8072
"21135","Lewis","Kentucky",13080,38.5641,-83.3505
"21137","Lincoln","Kentucky",24275,37.4734,-84.6704
"21139","Livingston","Kentucky",8888,37.1331,-88.3514
"21141","Logan","Kentucky",27432,36.86,-86.8628
"21143","Lyon","Kentucky",8680,37.0655,-88.0795
"21145","McCracken","Kentucky",67875,37.0493,-88.6499
"21147","McCreary","Kentucky",16888,36.713,-84.4474
"21149","McLean","Kentucky",9152,37.5155,-87.2214
"21151","Madison","Kentucky",92701,37.7068,-84.2867
"21153","Magoffin","Kentucky",11637,37.7334,-83.0571
"21155","Marion","Kentucky",19581,37.5701,-85.2844
"21157","Marshall","Kentucky",31659,36.897,-88.34
"21159","Martin","Kentucky",11287,37.8355,-82.517
"21161","Mason","Kentucky",17120,38.6165,-83.7891
"21163","Meade","Kentucky",30003,37.9344,-86.1346
"21165","Menifee","Kentucky",6113,37.9453,-83.596
"21167","Mercer","Kentucky",22641,37.785,-84.8489
"21169","Metcalfe","Kentucky",10286,36.991,-85.641
"21171","Monroe","Kentucky",11338,36.7078,-85.7234
"21173","Montgomery","Kentucky",28114,38.038,-83.9182
"21175","Morgan","Kentucky",13726,37.9145,-83.269
"21177","Muhlenberg","Kentucky",30928,37.2381,-87.1462
"21179","Nelson","Kentucky",46738,37.8208,-85.4595
"21181","Nicholas","Kentucky",7537,38.3246,-84.023
"21183","Ohio","Kentucky",23772,37.4645,-86.8648
"21185","Oldham","Kentucky",67607,38.3726,-85.4592
"21187","Owen","Kentucky",11278,38.531,-84.831
"21189","Owsley","Kentucky",4051,37.4524,-83.6848
"21191","Pendleton","Kentucky",14644,38.7153,-84.3592
"21193","Perry","Kentucky",28473,37.2588,-83.2003
"21195","Pike","Kentucky",58669,37.4639,-82.4272
"21197","Powell","Kentucky",13129,37.8507,-83.8805
"21199","Pulaski","Kentucky",65034,37.0922,-84.6144
"21201","Robertson","Kentucky",2193,38.5209,-84.051
"21203","Rockcastle","Kentucky",16037,37.3809,-84.3512
"21205","Rowan","Kentucky",24662,38.1948,-83.4443
"21207","Russell","Kentucky",17991,37.0308,-85.0585
"21209","Scott","Kentucky",57155,38.2306,-84.5683
"21211","Shelby","Kentucky",48065,38.213,-85.2322
"21213","Simpson","Kentucky",19594,36.7325,-86.5719
"21215","Spencer","Kentucky",19490,38.0631,-85.3503
"21217","Taylor","Kentucky",26023,37.3503,-85.3425
"21219","Todd","Kentucky",12243,36.8121,-87.1732
"21221","Trigg","Kentucky",14061,36.8455,-87.8349
"21223","Trimble","Kentucky",8474,38.6193,-85.3321
"21225","Union","Kentucky",13668,37.6523,-87.9299
"21227","Warren","Kentucky",134554,36.967,-86.4358
"21229","Washington","Kentucky",12027,37.7382,-85.1928
"21231","Wayne","Kentucky",19555,36.8382,-84.846
"21233","Webster","Kentucky",13017,37.5024,-87.6819
"21235","Whitley","Kentucky",36712,36.8141,-84.1415
"21237","Wolfe","Kentucky",6562,37.7398,-83.5097
"21239","Woodford","Kentucky",26871,38.0484,-84.7267
"22001","Acadia","Louisiana",57576,30.2816,-92.351
"22003","Allen","Louisiana",22750,30.6694,-92.7795
"22005","Ascension","Louisiana",126500,30.2544,-90.9341
"22007","Assumption","Louisiana",21039,29.9215,-91.0658
"22009","Avoyelles","Louisiana",39693,31.0573,-92.0675
"22011","Beauregard","Louisiana",36549,30.7235,-93.2825
"22013","Bienville","Louisiana",12981,32.3843,-93.079
"22015","Bossier","Louisiana",128746,32.5608,-93.659
"22017","Caddo","Louisiana",237848,32.4689,-93.7992
"22019","Calcasieu","Louisiana",216785,30.2251,-93.2577
"22021","Caldwell","Louisiana",9645,32.073,-92.1046
"22023","Cameron","Louisiana",5617,29.9571,-93.2109
"22025","Catahoula","Louisiana",8906,31.695,-91.82
"22027","Claiborne","Louisiana",14170,32.8264,-93.0332
"22029","Concordia","Louisiana",18687,31.5922,-91.5463
"22031","De Soto","Louisiana",26812,32.1213,-93.7783
"22033","East Baton Rouge","Louisiana",456781,30.4603,-91.1001
"22035","East Carroll","Louisiana",7459,32.7618,-91.1846
"22037","East Feliciana","Louisiana",19539,30.8205,-91.0906
"22039","Evangeline","Louisiana",32350,30.6903,-92.3616
"22041","Franklin","Louisiana",19774,32.1477,-91.6957
"22043","Grant","Louisiana",22169,31.5302,-92.5381
"22045","Iberia","Louisiana",69929,29.9942,-91.8096
"22047","Iberville","Louisiana",30241,30.271,-91.232
"22049","Jackson","Louisiana",15031,32.2832,-92.6431
"22051","Jefferson","Louisiana",440781,29.9458,-90.1523
"22053","Jefferson Davis","Louisiana",32250,30.2411,-92.7462
"22055","Lafayette","Louisiana",241753,30.1981,-92.0422
"22057","Lafourche","Louisiana",97557,29.6903,-90.634
"22059","LaSalle","Louisiana",14791,31.726,-92.1695
"22061","Lincoln","Louisiana",48396,32.5496,-92.645
"22063","Livingston","Louisiana",142282,30.4824,-90.8431
"22065","Madison","Louisiana",10017,32.3977,-91.1978
"22067","Morehouse","Louisiana",25629,32.7859,-91.8883
"22069","Natchitoches","Louisiana",37515,31.7571,-93.0974
"22071","Orleans","Louisiana",383997,29.9758,-90.053
"22073","Ouachita","Louisiana",160368,32.5164,-92.1319
"22075","Plaquemines","Louisiana",23515,29.7259,-89.9033
"22077","Pointe Coupee","Louisiana",20758,30.6648,-91.4947
"22079","Rapides","Louisiana",130023,31.2864,-92.4554
"22081","Red River","Louisiana",7620,32.0548,-93.3052
"22083","Richland","Louisiana",20043,32.4402,-91.7187
"22085","Sabine","Louisiana",22155,31.5781,-93.5645
"22087","St. Bernard","Louisiana",43764,29.9306,-89.9372
"22089","St. Charles","Louisiana",52549,29.9383,-90.3762
"22091","St. Helena","Louisiana",10920,30.7867,-90.6935
"22093","St. James","Louisiana",20192,30.0208,-90.7366
"22095","St. John the Baptist","Louisiana",42477,30.0722,-90.5112
"22097","St. Landry","Louisiana",82540,30.5101,-92.1127
"22099","St. Martin","Louisiana",51767,30.2311,-91.8374
"22101","St. Mary","Louisiana",49406,29.738,-91.339
"22103","St. Tammany","Louisiana",264570,30.3869,-89.9618
"22105","Tangipahoa","Louisiana",133157,30.5611,-90.449
"22107","Tensas","Louisiana",4147,31.9606,-91.299
"22109","Terrebonne","Louisiana",109580,29.5963,-90.7256
"22111","Union","Louisiana",21107,32.7888,-92.3985
"22113","Vermilion","Louisiana",57359,29.9987,-92.1618
"22115","Vernon","Louisiana",48750,31.0946,-93.2471
"22117","Washington","Louisiana",45463,30.8396,-90.0041
"22119","Webster","Louisiana",36967,32.699,-93.3381
"22121","West Baton Rouge","Louisiana",27199,30.4368,-91.2666
"22123","West Carroll","Louisiana",9751,32.827,-91.4274
"22125","West Feliciana","Louisiana",15310,30.8883,-91.4426
"22127","Winn","Louisiana",13755,31.9306,-92.6779
"23001","Androscoggin","Maine",111139,44.1172,-70.2021
"23003","Aroostook","Maine",67105,46.7013,-68.0884
"23005","Cumberland","Maine",303069,43.7464,-70.305
"23007","Franklin","Maine",29456,44.7074,-70.2259
"23009","Hancock","Maine",55478,44.471,-68.4682
"23011","Kennebec","Maine",123642,44.3956,-69.7489
"23013","Knox","Maine",40607,44.1329,-69.1616
"23015","Lincoln","Maine",35237,44.0343,-69.5534
"23017","Oxford","Maine",57777,44.2793,-70.6141
"23019","Penobscot","Maine",152199,44.9445,-68.7975
"23021","Piscataquis","Maine",16800,45.2427,-69.256
"23023","Sagadahoc","Maine",36699,43.9568,-69.8715
"23025","Somerset","Maine",50477,44.8202,-69.6851
"23027","Waldo","Maine",39607,44.4901,-69.0862
"23029","Washington","Maine",31095,44.8619,-67.466
"23031","York","Maine",211972,43.4225,-70.6402
"24001","Allegany","Maryland",68106,39.6285,-78.8207
"24003","Anne Arundel","Maryland",588261,39.071,-76.6044
"24005","Baltimore","Maryland",854535,39.3688,-76.6203
"24009","Calvert","Maryland",92783,38.5511,-76.5441
"24011","Caroline","Maryland",33293,38.8735,-75.8302
"24013","Carroll","Maryland",172891,39.5262,-76.9931
"24015","Cecil","Maryland",103725,39.6142,-75.9363
"24017","Charles","Maryland",166617,38.5815,-76.9515
"24019","Dorchester","Maryland",32531,38.5713,-76.0117
"24021","Frederick","Maryland",271717,39.4277,-77.4006
"24023","Garrett","Maryland",28806,39.5132,-79.3058
"24025","Harford","Maryland",260924,39.5206,-76.3093
"24027","Howard","Maryland",332317,39.2177,-76.8543
"24029","Kent","Maryland",19198,39.2447,-76.0577
"24031","Montgomery","Maryland",1062061,39.0871,-77.1241
"24033","Prince George's","Maryland",967201,38.9093,-76.8887
"24035","Queen Anne's","Maryland",49874,39.0214,-76.15
"24037","St. Mary's","Maryland",113777,38.3072,-76.578
"24039","Somerset","Maryland",24620,38.1331,-75.7422
"24041","Talbot","Maryland",37526,38.7685,-76.098
"24043","Washington","Maryland",154705,39.6187,-77.7315
"24045","Wicomico","Maryland",103588,38.3723,-75.5938
"24047","Worcester","Maryland",52460,38.3036,-75.2345
"24510","Baltimore","Maryland",585708,39.3144,-76.6181
"25001","Barnstable","Massachusetts",228996,41.6923,-70.3287
"25003","Berkshire","Massachusetts",129026,42.4569,-73.2183
"25005","Bristol","Massachusetts",579200,41.7943,-71.1095
"25007","Dukes","Massachusetts",20600,41.4197,-70.6033
"25009","Essex","Massachusetts",809829,42.6253,-70.9914
"25011","Franklin","Massachusetts",71029,42.5782,-72.5592
"25013","Hampden","Massachusetts",465825,42.1256,-72.5743
"25015","Hampshire","Massachusetts",162308,42.3127,-72.5722
"25017","Middlesex","Massachusetts",1632002,42.4478,-71.2546
"25019","Nantucket","Massachusetts",14255,41.2672,-70.0892
"25021","Norfolk","Massachusetts",725981,42.2024,-71.1464
"25023","Plymouth","Massachusetts",530819,42.0237,-70.8556
"25025","Suffolk","Massachusetts",797936,42.3361,-71.0771
"25027","Worcester","Massachusetts",862111,42.3034,-71.8027
"26001","Alcona","Michigan",10167,44.6681,-83.4656
"26003","Alger","Michigan",8842,46.3845,-86.7118
"26005","Allegan","Michigan",120502,42.6084,-85.871
"26007","Alpena","Michigan",28907,45.0506,-83.5029
"26009","Antrim","Michigan",23431,44.9783,-85.1986
"26011","Arenac","Michigan",15002,44.0445,-83.8845
"26013","Baraga","Michigan",8158,46.7665,-88.45
"26015","Barry","Michigan",62423,42.6185,-85.3494
"26017","Bay","Michigan",103856,43.63,-83.9292
"26019","Benzie","Michigan",17970,44.6518,-86.0114
"26021","Berrien","Michigan",154316,41.9857,-86.4064
"26023","Branch","Michigan",44862,41.9292,-85.0307
"26025","Calhoun","Michigan",134310,42.2896,-85.106
"26027","Cass","Michigan",51589,41.8923,-86.0405
"26029","Charlevoix","Michigan",26054,45.2445,-85.111
"26031","Cheboygan","Michigan",25579,45.511,-84.5211
"26033","Chippewa","Michigan",36785,46.3656,-84.3963
"26035","Clare","Michigan",30856,43.9444,-84.8257
"26037","Clinton","Michigan",79128,42.8863,-84.5543
"26039","Crawford","Michigan",12988,44.6571,-84.669
"26041","Delta","Michigan",36903,45.8019,-87.0658
"26043","Dickinson","Michigan",25947,45.833,-88.014
"26045","Eaton","Michigan",109175,42.6451,-84.7396
"26047","Emmet","Michigan",34112,45.432,-84.9104
"26049","Genesee","Michigan",406211,43.0024,-83.6938
"26051","Gladwin","Michigan",25386,43.968,-84.4398
"26053","Gogebic","Michigan",14380,46.4464,-89.993
"26055","Grand Traverse","Michigan",95238,44.7134,-85.613
"26057","Gratiot","Michigan",41761,43.3441,-84.6313
"26059","Hillsdale","Michigan",45746,41.9169,-84.6052
"26061","Houghton","Michigan",37361,47.1273,-88.5418
"26063","Huron","Michigan",31407,43.8324,-83.063
"26065","Ingham","Michigan",284900,42.6884,-84.4863
"26067","Ionia","Michigan",66804,42.957,-85.0867
"26069","Iosco","Michigan",25237,44.357,-83.5324
"26071","Iron","Michigan",11631,46.0996,-88.5376
"26073","Isabella","Michigan",64394,43.6085,-84.8034
"26075","Jackson","Michigan",160366,42.2418,-84.4066
"26077","Kalamazoo","Michigan",261670,42.2625,-85.5864
"26079","Kalkaska","Michigan",17939,44.7206,-85.165
"26081","Kent","Michigan",657974,42.9618,-85.6256
"26083","Keweenaw","Michigan",2046,47.3361,-88.2893
"26085","Lake","Michigan",12096,43.9572,-85.7994
"26087","Lapeer","Michigan",88619,43.0582,-83.2494
"26089","Leelanau","Michigan",22301,44.907,-85.7301
"26091","Lenawee","Michigan",99423,41.9261,-84.0528
"26093","Livingston","Michigan",193866,42.575,-83.8565
"26095","Luce","Michigan",5339,46.3357,-85.5614
"26097","Mackinac","Michigan",10834,45.9973,-84.8813
"26099","Macomb","Michigan",881217,42.5891,-82.9579
"26101","Manistee","Michigan",25032,44.3063,-86.1853
"26103","Marquette","Michigan",66017,46.4867,-87.4928
"26105","Mason","Michigan",29052,43.9746,-86.3467
"26107","Mecosta","Michigan",39714,43.6509,-85.3822
"26109","Menominee","Michigan",23502,45.3421,-87.5798
"26111","Midland","Michigan",83494,43.6433,-84.2963
"26113","Missaukee","Michigan",15052,44.3077,-85.1799
"26115","Monroe","Michigan",154809,41.9017,-83.4864
"26117","Montcalm","Michigan",66614,43.2836,-85.1727
"26119","Montmorency","Michigan",9153,44.9974,-84.1259
"26121","Muskegon","Michigan",175824,43.2438,-86.2149
"26123","Newaygo","Michigan",49978,43.4662,-85.8113
"26125","Oakland","Michigan",1274395,42.5869,-83.314
"26127","Oceana","Michigan",26659,43.6327,-86.3058
"26129","Ogemaw","Michigan",20770,44.2866,-84.1273
"26131","Ontonagon","Michigan",5816,46.7189,-89.2882
"26133","Osceola","Michigan",22891,43.9654,-85.3578
"26135","Oscoda","Michigan",8219,44.7015,-84.1484
"26137","Otsego","Michigan",25091,45.0069,-84.6668
"26139","Ottawa","Michigan",296200,42.9111,-86.0159
"26141","Presque Isle","Michigan",12982,45.357,-83.8682
"26143","Roscommon","Michigan",23459,44.3643,-84.6501
"26145","Saginaw","Michigan",190124,43.3991,-83.9964
"26147","St. Clair","Michigan",160383,42.9122,-82.5635
"26149","St. Joseph","Michigan",60939,41.8875,-85.5269
"26151","Sanilac","Michigan",40611,43.3652,-82.783
"26153","Schoolcraft","Michigan",8047,46.0061,-86.2268
"26155","Shiawassee","Michigan",68094,42.9427,-84.1479
"26157","Tuscola","Michigan",53323,43.4299,-83.4339
"26159","Van Buren","Michigan",75587,42.2602,-86.0013
"26161","Washtenaw","Michigan",372258,42.2576,-83.7269
"26163","Wayne","Michigan",1793561,42.3295,-83.2263
"26165","Wexford","Michigan",33673,44.3097,-85.4866
"27001","Aitkin","Minnesota",15697,46.5708,-93.53
"27003","Anoka","Minnesota",363887,45.195,-93.2693
"27005","Becker","Minnesota",35183,46.847,-95.7811
"27007","Beltrami","Minnesota",46228,47.5853,-94.8633
"27009","Benton","Minnesota",41379,45.6347,-94.1044
"27011","Big Stone","Minnesota",5166,45.3954,-96.4463
"27013","Blue Earth","Minnesota",69112,44.1336,-93.9944
"27015","Brown","Minnesota",25912,44.2851,-94.5918
"27017","Carlton","Minnesota",36207,46.6442,-92.5323
"27019","Carver","Minnesota",106922,44.8369,-93.6793
"27021","Cass","Minnesota",30066,46.8177,-94.4179
"27023","Chippewa","Minnesota",12598,44.9618,-95.6183
"27025","Chisago","Minnesota",56621,45.4521,-92.924
"27027","Clay","Minnesota",65318,46.855,-96.6739
"27029","Clearwater","Minnesota",8524,47.56,-95.3888
"27031","Cook","Minnesota",5600,47.7901,-90.3394
"27033","Cottonwood","Minnesota",11517,43.9386,-95.1209
"27035","Crow Wing","Minnesota",66123,46.4309,-94.1623
"27037","Dakota","Minnesota",439882,44.7632,-93.1546
"27039","Dodge","Minnesota",20867,44.0301,-92.806
"27041","Douglas","Minnesota",39006,45.9079,-95.3895
"27043","Faribault","Minnesota",13921,43.6828,-93.955
"27045","Fillmore","Minnesota",21228,43.6963,-92.0818
"27047","Freeborn","Minnesota",30895,43.6628,-93.3617
"27049","Goodhue","Minnesota",47582,44.4464,-92.6666
"27051","Grant","Minnesota",6074,45.9485,-95.9315
"27053","Hennepin","Minnesota",1281565,44.9767,-93.3612
"27055","Houston","Minnesota",18843,43.7204,-91.4387
"27057","Hubbard","Minnesota",21344,47.0584,-94.9334
"27059","Isanti","Minnesota",41135,45.5427,-93.2598
"27061","Itasca","Minnesota",45014,47.315,-93.5211
"27063","Jackson","Minnesota",9989,43.6654,-95.1096
"27065","Kanabec","Minnesota",16032,45.8852,-93.298
"27067","Kandiyohi","Minnesota",43732,45.1546,-95.0175
"27069","Kittson","Minnesota",4207,48.7293,-96.7766
"27071","Koochiching","Minnesota",12062,48.511,-93.4898
"27073","Lac qui Parle","Minnesota",6719,44.9824,-96.1309
"27075","Lake","Minnesota",10905,47.1865,-91.5608
"27077","Lake of the Woods","Minnesota",3763,48.7695,-94.7446
"27079","Le Sueur","Minnesota",28674,44.3968,-93.7161
"27081","Lincoln","Minnesota",5640,44.3739,-96.2523
"27083","Lyon","Minnesota",25269,44.4285,-95.7967
"27085","McLeod","Minnesota",36771,44.8597,-94.2648
"27087","Mahnomen","Minnesota",5411,47.3002,-95.8375
"27089","Marshall","Minnesota",9040,48.3069,-96.5301
"27091","Martin","Minnesota",20025,43.6656,-94.5094
"27093","Meeker","Minnesota",23400,45.1363,-94.4812
"27095","Mille Lacs","Minnesota",26459,45.7908,-93.623
"27097","Morrison","Minnesota",34010,45.9846,-94.3291
"27099","Mower","Minnesota",40029,43.6654,-92.9019
"27101","Murray","Minnesota",8179,43.9824,-95.7408
"27103","Nicollet","Minnesota",34454,44.2654,-94.0584
"27105","Nobles","Minnesota",22290,43.635,-95.6639
"27107","Norman","Minnesota",6441,47.3085,-96.4844
"27109","Olmsted","Minnesota",162847,44.0245,-92.4762
"27111","Otter Tail","Minnesota",60081,46.4087,-95.7892
"27113","Pennington","Minnesota",13992,48.1029,-96.148
"27115","Pine","Minnesota",28876,46.0304,-92.8942
"27117","Pipestone","Minnesota",9424,43.9807,-96.2683
"27119","Polk","Minnesota",31192,47.7839,-96.5628
"27121","Pope","Minnesota",11308,45.6302,-95.4394
"27123","Ramsey","Minnesota",552352,44.9929,-93.1056
"27125","Red Lake","Minnesota",3935,47.8757,-96.1321
"27127","Redwood","Minnesota",15425,44.44,-95.1899
"27129","Renville","Minnesota",14723,44.7212,-94.9423
"27131","Rice","Minnesota",67097,44.3727,-93.2616
"27133","Rock","Minnesota",9704,43.6481,-96.2371
"27135","Roseau","Minnesota",15331,48.8244,-95.6467
"27137","St. Louis","Minnesota",200231,47.0784,-92.3074
"27139","Scott","Minnesota",150928,44.7146,-93.4664
"27141","Sherburne","Minnesota",97183,45.4024,-93.7189
"27143","Sibley","Minnesota",14836,44.5825,-94.1655
"27145","Stearns","Minnesota",158292,45.5592,-94.355
"27147","Steele","Minnesota",37406,44.0659,-93.2146
"27149","Stevens","Minnesota",9671,45.578,-95.9218
"27151","Swift","Minnesota",9838,45.2729,-95.6376
"27153","Todd","Minnesota",25262,46.0658,-94.8891
"27155","Traverse","Minnesota",3360,45.752,-96.5473
"27157","Wabasha","Minnesota",21387,44.2983,-92.2188
"27159","Wadena","Minnesota",14065,46.5274,-95.0448
"27161","Waseca","Minnesota",18968,44.0625,-93.5513
"27163","Washington","Minnesota",267568,44.9857,-92.9214
"27165","Watonwan","Minnesota",11253,43.9928,-94.5836
"27167","Wilkin","Minnesota",6506,46.3164,-96.5256
"27169","Winona","Minnesota",49671,44.0237,-91.7185
"27171","Wright","Minnesota",141337,45.1991,-93.8181
"27173","Yellow Medicine","Minnesota",9528,44.7374,-95.8301
"28001","Adams","Mississippi",29538,31.5458,-91.3543
"28003","Alcorn","Mississippi",34740,34.9095,-88.5298
"28005","Amite","Mississippi",12720,31.1871,-90.8076
"28007","Attala","Mississippi",17889,33.0653,-89.5892
"28009","Benton","Mississippi",7646,34.8138,-89.2039
"28011","Bolivar","Mississippi",30985,33.7719,-90.7688
"28013","Calhoun","Mississippi",13266,33.9301,-89.3095
"28015","Carroll","Mississippi",9998,33.4618,-89.9193
"28017","Chickasaw","Mississippi",17106,33.9308,-88.9389
"28019","Choctaw","Mississippi",8246,33.3392,-89.2342
"28021","Claiborne","Mississippi",9135,31.9315,-90.9507
"28023","Clarke","Mississippi",15615,32.0672,-88.7317
"28025","Clay","Mississippi",18636,33.6249,-88.693
"28027","Coahoma","Mississippi",21390,34.2201,-90.5704
"28029","Copiah","Mississippi",28368,31.8934,-90.3786
"28031","Covington","Mississippi",18340,31.6347,-89.547
"28033","DeSoto","Mississippi",185314,34.9274,-89.9497
"28035","Forrest","Mississippi",78158,31.3093,-89.288
"28037","Franklin","Mississippi",7675,31.4717,-90.8667
"28039","George","Mississippi",24350,30.8684,-88.5909
"28041","Greene","Mississippi",13530,31.1954,-88.6294
"28043","Grenada","Mississippi",21629,33.7676,-89.8034
"28045","Hancock","Mississippi",46053,30.3791,-89.4041
"28047","Harrison","Mississippi",208621,30.4342,-89.0638
"28049","Hinds","Mississippi",227742,32.304,-90.257
"28051","Holmes","Mississippi",17000,33.0896,-90.0287
"28053","Humphreys","Mississippi",7785,33.1641,-90.5189
"28055","Issaquena","Mississippi",1338,32.8893,-91.0186
"28057","Itawamba","Mississippi",23863,34.2897,-88.4043
"28059","Jackson","Mississippi",143252,30.4437,-88.6686
"28061","Jasper","Mississippi",16367,31.9611,-89.1448
"28063","Jefferson","Mississippi",7260,31.714,-91.0575
"28065","Jefferson Davis","Mississippi",11321,31.5754,-89.816
"28067","Jones","Mississippi",67246,31.6672,-89.1672
"28069","Kemper","Mississippi",8988,32.7638,-88.673
"28071","Lafayette","Mississippi",55813,34.3594,-89.5268
"28073","Lamar","Mississippi",64222,31.2739,-89.4399
"28075","Lauderdale","Mississippi",72984,32.4013,-88.6929
"28077","Lawrence","Mississippi",12016,31.5538,-90.1106
"28079","Leake","Mississippi",21275,32.7337,-89.511
"28081","Lee","Mississippi",83343,34.2782,-88.7038
"28083","Leflore","Mississippi",28339,33.5135,-90.2034
"28085","Lincoln","Mississippi",34907,31.5493,-90.4579
"28087","Lowndes","Mississippi",58879,33.5203,-88.3894
"28089","Madison","Mississippi",109145,32.5099,-90.1048
"28091","Marion","Mississippi",24441,31.2458,-89.8305
"28093","Marshall","Mississippi",33752,34.8166,-89.5441
"28095","Monroe","Mississippi",34180,33.9265,-88.4991
"28097","Montgomery","Mississippi",9822,33.4963,-89.6825
"28099","Neshoba","Mississippi",29087,32.755,-89.12
"28101","Newton","Mississippi",21291,32.4153,-89.1294
"28103","Noxubee","Mississippi",10285,33.1328,-88.5497
"28105","Oktibbeha","Mississippi",51788,33.4484,-88.8254
"28107","Panola","Mississippi",33208,34.3453,-89.9349
"28109","Pearl River","Mississippi",56145,30.6408,-89.6317
"28111","Perry","Mississippi",11511,31.2621,-88.9926
"28113","Pike","Mississippi",40324,31.219,-90.435
"28115","Pontotoc","Mississippi",31184,34.2536,-89.0151
"28117","Prentiss","Mississippi",25008,34.6326,-88.5521
"28119","Quitman","Mississippi",6176,34.2677,-90.2632
"28121","Rankin","Mississippi",157031,32.2813,-90.0305
"28123","Scott","Mississippi",27990,32.4016,-89.5296
"28125","Sharkey","Mississippi",3800,32.9217,-90.8626
"28127","Simpson","Mississippi",25949,31.9159,-89.8557
"28129","Smith","Mississippi",14209,31.9701,-89.5045
"28131","Stone","Mississippi",18333,30.8064,-89.1358
"28133","Sunflower","Mississippi",25971,33.5933,-90.5841
"28135","Tallahatchie","Mississippi",12715,33.9842,-90.1821
"28137","Tate","Mississippi",28064,34.6442,-89.9483
"28139","Tippah","Mississippi",21815,34.7658,-88.9243
"28141","Tishomingo","Mississippi",18850,34.7306,-88.2283
"28143","Tunica","Mississippi",9782,34.7207,-90.3414
"28145","Union","Mississippi",27777,34.4831,-89.0105
"28147","Walthall","Mississippi",13884,31.1508,-90.123
"28149","Warren","Mississippi",44722,32.3248,-90.8438
"28151","Washington","Mississippi",44922,33.369,-91.0108
"28153","Wayne","Mississippi",19779,31.6505,-88.6625
"28155","Webster","Mississippi",9926,33.5828,-89.2207
"28157","Wilkinson","Mississippi",8587,31.1232,-91.2452
"28159","Winston","Mississippi",17714,33.085,-89.042
"28161","Yalobusha","Mississippi",12481,34.0815,-89.695
"28163","Yazoo","Mississippi",26743,32.8292,-90.3822
"29001","Adair","Missouri",25314,40.1953,-92.5815
"29003","Andrew","Missouri",18135,39.9199,-94.8166
"29005","Atchison","Missouri",5305,40.4209,-95.4361
"29007","Audrain","Missouri",24962,39.2039,-91.8266
"29009","Barry","Missouri",34534,36.7375,-93.8657
"29011","Barton","Missouri",11637,37.4959,-94.3054
"29013","Bates","Missouri",16042,38.2808,-94.3628
"29015","Benton","Missouri",19394,38.301,-93.31
"29017","Bollinger","Missouri",10567,37.3407,-89.9997
"29019","Boone","Missouri",183610,38.9567,-92.3216
"29021","Buchanan","Missouri",84793,39.7507,-94.8198
"29023","Butler","Missouri",42130,36.757,-90.418
"29025","Caldwell","Missouri",8815,39.6639,-93.9989
"29027","Callaway","Missouri",44283,38.7975,-91.9975
"29029","Camden","Missouri",42745,38.0731,-92.746
