"fips","county","state","pop","lat","lon"
"12103","Pinellas","Florida",959107,27.9002,-82.727
"12105","Polk","Florida",725046,28.0425,-81.7869
"12107","Putnam","Florida",73321,29.6092,-81.7212
"12109","St. Johns","Florida",273425,29.9918,-81.4349
"12111","St. Lucie","Florida",329226,27.3336,-80.3571
"12113","Santa Rosa","Florida",188000,30.5472,-87.0358
"12115","Sarasota","Florida",434006,27.2011,-82.416
"12117","Seminole","Florida",470856,28.6992,-81.3101
"12119","Sumter","Florida",129752,28.8335,-82.0248
"12121","Suwannee","Florida",43474,30.2137,-82.9851
"12123","Taylor","Florida",21796,30.0569,-83.5903
"12125","Union","Florida",16147,30.0114,-82.3577
"12127","Volusia","Florida",553543,29.0724,-81.1263
"12129","Wakulla","Florida",33764,30.1874,-84.3329
"12131","Walton","Florida",75305,30.5438,-86.1902
"12133","Washington","Florida",25318,30.6494,-85.6239
"13001","Appling","Georgia",18444,31.7707,-82.3388
"13003","Atkinson","Georgia",8286,31.3175,-82.8781
"13005","Bacon","Georgia",11140,31.547,-82.4661
"13007","Baker","Georgia",2876,31.311,-84.4336
"13009","Baldwin","Georgia",43799,33.0855,-83.2436
"13011","Banks","Georgia",18035,34.3492,-83.5075
"13013","Barrow","Georgia",83505,33.9925,-83.7286
"13015","Bartow","Georgia",108901,34.2085,-84.8291
"13017","Ben Hill","Georgia",17194,31.7271,-83.2481
"13019","Berrien","Georgia",18160,31.2335,-83.2518
"13021","Bibb","Georgia",157346,32.8346,-83.6901
"13023","Bleckley","Georgia",12583,32.4015,-83.3322
"13025","Brantley","Georgia",18021,31.2172,-81.97
"13027","Brooks","Georgia",16301,30.8411,-83.5423
"13029","Bryan","Georgia",44738,31.9587,-81.3534
"13031","Bulloch","Georgia",81099,32.4153,-81.7624
"13033","Burke","Georgia",24596,33.1032,-82.0023
"13035","Butts","Georgia",25434,33.2949,-83.9729
"13037","Calhoun","Georgia",5573,31.5261,-84.663
"13039","Camden","Georgia",54768,30.8125,-81.6314
"13043","Candler","Georgia",10981,32.3992,-82.0604
"13045","Carroll","Georgia",119148,33.624,-85.0438
"13047","Catoosa","Georgia",67872,34.9285,-85.1722
"13049","Charlton","Georgia",12518,30.7866,-82.0242
"13051","Chatham","Georgia",295291,32.0432,-81.1366
"13053","Chattahoochee","Georgia",9565,32.3428,-84.8964
"13055","Chattooga","Georgia",24965,34.496,-85.344
"13057","Cherokee","Georgia",266620,34.1705,-84.4947
"13059","Clarke","Georgia",128671,33.9504,-83.3814
"13061","Clay","Georgia",2848,31.635,-85.0146
"13063","Clayton","Georgia",297595,33.5516,-84.3612
"13065","Clinch","Georgia",6749,31.0213,-82.7444
"13067","Cobb","Georgia",766149,33.9418,-84.558
"13069","Coffee","Georgia",43092,31.5157,-82.8384
"13071","Colquitt","Georgia",45898,31.1797,-83.7679
"13073","Columbia","Georgia",156010,33.5147,-82.1753
"13075","Cook","Georgia",17229,31.1484,-83.4238
"13077","Coweta","Georgia",146158,33.378,-84.7335
"13079","Crawford","Georgia",12130,32.7067,-83.9302
"13081","Crisp","Georgia",20128,31.9493,-83.778
"13083","Dade","Georgia",16251,34.8812,-85.4979
"13085","Dawson","Georgia",26798,34.4002,-84.1022
"13087","Decatur","Georgia",29367,30.8898,-84.57
"13089","DeKalb","Georgia",764382,33.7902,-84.2476
"13091","Dodge","Georgia",19925,32.2124,-83.1737
"13093","Dooly","Georgia",11208,32.1702,-83.7807
"13095","Dougherty","Georgia",85790,31.5741,-84.1712
"13097","Douglas","Georgia",144237,33.7246,-84.7355
"13099","Early","Georgia",10854,31.3356,-84.9199
"13101","Echols","Georgia",3697,30.7123,-83.0503
"13103","Effingham","Georgia",64769,32.2873,-81.2998
"13105","Elbert","Georgia",19637,34.1284,-82.8805
"13107","Emanuel","Georgia",22768,32.5866,-82.3064
"13109","Evans","Georgia",10774,32.1687,-81.9066
"13111","Fannin","Georgia",25319,34.9029,-84.3129
"13113","Fayette","Georgia",119194,33.4281,-84.5132
"13115","Floyd","Georgia",98584,34.2562,-85.1833
"13117","Forsyth","Georgia",251283,34.1905,-84.1502
"13119","Franklin","Georgia",23424,34.3781,-83.1864
"13121","Fulton","Georgia",1066710,33.8325,-84.3962
"13123","Gilmer","Georgia",31353,34.6751,-84.4861
"13125","Glascock","Georgia",2884,33.2366,-82.6097
"13127","Glynn","Georgia",84499,31.2026,-81.4862
"13129","Gordon","Georgia",57544,34.4982,-84.9078
"13131","Grady","Georgia",26236,30.8818,-84.2124
"13133","Greene","Georgia",18915,33.5352,-83.1794
"13135","Gwinnett","Georgia",957062,33.9541,-84.0532
"13137","Habersham","Georgia",46031,34.5657,-83.5414
"13139","Hall","Georgia",203136,34.2694,-83.8476
"13141","Hancock","Georgia",8735,33.2548,-83.0132
"13143","Haralson","Georgia",29919,33.7607,-85.1847
"13145","Harris","Georgia",34668,32.6975,-84.8943
"13147","Hart","Georgia",25828,34.3555,-82.965
"13149","Heard","Georgia",11412,33.308,-85.1167
"13151","Henry","Georgia",240712,33.4703,-84.1746
"13153","Houston","Georgia",163633,32.5658,-83.6637
"13155","Irwin","Georgia",9666,31.6043,-83.2799
"13157","Jackson","Georgia",75907,34.1295,-83.599
"13159","Jasper","Georgia",14588,33.3583,-83.7265
"13161","Jeff Davis","Georgia",14779,31.8478,-82.6003
"13163","Jefferson","Georgia",15709,33.069,-82.4081
"13165","Jenkins","Georgia",8674,32.7899,-81.9472
"13167","Johnson","Georgia",9189,32.6994,-82.6845
"13169","Jones","Georgia",28347,32.9612,-83.5502
"13171","Lamar","Georgia",18500,33.0842,-84.1544
"13173","Lanier","Georgia",9877,31.0373,-83.0976
"13175","Laurens","Georgia",49570,32.5175,-82.9254
"13177","Lee","Georgia",33163,31.6806,-84.1771
"13179","Liberty","Georgia",65256,31.8288,-81.5777
"13181","Lincoln","Georgia",7690,33.7806,-82.4455
"13183","Long","Georgia",16168,31.7759,-81.7317
"13185","Lowndes","Georgia",118251,30.8603,-83.2814
"13187","Lumpkin","Georgia",33488,34.5245,-83.9882
"13189","McDuffie","Georgia",21632,33.4596,-82.4687
"13191","McIntosh","Georgia",10975,31.4801,-81.4057
"13193","Macon","Georgia",12082,32.3241,-84.0395
"13195","Madison","Georgia",30120,34.1013,-83.2403
"13197","Marion","Georgia",7498,32.3826,-84.5246
"13199","Meriwether","Georgia",20613,33.0166,-84.6754
"13201","Miller","Georgia",6000,31.1604,-84.7383
"13205","Mitchell","Georgia",21755,31.2182,-84.1712
"13207","Monroe","Georgia",27957,33.037,-83.9091
"13209","Montgomery","Georgia",8610,32.1733,-82.5295
"13211","Morgan","Georgia",20097,33.6,-83.4857
"13213","Murray","Georgia",39973,34.7817,-84.7916
"13215","Muscogee","Georgia",206922,32.4956,-84.9289
"13217","Newton","Georgia",112483,33.5706,-83.898
"13219","Oconee","Georgia",41799,33.877,-83.4641
"13221","Oglethorpe","Georgia",14825,33.9189,-83.1474
"13223","Paulding","Georgia",168661,33.9139,-84.8142
"13225","Peach","Georgia",27981,32.5891,-83.8228
"13227","Pickens","Georgia",33216,34.4558,-84.436
"13229","Pierce","Georgia",19716,31.313,-82.2424
"13231","Pike","Georgia",18889,33.1048,-84.3666
"13233","Polk","Georgia",42853,34.0109,-85.1746
"13235","Pulaski","Georgia",9855,32.2734,-83.479
"13237","Putnam","Georgia",22047,33.3197,-83.3355
"13239","Quitman","Georgia",2235,31.8596,-85.0781
"13241","Rabun","Georgia",16883,34.8797,-83.407
"13243","Randolph","Georgia",6425,31.7586,-84.7581
