"fips","county","lon","lat","x","y","pop","dem_20","gop_20","tot_20","dem_24","gop_24","tot_24","margin_20","margin_24","swing","angle_deg","len_km","dx","dy","lw","capped_len","capped_angle","net_votes"
"13073","Columbia","-82.1753","33.5147","113.732","91.0485","156010","29236","50013","80579","31624","53657","85920","26.2174","25.8358","-0.381599",-3.05279,17.679,-0.941515,17.6539,"0.401364","FALSE","FALSE",325.431
"13245","Richmond","-82.0519","33.4279","125.318","81.5635","206607","59124","26781","87016","56657","26472","83578","-37.6497","-36.311","1.33869",10.7095,25.6862,4.77327,25.2388,"0.396268","FALSE","FALSE",1112.84
"13153","Houston","-83.6637","32.5658","-24.7493","-14.8648","163633","32232","41534","74823","35907","45090","81514","12.6101","11.3375","-1.27269",-10.1815,25.0316,-4.42476,24.6374,"0.391153","FALSE","FALSE",1030.84
"13215","Muscogee","-84.9289","32.4956","-143.607","-21.6462","206922","49529","30049","80543","49413","30616","80491","-24.4791","-23.4877","0.991392",7.93114,22.9725,3.16982,22.7528,"0.388809","FALSE","FALSE",793.401
"13113","Fayette","-84.5132","33.4281","-103.48","81.3325","119194","33065","37952","71993","35822","38177","74633","6.88145","3.18248","-3.69898",-29.5918,35.5958,-17.5778,30.9529,"0.373874","FALSE","FALSE",2737.21
"13097","Douglas","-84.7355","33.7246","-123.735","114.463","144237","42809","25451","69097","46240","23996","70721","-25.4292","-31.6704","-6.24113",-49.929,42.8557,-32.7953,27.5878,"0.364244","FALSE","FALSE",4383.52
"13021","Bibb","-83.6901","32.8346","-27.1441","14.975","157346","43468","26585","70802","42172","26658","69181","-24.1003","-22.5396","1.56073",12.4858,25.3813,5.48739,24.781,"0.36058","FALSE","FALSE",1074.25
"13045","Carroll","-85.0438","33.624","-152.468","103.699","119148","16238","37476","54474","17634","42536","60494","39.539","41.3861","1.84703",14.7762,25.6746,6.54818,24.8256,"0.337134","FALSE","FALSE",1111.36
"13217","Newton","-83.898","33.5706","-46.2226","96.707","112483","29794","23869","54239","33839","24893","59051","-11.0411","-15.2319","-4.19077",-33.5262,34.1811,-18.8788,28.4945,"0.333081","FALSE","FALSE",2461.32
"13297","Walton","-83.7853","33.796","-35.6702","121.672","96673","12682","37842","51095","15605","42407","58376","49.7981","46.2008","-3.59733",-28.7786,32.1273,-15.467,28.1592,"0.331033","FALSE","FALSE",2086.88
"13015","Bartow","-84.8291","34.2085","-131.69","168.262","108901","12092","37674","50467","13942","43271","57547","51.4046","51.2628","-0.141749",-1.13399,12.957,-0.256427,12.9545,"0.328746","FALSE","FALSE",81.0989
"13059","Clarke","-83.3814","33.9504","1.71739","138.739","128671","36048","14446","51333","36297","16049","52887","-42.7813","-38.6811","4.10024",32.8019,32.4649,17.5874,27.2883,"0.314452","FALSE","FALSE",2146.31
"13185","Lowndes","-83.2814","30.8603","11.3382","-204.072","118251","20117","25691","46355","19487","28081","47795","12.1682","18.0668","5.89859",47.1887,35.9365,26.3629,24.4219,"0.299757","FALSE","FALSE",2805.84
"13157","Jackson","-83.599","34.1295","-18.3581","158.628","75907","7642","29497","37670","10472","36497","47243","58.8465","55.4089","-3.43761",-27.5009,29.2525,-13.5077,25.9471,"0.297864","FALSE","FALSE",1614.61
"13247","Rockdale","-84.0192","33.6421","-57.4251","104.706","93570","31244","13012","44686","33165","11711","45160","-41.1967","-47.8073","-6.61062",-52.885,36.7185,-29.2803,22.1566,"0.291152","FALSE","FALSE",2966.58
"13115","Floyd","-85.1833","34.2562","-164.237","174.043","98584","12008","29123","41648","12862","31631","44738","41.611","42.1842","0.573213",4.5857,16.5972,1.32695,16.5441,"0.289907","FALSE","FALSE",255.04
"13127","Glynn","-81.4862","31.2026","182.325","-164.484","84499","15879","25616","41984","16144","27558","43912","23.4655","26.1178","2.65232",21.2186,26.0451,9.42641,24.2794,"0.287318","FALSE","FALSE",1159.12
"13013","Barrow","-83.7286","33.9925","-30.3535","143.458","83505","10453","26804","37921","12949","30730","43934","43.8871","40.7083","-3.17871",-25.4297,27.7259,-11.9056,25.0397,"0.287243","FALSE","FALSE",1388.43
"13313","Whitfield","-84.9663","34.7936","-143.375","233.335","102864","10670","25636","36746","10953","28655","39828","41.2218","44.693","3.47115",27.7692,27.6305,12.8734,24.4483,"0.273529","FALSE","FALSE",1374.85
"13103","Effingham","-81.2998","32.2873","197.713","-43.8423","64769","7720","23358","31570","9144","26943","36244","50.3186","49.3225","-0.996083",-7.96866,18.1597,-2.5175,17.9843,"0.261089","FALSE","FALSE",359.456
"13047","Catoosa","-85.1722","34.9285","-161.971","248.586","67872","6932","25167","32593","7704","27150","35038","56.8086","55.7927","-1.01589",-8.12712,18.0853,-2.55671,17.9036,"0.256589","FALSE","FALSE",354.078
"13095","Dougherty","-84.1712","31.5741","-73.1772","-124.644","85790","24577","10454","35311","23831","9904","33850","-40.3157","-41.2835","-0.967813",-7.7425,17.6944,-2.38381,17.5331,"0.252437","FALSE","FALSE",326.492
"13255","Spalding","-84.2716","33.2589","-81.1736","62.3524","67306","11784","18057","30116","13679","19184","33038","21.0214","16.7514","-4.27005",-34.1604,27.8297,-15.6267,23.0282,"0.249153","FALSE","FALSE",1403.27
"13031","Bulloch","-81.7624","32.4153","153.952","-30.4066","81099","11243","18386","30084","11514","20985","32657","24.1081","29.1424","5.0343",40.2744,29.3918,19.0003,22.4247,"0.247769","FALSE","FALSE",1636.1
"13295","Walker","-85.2931","34.8387","-173.196","238.817","67654","5769","23174","29354","6436","25462","32086","60.1354","59.6464","-0.489066",-3.91253,14.7783,-1.00838,14.7439,"0.245468","FALSE","FALSE",156.002
"13285","Troup","-85.0297","33.0381","-152.154","38.6805","69426","11578","18143","30049","11757","19392","31304","22.0888","24.5112","2.42246",19.3797,22.6078,7.50186,21.3268,"0.242569","FALSE","FALSE",754.572
"13129","Gordon","-84.9078","34.4982","-138.48","200.497","57544","4384","19405","24033","4982","22495","27606","63.1426","63.7369","0.594315",4.75452,14.9293,1.23744,14.8779,"0.227823","FALSE","FALSE",163.3
"13219","Oconee","-83.4641","33.877","-5.9291","130.598","41799","8162","16595","25168","8620","18424","27287","34.0631","36.252","2.18894",17.5115,20.9671,6.30896,19.9954,"0.226021","FALSE","FALSE",591.977
"13039","Camden","-81.6314","30.8125","169.214","-207.971","54768","7967","15251","23688","8405","17819","26393","31.3722","35.8984","4.5262",36.2096,26.2575,15.5114,21.1861,"0.222568","FALSE","FALSE",1186.95
"13029","Bryan","-81.3534","31.9587","193.367","-80.3906","44738","6739","14244","21340","7779","16738","24651","35.767","36.542","0.774942",6.19954,15.4545,1.66895,15.3641,"0.215202","FALSE","FALSE",189.993
"13175","Laurens","-82.9254","32.5175","44.5677","-20.1514","49570","8073","14493","22729","7820","15460","23352","28.4499","32.8179","4.36799",34.9439,24.9174,14.2721,20.4252,"0.209703","FALSE","FALSE",1016.87
"13137","Habersham","-83.5414","34.5657","-12.9761","207.004","46031","3563","16637","20432","4036","19142","23280","64.7228","65.1739","0.451099",3.60879,13.5945,0.85569,13.5676,"0.209243","FALSE","FALSE",104.556
"13179","Liberty","-81.5777","31.8288","172.424","-95.1903","65256","13099","7959","21389","13459","9441","23028","-24.4088","-17.5459","6.86292",54.9034,28.9709,23.7035,16.657,"0.207984","FALSE","FALSE",1571.61
"13145","Harris","-84.8943","32.6975","-140.039","0.7077","34668","5457","14319","19991","5976","16283","22353","44.8119","46.3049","1.49297",11.9438,17.7783,3.67924,17.3934,"0.205053","FALSE","FALSE",332.32
"13275","Thomas","-83.948","30.8693","-52.3978","-202.949","45798","8708","12954","21853","8347","13670","22080","19.6011","24.1768","4.57563",36.605,24.8398,14.8119,19.9405,"0.203935","FALSE","FALSE",1007.42
"13227","Pickens","-84.436","34.4558","-95.1984","195.275","33216","2808","14075","17116","3522","17281","20915","66.7358","66.1395","-0.596271",-4.77017,14.0713,-1.17016,14.0226,"0.198233","FALSE","FALSE",124.042
"13085","Dawson","-84.1022","34.4002","-64.5674","188.86","26798","2486","13398","16081","3350","16115","19580","68.6981","65.5792","-3.11882",-24.9506,21.1283,-8.91268,19.1565,"0.191752","FALSE","FALSE",607.078
"13233","Polk","-85.1746","34.0109","-163.886","146.814","42853","3658","13589","17399","3749","15352","19171","57.581","60.7455","3.16448",25.3158,21.1004,9.02269,19.074,"0.189951","FALSE","FALSE",604.447
"13009","Baldwin","-83.2436","33.0855","14.5927","42.7841","43799","9140","8903","18251","9159","9574","18825","-1.31353","2.21534","3.52887",28.231,21.6887,10.2594,19.1088,"0.188112","FALSE","FALSE",661.063
"13123","Gilmer","-84.4861","34.6751","-99.5523","219.643","31353","2932","13429","16525","3413","14976","18481","64.1587","62.88","-1.27869",-10.2295,16.2649,-2.88851,16.0064,"0.186377","FALSE","FALSE",235.138
"13291","Union","-84.0048","34.8775","-55.3122","241.735","24632","2801","12651","15560","3309","14477","17880","63.7458","62.791","-0.954834",-7.63867,15.0615,-2.00205,14.9278,"0.183295","FALSE","FALSE",169.827
"13187","Lumpkin","-83.9882","34.5245","-54.0038","202.576","33488","3126","12163","15531","3356","14339","17808","59.1079","62.0684","2.96053",23.6842,20.2132,8.11955,18.5107,"0.182826","FALSE","FALSE",523.866
"13207","Monroe","-83.9091","33.037","-47.533","37.5112","27957","4384","11060","15592","4689","12954","17704","43.2271","46.8458","3.61863",28.949,21.4567,10.3857,18.7757,"0.182557","FALSE","FALSE",638.435
"13177","Lee","-84.1771","31.6806","-73.6523","-112.828","33163","4558","12007","16714","4957","12655","17683","44.9683","43.7088","-1.25947",-10.0758,16.0346,-2.80525,15.7873,"0.182397","FALSE","FALSE",221.818
"13213","Murray","-84.7916","34.7817","-127.405","231.792","39973","2302","12943","15389","2459","14965","17468","69.7999","71.7746","1.97463",15.797,17.9451,4.88521,17.2674,"0.181421","FALSE","FALSE",344.06
"13277","Tift","-83.5139","31.4551","-10.8193","-138.111","41344","5322","10784","16283","5438","11496","16989","33.9128","35.7742","1.86135",14.8908,17.5296,4.50472,16.9409,"0.178851","FALSE","FALSE",315.201
"13311","White","-83.7437","34.5996","-31.5345","210.815","28003","2411","12222","14816","2609","14136","16825","67.0471","68.8385","1.79137",14.331,17.3026,4.28278,16.7641,"0.177851","FALSE","FALSE",299.965
"13195","Madison","-83.2403","34.1013","14.7336","155.498","30120","3411","11326","14937","3753","12951","16787","53.7084","55.0647","1.3563",10.8504,16.1173,3.034,15.8291,"0.177633","FALSE","FALSE",226.556
"13071","Colquitt","-83.7679","31.1797","-35.0574","-168.602","45898","4187","11777","16083","4114","12451","16611","47.5445","50.329","2.78453",22.2762,19.4756,7.38265,18.022,"0.176892","FALSE","FALSE",461.257
"13143","Haralson","-85.1847","33.7607","-165.283","119.079","29919","1792","12331","14248","2065","14239","16364","74.623","74.6688","0.0458375",0.3667,9.67887,0.0619456,9.67868,"0.175493","FALSE","FALSE",7.47335
"13111","Fannin","-84.3129","34.9029","-83.4638","244.761","25319","2571","12169","14850","2807","13232","16096","65.1153","64.9978","-0.117515",-0.94012,10.5192,-0.172593,10.5178,"0.174061","FALSE","FALSE",18.8482
"13169","Jones","-83.5502","32.9612","-14.039","28.9923","28347","4888","9965","14966","4959","11079","16092","34.1816","38.1594","3.97772",31.8218,21.4517,11.311,18.2273,"0.174055","FALSE","FALSE",637.947
"13069","Coffee","-82.8384","31.5157","53.3203","-131.249","43092","4511","10578","15214","4295","11388","15715","40.2081","45.2273","5.01922",40.1538,22.9146,14.7763,17.514,"0.172118","FALSE","FALSE",787.164
"13299","Ware","-82.3838","31.227","96.7878","-162.957","36251","4211","9865","14192","4068","10279","14392","40.1677","43.2913","3.12362",24.989,19.3149,8.15944,17.5068,"0.164624","FALSE","FALSE",448.146
"13147","Hart","-82.965","34.3555","40.0185","183.77","25828","3157","9464","12727","3210","11064","14331","49.9723","55.0231","5.05085",40.4068,22.2843,14.4449,16.9687,"0.164205","FALSE","FALSE",720.958
"13293","Upson","-84.3253","32.9072","-86.5118","23.3683","27700","4201","8608","12905","4098","9528","13662","34.4055","39.8503","5.44479",43.5583,22.4868,15.4955,16.2956,"0.160434","FALSE","FALSE",741.907
"13305","Wayne","-81.9166","31.6106","140.7","-119.89","30144","2687","9987","12778","2708","10811","13561","57.5982","59.9379","2.33963",18.717,17.5457,5.63032,16.6178,"0.159803","FALSE","FALSE",316.295
"13225","Peach","-83.8228","32.5891","-39.6692","-12.2247","27981","5920","6502","12545","6293","7104","13454","4.68524","6.05359","1.36836",10.9469,15.3269,2.91055,15.048,"0.15908","FALSE","FALSE",183.319
"13211","Morgan","-83.4857","33.6","-7.95145","99.8724","20097","3355","8230","11707","3533","9589","13181","42.0803","46.1515","4.07123",32.5698,20.3309,10.9447,17.1336,"0.157439","FALSE","FALSE",534.227
"13257","Stephens","-83.2897","34.5584","10.1238","206.196","26784","2385","9368","11885","2404","10632","13099","59.4146","63.1175","3.7029",29.6232,19.7336,9.75422,17.1544,"0.156922","FALSE","FALSE",482.71
"13035","Butts","-83.9729","33.2949","-53.3378","66.1487","25434","3274","8406","11771","3544","9424","13019","43.9384","45.3424","1.40403",11.2322,15.3028,2.98077,15.0097,"0.156513","FALSE","FALSE",182.075
"13237","Putnam","-83.3355","33.3197","6.0072","68.7663","22047","3448","8291","11855","3696","9136","12877","41.2556","42.394","1.13837",9.10696,14.5672,2.30567,14.3836,"0.15569","FALSE","FALSE",146.076
"13133","Greene","-83.1794","33.5352","20.4835","92.7005","18915","4088","7068","11247","4514","8215","12786","26.7121","29.0753","2.36326",18.9061,17.3155,5.61052,16.3813,"0.155064","FALSE","FALSE",300.819
"13231","Pike","-84.3666","33.1048","-90.1774","45.3232","18889","1505","9127","10720","1648","10864","12549","71.6892","73.6573","1.96805",15.7444,16.452,4.46418,15.8347,"0.153736","FALSE","FALSE",246.242
"13119","Franklin","-83.1864","34.3781","19.649","186.212","23424","1593","9069","10765","1647","10459","12140","70.1182","72.7904","2.67218",21.3774,17.6509,6.43394,16.4365,"0.151221","FALSE","FALSE",323.494
"13261","Sumter","-84.2224","32.0614","-77.6187","-70.5546","29616","6318","5732","12150","6136","5869","12049","-4.86307","-2.22407","2.639",21.112,17.5533,6.32256,16.3751,"0.150589","FALSE","FALSE",316.812
"13199","Meriwether","-84.6754","33.0166","-119.104","35.8449","20613","4287","6524","10877","4373","7375","11788","20.6919","25.5533","4.8614",38.8912,20.7411,13.0221,16.1436,"0.148969","FALSE","FALSE",571.117
"13087","Decatur","-84.57","30.8898","-111.849","-200.197","29367","4780","6758","11627","4372","7140","11549","17.1434","24.0445","6.90112",55.209,22.9823,18.874,13.1134,"0.147465","FALSE","FALSE",794.457
"13033","Burke","-82.0023","33.1032","130.395","45.5951","24596","5209","5400","10684","4994","6027","11070","1.80036","9.37302","7.57266",60.5813,23.3498,20.3389,11.4692,"0.144286","FALSE","FALSE",834.583
"13279","Toombs","-82.3687","32.1855","97.2035","-56.6186","27030","2939","7872","10914","2674","8208","10912","45.6295","50.8546","5.22517",41.8014,20.7135,13.8066,15.4411,"0.143373","FALSE","FALSE",568.603
"13131","Grady","-84.2124","30.8818","-77.6754","-201.394","26236","3619","7034","10707","3290","7385","10718","32.0567","38.3607","6.30396",50.4317,21.809,16.8118,13.8923,"0.142003","FALSE","FALSE",672.948
"13055","Chattooga","-85.344","34.496","-178.55","200.896","24965","1854","8064","10050","1896","8769","10706","62.6134","64.4444","1.83101",14.6481,15.554,3.93332,15.0485,"0.141936","FALSE","FALSE",195.277
"13189","McDuffie","-82.4687","33.4596","86.5411","84.6609","21632","4168","6169","10455","3937","6562","10537","19.3576","25.0024","5.64473",45.1578,20.9742,14.8718,14.7901,"0.140827","FALSE","FALSE",592.64
"13011","Banks","-83.5075","34.3492","-9.88758","182.985","18035","932","7795","8801","1136","9358","10519","78.641","78.3495","-0.291466",-2.33173,11.1407,-0.45326,11.1315,"0.140794","FALSE","FALSE",30.5864
"13241","Rabun","-83.407","34.8797","-0.644454","241.827","16883","1984","7474","9568","2222","8151","10423","58.0461","57.158","-0.888092",-7.10474,13.2667,-1.64087,13.1648,"0.13998","FALSE","FALSE",92.1218
"13171","Lamar","-84.1544","33.0842","-70.3978","42.875","18500","2615","6330","9039","2795","7575","10412","41.5316","46.0945","4.56292",36.5034,19.6197,11.6711,15.7707,"0.139959","FALSE","FALSE",473.175
"13229","Pierce","-82.2424","31.313","110.158","-153.275","19716","1100","7899","9048","1089","8655","9761","75.5528","77.6478","2.09494",16.7595,15.7178,4.5323,15.0501,"0.135669","FALSE","FALSE",204.131
"13107","Emanuel","-82.3064","32.5866","102.615","-12.054","22768","2884","6551","9501","2673","6919","9619","38.8659","44.2661","5.40013",43.201,20.1458,13.791,14.6854,"0.134607","FALSE","FALSE",517.98
"13105","Elbert","-82.8805","34.1284","47.9137","158.606","19637","2879","6226","9171","2700","6860","9589","36.76","43.5146","6.75462",54.037,21.5321,17.428,12.645,"0.134382","FALSE","FALSE",645.742
"13303","Washington","-82.7756","32.9643","58.3469","29.5012","19988","4730","4663","9459","4643","4824","9493","-0.713297","1.9119","2.6252",21.0016,16.4899,5.9099,15.3945,"0.133727","FALSE","FALSE",248.528
"13321","Worth","-83.8592","31.5453","-43.5824","-128.011","20784","2395","6830","9285","2300","6991","9309","48.0759","50.4897","2.41384",19.3107,16.0775,5.31668,15.1729,"0.132478","FALSE","FALSE",224.27
"13159","Jasper","-83.7265","33.3583","-30.3763","73.0906","14588","1761","5822","7644","1881","7203","9118","53.554","58.5865","5.03252",40.2602,19.4255,12.5539,14.824,"0.130994","FALSE","FALSE",457.154
"13205","Mitchell","-84.1712","31.2182","-73.4601","-164.125","21755","3995","4935","8963","3701","5150","8877","10.5263","16.371","5.84472",46.7578,20.1382,14.6699,13.7963,"0.129303","FALSE","FALSE",517.316
"13281","Towns","-83.7829","34.94","-34.9911","248.58","12493","1550","6384","7979","1649","7155","8838","60.9277","62.5398","1.6121",12.8968,14.4769,3.23118,14.1117,"0.128959","FALSE","FALSE",141.929
"13221","Oglethorpe","-83.1474","33.9189","23.3497","135.269","14825","2436","5593","8131","2515","6255","8822","39.32","42.6454","3.32542",26.6034,17.1761,7.69164,15.3576,"0.12871","FALSE","FALSE",291.639
"13267","Tattnall","-82.0585","32.0365","126.647","-72.8263","22842","2061","6053","8183","1967","6515","8512","49.1989","53.6194","4.42051",35.3641,18.371,10.6326,14.9814,"0.126579","FALSE","FALSE",374.948
"13025","Brantley","-81.97","31.2172","136.215","-163.583","18021","699","6991","7746","736","7744","8500","81.8205","82.6415","0.820963",6.5677,12.6111,1.44242,12.5283,"0.126564","FALSE","FALSE",69.6177
"13091","Dodge","-83.1737","32.2124","21.3226","-54.0794","19925","2171","5843","8070","2081","6249","8350","45.8198","50.036","4.2162",33.7296,18.0453,10.0201,15.0077,"0.12544","FALSE","FALSE",351.209
"13001","Appling","-82.3388","31.7707","100.481","-102.604","18444","1779","6526","8341","1560","6761","8334","57.1583","62.5045","5.34617",42.7694,19.2742,13.0881,14.149,"0.125372","FALSE","FALSE",444.855
"13083","Dade","-85.4979","34.8812","-191.841","243.878","16251","1261","6066","7434","1343","6804","8200","65.5794","67.0308","1.45144",11.6115,13.9338,2.80451,13.6486,"0.124054","FALSE","FALSE",118.249
"13081","Crisp","-83.778","31.9493","-35.7247","-83.2267","20128","2986","4987","8039","2993","5099","8116","25.0972","26.0257","0.928501",7.42801,12.7806,1.65228,12.6733,"0.123635","FALSE","FALSE",75.1343
"13019","Berrien","-83.2518","31.2335","14.1184","-162.685","18160","1269","6419","7743","1209","6841","8068","66.9875","69.9627","2.97522",23.8018,16.339,6.59398,14.9493,"0.123313","FALSE","FALSE",239.505
"13163","Jefferson","-82.4081","33.069","92.5748","41.3726","15709","4061","3537","7642","3674","3765","7463","-6.89655","1.22328","8.11983",64.9586,21.096,19.113,8.92935,"0.118541","FALSE","FALSE",604.034
"13191","McIntosh","-81.4057","31.4801","189.423","-133.565","10975","2612","4016","6696","2628","4747","7408","21.1829","28.7322","7.54934",60.3947,20.5831,17.896,10.1685,"0.11803","FALSE","FALSE",556.764
"13075","Cook","-83.4238","31.1484","-2.26925","-172.135","17229","2059","4900","7035","1956","5374","7357","40.8248","46.6303","5.80546",46.4437,19.0322,13.7926,13.1145,"0.11767","FALSE","FALSE",425.54
"13027","Brooks","-83.5423","30.8411","-13.6081","-206.196","16301","2790","4260","7100","2629","4560","7210","20.8511","26.8605","6.00942",48.0754,19.1139,14.2212,12.771,"0.116532","FALSE","FALSE",432.017
"13183","Long","-81.7317","31.7759","157.949","-101.297","16168","2033","3528","5656","2476","4557","7056","26.8837","29.5891","2.70543",21.6434,15.4598,5.70204,14.3699,"0.115261","FALSE","FALSE",190.273
"13251","Screven","-81.6298","32.7222","165.848","3.84301","14067","2661","3916","6628","2581","4325","6920","19.0816","25.2534","6.17175",49.374,19.0408,14.4515,12.3978,"0.114216","FALSE","FALSE",426.221
"13017","Ben Hill","-83.2481","31.7271","14.3855","-107.927","17194","2392","4110","6560","2199","4281","6501","26.4226","32.1296","5.70699",45.6559,18.3014,13.0884,12.7921,"0.110637","FALSE","FALSE",369.813
"13079","Crawford","-83.9302","32.7067","-49.6847","0.868541","12130","1615","4428","6102","1582","4742","6340","46.5497","49.9684","3.41865",27.3492,15.9353,7.32087,14.1541,"0.109297","FALSE","FALSE",216.195
"13149","Heard","-85.1167","33.308","-159.797","68.7458","11412","824","4516","5391","859","5335","6210","69.1386","72.2635","3.1249",24.9992,15.5218,6.55959,14.0676,"0.108168","FALSE","FALSE",193.556
"13023","Bleckley","-83.3322","32.4015","6.37668","-33.118","12583","1311","4328","5706","1339","4685","6044","53.5024","55.5445","2.04209",16.3367,14.0472,3.95121,13.48,"0.106673","FALSE","FALSE",123.016
"13161","Jeff Davis","-82.6003","31.8478","75.6578","-94.2667","14779","1028","4695","5771","924","4935","5872","64.0748","68.4588","4.384",35.072,16.6269,9.55391,13.608,"0.105202","FALSE","FALSE",256.859
"13317","Wilkes","-82.7527","33.7572","59.9467","117.491","9565","2160","2823","5029","2112","2971","5098","13.3052","16.8995","3.59423",28.7538,15.3148,7.36714,13.4264,"0.0979879","FALSE","FALSE",182.695
"13181","Lincoln","-82.4455","33.7806","88.3836","120.298","7690","1435","3179","4650","1351","3559","4931","37.798","44.9695","7.17144",57.3715,18.058,15.2082,9.73668,"0.096306","FALSE","FALSE",352.118
"13319","Wilkinson","-83.2392","32.844","15.0416","15.9859","8877","2075","2664","4770","2012","2888","4908","12.4288","17.8776","5.44877",43.5902,16.7905,11.577,12.1612,"0.0962079","FALSE","FALSE",266.99
"13099","Early","-84.9199","31.3356","-144.593","-150.336","10854","2437","2722","5187","2158","2718","4879","5.52433","11.4848","5.9605",47.684,17.1607,12.6893,11.5529,"0.095972","FALSE","FALSE",290.634
"13005","Bacon","-82.4661","31.547","88.6421","-127.532","11140","625","4018","4668","645","4186","4839","73.0778","73.2975","0.219702",1.75762,9.95283,0.305267,9.94815,"0.0955281","FALSE","FALSE",10.6138
"13193","Macon","-84.0395","32.3241","-60.1798","-41.5255","12082","2857","1783","4662","2755","1916","4686","-23.1466","-17.9619","5.18466",41.4773,16.384,10.8515,12.2752,"0.0939328","FALSE","FALSE",242.175
"13049","Charlton","-82.0242","30.7866","131.665","-211.406","12518","1103","3419","4566","1007","3607","4628","51.2163","56.3502","5.13396",41.0717,16.2945,10.7056,12.2843,"0.093358","FALSE","FALSE",236.881
"13043","Candler","-82.0604","32.3992","125.957","-32.5903","10981","1269","3133","4431","1196","3366","4568","42.3444","47.5669","5.22247",41.7798,16.3177,10.872,12.1683,"0.0928304","FALSE","FALSE",238.249
"13289","Twiggs","-83.4167","32.7023","-1.5657","0.251889","8022","2044","2370","4444","1895","2549","4456","7.38559","14.7165","7.33088",58.647,17.6841,15.1019,9.2012,"0.091622","FALSE","FALSE",325.784
"13273","Terrell","-84.429","31.772","-97.4291","-102.489","9185","2376","2004","4416","2253","2075","4341","-8.49315","-4.11275","4.3804",35.0432,15.4468,8.86944,12.6466,"0.0904183","FALSE","FALSE",189.584
"13155","Irwin","-83.2799","31.6043","11.3961","-121.552","9666","1008","3134","4168","986","3340","4342","51.3279","54.4152","3.0873",24.6984,14.2905,5.97115,12.9832,"0.0903974","FALSE","FALSE",133.557
"13235","Pulaski","-83.479","32.2734","-7.43476","-47.3318","9855","1217","2805","4059","1281","3036","4336","39.4828","40.6532","1.17039",9.36312,11.9653,1.94664,11.8059,"0.0903033","FALSE","FALSE",50.5257
"13141","Hancock","-83.0132","33.2548","36.0219","61.6309","8735","2985","1159","4165","2864","1364","4240","-44.0637","-35.4778","8.58594",68.6875,18.2086,16.9633,6.61799,"0.0893676","FALSE","FALSE",363.014
"13109","Evans","-81.9066","32.1687","140.775","-57.9641","10774","1324","2888","4247","1214","3011","4244","37.132","42.5325","5.40054",43.2043,16.1453,11.0531,11.7686,"0.0893359","FALSE","FALSE",228.173
