"part","x","y"
3,528,-117.4
3,526.1,-116
3,527.5,-111.7
3,527.1,-108.4
3,525.6,-107
3,523.3,-106.5
3,520,-104.7
3,520.9,-103.2
3,518.6,-96.1
3,468.9,-99
3,432.6,-101.3
3,407.5,-102.3
3,396.2,-102.8
3,356,-104.7
3,323.9,-106.1
3,309.2,-106.5
3,286.5,-107.5
3,254.9,-108.4
3,228.4,-108.9
3,202.4,-109.9
3,167.5,-110.3
3,122.6,-111.3
4,-1733.6,-363.6
4,-1739.3,-370.2
4,-1744,-373.1
4,-1743.5,-375.9
4,-1745.4,-378.7
4,-1744,-380.6
4,-1745.9,-383.5
4,-1746.8,-386.3
4,-1720.4,-402.4
4,-1699.1,-415.1
4,-1656.1,-441.1
4,-1633.9,-454.3
4,-1602.2,-473.2
4,-1580,-486
4,-1557.3,-499.2
4,-1526.1,-517.2
4,-1502.5,-530.4
4,-1471.8,-548.4
4,-1449.1,-561.6
4,-1423.6,-576.3
4,-1397.1,-580
4,-1365.9,-585.2
4,-1335.7,-589.5
4,-1322.9,-591.8
4,-1281.4,-597.5
4,-1254.9,-601.3
4,-1233.6,-604.6
4,-1228.9,-571.1
4,-1221.8,-521
4,-1216.6,-483.6
4,-1211.4,-444.9
4,-1206.7,-412.8
4,-1201.5,-374.9
4,-1194.4,-323.4
4,-1190.2,-291.3
4,-1185,-256.8
4,-1180.7,-224.2
4,-1174.6,-179.8
4,-1168.9,-138.7
4,-1164.6,-107
4,-1159.9,-75.4
4,-1154.2,-32.8
4,-1150,-3.1
4,-1146.7,22.5
4,-1197.2,29.5
4,-1231.7,34.7
4,-1271,40.9
4,-1273.3,41.8
4,-1295.1,45.1
4,-1322.5,49.4
4,-1328.6,49.9
4,-1352.7,54.1
4,-1434.9,67.8
4,-1476,74.9
4,-1514.3,82
4,-1545,87.7
4,-1581.9,94.8
4,-1589,57
4,-1594.2,27.7
4,-1596.5,16.3
4,-1598.4,5.9
4,-1600.8,5
4,-1611.7,-11.1
4,-1613.6,-10.1
4,-1619.2,-10.6
4,-1622.1,-6.4
4,-1624.9,-4.5
4,-1624,-2.6
4,-1624.9,1.2
4,-1628.2,5.9
4,-1632,6.9
4,-1634.8,5.4
4,-1635.8,6.9
4,-1640,6.9
4,-1640,9.2
4,-1645.2,10.2
4,-1649.9,8.8
4,-1650.9,10.2
4,-1654.2,8.3
4,-1660.8,7.8
4,-1662.7,6.4
4,-1661.8,2.6
4,-1661.8,-0.7
4,-1664.1,-4.9
4,-1663.6,-9.7
4,-1662.2,-12
4,-1662.7,-13.5
4,-1659.9,-18.7
4,-1662.7,-20.1
4,-1663.2,-22.9
4,-1665.1,-25.3
4,-1664.6,-27.2
4,-1665.1,-30.9
4,-1666.5,-35.7
4,-1665.1,-38.5
4,-1666.5,-42.8
4,-1664.1,-47.9
4,-1666,-51.3
4,-1666.5,-56
4,-1668.4,-57.9
4,-1669.3,-60.7
4,-1668.4,-67.8
4,-1666.5,-70.2
4,-1665.5,-80.1
4,-1666,-83.4
4,-1666.5,-93.3
4,-1666,-96.1
4,-1667.4,-100.9
4,-1670.3,-102.3
4,-1672.2,-101.8
4,-1674.5,-104.2
4,-1671.7,-107.5
4,-1672.2,-109.4
4,-1675.5,-112.2
4,-1675.9,-115.1
4,-1675.9,-117.4
4,-1678.3,-129.7
4,-1675.5,-134
4,-1675,-138.7
4,-1673.6,-142
4,-1671.2,-146.2
4,-1667.9,-149.5
4,-1667.4,-151.9
4,-1665.5,-161.4
4,-1666.5,-163.7
4,-1665.1,-166.6
4,-1663.6,-171.3
4,-1663.6,-173.6
4,-1665.5,-178.8
4,-1664.6,-180.3
4,-1661.8,-180.3
4,-1658.4,-184
4,-1658,-186.4
4,-1656.1,-187.3
4,-1653.3,-192.1
4,-1649,-194.4
4,-1646.6,-200.1
4,-1647.1,-204.8
4,-1650.4,-205.8
4,-1659.9,-212.4
4,-1662.7,-212.4
4,-1667,-215.2
4,-1671.2,-216.6
4,-1675.9,-217.1
4,-1677.8,-219
4,-1678.8,-224.2
4,-1682.1,-228.5
4,-1686.3,-231.3
4,-1688.7,-231.8
4,-1690.1,-234.6
4,-1688.7,-237
4,-1689.6,-239.3
4,-1688.7,-241.7
4,-1691.5,-243.6
4,-1692,-246.9
4,-1691.5,-252.6
4,-1692.5,-256.3
4,-1691.5,-258.2
4,-1692,-260.6
4,-1695.3,-262.5
4,-1696.3,-268.2
4,-1698.1,-271.5
4,-1697.7,-275.7
4,-1701,-277.6
4,-1701.4,-279
4,-1704.8,-280.4
4,-1708.5,-284.7
4,-1710,-287.5
4,-1712.8,-288.9
4,-1715.2,-287.5
4,-1718.9,-288.9
4,-1717.5,-293.7
4,-1718,-296
4,-1721.8,-299.3
4,-1721.3,-301.2
4,-1717.5,-304.1
4,-1718.9,-306.4
4,-1718.5,-308.8
4,-1719.9,-315.9
4,-1724.1,-322.5
4,-1722.7,-324.4
4,-1721.8,-329.6
4,-1718.9,-329.1
4,-1716.1,-332.4
4,-1712.8,-331.5
4,-1708.5,-333.4
4,-1707.6,-334.8
4,-1707.1,-340.5
4,-1705.2,-342.3
4,-1707.1,-344.2
4,-1705.7,-347.1
4,-1707.6,-354.2
4,-1712.3,-356.5
4,-1714.7,-358.9
4,-1716.1,-362.7
4,-1723.7,-363.6
4,-1724.1,-364.6
4,-1730.3,-362.2
4,-1733.6,-363.6
5,-2066.7,-203.4
5,-2063.9,-209.1
5,-2062,-209.1
5,-2058.2,-211.9
5,-2058.2,-215.7
5,-2059.6,-219
5,-2058.2,-222.8
5,-2056.3,-224.2
5,-2050.7,-225.2
5,-2046.4,-228.5
5,-2044.5,-228
5,-2044,-225.2
5,-2047.8,-218.1
5,-2047.8,-216.2
5,-2052.1,-212.4
5,-2054,-211.9
5,-2056.3,-209.1
5,-2058.2,-208.6
5,-2061.5,-204.8
5,-2066.7,-203.4
6,-2079,-251.6
6,-2077.6,-254.5
6,-2077.6,-259.2
6,-2076.2,-262
6,-2075.7,-266.7
6,-2073.8,-270.5
6,-2073.8,-273.4
6,-2070,-278.1
6,-2068.6,-280.4
6,-2062.5,-277.6
6,-2071.4,-264.4
6,-2074.3,-258.7
6,-2076.2,-252.1
6,-2079,-251.6
7,-2127.2,-126.4
7,-2127.2,-127.8
7,-2123.4,-129.2
7,-2120.6,-129.2
7,-2120.6,-127.3
7,-2123.4,-127.3
7,-2127.2,-126.4
8,-2159.8,-202.9
8,-2159.3,-206.7
8,-2157.9,-208.6
8,-2152.3,-212.4
8,-2147.5,-211.9
8,-2149.4,-208.6
8,-2155.1,-203.4
8,-2158.4,-204.4
8,-2159.8,-202.9
9,-2167.8,-108.9
9,-2168.3,-110.8
9,-2165.5,-114.6
9,-2166.9,-116.9
9,-2166.4,-120.2
9,-2164.1,-122.1
9,-2157,-125.4
9,-2153.7,-125.9
9,-2148,-124.5
9,-2141.4,-125.9
9,-2137.1,-125
9,-2134.3,-121.7
9,-2137.6,-119.3
9,-2140,-119.3
9,-2143.3,-122.1
9,-2148.9,-120.2
9,-2149.9,-117.9
9,-2154.1,-115.1
9,-2158.9,-114.1
9,-2162.7,-110.8
9,-2167.8,-108.9
10,-2199,-109.4
10,-2197.6,-111.3
10,-2194.8,-120.2
10,-2191,-124
10,-2188.6,-123.1
10,-2183.9,-123.6
10,-2180.6,-121.7
10,-2176.8,-122.1
10,-2175.9,-117.9
10,-2178.2,-117.4
10,-2181.6,-114.1
10,-2181.1,-109.9
10,-2183,-111.3
10,-2187.2,-110.8
10,-2188.6,-109.4
10,-2191.9,-110.8
10,-2196.7,-109.4
10,-2199,-109.4
11,-2216,-100.9
11,-2212.7,-102.3
11,-2208.5,-105.6
11,-2203.3,-106.1
11,-2205.2,-102.3
11,-2206.6,-102.3
11,-2207.5,-99
11,-2210.4,-100.9
11,-2212.7,-99.9
11,-2216,-100.9
12,-2286.9,846.1
12,-2288.3,839.5
12,-2290.2,834.3
12,-2292.6,830
12,-2296.4,824.8
12,-2297.3,823.9
12,-2294,817.3
12,-2292.6,818.2
12,-2291.2,813.5
12,-2292.1,807.8
12,-2291.2,800.7
12,-2292.1,797.4
12,-2291.7,794.6
12,-2292.6,790.8
12,-2292.6,786.1
12,-2293.5,782.3
12,-2296.4,775.7
12,-2303.9,761
12,-2309.6,753
12,-2310.6,753
12,-2312.4,748.3
12,-2313.4,743.6
12,-2311,742.1
12,-2311,739.8
12,-2312.4,735.5
12,-2316.2,729.4
12,-2319.5,724.7
12,-2331.3,711.4
12,-2341.7,701
12,-2349.8,690.2
12,-2350.2,688.7
12,-2354,683.5
12,-2352.6,677.9
12,-2353.1,668.9
12,-2355.9,663.7
12,-2354,659
12,-2350.2,652.8
12,-2347.4,649.1
12,-2346.5,645.3
12,-2340.8,640.5
12,-2339.9,635.8
12,-2340.8,632
12,-2338,629.2
12,-2335.1,622.1
12,-2334.2,617.4
12,-2332.8,615.5
12,-2332.3,609.8
12,-2328.5,605.1
12,-2329,600.9
12,-2330.4,592.8
12,-2329,590.9
12,-2328.5,587.6
12,-2329.9,581
12,-2330.9,579.1
12,-2330.9,573
12,-2338,562.6
12,-2342.2,552.2
12,-2341.7,549.3
12,-2342.7,544.6
12,-2341.7,542.7
12,-2342.7,536.6
12,-2340.3,526.2
12,-2340.8,518.2
12,-2342.7,512.5
12,-2346.9,508.2
12,-2347.9,504
12,-2346.9,503
12,-2344.1,497.4
12,-2343.6,494.1
12,-2341.3,490.7
12,-2340.3,487.9
12,-2337.5,484.1
12,-2336.1,479.9
12,-2332.8,475.6
12,-2331.3,473.3
12,-2329,463.3
12,-2327.1,460
12,-2326.6,456.3
12,-2323.8,452.5
12,-2321.9,448.7
12,-2318.1,445.4
12,-2313.4,439.2
12,-2311.5,427.9
12,-2312.9,424.1
12,-2312.9,421.3
12,-2310.6,422.2
12,-2308.2,419.4
12,-2306.3,413.7
12,-2309.1,411.8
12,-2307.7,405.2
12,-2307.7,402.9
12,-2310.1,398.6
12,-2317.6,388.2
12,-2316.2,385.8
12,-2313.9,389.2
12,-2311,389.2
12,-2306.3,387.3
12,-2302.1,382.5
12,-2300.6,376.9
12,-2297.3,373.1
12,-2297.3,370.7
12,-2295.4,368.8
12,-2293.5,369.8
12,-2291.2,368.8
12,-2285,360.8
12,-2283.1,356.5
12,-2278.4,356.5
12,-2278,360.3
12,-2273.7,360.8
12,-2276.1,364.1
12,-2275.6,371.2
12,-2271.8,375
12,-2274.6,377.3
12,-2271.8,382.5
12,-2271.3,386.8
12,-2266.6,386.3
12,-2261.9,388.2
12,-2255.3,382.1
12,-2253.9,377.8
12,-2253.9,374.5
12,-2258.1,371.7
12,-2261.9,372.1
12,-2264.2,373.1
12,-2264.7,369.8
12,-2267.1,369.3
12,-2269.9,366.5
12,-2269,363.2
12,-2263.3,360.8
12,-2262.8,359.4
12,-2264.2,352.3
12,-2267.1,350.9
12,-2267.6,348
12,-2262.8,344.3
12,-2262.4,339.5
12,-2257.2,331.5
12,-2257.2,328.2
12,-2258.1,322.5
12,-2257.2,315.4
12,-2257.6,313.1
12,-2253.4,310.2
12,-2252.4,306
12,-2255.3,305
12,-2257.6,306.5
12,-2260,309.8
12,-2259.5,313.1
12,-2262.8,314
12,-2265.7,318.7
12,-2267.6,321.1
12,-2268.5,323.5
12,-2271.8,324.9
12,-2272.8,326.8
12,-2276.1,328.2
12,-2277,330.1
12,-2275.6,332
12,-2277,333.4
12,-2275.1,335.8
12,-2275.1,341.4
12,-2273.2,341.9
12,-2272.3,349.9
12,-2273.2,352.8
12,-2278.4,353.2
12,-2283.1,352.3
12,-2284.6,341.4
12,-2285.5,336.7
12,-2287.9,332.4
12,-2289.3,331.5
12,-2291.7,323.9
12,-2290.2,320.6
12,-2288.3,320.6
12,-2287.4,318.3
12,-2287.9,313.1
12,-2286.5,304.1
12,-2290.2,294.2
12,-2291.7,292.3
12,-2292.1,286.6
12,-2289.3,282.8
12,-2288.3,278.1
12,-2288.8,276.2
12,-2286,275.3
12,-2284.6,273.4
12,-2283.1,268.2
12,-2280.8,262
12,-2277.5,257.3
12,-2274.2,253.5
12,-2270.9,251.6
12,-2267.6,251.2
12,-2265.7,252.1
12,-2262.8,249.8
12,-2258.6,251.6
12,-2256.7,250.2
12,-2253.9,245
12,-2252.9,238.4
12,-2251.5,229.4
12,-2254.8,224.2
12,-2256.7,218.1
12,-2261.4,211.9
12,-2264.7,210.1
12,-2268,214.3
12,-2273.7,210.1
12,-2273.2,207.7
12,-2271.3,206.3
12,-2271.8,202.5
12,-2273.2,202.5
12,-2274.2,198.7
12,-2273.7,191.6
12,-2274.2,186.4
12,-2275.1,184.1
12,-2275.1,179.3
12,-2274.6,176
12,-2272.8,174.1
12,-2272.3,170.8
12,-2270.9,168.5
12,-2268,167.1
12,-2263.8,161.9
12,-2261.4,158.1
12,-2258.6,151
12,-2258.6,148.2
12,-2257.2,144.8
12,-2256.7,140.1
12,-2251,135.9
12,-2250.5,132.1
12,-2251,122.6
12,-2247.7,117.9
12,-2246.3,114.1
12,-2243,108.5
12,-2242.5,104.7
12,-2243.5,100.4
12,-2242,95.7
12,-2239.7,92.9
12,-2233.1,88.6
12,-2230.7,82.9
12,-2229.8,77.7
12,-2223.6,65.9
12,-2220.8,65
12,-2219.4,63.1
12,-2216,62.2
12,-2214.2,59.8
12,-2213.7,56.5
12,-2214.6,51.8
12,-2216,48
12,-2220.8,40.4
12,-2218.4,34.7
12,-2213.2,30
12,-2208.5,29.1
12,-2205.7,27.2
12,-2202.3,23.9
12,-2201.4,21
12,-2202.8,14
12,-2205.2,7.8
12,-2210.8,-2.1
12,-2209,-3.1
12,-2209,-5.4
12,-2207.1,-7.3
12,-2207.5,-10.1
12,-2212.3,-19.1
12,-2210.4,-24.8
12,-2210.8,-26.7
12,-2217,-35.2
12,-2217.9,-37.6
12,-2216.5,-40.9
12,-2213.2,-41.8
12,-2208,-47
12,-2206.1,-53.1
12,-2206.6,-56
12,-2194.8,-57.9
12,-2191,-57.9
12,-2176.4,-60.7
12,-2172.1,-63.5
12,-2165,-65.4
12,-2161.2,-69.2
12,-2158.4,-70.2
12,-2154.6,-73.9
12,-2147.5,-74.9
12,-2142.3,-78.7
12,-2140.4,-79.1
12,-2136.7,-77.7
12,-2131.9,-78.7
12,-2126.7,-80.6
12,-2125.3,-82.9
12,-2119.2,-87.2
12,-2116.8,-90
12,-2114.5,-94.7
12,-2112.6,-95.2
12,-2108.8,-100.9
12,-2106.9,-101.8
12,-2105.5,-104.7
12,-2105.5,-108.9
12,-2103.6,-117.4
12,-2101.7,-118.8
12,-2097.4,-124
12,-2093.7,-125.4
12,-2089.4,-127.8
12,-2083.3,-133.5
12,-2074.8,-137.3
12,-2071,-142
12,-2068.6,-140.1
12,-2064.8,-140.1
12,-2061.5,-141
12,-2057.7,-141
12,-2052.5,-142.5
12,-2048.8,-142.9
12,-2045,-145.3
12,-2042.6,-149.1
12,-2040.3,-156.6
12,-2038.4,-168.4
12,-2039.8,-172.2
12,-2043.6,-174.6
12,-2042.6,-178.8
12,-2038.4,-180.3
12,-2033.2,-185
12,-2028.9,-185
12,-2026.1,-183.6
12,-2023.3,-184.5
12,-2021.4,-181.2
12,-2017.6,-183.6
12,-2014.3,-186.9
12,-2008.1,-196.8
12,-2003.9,-202
12,-2002.9,-203.9
12,-1998.7,-206.3
12,-1994,-211.9
12,-1991.6,-213.8
12,-1987.8,-221.4
12,-1987.3,-224.2
12,-1984.5,-224.7
12,-1981.7,-227.5
12,-1979.3,-232.2
12,-1978.8,-234.6
12,-1975.1,-237.9
12,-1971.7,-242.2
12,-1968,-250.7
12,-1963.2,-263
12,-1961.3,-269.1
12,-1959.9,-279
12,-1959.5,-281.9
12,-1959.9,-290.8
12,-1960.4,-297.5
12,-1964.2,-300.8
12,-1962.8,-305
12,-1963.2,-310.7
12,-1964.7,-313.5
12,-1964.7,-319.7
12,-1959.9,-318.7
12,-1957.1,-322.5
12,-1956.1,-326.7
12,-1957.1,-337.1
12,-1940.6,-339
12,-1910.8,-342.8
12,-1872,-347.1
12,-1821,-353.2
12,-1790.8,-357
12,-1759.6,-360.3
12,-1733.6,-363.6
12,-1730.3,-362.2
12,-1724.1,-364.6
12,-1723.7,-363.6
12,-1716.1,-362.7
12,-1714.7,-358.9
12,-1712.3,-356.5
12,-1707.6,-354.2
12,-1705.7,-347.1
12,-1707.1,-344.2
12,-1705.2,-342.3
12,-1707.1,-340.5
12,-1707.6,-334.8
12,-1708.5,-333.4
12,-1712.8,-331.5
12,-1716.1,-332.4
12,-1718.9,-329.1
12,-1721.8,-329.6
12,-1722.7,-324.4
12,-1724.1,-322.5
12,-1719.9,-315.9
12,-1718.5,-308.8
12,-1718.9,-306.4
12,-1717.5,-304.1
12,-1721.3,-301.2
12,-1721.8,-299.3
12,-1718,-296
12,-1717.5,-293.7
12,-1718.9,-288.9
12,-1715.2,-287.5
12,-1712.8,-288.9
12,-1710,-287.5
12,-1708.5,-284.7
12,-1704.8,-280.4
12,-1701.4,-279
12,-1701,-277.6
12,-1697.7,-275.7
12,-1698.1,-271.5
12,-1696.3,-268.2
12,-1695.3,-262.5
12,-1692,-260.6
12,-1691.5,-258.2
12,-1692.5,-256.3
12,-1691.5,-252.6
12,-1692,-246.9
12,-1691.5,-243.6
12,-1688.7,-241.7
12,-1689.6,-239.3
12,-1688.7,-237
12,-1690.1,-234.6
12,-1688.7,-231.8
12,-1686.3,-231.3
12,-1682.1,-228.5
12,-1678.8,-224.2
12,-1677.8,-219
12,-1675.9,-217.1
12,-1671.2,-216.6
12,-1667,-215.2
12,-1662.7,-212.4
12,-1659.9,-212.4
12,-1650.4,-205.8
12,-1647.1,-204.8
12,-1646.6,-200.1
12,-1649,-194.4
12,-1653.3,-192.1
12,-1656.1,-187.3
12,-1658,-186.4
12,-1658.4,-184
12,-1661.8,-180.3
12,-1664.6,-180.3
12,-1665.5,-178.8
12,-1663.6,-173.6
12,-1663.6,-171.3
12,-1665.1,-166.6
12,-1666.5,-163.7
12,-1665.5,-161.4
12,-1667.4,-151.9
12,-1667.9,-149.5
12,-1671.2,-146.2
12,-1673.6,-142
12,-1675,-138.7
12,-1675.5,-134
12,-1678.3,-129.7
