"county_fips","state_name","county_name","lon","lat","x","y","pop","votes_dem_16","votes_gop_16","total_votes_16","votes_dem_24","votes_gop_24","total_votes_24","margin_16","margin_24","swing","swing_a","swing_b","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle"
"01043","Alabama","Cullman",-86.8327,34.1627,837.531,-333.198,87866,3798,32989,37873,4039,38704,43052,79.3514,81.101,1.7496,-1.00622,2.75582,13.9968,44.5517,10.7756,43.2289,0.108858,TRUE,FALSE,FALSE
"01045","Alabama","Dale",-85.6377,31.3839,980.032,-630.127,49326,4413,13808,18749,4484,14476,19103,51.5614,52.7004,1.13904,-4.66055,5.79958,9.11229,34.3503,5.44005,33.9168,0.0725016,TRUE,FALSE,FALSE
"01047","Alabama","Dallas",-87.0353,32.4118,837.489,-529.576,38462,12836,5789,18792,10236,5190,15528,-37.8362,-32.711,5.12523,0.0644719,5.06076,41.0019,45.1738,29.6378,34.0921,0.0653966,TRUE,FALSE,FALSE
"01049","Alabama","DeKalb",-85.8175,34.4527,926.475,-291.521,71608,3622,21405,25826,3758,25633,29583,71.0553,74.4275,3.37229,-0.530611,3.9029,26.9783,47.8869,21.724,42.6758,0.0902684,TRUE,FALSE,FALSE
"01051","Alabama","Elmore",-86.2253,32.5585,911.225,-505.844,87977,8443,27634,37260,9774,31374,41491,53.1946,52.4934,-0.701118,-4.35046,3.64934,-5.60894,36.1965,-3.53778,36.0232,0.106808,TRUE,FALSE,FALSE
"01053","Alabama","Escambia",-87.2801,31.0854,828.22,-678.798,36757,4605,9935,14845,3964,10884,14929,36.6575,46.6056,9.94811,1.03808,8.91003,79.5849,53.4916,52.6103,9.67017,0.0641597,TRUE,FALSE,FALSE
"01055","Alabama","Etowah",-86.0259,34.0122,912.743,-342.504,103436,10442,32353,44164,10027,35653,46023,51.1999,56.0989,4.89904,-0.321894,5.22094,39.1923,60.6469,38.3243,47.0031,0.112536,TRUE,FALSE,FALSE
"01057","Alabama","Fayette",-87.7675,33.7269,756.566,-389.535,16321,1362,6712,8249,1142,7158,8356,66.2621,72.4819,6.21985,1.65052,4.56933,49.7588,40.8218,31.1606,26.3712,0.0479698,TRUE,FALSE,FALSE
"01059","Alabama","Franklin",-87.7936,34.4635,747.073,-307.719,32113,2197,9466,12040,1568,10417,12077,62.3253,73.834,11.5087,4.19693,7.31173,90,52.4483,52.4483,0.00000000000000321153,0.0576431,TRUE,FALSE,TRUE
"01061","Alabama","Geneva",-85.7814,31.0945,969.95,-663.612,26659,1525,9994,11758,1391,10929,12390,73.522,77.4188,3.89682,0.841089,3.05574,31.1746,40.1686,20.7932,34.368,0.0584432,TRUE,FALSE,FALSE
"01063","Alabama","Greene",-87.9245,32.8338,750.636,-490.126,7730,4013,838,4880,3133,885,4035,-65.4504,-55.9482,9.50219,2.22285,7.27934,76.0175,38.2564,37.1228,9.24371,0.033376,TRUE,FALSE,FALSE
"01065","Alabama","Hale",-87.628,32.7833,778.622,-493.354,14785,4775,3173,8040,3868,3369,7290,-20.156,-6.89512,13.2609,1.15132,12.1096,90,47.4808,47.4808,0.00000000000000290736,0.0447928,TRUE,FALSE,TRUE
"01067","Alabama","Henry",-85.2711,31.4693,1013.49,-616.835,17146,2292,5632,8072,2263,6989,9301,42.1504,51.0808,8.93042,1.27734,7.65308,71.4433,45.679,43.3041,14.537,0.0506462,TRUE,FALSE,FALSE
"01069","Alabama","Houston",-85.3963,31.2048,1004.99,-647.414,107202,10664,30728,42639,11352,32469,44195,48.4731,48.1892,-0.283911,-5.20752,4.9236,-2.27128,31.4944,-1.24815,31.4697,0.110222,TRUE,FALSE,FALSE
"01071","Alabama","Jackson",-85.9436,34.7273,911.801,-262.204,52579,3673,16672,20984,3276,20073,23509,63.8928,71.9388,8.04599,4.32026,3.72573,64.3679,57.4514,51.7976,24.8529,0.0804568,TRUE,FALSE,FALSE
"01073","Alabama","Jefferson",-86.8116,33.5172,846.415,-404.799,674721,156873,134768,304191,162112,131123,296741,-7.57952,-10.568,-2.98845,-5.78736,2.79891,-23.9076,97.9868,-39.7104,89.5796,0.285126,TRUE,FALSE,FALSE
"01075","Alabama","Lamar",-88.1088,33.7613,724.956,-388.366,13972,1036,5823,6966,806,6033,6875,69.7915,76.4293,6.63779,2.85949,3.7783,53.1023,39.681,31.7332,23.824,0.0435437,TRUE,FALSE,FALSE
"01077","Alabama","Lauderdale",-87.6089,34.8655,759.879,-261.464,93564,9952,27899,39525,10326,32708,43454,47.4149,52.01,4.59518,-2.02574,6.62091,36.7614,58.3589,34.9269,46.7533,0.109228,TRUE,FALSE,FALSE
"01079","Alabama","Lawrence",-87.2716,34.5409,793.67,-294.867,33073,3627,10833,14829,2983,13024,16115,49.834,62.7288,12.8948,5.31581,7.57897,90,59.1355,59.1355,0.00000000000000362101,0.0666168,TRUE,FALSE,TRUE
"01081","Alabama","Lee",-85.3598,32.5923,991.164,-493.433,174241,21230,34617,59191,25798,46020,72695,23.9708,28.1573,4.18644,-3.47885,7.66528,33.4915,66.716,36.8148,55.639,0.141106,TRUE,FALSE,FALSE
"01083","Alabama","Limestone",-86.9224,34.804,822.521,-262.599,103570,9468,29067,40294,14581,37887,53096,50.8603,44.4195,-6.4408,-7.45903,1.01823,-51.5264,69.3767,-54.3147,43.163,0.120608,TRUE,FALSE,FALSE
"01085","Alabama","Lowndes",-86.6152,32.1642,879.332,-553.254,10311,4883,1751,6684,3867,1758,5652,-47.2113,-37.4933,9.718,1.14788,8.57012,77.744,41.3534,40.4109,8.77849,0.0394903,TRUE,FALSE,FALSE
"01087","Alabama","Macon",-85.7118,32.4291,960.471,-515.137,19532,7566,1431,9140,6084,1682,7820,-68.1894,-56.683,11.5064,3.82357,7.68285,90,46.6051,46.6051,0.00000000000000285374,0.046401,TRUE,FALSE,TRUE
"01089","Alabama","Madison",-86.6153,34.743,850.931,-266.687,388153,62822,89520,163389,87824,105430,196355,17.525,9.11029,-8.41475,-9.37314,0.958385,-67.318,125.331,-115.638,48.3297,0.231469,TRUE,FALSE,FALSE
"01091","Alabama","Marengo",-87.8035,32.3424,766.576,-543.765,19323,5615,5233,10994,4631,4995,9673,-3.52139,3.78143,7.30281,2.18264,5.12018,58.4225,43.88,37.3828,22.9778,0.0516597,TRUE,FALSE,FALSE
"01093","Alabama","Marion",-87.8765,34.1104,742.915,-347.699,29341,1432,11274,12984,1197,12245,13523,77.4595,82.1902,4.73068,1.13286,3.59782,37.8455,42.8345,26.2804,33.8251,0.0610465,TRUE,FALSE,FALSE
"01095","Alabama","Marshall",-86.2913,34.3112,885.133,-311.771,97612,4917,29233,35316,5553,34434,40277,71.2035,72.226,1.02246,-1.57608,2.59854,8.17968,38.8051,5.5211,38.4103,0.10529,TRUE,FALSE,FALSE
"01097","Alabama","Mobile",-88.1752,30.684,747.077,-730.677,414809,72186,95116,172737,72055,100759,174545,13.7058,16.6098,2.90401,-1.65985,4.56386,23.2321,79.6253,31.4088,73.1689,0.218886,TRUE,FALSE,FALSE
"01099","Alabama","Monroe",-87.3646,31.4988,816.042,-633.721,19772,4332,5795,10271,3740,6007,9799,14.4465,23.2584,8.81191,1.51272,7.29919,70.4953,46.1326,43.4852,15.4029,0.0519833,TRUE,FALSE,FALSE
"01101","Alabama","Montgomery",-86.2338,32.3465,912.86,-529.44,228954,58916,34003,95878,57946,30477,89375,-26.8115,-31.0654,-4.25392,-5.09567,0.841749,-34.0314,71.9558,-40.2699,59.632,0.156571,TRUE,FALSE,FALSE
"01103","Alabama","Morgan",-86.932,34.5139,824.745,-294.981,123421,11254,37486,50644,12392,40449,53369,53.8203,53.097,-0.723244,-3.85619,3.13295,-5.78595,38.2641,-3.85749,38.0691,0.121036,TRUE,FALSE,FALSE
"01105","Alabama","Perry",-87.3697,32.5849,804.586,-513.245,8511,3824,1407,5278,3174,1269,4457,-46.2053,-42.8764,3.32888,-2.28478,5.61366,26.631,32.3068,14.4813,28.8794,0.0350967,TRUE,FALSE,FALSE
"01107","Alabama","Pickens",-88.0744,33.2847,732.543,-441.148,19123,3972,5456,9542,3388,5465,8898,15.7403,23.461,7.72063,0.607406,7.11322,61.765,43.582,38.3964,20.6182,0.049542,TRUE,FALSE,FALSE
"01109","Alabama","Pike",-85.947,31.786,946.164,-588.752,33009,5056,7693,13168,4899,8224,13214,20.684,25.3372,4.65322,-3.09368,7.7469,37.2258,42.4266,25.6663,33.7825,0.0603178,TRUE,FALSE,FALSE
"01111","Alabama","Randolph",-85.4274,33.2647,976.563,-419.567,21967,2291,7705,10187,1920,9102,11075,54.1617,65.1606,10.9989,4.89799,6.10093,87.9914,50.5767,50.5456,1.7727,0.0552788,TRUE,FALSE,FALSE
"01113","Alabama","Russell",-85.0546,32.4149,1021.74,-509.856,59183,9579,9210,19256,10422,10078,20679,-1.96392,-1.67805,0.285866,-4.50299,4.78886,2.28693,28.673,1.14416,28.6502,0.0753886,TRUE,FALSE,FALSE
"01115","Alabama","St. Clair",-86.3749,33.6609,884.885,-384.849,91103,5589,31651,38400,7640,35501,43440,69.9839,64.5813,-5.40263,-5.25604,-0.146596,-43.2211,61.4303,-42.0684,44.7653,0.109364,TRUE,FALSE,FALSE
"01117","Alabama","Shelby",-86.739,33.2903,855.547,-429.368,223024,22977,73020,101254,33087,79666,114043,52.1298,41.3107,-10.8191,-11.0278,0.208748,-86.5528,111.564,-111.362,6.70814,0.176804,TRUE,FALSE,FALSE
"01119","Alabama","Sumter",-88.2309,32.571,724.614,-521.718,12345,4746,1581,6411,3725,1542,5297,-50.0237,-41.4467,8.57696,1.19246,7.38451,68.6157,39.6391,36.9102,14.4533,0.0382129,TRUE,FALSE,FALSE
"01121","Alabama","Talladega",-86.1659,33.3769,907.308,-414.431,82149,12121,20614,33407,10898,22100,33175,25.9447,33.9475,8.0028,-0.227352,8.23016,64.0224,63.9386,57.4786,28.0063,0.0956472,TRUE,FALSE,FALSE
"01123","Alabama","Tallapoosa",-85.864,32.8517,941.299,-469.795,41311,5519,13594,19486,4975,14884,19980,42.2487,49.8968,7.64804,1.47425,6.17379,61.1843,53.9264,47.2489,25.9921,0.0742006,TRUE,FALSE,FALSE
"01125","Alabama","Tuscaloosa",-87.5185,33.2148,784.487,-444.486,227036,31762,47723,82700,33399,50724,84879,20.0805,20.5948,0.514325,-5.05835,5.57268,4.1146,39.2732,2.81792,39.172,0.152717,TRUE,FALSE,FALSE
"01127","Alabama","Walker",-87.2505,33.8342,802.846,-373.353,65342,4497,24266,29472,4102,25464,29747,68.7307,72.2519,3.52125,-0.083625,3.60488,28.17,48.5187,22.9051,42.7717,0.0905368,TRUE,FALSE,FALSE
"01129","Alabama","Washington",-88.1953,31.4137,738.504,-649.952,15388,2374,6042,8533,1863,6534,8430,43.5837,55.627,12.0434,5.22614,6.81722,90,48.1434,48.1434,0.00000000000000294793,0.0482493,TRUE,FALSE,TRUE
"01131","Alabama","Wilcox",-87.3769,32.0074,809.75,-577.417,10600,4339,1737,6118,3449,1793,5260,-42.8242,-31.591,11.2332,5.16056,6.07267,89.8658,42.0678,42.0676,0.0984991,0.0381221,TRUE,FALSE,FALSE
"01133","Alabama","Winston",-87.4156,34.1644,784.409,-337.983,23540,872,9228,10313,884,10191,11129,82.7327,84.0361,1.30344,-0.173805,1.47725,10.4276,32.1885,5.82587,31.6569,0.0554116,TRUE,FALSE,FALSE
"04001","Arizona","Apache",-109.419,35.5437,-1202.05,-134.129,66021,17083,8240,27661,18872,12795,32019,-34.9208,-19.1903,15.7305,0.802499,14.928,90,79.4134,79.4134,0.00000000000000486267,0.0936984,TRUE,FALSE,TRUE
"04003","Arizona","Cochise",-110.073,31.6035,-1325.14,-560.87,125447,17450,28092,50015,22296,35936,58923,23.3674,23.4235,0.0561061,-3.42276,3.47887,0.448849,27.1092,0.212369,27.1084,0.12706,TRUE,FALSE,FALSE
"04005","Arizona","Coconino",-111.602,35.4761,-1397.21,-111.754,145101,32404,21108,59784,41504,27576,70067,-21.1093,-20.1621,0.947153,-3.48444,4.4316,7.57722,43.1265,5.68677,42.75,0.13839,TRUE,FALSE,FALSE
"04007","Arizona","Gila",-111.015,33.8444,-1373.8,-300.443,53272,7003,14182,22312,8504,18901,27648,33.8872,37.9383,4.05115,0.644294,3.40685,32.4092,49.3685,26.4597,41.679,0.0871653,TRUE,FALSE,FALSE
"04009","Arizona","Graham",-109.808,32.8671,-1279.98,-425.171,38533,3301,8025,12134,3867,11177,15183,41.7093,48.5908,6.88146,3.71446,3.167,55.0517,48.4455,39.7093,27.7514,0.0645818,TRUE,FALSE,FALSE
"04011","Arizona","Greenlee",-109.26,32.9852,-1227.68,-419.355,9563,1092,1892,3270,954,2308,3308,26.8097,41.5083,14.6986,7.79616,6.90247,90,40.1571,40.1571,0.00000000000000245892,0.0300726,TRUE,FALSE,TRUE
"04012","Arizona","La Paz",-114.184,33.9542,-1658.18,-237.801,16557,1575,4003,5951,2101,5470,7624,43.5281,44.4987,0.970599,-4.24777,5.21837,7.76479,29.4125,3.97383,29.1428,0.0458147,TRUE,FALSE,FALSE
"04013","Arizona","Maricopa",-112.044,33.4901,-1473.73,-324.079,4420568,702907,747361,1567834,980016,1051531,2053945,3.06523,3.52022,0.454997,-5.28032,5.73532,3.63998,100.028,6.35046,99.8261,0.750485,TRUE,FALSE,FALSE
"04015","Arizona","Mohave",-114.262,35.0345,-1642.13,-117.858,213267,17455,58282,79943,24081,85683,110450,53.9063,56.1222,2.21594,-1.95109,4.16704,17.7276,62.2695,18.9605,59.3126,0.174445,TRUE,FALSE,FALSE
"04017","Arizona","Navajo",-110.205,34.8622,-1283.31,-199.312,106717,16459,20577,40294,20754,29480,50706,11.1189,17.3707,6.25179,-2.74509,8.99688,50.0144,67.6899,51.8644,43.4972,0.118012,TRUE,FALSE,FALSE
"04019","Arizona","Pima",-110.958,32.2164,-1397.11,-480.711,1043433,224661,167428,421640,292450,214669,513176,-14.5969,-15.3378,-0.740879,-4.36456,3.62368,-5.92703,71.9275,-7.42737,71.543,0.374959,TRUE,FALSE,FALSE
"04021","Arizona","Pinal",-111.602,33.0693,-1441.18,-377.189,425264,47892,72819,129546,80656,126926,209552,20.6501,22.29,1.63984,-3.10131,4.74115,13.1187,69.5474,15.7851,67.7323,0.239896,TRUE,FALSE,FALSE
"04023","Arizona","Santa Cruz",-110.946,31.4392,-1409.55,-566.386,47669,11690,3897,16433,11265,7699,19121,-49.9968,-18.804,31.1927,14.0771,17.1157,90,84.52,84.52,0.00000000000000517536,0.0725093,TRUE,FALSE,TRUE
"04025","Arizona","Yavapai",-112.274,34.6287,-1472.97,-195.092,236209,35590,71330,114450,48717,99346,149402,33.4269,34.1942,0.767367,-3.72,4.48736,6.13894,49.681,5.31287,49.3961,0.202606,TRUE,FALSE,FALSE
"04027","Arizona","Yuma",-114.605,32.6414,-1724.6,-374.145,203881,24605,25165,53010,26823,40745,68195,1.12518,20.6044,19.4793,5.16483,14.3144,90,115.012,115.012,0.00000000000000704244,0.136867,TRUE,FALSE,TRUE
"05001","Arkansas","Arkansas",-91.4608,34.4035,413.905,-336.817,17149,1939,3826,6212,1503,3951,5547,32.732,44.8845,12.1525,7.87564,4.27684,90,43.2601,43.2601,0.00000000000000264892,0.0388854,TRUE,FALSE,TRUE
"05003","Arkansas","Ashley",-91.8779,33.1796,381.826,-475.164,19062,2408,5338,8083,1774,5145,7030,37.826,48.7209,10.8949,6.785,4.10994,87.1595,44.6398,44.585,2.21215,0.0437976,TRUE,FALSE,FALSE
"05005","Arkansas","Baxter",-92.3839,36.3318,321.568,-124.77,41627,4169,14682,19766,4341,16253,20954,55.7689,57.8421,2.07317,-1.0525,3.12566,16.5853,39.162,11.1785,37.5327,0.0755612,TRUE,FALSE,FALSE
"05007","Arkansas","Benton",-94.2303,36.3351,157.396,-129.053,284333,28005,60871,96824,45231,79907,128595,36.9796,27.7102,-9.2694,-9.68858,0.419176,-74.1552,109.348,-105.193,29.8555,0.186262,TRUE,FALSE,FALSE
"05009","Arkansas","Boone",-93.0988,36.2666,258.24,-134.249,37373,2926,12235,16111,2854,13968,17112,61.401,66.0682,4.66728,1.93955,2.72773,37.3382,45.0949,27.3509,35.8536,0.0682916,TRUE,FALSE,FALSE
"05011","Arkansas","Bradley",-92.1013,33.5744,359.337,-431.989,10545,1317,2164,3653,961,2213,3209,24.3321,39.4455,15.1134,7.25427,7.85913,90,40.1614,40.1614,0.00000000000000245918,0.0296642,TRUE,FALSE,TRUE
"05013","Arkansas","Calhoun",-92.5007,33.586,322.495,-432.127,4739,639,1556,2269,379,1674,2092,41.7768,63.0784,21.3017,12.9277,8.37393,90,39.3633,39.3633,0.0000000000000024103,0.0238574,TRUE,FALSE,TRUE
"05015","Arkansas","Carroll",-93.5747,36.3757,215.577,-123.22,28260,3342,6786,10758,3812,7470,11538,34.0047,32.4233,-1.58141,-4.2939,2.71249,-12.6513,33.271,-7.2869,32.4632,0.055927,TRUE,FALSE,FALSE
"05017","Arkansas","Chicot",-91.3184,33.326,432.808,-456.438,10208,2350,1716,4176,1796,1658,3490,-15.5927,-3.99537,11.5974,2.93071,8.66665,90,38.6392,38.6392,0.00000000000000236597,0.030945,TRUE,FALSE,TRUE
"05019","Arkansas","Clark",-93.124,34.0993,263.335,-376.727,21446,3620,4404,8526,2959,4526,7657,9.77069,20.9352,11.1645,4.85558,6.30893,89.3161,45.8107,45.8075,0.546777,0.0455538,TRUE,FALSE,FALSE
"05021","Arkansas","Clay",-90.3664,36.3703,500.55,-111.735,14552,1199,3781,5200,907,3968,4967,51.8474,62.7897,10.9424,10.0385,0.903848,87.5388,41.1244,41.0865,1.76598,0.0367634,TRUE,FALSE,FALSE
"05023","Arkansas","Cleburne",-92.0378,35.5072,356.177,-215.797,24711,2101,9458,12085,1941,10595,12739,63.6474,69.0332,5.38581,4.06942,1.31639,43.0865,43.453,29.6828,31.7347,0.0589533,TRUE,FALSE,FALSE
"05025","Arkansas","Cleveland",-92.1364,33.913,354.566,-394.324,7550,723,2462,3354,524,2804,3374,54.5997,68.5096,13.9099,8.39065,5.51928,90,39.8498,39.8498,0.0000000000000024401,0.0303753,TRUE,FALSE,TRUE
"05027","Arkansas","Columbia",-93.2472,33.2588,254.777,-470.914,22801,3140,5456,8887,2466,5367,7940,26.9428,37.0356,10.0929,5.36419,4.72867,80.7428,45.1731,44.5848,7.26682,0.0466007,TRUE,FALSE,FALSE
"05029","Arkansas","Conway",-92.7059,35.213,297.287,-250.998,20715,2656,4849,7927,2449,5893,8541,29.2205,41.2851,12.0645,7.83568,4.22886,90,48.0818,48.0818,0.00000000000000294416,0.048091,TRUE,FALSE,TRUE
"05031","Arkansas","Craighead",-90.6692,35.8358,477.031,-173.052,111231,10538,22892,35573,11210,25152,37242,36.9548,38.3422,1.38739,-0.569122,1.95652,11.0992,40.6119,7.8181,39.8523,0.100404,TRUE,FALSE,FALSE
"05033","Arkansas","Crawford",-94.2859,35.4941,154.15,-223.299,60133,4488,16686,22450,4753,18615,23834,57.6084,59.3204,1.71205,0.305556,1.40649,13.6964,38.6291,9.14648,37.5306,0.0804895,TRUE,FALSE,FALSE
"05035","Arkansas","Crittenden",-90.2135,35.1767,522.251,-244.309,48163,8410,6964,15952,7362,7028,14681,-9.40549,-2.32106,7.08443,1.95298,5.13146,56.6755,48.2468,40.3137,26.5059,0.0631625,TRUE,FALSE,FALSE
"05037","Arkansas","Cross",-90.7774,35.2517,470.95,-238.876,16833,1999,4584,6874,1642,4753,6534,39.2678,48.6474,9.37957,7.97839,1.40118,75.0366,42.2493,40.8167,10.9089,0.0421065,TRUE,FALSE,FALSE
"05039","Arkansas","Dallas",-92.5252,33.8649,319.099,-401.073,6482,1165,1509,2771,798,1482,2324,12.8646,30,17.1354,11.189,5.94637,90,38.4388,38.4388,0.0000000000000023537,0.0251418,TRUE,FALSE,TRUE
"05041","Arkansas","Desha",-91.4152,33.768,421.485,-407.565,11395,2228,1919,4257,1638,1805,3505,-7.45117,4.85042,12.3016,5.03816,7.26343,90,39.0955,39.0955,0.00000000000000239391,0.0308956,TRUE,FALSE,TRUE
"05043","Arkansas","Drew",-91.7841,33.6273,388.292,-424.838,17350,2365,3968,6595,2050,4203,6365,25.3119,34.4315,9.11961,3.07191,6.04771,72.9569,41.7563,39.9225,12.2384,0.0416364,TRUE,FALSE,FALSE
"05045","Arkansas","Faulkner",-92.4061,35.1057,324.785,-262.017,123498,14629,29346,47527,17752,35357,54465,33.4667,33.1488,-0.317935,-3.0051,2.68716,-2.54348,32.9784,-1.4635,32.9459,0.121342,TRUE,FALSE,FALSE
"05047","Arkansas","Franklin",-93.891,35.4422,189.787,-228.393,17097,1376,5039,6770,1232,5582,6971,57.1005,63.8392,6.73861,5.63415,1.10445,53.9089,39.7793,32.1449,23.4328,0.043464,TRUE,FALSE,FALSE
"05049","Arkansas","Fulton",-91.7668,36.3757,376.192,-117.591,12075,1067,3471,4772,906,4040,5043,52.9749,63.3643,10.3895,5.59197,4.79748,83.1156,40.7795,40.4855,4.88806,0.0370302,TRUE,FALSE,FALSE
"05051","Arkansas","Garland",-93.0807,34.5058,265.903,-331.181,100180,12311,26087,40805,13015,28359,42327,35.8769,37.0861,1.20922,-1.02972,2.23894,9.67379,40.5367,6.81173,39.9603,0.107101,TRUE,FALSE,FALSE
"05053","Arkansas","Grant",-92.4126,34.3117,327.549,-350.785,17958,1373,5725,7445,1192,6755,8078,61.313,70.0013,8.68821,7.23074,1.45747,69.5057,43.6888,40.9236,15.2961,0.0469386,TRUE,FALSE,FALSE
"05055","Arkansas","Greene",-90.5226,36.0715,488.615,-145.957,45736,3071,10720,14600,2935,12617,15820,55.4637,62.2557,6.79195,5.65023,1.14172,54.3356,48.7078,39.5725,28.3984,0.0656632,TRUE,FALSE,FALSE
"05057","Arkansas","Hempstead",-93.6208,33.6982,218.979,-422.791,20065,2377,4401,7049,1776,4193,6089,29.8613,40.4925,10.6312,5.42924,5.20199,85.0498,42.8134,42.6537,3.69434,0.0406799,TRUE,FALSE,FALSE
"05059","Arkansas","Hot Spring",-92.8955,34.3536,283.322,-347.655,33040,3149,8172,11944,2818,9226,12283,44.3689,53.2049,8.83604,5.45203,3.38401,70.6883,48.806,46.0598,16.1404,0.0577849,TRUE,FALSE,FALSE
