"county_fips","county_name","x","y","in_frame","swing_old","swing_new","delta"
"48167","Galveston",95.2,-900.3,TRUE,-0.6107,-2.6767,-2.0661
"28109","Pearl River",608.6,-745.9,TRUE,-3.2968,-1.2365,2.0603
"53077","Yakima",-1859.1,1247.9,TRUE,-8.4492,-6.4327,2.0165
"20175","Seward",-433.2,-39.1,TRUE,-3.1177,-1.132,1.9857
"36079","Putnam",1831.6,653.9,TRUE,-10.5076,-8.5242,1.9834
"36109","Tompkins",1584.2,718.7,TRUE,-5.1795,-3.2012,1.9783
"36089","St. Lawrence",1637.2,980.6,TRUE,0.4833,2.4522,1.9689
"36033","Franklin",1697.1,1001.6,TRUE,-5.7131,-3.761,1.9521
"24037","St. Mary's",1670.6,261.8,TRUE,-11.7711,-9.8438,1.9273
"36077","Otsego",1695,754.7,TRUE,-8.7611,-6.8818,1.8793
"24043","Washington",1544.6,386.4,TRUE,-12.4592,-10.5833,1.8759
"36123","Yates",1532.3,728.2,TRUE,-4.2725,-2.3968,1.8757
"36101","Steuben",1521.1,683.7,TRUE,-7.9881,-6.1152,1.8728
"51036","Charles City",1646.7,151.2,TRUE,4.1262,5.999,1.8728
"24045","Wicomico",1752.5,286.6,TRUE,-10.1457,-8.3282,1.8175
"24013","Carroll",1608.3,388.5,TRUE,-14.5648,-12.7492,1.8156
"53047","Okanogan",-1744.9,1438.2,TRUE,-8.4302,-6.6442,1.786
"55085","Oneida",506.5,935.3,TRUE,-3.0705,-4.8474,-1.7769
"08033","Dolores",-1110.3,102.3,TRUE,-8.6553,-6.8829,1.7725
"34023","Middlesex",1800.9,540.1,TRUE,-1.9774,-0.21,1.7674
"20205","Wilson",22.8,1.3,TRUE,-3.842,-2.0785,1.7635
"36007","Broome",1635.5,690.9,TRUE,-7.444,-5.6944,1.7496
"06037","Los Angeles",-2019.5,-146.8,TRUE,5.538,7.2818,1.7438
"24041","Talbot",1700.6,320.9,TRUE,-12.9582,-11.215,1.7432
"06077","San Joaquin",-2177.1,339.1,TRUE,-0.6038,1.1368,1.7407
"08089","Otero",-665,85.4,TRUE,-3.9815,-2.2408,1.7407
"36029","Erie",1389.9,729.9,TRUE,-10.0001,-8.2624,1.7377
"36043","Herkimer",1687.7,811.2,TRUE,-5.4778,-3.7574,1.7205
"24003","Anne Arundel",1651,345.2,TRUE,-14.2898,-12.57,1.7198
"36037","Genesee",1437.3,751,TRUE,-6.9624,-5.2578,1.7046
"42115","Susquehanna",1656,661.3,TRUE,-2.9892,-1.2855,1.7037
"36115","Washington",1803,863,TRUE,-5.6634,-3.9604,1.703
"36107","Tioga",1606.4,684.8,TRUE,-8.1743,-6.4723,1.7021
"17089","Kane",630.5,521.6,TRUE,-5.1795,-3.4844,1.6951
"24035","Queen Anne's",1690.3,347.7,TRUE,-10.5343,-8.8558,1.6785
"36095","Schoharie",1742.6,774.7,TRUE,-6.8942,-5.2311,1.6631
"24019","Dorchester",1712.4,300.8,TRUE,-4.2448,-2.5826,1.6622
"51800","Suffolk",1707.7,94.9,TRUE,-3.1895,-4.8515,-1.662
"49011","Davis",-1325.2,506,TRUE,-6.169,-7.8295,-1.6605
"36085","Richmond",1818.8,556.4,TRUE,-2.1091,-0.4632,1.6459
"24021","Frederick",1576.4,370.8,TRUE,-14.1265,-12.4843,1.6422
"36053","Madison",1632.4,789.3,TRUE,-6.2633,-4.6242,1.6391
"36057","Montgomery",1742.6,807.8,TRUE,-4.9108,-3.287,1.6238
"36065","Oneida",1657.4,813,TRUE,-6.5781,-4.9614,1.6168
"36049","Lewis",1634.6,881.4,TRUE,-2.0892,-0.4728,1.6164
"28059","Jackson",702.1,-761.1,TRUE,-5.652,-4.0384,1.6136
"06053","Monterey",-2245.2,205.6,TRUE,-0.1203,1.4928,1.6131
"24029","Kent",1692.8,373.8,TRUE,-6.0591,-4.4581,1.6009
"51770","Roanoke",1402.1,93.8,TRUE,-7.6949,-6.1262,1.5687
"53039","Klickitat",-1933.8,1185,TRUE,-7.8597,-6.2924,1.5673
"36011","Cayuga",1566.8,769.9,TRUE,-4.6278,-3.0655,1.5624
"49003","Box Elder",-1325.7,571.1,TRUE,-4.4903,-2.9301,1.5602
"36083","Rensselaer",1805,795.8,TRUE,-8.825,-7.2874,1.5376
"51700","Newport News",1705.3,129.7,TRUE,-6.7893,-5.2768,1.5125
"36027","Dutchess",1814.8,680.6,TRUE,-10.9449,-9.4503,1.4945
"49035","Salt Lake",-1329.6,463.4,TRUE,2.0556,0.563,-1.4925
"24009","Calvert",1667.9,289.1,TRUE,-13.6182,-12.1513,1.4669
"36093","Schenectady",1777.3,801.8,TRUE,-9.8195,-8.3692,1.4503
"17093","Kendall",629.6,491.4,TRUE,-7.4651,-6.0211,1.444
"08001","Adams",-755.1,301.9,TRUE,-8.8677,-7.4415,1.4262
"36121","Wyoming",1440,720.1,TRUE,-7.1308,-5.7146,1.4162
"36009","Cattaraugus",1418.2,659.3,TRUE,-6.1441,-4.7342,1.4099
"42007","Beaver",1309.8,465.3,TRUE,-2.8673,-1.4638,1.4035
"36045","Jefferson",1594.3,899,TRUE,-4.3737,-2.9779,1.3958
"48461","Upton",-581.5,-687.4,TRUE,20.3999,19.0157,-1.3842
"36103","Suffolk",1896.9,602.1,TRUE,-8.4687,-7.0922,1.3765
"24027","Howard",1626.8,356.9,TRUE,-10.21,-8.8529,1.3571
"36069","Ontario",1511.4,754.4,TRUE,-9.1961,-7.8413,1.3548
"53009","Clallam",-2033,1477.4,TRUE,-5.1938,-6.5346,-1.3409
"20057","Ford",-348.6,35.7,TRUE,-9.5072,-8.1729,1.3343
"42059","Greene",1340.4,378.7,TRUE,0.9792,2.312,1.3328
"34003","Bergen",1816.9,593.6,TRUE,-4.2715,-2.94,1.3315
"53001","Adams",-1746.2,1258.6,TRUE,-5.458,-4.1275,1.3305
"53065","Stevens",-1620,1388.7,TRUE,-0.2659,-1.595,-1.3291
"20081","Haskell",-428.1,10.5,TRUE,-1.4659,-0.1375,1.3284
"17201","Winnebago",567.9,559.4,TRUE,-3.8035,-2.4778,1.3258
"36013","Chautauqua",1360.8,651.3,TRUE,-5.6826,-4.3608,1.3218
"06069","San Benito",-2217.6,224.6,TRUE,-3.2782,-1.9575,1.3206
"20055","Finney",-422.9,64.3,TRUE,-8.3459,-7.0258,1.32
"24015","Cecil",1694.3,416.5,TRUE,-9.7973,-8.4826,1.3147
"34021","Mercer",1781.1,509.3,TRUE,-3.2051,-1.8972,1.3078
"06099","Stanislaus",-2156.9,298.1,TRUE,-0.1412,1.1612,1.3024
"48101","Cottle",-394.4,-379.8,TRUE,-5.1358,-3.8403,1.2956
"36119","Westchester",1834.2,611.7,TRUE,-2.9139,-1.6228,1.291
"36001","Albany",1791.2,790.3,TRUE,-6.4729,-5.1984,1.2745
"36087","Rockland",1814.3,617.2,TRUE,3.4729,4.7169,1.244
"51153","Prince William",1591.5,289.7,TRUE,-6.344,-5.1007,1.2433
"09003","Hartford",1902.7,711.7,TRUE,-5.6087,-4.3718,1.2369
"53021","Franklin",-1768.1,1199.9,TRUE,-3.356,-4.5796,-1.2236
"42127","Wayne",1700,638.4,TRUE,-6.9982,-5.7771,1.2212
"16083","Twin Falls",-1500.2,713.3,TRUE,-4.1763,-5.391,-1.2147
"36039","Greene",1787.8,745.6,TRUE,-12.9461,-11.7342,1.2119
"24047","Worcester",1784.5,285.8,TRUE,-9.5537,-8.3477,1.206
"06055","Napa",-2250.2,406.1,TRUE,-4.036,-2.851,1.1851
"36091","Saratoga",1784.9,826.4,TRUE,-10.1739,-8.9933,1.1806
"47023","Chester",663.3,-205.2,TRUE,-0.2011,0.9618,1.1629
"24025","Harford",1665.4,399.6,TRUE,-13.4146,-12.2556,1.159
"42039","Crawford",1308.3,576.5,TRUE,-2.4453,-1.2887,1.1566
"06065","Riverside",-1921.8,-200.2,TRUE,-3.5457,-2.3916,1.1541
"36063","Niagara",1380.4,755.8,TRUE,-10.061,-8.908,1.1529
"25015","Hampshire",1899.3,774.4,TRUE,-5.5954,-4.45,1.1455
"24011","Caroline",1720.6,337.2,TRUE,-7.4686,-6.3248,1.1438
"42123","Warren",1375.1,609.3,TRUE,-2.4831,-1.3618,1.1213
"53017","Douglas",-1813.6,1348.6,TRUE,-8.6114,-7.4924,1.119
"06111","Ventura",-2084.1,-111,TRUE,-3.6801,-2.562,1.1181
"36023","Cortland",1607.6,739.3,TRUE,-5.179,-4.0618,1.1172
"24031","Montgomery",1607,338,TRUE,-3.3865,-2.2799,1.1066
"31055","Douglas",-5.8,421.5,TRUE,-10.0995,-8.9948,1.1047
"28125","Sharkey",477.3,-499.3,TRUE,-0.9399,0.1614,1.1013
"20019","Chautauqua",-20.1,-43,TRUE,0.0464,1.143,1.0966
"28001","Adams",439.2,-654.9,TRUE,-1.4058,-2.5012,-1.0954
"28075","Lauderdale",683.1,-544,TRUE,-7.2059,-6.1198,1.0861
"51165","Rockingham",1475.6,240.3,TRUE,-4.7559,-5.8378,-1.0818
"36099","Seneca",1548,753.4,TRUE,-3.6984,-2.6168,1.0815
"36055","Monroe",1477.8,777.2,TRUE,-6.6445,-5.5681,1.0764
"36019","Clinton",1759,1017.7,TRUE,-4.309,-3.237,1.072
"36075","Oswego",1576.1,823.6,TRUE,-4.0869,-3.0182,1.0687
"28163","Yazoo",522.5,-507.1,TRUE,0.2416,1.3064,1.0648
"06067","Sacramento",-2164.7,410.5,TRUE,-0.5529,0.5047,1.0576
"06059","Orange",-1993.5,-191.4,TRUE,-1.0764,-0.0223,1.0541
"13063","Clayton",1070.7,-376.3,TRUE,1.6284,0.5849,-1.0436
"28049","Hinds",537.7,-564.9,TRUE,-4.5247,-3.4826,1.0421
"36067","Onondaga",1595,790.5,TRUE,-7.436,-6.3959,1.0401
"06071","San Bernardino",-1937.4,-151.8,TRUE,-0.5622,0.4711,1.0333
"06115","Yuba",-2158.8,474.4,TRUE,-3.6836,-2.6527,1.0309
"29165","Platte",112.5,198.1,TRUE,-10.709,-9.6784,1.0306
"31173","Thurston",-42.9,522.4,TRUE,-2.7819,-3.8005,-1.0186
"06003","Alpine",-2032.3,394,TRUE,-11.9954,-10.9881,1.0073
"20161","Riley",-54.1,189.6,TRUE,-8.2582,-7.2527,1.0054
"42047","Elk",1433.7,570.6,TRUE,0.2444,1.2475,1.0031
"48373","Polk",101.6,-755,TRUE,-2.7061,-1.7192,0.987
"06101","Sutter",-2169.6,478,TRUE,-0.5087,0.4699,0.9786
"36111","Ulster",1789.9,693.6,TRUE,-11.6684,-10.6906,0.9778
"05127","Scott",172.5,-289,TRUE,7.1067,8.083,0.9763
"36117","Wayne",1517,783.1,TRUE,-7.8158,-6.8458,0.97
"20061","Geary",-71.9,173,TRUE,-7.9717,-7.0144,0.9572
"36071","Orange",1789.3,644.9,TRUE,-6.5427,-5.5895,0.9531
"51810","Virginia Beach",1745.7,107.4,TRUE,-10.2758,-9.3314,0.9444
"28113","Pike",528.1,-686.5,TRUE,-1.7032,-0.7634,0.9398
"20075","Hamilton",-500.9,69.1,TRUE,-4.4046,-3.465,0.9396
"42097","Northumberland",1603.5,541.7,TRUE,-6.2413,-5.3147,0.9266
"29095","Jackson",133.5,170.3,TRUE,-4.8859,-3.9601,0.9259
"04023","Santa Cruz",-1409.6,-566.4,TRUE,13.1524,14.0771,0.9247
"08109","Saguache",-869.6,93.5,TRUE,-4.6687,-3.7553,0.9135
"20023","Cheyenne",-486.8,269,TRUE,-4.2832,-5.1947,-0.9115
"06083","Santa Barbara",-2168.4,-43.2,TRUE,-2.675,-1.7643,0.9107
"49037","San Juan",-1181.9,86.7,TRUE,-7.426,-6.5176,0.9084
"28035","Forrest",636.1,-669.4,TRUE,-3.2916,-2.3933,0.8982
"08101","Pueblo",-748.4,119.9,TRUE,-1.4096,-2.3076,-0.8979
"51710","Norfolk",1730.2,112.7,TRUE,-2.3967,-1.5067,0.8901
"28101","Newton",642.2,-545.5,TRUE,-0.9283,-1.817,-0.8887
"20159","Rice",-190.5,94.2,TRUE,-5.7976,-6.6842,-0.8865
"06031","Kings",-2090.8,122.6,TRUE,-2.4107,-1.5532,0.8575
"39061","Hamilton",981.1,247.8,TRUE,-6.1589,-5.3214,0.8375
"13089","DeKalb",1077.8,-348.5,TRUE,-1.3086,-2.1374,-0.8288
"34011","Cumberland",1769.2,411.9,TRUE,-0.6182,0.2102,0.8284
"17031","Cook",678.5,519,TRUE,4.161,4.9831,0.8221
"08031","Denver",-759.2,285.1,TRUE,-2.7757,-3.5956,-0.8199
"36003","Allegany",1465.5,668.7,TRUE,-4.6582,-3.8392,0.8189
"20187","Stanton",-503.4,22.6,TRUE,-1.9133,-1.1008,0.8126
"06025","Imperial",-1805.5,-334.9,TRUE,18.2775,19.09,0.8125
"26045","Eaton",915.7,630.6,TRUE,-5.1046,-4.2922,0.8124
"34001","Atlantic",1811.2,421.1,TRUE,-0.3393,0.4696,0.8089
"13219","Oconee",1147.9,-329.7,TRUE,-8.0143,-7.2081,0.8062
"47163","Sullivan",1202.7,-22.5,TRUE,-5.7996,-4.9966,0.803
"42121","Venango",1340.4,552.2,TRUE,-2.2962,-1.4957,0.8006
"04003","Cochise",-1325.1,-560.9,TRUE,-4.2203,-3.4228,0.7975
"28115","Pontotoc",637.8,-340,TRUE,-0.1963,0.5993,0.7956
"34031","Passaic",1805.9,591.8,TRUE,5.5623,6.35,0.7878
"34013","Essex",1807.8,574.3,TRUE,1.7513,2.538,0.7867
"42033","Clearfield",1452.3,525.4,TRUE,-1.0431,-0.2644,0.7787
"17197","Will",656.6,483,TRUE,-2.5138,-1.7469,0.767
"06061","Placer",-2141.5,435.7,TRUE,-5.2571,-6.0151,-0.758
"28137","Tate",549.9,-302.3,TRUE,3.0924,3.8475,0.7552
"41047","Marion",-2095.5,1133.7,TRUE,-6.5343,-5.7824,0.7519
"53037","Kittitas",-1859.4,1309,TRUE,-5.0708,-4.3297,0.741
"13185","Lowndes",1209.4,-660.8,TRUE,-6.4623,-5.7326,0.7297
"26065","Ingham",935.6,637.8,TRUE,-3.4484,-4.1752,-0.7267
"17043","DuPage",652.9,514.5,TRUE,-3.4209,-2.7038,0.7172
"41021","Gilliam",-1872.2,1128.6,TRUE,-4.1414,-3.4311,0.7103
"25013","Hampden",1904.3,754.1,TRUE,-1.0972,-0.3877,0.7095
"28143","Tunica",513.8,-295.9,TRUE,3.6578,4.3578,0.7001
"48279","Lamb",-579.3,-369.4,TRUE,1.8966,1.1985,-0.6981
"06109","Tuolumne",-2093.6,322.3,TRUE,-2.983,-3.6778,-0.6948
"42075","Lebanon",1635.5,487.2,TRUE,-4.6973,-4.0045,0.6929
"28081","Lee",666,-335.1,TRUE,-5.4734,-4.7826,0.6907
"42021","Cambria",1439.3,456.5,TRUE,-1.202,-0.5177,0.6843
"36059","Nassau",1859,580.5,TRUE,-4.1852,-3.5014,0.6838
"20123","Mitchell",-185.4,221.2,TRUE,-1.5197,-2.1996,-0.6799
"37177","Tyrrell",1754.8,3.3,TRUE,0.151,0.827,0.676
"26121","Muskegon",789.3,683.8,TRUE,0.372,1.041,0.669
"39003","Allen",991.8,427.1,TRUE,0.1905,0.8586,0.6681
"20101","Lane",-387.1,121.7,TRUE,0.2191,-0.4487,-0.6678
"41067","Washington",-2072.7,1188,TRUE,-6.9078,-6.2501,0.6577
"06051","Mono",-1984.7,271.6,TRUE,-10.0872,-9.4305,0.6567
"48169","Garza",-498.2,-467.3,TRUE,2.8584,3.5129,0.6545
"17121","Marion",602.1,144.4,TRUE,0.5949,1.2467,0.6518
"42037","Columbia",1623.9,564.7,TRUE,-3.0888,-2.4391,0.6497
"53071","Walla Walla",-1718.9,1162.2,TRUE,-8.5926,-7.9438,0.6488
"49049","Utah",-1321.6,421.1,TRUE,-13.5676,-12.9191,0.6485
"28097","Montgomery",582.6,-428.7,TRUE,2.1956,1.549,-0.6467
"28131","Stone",654.6,-724.2,TRUE,-1.3188,-0.674,0.6448
"28133","Sunflower",498.9,-423,TRUE,-0.914,-0.2694,0.6446
"06013","Contra Costa",-2237.5,357,TRUE,-0.2132,0.4272,0.6403
"17117","Macoupin",523.6,206.5,TRUE,0.399,1.0385,0.6395
"37057","Davidson",1407.7,-66.7,TRUE,-2.4926,-1.8546,0.638
"26079","Kalkaska",854.9,856.6,TRUE,-3.8466,-3.209,0.6375
"20173","Sedgwick",-117.4,21,TRUE,-7.7215,-7.0886,0.633
"42019","Butler",1334.9,485.1,TRUE,-6.2253,-5.5952,0.6301
"48321","Matagorda",0.1,-957.3,TRUE,3.3763,4.0061,0.6298
"29121","Macon",296.3,262.8,TRUE,-1.436,-0.8115,0.6246
"41005","Clackamas",-2054.3,1168.5,TRUE,-4.8609,-4.2404,0.6205
"01053","Escambia",828.2,-678.8,TRUE,0.4192,1.0381,0.6188
"06049","Modoc",-2017.4,713.5,TRUE,-4.2992,-4.9129,-0.6137
"28087","Lowndes",701.4,-417.3,TRUE,-3.7489,-3.1353,0.6136
"39071","Highland",1059.2,262,TRUE,2.7878,3.3998,0.612
"45013","Beaufort",1418.9,-465.7,TRUE,-4.8457,-4.2495,0.5962
"35028","Los Alamos",-917.5,-133.1,TRUE,-3.5882,-2.9931,0.5951
"42125","Washington",1331.5,414.9,TRUE,-3.2061,-2.6149,0.5911
"36047","Kings",1832,566.6,TRUE,8.0774,8.6668,0.5894
"38085","Sioux",-365.6,977.7,TRUE,-1.9055,-2.493,-0.5875
"41065","Wasco",-1945.7,1158.7,TRUE,-7.3373,-6.7514,0.5859
"42117","Tioga",1539.7,636.1,TRUE,-3.9223,-3.3367,0.5857
"34017","Hudson",1821,574.4,TRUE,6.5222,7.1061,0.5839
"42083","McKean",1427.6,620.2,TRUE,-2.3313,-1.7519,0.5794
"54031","Hardy",1460.1,304.4,TRUE,-1.1418,-1.7135,-0.5718
"04013","Maricopa",-1473.7,-324.1,TRUE,-5.8504,-5.2803,0.5701
"20111","Lyon",-15.5,102.7,TRUE,-6.2221,-5.6539,0.5683
"37155","Robeson",1528.8,-179.7,TRUE,13.8059,14.3737,0.5678
"28159","Winston",644.9,-470.4,TRUE,-0.9543,-0.3872,0.5671
"42035","Clinton",1535.1,558.2,TRUE,0.4658,1.0289,0.5631
"31165","Sioux",-639.9,576.2,TRUE,2.5123,3.0744,0.5621
"39105","Meigs",1194.9,263.1,TRUE,1.6813,1.1219,-0.5594
"39035","Cuyahoga",1183.1,531.7,TRUE,1.6985,2.2553,0.5568
"13165","Jenkins",1303.8,-430.4,TRUE,-0.0172,0.5363,0.5535
"28033","DeSoto",547.8,-270.7,TRUE,-11.5296,-10.9785,0.5511
"53041","Lewis",-2035.3,1308,TRUE,-4.5744,-5.1213,-0.5469
"55117","Sheboygan",655.5,726.1,TRUE,-1.4547,-0.9087,0.546
"06105","Trinity",-2242.2,672.6,TRUE,-6.8583,-6.3177,0.5406
"06057","Nevada",-2107,470.6,TRUE,-10.2743,-9.7338,0.5405
"42085","Mercer",1296.2,528.8,TRUE,0.3308,0.8712,0.5404
"30093","Silver Bow",-1275.8,1059.9,TRUE,0.9019,0.3638,-0.538
"42013","Blair",1472.7,471.7,TRUE,-3.9968,-3.4595,0.5374
"28015","Carroll",561,-434,TRUE,-0.3817,0.154,0.5357
"26011","Arenac",965,794.1,TRUE,0.7216,1.2568,0.5352
"39113","Montgomery",999,313.6,TRUE,-3.5855,-3.053,0.5325
"37185","Warren",1578.1,26.8,TRUE,7.6778,7.1459,-0.5319
"53005","Benton",-1781.5,1194.9,TRUE,-6.9946,-6.4627,0.5319
"39153","Summit",1202.3,497,TRUE,-1.1896,-0.679,0.5106
"13121","Fulton",1063.6,-345.5,TRUE,-3.2303,-3.7391,-0.5088
"39095","Lucas",1020.6,531.8,TRUE,1.2641,1.7709,0.5068
"04025","Yavapai",-1473,-195.1,TRUE,-3.2139,-3.72,-0.5061
"42041","Cumberland",1584.9,461.4,TRUE,-8.7044,-8.1991,0.5053
"24005","Baltimore",1642.9,377.6,TRUE,-9.4988,-8.9941,0.5047
"39057","Greene",1016.9,313.8,TRUE,-5.9105,-5.4071,0.5034
"08037","Eagle",-911.4,286.9,TRUE,-8.9091,-8.4063,0.5028
"45025","Chesterfield",1434,-195.8,TRUE,5.9671,5.4666,-0.5005
"34029","Ocean",1827.9,488.2,TRUE,-5.8828,-5.3826,0.5002
"01097","Mobile",747.1,-730.7,TRUE,-2.1583,-1.6599,0.4985
"28073","Lamar",622,-674.4,TRUE,-9.4861,-8.9897,0.4964
"20097","Kiowa",-284.4,15.6,TRUE,-4.5862,-5.0824,-0.4961
"13277","Tift",1178.8,-598.1,TRUE,-4.1385,-3.6463,0.4922
"01087","Macon",960.5,-515.1,TRUE,3.332,3.8236,0.4915
"42065","Jefferson",1412.2,528.7,TRUE,-2.0107,-1.52,0.4906
"38037","Grant",-440.1,1007,TRUE,-1.5162,-2.0057,-0.4894
"20071","Greeley",-497.2,125.3,TRUE,2.3113,1.8229,-0.4884
"39115","Morgan",1198,326.4,TRUE,5.7971,5.3094,-0.4876
"37141","Pender",1648.4,-182.8,TRUE,-0.7906,-0.3092,0.4814
"28091","Marion",585.2,-680,TRUE,0.5925,1.073,0.4805
"41053","Polk",-2115.8,1135.1,TRUE,-5.8599,-5.3796,0.4803
"49045","Tooele",-1366.9,461.8,TRUE,-1.1267,-1.6062,-0.4796
"51007","Amelia",1572.4,131.8,TRUE,0.9245,0.446,-0.4784
"42027","Centre",1509.9,519,TRUE,-2.787,-2.3121,0.4749
"56045","Weston",-663.7,746.3,TRUE,-2.3461,-2.8201,-0.4739
"36081","Queens",1840.1,576.6,TRUE,9.1284,9.6013,0.4729
"17183","Vermilion",703.7,328,TRUE,2.9105,2.4379,-0.4726
"24017","Charles",1632.8,285.4,TRUE,-10.5153,-10.0453,0.47
"55091","Pepin",317.8,800.2,TRUE,2.1713,2.6377,0.4664
"28105","Oktibbeha",661.9,-428.4,TRUE,-5.5492,-5.0856,0.4635
"39031","Coshocton",1187,401.3,TRUE,4.5474,4.0851,-0.4623
"24510","Baltimore City",1644.4,371.6,TRUE,-0.7661,-0.307,0.4591
"42045","Delaware",1735.7,460.9,TRUE,-4.3399,-3.8808,0.4591
"17111","McHenry",626.1,559.6,TRUE,-6.0624,-5.6034,0.459
"08005","Arapahoe",-750.6,275.5,TRUE,-10.2981,-9.8421,0.456
"31007","Banner",-638.6,480.7,TRUE,-11.5831,-11.1282,0.4549
"42131","Wyoming",1649,627.2,TRUE,-4.4531,-3.9998,0.4533
"41059","Umatilla",-1769.6,1142.9,TRUE,-5.3688,-4.9177,0.4511
"17177","Stephenson",520.1,557.9,TRUE,-1.9703,-1.5211,0.4492
"35031","McKinley",-1132.6,-147.2,TRUE,6.2015,5.756,-0.4456
"39017","Butler",978.9,273.5,TRUE,-5.291,-4.8483,0.4428
"42049","Erie",1302.9,621.2,TRUE,-3.1451,-2.7044,0.4407
"39173","Wood",1024.9,509.9,TRUE,-1.3563,-0.9159,0.4404
"42089","Monroe",1712.2,583.7,TRUE,-6.0911,-5.6527,0.4384
"48231","Hunt",-9.7,-494.3,TRUE,-5.0146,-4.5793,0.4353
