"county_fips","county_name","lon","lat","x","y","pop","votes_dem_16","votes_gop_16","total_votes_16","votes_dem_20","votes_gop_20","total_votes_20","margin_16","margin_20","swing","angle_deg","len_km","dx","dy","lw","in_frame","capped_len","capped_angle","net_votes"
"01035","Conecuh","-86.9975","31.4164","851.499","-639.632","11597","3080","3420","6585","2966","3442","6441","5.23077","7.42821","2.19745",17.5796,32.0689,9.68578,30.5712,"0.0391799","TRUE","FALSE","FALSE",140.813
"01037","Coosa","-86.1562","32.9769","912.817","-458.752","10387","1782","3381","5252","1796","3631","5479","30.9704","33.8124","2.84205",22.7364,32.5147,12.5667,29.988,"0.0360564","TRUE","FALSE","FALSE",154.238
"01039","Covington","-86.4092","31.2841","908.443","-648.838","37570","2387","13267","15940","2721","14586","17430","69.503","68.5561","-0.946927",-7.57542,32.8231,-4.3271,32.5366,"0.0643892","TRUE","FALSE","FALSE",163.885
"01041","Crenshaw","-86.2968","31.7473","913.797","-596.462","13194","1664","4513","6267","1700","4864","6617","46.1227","48.2023","2.0796",16.6368,31.9214,9.13921,30.5851,"0.039654","TRUE","FALSE","FALSE",136.505
"01043","Cullman","-86.8327","34.1627","837.531","-333.198","87866","3798","32989","37873","4478","36880","41851","79.3514","78.3452","-1.00622",-8.04976,38.95,-5.45429,38.5662,"0.0995364","TRUE","FALSE","FALSE",416.152
"01045","Dale","-85.6377","31.3839","980.032","-630.127","49326","4413","13808","18749","5170","14303","19738","51.5614","46.9008","-4.66055",-37.2844,46.7927,-28.3457,37.23,"0.0682997","TRUE","FALSE","FALSE",907.549
"01047","Dallas","-87.0353","32.4118","837.489","-529.576","38462","12836","5789","18792","12230","5524","17864","-37.8362","-37.7718","0.0644719",0.515775,25.2282,0.2271,25.2272,"0.0652154","TRUE","FALSE","FALSE",11.4463
"01049","DeKalb","-85.8175","34.4527","926.475","-291.521","71608","3622","21405","25826","4281","24767","29356","71.0553","70.5246","-0.530611",-4.24489,32.5112,-2.40646,32.422,"0.0834181","TRUE","FALSE","FALSE",154.132
"01051","Elmore","-86.2253","32.5585","911.225","-505.844","87977","8443","27634","37260","10367","30164","41030","53.1946","48.8441","-4.35046",-34.8037,56.3611,-32.169,46.2788,"0.0985362","TRUE","FALSE","FALSE",1763.28
"01053","Escambia","-87.2801","31.0854","828.22","-678.798","36757","4605","9935","14845","4918","10869","15910","36.6575","37.6956","1.03808",8.30464,32.823,4.74083,32.4788,"0.0614967","TRUE","FALSE","FALSE",163.882
"01055","Etowah","-86.0259","34.0122","912.743","-342.504","103436","10442","32353","44164","11567","35528","47728","51.1999","50.878","-0.321894",-2.57515,32.4285,-1.457,32.3958,"0.106216","TRUE","FALSE","FALSE",151.596
"01057","Fayette","-87.7675","33.7269","756.566","-389.535","16321","1362","6712","8249","1395","7300","8766","66.2621","67.9126","1.65052",13.2042,32.1602,7.34608,31.3099,"0.0456391","TRUE","FALSE","FALSE",143.513
"01059","Franklin","-87.7936","34.4635","747.073","-307.719","32113","2197","9466","12040","2086","10376","12578","62.3253","66.5222","4.19693",33.5754,40.9417,22.6421,34.1109,"0.0546382","TRUE","FALSE","FALSE",523.021
"01061","Geneva","-85.7814","31.0945","969.95","-663.612","26659","1525","9994","11758","1595","10848","12545","73.522","74.3631","0.841089",6.72871,30.7494,3.60286,30.5376,"0.0545965","TRUE","FALSE","FALSE",104.657
"01063","Greene","-87.9245","32.8338","750.636","-490.126","7730","4013","838","4880","3884","875","4775","-65.4504","-63.2276","2.22285",17.7828,30.7938,9.40472,29.3225,"0.0337645","TRUE","FALSE","FALSE",105.785
"01065","Hale","-87.628","32.7833","778.622","-493.354","14785","4775","3173","8040","4687","3190","7922","-20.156","-19.0047","1.15132",9.21056,30.1792,4.83058,29.7901,"0.0434393","TRUE","FALSE","FALSE",90.6895
"01067","Henry","-85.2711","31.4693","1013.49","-616.835","17146","2292","5632","8072","2606","6607","9298","42.1504","43.4278","1.27734",10.2187,31.2477,5.54354,30.752,"0.0469789","TRUE","FALSE","FALSE",117.681
"01069","Houston","-85.3963","31.2048","1004.99","-647.414","107202","10664","30728","42639","12917","32618","46173","48.4731","43.2656","-5.20752",-41.6602,61.7671,-41.0572,46.1462,"0.104442","TRUE","FALSE","FALSE",2371.24
"01071","Jackson","-85.9436","34.7273","911.801","-262.204","52579","3673","16672","20984","3717","19670","23636","63.8928","68.2131","4.32026",34.5621,48.132,27.3052,39.6373,"0.0748496","TRUE","FALSE","FALSE",1010.38
"01073","Jefferson","-86.8116","33.5172","846.415","-404.799","674721","156873","134768","304191","181688","138843","325848","-7.57952","-13.3669","-5.78736",-46.2989,132.329,-95.6674,91.4254,"0.2771","TRUE","FALSE","FALSE",18550.3
"01075","Lamar","-88.1088","33.7613","724.956","-388.366","13972","1036","5823","6966","978","6174","7193","69.7915","72.651","2.85949",22.8759,34.0318,13.2294,31.3552,"0.041392","TRUE","FALSE","FALSE",204.511
"01077","Lauderdale","-87.6089","34.8655","759.879","-261.464","93564","9952","27899","39525","11915","31721","44339","47.4149","45.3891","-2.02574",-16.2059,46.4748,-12.9707,44.6281,"0.102241","TRUE","FALSE","FALSE",883.952
"01079","Lawrence","-87.2716","34.5409","793.67","-294.867","33073","3627","10833","14829","3562","12322","16031","49.834","55.1498","5.31581",42.5265,45.9318,31.0467,33.8501,"0.0616854","TRUE","FALSE","FALSE",844.363
"01081","Lee","-85.3598","32.5923","991.164","-493.433","174241","21230","34617","59191","27860","42221","71449","23.9708","20.492","-3.47885",-27.8308,62.3161,-29.093,55.108,"0.129569","TRUE","FALSE","FALSE",2438.01
"01083","Limestone","-86.9224","34.804","822.521","-262.599","103570","9468","29067","40294","13672","34640","49235","50.8603","43.4012","-7.45903",-59.6722,70.9071,-61.2035,35.8042,"0.10758","TRUE","FALSE","FALSE",3603.61
"01085","Lowndes","-86.6152","32.1642","879.332","-553.254","10311","4883","1751","6684","4972","1836","6835","-47.2113","-46.0635","1.14788",9.18304,29.6285,4.72838,29.2488,"0.0403842","TRUE","FALSE","FALSE",78.1477
"01087","Macon","-85.7118","32.4291","960.471","-515.137","19532","7566","1431","9140","7108","1541","8723","-68.1894","-64.3658","3.82357",30.5886,37.1642,18.9117,31.9925,"0.0455182","TRUE","FALSE","FALSE",330.701
"01089","Madison","-86.6153","34.743","850.931","-266.687","388153","62822","89520","163389","87286","102780","194767","17.525","8.15191","-9.37314",-74.9851,130.13,-125.688,33.7129,"0.21338","TRUE","FALSE","FALSE",17815.2
"01091","Marengo","-87.8035","32.3424","766.576","-543.765","19323","5615","5233","10994","5488","5343","10900","-3.52139","-1.33875","2.18264",17.4611,34.8984,10.4716,33.2903,"0.0509374","TRUE","FALSE","FALSE",236.402
"01093","Marion","-87.8765","34.1104","742.915","-347.699","29341","1432","11274","12984","1463","12205","13807","77.4595","78.5923","1.13286",9.06288,32.5342,5.12473,32.128,"0.0572209","TRUE","FALSE","FALSE",154.839
"01095","Marshall","-86.2913","34.3112","885.133","-311.771","97612","4917","29233","35316","5943","33191","39655","71.2035","69.6274","-1.57608",-12.6086,42.5266,-9.28314,41.501,"0.0968232","TRUE","FALSE","FALSE",616.783
"01097","Mobile","-88.1752","30.684","747.077","-730.677","414809","72186","95116","172737","79474","101243","183164","13.7058","12.0459","-1.65985",-13.2788,66.6646,-15.3122,64.8822,"0.208066","TRUE","FALSE","FALSE",2999.63
"01099","Monroe","-87.3646","31.4988","816.042","-633.721","19772","4332","5795","10271","4455","6147","10668","14.4465","15.9593","1.51272",12.1018,32.7121,6.85804,31.9851,"0.050396","TRUE","FALSE","FALSE",160.379
"01101","Montgomery","-86.2338","32.3465","912.86","-529.44","228954","58916","34003","95878","64529","33311","99139","-26.8115","-31.9072","-5.09567",-40.7654,79.4376,-51.8698,60.1652,"0.153095","TRUE","FALSE","FALSE",4985.6
"01103","Morgan","-86.932","34.5139","824.745","-294.981","123421","11254","37486","50644","13234","39664","53722","53.8203","49.9641","-3.85619",-30.8495,58.9199,-30.2133,50.5838,"0.11257","TRUE","FALSE","FALSE",2039.85
"01105","Perry","-87.3697","32.5849","804.586","-513.245","8511","3824","1407","5278","3860","1339","5230","-46.2053","-48.4901","-2.28478",-18.2782,31.2887,-9.81312,29.71,"0.0352908","TRUE","FALSE","FALSE",118.786
"01107","Pickens","-88.0744","33.2847","732.543","-441.148","19123","3972","5456","9542","4022","5594","9668","15.7403","16.3478","0.607406",4.85925,28.6628,2.42797,28.5598,"0.0479954","TRUE","FALSE","FALSE",58.4082
"01109","Pike","-85.947","31.786","946.164","-588.752","33009","5056","7693","13168","5636","8042","13841","20.684","17.5903","-3.09368",-24.7494,39.0878,-16.3641,35.4975,"0.0572418","TRUE","FALSE","FALSE",423.154
"01111","Randolph","-85.4274","33.2647","976.563","-419.567","21967","2291","7705","10187","2203","8559","10837","54.1617","59.0597","4.89799",39.1839,41.0138,25.913,31.7907,"0.0507749","TRUE","FALSE","FALSE",527.122
"01113","Russell","-85.0546","32.4149","1021.74","-509.856","59183","9579","9210","19256","11228","9864","21329","-1.96392","-6.46691","-4.50299",-36.0239,47.3513,-27.8484,38.2964,"0.0710822","TRUE","FALSE","FALSE",949.771
"01115","St. Clair","-86.3749","33.6609","884.885","-384.849","91103","5589","31651","38400","7744","36166","44441","69.9839","64.7279","-5.25604",-42.0483,61.2393,-41.0154,45.4751,"0.102561","TRUE","FALSE","FALSE",2307.93
"01117","Shelby","-86.739","33.2903","855.547","-429.368","223024","22977","73020","101254","33268","79700","114950","52.1298","41.1019","-11.0278",-88.2224,112.504,-112.45,3.48988,"0.164505","TRUE","FALSE","FALSE",12457.9
"01119","Sumter","-88.2309","32.571","724.614","-521.718","12345","4746","1581","6411","4648","1598","6291","-50.0237","-48.8313","1.19246",9.53968,29.4593,4.8823,29.0519,"0.0386815","TRUE","FALSE","FALSE",74.4811
"01121","Talladega","-86.1659","33.3769","907.308","-414.431","82149","12121","20614","33407","13138","22235","35663","25.9447","25.7174","-0.227352",-1.81882,29.7315,-0.943646,29.7165,"0.092053","TRUE","FALSE","FALSE",80.4212
"01123","Tallapoosa","-85.864","32.8517","941.299","-469.795","41311","5519","13594","19486","5859","14963","20991","42.2487","43.723","1.47425",11.794,36.6282,7.48657,35.8549,"0.0706258","TRUE","FALSE","FALSE",306.968
"01125","Tuscaloosa","-87.5185","33.2148","784.487","-444.486","227036","31762","47723","82700","37765","51117","90172","20.0805","15.0222","-5.05835",-40.4668,76.5694,-49.6941,58.2526,"0.145918","TRUE","FALSE","FALSE",4495.96
"01127","Walker","-87.2505","33.8342","802.846","-373.353","65342","4497","24266","29472","4834","26002","31170","68.7307","68.647","-0.083625",-0.669,26.5948,-0.310521,26.593,"0.0859471","TRUE","FALSE","FALSE",25.7866
"01129","Washington","-88.1953","31.4137","738.504","-649.952","15388","2374","6042","8533","2258","6564","8876","43.5837","48.8098","5.22614",41.8091,39.8147,26.5425,29.6767,"0.0459712","TRUE","FALSE","FALSE",461.05
"01131","Wilcox","-87.3769","32.0074","809.75","-577.417","10600","4339","1737","6118","4048","1833","5903","-42.8242","-37.6637","5.16056",41.2845,36.548,24.1143,27.4637,"0.0375343","TRUE","FALSE","FALSE",303.493
"01133","Winston","-87.4156","34.1644","784.409","-337.983","23540","872","9228","10313","974","10195","11284","82.7327","82.5589","-0.173805",-1.39044,26.0529,-0.632182,26.0452,"0.0517261","TRUE","FALSE","FALSE",19.4123
"04001","Apache","-109.419","35.5437","-1202.05","-134.129","66021","17083","8240","27661","23293","11442","35183","-34.9208","-34.1183","0.802499",6.41999,35.9631,4.02124,35.7376,"0.0912191","TRUE","FALSE","FALSE",278.748
"04003","Cochise","-110.073","31.6035","-1325.14","-560.87","125447","17450","28092","50015","23732","35557","60473","23.3674","19.9447","-3.42276",-27.3821,58.8258,-27.0553,52.2349,"0.119176","TRUE","FALSE","FALSE",2029.32
"04005","Coconino","-111.602","35.4761","-1397.21","-111.754","145101","32404","21108","59784","44698","27052","73346","-21.1093","-24.5937","-3.48444",-27.8755,62.8197,-29.3715,55.5305,"0.131103","TRUE","FALSE","FALSE",2500.09
"04007","Gila","-111.015","33.8444","-1373.8","-300.443","53272","7003","14182","22312","8943","18377","27678","33.8872","34.5315","0.644294",5.15435,33.1985,2.98252,33.0642,"0.0808989","TRUE","FALSE","FALSE",176.021
"04009","Graham","-109.808","32.8671","-1279.98","-425.171","38533","3301","8025","12134","4034","10749","14996","41.7093","45.4238","3.71446",29.7157,41.396,20.5198,35.9522,"0.0595091","TRUE","FALSE","FALSE",549.109
"04011","Greenlee","-109.26","32.9852","-1227.68","-419.355","9563","1092","1892","3270","1182","2433","3688","26.8097","34.6058","7.79616",62.3693,36.0374,31.9275,16.7131,"0.0294277","TRUE","FALSE","FALSE",281.831
"04012","La Paz","-114.184","33.9542","-1658.18","-237.801","16557","1575","4003","5951","2236","5129","7460","43.5281","39.2804","-4.24777",-33.9822,36.7629,-20.548,30.4842,"0.0420038","TRUE","FALSE","FALSE",312.848
"04013","Maricopa","-112.044","33.4901","-1473.73","-324.079","4420568","702907","747361","1567834","1040774","995665","2069475","3.06523","-2.21509","-5.28032",-42.2426,150,-100.841,111.046,"0.698454","TRUE","TRUE","FALSE",107530
"04015","Mohave","-114.262","35.0345","-1642.13","-117.858","213267","17455","58282","79943","24831","78535","104705","53.9063","51.9552","-1.95109",-15.6087,58.7133,-15.7978,56.548,"0.157359","TRUE","FALSE","FALSE",2016.76
"04017","Navajo","-110.205","34.8622","-1283.31","-199.312","106717","16459","20577","40294","23383","27657","51783","11.1189","8.37382","-2.74509",-21.9607,52.6838,-19.7022,48.8611,"0.110575","TRUE","FALSE","FALSE",1401.09
"04019","Pima","-110.958","32.2164","-1397.11","-480.711","1043433","224661","167428","421640","304981","207758","520735","-14.5969","-18.9615","-4.36456",-34.9165,143.131,-81.9255,117.366,"0.35047","TRUE","FALSE","FALSE",22378.8
"04021","Pinal","-111.602","33.0693","-1441.18","-377.189","425264","47892","72819","129546","75106","107077","185037","20.6501","17.5488","-3.10131",-24.8105,83.1131,-34.8758,75.4418,"0.208909","TRUE","FALSE","FALSE",5650.06
"04023","Santa Cruz","-110.946","31.4392","-1409.55","-566.386","47669","11690","3897","16433","13138","6194","19561","-49.9968","-35.9197","14.0771",90,64.5664,64.5664,0.00000000000000395355,"0.068052","TRUE","FALSE","TRUE",2721.38
"04025","Yavapai","-112.274","34.6287","-1472.97","-195.092","236209","35590","71330","114450","49602","91527","143280","33.4269","29.7069","-3.72",-29.76,80.9278,-40.17,70.2544,"0.18387","TRUE","FALSE","FALSE",5250
"04027","Yuma","-114.605","32.6414","-1724.6","-374.145","203881","24605","25165","53010","32210","36534","69926","1.12518","6.29","5.16483",41.3186,70.5491,46.5798,52.9859,"0.128327","TRUE","FALSE","FALSE",3550.51
"05001","Arkansas","-91.4608","34.4035","413.905","-336.817","17149","1939","3826","6212","1818","4304","6292","32.732","40.6076","7.87564",63.0051,40.2064,35.8258,18.2501,"0.0382956","TRUE","FALSE","FALSE",482.147
"05003","Ashley","-91.8779","33.1796","381.826","-475.164","19062","2408","5338","8083","2125","5548","7926","37.826","44.611","6.785",54.28,40.8991,33.2052,23.8779,"0.0428731","TRUE","FALSE","FALSE",520.613
"05005","Baxter","-92.3839","36.3318","321.568","-124.77","41627","4169","14682","19766","4635","15836","21007","55.7689","54.7164","-1.0525",-8.42,34.3364,-5.02783,33.9663,"0.070028","TRUE","FALSE","FALSE",215.457
"05007","Benton","-94.2303","36.3351","157.396","-129.053","284333","28005","60871","96824","42249","73965","119912","36.9796","27.291","-9.68858",-77.5086,108.066,-105.508,23.3738,"0.166852","TRUE","FALSE","FALSE",11259.5
"05009","Boone","-93.0988","36.2666","258.24","-134.249","37373","2926","12235","16111","3064","13652","17114","61.401","63.3405","1.93955",15.5164,37.0197,9.90329,35.6705,"0.0632803","TRUE","FALSE","FALSE",324.215
"05011","Bradley","-92.1013","33.5744","359.337","-431.989","10545","1317","2164","3653","1214","2335","3654","24.3321","31.5864","7.25427",58.0342,35.4387,30.0649,18.7617,"0.0291578","TRUE","FALSE","FALSE",257.454
"05013","Calhoun","-92.5007","33.586","322.495","-432.127","4739","639","1556","2269","479","1636","2182","41.7768","54.7045","12.9277",90,35.8339,35.8339,0.00000000000000219419,"0.0225091","TRUE","FALSE","TRUE",273.421
"05015","Carroll","-93.5747","36.3757","215.577","-123.22","28260","3342","6786","10758","4023","7424","11797","34.0047","29.7108","-4.2939",-34.3512,40.3777,-22.7837,33.3356,"0.0523658","TRUE","FALSE","FALSE",491.523
"05017","Chicot","-91.3184","33.326","432.808","-456.438","10208","2350","1716","4176","2260","1752","4103","-15.5927","-12.662","2.93071",23.4457,31.2439,12.4313,28.6644,"0.0310015","TRUE","FALSE","FALSE",117.58
"05019","Clark","-93.124","34.0993","263.335","-376.727","21446","3620","4404","8526","3438","4616","8395","9.77069","14.6263","4.85558",38.8446,38.4465,24.1141,29.9441,"0.0439246","TRUE","FALSE","FALSE",391.068
"05021","Clay","-90.3664","36.3703","500.55","-111.735","14552","1199","3781","5200","962","4086","5183","51.8474","61.8859","10.0385",80.308,40.6524,40.0722,6.8439,"0.0347746","TRUE","FALSE","FALSE",506.743
"05023","Cleburne","-92.0378","35.5072","356.177","-215.797","24711","2101","9458","12085","1988","10328","12680","63.6474","67.7168","4.06942",32.5554,40.5527,21.822,34.1807,"0.0543172","TRUE","FALSE","FALSE",501.19
"05025","Cleveland","-92.1364","33.913","354.566","-394.324","7550","723","2462","3354","651","2867","3600","54.5997","62.9903","8.39065",67.1252,36.3543,33.4953,14.1316,"0.0290302","TRUE","FALSE","FALSE",295.183
"05027","Columbia","-93.2472","33.2588","254.777","-470.914","22801","3140","5456","8887","2814","5500","8616","26.9428","32.307","5.36419",42.9135,39.5293,26.9153,28.9506,"0.044628","TRUE","FALSE","FALSE",445.979
"05029","Conway","-92.7059","35.213","297.287","-250.998","20715","2656","4849","7927","2615","5694","8685","29.2205","37.0562","7.83568",62.6854,43.0756,38.2727,19.7663,"0.0446146","TRUE","FALSE","FALSE",651.067
"05031","Craighead","-90.6692","35.8358","477.031","-173.052","111231","10538","22892","35573","11921","25558","38511","36.9548","36.3857","-0.569122",-4.55298,34.2771,-2.72094,34.1689,"0.0947537","TRUE","FALSE","FALSE",213.301
"05033","Crawford","-94.2859","35.4941","154.15","-223.299","60133","4488","16686","22450","4959","18607","24091","57.6084","57.9139","0.305556",2.44445,29.3427,1.25149,29.316,"0.0751355","TRUE","FALSE","FALSE",72.0073
"05035","Crittenden","-90.2135","35.1767","522.251","-244.309","48163","8410","6964","15952","8514","7333","16367","-9.40549","-7.45251","1.95298",15.6238,36.6861,9.88032,35.3306,"0.0616135","TRUE","FALSE","FALSE",309.489
"05037","Cross","-90.7774","35.2517","470.95","-238.876","16833","1999","4584","6874","1772","4946","6942","39.2678","47.2462","7.97839",63.8271,41.1689,36.9477,18.1588,"0.0401164","TRUE","FALSE","FALSE",535.988
"05039","Dallas","-92.5252","33.8649","319.099","-401.073","6482","1165","1509","2771","963","1573","2649","12.8646","24.0536","11.189",89.512,36.0835,36.0822,0.307327,"0.0246477","TRUE","FALSE","FALSE",283.753
"05041","Desha","-91.4152","33.768","421.485","-407.565","11395","2228","1919","4257","2016","1921","4164","-7.45117","-2.413","5.03816",40.3053,33.8569,21.9007,25.8195,"0.0307104","TRUE","FALSE","FALSE",198.352
"05043","Drew","-91.7841","33.6273","388.292","-424.838","17350","2365","3968","6595","2426","4349","6908","25.3119","28.3838","3.07191",24.5753,34.1332,14.1956,31.0413,"0.0402862","TRUE","FALSE","FALSE",208.122
"05045","Faulkner","-92.4061","35.1057","324.785","-262.017","123498","14629","29346","47527","18347","34421","54428","33.4667","30.4616","-3.0051",-24.0408,54.6111,-22.2478,49.8739,"0.112431","TRUE","FALSE","FALSE",1585.73
"05047","Franklin","-93.891","35.4422","189.787","-228.393","17097","1376","5039","6770","1300","5677","7129","57.1005","62.7347","5.63415",45.0732,38.4878,27.2497,27.1802,"0.0408824","TRUE","FALSE","FALSE",393.095
"05049","Fulton","-91.7668","36.3757","376.192","-117.591","12075","1067","3471","4772","1035","3961","5119","52.9749","58.5669","5.59197",44.7358,35.9783,25.3229,25.5575,"0.034595","TRUE","FALSE","FALSE",279.375
"05051","Garland","-93.0807","34.5058","265.903","-331.181","100180","12311","26087","40805","14045","29069","44199","35.8769","34.8471","-1.02972",-8.23776,39.4906,-5.65826,39.0831,"0.101628","TRUE","FALSE","FALSE",443.953
"05053","Grant","-92.4126","34.3117","327.549","-350.785","17958","1373","5725","7445","1268","6794","8200","61.313","68.5438","7.23074",57.8459,41.9694,35.5321,22.336,"0.0439464","TRUE","FALSE","FALSE",582.942
"05055","Greene","-90.5226","36.0715","488.615","-145.957","45736","3071","10720","14600","3058","12670","16100","55.4637","61.1139","5.65023",45.2018,46.5386,33.0235,32.7917,"0.0613817","TRUE","FALSE","FALSE",888.668
"05057","Hempstead","-93.6208","33.6982","218.979","-422.791","20065","2377","4401","7049","2138","4470","6848","29.8613","35.2906","5.42924",43.4339,37.7737,25.9701,27.4301,"0.0397866","TRUE","FALSE","FALSE",358.764
"05059","Hot Spring","-92.8955","34.3536","283.322","-347.655","33040","3149","8172","11944","3082","9202","12557","44.3689","49.8209","5.45203",43.6162,43.3684,29.9166,31.3977,"0.0542465","TRUE","FALSE","FALSE",669.727
"05061","Howard","-93.9089","33.9815","191.771","-391.767","12785","1351","3157","4674","1340","3367","4834","40.0621","43.0635","3.00141",24.0113,32.0846,13.0558,29.3082,"0.0335795","TRUE","FALSE","FALSE",141.276
"05063","Independence","-91.6073","35.7507","393.591","-186.865","37938","2881","9936","13614","2806","11250","14512","55.0441","60.074","5.02991",40.2393,43.9413,28.3853,33.5427,"0.0580274","TRUE","FALSE","FALSE",707.004
"05065","Izard","-91.9117","36.1215","364.548","-146.6","13577","1113","4042","5448","1021","4631","5810","56.8186","63.8712","7.05257",56.4206,38.5996,32.1581,21.3492,"0.0367962","TRUE","FALSE","FALSE",398.611
"05067","Jackson","-91.2465","35.6231","426.607","-199.577","16755","1583","3267","5156","1365","3593","5091","34.7216","44.9375","10.2158",81.7264,40.648,40.225,5.84926,"0.0344632","TRUE","FALSE","FALSE",506.499
"05069","Jefferson","-92.0451","34.2348","361.443","-358.043","67260","15772","9250","25894","14981","9521","25158","-26.0651","-22.2839","3.78117",30.2494,47.0445,23.6993,40.639,"0.0766131","TRUE","FALSE","FALSE",926.462
"05071","Johnson","-93.4731","35.4765","227.283","-223.638","25749","2427","6091","9112","2283","6938","9498","43.0148","50.4826","7.4678",59.7424,43.6605,37.7126,22,"0.0469993","TRUE","FALSE","FALSE",688.606
"05073","Lafayette","-93.5577","33.2789","225.989","-469.456","6308","1032","1758","2860","839","1757","2679","26.0215","35.3621","9.34059",74.7247,35.0568,33.8183,9.23596,"0.0249376","TRUE","FALSE","FALSE",242.482
"05075","Lawrence","-91.0644","36.0708","440.333","-148.683","16216","1263","4064","5685","1080","4569","5857","52.5812","61.7631","9.18195",73.4556,40.8651,39.1733,11.6367,"0.0367865","TRUE","FALSE","FALSE",518.688
"05077","Lee","-90.7696","34.7874","474.51","-290.708","8600","1735","1229","3026","1423","1286","2848","-17.0715","-5.05722","12.0143",90,37.0477,37.0477,0.00000000000000226852,"0.0254746","TRUE","FALSE","TRUE",325.467
"05079","Lincoln","-91.7459","33.9734","390.078","-386.05","12941","1252","2455","3826","1032","2729","3875","32.4521","45.121","12.6689",90,40.102,40.102,0.00000000000000245554,"0.0300161","TRUE","FALSE","TRUE",476.477
"05081","Little River","-94.1987","33.7003","165.793","-423.726","12026","1397","3605","5227","1226","3715","5177","44.1423","50.3744","6.23208",49.8566,36.6503,28.0167,23.6285,"0.0344041","TRUE","FALSE","FALSE",307.927
