"from_state","to_state","est","moe","lo","hi","sig","flag"
"Kentucky","West Virginia",1123,599,524,1722,TRUE,""
"Louisiana","West Virginia",,,,,FALSE,"N"
"Maine","West Virginia",,,,,FALSE,"N"
"Maryland","West Virginia",3355,1131,2224,4486,TRUE,""
"Massachusetts","West Virginia",,,,,FALSE,"N"
"Michigan","West Virginia",510,355,155,865,TRUE,""
"Minnesota","West Virginia",0,206,0,206,FALSE,""
"Mississippi","West Virginia",0,206,0,206,FALSE,""
"Missouri","West Virginia",315,259,56,574,TRUE,""
"Montana","West Virginia",178,224,0,402,FALSE,""
"Nebraska","West Virginia",,,,,FALSE,"N"
"Nevada","West Virginia",,,,,FALSE,"N"
"New Hampshire","West Virginia",769,1001,0,1770,FALSE,""
"New Jersey","West Virginia",630,380,250,1010,TRUE,""
"New Mexico","West Virginia",,,,,FALSE,"N"
"New York","West Virginia",595,552,43,1147,TRUE,""
"North Carolina","West Virginia",2786,1215,1571,4001,TRUE,""
"North Dakota","West Virginia",,,,,FALSE,"N"
"Ohio","West Virginia",4466,1665,2801,6131,TRUE,""
"Oklahoma","West Virginia",,,,,FALSE,"N"
"Oregon","West Virginia",2188,2703,0,4891,FALSE,""
"Pennsylvania","West Virginia",6425,1386,5039,7811,TRUE,""
"Rhode Island","West Virginia",0,206,0,206,FALSE,""
"South Carolina","West Virginia",1027,583,444,1610,TRUE,""
"South Dakota","West Virginia",0,206,0,206,FALSE,""
"Tennessee","West Virginia",280,226,54,506,TRUE,""
"Texas","West Virginia",2296,945,1351,3241,TRUE,""
"Utah","West Virginia",0,206,0,206,FALSE,""
"Vermont","West Virginia",0,206,0,206,FALSE,""
"Virginia","West Virginia",7315,2190,5125,9505,TRUE,""
"Washington","West Virginia",145,157,0,302,FALSE,""
"Wisconsin","West Virginia",375,388,0,763,FALSE,""
"Wyoming","West Virginia",0,206,0,206,FALSE,""
"Puerto Rico","West Virginia",0,206,0,206,FALSE,""
"Alabama","Wisconsin",756,494,262,1250,TRUE,""
"Alaska","Wisconsin",701,587,114,1288,TRUE,""
"Arizona","Wisconsin",3156,1446,1710,4602,TRUE,""
"Arkansas","Wisconsin",216,166,50,382,TRUE,""
"California","Wisconsin",6062,2235,3827,8297,TRUE,""
"Colorado","Wisconsin",2372,792,1580,3164,TRUE,""
"Connecticut","Wisconsin",134,179,0,313,FALSE,""
"Delaware","Wisconsin",0,161,0,161,FALSE,""
"District of Columbia","Wisconsin",127,200,0,327,FALSE,""
"Florida","Wisconsin",5624,1397,4227,7021,TRUE,""
"Georgia","Wisconsin",603,458,145,1061,TRUE,""
"Hawaii","Wisconsin",220,214,6,434,TRUE,""
"Idaho","Wisconsin",412,396,16,808,TRUE,""
"Illinois","Wisconsin",24045,3201,20844,27246,TRUE,""
"Indiana","Wisconsin",3419,2419,1000,5838,TRUE,""
"Iowa","Wisconsin",4117,1324,2793,5441,TRUE,""
"Kansas","Wisconsin",1182,778,404,1960,TRUE,""
"Kentucky","Wisconsin",167,194,0,361,FALSE,""
"Louisiana","Wisconsin",181,222,0,403,FALSE,""
"Maine","Wisconsin",101,167,0,268,FALSE,""
"Maryland","Wisconsin",621,602,19,1223,TRUE,""
"Massachusetts","Wisconsin",159,155,4,314,TRUE,""
"Michigan","Wisconsin",6713,1680,5033,8393,TRUE,""
"Minnesota","Wisconsin",23463,3257,20206,26720,TRUE,""
"Mississippi","Wisconsin",,,,,FALSE,"N"
"Missouri","Wisconsin",2146,1105,1041,3251,TRUE,""
"Montana","Wisconsin",47,61,0,108,FALSE,""
"Nebraska","Wisconsin",810,461,349,1271,TRUE,""
"Nevada","Wisconsin",964,602,362,1566,TRUE,""
"New Hampshire","Wisconsin",0,161,0,161,FALSE,""
"New Jersey","Wisconsin",1144,850,294,1994,TRUE,""
"New Mexico","Wisconsin",674,663,11,1337,TRUE,""
"New York","Wisconsin",3552,1310,2242,4862,TRUE,""
"North Carolina","Wisconsin",1044,509,535,1553,TRUE,""
"North Dakota","Wisconsin",158,149,9,307,TRUE,""
"Ohio","Wisconsin",1259,657,602,1916,TRUE,""
"Oklahoma","Wisconsin",880,844,36,1724,TRUE,""
"Oregon","Wisconsin",1778,1106,672,2884,TRUE,""
"Pennsylvania","Wisconsin",1844,1057,787,2901,TRUE,""
"Rhode Island","Wisconsin",,,,,FALSE,"N"
"South Carolina","Wisconsin",744,632,112,1376,TRUE,""
"South Dakota","Wisconsin",1354,1155,199,2509,TRUE,""
"Tennessee","Wisconsin",1131,603,528,1734,TRUE,""
"Texas","Wisconsin",7520,1983,5537,9503,TRUE,""
"Utah","Wisconsin",129,148,0,277,FALSE,""
"Vermont","Wisconsin",0,161,0,161,FALSE,""
"Virginia","Wisconsin",1604,1142,462,2746,TRUE,""
"Washington","Wisconsin",2499,1018,1481,3517,TRUE,""
"West Virginia","Wisconsin",,,,,FALSE,"N"
"Wyoming","Wisconsin",266,295,0,561,FALSE,""
"Puerto Rico","Wisconsin",406,436,0,842,FALSE,""
"Alabama","Wyoming",,,,,FALSE,"N"
"Alaska","Wyoming",194,193,1,387,TRUE,""
"Arizona","Wyoming",1574,1413,161,2987,TRUE,""
"Arkansas","Wyoming",0,213,0,213,FALSE,""
"California","Wyoming",1957,1419,538,3376,TRUE,""
"Colorado","Wyoming",5552,2229,3323,7781,TRUE,""
"Connecticut","Wyoming",0,213,0,213,FALSE,""
"Delaware","Wyoming",,,,,FALSE,"N"
"District of Columbia","Wyoming",0,213,0,213,FALSE,""
"Florida","Wyoming",1233,850,383,2083,TRUE,""
"Georgia","Wyoming",46,4,42,50,TRUE,""
"Hawaii","Wyoming",,,,,FALSE,"N"
"Idaho","Wyoming",223,324,0,547,FALSE,""
"Illinois","Wyoming",553,609,0,1162,FALSE,""
"Indiana","Wyoming",,,,,FALSE,"N"
"Iowa","Wyoming",0,213,0,213,FALSE,""
"Kansas","Wyoming",1106,1169,0,2275,FALSE,""
"Kentucky","Wyoming",129,128,1,257,TRUE,""
"Louisiana","Wyoming",34,51,0,85,FALSE,""
"Maine","Wyoming",,,,,FALSE,"N"
"Maryland","Wyoming",0,213,0,213,FALSE,""
"Massachusetts","Wyoming",0,213,0,213,FALSE,""
"Michigan","Wyoming",239,279,0,518,FALSE,""
"Minnesota","Wyoming",132,183,0,315,FALSE,""
"Mississippi","Wyoming",,,,,FALSE,"N"
"Missouri","Wyoming",124,100,24,224,TRUE,""
"Montana","Wyoming",532,324,208,856,TRUE,""
"Nebraska","Wyoming",327,328,0,655,FALSE,""
"Nevada","Wyoming",934,969,0,1903,FALSE,""
"New Hampshire","Wyoming",0,213,0,213,FALSE,""
"New Jersey","Wyoming",0,213,0,213,FALSE,""
"New Mexico","Wyoming",455,488,0,943,FALSE,""
"New York","Wyoming",,,,,FALSE,"N"
"North Carolina","Wyoming",183,233,0,416,FALSE,""
"North Dakota","Wyoming",232,226,6,458,TRUE,""
"Ohio","Wyoming",538,517,21,1055,TRUE,""
"Oklahoma","Wyoming",115,140,0,255,FALSE,""
"Oregon","Wyoming",902,831,71,1733,TRUE,""
"Pennsylvania","Wyoming",296,289,7,585,TRUE,""
"Rhode Island","Wyoming",0,213,0,213,FALSE,""
"South Carolina","Wyoming",,,,,FALSE,"N"
"South Dakota","Wyoming",721,498,223,1219,TRUE,""
"Tennessee","Wyoming",530,775,0,1305,FALSE,""
"Texas","Wyoming",3678,1866,1812,5544,TRUE,""
"Utah","Wyoming",1429,821,608,2250,TRUE,""
"Vermont","Wyoming",96,127,0,223,FALSE,""
"Virginia","Wyoming",88,147,0,235,FALSE,""
"Washington","Wyoming",566,493,73,1059,TRUE,""
"West Virginia","Wyoming",0,213,0,213,FALSE,""
"Wisconsin","Wyoming",342,6,336,348,TRUE,""
"Puerto Rico","Wyoming",0,213,0,213,FALSE,""
"Alabama","Puerto Rico",0,258,0,258,FALSE,""
"Alaska","Puerto Rico",0,258,0,258,FALSE,""
"Arizona","Puerto Rico",0,258,0,258,FALSE,""
"Arkansas","Puerto Rico",0,258,0,258,FALSE,""
"California","Puerto Rico",848,941,0,1789,FALSE,""
"Colorado","Puerto Rico",0,258,0,258,FALSE,""
"Connecticut","Puerto Rico",1154,699,455,1853,TRUE,""
"Delaware","Puerto Rico",0,258,0,258,FALSE,""
"District of Columbia","Puerto Rico",0,258,0,258,FALSE,""
"Florida","Puerto Rico",8427,2224,6203,10651,TRUE,""
"Georgia","Puerto Rico",401,385,16,786,TRUE,""
"Hawaii","Puerto Rico",0,258,0,258,FALSE,""
"Idaho","Puerto Rico",0,258,0,258,FALSE,""
"Illinois","Puerto Rico",881,700,181,1581,TRUE,""
"Indiana","Puerto Rico",0,258,0,258,FALSE,""
"Iowa","Puerto Rico",0,258,0,258,FALSE,""
"Kansas","Puerto Rico",,,,,FALSE,"N"
"Kentucky","Puerto Rico",0,258,0,258,FALSE,""
"Louisiana","Puerto Rico",,,,,FALSE,"N"
"Maine","Puerto Rico",,,,,FALSE,"N"
"Maryland","Puerto Rico",,,,,FALSE,"N"
"Massachusetts","Puerto Rico",1392,1057,335,2449,TRUE,""
"Michigan","Puerto Rico",0,258,0,258,FALSE,""
"Minnesota","Puerto Rico",0,258,0,258,FALSE,""
"Mississippi","Puerto Rico",0,258,0,258,FALSE,""
"Missouri","Puerto Rico",0,258,0,258,FALSE,""
"Montana","Puerto Rico",0,258,0,258,FALSE,""
"Nebraska","Puerto Rico",0,258,0,258,FALSE,""
"Nevada","Puerto Rico",0,258,0,258,FALSE,""
"New Hampshire","Puerto Rico",,,,,FALSE,"N"
"New Jersey","Puerto Rico",1574,1174,400,2748,TRUE,""
"New Mexico","Puerto Rico",0,258,0,258,FALSE,""
"New York","Puerto Rico",1460,877,583,2337,TRUE,""
"North Carolina","Puerto Rico",,,,,FALSE,"N"
"North Dakota","Puerto Rico",,,,,FALSE,"N"
"Ohio","Puerto Rico",1511,1137,374,2648,TRUE,""
"Oklahoma","Puerto Rico",,,,,FALSE,"N"
"Oregon","Puerto Rico",0,258,0,258,FALSE,""
"Pennsylvania","Puerto Rico",2288,1049,1239,3337,TRUE,""
"Rhode Island","Puerto Rico",0,258,0,258,FALSE,""
"South Carolina","Puerto Rico",312,369,0,681,FALSE,""
"South Dakota","Puerto Rico",,,,,FALSE,"N"
"Tennessee","Puerto Rico",,,,,FALSE,"N"
"Texas","Puerto Rico",413,350,63,763,TRUE,""
"Utah","Puerto Rico",0,258,0,258,FALSE,""
"Vermont","Puerto Rico",0,258,0,258,FALSE,""
"Virginia","Puerto Rico",1795,1122,673,2917,TRUE,""
"Washington","Puerto Rico",0,258,0,258,FALSE,""
"West Virginia","Puerto Rico",0,258,0,258,FALSE,""
"Wisconsin","Puerto Rico",,,,,FALSE,"N"
"Wyoming","Puerto Rico",0,258,0,258,FALSE,""
