"congress","year","chamber","state","district_code","bioname","party","dim1","dim2"
102,1991,"House","IN",8,"McCLOSKEY, Francis Xavier","Democrat",-0.336,0.094
102,1991,"House","IL",20,"DURBIN, Richard Joseph","Democrat",-0.338,-0.314
102,1991,"House","CA",30,"MARTÍNEZ, Matthew G.","Democrat",-0.341,0.106
102,1991,"House","OH",9,"KAPTUR, Marcia Carolyn (Marcy)","Democrat",-0.341,0.14
102,1991,"House","MA",6,"MAVROULES, Nicholas James","Democrat",-0.342,-0.023
102,1991,"House","NC",4,"PRICE, David Eugene","Democrat",-0.343,-0.03
102,1991,"House","MI",14,"HERTEL, Dennis Mark","Democrat",-0.345,-0.223
102,1991,"House","CT",1,"KENNELLY, Barbara Bailey","Democrat",-0.346,-0.13
102,1991,"House","WI",5,"MOODY, Jim","Democrat",-0.347,-0.566
102,1991,"House","NY",1,"HOCHBRUECKNER, George Joseph","Democrat",-0.348,0.117
102,1991,"House","IA",3,"NAGLE, David Ray","Democrat",-0.349,-0.052
102,1991,"House","NY",3,"MRAZEK, Robert Jan","Democrat",-0.349,-0.281
102,1991,"House","NY",28,"McHUGH, Matthew Francis","Democrat",-0.353,-0.227
102,1991,"House","WA",5,"FOLEY, Thomas Stephen","Democrat",-0.354,0.192
102,1991,"House","CO",2,"SKAGGS, David Evans","Democrat",-0.355,-0.187
102,1991,"House","FL",16,"SMITH, Lawrence Jack","Democrat",-0.355,0.075
102,1991,"House","NY",10,"SCHUMER, Charles Ellis (Chuck)","Democrat",-0.355,-0.411
102,1991,"House","IN",5,"JONTZ, James Prather","Democrat",-0.357,-0.286
102,1991,"House","NY",32,"LaFALCE, John Joseph","Democrat",-0.357,0.112
102,1991,"House","TX",5,"BRYANT, John Wiley","Democrat",-0.358,0.135
102,1991,"House","RI",2,"REED, John F. (Jack)","Democrat",-0.36,-0.154
102,1991,"House","NY",9,"MANTON, Thomas J.","Democrat",-0.361,0.382
102,1991,"House","NY",23,"McNULTY, Michael Robert","Democrat",-0.369,0.369
102,1991,"House","FL",14,"JOHNSTON, Harry A., II","Democrat",-0.372,-0.376
102,1991,"House","NJ",6,"DWYER, Bernard James","Democrat",-0.373,0.048
102,1991,"House","MI",3,"WOLPE, Howard Eliot, III","Democrat",-0.374,-0.466
102,1991,"House","CA",11,"LANTOS, Thomas Peter","Democrat",-0.376,-0.033
102,1991,"House","OH",14,"SAWYER, Thomas Charles","Democrat",-0.377,-0.114
102,1991,"House","MI",17,"LEVIN, Sander Martin","Democrat",-0.379,-0.091
102,1991,"House","MD",5,"HOYER, Steny Hamilton","Democrat",-0.381,0.125
102,1991,"House","NY",2,"DOWNEY, Thomas Joseph","Democrat",-0.384,-0.341
102,1991,"House","MI",7,"KILDEE, Dale Edward","Democrat",-0.385,0.011
102,1991,"House","MS",2,"ESPY, Alphonso Michael (Mike)","Democrat",-0.386,0.432
102,1991,"House","AZ",2,"UDALL, Morris King","Democrat",-0.387,0.008
102,1991,"House","NY",20,"LOWEY, Nita M.","Democrat",-0.389,-0.152
102,1991,"House","IL",8,"ROSTENKOWSKI, Daniel David","Democrat",-0.39,0.246
102,1991,"House","TX",23,"BUSTAMANTE, Albert G.","Democrat",-0.392,0.667
102,1991,"House","IL",11,"ANNUNZIO, Frank","Democrat",-0.398,0.351
102,1991,"House","ME",1,"ANDREWS, Thomas Hiram","Democrat",-0.398,-0.624
102,1991,"House","FL",19,"FASCELL, Dante Bruno","Democrat",-0.4,0.229
102,1991,"House","OH",20,"OAKAR, Mary Rose","Democrat",-0.4,0.07
102,1991,"House","IN",1,"VISCLOSKY, Peter","Democrat",-0.402,0.244
102,1991,"House","NJ",3,"PALLONE, Frank, Jr.","Democrat",-0.402,-0.162
102,1991,"House","TX",16,"COLEMAN, Ronald D'Emory","Democrat",-0.402,0.548
102,1991,"House","CA",3,"MATSUI, Robert T.","Democrat",-0.404,-0.03
102,1991,"House","CA",26,"BERMAN, Howard Lawrence","Democrat",-0.404,-0.286
102,1991,"House","MA",5,"ATKINS, Chester Greenough","Democrat",-0.407,-0.388
102,1991,"House","TX",9,"BROOKS, Jack Bascom","Democrat",-0.407,0.725
102,1991,"House","NY",19,"ENGEL, Eliot Lance","Democrat",-0.408,-0.093
102,1991,"House","AR",1,"ALEXANDER, William Vollie (Bill), Jr.","Democrat",-0.41,0.819
102,1991,"House","MA",8,"KENNEDY, Joseph Patrick, II","Democrat",-0.413,-0.453
102,1991,"House","CT",3,"DeLAURO, Rosa L.","Democrat",-0.414,-0.107
102,1991,"House","CT",2,"GEJDENSON, Samuel","Democrat",-0.416,-0.486
102,1991,"House","MO",3,"GEPHARDT, Richard Andrew","Democrat",-0.416,0.245
102,1991,"House","PA",3,"BORSKI, Robert Anthony, Jr.","Democrat",-0.416,0.406
102,1991,"House","MA",2,"NEAL, Richard Edmund","Democrat",-0.417,-0.104
102,1991,"House","MA",9,"MOAKLEY, John Joseph","Democrat",-0.418,-0.054
102,1991,"House","AZ",2,"PASTOR, Ed","Democrat",-0.421,0.12
102,1991,"House","LA",2,"JEFFERSON, William Jennings","Democrat",-0.424,0.242
102,1991,"House","OR",4,"DeFAZIO, Peter Anthony","Democrat",-0.427,-0.002
102,1991,"House","NY",13,"SOLARZ, Stephen Joshua","Democrat",-0.429,-0.258
102,1991,"House","NY",7,"ACKERMAN, Gary Leonard","Democrat",-0.429,-0.165
102,1991,"House","WA",2,"SWIFT, Allan Byron","Democrat",-0.43,0.099
102,1991,"House","HI",1,"ABERCROMBIE, Neil","Democrat",-0.432,-0.026
102,1991,"House","CA",27,"LEVINE, Meldon Edises","Democrat",-0.436,-0.24
102,1991,"House","TN",9,"FORD, Harold Eugene","Democrat",-0.438,-0.064
102,1991,"House","CA",23,"BEILENSON, Anthony Charles","Democrat",-0.44,-0.605
102,1991,"House","MD",7,"MFUME, Kweisi","Democrat",-0.441,-0.318
102,1991,"House","MA",10,"STUDDS, Gerry Eastman","Democrat",-0.444,-0.593
102,1991,"House","MI",16,"DINGELL, John David, Jr.","Democrat",-0.448,0.313
102,1991,"House","CA",6,"BOXER, Barbara","Democrat",-0.45,-0.423
102,1991,"House","WI",7,"OBEY, David Ross","Democrat",-0.45,-0.063
102,1991,"House","IL",17,"EVANS, Lane Allen","Democrat",-0.454,-0.181
102,1991,"House","CA",4,"FAZIO, Victor Herbert, Jr.","Democrat",-0.455,0.36
102,1991,"House","NY",6,"FLAKE, Floyd Harold","Democrat",-0.455,-0.092
102,1991,"House","CA",28,"DIXON, Julian Carey","Democrat",-0.458,-0.076
102,1991,"House","MO",5,"WHEAT, Alan Dupree","Democrat",-0.465,-0.73
102,1991,"House","NY",30,"SLAUGHTER, Louise McIntosh","Democrat",-0.465,-0.104
102,1991,"House","MN",4,"VENTO, Bruce Frank","Democrat",-0.472,-0.376
102,1991,"House","CA",24,"WAXMAN, Henry Arnold","Democrat",-0.473,-0.343
102,1991,"House","NY",8,"SCHEUER, James Haas","Democrat",-0.478,-0.349
102,1991,"House","CA",13,"MINETA, Norman Y.","Democrat",-0.479,-0.01
102,1991,"House","FL",17,"LEHMAN, William","Democrat",-0.483,-0.001
102,1991,"House","CA",34,"TORRES, Esteban Edward","Democrat",-0.487,0.012
102,1991,"House","CA",5,"PELOSI, Nancy","Democrat",-0.489,-0.174
102,1991,"House","MO",1,"CLAY, William Lacy, Sr.","Democrat",-0.49,-0.872
102,1991,"House","NY",18,"SERRANO, José E.","Democrat",-0.491,-0.377
102,1991,"House","IL",9,"YATES, Sidney Richard","Democrat",-0.494,-0.494
102,1991,"House","PA",14,"COYNE, William Joseph","Democrat",-0.494,-0.119
102,1991,"House","MA",4,"FRANK, Barney","Democrat",-0.499,-0.534
102,1991,"House","CA",36,"BROWN, George Edward, Jr.","Democrat",-0.506,-0.028
102,1991,"House","PA",1,"FOGLIETTA, Thomas Michael","Democrat",-0.506,-0.057
102,1991,"House","PA",2,"GRAY, William Herbert, III","Democrat",-0.511,-0.219
102,1991,"House","HI",2,"MINK, Patsy Takemoto","Democrat",-0.513,-0.067
102,1991,"House","NY",16,"RANGEL, Charles B.","Democrat",-0.514,-0.341
102,1991,"House","MI",15,"FORD, William David","Democrat",-0.516,0.098
102,1991,"House","MN",5,"SABO, Martin Olav","Democrat",-0.516,-0.317
102,1991,"House","MA",7,"MARKEY, Edward John","Democrat",-0.517,-0.47
102,1991,"House","NY",11,"TOWNS, Edolphus","Democrat",-0.519,-0.132
102,1991,"House","WA",3,"UNSOELD, Jolene","Democrat",-0.52,-0.019
102,1991,"House","PA",2,"BLACKWELL, Lucien Edward","Democrat",-0.538,-0.216
102,1991,"House","TX",20,"GONZÁLEZ, Henry B.","Democrat",-0.538,0.558
102,1991,"House","MI",12,"BONIOR, David Edward","Democrat",-0.547,-0.006
102,1991,"House","CA",7,"MILLER, George","Democrat",-0.552,-0.398
102,1991,"House","IL",7,"COLLINS, Cardiss","Democrat",-0.552,-0.218
102,1991,"House","MN",8,"OBERSTAR, James Louis","Democrat",-0.553,0.304
102,1991,"House","KY",7,"PERKINS, Carl Christopher","Democrat",-0.56,0.793
102,1991,"House","NY",17,"WEISS, Theodore S.","Democrat",-0.564,-0.71
102,1991,"House","NY",12,"OWENS, Major Robert Odell","Democrat",-0.569,-0.516
102,1991,"House","MA",1,"OLVER, John Walter","Democrat",-0.577,-0.207
102,1991,"House","OH",21,"STOKES, Louis","Democrat",-0.578,-0.312
102,1991,"House","GA",5,"LEWIS, John R.","Democrat",-0.589,-0.221
102,1991,"House","OR",5,"KOPETSKI, Michael J.","Democrat",-0.589,0.497
102,1991,"House","NJ",10,"PAYNE, Donald Milford","Democrat",-0.592,-0.547
102,1991,"House","CA",10,"EDWARDS, William Donlon (Don)","Democrat",-0.599,-0.419
102,1991,"House","CA",25,"ROYBAL, Edward R.","Democrat",-0.61,-0.141
102,1991,"House","CA",9,"STARK, Fortney Hillman (Pete), Jr.","Democrat",-0.631,-0.605
102,1991,"House","CA",8,"DELLUMS, Ronald V.","Democrat",-0.644,-0.646
102,1991,"House","MI",13,"COLLINS, Barbara-Rose","Democrat",-0.648,-0.164
102,1991,"House","CA",29,"WATERS, Maxine","Democrat",-0.656,-0.094
102,1991,"House","IL",1,"HAYES, Charles Arthur","Democrat",-0.656,-0.395
102,1991,"House","MI",1,"CONYERS, John, Jr.","Democrat",-0.658,-0.512
102,1991,"House","WA",7,"MCDERMOTT, James A.","Democrat",-0.666,-0.197
102,1991,"House","IL",2,"SAVAGE, Gus","Democrat",-0.671,-0.39
102,1991,"House","CA",31,"DYMALLY, Mervyn Malcolm","Democrat",-0.685,-0.039
102,1991,"House","TX",18,"WASHINGTON, Craig Anthony","Democrat",-0.766,-0.439
102,1991,"Senate","ID",0,"SYMMS, Steven Douglas","Republican",0.687,0.355
102,1991,"Senate","NC",0,"HELMS, Jesse","Republican",0.631,0.776
102,1991,"Senate","NH",0,"SMITH, Robert C.","Republican",0.623,-0.468
102,1991,"Senate","WY",0,"WALLOP, Malcolm","Republican",0.575,-0.388
102,1991,"Senate","TX",0,"GRAMM, William Philip (Phil)","Republican",0.551,-0.108
102,1991,"Senate","OK",0,"NICKLES, Donald Lee","Republican",0.52,0.111
102,1991,"Senate","CO",0,"BROWN, George Hanks (Hank)","Republican",0.511,-0.762
102,1991,"Senate","UT",0,"GARN, Edwin Jacob (Jake)","Republican",0.495,-0.127
102,1991,"Senate","ID",0,"CRAIG, Larry Edwin","Republican",0.494,-0.014
102,1991,"Senate","FL",0,"MACK, Connie, III","Republican",0.466,-0.321
102,1991,"Senate","KY",0,"MCCONNELL, Addison Mitchell (Mitch)","Republican",0.402,0.017
102,1991,"Senate","SC",0,"THURMOND, James Strom","Republican",0.391,0.227
102,1991,"Senate","MS",0,"LOTT, Chester Trent","Republican",0.39,0.194
102,1991,"Senate","UT",0,"HATCH, Orrin Grant","Republican",0.382,-0.004
102,1991,"Senate","AZ",0,"McCAIN, John Sidney, III","Republican",0.381,-0.626
102,1991,"Senate","IN",0,"COATS, Daniel Ray","Republican",0.375,-0.227
102,1991,"Senate","IA",0,"GRASSLEY, Charles Ernest","Republican",0.362,-0.034
102,1991,"Senate","MT",0,"BURNS, Conrad","Republican",0.361,0.222
102,1991,"Senate","AK",0,"MURKOWSKI, Frank Hughes","Republican",0.346,-0.275
102,1991,"Senate","KS",0,"DOLE, Robert Joseph (Bob)","Republican",0.322,-0.279
102,1991,"Senate","WY",0,"SIMPSON, Alan Kooi","Republican",0.322,-0.34
102,1991,"Senate","MO",0,"BOND, Christopher Samuel (Kit)","Republican",0.31,-0.169
102,1991,"Senate","IN",0,"LUGAR, Richard Green","Republican",0.304,-0.466
102,1991,"Senate","NH",0,"RUDMAN, Warren Bruce","Republican",0.301,-0.673
102,1991,"Senate","CA",0,"SEYMOUR, John","Republican",0.299,-0.282
102,1991,"Senate","MS",0,"COCHRAN, William Thad","Republican",0.287,0.051
102,1991,"Senate","DE",0,"ROTH, William Victor, Jr.","Republican",0.272,-0.39
102,1991,"Senate","WA",0,"GORTON, Thomas Slade, III (Slade)","Republican",0.271,-0.652
102,1991,"Senate","VA",0,"WARNER, John William","Republican",0.262,-0.131
102,1991,"Senate","WI",0,"KASTEN, Robert Walter, Jr.","Republican",0.261,-0.112
102,1991,"Senate","NM",0,"DOMENICI, Pete Vichi","Republican",0.257,-0.247
102,1991,"Senate","AK",0,"STEVENS, Theodore Fulton (Ted)","Republican",0.219,-0.5
102,1991,"Senate","SD",0,"PRESSLER, Larry Lee","Republican",0.213,-0.259
102,1991,"Senate","KS",0,"KASSEBAUM, Nancy Landon","Republican",0.2,-0.566
102,1991,"Senate","MO",0,"DANFORTH, John Claggett","Republican",0.196,-0.641
102,1991,"Senate","NY",0,"D'AMATO, Alfonse Marcello","Republican",0.182,-0.337
102,1991,"Senate","OR",0,"PACKWOOD, Robert William","Republican",0.135,-0.78
102,1991,"Senate","MN",0,"DURENBERGER, David Ferdinand","Republican",0.115,-0.793
102,1991,"Senate","ME",0,"COHEN, William Sebastian","Republican",0.1,-0.615
102,1991,"Senate","RI",0,"CHAFEE, John Hubbard","Republican",0.084,-0.996
102,1991,"Senate","PA",0,"HEINZ, Henry John, III","Republican",0.078,-0.735
102,1991,"Senate","PA",0,"SPECTER, Arlen","Republican",0.068,-0.627
102,1991,"Senate","OR",0,"HATFIELD, Mark Odom","Republican",0.056,-0.773
102,1991,"Senate","VT",0,"JEFFORDS, James Merrill","Republican",0.014,-0.687
102,1991,"Senate","AL",0,"SHELBY, Richard C.","Democrat",0.013,0.658
102,1991,"Senate","AL",0,"HEFLIN, Howell Thomas","Democrat",-0.095,0.995
102,1991,"Senate","LA",0,"BREAUX, John Berlinger","Democrat",-0.123,0.702
102,1991,"Senate","OK",0,"BOREN, David Lyle","Democrat",-0.142,0.771
102,1991,"Senate","GA",0,"NUNN, Samuel Augustus","Democrat",-0.145,0.754
102,1991,"Senate","TX",0,"BENTSEN, Lloyd Millard, Jr.","Democrat",-0.163,0.458
102,1991,"Senate","IL",0,"DIXON, Alan John","Democrat",-0.188,0.312
102,1991,"Senate","LA",0,"JOHNSTON, John Bennett, Jr.","Democrat",-0.192,0.765
102,1991,"Senate","VA",0,"ROBB, Charles Spittal","Democrat",-0.2,-0.04
102,1991,"Senate","CT",0,"LIEBERMAN, Joseph I.","Democrat",-0.205,-0.312
102,1991,"Senate","MT",0,"BAUCUS, Max Sieben","Democrat",-0.212,0.017
102,1991,"Senate","NE",0,"EXON, J. James","Democrat",-0.214,0.868
102,1991,"Senate","AZ",0,"DeCONCINI, Dennis Webster","Democrat",-0.216,0.564
102,1991,"Senate","NE",0,"KERREY, J. Robert","Democrat",-0.223,-0.055
102,1991,"Senate","FL",0,"GRAHAM, Daniel Robert (Bob)","Democrat",-0.231,-0.012
102,1991,"Senate","GA",0,"FOWLER, Wyche, Jr.","Democrat",-0.237,0.196
102,1991,"Senate","NV",0,"BRYAN, Richard H","Democrat",-0.241,0.176
102,1991,"Senate","WI",0,"KOHL, Herbert H.","Democrat",-0.256,-0.406
102,1991,"Senate","OH",0,"GLENN, John Herschel, Jr.","Democrat",-0.262,-0.067
102,1991,"Senate","NM",0,"BINGAMAN, Jesse Francis (Jeff), Jr.","Democrat",-0.266,0.045
102,1991,"Senate","NV",0,"REID, Harry","Democrat",-0.276,0.258
102,1991,"Senate","KY",0,"FORD, Wendell Hampton","Democrat",-0.277,0.705
102,1991,"Senate","CO",0,"WIRTH, Timothy E.","Democrat",-0.293,-0.315
102,1991,"Senate","SC",0,"HOLLINGS, Ernest Frederick (Fritz)","Democrat",-0.293,0.925
102,1991,"Senate","ND",0,"CONRAD, Kent","Democrat",-0.296,0.582
102,1991,"Senate","NC",0,"SANFORD, (James) Terry","Democrat",-0.297,0.137
102,1991,"Senate","NY",0,"MOYNIHAN, Daniel Patrick","Democrat",-0.301,-0.414
102,1991,"Senate","SD",0,"DASCHLE, Thomas Andrew","Democrat",-0.303,0.114
102,1991,"Senate","WV",0,"BYRD, Robert Carlyle","Democrat",-0.309,0.729
102,1991,"Senate","NJ",0,"BRADLEY, William Warren (Bill)","Democrat",-0.313,-0.568
102,1991,"Senate","DE",0,"BIDEN, Joseph Robinette (Joe), Jr.","Democrat",-0.314,-0.042
102,1991,"Senate","TN",0,"GORE, Albert Arnold, Jr.","Democrat",-0.316,0.155
102,1991,"Senate","HI",0,"INOUYE, Daniel Ken","Democrat",-0.319,0.062
102,1991,"Senate","AR",0,"PRYOR, David Hampton","Democrat",-0.322,0.598
102,1991,"Senate","WV",0,"ROCKEFELLER, John Davison (Jay), IV","Democrat",-0.326,0.177
102,1991,"Senate","CT",0,"DODD, Christopher John","Democrat",-0.328,-0.317
102,1991,"Senate","RI",0,"PELL, Claiborne de Borda","Democrat",-0.332,-0.326
102,1991,"Senate","PA",0,"WOFFORD, Harris","Democrat",-0.334,0.003
102,1991,"Senate","ME",0,"MITCHELL, George John","Democrat",-0.347,-0.03
102,1991,"Senate","IA",0,"HARKIN, Thomas Richard (Tom)","Democrat",-0.351,-0.546
102,1991,"Senate","MA",0,"KERRY, John Forbes","Democrat",-0.352,-0.382
102,1991,"Senate","TN",0,"SASSER, James Ralph","Democrat",-0.355,0.562
102,1991,"Senate","VT",0,"LEAHY, Patrick Joseph","Democrat",-0.36,-0.121
102,1991,"Senate","AR",0,"BUMPERS, Dale","Democrat",-0.362,0.389
102,1991,"Senate","MD",0,"MIKULSKI, Barbara Ann","Democrat",-0.37,-0.128
102,1991,"Senate","ND",0,"BURDICK, Quentin Northrup","Democrat",-0.371,0.42
102,1991,"Senate","NJ",0,"LAUTENBERG, Frank Raleigh","Democrat",-0.382,-0.579
102,1991,"Senate","ND",0,"BURDICK, Jocelyn Birch","Democrat",-0.382,-0.117
102,1991,"Senate","CA",0,"CRANSTON, Alan","Democrat",-0.387,-0.207
102,1991,"Senate","MI",0,"LEVIN, Carl","Democrat",-0.395,-0.116
102,1991,"Senate","WA",0,"ADAMS, Brockman (Brock)","Democrat",-0.396,-0.127
102,1991,"Senate","IL",0,"SIMON, Paul Martin","Democrat",-0.397,-0.224
102,1991,"Senate","HI",0,"AKAKA, Daniel Kahikina","Democrat",-0.419,0.273
102,1991,"Senate","MI",0,"RIEGLE, Donald Wayne, Jr.","Democrat",-0.426,-0.121
102,1991,"Senate","MD",0,"SARBANES, Paul Spyros","Democrat",-0.435,-0.221
102,1991,"Senate","MA",0,"KENNEDY, Edward Moore (Ted)","Democrat",-0.443,-0.49
102,1991,"Senate","OH",0,"METZENBAUM, Howard Morton","Democrat",-0.492,-0.266
102,1991,"Senate","MN",0,"WELLSTONE, Paul David","Democrat",-0.583,-0.672
103,1993,"House","MO",7,"HANCOCK, Melton D. (Mel)","Republican",0.79,-0.048
103,1993,"House","IL",8,"CRANE, Philip Miller","Republican",0.739,0.023
103,1993,"House","AZ",3,"STUMP, Robert Lee","Republican",0.703,0.203
103,1993,"House","CA",39,"ROYCE, Edward Randall","Republican",0.657,-0.353
103,1993,"House","WI",9,"SENSENBRENNER, Frank James, Jr.","Republican",0.638,-0.579
103,1993,"House","TX",26,"ARMEY, Richard Keith","Republican",0.635,-0.089
103,1993,"House","CA",45,"ROHRABACHER, Dana","Republican",0.626,-0.417
103,1993,"House","TX",3,"JOHNSON, Sam","Republican",0.61,0.277
103,1993,"House","TN",2,"DUNCAN, John J., Jr.","Republican",0.604,-0.476
103,1993,"House","TX",22,"DeLAY, Thomas Dale","Republican",0.593,0.059
103,1993,"House","CO",5,"HEFLEY, Joel M.","Republican",0.591,0.13
103,1993,"House","IN",6,"BURTON, Danny Lee","Republican",0.585,-0.026
103,1993,"House","PA",16,"WALKER, Robert Smith","Republican",0.581,-0.639
103,1993,"House","CO",4,"ALLARD, A. Wayne","Republican",0.572,-0.121
103,1993,"House","GA",4,"LINDER, John Elmer","Republican",0.559,-0.008
103,1993,"House","FL",6,"STEARNS, Clifford Bundy","Republican",0.554,-0.075
103,1993,"House","OK",1,"INHOFE, James Mountain","Republican",0.552,0.045
103,1993,"House","CA",2,"HERGER, Walter William (Wally)","Republican",0.551,0.117
103,1993,"House","AZ",4,"KYL, Jon Llewellyn","Republican",0.548,-0.413
103,1993,"House","TX",8,"FIELDS, Jack Milton, Jr.","Republican",0.541,-0.128
103,1993,"House","CA",47,"COX, Charles Christopher","Republican",0.54,-0.236
103,1993,"House","GA",1,"KINGSTON, Jack","Republican",0.54,0.302
103,1993,"House","GA",3,"COLLINS, Michael Allen (Mac)","Republican",0.536,0.324
103,1993,"House","CA",10,"BAKER, William P.","Republican",0.533,0.024
103,1993,"House","TX",6,"BARTON, Joe Linus","Republican",0.528,0.047
103,1993,"House","KY",4,"BUNNING, James Paul David","Republican",0.521,-0.049
103,1993,"House","NC",6,"COBLE, Howard","Republican",0.52,-0.081
103,1993,"House","CA",4,"DOOLITTLE, John Taylor","Republican",0.519,0.156
103,1993,"House","SC",4,"INGLIS, Robert Durden","Republican",0.518,-0.058
103,1993,"House","MI",2,"HOEKSTRA, Peter","Republican",0.516,-0.262
103,1993,"House","OH",8,"BOEHNER, John Andrew","Republican",0.513,0.04
103,1993,"House","IL",16,"MANZULLO, Donald A.","Republican",0.51,0
103,1993,"House","MN",6,"GRAMS, Rod","Republican",0.506,-0.195
103,1993,"House","ID",2,"CRAPO, Michael Dean","Republican",0.505,0.291
103,1993,"House","MI",7,"SMITH, Nick H.","Republican",0.505,-0.229
103,1993,"House","TX",7,"ARCHER, William Reynolds, Jr.","Republican",0.496,0.2
103,1993,"House","UT",1,"HANSEN, James Vear","Republican",0.496,0.143
103,1993,"House","VA",6,"GOODLATTE, Robert William","Republican",0.496,-0.002
103,1993,"House","MD",6,"BARTLETT, Roscoe Gardner","Republican",0.493,-0.091
103,1993,"House","NY",22,"SOLOMON, Gerald Brooks Hunt","Republican",0.492,-0.333
103,1993,"House","OK",5,"ISTOOK, Ernest James, Jr.","Republican",0.492,0.129
103,1993,"House","CA",46,"DORNAN, Robert Kenneth","Republican",0.49,-0.111
103,1993,"House","NC",11,"TAYLOR, Charles Hart","Republican",0.488,0.116
103,1993,"House","CO",6,"SCHAEFER, Daniel","Republican",0.479,-0.123
103,1993,"House","CA",28,"DREIER, David Timothy","Republican",0.478,-0.084
103,1993,"House","CA",44,"McCANDLESS, Alfred A.","Republican",0.474,-0.225
103,1993,"House","NY",27,"PAXON, L. William","Republican",0.472,-0.167
103,1993,"House","CA",52,"HUNTER, Duncan Lee","Republican",0.47,0.02
103,1993,"House","CA",27,"MOORHEAD, Carlos John","Republican",0.465,-0.119
103,1993,"House","NC",10,"BALLENGER, Cass","Republican",0.464,-0.145
103,1993,"House","CA",11,"POMBO, Richard William","Republican",0.461,0.469
103,1993,"House","TX",19,"COMBEST, Larry Ed","Republican",0.458,0.555
103,1993,"House","FL",7,"MICA, John L.","Republican",0.453,0.137
103,1993,"House","FL",13,"MILLER, Daniel","Republican",0.453,-0.494
103,1993,"House","WY",1,"THOMAS, Craig Lyle","Republican",0.446,-0.128
103,1993,"House","IL",14,"HASTERT, John Dennis","Republican",0.443,-0.122
103,1993,"House","NV",2,"VUCANOVICH, Barbara Farrell","Republican",0.441,-0.109
103,1993,"House","NH",1,"ZELIFF, William H., Jr.","Republican",0.438,-0.461
103,1993,"House","IN",5,"BUYER, Stephen Earle","Republican",0.435,0.192
103,1993,"House","PA",17,"GEKAS, George William","Republican",0.426,-0.295
103,1993,"House","TX",21,"SMITH, Lamar Seeligson","Republican",0.425,0.061
103,1993,"House","LA",6,"BAKER, Richard Hugh","Republican",0.423,0.022
103,1993,"House","FL",14,"GOSS, Porter J.","Republican",0.421,-0.394
103,1993,"House","AR",3,"HUTCHINSON, Timothy","Republican",0.419,0.072
103,1993,"House","CA",48,"PACKARD, Ronald C.","Republican",0.419,0.152
103,1993,"House","KY",2,"LEWIS, Ron","Republican",0.418,0.417
103,1993,"House","IA",2,"NUSSLE, James Allen","Republican",0.417,-0.178
103,1993,"House","PA",9,"SHUSTER, E. G. (Bud)","Republican",0.416,0.144
103,1993,"House","AL",2,"EVERETT, Robert Terry","Republican",0.414,0.528
103,1993,"House","KS",1,"ROBERTS, Charles Patrick (Pat)","Republican",0.413,-0.09
103,1993,"House","CA",51,"CUNNINGHAM, Randall (Duke)","Republican",0.411,0.001
103,1993,"House","CA",23,"GALLEGLY, Elton W.","Republican",0.402,-0.1
103,1993,"House","TX",23,"BONILLA, Henry","Republican",0.4,0.136
103,1993,"House","CA",25,"McKEON, Howard P. (Buck)","Republican",0.396,0.208
103,1993,"House","OR",2,"SMITH, Robert Freeman","Republican",0.396,-0.203
103,1993,"House","AR",4,"DICKEY, Jay W., Jr.","Republican",0.391,0.22
103,1993,"House","CO",3,"McINNIS, Scott","Republican",0.391,-0.083
103,1993,"House","IA",3,"LIGHTFOOT, James Ross","Republican",0.391,-0.211
103,1993,"House","CA",41,"KIM, Jay C.","Republican",0.39,-0.084
103,1993,"House","AL",6,"BACHUS, Spencer T., III","Republican",0.387,0.228
103,1993,"House","FL",16,"LEWIS, Thomas F.","Republican",0.387,-0.324
103,1993,"House","MI",4,"CAMP, David Lee","Republican",0.385,-0.048
103,1993,"House","WA",8,"DUNN, Jennifer Blackburn","Republican",0.384,-0.261
103,1993,"House","FL",9,"BILIRAKIS, Michael","Republican",0.382,-0.219
103,1993,"House","FL",12,"CANADY, Charles Terrance","Republican",0.382,0.031
103,1993,"House","OH",4,"OXLEY, Michael Garver","Republican",0.382,-0.093
103,1993,"House","VA",7,"BLILEY, Thomas Jerome, Jr.","Republican",0.382,-0.13
103,1993,"House","NE",3,"BARRETT, William E.","Republican",0.379,-0.073
103,1993,"House","WI",6,"PETRI, Thomas Evert","Republican",0.379,-0.367
103,1993,"House","FL",8,"McCOLLUM, Ira William, Jr. (Bill)","Republican",0.377,-0.101
103,1993,"House","GA",6,"GINGRICH, Newton Leroy","Republican",0.377,-0.257
103,1993,"House","AL",1,"CALLAHAN, Herbert Leon (Sonny)","Republican",0.373,0.202
103,1993,"House","IL",18,"MICHEL, Robert Henry","Republican",0.372,-0.157
103,1993,"House","CA",21,"THOMAS, William Marshall","Republican",0.371,-0.277
103,1993,"House","OH",2,"PORTMAN, Robert Jones (Rob)","Republican",0.371,-0.208
103,1993,"House","TN",7,"SUNDQUIST, Donald Kenneth","Republican",0.371,-0.202
103,1993,"House","MI",11,"KNOLLENBERG, Joseph","Republican",0.366,-0.053
103,1993,"House","MO",2,"TALENT, James Matthes","Republican",0.364,0.098
103,1993,"House","LA",5,"MCCRERY, James O., III","Republican",0.362,0.08
103,1993,"House","IL",15,"EWING, Thomas W.","Republican",0.361,-0.094
103,1993,"House","OK",6,"LUCAS, Frank D.","Republican",0.361,0.455
103,1993,"House","AZ",5,"KOLBE, James Thomas","Republican",0.351,-0.534
