"county_fips","state_name","county_name","total_votes_20","total_votes_24","r20","r24","swing","flipped"
"22121","Louisiana","West Baton Rouge Parish",14097,13836,55.34,55.94,0.6,FALSE
"22123","Louisiana","West Carroll Parish",5052,4603,85.88,87.34,1.46,FALSE
"22125","Louisiana","West Feliciana Parish",6268,6008,62.7,66.19,3.49,FALSE
"22127","Louisiana","Winn Parish",6225,5781,74.96,77.45,2.49,FALSE
"23001","Maine","Androscoggin County",58707,58847,51.45,53.11,1.66,FALSE
"23003","Maine","Aroostook County",35746,35653,60.17,63.3,3.13,FALSE
"23005","Maine","Cumberland County",193765,199225,31.64,31.38,-0.26,FALSE
"23007","Maine","Franklin County",17390,17836,52.04,54.21,2.17,FALSE
"23009","Maine","Hancock County",35325,36251,43.61,43.97,0.36,FALSE
"23011","Maine","Kennebec County",71858,72886,49.87,51.41,1.54,TRUE
"23013","Maine","Knox County",25734,25893,39.78,40.5,0.72,FALSE
"23015","Maine","Lincoln County",23594,24003,44.71,44.26,-0.45,FALSE
"23017","Maine","Oxford County",33492,34590,54.53,56.56,2.03,FALSE
"23019","Maine","Penobscot County",85269,87073,54.31,55.56,1.25,FALSE
"23021","Maine","Piscataquis County",9908,10205,63.59,64.89,1.3,FALSE
"23023","Maine","Sagadahoc County",24038,24456,41.9,41.5,-0.4,FALSE
"23025","Maine","Somerset County",27578,28441,62,63.76,1.76,FALSE
"23027","Maine","Waldo County",24320,25130,47.56,48.27,0.71,FALSE
"23029","Maine","Washington County",17357,18048,60.12,61.93,1.81,FALSE
"23031","Maine","York County",129659,132838,43.5,44.66,1.16,FALSE
"24001","Maryland","Allegany County",30641,32001,69.52,70.58,1.06,FALSE
"24003","Maryland","Anne Arundel County",309617,308782,42.52,42.84,0.32,FALSE
"24005","Maryland","Baltimore County",414932,409811,36.13,37.44,1.31,FALSE
"24009","Maryland","Calvert County",49112,53882,52.88,55.61,2.73,FALSE
"24011","Maryland","Caroline County",15794,16276,66.87,69.46,2.59,FALSE
"24013","Maryland","Carroll County",100327,101796,62.29,62.81,0.52,FALSE
"24015","Maryland","Cecil County",47462,52612,63.65,65.77,2.12,FALSE
"24017","Maryland","Charles County",89498,91650,29.15,29.18,0.03,FALSE
"24019","Maryland","Dorchester County",15977,16730,56.1,57.45,1.35,FALSE
"24021","Maryland","Frederick County",145615,155004,45.05,45.48,0.43,FALSE
"24023","Maryland","Garrett County",15611,15785,78.53,77.62,-0.91,FALSE
"24025","Maryland","Harford County",148186,149020,56.19,57.08,0.89,FALSE
"24027","Maryland","Howard County",183062,180488,27.21,28.37,1.16,FALSE
"24029","Maryland","Kent County",10794,11068,49.36,51.43,2.07,TRUE
"24031","Maryland","Montgomery County",533743,513919,19.44,22.56,3.12,FALSE
"24033","Maryland","Prince George's County",424855,401881,8.91,11.48,2.57,FALSE
"24035","Maryland","Queen Anne's County",30290,32136,63.64,64.18,0.54,FALSE
"24037","Maryland","St. Mary's County",55665,58543,57.12,58.8,1.68,FALSE
"24039","Maryland","Somerset County",10147,10090,57.51,58.88,1.37,FALSE
"24041","Maryland","Talbot County",22555,22667,49.74,50.01,0.27,TRUE
"24043","Maryland","Washington County",67779,73001,60.7,61.77,1.07,FALSE
"24045","Maryland","Wicomico County",46216,46698,50.99,52.8,1.81,FALSE
"24047","Maryland","Worcester County",31691,32728,59.65,61.23,1.58,FALSE
"24510","Maryland","Baltimore city",237461,229082,10.91,12.54,1.63,FALSE
"25001","Massachusetts","Barnstable County",150325,147848,37.55,39.46,1.91,FALSE
"25003","Massachusetts","Berkshire County",71375,68341,25.89,29.6,3.71,FALSE
"25005","Massachusetts","Bristol County",279279,276910,43.87,49.34,5.47,FALSE
"25007","Massachusetts","Dukes County",12798,12149,20.97,23.1,2.13,FALSE
"25009","Massachusetts","Essex County",421210,399719,35.15,39.63,4.48,FALSE
"25011","Massachusetts","Franklin County",42458,42054,27.17,30.51,3.34,FALSE
"25013","Massachusetts","Hampden County",218177,207747,40.94,45.46,4.52,FALSE
"25015","Massachusetts","Hampshire County",87854,84345,26.02,28.4,2.38,FALSE
"25017","Massachusetts","Middlesex County",863577,809513,26.89,29.78,2.89,FALSE
"25019","Massachusetts","Nantucket County",7306,7082,26.75,31.21,4.46,FALSE
"25021","Massachusetts","Norfolk County",407751,383258,31.43,35.31,3.88,FALSE
"25023","Massachusetts","Plymouth County",301816,298682,41.11,45.5,4.39,FALSE
"25025","Massachusetts","Suffolk County",335462,297041,17.81,23.02,5.21,FALSE
"25027","Massachusetts","Worcester County",432014,418748,40.83,44.89,4.06,FALSE
"26001","Michigan","Alcona County",7064,7481,69.36,71.07,1.71,FALSE
"26003","Michigan","Alger County",5128,5258,59.48,60.03,0.55,FALSE
"26005","Michigan","Allegan County",67094,71890,62.87,63.81,0.94,FALSE
"26007","Michigan","Alpena County",16969,17210,64.04,64.49,0.45,FALSE
"26009","Michigan","Antrim County",15949,16882,62.06,62.03,-0.03,FALSE
"26011","Michigan","Arenac County",8831,9158,68.12,70.56,2.44,FALSE
"26013","Michigan","Baraga County",4038,4332,62.96,65.13,2.17,FALSE
"26015","Michigan","Barry County",35905,38621,66.55,67.43,0.88,FALSE
"26017","Michigan","Bay County",60255,61331,55.88,57.45,1.57,FALSE
"26019","Michigan","Benzie County",12262,12845,54.64,54.4,-0.24,FALSE
"26021","Michigan","Berrien County",82391,84478,53.76,53.99,0.23,FALSE
"26023","Michigan","Branch County",20536,21088,69.54,71.53,1.99,FALSE
"26025","Michigan","Calhoun County",66281,68490,55.64,57.11,1.47,FALSE
"26027","Michigan","Cass County",26216,27869,64.65,67.16,2.51,FALSE
"26029","Michigan","Charlevoix County",17000,17659,58.65,58.59,-0.06,FALSE
"26031","Michigan","Cheboygan County",15868,16423,65.2,65.78,0.58,FALSE
"26033","Michigan","Chippewa County",17642,18363,61.64,62.34,0.7,FALSE
"26035","Michigan","Clare County",16281,17288,67.63,69.06,1.43,FALSE
"26037","Michigan","Clinton County",47927,49961,53.33,54.37,1.04,FALSE
"26039","Michigan","Crawford County",7861,8476,65.56,67.1,1.54,FALSE
"26041","Michigan","Delta County",21151,21874,63.46,65.41,1.95,FALSE
"26043","Michigan","Dickinson County",14589,15311,66.97,68.43,1.46,FALSE
"26045","Michigan","Eaton County",64327,65171,50.4,51.59,1.19,FALSE
"26047","Michigan","Emmet County",22177,22848,55.67,55.47,-0.2,FALSE
"26049","Michigan","Genesee County",221360,223203,45.26,47.87,2.61,FALSE
"26051","Michigan","Gladwin County",14603,15488,68.62,70.6,1.98,FALSE
"26053","Michigan","Gogebic County",8266,8292,56.3,58.66,2.36,FALSE
"26055","Michigan","Grand Traverse County",60236,62760,51.54,50.88,-0.66,FALSE
"26057","Michigan","Gratiot County",19127,19848,64.39,65.87,1.48,FALSE
"26059","Michigan","Hillsdale County",23302,24813,74.33,76.03,1.7,FALSE
"26061","Michigan","Houghton County",18501,19364,57.25,58.66,1.41,FALSE
"26063","Michigan","Huron County",18437,18969,69.87,70.54,0.67,FALSE
"26065","Michigan","Ingham County",144550,148012,33.58,34.85,1.27,FALSE
"26067","Michigan","Ionia County",32209,34013,65.46,66.17,0.71,FALSE
"26069","Michigan","Iosco County",15363,15731,64.49,65.52,1.03,FALSE
"26071","Michigan","Iron County",6789,7027,62.84,64.84,2,FALSE
"26073","Michigan","Isabella County",29421,30817,51.29,53.81,2.52,FALSE
"26075","Michigan","Jackson County",80861,83803,59.69,60.81,1.12,FALSE
"26077","Michigan","Kalamazoo County",143414,145646,40.44,40.98,0.54,FALSE
"26079","Michigan","Kalkaska County",10631,11529,71.24,71.77,0.53,FALSE
"26081","Michigan","Kent County",361048,371722,46.87,47.27,0.4,FALSE
"26083","Michigan","Keweenaw County",1557,1611,56.19,56.49,0.3,FALSE
"26085","Michigan","Lake County",6323,6915,63.3,66.31,3.01,FALSE
"26087","Michigan","Lapeer County",52650,55435,68.43,70.15,1.72,FALSE
"26089","Michigan","Leelanau County",16900,17680,47.37,46.07,-1.3,FALSE
"26091","Michigan","Lenawee County",53375,55012,60.13,61.68,1.55,FALSE
"26093","Michigan","Livingston County",127197,132402,61.49,62.13,0.64,FALSE
"26095","Michigan","Luce County",3001,2985,71.47,73.83,2.36,FALSE
"26097","Michigan","Mackinac County",7015,7238,62.05,62.59,0.54,FALSE
"26099","Michigan","Macomb County",494256,509056,54.09,56.97,2.88,FALSE
"26101","Michigan","Manistee County",14655,15296,57.67,58.1,0.43,FALSE
"26103","Michigan","Marquette County",37462,38992,44.31,45.56,1.25,FALSE
"26105","Michigan","Mason County",17254,18056,60.01,60.83,0.82,FALSE
"26107","Michigan","Mecosta County",21049,22489,64.27,65.26,0.99,FALSE
"26109","Michigan","Menominee County",12607,13060,65.29,67.02,1.73,FALSE
"26111","Michigan","Midland County",49088,50287,57.46,57.72,0.26,FALSE
"26113","Michigan","Missaukee County",8755,9151,77.17,78.42,1.25,FALSE
"26115","Michigan","Monroe County",87148,91338,61.52,63.76,2.24,FALSE
"26117","Michigan","Montcalm County",32100,34835,69.21,69.78,0.57,FALSE
"26119","Michigan","Montmorency County",5859,6391,71.93,72.99,1.06,FALSE
"26121","Michigan","Muskegon County",92444,95160,49.72,50.91,1.19,TRUE
"26123","Michigan","Newaygo County",27161,29197,70.55,71.73,1.18,FALSE
"26125","Michigan","Oakland County",770351,771939,42.88,44.6,1.72,FALSE
"26127","Michigan","Oceana County",14062,14870,64.27,65.25,0.98,FALSE
"26129","Michigan","Ogemaw County",11907,12620,70.37,71.28,0.91,FALSE
"26131","Michigan","Ontonagon County",3804,3841,62.9,65.37,2.47,FALSE
"26133","Michigan","Osceola County",12329,13184,73.53,74.35,0.82,FALSE
"26135","Michigan","Oscoda County",4874,5192,72.09,72.44,0.35,FALSE
"26137","Michigan","Otsego County",14757,15971,67.34,67.91,0.57,FALSE
"26139","Michigan","Ottawa County",168713,178402,60.93,60.38,-0.55,FALSE
"26141","Michigan","Presque Isle County",8344,8739,64.73,64.71,-0.02,FALSE
"26143","Michigan","Roscommon County",15018,16065,65.18,66.67,1.49,FALSE
"26145","Michigan","Saginaw County",103349,103838,49.85,51.66,1.81,TRUE
"26147","Michigan","St. Clair County",92064,96519,65.36,67.57,2.21,FALSE
"26149","Michigan","St. Joseph County",27936,29307,66.18,67.24,1.06,FALSE
"26151","Michigan","Sanilac County",22446,23339,73.08,74.14,1.06,FALSE
"26153","Michigan","Schoolcraft County",4745,4897,66.04,66.21,0.17,FALSE
"26155","Michigan","Shiawassee County",39224,40682,60.13,61.71,1.58,FALSE
"26157","Michigan","Tuscola County",29445,30716,69.97,71.77,1.8,FALSE
"26159","Michigan","Van Buren County",39066,41162,56.24,57.68,1.44,FALSE
"26161","Michigan","Washtenaw County",216418,221304,26.36,27.24,0.88,FALSE
"26163","Michigan","Wayne County",872469,856511,30.7,34.98,4.28,FALSE
"26165","Michigan","Wexford County",18265,19476,67.46,67.57,0.11,FALSE
"27001","Minnesota","Aitkin County",10025,10419,63.44,65.67,2.23,FALSE
"27003","Minnesota","Anoka County",211132,209656,50.97,52.27,1.3,FALSE
"27005","Minnesota","Becker County",19401,19696,65.37,66.82,1.45,FALSE
"27007","Minnesota","Beltrami County",24189,24807,51.61,52.88,1.27,FALSE
"27009","Minnesota","Benton County",22260,22763,66.39,68.3,1.91,FALSE
"27011","Minnesota","Big Stone County",2974,2816,63.89,65.07,1.18,FALSE
"27013","Minnesota","Blue Earth County",36051,36326,47.72,50.62,2.9,TRUE
"27015","Minnesota","Brown County",14635,14526,66.77,67.93,1.16,FALSE
"27017","Minnesota","Carlton County",20369,20746,49.23,51.3,2.07,TRUE
"27019","Minnesota","Carver County",66361,68804,52.5,52.76,0.26,FALSE
"27021","Minnesota","Cass County",18289,19316,64.69,66.94,2.25,FALSE
"27023","Minnesota","Chippewa County",6611,6300,65.63,67.33,1.7,FALSE
"27025","Minnesota","Chisago County",34570,35502,64.99,65.96,0.97,FALSE
"27027","Minnesota","Clay County",32239,32734,47.91,49.76,1.85,FALSE
"27029","Minnesota","Clearwater County",4708,4805,72.8,75.36,2.56,FALSE
"27031","Minnesota","Cook County",3806,3641,32.52,32.1,-0.42,FALSE
"27033","Minnesota","Cottonwood County",6107,5965,69.43,70.91,1.48,FALSE
"27035","Minnesota","Crow Wing County",40173,42212,65.16,65.93,0.77,FALSE
"27037","Minnesota","Dakota County",262259,258590,42.86,43.43,0.57,FALSE
"27039","Minnesota","Dodge County",12187,12448,65.61,66.34,0.73,FALSE
"27041","Minnesota","Douglas County",24165,25019,66.76,67.82,1.06,FALSE
"27043","Minnesota","Faribault County",7914,7739,67.22,69.05,1.83,FALSE
"27045","Minnesota","Fillmore County",12141,12335,61.6,62.97,1.37,FALSE
"27047","Minnesota","Freeborn County",16818,16670,58.16,60.8,2.64,FALSE
"27049","Minnesota","Goodhue County",28636,28746,57.62,58.39,0.77,FALSE
"27051","Minnesota","Grant County",3654,3531,63.58,65.62,2.04,FALSE
"27053","Minnesota","Hennepin County",755969,716591,27.89,28.18,0.29,FALSE
"27055","Minnesota","Houston County",11440,11394,56.62,58.38,1.76,FALSE
"27057","Minnesota","Hubbard County",12965,13570,64.77,66.01,1.24,FALSE
"27059","Minnesota","Isanti County",24235,25829,69.79,70.94,1.15,FALSE
"27061","Minnesota","Itasca County",26561,26760,58.56,60.25,1.69,FALSE
"27063","Minnesota","Jackson County",5819,5625,69.35,71.41,2.06,FALSE
"27065","Minnesota","Kanabec County",9242,9682,69.35,71.5,2.15,FALSE
"27067","Minnesota","Kandiyohi County",23367,23213,63.11,65.77,2.66,FALSE
"27069","Minnesota","Kittson County",2639,2495,60.58,62.76,2.18,FALSE
"27071","Minnesota","Koochiching County",6922,6776,60.84,63.04,2.2,FALSE
"27073","Minnesota","Lac qui Parle County",4040,3989,63.61,66.43,2.82,FALSE
"27075","Minnesota","Lake County",7202,6929,48.2,48.02,-0.18,FALSE
"27077","Minnesota","Lake of the Woods County",2408,2346,71.75,73.9,2.15,FALSE
"27079","Minnesota","Le Sueur County",16818,17422,65.51,67.12,1.61,FALSE
"27081","Minnesota","Lincoln County",3115,3226,69.36,69.26,-0.1,FALSE
"27083","Minnesota","Lyon County",12893,12946,63.26,66.23,2.97,FALSE
"27085","Minnesota","McLeod County",20933,21131,68.56,69.31,0.75,FALSE
"27087","Minnesota","Mahnomen County",2304,2176,50.67,54.44,3.77,FALSE
"27089","Minnesota","Marshall County",5113,5024,74.18,76.23,2.05,FALSE
"27091","Minnesota","Martin County",11009,10765,69.36,70.12,0.76,FALSE
"27093","Minnesota","Meeker County",13529,13647,70.76,71.73,0.97,FALSE
"27095","Minnesota","Mille Lacs County",14689,15163,69.32,70.73,1.41,FALSE
"27097","Minnesota","Morrison County",19558,20272,77.24,78.44,1.2,FALSE
"27099","Minnesota","Mower County",19345,18926,52.98,55.33,2.35,FALSE
"27101","Minnesota","Murray County",4896,4755,69.89,71.57,1.68,FALSE
"27103","Minnesota","Nicollet County",19125,19354,48.38,50.26,1.88,TRUE
"27105","Minnesota","Nobles County",8715,8258,65.63,68.07,2.44,FALSE
"27107","Minnesota","Norman County",3441,3285,58.18,61.42,3.24,FALSE
"27109","Minnesota","Olmsted County",91385,90524,44.51,44.55,0.04,FALSE
"27111","Minnesota","Otter Tail County",36399,36608,66.56,67.38,0.82,FALSE
"27113","Minnesota","Pennington County",7277,7361,63.83,66.1,2.27,FALSE
"27115","Minnesota","Pine County",16001,16876,65.43,67.86,2.43,FALSE
"27117","Minnesota","Pipestone County",4940,4828,73.12,74.43,1.31,FALSE
"27119","Minnesota","Polk County",15594,15387,64.46,67.17,2.71,FALSE
"27121","Minnesota","Pope County",7022,7191,64.07,66.11,2.04,FALSE
"27123","Minnesota","Ramsey County",295977,276736,26.77,27.84,1.07,FALSE
"27125","Minnesota","Red Lake County",2196,2110,67.79,68.94,1.15,FALSE
"27127","Minnesota","Redwood County",8284,8299,71.02,71.93,0.91,FALSE
"27129","Minnesota","Renville County",8128,8042,68.66,71.1,2.44,FALSE
"27131","Minnesota","Rice County",35686,36284,50.09,51.28,1.19,FALSE
"27133","Minnesota","Rock County",5240,5361,69.72,69.95,0.23,FALSE
"27135","Minnesota","Roseau County",8421,8486,73.49,75,1.51,FALSE
"27137","Minnesota","St. Louis County",119531,118587,42,43.01,1.01,FALSE
"27139","Minnesota","Scott County",87965,89806,53.39,54.33,0.94,FALSE
"27141","Minnesota","Sherburne County",55612,57777,66.72,67.74,1.02,FALSE
"27143","Minnesota","Sibley County",8452,8512,70.81,71.89,1.08,FALSE
"27145","Minnesota","Stearns County",84835,86361,61.52,63.63,2.11,FALSE
"27147","Minnesota","Steele County",21128,20809,61.52,62.49,0.97,FALSE
"27149","Minnesota","Stevens County",5085,5122,61.3,63.75,2.45,FALSE
"27151","Minnesota","Swift County",5193,5041,65.02,67.37,2.35,FALSE
"27153","Minnesota","Todd County",13257,13672,74.8,77.18,2.38,FALSE
"27155","Minnesota","Traverse County",1864,1801,63.94,66.12,2.18,FALSE
"27157","Minnesota","Wabasha County",13123,13481,63.45,64.35,0.9,FALSE
"27159","Minnesota","Wadena County",7677,8024,73.18,76.05,2.87,FALSE
"27161","Minnesota","Waseca County",10389,10361,65.45,66.56,1.11,FALSE
"27163","Minnesota","Washington County",166786,168743,45.27,45.45,0.18,FALSE
"27165","Minnesota","Watonwan County",5201,4910,60.96,64.18,3.22,FALSE
"27167","Minnesota","Wilkin County",3430,3343,69.41,69.9,0.49,FALSE
"27169","Minnesota","Winona County",27173,27721,49.8,52.5,2.7,TRUE
"27171","Minnesota","Wright County",82426,89700,64.64,64.94,0.3,FALSE
"27173","Minnesota","Yellow Medicine County",5528,5391,68.87,70.72,1.85,FALSE
"28001","Mississippi","Adams County",13759,11928,41.84,42.97,1.13,FALSE
"28003","Mississippi","Alcorn County",15811,15112,82.17,84.46,2.29,FALSE
"28005","Mississippi","Amite County",7207,6815,63.22,66.63,3.41,FALSE
"28007","Mississippi","Attala County",8832,7703,59.38,61.71,2.33,FALSE
"28009","Mississippi","Benton County",4292,3880,60.48,65.79,5.31,FALSE
"28011","Mississippi","Bolivar County",13755,10435,34.41,38.05,3.64,FALSE
"28013","Mississippi","Calhoun County",6595,6034,70.86,74.17,3.31,FALSE
"28015","Mississippi","Carroll County",5705,5194,69.41,72.27,2.86,FALSE
"28017","Mississippi","Chickasaw County",8148,7234,52.29,56.9,4.61,FALSE
"28019","Mississippi","Choctaw County",4225,3890,71.69,74.91,3.22,FALSE
"28021","Mississippi","Claiborne County",4453,3541,13.78,15.91,2.13,FALSE
"28023","Mississippi","Clarke County",8347,7571,65.62,67.7,2.08,FALSE
"28025","Mississippi","Clay County",10206,9057,41.71,44.75,3.04,FALSE
"28027","Mississippi","Coahoma County",8507,6790,28.29,29.89,1.6,FALSE
"28029","Mississippi","Copiah County",12897,11665,49.14,53.06,3.92,TRUE
"28031","Mississippi","Covington County",9371,8861,63.15,66.77,3.62,FALSE
"28033","Mississippi","DeSoto County",76248,79082,62.18,62.35,0.17,FALSE
"28035","Mississippi","Forrest County",31725,28466,55.69,59.1,3.41,FALSE
"28037","Mississippi","Franklin County",4464,4066,66.39,70,3.61,FALSE
"28039","Mississippi","George County",11064,11069,88.86,89.65,0.79,FALSE
"28041","Mississippi","Greene County",5816,5649,83.23,85.12,1.89,FALSE
"28043","Mississippi","Grenada County",10919,9766,56.23,58.19,1.96,FALSE
"28045","Mississippi","Hancock County",20957,21175,78.17,79.65,1.48,FALSE
"28047","Mississippi","Harrison County",75865,75923,62.81,64.62,1.81,FALSE
"28049","Mississippi","Hinds County",100191,86830,25.47,26.64,1.17,FALSE
"28051","Mississippi","Holmes County",8115,6730,17.2,18.66,1.46,FALSE
"28053","Mississippi","Humphreys County",4189,3468,27.04,28.84,1.8,FALSE
"28055","Mississippi","Issaquena County",676,622,46.46,50.77,4.31,TRUE
"28057","Mississippi","Itawamba County",10826,10621,88.31,90.27,1.96,FALSE
"28059","Mississippi","Jackson County",54623,52410,67.63,70.16,2.53,FALSE
"28061","Mississippi","Jasper County",8742,7890,49.77,52.53,2.76,TRUE
"28063","Mississippi","Jefferson County",3911,3299,13.76,16.55,2.79,FALSE
"28065","Mississippi","Jefferson Davis County",6213,5378,41.32,43.08,1.76,FALSE
"28067","Mississippi","Jones County",30091,27755,71.36,73.59,2.23,FALSE
"28069","Mississippi","Kemper County",4732,4086,38.23,41.53,3.3,FALSE
"28071","Mississippi","Lafayette County",23481,23409,56.25,61.07,4.82,FALSE
"28073","Mississippi","Lamar County",28526,28171,73.83,74.7,0.87,FALSE
"28075","Mississippi","Lauderdale County",31266,27407,58.09,60.69,2.6,FALSE
"28077","Mississippi","Lawrence County",6617,6053,65.47,68.41,2.94,FALSE
"28079","Mississippi","Leake County",9204,8380,57.29,61.78,4.49,FALSE
"28081","Mississippi","Lee County",37003,35338,66.51,69.63,3.12,FALSE
"28083","Mississippi","Leflore County",10893,9421,29.03,30.59,1.56,FALSE
"28085","Mississippi","Lincoln County",16818,15802,69.7,72.84,3.14,FALSE
"28087","Mississippi","Lowndes County",27273,24426,51.33,54.12,2.79,FALSE
"28089","Mississippi","Madison County",56335,55710,55.99,58.75,2.76,FALSE
"28091","Mississippi","Marion County",12194,11188,68.6,71.01,2.41,FALSE
"28093","Mississippi","Marshall County",15830,14983,48.43,53.66,5.23,TRUE
"28095","Mississippi","Monroe County",17279,16069,65.55,68.09,2.54,FALSE
"28097","Mississippi","Montgomery County",5078,4424,57.9,60.48,2.58,FALSE
"28099","Mississippi","Neshoba County",11720,10861,71.85,75.67,3.82,FALSE
"28101","Mississippi","Newton County",10189,9323,69.47,71.84,2.37,FALSE
"28103","Mississippi","Noxubee County",5341,4449,23.48,26.04,2.56,FALSE
"28105","Mississippi","Oktibbeha County",19812,18051,46.65,50.14,3.49,TRUE
"28107","Mississippi","Panola County",15635,14422,52.12,57.51,5.39,FALSE
"28109","Mississippi","Pearl River County",24056,24671,82.53,83.69,1.16,FALSE
"28111","Mississippi","Perry County",5922,5539,76.77,80.41,3.64,FALSE
"28113","Mississippi","Pike County",17360,15485,49.51,51.76,2.25,TRUE
"28115","Mississippi","Pontotoc County",14377,14068,81.54,84.13,2.59,FALSE
"28117","Mississippi","Prentiss County",10661,10381,79.54,83.25,3.71,FALSE
