"cand_name","ordering","axes","area"
"HARRIS, KAMALA",58,"indiv_contrib trans_from_auth party_contrib self_funding pac_contrib other",0.108014
"HARRIS, KAMALA",59,"indiv_contrib trans_from_auth self_funding pac_contrib party_contrib other",0.108012
"HARRIS, KAMALA",60,"indiv_contrib trans_from_auth self_funding party_contrib pac_contrib other",0.108013
"TRONE, DAVID",1,"indiv_contrib pac_contrib party_contrib self_funding trans_from_auth other",0.00000921
"TRONE, DAVID",2,"indiv_contrib pac_contrib party_contrib self_funding other trans_from_auth",0.00064537
"TRONE, DAVID",3,"indiv_contrib pac_contrib party_contrib trans_from_auth self_funding other",0.00065413
"TRONE, DAVID",4,"indiv_contrib pac_contrib party_contrib trans_from_auth other self_funding",0.00635066
"TRONE, DAVID",5,"indiv_contrib pac_contrib party_contrib other self_funding trans_from_auth",0.00064537
"TRONE, DAVID",6,"indiv_contrib pac_contrib party_contrib other trans_from_auth self_funding",0.00570575
"TRONE, DAVID",7,"indiv_contrib pac_contrib self_funding party_contrib trans_from_auth other",0.00004248
"TRONE, DAVID",8,"indiv_contrib pac_contrib self_funding party_contrib other trans_from_auth",0.00003372
"TRONE, DAVID",9,"indiv_contrib pac_contrib self_funding trans_from_auth party_contrib other",0.00004248
"TRONE, DAVID",10,"indiv_contrib pac_contrib self_funding trans_from_auth other party_contrib",0.00003372
"TRONE, DAVID",11,"indiv_contrib pac_contrib self_funding other party_contrib trans_from_auth",0.00067864
"TRONE, DAVID",12,"indiv_contrib pac_contrib self_funding other trans_from_auth party_contrib",0.00067864
"TRONE, DAVID",13,"indiv_contrib pac_contrib trans_from_auth party_contrib self_funding other",0.00065413
"TRONE, DAVID",14,"indiv_contrib pac_contrib trans_from_auth party_contrib other self_funding",0.00635066
"TRONE, DAVID",15,"indiv_contrib pac_contrib trans_from_auth self_funding party_contrib other",0.00000921
"TRONE, DAVID",16,"indiv_contrib pac_contrib trans_from_auth self_funding other party_contrib",0.00064537
"TRONE, DAVID",17,"indiv_contrib pac_contrib trans_from_auth other party_contrib self_funding",0.00570575
"TRONE, DAVID",18,"indiv_contrib pac_contrib trans_from_auth other self_funding party_contrib",0.00064537
"TRONE, DAVID",19,"indiv_contrib pac_contrib other party_contrib self_funding trans_from_auth",0.0000005
"TRONE, DAVID",20,"indiv_contrib pac_contrib other party_contrib trans_from_auth self_funding",0.0057058
"TRONE, DAVID",21,"indiv_contrib pac_contrib other self_funding party_contrib trans_from_auth",0.00064542
"TRONE, DAVID",22,"indiv_contrib pac_contrib other self_funding trans_from_auth party_contrib",0.00064542
"TRONE, DAVID",23,"indiv_contrib pac_contrib other trans_from_auth party_contrib self_funding",0.0057058
"TRONE, DAVID",24,"indiv_contrib pac_contrib other trans_from_auth self_funding party_contrib",0.0000005
"TRONE, DAVID",25,"indiv_contrib party_contrib pac_contrib self_funding trans_from_auth other",0.00004203
"TRONE, DAVID",26,"indiv_contrib party_contrib pac_contrib self_funding other trans_from_auth",0.00067819
"TRONE, DAVID",27,"indiv_contrib party_contrib pac_contrib trans_from_auth self_funding other",0.00065367
"TRONE, DAVID",28,"indiv_contrib party_contrib pac_contrib trans_from_auth other self_funding",0.00635021
"TRONE, DAVID",29,"indiv_contrib party_contrib pac_contrib other self_funding trans_from_auth",0.00064497
"TRONE, DAVID",30,"indiv_contrib party_contrib pac_contrib other trans_from_auth self_funding",0.00570535
"TRONE, DAVID",31,"indiv_contrib party_contrib self_funding pac_contrib trans_from_auth other",0.00004203
"TRONE, DAVID",32,"indiv_contrib party_contrib self_funding pac_contrib other trans_from_auth",0.00003332
"TRONE, DAVID",33,"indiv_contrib party_contrib self_funding trans_from_auth pac_contrib other",0.00000881
"TRONE, DAVID",34,"indiv_contrib party_contrib self_funding other pac_contrib trans_from_auth",0.00064497
"TRONE, DAVID",35,"indiv_contrib party_contrib trans_from_auth pac_contrib self_funding other",0.00068694
"TRONE, DAVID",36,"indiv_contrib party_contrib trans_from_auth pac_contrib other self_funding",0.00635026
"TRONE, DAVID",37,"indiv_contrib party_contrib trans_from_auth self_funding pac_contrib other",0.00004208
"TRONE, DAVID",38,"indiv_contrib party_contrib trans_from_auth other pac_contrib self_funding",0.00573862
"TRONE, DAVID",39,"indiv_contrib party_contrib other pac_contrib self_funding trans_from_auth",0.00003332
"TRONE, DAVID",40,"indiv_contrib party_contrib other pac_contrib trans_from_auth self_funding",0.00570535
"TRONE, DAVID",41,"indiv_contrib party_contrib other self_funding pac_contrib trans_from_auth",0.00067819
"TRONE, DAVID",42,"indiv_contrib party_contrib other trans_from_auth pac_contrib self_funding",0.00573856
"TRONE, DAVID",43,"indiv_contrib self_funding pac_contrib party_contrib trans_from_auth other",0.00574732
"TRONE, DAVID",44,"indiv_contrib self_funding pac_contrib party_contrib other trans_from_auth",0.00573856
"TRONE, DAVID",45,"indiv_contrib self_funding pac_contrib trans_from_auth party_contrib other",0.00574732
"TRONE, DAVID",46,"indiv_contrib self_funding pac_contrib other party_contrib trans_from_auth",0.00573862
"TRONE, DAVID",47,"indiv_contrib self_funding party_contrib pac_contrib trans_from_auth other",0.00571405
"TRONE, DAVID",48,"indiv_contrib self_funding party_contrib pac_contrib other trans_from_auth",0.00570535
"TRONE, DAVID",49,"indiv_contrib self_funding party_contrib trans_from_auth pac_contrib other",0.0057141
"TRONE, DAVID",50,"indiv_contrib self_funding party_contrib other pac_contrib trans_from_auth",0.00570535
"TRONE, DAVID",51,"indiv_contrib self_funding trans_from_auth pac_contrib party_contrib other",0.00571405
"TRONE, DAVID",52,"indiv_contrib self_funding trans_from_auth party_contrib pac_contrib other",0.0057141
"TRONE, DAVID",53,"indiv_contrib self_funding other pac_contrib party_contrib trans_from_auth",0.00635026
"TRONE, DAVID",54,"indiv_contrib self_funding other party_contrib pac_contrib trans_from_auth",0.00635021
"TRONE, DAVID",55,"indiv_contrib trans_from_auth pac_contrib party_contrib self_funding other",0.00065367
"TRONE, DAVID",56,"indiv_contrib trans_from_auth pac_contrib self_funding party_contrib other",0.00004203
"TRONE, DAVID",57,"indiv_contrib trans_from_auth party_contrib pac_contrib self_funding other",0.00068694
"TRONE, DAVID",58,"indiv_contrib trans_from_auth party_contrib self_funding pac_contrib other",0.00004208
"TRONE, DAVID",59,"indiv_contrib trans_from_auth self_funding pac_contrib party_contrib other",0.00004203
"TRONE, DAVID",60,"indiv_contrib trans_from_auth self_funding party_contrib pac_contrib other",0.00000881
"SCALISE, STEVE MR",1,"indiv_contrib pac_contrib party_contrib self_funding trans_from_auth other",0.00125934
"SCALISE, STEVE MR",2,"indiv_contrib pac_contrib party_contrib self_funding other trans_from_auth",0.0619592
"SCALISE, STEVE MR",3,"indiv_contrib pac_contrib party_contrib trans_from_auth self_funding other",0.0010016
"SCALISE, STEVE MR",4,"indiv_contrib pac_contrib party_contrib trans_from_auth other self_funding",0.0012048
"SCALISE, STEVE MR",5,"indiv_contrib pac_contrib party_contrib other self_funding trans_from_auth",0.0617014
"SCALISE, STEVE MR",6,"indiv_contrib pac_contrib party_contrib other trans_from_auth self_funding",0.0012048
"SCALISE, STEVE MR",7,"indiv_contrib pac_contrib self_funding party_contrib trans_from_auth other",0.00125934
"SCALISE, STEVE MR",8,"indiv_contrib pac_contrib self_funding party_contrib other trans_from_auth",0.0619592
"SCALISE, STEVE MR",9,"indiv_contrib pac_contrib self_funding trans_from_auth party_contrib other",0.0010016
"SCALISE, STEVE MR",10,"indiv_contrib pac_contrib self_funding trans_from_auth other party_contrib",0.0012048
"SCALISE, STEVE MR",11,"indiv_contrib pac_contrib self_funding other party_contrib trans_from_auth",0.0617014
"SCALISE, STEVE MR",12,"indiv_contrib pac_contrib self_funding other trans_from_auth party_contrib",0.0012048
"SCALISE, STEVE MR",13,"indiv_contrib pac_contrib trans_from_auth party_contrib self_funding other",0.00547699
"SCALISE, STEVE MR",14,"indiv_contrib pac_contrib trans_from_auth party_contrib other self_funding",0.00542245
"SCALISE, STEVE MR",15,"indiv_contrib pac_contrib trans_from_auth self_funding party_contrib other",0.00547699
"SCALISE, STEVE MR",16,"indiv_contrib pac_contrib trans_from_auth self_funding other party_contrib",0.00542245
"SCALISE, STEVE MR",17,"indiv_contrib pac_contrib trans_from_auth other party_contrib self_funding",0.00568019
"SCALISE, STEVE MR",18,"indiv_contrib pac_contrib trans_from_auth other self_funding party_contrib",0.00568019
"SCALISE, STEVE MR",19,"indiv_contrib pac_contrib other party_contrib self_funding trans_from_auth",0.0617054
"SCALISE, STEVE MR",20,"indiv_contrib pac_contrib other party_contrib trans_from_auth self_funding",0.00095107
"SCALISE, STEVE MR",21,"indiv_contrib pac_contrib other self_funding party_contrib trans_from_auth",0.0617054
"SCALISE, STEVE MR",22,"indiv_contrib pac_contrib other self_funding trans_from_auth party_contrib",0.00095107
"SCALISE, STEVE MR",23,"indiv_contrib pac_contrib other trans_from_auth party_contrib self_funding",0.00120881
"SCALISE, STEVE MR",24,"indiv_contrib pac_contrib other trans_from_auth self_funding party_contrib",0.00120881
"SCALISE, STEVE MR",25,"indiv_contrib party_contrib pac_contrib self_funding trans_from_auth other",0.00031228
"SCALISE, STEVE MR",26,"indiv_contrib party_contrib pac_contrib self_funding other trans_from_auth",0.0610121
"SCALISE, STEVE MR",27,"indiv_contrib party_contrib pac_contrib trans_from_auth self_funding other",0.00452994
"SCALISE, STEVE MR",28,"indiv_contrib party_contrib pac_contrib trans_from_auth other self_funding",0.00473313
"SCALISE, STEVE MR",29,"indiv_contrib party_contrib pac_contrib other self_funding trans_from_auth",0.0607584
"SCALISE, STEVE MR",30,"indiv_contrib party_contrib pac_contrib other trans_from_auth self_funding",0.00026176
"SCALISE, STEVE MR",31,"indiv_contrib party_contrib self_funding pac_contrib trans_from_auth other",0.00478768
"SCALISE, STEVE MR",32,"indiv_contrib party_contrib self_funding pac_contrib other trans_from_auth",0.0610161
"SCALISE, STEVE MR",33,"indiv_contrib party_contrib self_funding trans_from_auth pac_contrib other",0.00453395
"SCALISE, STEVE MR",34,"indiv_contrib party_contrib self_funding other pac_contrib trans_from_auth",0.0652338
"SCALISE, STEVE MR",35,"indiv_contrib party_contrib trans_from_auth pac_contrib self_funding other",0.00452994
"SCALISE, STEVE MR",36,"indiv_contrib party_contrib trans_from_auth pac_contrib other self_funding",0.00447941
"SCALISE, STEVE MR",37,"indiv_contrib party_contrib trans_from_auth self_funding pac_contrib other",0.00005856
"SCALISE, STEVE MR",38,"indiv_contrib party_contrib trans_from_auth other pac_contrib self_funding",0.00026176
"SCALISE, STEVE MR",39,"indiv_contrib party_contrib other pac_contrib self_funding trans_from_auth",0.0607584
"SCALISE, STEVE MR",40,"indiv_contrib party_contrib other pac_contrib trans_from_auth self_funding",0.00447941
"SCALISE, STEVE MR",41,"indiv_contrib party_contrib other self_funding pac_contrib trans_from_auth",0.0652298
"SCALISE, STEVE MR",42,"indiv_contrib party_contrib other trans_from_auth pac_contrib self_funding",0.00473313
"SCALISE, STEVE MR",43,"indiv_contrib self_funding pac_contrib party_contrib trans_from_auth other",0.00031228
"SCALISE, STEVE MR",44,"indiv_contrib self_funding pac_contrib party_contrib other trans_from_auth",0.0610121
"SCALISE, STEVE MR",45,"indiv_contrib self_funding pac_contrib trans_from_auth party_contrib other",0.00452994
"SCALISE, STEVE MR",46,"indiv_contrib self_funding pac_contrib other party_contrib trans_from_auth",0.0607584
"SCALISE, STEVE MR",47,"indiv_contrib self_funding party_contrib pac_contrib trans_from_auth other",0.00478768
"SCALISE, STEVE MR",48,"indiv_contrib self_funding party_contrib pac_contrib other trans_from_auth",0.0610161
"SCALISE, STEVE MR",49,"indiv_contrib self_funding party_contrib trans_from_auth pac_contrib other",0.00453395
"SCALISE, STEVE MR",50,"indiv_contrib self_funding party_contrib other pac_contrib trans_from_auth",0.0652338
"SCALISE, STEVE MR",51,"indiv_contrib self_funding trans_from_auth pac_contrib party_contrib other",0.00452994
"SCALISE, STEVE MR",52,"indiv_contrib self_funding trans_from_auth party_contrib pac_contrib other",0.00005856
"SCALISE, STEVE MR",53,"indiv_contrib self_funding other pac_contrib party_contrib trans_from_auth",0.0607584
"SCALISE, STEVE MR",54,"indiv_contrib self_funding other party_contrib pac_contrib trans_from_auth",0.0652298
"SCALISE, STEVE MR",55,"indiv_contrib trans_from_auth pac_contrib party_contrib self_funding other",0.0652843
"SCALISE, STEVE MR",56,"indiv_contrib trans_from_auth pac_contrib self_funding party_contrib other",0.0652843
"SCALISE, STEVE MR",57,"indiv_contrib trans_from_auth party_contrib pac_contrib self_funding other",0.0608089
"SCALISE, STEVE MR",58,"indiv_contrib trans_from_auth party_contrib self_funding pac_contrib other",0.0608129
"SCALISE, STEVE MR",59,"indiv_contrib trans_from_auth self_funding pac_contrib party_contrib other",0.0608089
"SCALISE, STEVE MR",60,"indiv_contrib trans_from_auth self_funding party_contrib pac_contrib other",0.0608129
"SMITH, JASON T",1,"indiv_contrib pac_contrib party_contrib self_funding trans_from_auth other",0.0805078
"SMITH, JASON T",2,"indiv_contrib pac_contrib party_contrib self_funding other trans_from_auth",0.0982709
"SMITH, JASON T",3,"indiv_contrib pac_contrib party_contrib trans_from_auth self_funding other",0.0804528
"SMITH, JASON T",4,"indiv_contrib pac_contrib party_contrib trans_from_auth other self_funding",0.0803458
"SMITH, JASON T",5,"indiv_contrib pac_contrib party_contrib other self_funding trans_from_auth",0.0982158
"SMITH, JASON T",6,"indiv_contrib pac_contrib party_contrib other trans_from_auth self_funding",0.0803458
"SMITH, JASON T",7,"indiv_contrib pac_contrib self_funding party_contrib trans_from_auth other",0.0805078
"SMITH, JASON T",8,"indiv_contrib pac_contrib self_funding party_contrib other trans_from_auth",0.0982709
"SMITH, JASON T",9,"indiv_contrib pac_contrib self_funding trans_from_auth party_contrib other",0.0804528
"SMITH, JASON T",10,"indiv_contrib pac_contrib self_funding trans_from_auth other party_contrib",0.0803458
"SMITH, JASON T",11,"indiv_contrib pac_contrib self_funding other party_contrib trans_from_auth",0.0982158
"SMITH, JASON T",12,"indiv_contrib pac_contrib self_funding other trans_from_auth party_contrib",0.0803458
"SMITH, JASON T",13,"indiv_contrib pac_contrib trans_from_auth party_contrib self_funding other",0.107743
"SMITH, JASON T",14,"indiv_contrib pac_contrib trans_from_auth party_contrib other self_funding",0.107581
"SMITH, JASON T",15,"indiv_contrib pac_contrib trans_from_auth self_funding party_contrib other",0.107743
"SMITH, JASON T",16,"indiv_contrib pac_contrib trans_from_auth self_funding other party_contrib",0.107581
"SMITH, JASON T",17,"indiv_contrib pac_contrib trans_from_auth other party_contrib self_funding",0.107636
"SMITH, JASON T",18,"indiv_contrib pac_contrib trans_from_auth other self_funding party_contrib",0.107636
"SMITH, JASON T",19,"indiv_contrib pac_contrib other party_contrib self_funding trans_from_auth",0.0984625
"SMITH, JASON T",20,"indiv_contrib pac_contrib other party_contrib trans_from_auth self_funding",0.0805374
"SMITH, JASON T",21,"indiv_contrib pac_contrib other self_funding party_contrib trans_from_auth",0.0984625
"SMITH, JASON T",22,"indiv_contrib pac_contrib other self_funding trans_from_auth party_contrib",0.0805374
"SMITH, JASON T",23,"indiv_contrib pac_contrib other trans_from_auth party_contrib self_funding",0.0805925
"SMITH, JASON T",24,"indiv_contrib pac_contrib other trans_from_auth self_funding party_contrib",0.0805925
"SMITH, JASON T",25,"indiv_contrib party_contrib pac_contrib self_funding trans_from_auth other",0.00021706
"SMITH, JASON T",26,"indiv_contrib party_contrib pac_contrib self_funding other trans_from_auth",0.0179801
"SMITH, JASON T",27,"indiv_contrib party_contrib pac_contrib trans_from_auth self_funding other",0.0274527
"SMITH, JASON T",28,"indiv_contrib party_contrib pac_contrib trans_from_auth other self_funding",0.0273457
"SMITH, JASON T",29,"indiv_contrib party_contrib pac_contrib other self_funding trans_from_auth",0.0181717
"SMITH, JASON T",30,"indiv_contrib party_contrib pac_contrib other trans_from_auth self_funding",0.0003017
"SMITH, JASON T",31,"indiv_contrib party_contrib self_funding pac_contrib trans_from_auth other",0.0275077
"SMITH, JASON T",32,"indiv_contrib party_contrib self_funding pac_contrib other trans_from_auth",0.0182268
"SMITH, JASON T",33,"indiv_contrib party_contrib self_funding trans_from_auth pac_contrib other",0.0276993
"SMITH, JASON T",34,"indiv_contrib party_contrib self_funding other pac_contrib trans_from_auth",0.0454624
"SMITH, JASON T",35,"indiv_contrib party_contrib trans_from_auth pac_contrib self_funding other",0.0274527
"SMITH, JASON T",36,"indiv_contrib party_contrib trans_from_auth pac_contrib other self_funding",0.0275373
"SMITH, JASON T",37,"indiv_contrib party_contrib trans_from_auth self_funding pac_contrib other",0.00040863
"SMITH, JASON T",38,"indiv_contrib party_contrib trans_from_auth other pac_contrib self_funding",0.0003017
"SMITH, JASON T",39,"indiv_contrib party_contrib other pac_contrib self_funding trans_from_auth",0.0181717
"SMITH, JASON T",40,"indiv_contrib party_contrib other pac_contrib trans_from_auth self_funding",0.0275373
"SMITH, JASON T",41,"indiv_contrib party_contrib other self_funding pac_contrib trans_from_auth",0.0452157
"SMITH, JASON T",42,"indiv_contrib party_contrib other trans_from_auth pac_contrib self_funding",0.0273457
"SMITH, JASON T",43,"indiv_contrib self_funding pac_contrib party_contrib trans_from_auth other",0.00021706
"SMITH, JASON T",44,"indiv_contrib self_funding pac_contrib party_contrib other trans_from_auth",0.0179801
"SMITH, JASON T",45,"indiv_contrib self_funding pac_contrib trans_from_auth party_contrib other",0.0274527
"SMITH, JASON T",46,"indiv_contrib self_funding pac_contrib other party_contrib trans_from_auth",0.0181717
"SMITH, JASON T",47,"indiv_contrib self_funding party_contrib pac_contrib trans_from_auth other",0.0275077
"SMITH, JASON T",48,"indiv_contrib self_funding party_contrib pac_contrib other trans_from_auth",0.0182268
"SMITH, JASON T",49,"indiv_contrib self_funding party_contrib trans_from_auth pac_contrib other",0.0276993
"SMITH, JASON T",50,"indiv_contrib self_funding party_contrib other pac_contrib trans_from_auth",0.0454624
"SMITH, JASON T",51,"indiv_contrib self_funding trans_from_auth pac_contrib party_contrib other",0.0274527
"SMITH, JASON T",52,"indiv_contrib self_funding trans_from_auth party_contrib pac_contrib other",0.00040863
"SMITH, JASON T",53,"indiv_contrib self_funding other pac_contrib party_contrib trans_from_auth",0.0181717
"SMITH, JASON T",54,"indiv_contrib self_funding other party_contrib pac_contrib trans_from_auth",0.0452157
"SMITH, JASON T",55,"indiv_contrib trans_from_auth pac_contrib party_contrib self_funding other",0.0453777
"SMITH, JASON T",56,"indiv_contrib trans_from_auth pac_contrib self_funding party_contrib other",0.0453777
"SMITH, JASON T",57,"indiv_contrib trans_from_auth party_contrib pac_contrib self_funding other",0.018087
"SMITH, JASON T",58,"indiv_contrib trans_from_auth party_contrib self_funding pac_contrib other",0.0183337
"SMITH, JASON T",59,"indiv_contrib trans_from_auth self_funding pac_contrib party_contrib other",0.018087
"SMITH, JASON T",60,"indiv_contrib trans_from_auth self_funding party_contrib pac_contrib other",0.0183337
"STEEL, MICHELLE",1,"indiv_contrib pac_contrib party_contrib self_funding trans_from_auth other",0.0558205
"STEEL, MICHELLE",2,"indiv_contrib pac_contrib party_contrib self_funding other trans_from_auth",0.0716004
"STEEL, MICHELLE",3,"indiv_contrib pac_contrib party_contrib trans_from_auth self_funding other",0.0559362
"STEEL, MICHELLE",4,"indiv_contrib pac_contrib party_contrib trans_from_auth other self_funding",0.0733151
"STEEL, MICHELLE",5,"indiv_contrib pac_contrib party_contrib other self_funding trans_from_auth",0.0824545
"STEEL, MICHELLE",6,"indiv_contrib pac_contrib party_contrib other trans_from_auth self_funding",0.0840533
"STEEL, MICHELLE",7,"indiv_contrib pac_contrib self_funding party_contrib trans_from_auth other",0.0569568
"STEEL, MICHELLE",8,"indiv_contrib pac_contrib self_funding party_contrib other trans_from_auth",0.083475
"STEEL, MICHELLE",9,"indiv_contrib pac_contrib self_funding trans_from_auth party_contrib other",0.0678108
"STEEL, MICHELLE",10,"indiv_contrib pac_contrib self_funding trans_from_auth other party_contrib",0.0643334
"STEEL, MICHELLE",11,"indiv_contrib pac_contrib self_funding other party_contrib trans_from_auth",0.0835908
"STEEL, MICHELLE",12,"indiv_contrib pac_contrib self_funding other trans_from_auth party_contrib",0.0535951
"STEEL, MICHELLE",13,"indiv_contrib pac_contrib trans_from_auth party_contrib self_funding other",0.0563558
"STEEL, MICHELLE",14,"indiv_contrib pac_contrib trans_from_auth party_contrib other self_funding",0.0845887
"STEEL, MICHELLE",15,"indiv_contrib pac_contrib trans_from_auth self_funding party_contrib other",0.0670941
"STEEL, MICHELLE",16,"indiv_contrib pac_contrib trans_from_auth self_funding other party_contrib",0.0637325
"STEEL, MICHELLE",17,"indiv_contrib pac_contrib trans_from_auth other party_contrib self_funding",0.0844729
"STEEL, MICHELLE",18,"indiv_contrib pac_contrib trans_from_auth other self_funding party_contrib",0.0528784
"STEEL, MICHELLE",19,"indiv_contrib pac_contrib other party_contrib self_funding trans_from_auth",0.0825282
"STEEL, MICHELLE",20,"indiv_contrib pac_contrib other party_contrib trans_from_auth self_funding",0.0842428
"STEEL, MICHELLE",21,"indiv_contrib pac_contrib other self_funding party_contrib trans_from_auth",0.0717899
"STEEL, MICHELLE",22,"indiv_contrib pac_contrib other self_funding trans_from_auth party_contrib",0.0526483
"STEEL, MICHELLE",23,"indiv_contrib pac_contrib other trans_from_auth party_contrib self_funding",0.0733888
"STEEL, MICHELLE",24,"indiv_contrib pac_contrib other trans_from_auth self_funding party_contrib",0.0525325
"STEEL, MICHELLE",25,"indiv_contrib party_contrib pac_contrib self_funding trans_from_auth other",0.0350091
"STEEL, MICHELLE",26,"indiv_contrib party_contrib pac_contrib self_funding other trans_from_auth",0.0507891
"STEEL, MICHELLE",27,"indiv_contrib party_contrib pac_contrib trans_from_auth self_funding other",0.0344082
