"first","last","state","district","senate","party_raw","party","party_side","faction_code","incumbent","open_seat","contested","prim_result","prim_share","experience","female","immigration","the Affordable Care Act","Benghazi","taxes","the minimum wage","gun control","abortion","climate change","the NSA","same-sex marriage","the debt and deficit","the Keystone pipeline","regulation","defense spending","silent_on"
"Curtis","Vaughn","NJ","10",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",1.3,FALSE,FALSE,1,4,4,4,4,4,2,3,4,2,4,4,4,4,10
"Aaron","Fraser","NJ","10",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",2.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,4,4,13
"Robert","Toussaint","NJ","10",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",4.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Rick","Van Glahn","NJ","11",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.3,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,4,4,4,7
"Brian","Murphy","NJ","11",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",12.3,FALSE,FALSE,4,4,4,1,4,4,4,1,4,4,4,4,4,4,12
"Mark","Dunec","NJ","11",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",76,FALSE,FALSE,1,3,4,3,4,1,1,1,4,1,2,4,3,1,4
"Lee Anne","Brogowski","NJ","11",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",11.8,FALSE,TRUE,1,3,4,3,1,4,4,4,2,1,4,4,4,4,8
"Rodney","Frelinghuysen","NJ","11",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",66.7,TRUE,FALSE,4,2,4,2,4,4,4,3,4,4,2,1,2,2,7
"Upendra","Chivukula","NJ","12",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",21.8,TRUE,FALSE,1,3,4,1,1,4,4,4,4,1,4,4,4,4,9
"Linda","Greenstein","NJ","12",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",27.8,TRUE,TRUE,1,1,4,1,1,1,1,1,4,1,4,4,4,4,6
"Bonnie","Coleman","NJ","12",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"won",43,TRUE,TRUE,1,4,4,1,1,1,1,1,4,1,4,4,4,4,7
"Andrew","Zwicker","NJ","12",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",7.4,FALSE,FALSE,1,3,4,1,4,1,1,1,2,1,4,4,4,4,6
"Alieta","Eck","NJ","12",FALSE,"R","R","Republican",22,FALSE,1,FALSE,"won",100,FALSE,TRUE,4,2,4,2,4,4,2,4,4,4,4,4,2,4,10
"David","Cole","NJ","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",18.2,FALSE,FALSE,4,1,4,3,1,1,1,1,3,1,4,4,3,4,5
"Frank","Lobiondo","NJ","2",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",82.5,TRUE,FALSE,4,2,4,4,4,4,4,4,4,4,2,1,2,4,10
"Mike","Assad","NJ","2",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",17.5,TRUE,FALSE,2,2,4,3,4,3,3,2,2,4,2,4,2,4,5
"Bill","Hughes","NJ","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",81.8,FALSE,FALSE,4,3,4,3,4,4,4,4,4,4,4,4,4,4,12
"Bruce","Todd","NJ","3",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",4.7,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Howard","Kleinhendler","NJ","3",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",11.6,FALSE,FALSE,1,3,4,1,1,4,1,1,4,4,4,4,4,4,8
"Aimee","Belgard","NJ","3",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"won",83.8,TRUE,TRUE,4,4,4,4,1,4,1,1,4,4,4,4,4,4,11
"Tom","MacArthur","NJ","3",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"won",59.9,TRUE,FALSE,2,2,4,2,4,2,2,2,2,3,2,1,2,4,3
"Steve","Lonegan","NJ","3",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",40.1,TRUE,FALSE,2,2,4,2,4,2,2,2,2,2,2,4,2,4,4
"Chris","Smith","NJ","4",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,4,4,4,4,4,2,4,4,4,4,4,4,4,13
"Ruben","Scolavino","NJ","4",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,4,4,4,4,4,1,4,4,4,4,4,4,4,12
"Scott","Garrett","NJ","5",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,4,2,4,4,4,4,2,4,2,4,2,3,7
"Roy","Cho","NJ","5",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",90.2,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,1,4,12
"Diane","Sare","NJ","5",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",9.8,FALSE,TRUE,4,2,4,4,4,4,4,4,4,4,4,4,4,4,13
"Anthony","Wilkinson","NJ","6",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,2,4,2,2,4,2,2,2,4,4,4,7
"Frank","Pallone","NJ","6",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,4,1,1,1,4,1,4,4,4,4,7
"David","Larsen","NJ","7",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",45.6,FALSE,FALSE,2,2,4,3,4,2,2,2,4,4,2,4,2,4,6
"Leonard","Lance","NJ","7",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",54.4,TRUE,FALSE,2,2,4,2,4,4,4,4,4,4,2,1,2,4,8
"Janice","Kovach","NJ","7",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,TRUE,TRUE,1,3,4,3,4,1,1,1,4,4,4,4,4,4,8
"Albio","Sires","NJ","8",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,3,4,3,4,4,4,5
"Jude","Tiscornia","NJ","8",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bill","Pascrell","NJ","9",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,1,4,1,1,4,1,1,4,4,4,4,3,4,8
"Deirdre","Paul","NJ","9",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Brian","Goldberg","NJ","SEN",TRUE,"R","R","Republican",11,FALSE,NA,TRUE,"lost",25,FALSE,FALSE,2,2,4,2,4,2,2,2,2,4,2,1,2,2,3
"Richard","Pezzullo","NJ","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",26.2,FALSE,FALSE,2,2,4,2,4,2,2,2,2,4,2,4,2,4,5
"Cory","Booker","NJ","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,4,1,4,4,3,1,4
"Murray","Sabrin","NJ","SEN",TRUE,"R","R","Republican",55,FALSE,NA,TRUE,"lost",19.4,FALSE,FALSE,4,2,4,2,4,4,4,4,4,4,2,4,2,4,10
"Jeff","Bell","NJ","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"won",29.4,FALSE,FALSE,1,2,4,2,4,4,2,2,4,2,2,1,4,2,5
"Mike","Frese","NM","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"won",65.3,FALSE,FALSE,2,2,4,4,4,4,4,4,4,4,4,4,2,4,11
"Michelle","Grisham","NM","1",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,4,1,1,1,4,1,1,4,4,4,6
"Richard","Priem","NM","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",34.7,FALSE,FALSE,3,2,4,4,4,2,4,4,2,4,4,4,2,3,8
"Leslie","Endean-Singh","NM","2",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",0,FALSE,TRUE,1,1,4,4,1,4,1,1,4,1,4,2,4,4,7
"Steve","Pearce","NM","2",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,4,2,4,2,2,2,4,2,2,4,2,2,4
"Roxanne ""Rocky""","Lara","NM","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",100,FALSE,TRUE,1,1,4,1,1,4,1,1,4,1,4,4,4,4,7
"Ben R.","Lujan","NM","3",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",87.6,TRUE,FALSE,4,1,4,2,4,4,4,1,4,4,2,4,4,4,10
"Robert","Blanch","NM","3",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",12.44,FALSE,FALSE,4,4,4,4,4,4,4,4,2,4,4,4,4,4,13
"Jeff","Byrd","NM","3",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,2,3,4,4,2,4,2,4,6
"Tom","Udall","NM","SEN",TRUE,"D","D","Democrat",77,TRUE,NA,FALSE,"won",100,TRUE,FALSE,1,1,3,1,1,1,4,1,2,1,4,4,4,2,4
"Allen","Weh","NM","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"won",63,FALSE,FALSE,2,2,2,2,3,2,4,2,3,4,2,4,3,2,3
"David Kale","Clements","NM","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",37,FALSE,FALSE,2,2,4,3,4,2,2,2,2,3,2,4,2,2,3
"Annette","Teijeiro","NV","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",54.7,FALSE,TRUE,4,2,4,2,4,4,4,4,4,4,4,4,4,4,12
"Dina","Titus","NV","1",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",86,TRUE,TRUE,1,1,4,1,1,1,1,1,4,1,2,4,4,4,5
"Jose","Padilla","NV","1",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",45.3,FALSE,FALSE,3,3,4,3,4,4,4,4,4,4,4,4,2,4,10
"Ed","Lee","NV","2",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"lost",14.8,FALSE,FALSE,4,4,4,3,4,4,4,4,2,4,4,4,4,4,12
"Herb","Peters","NV","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",0,FALSE,FALSE,4,2,4,4,3,2,4,2,4,4,2,4,2,2,7
"Mark","Amodei","NV","2",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,4,2,4,2,3,2,2,2,2,1,2,2,2
"Brian","Dempsey","NV","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",31.8,FALSE,FALSE,1,4,4,4,4,4,4,4,4,1,4,4,4,4,12
"Kristen","Spees","NV","2",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"won",38.4,FALSE,TRUE,1,3,4,4,4,3,4,4,4,4,4,4,4,4,11
"Vance","Alm","NV","2",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",15.1,FALSE,FALSE,4,3,4,4,1,2,4,4,2,4,4,4,4,4,10
"Zachary","Campbell","NV","3",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",16,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Joe","Heck","NV","3",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,3,4,3,2,3,3,4,2,1,2,4,3
"Erin","Bilbray","NV","3",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",84,FALSE,TRUE,1,3,4,1,4,3,1,3,2,4,2,4,2,4,5
"Sid","Zeller","NV","4",FALSE,"D","D","Democrat",88,FALSE,0,TRUE,"lost",7.8,FALSE,FALSE,3,4,4,1,1,2,4,1,4,4,2,4,2,4,7
"Niger","Innis","NV","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.1,FALSE,FALSE,2,2,4,2,2,2,4,4,2,4,2,4,4,4,7
"Cresent","Hardy","NV","4",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"won",42.6,FALSE,FALSE,4,2,4,2,4,4,4,4,4,4,4,4,2,4,11
"Mike","Monroe","NV","4",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",22.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Steven","Horsford","NV","4",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",84.3,TRUE,FALSE,1,1,1,1,1,1,4,1,2,1,4,4,2,4,4
"Carlo","Poliak","NV","4",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",2.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Mark","Budetich","NV","4",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",7.9,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"George","Demos","NY","1",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",38.7,FALSE,FALSE,2,2,2,2,4,2,2,2,4,2,2,4,2,4,4
"Tim","Bishop","NY","1",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,4,1,2,4,3,1,3
"Lee","Zeldin","NY","1",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"won",61.3,TRUE,FALSE,2,2,4,2,4,4,4,3,2,2,2,4,2,2,5
"Jerry","Nadler","NY","10",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,1,2,1,4,2,4,1,3
"Domenic","Recchia","NY","11",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,TRUE,FALSE,1,4,4,3,4,4,1,4,4,1,4,4,4,4,10
"Michael","Grimm","NY","11",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,2,4,4,2,2,4,4,2,1,2,2,5
"Carolyn","Maloney","NY","12",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,1,4,1,1,1,1,3,1,2,4,1,4,3
"Nick","Di Iorio","NY","12",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,4,3,4,4,1,4,3,2,4,4,4,8
"Adriano","Espaillat","NY","13",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",43.1,TRUE,FALSE,1,1,4,1,4,4,4,4,4,1,4,4,4,4,10
"Mike","Walrond","NY","13",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",7.9,FALSE,FALSE,1,4,4,4,1,4,1,1,4,4,4,4,4,4,10
"Charlie","Rangel","NY","13",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",47.8,TRUE,FALSE,1,1,1,1,1,1,1,1,4,1,2,3,4,1,2
"Yolanda","Garcia","NY","13",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",1.2,FALSE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Joesph","Crowley","NY","14",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,1,1,1,1,1,1,4,1,2,4,3,4,3
"Jose","Serrano","NY","15",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",91.1,TRUE,FALSE,1,1,4,1,1,1,4,1,2,1,2,4,4,1,4
"Sam","Sloan","NY","15",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",8.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Eliot","Engel","NY","16",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,1,1,1,1,1,1,4,1,2,3,4,1,2
"Nita","Lowey","NY","17",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,4,1,2,4,4,1,4
"Chris","Day","NY","17",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,3,4,2,4,4,4,4,4,4,4,4,4,4,12
"Nan","Hayworth","NY","18",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,2,4,3,4,4,4,4,4,4,4,1,2,4,10
"Sean Patrick","Maloney","NY","18",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,4,4,1,1,4,1,3,4,1,2,4,2,4,6
"Christopher","Gibson","NY","19",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,2,2,4,3,2,4,2,1,2,1,4
"Sean","Eldridge","NY","19",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,1,4,1,1,4,1,1,4,1,2,4,4,4,6
"Pat","Maher","NY","2",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,TRUE,4,4,4,2,4,4,4,4,4,4,4,4,4,4,13
"Pete","King","NY","2",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,3,2,1,2,2,3,4,2,1,2,2,1
"Paul","Tonko","NY","20",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,4,1,2,1,2,2,3,4,3
"James","Fischer","NY","20",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,3,3,4,2,4,2,4,4,4,4,2,4,2,4,8
"Matthew","Doheny","NY","21",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",18.6,FALSE,FALSE,4,2,4,2,2,2,4,4,4,4,4,4,4,4,10
"Aaron","Woolf","NY","21",FALSE,"D","D","Democrat",88,FALSE,1,FALSE,"won",100,FALSE,FALSE,4,3,4,4,1,2,1,4,4,1,2,4,2,3,6
"Elise M.","Stefanik","NY","21",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"won",28.8,FALSE,TRUE,2,2,4,2,4,2,2,2,4,4,2,4,2,2,5
"Claudia","Tenney","NY","22",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",24.5,TRUE,TRUE,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2
"Richard","Hanna","NY","22",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",28.2,TRUE,FALSE,4,2,2,2,4,2,4,2,2,4,2,1,2,2,4
"Martha","Robertson","NY","23",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,TRUE,TRUE,4,1,4,1,1,4,1,1,4,4,2,4,4,4,8
"Thomas W.","Reed, II","NY","23",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,4,2,4,2,4,2,4,4,2,1,2,1,6
"John","Katko","NY","24",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,3,4,2,2,4,2,4,2,4,4,2,7
"Daniel","Maffei","NY","24",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,1,4,1,1,4,1,2,4,2,4,5
"Louise M.","Slaughter","NY","25",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,4,1,3,1,1,1,1,1,2,1,2,2,4,4,3
"Mark","W. Assini","NY","25",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,2,4,4,4,3,4,4,4,4,2,4,10
"Kathleen","Weppner","NY","26",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,TRUE,2,2,4,4,4,2,4,2,4,4,2,4,4,4,9
"Brian","Higgins","NY","26",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,3,1,1,1,4,1,4,1,4,4,4,4,6
"Chris","Collins","NY","27",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,4,2,4,2,2,2,4,2,2,2,2,4,4
"James","O'Donnell","NY","27",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,1,1,1,4,4,4,1,4,4,4,4,10
"Grant","Lally","NY","3",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"won",50.9,FALSE,FALSE,3,2,4,2,4,4,4,4,4,4,4,4,2,4,10
"Steve","Israel","NY","3",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,4,1,2,1,2,4,4,4,5
"Stephen","Labate","NY","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",49.9,FALSE,FALSE,2,2,4,2,4,4,4,2,4,4,2,4,2,2,7
"Kevan","Abrahams","NY","4",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",42.7,TRUE,FALSE,4,4,4,4,1,1,1,4,4,4,4,4,4,4,11
"Frank","Scaturro","NY","4",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",34,FALSE,FALSE,2,2,2,2,4,4,2,2,4,4,2,1,4,4,6
"Kathleen","Rice","NY","4",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"won",57.3,TRUE,TRUE,1,4,4,1,1,1,1,4,4,1,4,4,4,4,8
"Bruce","Blakeman","NY","4",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"won",66,FALSE,FALSE,4,2,4,2,4,4,4,2,4,4,2,4,2,2,8
"Joe","Marthone","NY","5",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",19.9,FALSE,FALSE,4,4,4,4,4,1,4,4,4,4,4,4,4,4,13
"Greg","Meeks","NY","5",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",80.1,TRUE,FALSE,1,1,4,1,1,1,4,1,3,1,2,4,4,4,5
"Grace","Meng","NY","6",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,3,1,1,1,1,1,4,1,2,4,4,4,4
"Jeff","Kurzon","NY","7",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",19,FALSE,FALSE,1,1,4,3,1,1,1,1,2,1,4,2,4,1,3
"Nydia","Velazquez","NY","7",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",80.9,TRUE,TRUE,1,1,4,1,1,1,4,1,4,1,2,4,4,4,6
"Jose","Fernandez","NY","7",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Hakeem","Jeffries","NY","8",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,1,4,2,4,1,3,4,4,5
"Yvette","Clarke","NY","9",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,TRUE,1,1,4,1,1,1,1,1,4,1,2,2,4,4,4
"Fred","Kundrata","OH","1",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",56,FALSE,FALSE,1,4,4,4,1,4,1,4,4,1,4,4,4,4,10
"Jim","Prues","OH","1",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",44,FALSE,FALSE,4,3,4,4,4,4,4,1,2,1,4,4,4,4,10
"Steve","Chabot","OH","1",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,FALSE,FALSE,4,2,2,2,4,4,2,3,4,2,2,1,2,4,5
"Mike","Turner","OH","10",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",79.9,FALSE,FALSE,3,2,4,2,4,4,4,2,4,4,2,1,2,2,6
"Bill","Conner","OH","10",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",44.3,FALSE,FALSE,3,1,4,3,1,3,3,1,3,3,3,4,4,4,4
"Robert","Klepinger","OH","10",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"won",55.7,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"John","Anderson","OH","10",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",20.1,FALSE,FALSE,2,2,4,3,4,2,2,3,4,4,2,4,2,2,5
"Mark","Setzer","OH","11",FALSE,"R","R","Republican",11,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Marcia","Fudge","OH","11",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,FALSE,TRUE,1,1,4,4,1,1,1,1,4,4,4,4,4,4,8
"Pat","Tiberi","OH","12",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,2,4,4,2,2,1,4,2,1,4,4,7
"David","Tibbs","OH","12",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,4,4,4,4,1,4,4,4,4,4,4,11
"Tim","Ryan","OH","13",FALSE,"D","D","Democrat",77,TRUE,0,TRUE,"won",85,FALSE,FALSE,1,1,4,4,1,3,3,1,4,1,3,4,4,4,6
"John","Luchansky","OH","13",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",15,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Thomas","Pekarek","OH","13",FALSE,"R","R","Republican",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Dave","Joyce","OH","14",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",55,FALSE,FALSE,4,2,4,2,4,2,2,3,4,4,2,4,2,2,6
"Michael","Wager","OH","14",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,TRUE,FALSE,4,4,4,4,4,4,1,1,4,4,4,4,4,4,12
"Matt","Lynch","OH","14",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",45,TRUE,FALSE,2,2,2,2,4,4,2,4,4,2,2,1,2,4,5
"Charles","Chope","OH","15",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",9.8,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Steve","Stivers","OH","15",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",90.2,FALSE,FALSE,4,2,4,2,2,2,4,2,1,4,2,4,2,3,5
"Scott","Wharton","OH","15",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,3,4,3,4,4,1,4,4,4,2,4,4,4,10
"James","Donenwirth","OH","16",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",42,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Pete","Crossland","OH","16",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",58,TRUE,FALSE,1,3,4,4,1,1,1,1,4,4,4,4,4,4,8
"Jim","Renacci","OH","16",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,2,2,4,2,2,3,3,4,2,1,2,3,2
"William","Smith","OH","2",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"lost",24.5,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
