"cvap_black_low_pct","rep_pct","p"
45,24,0.899449
46,24,0.908971
47,24,0.917673
48,24,0.925612
49,24,0.932841
50,24,0.939414
51,24,0.945381
52,24,0.950791
53,24,0.955691
54,24,0.960123
55,24,0.964128
56,24,0.967745
57,24,0.971008
58,24,0.973949
59,24,0.9766
60,24,0.978986
61,24,0.981134
62,24,0.983066
63,24,0.984804
64,24,0.986365
65,24,0.987768
66,24,0.989029
67,24,0.99016
68,24,0.991176
69,24,0.992088
70,24,0.992907
0,25,0.0565889
1,25,0.0627569
2,25,0.0695476
3,25,0.0770128
4,25,0.0852058
5,25,0.0941816
6,25,0.103995
7,25,0.114702
8,25,0.126356
9,25,0.139008
10,25,0.152705
11,25,0.16749
12,25,0.183396
13,25,0.200449
14,25,0.218662
15,25,0.238039
16,25,0.258564
17,25,0.280207
18,25,0.302923
19,25,0.326644
20,25,0.351287
21,25,0.376748
22,25,0.402909
23,25,0.429635
24,25,0.456776
25,25,0.484177
26,25,0.511674
27,25,0.539099
28,25,0.566291
29,25,0.593089
30,25,0.619344
31,25,0.644919
32,25,0.669692
33,25,0.693558
34,25,0.71643
35,25,0.73824
36,25,0.758936
37,25,0.778487
38,25,0.796876
39,25,0.814104
40,25,0.830181
41,25,0.845133
42,25,0.858992
43,25,0.871799
44,25,0.8836
45,25,0.894447
46,25,0.904392
47,25,0.913491
48,25,0.921798
49,25,0.92937
50,25,0.936259
51,25,0.942518
52,25,0.948196
53,25,0.953341
54,25,0.957998
55,25,0.962208
56,25,0.966012
57,25,0.969444
58,25,0.97254
59,25,0.97533
60,25,0.977843
61,25,0.980106
62,25,0.982141
63,25,0.983972
64,25,0.985618
65,25,0.987097
66,25,0.988425
67,25,0.989619
68,25,0.99069
69,25,0.991652
70,25,0.992515
0,26,0.0537202
1,26,0.0595952
2,26,0.066068
3,26,0.073189
4,26,0.081011
5,26,0.0895881
6,26,0.0989756
7,26,0.109229
8,26,0.120402
9,26,0.132548
10,26,0.145717
11,26,0.159952
12,26,0.175293
13,26,0.191769
14,26,0.209401
15,26,0.228196
16,26,0.248149
17,26,0.269238
18,26,0.291424
19,26,0.314651
20,26,0.338844
21,26,0.36391
22,26,0.389737
23,26,0.416198
24,26,0.44315
25,26,0.470441
26,26,0.497911
27,26,0.525393
28,26,0.552721
29,26,0.579736
30,26,0.60628
31,26,0.632212
32,26,0.657401
33,26,0.681733
34,26,0.705112
35,26,0.727461
36,26,0.748719
37,26,0.768846
38,26,0.787818
39,26,0.805627
40,26,0.822277
41,26,0.837789
42,26,0.85219
43,26,0.865518
44,26,0.877817
45,26,0.889134
46,26,0.899524
47,26,0.909039
48,26,0.917736
49,26,0.925669
50,26,0.932893
51,26,0.939461
52,26,0.945424
53,26,0.95083
54,26,0.955726
55,26,0.960154
56,26,0.964157
57,26,0.96777
58,26,0.971031
59,26,0.97397
60,26,0.976619
61,26,0.979003
62,26,0.98115
63,26,0.98308
64,26,0.984816
65,26,0.986376
66,26,0.987778
67,26,0.989038
68,26,0.990168
69,26,0.991184
70,26,0.992095
0,27,0.0509439
1,27,0.0565335
2,27,0.0626959
3,27,0.0694805
4,27,0.076939
5,27,0.085125
6,27,0.0940931
7,27,0.103899
8,27,0.114597
9,27,0.126242
10,27,0.138884
11,27,0.152571
12,27,0.167345
13,27,0.18324
14,27,0.200282
15,27,0.218485
16,27,0.23785
17,27,0.258365
18,27,0.279998
19,27,0.302704
20,27,0.326416
21,27,0.35105
22,27,0.376505
23,27,0.40266
24,27,0.42938
25,27,0.456519
26,27,0.483918
27,27,0.511414
28,27,0.538842
29,27,0.566036
30,27,0.592838
31,27,0.619099
32,27,0.644681
33,27,0.669463
34,27,0.693338
35,27,0.71622
36,27,0.738039
37,27,0.758746
38,27,0.778308
39,27,0.796708
40,27,0.813947
41,27,0.830035
42,27,0.844997
43,27,0.858866
44,27,0.871683
45,27,0.883493
46,27,0.894349
47,27,0.904302
48,27,0.913409
49,27,0.921723
50,27,0.929302
51,27,0.936197
52,27,0.942462
53,27,0.948145
54,27,0.953295
55,27,0.957956
56,27,0.962171
57,27,0.965977
58,27,0.969414
59,27,0.972512
60,27,0.975305
61,27,0.977821
62,27,0.980086
63,27,0.982123
64,27,0.983956
65,27,0.985603
66,27,0.987084
67,27,0.988414
68,27,0.989608
69,27,0.990681
70,27,0.991643
0,28,0.048261
1,28,0.0535728
2,28,0.0594328
3,28,0.0658891
4,28,0.0729924
5,28,0.0807952
6,28,0.0893517
7,28,0.098717
8,28,0.108947
9,28,0.120095
10,28,0.132215
11,28,0.145356
12,28,0.159563
13,28,0.174874
14,28,0.19132
15,28,0.208921
16,28,0.227686
17,28,0.247608
18,28,0.268667
19,28,0.290825
20,28,0.314026
21,28,0.338194
22,28,0.363239
23,28,0.389047
24,28,0.415492
25,28,0.442434
26,28,0.469718
27,28,0.497185
28,28,0.524669
29,28,0.552004
30,28,0.579028
31,28,0.605587
32,28,0.631537
33,28,0.656747
34,28,0.681103
35,28,0.704509
36,28,0.726885
37,28,0.748173
38,28,0.76833
39,28,0.787333
40,28,0.805172
41,28,0.821853
42,28,0.837394
43,28,0.851824
44,28,0.86518
45,28,0.877505
46,28,0.888848
47,28,0.899261
48,28,0.908799
49,28,0.917516
50,28,0.925469
51,28,0.932711
52,28,0.939296
53,28,0.945274
54,28,0.950694
55,28,0.955603
56,28,0.960043
57,28,0.964056
58,28,0.96768
59,28,0.970949
60,28,0.973897
61,28,0.976552
62,28,0.978944
63,28,0.981096
64,28,0.983032
65,28,0.984773
66,28,0.986337
67,28,0.987743
68,28,0.989006
69,28,0.99014
70,28,0.991158
0,29,0.0456719
1,29,0.0507139
2,29,0.0562798
3,29,0.0624163
4,29,0.0691729
5,29,0.0766011
6,29,0.0847544
7,29,0.0936875
8,29,0.103456
9,29,0.114114
10,29,0.125717
11,29,0.138315
12,29,0.151956
13,29,0.166682
14,29,0.182528
15,29,0.19952
16,29,0.217672
17,29,0.236987
18,29,0.257452
19,29,0.279038
20,29,0.301698
21,29,0.325369
22,29,0.349965
23,29,0.375386
24,29,0.401514
25,29,0.428213
26,29,0.455336
27,29,0.482728
28,29,0.510223
29,29,0.537657
30,29,0.564864
31,29,0.591687
32,29,0.617974
33,29,0.643588
34,29,0.668407
35,29,0.692323
36,29,0.71525
37,29,0.737116
38,29,0.757872
39,29,0.777484
40,29,0.795935
41,29,0.813224
42,29,0.829362
43,29,0.844372
44,29,0.858288
45,29,0.871149
46,29,0.883002
47,29,0.893897
48,29,0.903889
49,29,0.913031
50,29,0.921379
51,29,0.928988
52,29,0.935912
53,29,0.942203
54,29,0.94791
55,29,0.953082
56,29,0.957764
57,29,0.961997
58,29,0.96582
59,29,0.969272
60,29,0.972385
61,29,0.97519
62,29,0.977717
63,29,0.979992
64,29,0.982039
65,29,0.98388
66,29,0.985535
67,29,0.987023
68,29,0.988359
69,29,0.989559
70,29,0.990637
0,30,0.0431768
1,30,0.0479573
2,30,0.0532375
3,30,0.0590631
4,30,0.0654821
5,30,0.0725449
6,30,0.080304
7,30,0.0888135
8,30,0.0981285
9,30,0.108304
10,30,0.119396
11,30,0.131456
12,30,0.144534
13,30,0.158675
14,30,0.173919
15,30,0.190296
16,30,0.207827
17,30,0.226522
18,30,0.246374
19,30,0.267366
20,30,0.289459
21,30,0.312599
22,30,0.336712
23,30,0.361706
24,30,0.387472
25,30,0.413883
26,30,0.440798
27,30,0.468067
28,30,0.495527
29,30,0.523014
30,30,0.550363
31,30,0.577411
32,30,0.604002
33,30,0.629992
34,30,0.65525
35,30,0.679661
36,30,0.703126
37,30,0.725567
38,30,0.746921
39,30,0.767148
40,30,0.78622
41,30,0.804129
42,30,0.82088
43,30,0.836489
44,30,0.850985
45,30,0.864404
46,30,0.87679
47,30,0.888191
48,30,0.898659
49,30,0.908248
50,30,0.917013
51,30,0.92501
52,30,0.932294
53,30,0.938917
54,30,0.94493
55,30,0.950382
56,30,0.95532
57,30,0.959788
58,30,0.963826
59,30,0.967472
60,30,0.970761
61,30,0.973727
62,30,0.9764
63,30,0.978806
64,30,0.980972
65,30,0.982921
66,30,0.984673
67,30,0.986248
68,30,0.987663
69,30,0.988934
70,30,0.990075
0,31,0.0407758
1,31,0.045303
2,31,0.0503064
3,31,0.0558302
4,31,0.0619209
5,31,0.0686278
6,31,0.0760023
7,31,0.0840977
8,31,0.0929686
9,31,0.10267
10,31,0.113258
11,31,0.124786
12,31,0.137305
13,31,0.150864
14,31,0.165505
15,31,0.181264
16,31,0.198166
17,31,0.216229
18,31,0.235454
19,31,0.255831
20,31,0.277332
21,31,0.299911
22,31,0.323506
23,31,0.348035
24,31,0.373396
25,31,0.399474
26,31,0.426133
27,31,0.45323
28,31,0.480606
29,31,0.5081
30,31,0.535544
31,31,0.562775
32,31,0.589632
33,31,0.615966
34,31,0.641637
35,31,0.666521
36,31,0.69051
37,31,0.713516
38,31,0.735466
39,31,0.75631
40,31,0.776011
41,31,0.794551
42,31,0.81193
43,31,0.828156
44,31,0.843252
45,31,0.857251
46,31,0.870192
47,31,0.882121
48,31,0.893089
49,31,0.903148
50,31,0.912354
51,31,0.920761
52,31,0.928425
53,31,0.9354
54,31,0.941738
55,31,0.947489
56,31,0.952701
57,31,0.957419
58,31,0.961685
59,31,0.965539
60,31,0.969018
61,31,0.972156
62,31,0.974984
63,31,0.977531
64,31,0.979825
65,31,0.981889
66,31,0.983745
67,31,0.985414
68,31,0.986913
69,31,0.988261
70,31,0.989471
0,32,0.0384684
1,32,0.0427508
2,32,0.0474864
3,32,0.0527177
4,32,0.0584899
5,32,0.0648509
6,32,0.0718508
7,32,0.0795421
8,32,0.0879786
9,32,0.0972154
10,32,0.107308
11,32,0.118311
12,32,0.130277
13,32,0.143257
14,32,0.157297
15,32,0.172435
16,32,0.188705
17,32,0.206126
18,32,0.224711
19,32,0.244456
20,32,0.265341
21,32,0.287333
22,32,0.310377
23,32,0.334402
24,32,0.359317
25,32,0.385015
26,32,0.411371
27,32,0.438246
28,32,0.465488
29,32,0.492937
30,32,0.520429
31,32,0.547798
32,32,0.574881
33,32,0.601521
34,32,0.627574
35,32,0.652906
36,32,0.677401
37,32,0.700959
38,32,0.723499
39,32,0.744958
40,32,0.765292
41,32,0.784473
42,32,0.802492
43,32,0.819351
44,32,0.835067
45,32,0.849667
46,32,0.863185
47,32,0.875667
48,32,0.887158
49,32,0.897711
50,32,0.907381
51,32,0.916221
52,32,0.924288
53,32,0.931637
54,32,0.93832
55,32,0.944388
56,32,0.949891
57,32,0.954876
58,32,0.959386
59,32,0.963463
60,32,0.967144
61,32,0.970466
62,32,0.973461
63,32,0.97616
64,32,0.97859
65,32,0.980778
66,32,0.982746
67,32,0.984516
68,32,0.986106
69,32,0.987536
70,32,0.98882
0,33,0.036254
1,33,0.0403003
2,33,0.0447771
3,33,0.0497255
4,33,0.0551892
5,33,0.0612145
6,33,0.0678505
7,33,0.0751482
8,33,0.0831607
9,33,0.0919427
10,33,0.101549
11,33,0.112036
12,33,0.123457
13,33,0.135863
14,33,0.149304
15,33,0.163823
16,33,0.179456
17,33,0.196231
18,33,0.214164
19,33,0.233261
20,33,0.253511
21,33,0.274888
22,33,0.297351
23,33,0.320836
24,33,0.345266
25,33,0.37054
26,33,0.396544
27,33,0.423146
28,33,0.450202
29,33,0.477555
30,33,0.505044
31,33,0.532502
32,33,0.559764
33,33,0.586671
34,33,0.61307
35,33,0.638821
36,33,0.663798
37,33,0.687892
38,33,0.71101
39,33,0.733081
40,33,0.754049
41,33,0.773878
42,33,0.792548
43,33,0.810056
44,33,0.826409
45,33,0.841629
46,33,0.855748
47,33,0.868805
48,33,0.880844
49,33,0.891916
50,33,0.902073
51,33,0.911371
52,33,0.919864
53,33,0.927609
54,33,0.934657
55,33,0.941064
56,33,0.946877
57,33,0.952147
58,33,0.956917
59,33,0.961232
60,33,0.96513
61,33,0.968649
62,33,0.971823
63,33,0.974684
64,33,0.977261
65,33,0.979582
66,33,0.98167
67,33,0.983548
68,33,0.985237
69,33,0.986755
70,33,0.988118
0,34,0.0341318
1,34,0.0379506
2,34,0.0421779
3,34,0.0468531
4,34,0.0520185
5,34,0.0577188
6,34,0.0640016
7,34,0.0709168
8,34,0.0785165
9,34,0.0868545
10,34,0.0959857
11,34,0.105966
12,34,0.116849
13,34,0.128689
14,34,0.141537
15,34,0.155438
16,34,0.170434
17,34,0.186557
18,34,0.20383
19,34,0.222266
20,34,0.241863
21,34,0.262604
22,34,0.284456
23,34,0.307369
24,34,0.331273
25,34,0.35608
26,34,0.381685
27,34,0.407964
28,34,0.43478
29,34,0.461984
30,34,0.489416
31,34,0.516911
32,34,0.544305
33,34,0.571433
34,34,0.598139
35,34,0.624275
36,34,0.649706
37,34,0.674314
38,34,0.697997
39,34,0.720671
40,34,0.742271
41,34,0.762751
42,34,0.782081
43,34,0.800249
44,34,0.817256
45,34,0.833117
46,34,0.847858
47,34,0.861513
48,34,0.874124
49,34,0.88574
50,34,0.89641
51,34,0.90619
52,34,0.915133
53,34,0.923296
54,34,0.930734
55,34,0.937499
56,34,0.943643
57,34,0.949216
58,34,0.954265
59,34,0.958834
60,34,0.962963
61,34,0.966693
62,34,0.970059
63,34,0.973095
64,34,0.97583
65,34,0.978293
66,34,0.980511
67,34,0.982505
68,34,0.984299
69,34,0.985912
70,34,0.987361
0,35,0.0321008
1,35,0.0357006
2,35,0.0396877
3,35,0.0440996
4,35,0.048977
5,35,0.0543631
6,35,0.060304
7,35,0.0668483
8,35,0.0740467
9,35,0.0819523
10,35,0.0906192
11,35,0.100103
12,35,0.110458
13,35,0.12174
14,35,0.134001
15,35,0.147289
16,35,0.161649
17,35,0.177119
18,35,0.193726
19,35,0.211491
20,35,0.230419
21,35,0.250503
22,35,0.271719
23,35,0.294028
24,35,0.31737
25,35,0.341668
26,35,0.366826
27,35,0.392732
28,35,0.419257
29,35,0.446256
30,35,0.473576
31,35,0.501055
32,35,0.528528
33,35,0.555829
34,35,0.582797
35,35,0.609278
36,35,0.635132
37,35,0.660228
38,35,0.684456
39,35,0.707721
40,35,0.729947
41,35,0.751078
42,35,0.771074
43,35,0.789913
44,35,0.807588
45,35,0.824108
46,35,0.839491
47,35,0.853767
48,35,0.866975
49,35,0.879159
50,35,0.890368
51,35,0.900655
52,35,0.910074
53,35,0.91868
54,35,0.92653
55,35,0.933676
56,35,0.940172
57,35,0.946069
58,35,0.951415
59,35,0.956255
60,35,0.960633
61,35,0.964589
62,35,0.96816
63,35,0.971383
64,35,0.974287
65,35,0.976904
66,35,0.97926
67,35,0.981381
68,35,0.983288
69,35,0.985003
70,35,0.986544
0,36,0.0301595
1,36,0.0335492
2,36,0.0373053
3,36,0.0414638
4,36,0.0460637
5,36,0.0511467
6,36,0.0567572
7,36,0.0629423
8,36,0.0697516
9,36,0.0772368
10,36,0.0854515
11,36,0.0944505
12,36,0.104289
13,36,0.115022
14,36,0.126704
15,36,0.139385
16,36,0.153113
17,36,0.167929
18,36,0.183868
19,36,0.200954
20,36,0.219201
21,36,0.23861
22,36,0.259168
23,36,0.280843
24,36,0.303588
25,36,0.327337
26,36,0.352005
27,36,0.377488
28,36,0.403667
29,36,0.430406
30,36,0.457558
31,36,0.484964
32,36,0.51246
33,36,0.539882
34,36,0.567064
35,36,0.593848
36,36,0.620086
37,36,0.645639
38,36,0.670388
39,36,0.694227
40,36,0.71707
41,36,0.738847
42,36,0.759511
43,36,0.779029
44,36,0.797385
45,36,0.81458
46,36,0.830625
47,36,0.845545
48,36,0.859373
49,36,0.87215
50,36,0.883924
51,36,0.894744
52,36,0.904664
53,36,0.913739
54,36,0.922025
55,36,0.929576
56,36,0.936447
57,36,0.942688
58,36,0.94835
59,36,0.953481
60,36,0.958124
61,36,0.962323
62,36,0.966115
63,36,0.969537
64,36,0.972624
65,36,0.975406
66,36,0.977912
67,36,0.980167
68,36,0.982196
69,36,0.984022
70,36,0.985662
0,37,0.0283065
1,37,0.0314948
2,37,0.0350291
3,37,0.0389442
4,37,0.0432772
5,37,0.0480682
6,37,0.05336
7,37,0.0591981
8,37,0.0656308
9,37,0.0727083
10,37,0.0804834
11,37,0.0890101
12,37,0.0983435
13,37,0.108539
14,37,0.119651
15,37,0.131733
16,37,0.144834
17,37,0.158999
18,37,0.174268
19,37,0.19067
20,37,0.208227
21,37,0.226947
22,37,0.246825
23,37,0.267842
24,37,0.289958
25,37,0.313121
26,37,0.337254
27,37,0.362266
28,37,0.388048
29,37,0.414472
30,37,0.441397
31,37,0.468671
32,37,0.496134
33,37,0.52362
34,37,0.550964
35,37,0.578003
36,37,0.604582
37,37,0.630558
38,37,0.655798
39,37,0.680189
40,37,0.703632
41,37,0.726049
42,37,0.74738
43,37,0.767581
44,37,0.786628
45,37,0.804511
46,37,0.821236
47,37,0.836821
48,37,0.851293
49,37,0.864689
50,37,0.877052
51,37,0.888432
52,37,0.89888
53,37,0.90845
54,37,0.917198
55,37,0.925179
56,37,0.932447
57,37,0.939056
58,37,0.945056
59,37,0.950497
60,37,0.955424
61,37,0.959882
62,37,0.96391
63,37,0.967548
64,37,0.97083
65,37,0.973789
66,37,0.976456
67,37,0.978857
68,37,0.981018
69,37,0.982961
70,37,0.984709
0,38,0.0265402
1,38,0.0295355
2,38,0.0328575
3,38,0.036539
4,38,0.0406157
5,38,0.045126
6,38,0.0501109
7,38,0.0556145
8,38,0.0616832
9,38,0.0683662
10,38,0.0757149
11,38,0.0837824
12,38,0.0926234
13,38,0.102293
14,38,0.112847
15,38,0.124339
16,38,0.13682
17,38,0.15034
18,38,0.16494
19,38,0.180656
20,38,0.197516
21,38,0.215535
22,38,0.234717
23,38,0.255052
24,38,0.276511
25,38,0.299051
26,38,0.32261
27,38,0.347105
28,38,0.372438
29,38,0.39849
30,38,0.425131
31,38,0.452214
32,38,0.479583
33,38,0.507075
34,38,0.534524
35,38,0.561766
36,38,0.58864
37,38,0.614996
38,38,0.640694
39,38,0.665609
40,38,0.689634
41,38,0.712677
42,38,0.734668
43,38,0.755553
44,38,0.775297
45,38,0.793881
46,38,0.811303
47,38,0.827571
48,38,0.842709
49,38,0.856749
50,38,0.869728
51,38,0.881694
52,38,0.892697
53,38,0.902789
54,38,0.912025
55,38,0.920461
56,38,0.928152
57,38,0.935152
58,38,0.941513
59,38,0.947285
60,38,0.952516
61,38,0.957251
62,38,0.961533
63,38,0.965402
64,38,0.968894
65,38,0.972044
66,38,0.974884
67,38,0.977441
68,38,0.979744
69,38,0.981816
70,38,0.983679
0,39,0.0248586
1,39,0.0276696
2,39,0.0307883
3,39,0.0342462
4,39,0.0380773
5,39,0.0423181
6,39,0.0470081
7,39,0.0521896
8,39,0.0579075
9,39,0.0642094
10,39,0.0711454
11,39,0.0787676
12,39,0.0871297
13,39,0.0962868
14,39,0.106294
15,39,0.117207
16,39,0.129078
17,39,0.141958
18,39,0.155894
19,39,0.170924
20,39,0.187083
21,39,0.204393
22,39,0.222865
23,39,0.242498
24,39,0.263275
25,39,0.285162
26,39,0.308107
27,39,0.332041
28,39,0.356875
29,39,0.382503
30,39,0.408801
31,39,0.435632
32,39,0.462845
33,39,0.490281
34,39,0.517776
35,39,0.545164
36,39,0.572282
37,39,0.598971
38,39,0.625087
39,39,0.650494
40,39,0.675074
41,39,0.698727
42,39,0.721368
43,39,0.742933
44,39,0.763378
45,39,0.782671
46,39,0.800802
47,39,0.817773
48,39,0.833598
49,39,0.848304
50,39,0.861926
51,39,0.874505
52,39,0.88609
53,39,0.896731
54,39,0.906484
55,39,0.915402
56,39,0.923542
57,39,0.930957
58,39,0.937702
59,39,0.943827
60,39,0.949383
61,39,0.954416
62,39,0.95897
63,39,0.963087
64,39,0.966805
65,39,0.97016
66,39,0.973185
67,39,0.975911
68,39,0.978367
69,39,0.980577
70,39,0.982565
0,40,0.0232599
1,40,0.0258948
2,40,0.0288195
3,40,0.0320636
4,40,0.0356595
5,40,0.0396421
6,40,0.0440492
7,40,0.0489213
8,40,0.0543016
9,40,0.0602362
10,40,0.0667736
11,40,0.0739647
12,40,0.0818623
13,40,0.0905207
14,40,0.0999951
15,40,0.110341
16,40,0.121612
17,40,0.133862
18,40,0.147139
19,40,0.161487
20,40,0.176944
21,40,0.193539
22,40,0.211291
23,40,0.230207
24,40,0.250278
25,40,0.271483
26,40,0.29378
27,40,0.31711
28,40,0.341399
29,40,0.366548
30,40,0.392447
31,40,0.418965
32,40,0.44596
33,40,0.473277
34,40,0.500756
35,40,0.528229
36,40,0.555533
37,40,0.582506
38,40,0.608993
39,40,0.634854
40,40,0.659959
41,40,0.684197
42,40,0.707473
43,40,0.729711
44,40,0.750854
45,40,0.770863
46,40,0.789714
47,40,0.807402
48,40,0.823934
49,40,0.83933
50,40,0.853618
51,40,0.866837
52,40,0.879032
53,40,0.890251
54,40,0.900548
55,40,0.909976
56,40,0.918591
57,40,0.926448
58,40,0.933602
59,40,0.940105
60,40,0.946008
61,40,0.951359
62,40,0.956205
63,40,0.960587
64,40,0.964548
65,40,0.968123
66,40,0.971349
67,40,0.974257
68,40,0.976877
69,40,0.979236
70,40,0.981359
0,41,0.0217418
1,41,0.0242091
2,41,0.0269486
3,41,0.0299886
4,41,0.0333598
5,41,0.0370954
6,41,0.0412316
7,41,0.045807
8,41,0.0508631
9,41,0.0564444
10,41,0.0625977
11,41,0.0693724
12,41,0.0768203
13,41,0.0849948
14,41,0.0939506
15,41,0.103743
16,41,0.114427
17,41,0.126057
18,41,0.138684
19,41,0.152355
20,41,0.167112
21,41,0.18299
22,41,0.200014
23,41,0.2182
24,41,0.237547
25,41,0.258044
26,41,0.279661
27,41,0.302351
28,41,0.326048
29,41,0.350669
30,41,0.376112
31,41,0.402257
32,41,0.42897
33,41,0.456104
34,41,0.4835
35,41,0.510996
36,41,0.538426
37,41,0.565625
38,41,0.592434
