"key","stfips","geoid","state","cd","geoname","pop_total","pop_black_low","pop_black_high","pop_hisp","pop_total_moe","pop_black_low_moe","pop_hisp_moe","vap_total","vap_black_low","vap_black_high","vap_hisp","vap_total_moe","vap_black_low_moe","vap_hisp_moe","cvap_total","cvap_black_low","cvap_black_high","cvap_hisp","cvap_total_moe","cvap_black_low_moe","cvap_hisp_moe","r_white","r_black","r_api","r_aian","r_2prace","r_hisp","state_abb","bioguide","name","party","black","hisp","both","dem_pct","rep_pct","dpres","pop_black_low_pct","pop_black_high_pct","pop_hisp_pct","pop_black_low_pct_moe","pop_hisp_pct_moe","vap_black_low_pct","vap_black_high_pct","vap_hisp_pct","vap_black_low_pct_moe","vap_hisp_pct_moe","cvap_black_low_pct","cvap_black_high_pct","cvap_hisp_pct","cvap_black_low_pct_moe","cvap_hisp_pct_moe","minority_pct"
"MO-05","29","5001800US2905","Missouri",5,"Congressional District 5 (118th Congress), Missouri",769210,171435,189655,87270,2074,1960,1252,592640,124090,133735,55735,1790,1152,799,567810,121085,130695,40020,2325,1292,1485,462090,171435,17750,1295,29370,87270,"MO","C001061","Emanuel Cleaver","Democrat",TRUE,FALSE,FALSE,62.2,35.9,63.4,22.2872,24.6558,11.3454,0.24762,0.159864,20.9385,22.566,9.40453,0.183809,0.131794,21.3249,23.0174,7.04813,0.21012,0.259934,30.343
"MO-06","29","5001800US2906","Missouri",6,"Congressional District 6 (118th Congress), Missouri",771230,27570,38000,30970,1874,1034,834,592135,21745,25825,20935,1667,751,606,584465,20375,24390,17810,1695,736,615,680835,27570,10330,1435,20090,30970,"MO","G000546","Sam Graves","Republican",FALSE,FALSE,FALSE,30.6,67.7,31.13,3.57481,4.92719,4.01566,0.13379,0.107698,3.6723,4.36134,3.53551,0.126407,0.101856,3.48609,4.17305,3.04723,0.125521,0.104853,7.20782
"MO-07","29","5001800US2907","Missouri",7,"Congressional District 7 (118th Congress), Missouri",777885,14290,25620,48810,857,756,174,600605,10970,15890,30375,594,504,86,585550,9925,14700,22780,1166,563,828,670400,14290,13965,2985,27435,48810,"MO","B001316","Eric Burlison","Republican",FALSE,FALSE,FALSE,28.4,69.8,28.92,1.83703,3.29355,6.27471,0.0971655,0.0212733,1.82649,2.64567,5.0574,0.0838959,0.0134169,1.69499,2.51046,3.89036,0.0960897,0.141193,6.88389
"MO-08","29","5001800US2908","Missouri",8,"Congressional District 8 (118th Congress), Missouri",771880,30845,39900,18975,2171,765,470,596735,22545,26185,12090,1691,536,325,591060,22145,25765,10390,1778,533,452,691420,30845,6710,1280,22650,18975,"MO","S001195","Jason Smith","Republican",FALSE,FALSE,FALSE,23.6,75,23.94,3.99609,5.1692,2.45828,0.0984693,0.0604965,3.77806,4.38804,2.02602,0.0891818,0.0541596,3.74666,4.35912,1.75786,0.0894699,0.0762897,5.80408
"MS-01","28","5001800US2801","Mississippi",1,"Congressional District 1 (118th Congress), Mississippi",743080,208765,217995,29065,626,1431,29,568300,154930,159015,18595,417,1047,128,557720,154105,157985,11795,903,1067,590,481340,208765,6930,775,16200,29065,"MS","K000388","Trent Kelly","Republican",FALSE,FALSE,FALSE,33.4,65.1,33.91,28.0946,29.3367,3.91142,0.191117,0.00209116,27.262,27.9808,3.27204,0.183144,0.022395,27.6312,28.3269,2.11486,0.18601,0.105732,30.534
"MS-02","28","5001800US2802","Mississippi",2,"Congressional District 2 (118th Congress), Mississippi",726690,466400,473720,16395,1859,2048,523,554630,346600,350650,10745,1431,1460,466,547345,345575,349620,6580,1466,1410,623,228575,466400,3570,1970,9775,16395,"MS","T000193","Bennie G. Thompson","Democrat",TRUE,FALSE,FALSE,62.5,36.4,63.2,64.1814,65.1887,2.25612,0.22906,0.0717384,62.4921,63.2223,1.93733,0.208081,0.0838712,63.1366,63.8756,1.20217,0.194333,0.113777,64.4294
"MS-03","28","5001800US2803","Mississippi",3,"Congressional District 3 (118th Congress), Mississippi",738315,251465,259490,20430,2489,2478,633,566265,187015,190640,13310,1790,1462,505,556995,186400,189790,8820,1999,1473,624,437665,251465,8605,7145,13000,20430,"MS","G000591","Michael Guest","Republican",FALSE,FALSE,FALSE,37.2,61.5,37.69,34.0593,35.1462,2.76711,0.315378,0.0852268,33.0261,33.6662,2.35049,0.236135,0.0888708,33.4653,34.0739,1.5835,0.235609,0.111885,35.3765
"MS-04","28","5001800US2804","Mississippi",4,"Congressional District 4 (118th Congress), Mississippi",743355,166035,179985,40235,1281,1759,646,569910,122470,129240,25825,966,1064,495,560110,122055,128795,19675,1446,1070,699,502865,166035,10765,975,22480,40235,"MS","E000235","Mike Ezell","Republican",FALSE,FALSE,FALSE,30.3,68.2,30.76,22.3359,24.2125,5.41262,0.233478,0.0864013,21.4894,22.6773,4.53142,0.183108,0.0865155,21.7913,22.9946,3.5127,0.182563,0.124467,26.0208
"MT-01","30","5001800US3001","Montana",1,"Congressional District 1 (118th Congress), Montana",556625,2160,5455,23750,185,326,79,446845,1420,3360,16635,248,250,100,440195,1305,3100,14855,732,259,351,485125,2160,5700,22230,17655,23750,"MT","Z000018","Ryan K. Zinke","Republican",FALSE,FALSE,FALSE,45.3,52.2,46.46,0.388053,0.980013,4.26679,0.0585671,0.0141217,0.317784,0.751939,3.72277,0.0559475,0.0222835,0.29646,0.704233,3.37464,0.0588355,0.0795397,4.04055
"MT-02","30","5001800US3002","Montana",2,"Congressional District 2 (118th Congress), Montana",548450,3215,7965,24770,190,291,146,423285,2460,4860,15175,261,238,198,419445,2335,4595,14255,517,240,278,459385,3215,3860,38715,18500,24770,"MT","R000103","Matthew M. Rosendale, Sr.","Republican",FALSE,FALSE,FALSE,35.3,62.2,36.21,0.586197,1.45227,4.51636,0.0530582,0.0265745,0.581169,1.14816,3.58505,0.0562258,0.0467247,0.556688,1.0955,3.39854,0.0572144,0.0661455,4.16622
"NC-01","37","5001800US3701","North Carolina",1,"Congressional District 1 (118th Congress), North Carolina",750075,303040,317205,54535,1348,1775,713,589925,236425,243680,33750,979,1131,535,571955,235235,242415,20385,1413,1188,953,360230,303040,7315,4070,20885,54535,"NC","D000230","Donald G. Davis","Democrat",TRUE,FALSE,FALSE,53.2,45.9,53.68,40.4013,42.2898,7.27061,0.225229,0.0941548,40.0771,41.3069,5.72107,0.179813,0.0901911,41.1282,42.3836,3.56409,0.18116,0.166389,45.7982
"NC-02","37","5001800US3702","North Carolina",2,"Congressional District 2 (118th Congress), North Carolina",753585,133365,146430,83845,5117,3305,3376,584940,102295,110100,55575,3631,2408,2062,527195,97585,105205,34160,3723,2379,2093,436810,133365,75620,1120,22825,83845,"NC","R000305","Deborah K. Ross","Democrat",FALSE,FALSE,FALSE,63.6,34.8,64.63,17.6974,19.4311,11.1262,0.421786,0.441576,17.4881,18.8224,9.50097,0.397095,0.347546,18.5102,19.9556,6.47958,0.431909,0.394361,26.9891
"NC-03","37","5001800US3703","North Carolina",3,"Congressional District 3 (118th Congress), North Carolina",752730,131320,148385,87370,2455,2225,1174,586150,103265,111400,55785,1786,1562,826,564685,102435,110525,38355,1935,1549,1136,490965,131320,10245,3215,29615,87370,"NC","M001210","Gregory F. Murphy","Republican",FALSE,FALSE,FALSE,36.7,62,37.18,17.4458,19.7129,11.6071,0.290063,0.151302,17.6175,19.0054,9.51719,0.261022,0.137904,18.1402,19.5729,6.79228,0.267176,0.199823,27.1347
"NC-04","37","5001800US3704","North Carolina",4,"Congressional District 4 (118th Congress), North Carolina",752245,187250,203730,100545,300,1508,211,597720,150255,159385,63130,226,915,136,548290,147535,156330,32135,2098,1218,1405,405175,187250,32630,1570,25080,100545,"NC","F000477","Valerie P. Foushee","Democrat",TRUE,FALSE,FALSE,66.9,31.9,67.71,24.8922,27.0829,13.366,0.200221,0.0275382,25.138,26.6655,10.5618,0.152786,0.0223999,26.9082,28.5123,5.86095,0.196843,0.255268,35.6998
"NC-05","37","5001800US3705","North Carolina",5,"Congressional District 5 (118th Congress), North Carolina",749230,88000,97700,76955,3277,2171,1860,598170,69245,74005,47205,2349,1564,1062,570810,68680,73440,26645,2481,1538,1127,555815,88000,10500,1220,16740,76955,"NC","F000450","Virginia Foxx","Republican",FALSE,FALSE,FALSE,38.8,60.1,39.23,11.7454,13.0401,10.2712,0.285174,0.244156,11.5761,12.3719,7.89157,0.257482,0.174816,12.032,12.8659,4.66793,0.264318,0.196394,19.4677
"NC-06","37","5001800US3706","North Carolina",6,"Congressional District 6 (118th Congress), North Carolina",750505,231100,249380,75415,2947,2537,1874,585190,179535,188560,46615,2047,1806,1065,551405,174565,183465,29315,2553,2134,1382,385980,231100,31120,1405,25485,75415,"NC","M001135","Kathy E. Manning","Democrat",FALSE,FALSE,FALSE,55.6,43.2,56.28,30.7926,33.2283,10.0486,0.315675,0.246561,30.6798,32.222,7.96579,0.289357,0.179846,31.6582,33.2723,5.31642,0.35818,0.249421,38.6456
"NC-07","37","5001800US3707","North Carolina",7,"Congressional District 7 (118th Congress), North Carolina",765880,136450,153190,62045,1796,1976,1038,608270,106365,114460,37295,1452,1321,639,589490,105320,113400,24905,1877,1300,1014,482090,136450,8790,50940,25565,62045,"NC","R000603","David Rouzer","Republican",FALSE,FALSE,FALSE,43.1,55.8,43.58,17.8161,20.0018,8.10114,0.254599,0.134192,17.4865,18.8173,6.13132,0.213124,0.104027,17.8663,19.237,4.22484,0.213066,0.171486,23.6178
"NC-08","37","5001800US3708","North Carolina",8,"Congressional District 8 (118th Congress), North Carolina",757160,103725,116680,78495,2162,1944,1208,580520,79435,85880,48400,1785,1272,704,552240,78645,84830,27915,2177,1257,1291,534500,103725,18250,1645,20550,78495,"NC","B001311","Dan Bishop","Republican",FALSE,FALSE,FALSE,32.4,66.5,32.76,13.6992,15.4102,10.367,0.253752,0.156773,13.6834,14.7936,8.33735,0.215036,0.11853,14.2411,15.3611,5.05487,0.220587,0.232924,22.0208
"NC-09","37","5001800US3709","North Carolina",9,"Congressional District 9 (118th Congress), North Carolina",754470,171970,192835,98750,2604,2473,1273,574980,131040,141155,62510,2089,1631,835,547430,129120,138970,42880,2327,1648,1134,425825,171970,14640,10225,33060,98750,"NC","H001067","Richard Hudson","Republican",FALSE,FALSE,FALSE,45.3,53.3,45.94,22.7935,25.559,13.0887,0.318199,0.162568,22.7904,24.5495,10.8717,0.271308,0.139748,23.5866,25.3859,7.83296,0.283857,0.204456,33.662
"NC-10","37","5001800US3710","North Carolina",10,"Congressional District 10 (118th Congress), North Carolina",757805,72805,85210,60940,2079,1674,634,595650,56090,61745,38380,1717,1022,379,575175,55560,61030,24245,2214,1028,961,584140,72805,17365,880,21675,60940,"NC","M001156","Patrick T. McHenry","Republican",FALSE,FALSE,FALSE,29.7,69.2,30.03,9.60735,11.2443,8.04165,0.219323,0.0807014,9.4166,10.366,6.44338,0.169417,0.0608568,9.65967,10.6107,4.21524,0.174818,0.16629,15.86
"NC-11","37","5001800US3711","North Carolina",11,"Congressional District 11 (118th Congress), North Carolina",752085,26420,35270,57990,1111,1139,277,616685,21595,26145,36785,956,643,221,595590,21465,25890,21735,1887,647,1199,633320,26420,7330,9530,17500,57990,"NC","E000246","Chuck Edwards","Republican",FALSE,FALSE,FALSE,44.3,54.4,44.88,3.5129,4.68963,7.71056,0.151357,0.0350254,3.50179,4.2396,5.96496,0.104126,0.0346232,3.60399,4.34695,3.64932,0.10803,0.200981,9.46675
"NC-12","37","5001800US3712","North Carolina",12,"Congressional District 12 (118th Congress), North Carolina",754075,261755,277575,114375,6438,4766,3246,573435,199905,208570,72325,4735,3417,2185,514255,194135,202325,38985,5261,3566,1820,312110,261755,42530,840,22475,114375,"NC","A000370","Alma S. Adams","Democrat",TRUE,FALSE,FALSE,64.4,34.2,65.31,34.7121,36.81,15.1676,0.558245,0.410521,34.861,36.372,12.6126,0.521742,0.366528,37.7507,39.3433,7.58087,0.575928,0.345308,47.4736
"NC-13","37","5001800US3713","North Carolina",13,"Congressional District 13 (118th Congress), North Carolina",774070,162985,176415,103125,5670,3587,3714,583050,125130,131455,64095,4025,2641,2279,543795,123390,129650,36055,4291,2621,1865,461390,162985,21850,2135,22585,103125,"NC","N000194","Wiley Nickel","Democrat",FALSE,FALSE,FALSE,50.1,48.4,50.86,21.0556,22.7906,13.3224,0.436976,0.469773,21.4613,22.5461,10.9931,0.428048,0.383438,22.6905,23.8417,6.63026,0.447493,0.338946,32.4543
"NC-14","37","5001800US3714","North Carolina",14,"Congressional District 14 (118th Congress), North Carolina",760425,156960,175075,104375,6077,4662,3265,586835,119375,128215,68820,4512,3266,2186,531640,116660,125130,37555,4739,3301,1819,427820,156960,42515,1285,27465,104375,"NC","J000308","Jeff Jackson","Democrat",FALSE,FALSE,FALSE,57.5,41.1,58.32,20.6411,23.0233,13.7259,0.59047,0.415117,20.3422,21.8486,11.7273,0.534116,0.361429,21.9434,23.5366,7.06399,0.589294,0.336305,32.0695
"ND-00","38","5001800US3800","North Dakota",0,"Congressional District (at Large) (118th Congress), North Dakota",779360,24860,32050,34965,0,777,109,594570,17075,20090,21320,392,478,196,576735,11470,14155,19005,1133,774,492,649850,24860,13155,33395,23135,34965,"ND","A000377","Kelly Armstrong","Republican",FALSE,FALSE,FALSE,31.9,65.5,32.75,3.1898,4.11235,4.48637,0.0996972,0.0139858,2.87182,3.37891,3.58578,0.0803719,0.0328801,1.98878,2.45433,3.29527,0.134147,0.0850618,6.45761
"NE-01","31","5001800US3101","Nebraska",1,"Congressional District 1 (118th Congress), Nebraska",656585,20505,31710,74335,1523,1030,521,500055,15150,20080,46170,1009,601,302,476760,13070,17620,33370,1699,580,829,519510,20505,18375,2175,21690,74335,"NE","F000474","Mike Flood","Republican",FALSE,FALSE,FALSE,43.3,54.3,44.36,3.12298,4.82953,11.3215,0.156705,0.0748784,3.02967,4.01556,9.23298,0.120031,0.057448,2.74142,3.69578,6.99933,0.121262,0.172084,12.2627
"NE-02","31","5001800US3102","Nebraska",2,"Congressional District 2 (118th Congress), Nebraska",657290,61650,76220,85455,1499,1236,521,486445,42855,49765,51220,958,725,302,453615,39605,46415,33125,1806,930,1161,459880,61650,26095,1490,22710,85455,"NE","B001298","Don Bacon","Republican",FALSE,FALSE,FALSE,52.2,45.8,53.27,9.37942,11.5961,13.0011,0.186824,0.0735105,8.80983,10.2303,10.5295,0.148027,0.0585175,8.73097,10.2322,7.30245,0.202051,0.254287,19.3393
"NE-03","31","5001800US3103","Nebraska",3,"Congressional District 3 (118th Congress), Nebraska",652055,9260,13760,82435,208,429,58,494675,6355,8180,51455,344,342,158,475655,5255,6955,35930,1145,387,979,535515,9260,5220,7895,11725,82435,"NE","S001172","Adrian Smith","Republican",FALSE,FALSE,FALSE,23.1,74.9,23.57,1.42013,2.11025,12.6423,0.0657904,0.00792823,1.28468,1.65361,10.4018,0.0691305,0.0311103,1.10479,1.46219,7.55379,0.081318,0.205017,11.6865
"NH-01","33","5001800US3301","New Hampshire",1,"Congressional District 1 (118th Congress), New Hampshire",694195,10445,16540,32210,351,971,1162,567015,7680,11125,21345,1278,710,849,552760,6625,10025,17205,1878,692,890,617590,10445,18225,425,15305,32210,"NH","P000614","Chris Pappas","Democrat",FALSE,FALSE,FALSE,52.2,46.2,53.05,1.50462,2.38262,4.63991,0.139872,0.167372,1.35446,1.96203,3.76445,0.12518,0.149491,1.19853,1.81363,3.11256,0.125124,0.160663,5.11891
"NH-02","33","5001800US3302","New Hampshire",2,"Congressional District 2 (118th Congress), New Hampshire",693640,9455,15585,30550,351,929,1164,563910,7470,11035,21850,1254,675,851,546730,5890,9120,17975,1933,595,893,617910,9455,18080,685,16960,30550,"NH","K000382","Ann M. Kuster","Democrat",FALSE,FALSE,FALSE,53.6,44.7,54.53,1.3631,2.24684,4.4043,0.133929,0.167796,1.32468,1.95687,3.87473,0.119664,0.150664,1.07731,1.6681,3.28773,0.108762,0.162921,5.19941
"NJ-01","34","5001800US3401","New Jersey",1,"Congressional District 1 (118th Congress), New Jersey",773785,121015,136585,118835,762,1891,1245,604235,92730,101255,79130,1060,1268,772,572740,90230,98650,62970,2259,1361,1459,470750,121015,39595,260,23325,118835,"NJ","N000188","Donald Norcross","Democrat",FALSE,FALSE,FALSE,61.5,37.1,62.37,15.6394,17.6515,15.3576,0.243897,0.160185,15.3467,16.7576,13.0959,0.208118,0.125682,15.7541,17.2242,10.9945,0.229362,0.251022,28.4426
"NJ-02","34","5001800US3402","New Jersey",2,"Congressional District 2 (118th Congress), New Jersey",779490,84800,99870,136410,1269,2041,1365,614040,65785,73260,90325,1571,1460,883,579685,63375,70795,67275,2360,1513,1594,505690,84800,29500,1145,21955,136410,"NJ","V000133","Jefferson Van Drew","Republican",FALSE,FALSE,FALSE,46.9,51.8,47.52,10.8789,12.8122,17.4999,0.261238,0.172781,10.7135,11.9308,14.71,0.236184,0.13879,10.9327,12.2127,11.6054,0.257181,0.270887,25.4234
"NJ-03","34","5001800US3403","New Jersey",3,"Congressional District 3 (118th Congress), New Jersey",779285,96500,111845,94655,724,2455,2745,613475,77305,85840,63585,1895,1942,1691,576150,72305,80140,50770,2639,1795,1701,501405,96500,63160,145,23420,94655,"NJ","K000394","Andy Kim","Democrat",FALSE,FALSE,FALSE,56.3,42.3,57.1,12.3831,14.3523,12.1464,0.314822,0.352065,12.6012,13.9924,10.3647,0.314155,0.273777,12.5497,13.9096,8.81194,0.306202,0.292464,22.9659
"NJ-04","34","5001800US3404","New Jersey",4,"Congressional District 4 (118th Congress), New Jersey",780620,26630,33315,86000,1755,1115,1690,587575,20550,24425,57635,2041,890,1324,563795,19010,22700,44945,2669,864,1416,635620,26630,19695,225,12450,86000,"NJ","S000522","Christopher H. Smith","Republican",FALSE,FALSE,FALSE,38.1,60.6,38.6,3.41139,4.26776,11.0169,0.142629,0.215073,3.49743,4.15692,9.80896,0.150982,0.222742,3.37179,4.02629,7.97187,0.152414,0.248304,13.3064
"NJ-05","34","5001800US3405","New Jersey",5,"Congressional District 5 (118th Congress), New Jersey",772595,43015,49785,127645,685,1803,2695,607880,35065,38405,93690,1676,1297,2112,551075,32195,35370,76245,2837,1344,2184,461875,43015,123460,805,15785,127645,"NJ","G000583","Josh Gottheimer","Democrat",FALSE,FALSE,FALSE,55.6,43.2,56.28,5.5676,6.44387,16.5216,0.233317,0.348517,5.76841,6.31786,15.4126,0.212771,0.344828,5.84222,6.41836,13.8357,0.242025,0.389863,21.181
"NJ-06","34","5001800US3406","New Jersey",6,"Congressional District 6 (118th Congress), New Jersey",773495,85995,96725,186970,2090,2362,2882,610635,68700,74940,133050,2621,1798,2019,517500,64190,70000,95295,3132,1732,2179,343055,85995,139775,565,17140,186970,"NJ","P000034","Frank Pallone, Jr.","Democrat",FALSE,FALSE,FALSE,59,39.7,59.78,11.1177,12.5049,24.1721,0.303886,0.366825,11.2506,12.2725,21.7888,0.290461,0.317137,12.4039,13.5266,18.4145,0.326158,0.406046,33.0394
"NJ-07","34","5001800US3407","New Jersey",7,"Congressional District 7 (118th Congress), New Jersey",777100,40325,47530,101160,1570,2285,3095,610440,31245,35280,71115,2243,1786,2375,570835,29780,33625,56400,2708,1673,2482,553115,40325,63965,370,18160,101160,"NJ","K000398","Thomas H. Kean, Jr.","Republican",FALSE,FALSE,FALSE,51.1,47.3,51.93,5.18916,6.11633,13.0176,0.293855,0.397406,5.11844,5.77944,11.6498,0.291971,0.386702,5.21692,5.89049,9.88026,0.292033,0.432268,16.7682
"NJ-08","34","5001800US3408","New Jersey",8,"Congressional District 8 (118th Congress), New Jersey",758850,63485,71310,389970,5001,3092,4667,600605,50230,55230,294995,3756,2280,3318,429140,44070,48265,193670,4452,2039,3706,204460,63485,87000,940,12990,389970,"NJ","M001226","Robert Menendez","Democrat",FALSE,TRUE,FALSE,72.1,26.8,72.9,8.36595,9.39711,51.3896,0.403711,0.513361,8.36323,9.19573,49.1163,0.375997,0.459181,10.2694,11.2469,45.1298,0.463038,0.725661,57.4795
"NJ-09","34","5001800US3409","New Jersey",9,"Congressional District 9 (118th Congress), New Jersey",763145,64000,69500,326180,1301,1893,3684,592985,49105,52540,237745,2124,1325,2770,484315,45620,48755,168620,3865,1484,3422,292680,64000,68545,435,11305,326180,"NJ","P000096","Bill Pascrell, Jr.","Democrat",FALSE,FALSE,FALSE,58.9,40,59.56,8.38635,9.10705,42.7415,0.24764,0.477208,8.28099,8.86026,40.0929,0.221468,0.444506,9.41949,10.0668,34.8162,0.297048,0.649643,48.3739
"NJ-10","34","5001800US3410","New Jersey",10,"Congressional District 10 (118th Congress), New Jersey",765980,380605,392755,163140,5070,3629,4417,590925,291830,299675,119150,3773,2745,3072,498430,258485,265610,86250,4440,3155,2649,155285,380605,50270,1220,15465,163140,"NJ","P000604","Donald M. Payne, Jr.","Democrat",TRUE,FALSE,FALSE,80.6,18.6,81.25,49.6886,51.2748,21.2982,0.341018,0.55915,49.3853,50.7129,20.1633,0.341112,0.50367,51.8598,53.2893,17.3043,0.432736,0.508624,69.5486
"NJ-11","34","5001800US3411","New Jersey",11,"Congressional District 11 (118th Congress), New Jersey",771660,44565,51905,131280,1416,2123,2934,604360,35810,39935,94245,1858,1589,2168,551735,32960,36960,75130,2986,1507,2315,485830,44565,90870,410,18705,131280,"NJ","S001207","Mikie Sherrill","Democrat",FALSE,FALSE,FALSE,57.8,40.9,58.56,5.77521,6.72641,17.0127,0.274917,0.378935,5.92528,6.60782,15.5942,0.262291,0.355509,5.97388,6.69887,13.617,0.271218,0.413063,21.5195
"NJ-12","34","5001800US3412","New Jersey",12,"Congressional District 12 (118th Congress), New Jersey",771005,120585,129565,170725,1761,3051,3262,598525,94355,99280,116880,2526,2577,2288,500555,86765,91365,72120,4052,2595,2515,312220,120585,150455,695,16330,170725,"NJ","W000822","Bonnie Watson Coleman","Democrat",TRUE,FALSE,FALSE,66.6,32.1,67.48,15.64,16.8047,22.1432,0.394102,0.42005,15.7646,16.5874,19.528,0.425387,0.373283,17.3338,18.2527,14.408,0.499074,0.488718,35.2926
"NM-01","35","5001800US3501","New Mexico",1,"Congressional District 1 (118th Congress), New Mexico",709245,17570,25895,293890,4820,1152,4542,570445,14115,19415,217610,3670,834,3320,545125,12890,18120,200870,3894,807,3214,331955,17570,19365,26350,20105,293890,"NM","S001218","Melanie A. Stansbury","Democrat",FALSE,FALSE,FALSE,55.9,41.5,57.39,2.47728,3.65107,41.437,0.161551,0.575161,2.47438,3.40348,38.1474,0.145332,0.527724,2.3646,3.32401,36.8484,0.147073,0.527571,40.6218
"NM-02","35","5001800US3502","New Mexico",2,"Congressional District 2 (118th Congress), New Mexico",704880,13250,18770,424435,5574,874,4830,537695,10990,14235,304725,4064,699,3485,493885,10285,13485,265830,4883,691,4314,210940,13250,8005,35465,12790,424435,"NM","V000136","Gabe Vasquez","Democrat",FALSE,TRUE,FALSE,51.9,46.1,52.96,1.87975,2.66286,60.2138,0.123099,0.492755,2.04391,2.64741,56.6725,0.129078,0.486421,2.08247,2.73039,53.8243,0.138388,0.692663,58.7164
"NM-03","35","5001800US3503","New Mexico",3,"Congressional District 3 (118th Congress), New Mexico",700645,8265,13715,300000,2569,587,1997,540010,6625,9530,215155,2085,388,1430,508320,6135,8910,188695,2603,410,1916,248140,8265,8195,120595,15450,300000,"NM","L000273","Teresa Leger Fernandez","Democrat",FALSE,TRUE,FALSE,54.4,43.6,55.51,1.17963,1.95748,42.8177,0.0836682,0.237887,1.22683,1.76478,39.8428,0.0716942,0.215544,1.20692,1.75283,37.1213,0.0804207,0.325485,41.0696
"NV-01","32","5001800US3201","Nevada",1,"Congressional District 1 (118th Congress), Nevada",763215,68345,87475,276785,7049,2851,5186,591585,53085,63450,192135,4437,2101,3294,509775,51875,62090,128555,4423,2065,2901,316930,68345,65495,2570,33090,276785,"NV","T000468","Dina Titus","Democrat",FALSE,FALSE,FALSE,53.2,44.7,54.34,8.95488,11.4614,36.2657,0.36428,0.591204,8.97335,10.7254,32.478,0.348712,0.500699,10.1761,12.1799,25.218,0.395342,0.52533,41.4514
"NV-02","32","5001800US3202","Nevada",2,"Congressional District 2 (118th Congress), Nevada",783965,15180,26735,185670,243,708,263,618880,12555,18690,126390,446,458,170,573685,11775,17575,94635,2180,555,1731,507070,15180,36035,10865,29135,185670,"NV","A000369","Mark E. Amodei","Republican",FALSE,FALSE,FALSE,43.1,54.1,44.34,1.93631,3.41023,23.6835,0.0903082,0.0327344,2.02866,3.01997,20.4224,0.0739902,0.0231935,2.05252,3.06353,16.496,0.0964281,0.29515,22.451
"NV-03","32","5001800US3203","Nevada",3,"Congressional District 3 (118th Congress), Nevada",795280,80685,107870,174455,6721,3589,5123,633010,61530,75995,125300,4646,2570,3254,567530,57295,71415,98785,4696,2471,2704,350205,80685,142385,2745,44805,174455,"NV","L000590","Susie Lee","Democrat",FALSE,FALSE,FALSE,52.4,45.7,53.41,10.1455,13.5638,21.9363,0.443068,0.616923,9.72023,12.0053,19.7943,0.399679,0.493095,10.0955,12.5835,17.4061,0.427307,0.45416,29.5145
"NV-04","32","5001800US3204","Nevada",4,"Congressional District 4 (118th Congress), Nevada",798540,124490,147650,280145,5326,4471,4711,604655,91560,104290,191210,4228,2828,3302,534255,90280,102900,134320,4247,2813,3108,304345,124490,49105,4130,36335,280145,"NV","H001066","Steven Horsford","Democrat",TRUE,FALSE,FALSE,53,44.8,54.19,15.5897,18.49,35.0821,0.550157,0.541566,15.1425,17.2479,31.623,0.455562,0.499326,16.8983,19.2605,25.1416,0.509104,0.546336,46.7655
"NY-01","36","5001800US3601","New York",1,"Congressional District 1 (118th Congress), New York",778380,35300,45170,117450,3400,3197,4019,622515,27665,33815,80460,3572,2385,2919,586515,25590,31275,61275,4172,2257,2761,567465,35300,41000,1105,16070,117450,"NY","L000598","Nick LaLota","Republican",FALSE,FALSE,FALSE,49.5,49.3,50.1,4.53506,5.80308,15.089,0.410247,0.512105,4.44407,5.432,12.925,0.382274,0.463002,4.36306,5.33234,10.4473,0.383562,0.464844,17.3691
"NY-02","36","5001800US3602","New York",2,"Congressional District 2 (118th Congress), New York",774680,76185,86205,224270,3824,3126,4009,605425,58965,65055,156625,3843,2398,2898,549435,54165,59890,114665,5007,2293,3053,434035,76185,25460,1295,13435,224270,"NY","G000597","Andrew R. Garbarino","Republican",FALSE,FALSE,FALSE,48.7,50.2,49.24,9.83438,11.1278,28.95,0.400591,0.497382,9.73944,10.7453,25.8703,0.391231,0.449623,9.85831,10.9003,20.8696,0.407553,0.522101,35.6097
"NY-03","36","5001800US3603","New York",3,"Congressional District 3 (118th Congress), New York",773155,24940,29520,112065,4485,1873,4254,614620,21425,24690,81050,4510,1549,3113,559990,19550,22510,64215,4430,1534,2548,441120,24940,180455,1485,13085,112065,"NY","S001222","George Santos","Republican",FALSE,TRUE,FALSE,53.6,45.4,54.14,3.22574,3.81812,14.4945,0.24153,0.543751,3.48589,4.01712,13.187,0.250724,0.497163,3.49113,4.01971,11.4672,0.272538,0.445873,16.6729
"NY-04","36","5001800US3604","New York",4,"Congressional District 4 (118th Congress), New York",772035,138175,148030,168330,1820,2421,3181,603605,109135,114985,122325,2219,1771,2377,550800,102030,107500,90880,3396,1701,2522,390995,138175,59220,385,14930,168330,"NY","D000632","Anthony D’Esposito","Republican",FALSE,TRUE,FALSE,56.8,42.2,57.37,17.8975,19.174,21.8034,0.310736,0.408809,18.0805,19.0497,20.2657,0.285776,0.386689,18.524,19.5171,16.4996,0.286928,0.446435,38.3463
