"key","stfips","geoid","state","cd","geoname","pop_total","pop_black_low","pop_black_high","pop_hisp","pop_total_moe","pop_black_low_moe","pop_hisp_moe","vap_total","vap_black_low","vap_black_high","vap_hisp","vap_total_moe","vap_black_low_moe","vap_hisp_moe","cvap_total","cvap_black_low","cvap_black_high","cvap_hisp","cvap_total_moe","cvap_black_low_moe","cvap_hisp_moe","r_white","r_black","r_api","r_aian","r_2prace","r_hisp","state_abb","bioguide","name","party","black","hisp","both","dem_pct","rep_pct","dpres","pop_black_low_pct","pop_black_high_pct","pop_hisp_pct","pop_black_low_pct_moe","pop_hisp_pct_moe","vap_black_low_pct","vap_black_high_pct","vap_hisp_pct","vap_black_low_pct_moe","vap_hisp_pct_moe","cvap_black_low_pct","cvap_black_high_pct","cvap_hisp_pct","cvap_black_low_pct_moe","cvap_hisp_pct_moe","minority_pct"
"IL-17","17","5001800US1717","Illinois",17,"Congressional District 17 (118th Congress), Illinois",746640,98755,118090,84565,2639,2351,1281,584560,70390,78430,56075,2160,1260,838,560945,66575,74555,43340,2513,1306,1006,521050,98755,15945,715,25610,84565,"IL","S001225","Eric Sorensen","Democrat",FALSE,FALSE,FALSE,52.7,44.9,54,13.2266,15.8162,11.3261,0.311388,0.166833,12.0415,13.4169,9.59269,0.210904,0.138904,11.8684,13.291,7.72625,0.226669,0.175968,21.6342
"IN-01","18","5001800US1801","Indiana",1,"Congressional District 1 (118th Congress), Indiana",755815,133560,144560,128825,489,1072,452,584585,98585,103720,90135,539,647,306,565915,97910,102945,77670,1264,667,1086,464770,133560,11090,700,16865,128825,"IN","M001214","Frank J. Mrvan","Democrat",FALSE,FALSE,FALSE,53.4,45,54.27,17.671,19.1264,17.0445,0.141372,0.0587775,16.8641,17.7425,15.4186,0.109579,0.0503773,17.3012,18.1909,13.7247,0.111347,0.189437,32.2827
"IN-02","18","5001800US1802","Indiana",2,"Congressional District 2 (118th Congress), Indiana",751870,47190,61695,87525,716,1319,536,568290,33745,39920,54725,746,745,345,542385,31900,38045,37105,1630,867,1229,582075,47190,11970,830,22280,87525,"IN","Y000067","Rudy Yakym III","Republican",FALSE,FALSE,FALSE,37.8,60.4,38.49,6.27635,8.20554,11.641,0.175327,0.0704217,5.93799,7.02458,9.62977,0.130863,0.0593778,5.88143,7.01439,6.84108,0.158869,0.225657,15.5678
"IN-03","18","5001800US1803","Indiana",3,"Congressional District 3 (118th Congress), Indiana",757900,43795,58355,51260,493,1230,234,566505,31360,37860,32175,578,633,158,548590,30415,36840,23355,1272,652,693,619940,43795,20990,390,21530,51260,"IN","B001299","Jim Banks","Republican",FALSE,FALSE,FALSE,34,63.9,34.73,5.77847,7.69956,6.76343,0.162247,0.0305597,5.5357,6.68308,5.67956,0.111595,0.0272817,5.54421,6.7154,4.25728,0.118153,0.125938,11.2153
"IN-04","18","5001800US1804","Indiana",4,"Congressional District 4 (118th Congress), Indiana",763235,32475,41925,55775,751,1076,263,587725,23065,27600,35930,620,665,156,560100,21045,24960,24040,1510,747,783,632090,32475,25520,465,16905,55775,"IN","B001307","James R. Baird","Republican",FALSE,FALSE,FALSE,34.3,63.4,35.11,4.25491,5.49307,7.30771,0.140917,0.0337,3.92445,4.69607,6.1134,0.113072,0.0257476,3.75736,4.45635,4.29209,0.132984,0.139317,10.0379
"IN-05","18","5001800US1805","Indiana",5,"Congressional District 5 (118th Congress), Indiana",764120,39710,53420,36650,332,1689,72,586770,29880,36135,24030,290,1099,65,568590,28600,34805,18860,1320,1127,672,632140,39710,29045,745,25830,36650,"IN","S000929","Victoria Spartz","Republican",FALSE,FALSE,FALSE,41,57,41.84,5.19683,6.99105,4.79637,0.221027,0.00918926,5.09228,6.15829,4.0953,0.18728,0.0108911,5.02999,6.12128,3.31698,0.197865,0.117936,9.18759
"IN-06","18","5001800US1806","Indiana",6,"Congressional District 6 (118th Congress), Indiana",757250,36140,49175,42255,934,2707,2350,573575,25295,31050,25980,2185,1679,1472,545395,22490,28130,16740,2720,1512,1084,617210,36140,39545,420,21675,42255,"IN","P000615","Greg Pence","Republican",FALSE,FALSE,FALSE,33,64.9,33.71,4.77253,6.49389,5.58006,0.357429,0.310257,4.41006,5.41342,4.52949,0.292243,0.256055,4.12362,5.15773,3.06934,0.276466,0.198165,8.93955
"IN-07","18","5001800US1807","Indiana",7,"Congressional District 7 (118th Congress), Indiana",750005,246790,269390,111085,506,3265,2285,565580,178505,189665,66625,2062,2110,1461,516620,166410,177305,36770,3244,2336,1837,348265,246790,14750,380,28730,111085,"IN","C001072","André Carson","Democrat",TRUE,FALSE,FALSE,70.3,27.9,71.59,32.9051,35.9184,14.8112,0.434764,0.304501,31.5614,33.5346,11.7799,0.35488,0.254724,32.2113,34.3202,7.11742,0.404409,0.352761,43.3413
"IN-08","18","5001800US1808","Indiana",8,"Congressional District 8 (118th Congress), Indiana",754930,30345,40755,23980,279,935,147,586645,23425,27660,14855,292,589,162,576890,22460,26570,10390,884,568,545,672805,30345,8025,625,19140,23980,"IN","B001275","Larry Bucshon","Republican",FALSE,FALSE,FALSE,32.7,65.5,33.3,4.01958,5.39851,3.17645,0.123844,0.0194366,3.99305,4.71495,2.5322,0.100382,0.0275859,3.89329,4.60573,1.80104,0.0982781,0.0944318,6.52524
"IN-09","18","5001800US1809","Indiana",9,"Congressional District 9 (118th Congress), Indiana",756630,19870,30510,32045,560,864,303,596010,15425,20680,20295,550,529,232,580495,14925,20135,13675,1278,578,718,670130,19870,14440,310,19835,32045,"IN","H001093","Erin Houchin","Republican",FALSE,FALSE,FALSE,35.4,62.7,36.09,2.62612,4.03235,4.23523,0.114174,0.0399231,2.58804,3.46974,3.40514,0.0887248,0.0387985,2.57108,3.46859,2.35575,0.0994092,0.123579,5.99319
"KS-01","20","5001800US2001","Kansas",1,"Congressional District 1 (118th Congress), Kansas",732110,18620,28290,116245,449,920,306,565750,15510,20400,75135,656,638,276,534860,14220,18965,53765,1891,663,1282,556500,18620,14065,3705,22980,116245,"KS","M000871","Tracey Mann","Republican",FALSE,FALSE,FALSE,34.1,63.7,34.87,2.54333,3.86417,15.8781,0.125654,0.0406468,2.74149,3.60583,13.2806,0.112726,0.0462906,2.65864,3.54579,10.0522,0.123601,0.237039,16.0221
"KS-02","20","5001800US2002","Kansas",2,"Congressional District 2 (118th Congress), Kansas",732030,59215,75835,96750,1719,1617,1372,552950,45155,53110,61275,1381,976,989,528315,44145,52050,42660,1712,987,1154,525660,59215,14460,3945,32005,96750,"KS","L000266","Jake LaTurner","Republican",FALSE,FALSE,FALSE,40.7,57,41.66,8.08915,10.3595,13.2167,0.220074,0.184836,8.1662,9.60485,11.0815,0.175326,0.176705,8.35581,9.85208,8.07473,0.184848,0.216857,19.2477
"KS-03","20","5001800US2003","Kansas",3,"Congressional District 3 (118th Congress), Kansas",738535,34640,45580,74740,1698,1234,1343,561760,25490,30070,49070,1291,623,916,532840,22730,27235,35315,1924,800,1242,571340,34640,34340,1210,22270,74740,"KS","D000629","Sharice Davids","Democrat",FALSE,FALSE,FALSE,51.2,46.7,52.3,4.69037,6.17168,10.12,0.166739,0.180352,4.53752,5.35282,8.73505,0.11041,0.161819,4.26582,5.11129,6.62769,0.149347,0.231859,13.2726
"KS-04","20","5001800US2004","Kansas",4,"Congressional District 4 (118th Congress), Kansas",734890,44600,62925,101780,343,1390,122,552285,33190,41150,63995,300,813,78,526775,32150,40025,46790,1607,864,1311,527630,44600,24890,3775,32215,101780,"KS","E000298","Ron Estes","Republican",FALSE,FALSE,FALSE,38,59.7,38.89,6.06894,8.56251,13.8497,0.189123,0.0152909,6.00958,7.45086,11.5873,0.14717,0.012643,6.10317,7.59812,8.88235,0.162957,0.247393,17.5969
"KY-01","21","5001800US2101","Kentucky",1,"Congressional District 1 (118th Congress), Kentucky",752660,51530,65160,29345,756,1016,236,582385,39445,44950,18155,607,714,218,573985,39005,44450,12940,868,727,553,642700,51530,5720,910,22455,29345,"KY","C001108","James Comer","Republican",FALSE,FALSE,FALSE,27.9,70.6,28.32,6.84638,8.6573,3.89884,0.134813,0.0311099,6.77301,7.71826,3.11735,0.122396,0.037291,6.79547,7.7441,2.25441,0.126241,0.0962836,9.89036
"KY-02","21","5001800US2102","Kentucky",2,"Congressional District 2 (118th Congress), Kentucky",759615,39115,52355,33880,2541,1101,852,582210,29645,35675,21100,2173,883,723,566620,28080,33855,14250,2188,886,837,647980,39115,15685,840,22115,33880,"KY","G000558","Brett Guthrie","Republican",FALSE,FALSE,FALSE,30.8,67.5,31.33,5.14932,6.89231,4.46015,0.143915,0.111165,5.09181,6.12751,3.62412,0.150468,0.123443,4.9557,5.9749,2.51491,0.15519,0.147398,8.71593
"KY-03","21","5001800US2103","Kentucky",3,"Congressional District 3 (118th Congress), Kentucky",742760,167160,184510,58610,1972,1457,875,577555,120520,130070,38310,1803,1011,731,543755,115440,124880,20215,2428,1232,1078,469745,167160,21000,320,25920,58610,"KY","M001220","Morgan McGarvey","Democrat",FALSE,FALSE,FALSE,60.2,37.9,61.37,22.5053,24.8411,7.89084,0.186839,0.115926,20.8673,22.5208,6.63313,0.162475,0.124863,21.2301,22.9662,3.71767,0.205788,0.197555,27.5004
"KY-04","21","5001800US2104","Kentucky",4,"Congressional District 4 (118th Congress), Kentucky",756120,24475,35955,32250,1547,863,256,577250,18695,23215,19925,1139,652,229,563360,16585,20985,13490,1536,765,598,670235,24475,9100,465,19590,32250,"KY","M001184","Thomas Massie","Republican",FALSE,FALSE,FALSE,32.8,65.4,33.4,3.23692,4.7552,4.2652,0.113943,0.0327131,3.23863,4.02165,3.45171,0.112768,0.0390818,2.94394,3.72497,2.39456,0.135555,0.105948,6.69034
"KY-05","21","5001800US2105","Kentucky",5,"Congressional District 5 (118th Congress), Kentucky",745870,10355,15884,11380,915,506,344,581815,9155,11659,7265,731,396,285,578350,8840,11329,5670,795,416,394,707830,10355,3305,690,12299,11380,"KY","R000395","Harold Rogers","Republican",FALSE,FALSE,FALSE,19.7,79.1,19.94,1.38831,2.12959,1.52574,0.0678189,0.0460826,1.57352,2.0039,1.24868,0.0680342,0.0489595,1.52849,1.95885,0.980375,0.0718981,0.0681115,2.8222
"KY-06","21","5001800US2106","Kentucky",6,"Congressional District 6 (118th Congress), Kentucky",753705,61325,77035,46695,805,1310,258,586765,47190,54480,28750,603,907,192,561700,44325,51410,16265,1544,1115,837,605215,61325,16875,435,23165,46695,"KY","B001282","Andy Barr","Republican",FALSE,FALSE,FALSE,43.5,54.5,44.39,8.13647,10.2208,6.19539,0.173591,0.0335853,8.0424,9.28481,4.89975,0.154355,0.032332,7.89122,9.15257,2.89567,0.197316,0.148799,12.9421
"LA-01","22","5001800US2201","Louisiana",1,"Congressional District 1 (118th Congress), Louisiana",765530,96455,109005,87970,4575,2809,2618,592340,69135,76060,61630,3161,1944,1891,564725,68395,75055,43235,3709,1910,2013,533640,96455,18355,6545,22560,87970,"LA","S001176","Steve Scalise","Republican",FALSE,FALSE,FALSE,29.6,68.5,30.17,12.5998,14.2392,11.4914,0.359126,0.335019,11.6715,12.8406,10.4045,0.322225,0.314377,12.1112,13.2905,7.65594,0.328731,0.352892,22.076
"LA-02","22","5001800US2202","Louisiana",2,"Congressional District 2 (118th Congress), Louisiana",761875,444680,459745,71685,5157,4817,2435,590735,337800,346660,49740,3712,3273,1736,563635,335590,344180,31125,4045,3286,1634,204735,444680,19335,1350,20085,71685,"LA","C001125","Troy A. Carter","Democrat",TRUE,FALSE,FALSE,75.4,22.9,76.7,58.3665,60.3439,9.40902,0.493624,0.313196,57.183,58.6828,8.42002,0.421742,0.289069,59.5403,61.0643,5.52219,0.396619,0.287182,65.603
"LA-03","22","5001800US2203","Louisiana",3,"Congressional District 3 (118th Congress), Louisiana",768210,184275,200410,40395,802,1803,402,577720,133480,140085,26605,559,1047,274,564565,132910,139455,18275,1030,1071,787,507085,184275,11975,1820,22670,40395,"LA","H001077","Clay Higgins","Republican",FALSE,FALSE,FALSE,30.3,68,30.82,23.9876,26.0879,5.25833,0.233362,0.0520407,23.1046,24.2479,4.60517,0.179845,0.047218,23.542,24.7013,3.23701,0.184777,0.139274,27.7098
"LA-04","22","5001800US2204","Louisiana",4,"Congressional District 4 (118th Congress), Louisiana",768800,262315,275175,36240,704,1327,186,583310,192665,199090,24035,577,807,171,573115,192110,198530,17695,1064,824,663,436955,262315,8375,3790,21125,36240,"LA","J000299","Mike Johnson","Republican",FALSE,FALSE,FALSE,37.2,61.3,37.77,34.1201,35.7928,4.71384,0.169755,0.0238054,33.0296,34.1311,4.12045,0.134435,0.0290307,33.5203,34.6405,3.08751,0.12961,0.115541,37.1501
"LA-05","22","5001800US2205","Louisiana",5,"Congressional District 5 (118th Congress), Louisiana",770235,263745,273735,28105,1922,1930,527,590185,194015,199165,19995,1502,1223,382,581600,193585,198720,14865,1618,1256,773,452375,263745,6275,2290,17445,28105,"LA","L000595","Julia Letlow","Republican",FALSE,FALSE,FALSE,34.4,64.1,34.92,34.2421,35.5392,3.64889,0.235554,0.0678121,32.8736,33.7462,3.38792,0.189584,0.0641486,33.2849,34.1678,2.55588,0.195096,0.132719,36.2615
"LA-06","22","5001800US2206","Louisiana",6,"Congressional District 6 (118th Congress), Louisiana",786370,186635,199380,56630,4999,4025,1441,598070,136590,142795,35805,4026,2755,1009,573135,135230,141430,21075,4343,2811,1540,500800,186635,18205,3195,20910,56630,"LA","G000577","Garret Graves","Republican",FALSE,FALSE,FALSE,33.9,64.3,34.52,23.7337,25.3545,7.20144,0.489103,0.177436,22.8385,23.876,5.98676,0.434236,0.163825,23.5948,24.6766,3.67714,0.456711,0.267249,28.8252
"MA-01","25","5001800US2501","Massachusetts",1,"Congressional District 1 (118th Congress), Massachusetts",776065,42135,54165,147460,811,1461,1451,622555,32525,38685,100125,980,859,1061,602300,29780,35780,94215,1846,832,1405,550920,42135,17035,500,18015,147460,"MA","N000015","Richard E. Neal","Democrat",FALSE,FALSE,FALSE,59.8,38.2,61.02,5.42931,6.97944,19.001,0.188172,0.185912,5.22444,6.21391,16.0829,0.137734,0.168536,4.94438,5.94056,15.6425,0.137303,0.228293,21.3074
"MA-02","25","5001800US2502","Massachusetts",2,"Congressional District 2 (118th Congress), Massachusetts",776260,38020,47820,89000,929,1731,2259,620760,28245,33400,60965,1800,1257,1610,573645,22165,26895,51515,2427,1197,1693,573285,38020,55500,555,19900,89000,"MA","M000312","James P. McGovern","Democrat",FALSE,FALSE,FALSE,64.3,33.5,65.75,4.89784,6.16031,11.4652,0.222915,0.290687,4.55007,5.3805,9.82103,0.202063,0.257791,3.86389,4.68844,8.98029,0.208024,0.292674,14.3711
"MA-03","25","5001800US2503","Massachusetts",3,"Congressional District 3 (118th Congress), Massachusetts",777950,31785,39430,172890,1300,2297,3605,607150,23340,27520,119045,2628,1584,2557,543950,18375,21885,90070,3850,1353,2810,494070,31785,62180,505,16520,172890,"MA","T000482","Lori Trahan","Democrat",FALSE,TRUE,FALSE,62.7,35.3,63.98,4.08574,5.06845,22.2238,0.295184,0.461907,3.84419,4.53265,19.6072,0.26036,0.412508,3.37807,4.02335,16.5585,0.247584,0.503122,23.4514
"MA-04","25","5001800US2504","Massachusetts",4,"Congressional District 4 (118th Congress), Massachusetts",781420,30765,40510,50525,1095,2262,2560,613890,21730,27060,33775,1905,1390,1776,571380,17990,22885,26155,2930,1217,1380,625805,30765,51670,500,22155,50525,"MA","A000148","Jake Auchincloss","Democrat",FALSE,FALSE,FALSE,63.3,34.8,64.53,3.93706,5.18415,6.46579,0.28942,0.327483,3.53972,4.40796,5.5018,0.226158,0.288798,3.14852,4.00522,4.57751,0.21238,0.240377,9.04152
"MA-05","25","5001800US2505","Massachusetts",5,"Congressional District 5 (118th Congress), Massachusetts",773885,39635,49320,86280,1727,2128,3180,623870,30940,36620,62555,2483,1573,2386,532230,24185,28475,40505,3787,1380,1707,518215,39635,105280,1130,23345,86280,"MA","C001101","Katherine M. Clark","Democrat",FALSE,FALSE,FALSE,74.8,23.6,76.02,5.12156,6.37304,11.1489,0.274739,0.41016,4.95937,5.86981,10.0269,0.251362,0.380364,4.54409,5.35013,7.61043,0.257263,0.316122,14.9863
"MA-06","25","5001800US2506","Massachusetts",6,"Congressional District 6 (118th Congress), Massachusetts",778170,26170,33995,86065,1269,1608,2140,621530,19180,23125,58725,1794,1023,1580,581665,15790,19655,43205,2763,972,1831,611585,26170,37290,525,16535,86065,"MA","M001196","Seth Moulton","Democrat",FALSE,FALSE,FALSE,62.9,35.3,64.05,3.36302,4.36858,11.0599,0.206566,0.274412,3.08593,3.72066,9.44846,0.164353,0.252744,2.71462,3.37909,7.42781,0.166608,0.312802,12.5344
"MA-07","25","5001800US2507","Massachusetts",7,"Congressional District 7 (118th Congress), Massachusetts",768505,174800,191125,170095,2947,3372,3508,642875,140185,150645,125750,2879,2388,2637,525835,121915,130970,82985,4128,2310,2474,310430,174800,86425,740,26015,170095,"MA","P000617","Ayanna Pressley","Democrat",TRUE,FALSE,FALSE,85.5,13.1,86.71,22.7455,24.8697,22.1332,0.430017,0.448511,21.8059,23.433,19.5606,0.35839,0.400726,23.185,24.9071,15.7816,0.399822,0.453885,41.3665
"MA-08","25","5001800US2508","Massachusetts",8,"Congressional District 8 (118th Congress), Massachusetts",777305,94430,105030,54700,2661,2811,2350,631915,69755,75630,39910,2681,1966,1684,577055,57980,63230,32825,3186,2156,1513,532840,94430,75170,875,19285,54700,"MA","L000562","Stephen F. Lynch","Democrat",FALSE,FALSE,FALSE,66.9,31.4,68.06,12.1484,13.5121,7.03713,0.359235,0.301365,11.0387,11.9684,6.31572,0.307573,0.265141,10.0476,10.9574,5.68837,0.36948,0.260306,17.3544
"MA-09","25","5001800US2509","Massachusetts",9,"Congressional District 9 (118th Congress), Massachusetts",782835,26660,37015,47670,876,1843,1713,639445,20895,26785,30840,1584,1263,1138,612290,16855,22335,23775,2606,1209,1193,675705,26660,12735,1445,18620,47670,"MA","K000375","William R. Keating","Democrat",FALSE,FALSE,FALSE,58.2,40,59.27,3.40557,4.72833,6.08941,0.235396,0.218714,3.26768,4.18879,4.82293,0.197349,0.177565,2.75278,3.64778,3.88296,0.197108,0.19414,8.09061
"MD-01","24","5001800US2401","Maryland",1,"Congressional District 1 (118th Congress), Maryland",776905,116500,132905,44840,1776,1847,677,609955,88810,95485,28265,1300,1031,332,591520,84955,91625,20455,1829,1422,770,571910,116500,17940,380,25330,44840,"MD","H001052","Andy Harris","Republican",FALSE,FALSE,FALSE,41.7,56.3,42.55,14.9954,17.107,5.77162,0.235254,0.086136,14.5601,15.6544,4.63395,0.166156,0.0535267,14.3622,15.4898,3.45804,0.23626,0.129733,19.194
"MD-02","24","5001800US2402","Maryland",2,"Congressional District 2 (118th Congress), Maryland",769820,182940,197350,49210,4425,3281,2221,604165,137545,145725,32020,3245,2286,1137,573000,129935,137690,24460,3584,2180,1352,468060,182940,44380,805,24430,49210,"MD","R000576","C. A. Dutch Ruppersberger","Democrat",FALSE,FALSE,FALSE,59.4,38.6,60.61,23.764,25.6359,6.3924,0.403721,0.28616,22.7661,24.1201,5.29988,0.358071,0.186028,22.6763,24.0297,4.26876,0.353027,0.234436,28.066
"MD-03","24","5001800US2403","Maryland",3,"Congressional District 3 (118th Congress), Maryland",773640,134845,153685,70465,3803,2428,1767,595725,100840,110760,46195,2871,1593,1036,556620,95495,105015,32810,3322,1709,1562,452805,134845,80580,855,34085,70465,"MD","S001168","John P. Sarbanes","Democrat",FALSE,FALSE,FALSE,61.7,36.2,63.02,17.4299,19.8652,9.10824,0.301919,0.223969,16.9273,18.5925,7.75442,0.254658,0.169843,17.1562,18.8666,5.89451,0.289456,0.278409,24.6817
"MD-04","24","5001800US2404","Maryland",4,"Congressional District 4 (118th Congress), Maryland",758555,420240,435900,198275,4140,4117,1968,585510,337695,348365,130665,3347,3264,1259,470810,312255,322535,54140,4477,3469,2398,80660,420240,37635,1365,20380,198275,"MD","I000058","Glenn Ivey","Democrat",TRUE,FALSE,FALSE,89.6,8.7,91.15,55.4001,57.4645,26.1385,0.45072,0.216699,57.6754,59.4977,22.3164,0.449518,0.173096,66.3229,68.5064,11.4993,0.380981,0.497459,79.9918
"MD-05","24","5001800US2405","Maryland",5,"Congressional District 5 (118th Congress), Maryland",782750,316210,341980,58640,5079,4320,2447,603300,249400,263395,37440,3960,3382,1506,580745,242670,256455,29075,3979,3353,1308,348190,316210,23160,1160,35390,58640,"MD","H000874","Steny H. Hoyer","Democrat",FALSE,FALSE,FALSE,67.4,30.9,68.57,40.3973,43.6896,7.49154,0.48568,0.308813,41.3393,43.659,6.20587,0.490535,0.246281,41.786,44.1597,5.0065,0.501378,0.2226,47.5452
"MD-06","24","5001800US2406","Maryland",6,"Congressional District 6 (118th Congress), Maryland",784300,99470,117180,106755,3556,2574,2849,608605,75920,84290,72025,2834,1997,1924,553220,68850,76740,45705,3389,1802,2066,478655,99470,70290,980,28150,106755,"MD","T000483","David J. Trone","Democrat",FALSE,FALSE,FALSE,53.9,44.1,55,12.6826,14.9407,13.6115,0.323114,0.357973,12.4744,13.8497,11.8344,0.322945,0.311293,12.4453,13.8715,8.26163,0.316681,0.370005,24.3089
"MD-07","24","5001800US2407","Maryland",7,"Congressional District 7 (118th Congress), Maryland",757180,419490,435130,63545,4195,3469,2158,594390,325585,335175,38930,2898,2556,1178,560860,316570,326035,25575,3480,2781,1285,228790,419490,22385,1365,21610,63545,"MD","M000687","Kweisi Mfume","Democrat",TRUE,FALSE,FALSE,81,17.5,82.23,55.4016,57.4672,8.39232,0.340126,0.281187,54.7763,56.3897,6.54957,0.337036,0.195597,56.4437,58.1313,4.55996,0.351012,0.227359,61.3259
"MD-08","24","5001800US2408","Maryland",8,"Congressional District 8 (118th Congress), Maryland",767585,131430,144770,152540,3781,2720,2973,593150,100890,108090,106890,2967,1993,2022,503540,85000,91815,66890,4106,2203,2376,349145,131430,104855,985,28635,152540,"MD","R000606","Jamie Raskin","Democrat",FALSE,FALSE,FALSE,80.5,17.9,81.81,17.1225,18.8605,19.8727,0.344174,0.374744,17.0092,18.223,18.0207,0.325052,0.328758,16.8805,18.2339,13.2839,0.415285,0.459258,35.0299
"ME-01","23","5001800US2301","Maine",1,"Congressional District 1 (118th Congress), Maine",689680,13165,18770,16080,404,651,297,565560,8775,11665,11385,603,464,197,552955,5155,7920,9995,1153,491,387,632750,13165,10030,1040,16610,16080,"ME","P000597","Chellie Pingree","Democrat",FALSE,FALSE,FALSE,60,37.2,61.73,1.90886,2.72155,2.33152,0.094385,0.0430418,1.55156,2.06256,2.01305,0.0820259,0.0347665,0.932264,1.4323,1.80756,0.0887744,0.0698861,3.56461
