"BD","R","sigma","p"
0.35,0.295,0.02,0.429634
0.4,0.295,0.02,0.999623
0.45,0.295,0.02,1
0.3,0.3,0.02,0.00017752
0.35,0.3,0.02,0.5
0.4,0.3,0.02,0.999822
0.45,0.3,0.02,1
0.3,0.305,0.02,0.000316267
0.35,0.305,0.02,0.571367
0.4,0.305,0.02,0.999921
0.45,0.305,0.02,1
0.3,0.31,0.02,0.000555356
0.35,0.31,0.02,0.641443
0.4,0.31,0.02,0.999966
0.45,0.31,0.02,1
0.3,0.315,0.02,0.000960474
0.35,0.315,0.02,0.707964
0.4,0.315,0.02,0.999986
0.45,0.315,0.02,1
0.3,0.32,0.02,0.00163484
0.35,0.32,0.02,0.76892
0.4,0.32,0.02,0.999995
0.45,0.32,0.02,1
0.3,0.325,0.02,0.0027366
0.35,0.325,0.02,0.822758
0.4,0.325,0.02,0.999998
0.45,0.325,0.02,1
0.3,0.33,0.02,0.0045015
0.35,0.33,0.02,0.868516
0.4,0.33,0.02,0.999999
0.45,0.33,0.02,1
0.3,0.335,0.02,0.00727059
0.35,0.335,0.02,0.905878
0.4,0.335,0.02,1
0.45,0.335,0.02,1
0.3,0.34,0.02,0.0115213
0.35,0.34,0.02,0.935133
0.4,0.34,0.02,1
0.45,0.34,0.02,1
0.3,0.345,0.02,0.017898
0.35,0.345,0.02,0.957061
0.4,0.345,0.02,1
0.45,0.345,0.02,1
0.3,0.35,0.02,0.0272352
0.35,0.35,0.02,0.972765
0.4,0.35,0.02,1
0.45,0.35,0.02,1
0.3,0.355,0.02,0.0405633
0.35,0.355,0.02,0.983488
0.4,0.355,0.02,1
0.45,0.355,0.02,1
0.3,0.36,0.02,0.0590851
0.35,0.36,0.02,0.990455
0.4,0.36,0.02,1
0.45,0.36,0.02,1
0.3,0.365,0.02,0.0841089
0.35,0.365,0.02,0.994752
0.4,0.365,0.02,1
0.45,0.365,0.02,1
0.3,0.37,0.02,0.11693
0.35,0.37,0.02,0.997263
0.4,0.37,0.02,1
0.45,0.37,0.02,1
0.3,0.375,0.02,0.158655
0.35,0.375,0.02,0.99865
0.4,0.375,0.02,1
0.45,0.375,0.02,1
0.3,0.38,0.02,0.209991
0.35,0.38,0.02,0.999372
0.4,0.38,0.02,1
0.45,0.38,0.02,1
0.3,0.385,0.02,0.271012
0.35,0.385,0.02,0.999725
0.4,0.385,0.02,1
0.45,0.385,0.02,1
0.3,0.39,0.02,0.340963
0.35,0.39,0.02,0.999887
0.4,0.39,0.02,1
0.45,0.39,0.02,1
0.3,0.395,0.02,0.418157
0.35,0.395,0.02,0.999957
0.4,0.395,0.02,1
0.45,0.395,0.02,1
0.3,0.4,0.02,0.5
0.35,0.4,0.02,0.999984
0.4,0.4,0.02,1
0.45,0.4,0.02,1
0.3,0.405,0.02,0.583198
0.35,0.405,0.02,0.999994
0.4,0.405,0.02,0.999999
0.45,0.405,0.02,0.999999
0.3,0.41,0.02,0.664116
0.35,0.41,0.02,0.999995
0.4,0.41,0.02,0.999997
0.45,0.41,0.02,0.999997
0.3,0.415,0.02,0.739239
0.35,0.415,0.02,0.999989
0.4,0.415,0.02,0.999989
0.45,0.415,0.02,0.999989
0.3,0.42,0.02,0.80565
0.35,0.42,0.02,0.999968
0.4,0.42,0.02,0.999968
0.45,0.42,0.02,0.999968
0.3,0.425,0.02,0.861396
0.35,0.425,0.02,0.999912
0.4,0.425,0.02,0.999912
0.45,0.425,0.02,0.999912
0.3,0.43,0.02,0.905667
0.35,0.43,0.02,0.999767
0.4,0.43,0.02,0.999767
0.45,0.43,0.02,0.999767
0.3,0.435,0.02,0.938728
0.35,0.435,0.02,0.999423
0.4,0.435,0.02,0.999423
0.45,0.435,0.02,0.999423
0.3,0.44,0.02,0.961627
0.35,0.44,0.02,0.99865
0.4,0.44,0.02,0.99865
0.45,0.44,0.02,0.99865
0.3,0.445,0.02,0.975754
0.35,0.445,0.02,0.99702
0.4,0.445,0.02,0.99702
0.45,0.445,0.02,0.99702
0.3,0.45,0.02,0.982341
0.35,0.45,0.02,0.99379
0.4,0.45,0.02,0.99379
0.45,0.45,0.02,0.99379
0.3,0.455,0.02,0.982028
0.35,0.455,0.02,0.987776
0.4,0.455,0.02,0.987776
0.45,0.455,0.02,0.987776
0.3,0.46,0.02,0.974576
0.35,0.46,0.02,0.97725
0.4,0.46,0.02,0.97725
0.45,0.46,0.02,0.97725
0.3,0.465,0.02,0.958795
0.35,0.465,0.02,0.959941
0.4,0.465,0.02,0.959941
0.45,0.465,0.02,0.959941
0.3,0.47,0.02,0.932745
0.35,0.47,0.02,0.933193
0.4,0.47,0.02,0.933193
0.45,0.47,0.02,0.933193
0.3,0.475,0.02,0.894191
0.35,0.475,0.02,0.89435
0.4,0.475,0.02,0.89435
0.45,0.475,0.02,0.89435
0.3,0.48,0.02,0.841294
0.35,0.48,0.02,0.841345
0.4,0.48,0.02,0.841345
0.45,0.48,0.02,0.841345
0.3,0.485,0.02,0.773358
0.35,0.485,0.02,0.773373
0.4,0.485,0.02,0.773373
0.45,0.485,0.02,0.773373
0.3,0.49,0.02,0.691459
0.35,0.49,0.02,0.691462
0.4,0.49,0.02,0.691462
0.45,0.49,0.02,0.691462
0.3,0.495,0.02,0.598706
0.35,0.495,0.02,0.598706
0.4,0.495,0.02,0.598706
0.45,0.495,0.02,0.598706
0.3,0.5,0.02,0.5
0.35,0.5,0.02,0.5
0.4,0.5,0.02,0.5
0.45,0.5,0.02,0.5
0.3,0.505,0.02,0.401294
0.35,0.505,0.02,0.401294
0.4,0.505,0.02,0.401294
0.45,0.505,0.02,0.401294
0.3,0.51,0.02,0.308538
0.35,0.51,0.02,0.308538
0.4,0.51,0.02,0.308538
0.45,0.51,0.02,0.308538
0.3,0.515,0.02,0.226627
0.35,0.515,0.02,0.226627
0.4,0.515,0.02,0.226627
0.45,0.515,0.02,0.226627
0.3,0.52,0.02,0.158655
0.35,0.52,0.02,0.158655
0.4,0.52,0.02,0.158655
0.45,0.52,0.02,0.158655
0.3,0.525,0.02,0.10565
0.35,0.525,0.02,0.10565
0.4,0.525,0.02,0.10565
0.45,0.525,0.02,0.10565
0.3,0.53,0.02,0.0668072
0.35,0.53,0.02,0.0668072
0.4,0.53,0.02,0.0668072
0.45,0.53,0.02,0.0668072
0.3,0.535,0.02,0.0400592
0.35,0.535,0.02,0.0400592
0.4,0.535,0.02,0.0400592
0.45,0.535,0.02,0.0400592
0.3,0.54,0.02,0.0227501
0.35,0.54,0.02,0.0227501
0.4,0.54,0.02,0.0227501
0.45,0.54,0.02,0.0227501
0.3,0.545,0.02,0.0122245
0.35,0.545,0.02,0.0122245
0.4,0.545,0.02,0.0122245
0.45,0.545,0.02,0.0122245
0.3,0.55,0.02,0.00620967
0.35,0.55,0.02,0.00620967
0.4,0.55,0.02,0.00620967
0.45,0.55,0.02,0.00620967
0.3,0.555,0.02,0.00297976
0.35,0.555,0.02,0.00297976
0.4,0.555,0.02,0.00297976
0.3,0.56,0.02,0.0013499
0.35,0.56,0.02,0.0013499
0.4,0.56,0.02,0.0013499
0.3,0.565,0.02,0.000577025
0.35,0.565,0.02,0.000577025
0.4,0.565,0.02,0.000577025
0.3,0.57,0.02,0.000232629
0.35,0.57,0.02,0.000232629
0.4,0.57,0.02,0.000232629
0.3,0.575,0.02,0.0000884173
0.35,0.575,0.02,0.0000884173
0.4,0.575,0.02,0.0000884173
0.3,0.58,0.02,0.0000316712
0.35,0.58,0.02,0.0000316712
0.4,0.58,0.02,0.0000316712
0.3,0.585,0.02,0.0000106885
0.35,0.585,0.02,0.0000106885
0.4,0.585,0.02,0.0000106885
0.3,0.59,0.02,0.00000339767
0.35,0.59,0.02,0.00000339767
0.4,0.59,0.02,0.00000339767
0.3,0.595,0.02,0.00000101708
0.35,0.595,0.02,0.00000101708
0.4,0.595,0.02,0.00000101708
0.3,0.6,0.02,0.000000286652
0.35,0.6,0.02,0.000000286652
0.4,0.6,0.02,0.000000286652
0.3,0,0.03,0.0000000000130839
0.35,0,0.03,0.000000286652
0.4,0,0.03,0.00042906
0.45,0,0.03,0.0477904
0.3,0.005,0.03,0.0000000000184007
0.35,0.005,0.03,0.000000387871
0.4,0.005,0.03,0.000544753
0.45,0.005,0.03,0.0557722
0.3,0.01,0.03,0.000000000025902
0.35,0.01,0.03,0.000000524664
0.4,0.01,0.03,0.000690356
0.45,0.01,0.03,0.064867
0.3,0.015,0.03,0.0000000000364947
0.35,0.015,0.03,0.000000709437
0.4,0.015,0.03,0.000873176
0.45,0.015,0.03,0.0751829
0.3,0.02,0.03,0.0000000000514646
0.35,0.02,0.03,0.000000958871
0.4,0.02,0.03,0.00110217
0.45,0.02,0.03,0.0868289
0.3,0.025,0.03,0.0000000000726375
0.35,0.025,0.03,0.00000129537
0.4,0.025,0.03,0.00138827
0.45,0.025,0.03,0.0999123
0.3,0.03,0.03,0.000000000102606
0.35,0.03,0.03,0.00000174901
0.4,0.03,0.03,0.00174476
0.45,0.03,0.03,0.114537
0.3,0.035,0.03,0.000000000145056
0.35,0.035,0.03,0.00000236007
0.4,0.035,0.03,0.00218774
0.45,0.035,0.03,0.130798
0.3,0.04,0.03,0.000000000205226
0.35,0.04,0.03,0.00000318248
0.4,0.04,0.03,0.0027366
0.45,0.04,0.03,0.148783
0.3,0.045,0.03,0.000000000290571
0.35,0.045,0.03,0.00000428828
0.4,0.045,0.03,0.00341459
0.45,0.045,0.03,0.168563
0.3,0.05,0.03,0.000000000411697
0.35,0.05,0.03,0.00000577364
0.4,0.05,0.03,0.00424946
0.45,0.05,0.03,0.190191
0.3,0.055,0.03,0.000000000583708
0.35,0.055,0.03,0.00000776662
0.4,0.055,0.03,0.00527412
0.45,0.055,0.03,0.213699
0.3,0.06,0.03,0.000000000828114
0.35,0.06,0.03,0.0000104376
0.4,0.06,0.03,0.00652742
0.45,0.06,0.03,0.239094
0.3,0.065,0.03,0.00000000117556
0.35,0.065,0.03,0.0000140125
0.4,0.065,0.03,0.00805493
0.45,0.065,0.03,0.266351
0.3,0.07,0.03,0.00000000166971
0.35,0.07,0.03,0.000018791
0.4,0.07,0.03,0.00990971
0.45,0.07,0.03,0.295415
0.3,0.075,0.03,0.0000000023728
0.35,0.075,0.03,0.0000251688
0.4,0.075,0.03,0.0121532
0.45,0.075,0.03,0.326193
0.3,0.08,0.03,0.00000000337354
0.35,0.08,0.03,0.0000336681
0.4,0.08,0.03,0.0148558
0.45,0.08,0.03,0.358557
0.3,0.085,0.03,0.00000000479841
0.35,0.085,0.03,0.0000449757
0.4,0.085,0.03,0.018098
0.45,0.085,0.03,0.39234
0.3,0.09,0.03,0.00000000682766
0.35,0.09,0.03,0.0000599932
0.4,0.09,0.03,0.0219706
0.45,0.09,0.03,0.42734
0.3,0.095,0.03,0.00000000971828
0.35,0.095,0.03,0.0000799005
0.4,0.095,0.03,0.0265749
0.45,0.095,0.03,0.463317
0.3,0.1,0.03,0.0000000138365
0.35,0.1,0.03,0.000106237
0.4,0.1,0.03,0.0320235
0.45,0.1,0.03,0.5
0.3,0.105,0.03,0.0000000197042
0.35,0.105,0.03,0.000141007
0.4,0.105,0.03,0.0384396
0.45,0.105,0.03,0.537092
0.3,0.11,0.03,0.0000000280649
0.35,0.11,0.03,0.000186807
0.4,0.11,0.03,0.0459564
0.45,0.11,0.03,0.574274
0.3,0.115,0.03,0.0000000399772
0.35,0.115,0.03,0.000246997
0.4,0.115,0.03,0.0547158
0.45,0.115,0.03,0.611215
0.3,0.12,0.03,0.000000056948
0.35,0.12,0.03,0.000325899
0.4,0.12,0.03,0.064867
0.45,0.12,0.03,0.647577
0.3,0.125,0.03,0.0000000811212
0.35,0.125,0.03,0.00042906
0.4,0.125,0.03,0.0765637
0.45,0.125,0.03,0.683031
0.3,0.13,0.03,0.000000115545
0.35,0.13,0.03,0.000563568
0.4,0.13,0.03,0.0899608
0.45,0.13,0.03,0.717257
0.3,0.135,0.03,0.000000164548
0.35,0.135,0.03,0.000738434
0.4,0.135,0.03,0.105211
0.45,0.135,0.03,0.749963
0.3,0.14,0.03,0.000000234279
0.35,0.14,0.03,0.000965074
0.4,0.14,0.03,0.122457
0.45,0.14,0.03,0.780887
0.3,0.145,0.03,0.000000333454
0.35,0.145,0.03,0.00125787
0.4,0.145,0.03,0.141832
0.45,0.145,0.03,0.809809
0.3,0.15,0.03,0.000000474424
0.35,0.15,0.03,0.00163484
0.4,0.15,0.03,0.163446
0.45,0.15,0.03,0.836554
0.3,0.155,0.03,0.000000674664
0.35,0.155,0.03,0.00211847
0.4,0.155,0.03,0.187385
0.45,0.155,0.03,0.860998
0.3,0.16,0.03,0.000000958871
0.35,0.16,0.03,0.0027366
0.4,0.16,0.03,0.213699
0.45,0.16,0.03,0.88307
0.3,0.165,0.03,0.0000013619
0.35,0.165,0.03,0.00352354
0.4,0.165,0.03,0.2424
0.45,0.165,0.03,0.902754
0.3,0.17,0.03,0.00000193286
0.35,0.17,0.03,0.00452127
0.4,0.17,0.03,0.273451
0.45,0.17,0.03,0.920082
0.3,0.175,0.03,0.00000274084
0.35,0.175,0.03,0.00578076
0.4,0.175,0.03,0.306762
0.45,0.175,0.03,0.935133
0.3,0.18,0.03,0.00000388283
0.35,0.18,0.03,0.00736349
0.4,0.18,0.03,0.342186
0.45,0.18,0.03,0.948027
0.3,0.185,0.03,0.00000549475
0.35,0.185,0.03,0.00934296
0.4,0.185,0.03,0.379517
0.45,0.185,0.03,0.958916
0.3,0.19,0.03,0.00000776662
0.35,0.19,0.03,0.0118063
0.4,0.19,0.03,0.418489
0.45,0.19,0.03,0.967976
0.3,0.195,0.03,0.0000109635
0.35,0.195,0.03,0.0148558
0.4,0.195,0.03,0.458775
0.45,0.195,0.03,0.975401
0.3,0.2,0.03,0.0000154543
0.35,0.2,0.03,0.0186104
0.4,0.2,0.03,0.5
0.45,0.2,0.03,0.98139
0.3,0.205,0.03,0.0000217507
0.35,0.205,0.03,0.0232067
0.4,0.205,0.03,0.541741
0.45,0.205,0.03,0.986141
0.3,0.21,0.03,0.0000305607
0.35,0.21,0.03,0.0287997
0.4,0.21,0.03,0.583545
0.45,0.21,0.03,0.989848
0.3,0.215,0.03,0.0000428609
0.35,0.215,0.03,0.0355631
0.4,0.215,0.03,0.624936
0.45,0.215,0.03,0.992689
0.3,0.22,0.03,0.0000599932
0.35,0.22,0.03,0.0436883
0.4,0.22,0.03,0.665438
0.45,0.22,0.03,0.994828
0.3,0.225,0.03,0.0000837957
0.35,0.225,0.03,0.0533828
0.4,0.225,0.03,0.704585
0.45,0.225,0.03,0.996408
0.3,0.23,0.03,0.000116775
0.35,0.23,0.03,0.064867
0.4,0.23,0.03,0.741944
0.45,0.23,0.03,0.997552
0.3,0.235,0.03,0.000162338
0.35,0.235,0.03,0.0783699
0.4,0.235,0.03,0.777127
0.45,0.235,0.03,0.998365
0.3,0.24,0.03,0.00022509
0.35,0.24,0.03,0.0941224
0.4,0.24,0.03,0.809809
0.45,0.24,0.03,0.99893
0.3,0.245,0.03,0.000311231
0.35,0.245,0.03,0.112349
0.4,0.245,0.03,0.839737
0.45,0.245,0.03,0.999315
0.3,0.25,0.03,0.00042906
0.35,0.25,0.03,0.13326
0.4,0.25,0.03,0.86674
0.45,0.25,0.03,0.999571
0.3,0.255,0.03,0.000589634
0.35,0.255,0.03,0.157037
0.4,0.255,0.03,0.890731
0.45,0.255,0.03,0.999737
0.3,0.26,0.03,0.000807585
0.35,0.26,0.03,0.183821
0.4,0.26,0.03,0.911709
0.45,0.26,0.03,0.999843
0.3,0.265,0.03,0.00110217
0.35,0.265,0.03,0.213699
0.4,0.265,0.03,0.929749
0.45,0.265,0.03,0.999909
0.3,0.27,0.03,0.00149854
0.35,0.27,0.03,0.246694
0.4,0.27,0.03,0.944998
0.45,0.27,0.03,0.999948
0.3,0.275,0.03,0.00202935
0.35,0.275,0.03,0.282743
0.4,0.275,0.03,0.957659
0.45,0.275,0.03,0.999971
0.3,0.28,0.03,0.0027366
0.35,0.28,0.03,0.321695
0.4,0.28,0.03,0.967976
0.45,0.28,0.03,0.999985
0.3,0.285,0.03,0.00367394
0.35,0.285,0.03,0.363301
0.4,0.285,0.03,0.976224
0.45,0.285,0.03,0.999992
0.3,0.29,0.03,0.00490921
0.35,0.29,0.03,0.407205
0.4,0.29,0.03,0.982686
0.45,0.29,0.03,0.999996
0.3,0.295,0.03,0.00652742
0.35,0.295,0.03,0.452953
0.4,0.295,0.03,0.987644
0.45,0.295,0.03,0.999998
0.3,0.3,0.03,0.00863397
0.35,0.3,0.03,0.5
0.4,0.3,0.03,0.991366
0.45,0.3,0.03,0.999999
0.3,0.305,0.03,0.011358
0.35,0.305,0.03,0.54772
0.4,0.305,0.03,0.994099
0.45,0.305,0.03,1
0.3,0.31,0.03,0.0148558
0.35,0.31,0.03,0.595434
0.4,0.31,0.03,0.996058
0.45,0.31,0.03,1
0.3,0.315,0.03,0.0193141
0.35,0.315,0.03,0.642431
0.4,0.315,0.03,0.997429
0.45,0.315,0.03,1
0.3,0.32,0.03,0.0249521
0.35,0.32,0.03,0.688002
0.4,0.32,0.03,0.998365
0.45,0.32,0.03,1
0.3,0.325,0.03,0.0320235
0.35,0.325,0.03,0.731476
0.4,0.325,0.03,0.998987
0.45,0.325,0.03,1
0.3,0.33,0.03,0.0408161
0.35,0.33,0.03,0.772247
0.4,0.33,0.03,0.999389
0.45,0.33,0.03,1
0.3,0.335,0.03,0.0516488
0.35,0.335,0.03,0.809809
0.4,0.335,0.03,0.999642
0.45,0.335,0.03,1
0.3,0.34,0.03,0.064867
0.35,0.34,0.03,0.843777
0.4,0.34,0.03,0.999796
0.45,0.34,0.03,1
0.3,0.345,0.03,0.0808329
0.35,0.345,0.03,0.873903
0.4,0.345,0.03,0.999888
0.45,0.345,0.03,1
0.3,0.35,0.03,0.0999123
0.35,0.35,0.03,0.900087
0.4,0.35,0.03,0.99994
0.45,0.35,0.03,1
0.3,0.355,0.03,0.122457
0.35,0.355,0.03,0.922368
0.4,0.355,0.03,0.999968
0.45,0.355,0.03,0.999999
0.3,0.36,0.03,0.148783
0.35,0.36,0.03,0.940913
0.4,0.36,0.03,0.999983
0.45,0.36,0.03,0.999998
0.3,0.365,0.03,0.179143
0.35,0.365,0.03,0.955996
0.4,0.365,0.03,0.999989
0.45,0.365,0.03,0.999997
0.3,0.37,0.03,0.213698
0.35,0.37,0.03,0.967969
0.4,0.37,0.03,0.999989
0.45,0.37,0.03,0.999993
0.3,0.375,0.03,0.252489
0.35,0.375,0.03,0.977235
0.4,0.375,0.03,0.999983
0.45,0.375,0.03,0.999985
0.3,0.38,0.03,0.295405
0.35,0.38,0.03,0.984212
0.4,0.38,0.03,0.999968
0.45,0.38,0.03,0.999968
0.3,0.385,0.03,0.342165
0.35,0.385,0.03,0.989313
0.4,0.385,0.03,0.999937
0.45,0.385,0.03,0.999937
0.3,0.39,0.03,0.392292
0.35,0.39,0.03,0.992912
0.4,0.39,0.03,0.999877
0.45,0.39,0.03,0.999877
0.3,0.395,0.03,0.445119
0.35,0.395,0.03,0.995334
0.4,0.395,0.03,0.999767
0.45,0.395,0.03,0.999767
0.3,0.4,0.03,0.499785
0.35,0.4,0.03,0.996836
0.4,0.4,0.03,0.999571
0.45,0.4,0.03,0.999571
0.3,0.405,0.03,0.555264
0.35,0.405,0.03,0.997595
0.4,0.405,0.03,0.999229
0.45,0.405,0.03,0.999229
0.3,0.41,0.03,0.610389
0.35,0.41,0.03,0.997707
0.4,0.41,0.03,0.99865
0.45,0.41,0.03,0.99865
0.3,0.415,0.03,0.663905
0.35,0.415,0.03,0.997172
0.4,0.415,0.03,0.997697
0.45,0.415,0.03,0.997697
0.3,0.42,0.03,0.71451
0.35,0.42,0.03,0.995889
0.4,0.42,0.03,0.99617
0.45,0.42,0.03,0.99617
0.3,0.425,0.03,0.760908
0.35,0.425,0.03,0.993646
0.4,0.425,0.03,0.99379
0.45,0.425,0.03,0.99379
0.3,0.43,0.03,0.801861
0.35,0.43,0.03,0.990113
0.4,0.43,0.03,0.990185
0.45,0.43,0.03,0.990185
0.3,0.435,0.03,0.836222
0.35,0.435,0.03,0.984836
0.4,0.435,0.03,0.98487
0.45,0.435,0.03,0.98487
0.3,0.44,0.03,0.86298
0.35,0.44,0.03,0.977235
0.4,0.44,0.03,0.97725
0.45,0.44,0.03,0.97725
0.3,0.445,0.03,0.881279
0.35,0.445,0.03,0.966617
0.4,0.445,0.03,0.966623
0.45,0.445,0.03,0.966623
0.3,0.45,0.03,0.890443
0.35,0.45,0.03,0.952207
0.4,0.45,0.03,0.95221
0.45,0.45,0.03,0.95221
0.3,0.455,0.03,0.889997
0.35,0.455,0.03,0.933192
0.4,0.455,0.03,0.933193
0.45,0.455,0.03,0.933193
0.3,0.46,0.03,0.879686
0.35,0.46,0.03,0.908788
0.4,0.46,0.03,0.908789
0.45,0.46,0.03,0.908789
0.3,0.465,0.03,0.859498
0.35,0.465,0.03,0.878327
0.4,0.465,0.03,0.878327
0.45,0.465,0.03,0.878327
0.3,0.47,0.03,0.829685
0.35,0.47,0.03,0.841345
0.4,0.47,0.03,0.841345
0.45,0.47,0.03,0.841345
0.3,0.475,0.03,0.790785
0.35,0.475,0.03,0.797672
0.4,0.475,0.03,0.797672
0.45,0.475,0.03,0.797672
0.3,0.48,0.03,0.743641
0.35,0.48,0.03,0.747507
0.4,0.48,0.03,0.747507
0.45,0.48,0.03,0.747507
0.3,0.485,0.03,0.689407
0.35,0.485,0.03,0.691462
0.4,0.485,0.03,0.691462
0.45,0.485,0.03,0.691462
0.3,0.49,0.03,0.629528
0.35,0.49,0.03,0.630559
0.4,0.49,0.03,0.630559
0.45,0.49,0.03,0.630559
0.3,0.495,0.03,0.565698
0.35,0.495,0.03,0.566184
0.4,0.495,0.03,0.566184
0.45,0.495,0.03,0.566184
0.3,0.5,0.03,0.499785
0.35,0.5,0.03,0.5
0.4,0.5,0.03,0.5
0.45,0.5,0.03,0.5
0.3,0.505,0.03,0.433728
0.35,0.505,0.03,0.433816
0.4,0.505,0.03,0.433816
0.45,0.505,0.03,0.433816
0.3,0.51,0.03,0.369408
0.35,0.51,0.03,0.369441
0.4,0.51,0.03,0.369441
0.45,0.51,0.03,0.369441
0.3,0.515,0.03,0.308526
0.35,0.515,0.03,0.308538
0.4,0.515,0.03,0.308538
0.45,0.515,0.03,0.308538
0.3,0.52,0.03,0.252489
0.35,0.52,0.03,0.252493
0.4,0.52,0.03,0.252493
0.45,0.52,0.03,0.252493
0.3,0.525,0.03,0.202327
0.35,0.525,0.03,0.202328
0.4,0.525,0.03,0.202328
0.45,0.525,0.03,0.202328
0.3,0.53,0.03,0.158655
0.35,0.53,0.03,0.158655
0.4,0.53,0.03,0.158655
0.45,0.53,0.03,0.158655
0.3,0.535,0.03,0.121672
0.35,0.535,0.03,0.121673
0.4,0.535,0.03,0.121673
0.45,0.535,0.03,0.121673
0.3,0.54,0.03,0.0912112
0.35,0.54,0.03,0.0912112
0.4,0.54,0.03,0.0912112
0.45,0.54,0.03,0.0912112
0.3,0.545,0.03,0.0668072
0.35,0.545,0.03,0.0668072
0.4,0.545,0.03,0.0668072
0.45,0.545,0.03,0.0668072
0.3,0.55,0.03,0.0477904
0.35,0.55,0.03,0.0477904
0.4,0.55,0.03,0.0477904
0.45,0.55,0.03,0.0477904
0.3,0.555,0.03,0.0333765
0.35,0.555,0.03,0.0333765
0.4,0.555,0.03,0.0333765
0.3,0.56,0.03,0.0227501
0.35,0.56,0.03,0.0227501
0.4,0.56,0.03,0.0227501
0.3,0.565,0.03,0.0151301
0.35,0.565,0.03,0.0151301
0.4,0.565,0.03,0.0151301
0.3,0.57,0.03,0.00981533
0.35,0.57,0.03,0.00981533
0.4,0.57,0.03,0.00981533
0.3,0.575,0.03,0.00620967
0.35,0.575,0.03,0.00620967
0.4,0.575,0.03,0.00620967
0.3,0.58,0.03,0.00383038
0.35,0.58,0.03,0.00383038
0.4,0.58,0.03,0.00383038
0.3,0.585,0.03,0.00230327
0.35,0.585,0.03,0.00230327
0.4,0.585,0.03,0.00230327
0.3,0.59,0.03,0.0013499
0.35,0.59,0.03,0.0013499
0.4,0.59,0.03,0.0013499
0.3,0.595,0.03,0.000770985
0.35,0.595,0.03,0.000770985
0.4,0.595,0.03,0.000770985
0.3,0.6,0.03,0.00042906
0.35,0.6,0.03,0.00042906
0.4,0.6,0.03,0.00042906
0.3,0,0.05,0.0000316712
0.35,0,0.05,0.0013499
0.4,0,0.05,0.0227501
0.45,0,0.05,0.158655
0.3,0.005,0.05,0.0000359591
0.35,0.005,0.05,0.00151428
0.4,0.005,0.05,0.0250096
0.45,0.005,0.05,0.169846
0.3,0.01,0.05,0.0000408439
0.35,0.01,0.05,0.00169867
0.4,0.01,0.05,0.02748
0.45,0.01,0.05,0.181651
0.3,0.015,0.05,0.0000464106
0.35,0.015,0.05,0.00190547
0.4,0.015,0.05,0.0301788
0.45,0.015,0.05,0.194084
0.3,0.02,0.05,0.0000527566
0.35,0.02,0.05,0.00213737
0.4,0.02,0.05,0.0331245
0.45,0.02,0.05,0.207157
0.3,0.025,0.05,0.0000599932
0.35,0.025,0.05,0.00239735
0.4,0.025,0.05,0.0363371
0.45,0.025,0.05,0.220878
0.3,0.03,0.05,0.000068248
0.35,0.03,0.05,0.00268875
0.4,0.03,0.05,0.0398373
0.45,0.03,0.05,0.235255
0.3,0.035,0.05,0.0000776669
0.35,0.035,0.05,0.00301529
0.4,0.035,0.05,0.0436473
0.45,0.035,0.05,0.250291
0.3,0.04,0.05,0.0000884173
0.35,0.04,0.05,0.0033811
0.4,0.04,0.05,0.0477904
0.45,0.04,0.05,0.265986
0.3,0.045,0.05,0.000100691
0.35,0.045,0.05,0.00379079
0.4,0.045,0.05,0.0522908
0.45,0.045,0.05,0.282336
0.3,0.05,0.05,0.000114706
0.35,0.05,0.05,0.00424946
0.4,0.05,0.05,0.0571741
0.45,0.05,0.05,0.299334
0.3,0.055,0.05,0.000130716
0.35,0.055,0.05,0.00476278
0.4,0.055,0.05,0.0624667
0.45,0.055,0.05,0.316969
0.3,0.06,0.05,0.000149006
0.35,0.06,0.05,0.00533704
0.4,0.06,0.05,0.0681961
0.45,0.06,0.05,0.335224
0.3,0.065,0.05,0.000169908
0.35,0.065,0.05,0.00597921
0.4,0.065,0.05,0.0743905
0.45,0.065,0.05,0.354079
0.3,0.07,0.05,0.000193799
0.35,0.07,0.05,0.00669699
0.4,0.07,0.05,0.0810791
0.45,0.07,0.05,0.373506
0.3,0.075,0.05,0.000221111
0.35,0.075,0.05,0.00749889
0.4,0.075,0.05,0.0882915
0.45,0.075,0.05,0.393476
0.3,0.08,0.05,0.000252339
0.35,0.08,0.05,0.00839431
0.4,0.08,0.05,0.0960575
0.45,0.08,0.05,0.413952
0.3,0.085,0.05,0.000288051
0.35,0.085,0.05,0.0093936
0.4,0.085,0.05,0.104407
0.45,0.085,0.05,0.434891
0.3,0.09,0.05,0.000328895
0.35,0.09,0.05,0.0105081
0.4,0.09,0.05,0.113372
0.45,0.09,0.05,0.456248
0.3,0.095,0.05,0.000375615
0.35,0.095,0.05,0.0117504
0.4,0.095,0.05,0.122979
0.45,0.095,0.05,0.47797
0.3,0.1,0.05,0.00042906
0.35,0.1,0.05,0.0131341
0.4,0.1,0.05,0.13326
0.45,0.1,0.05,0.5
0.3,0.105,0.05,0.000490204
0.35,0.105,0.05,0.0146743
0.4,0.105,0.05,0.144242
0.45,0.105,0.05,0.522276
0.3,0.11,0.05,0.000560159
0.35,0.11,0.05,0.0163874
0.4,0.11,0.05,0.155952
0.45,0.11,0.05,0.544731
0.3,0.115,0.05,0.000640195
0.35,0.115,0.05,0.0182911
0.4,0.115,0.05,0.168414
