GEOID,state,city,grade,total,white,black,pct_black
17031031501,IL,Chicago,C,4155,1473,1421,34.2
17031031502,IL,Chicago,C,4712,1743,1932,41.0
17031031700,IL,Chicago,C,6294,3762,1102,17.51
17031031800,IL,Chicago,C,1910,1281,76,3.98
17031031900,IL,Chicago,C,2522,1793,181,7.18
17031032100,IL,Chicago,C,7543,4480,1310,17.37
17031040201,IL,Chicago,B,6408,4299,208,3.25
17031040202,IL,Chicago,B,7318,3289,579,7.91
17031040300,IL,Chicago,B,2928,1659,107,3.65
17031040401,IL,Chicago,C,3129,2256,73,2.33
17031040402,IL,Chicago,C,4746,3525,156,3.29
17031040600,IL,Chicago,C,2530,1980,40,1.58
17031040700,IL,Chicago,C,3426,2461,124,3.62
17031040800,IL,Chicago,C,1636,1256,42,2.57
17031040900,IL,Chicago,C,2063,1549,49,2.38
17031050100,IL,Chicago,C,2568,2054,51,1.99
17031050200,IL,Chicago,C,5309,4085,78,1.47
17031050300,IL,Chicago,C,2671,1945,39,1.46
17031050500,IL,Chicago,C,5117,4027,72,1.41
17031050600,IL,Chicago,C,2443,1972,44,1.8
17031050700,IL,Chicago,C,1513,1246,26,1.72
17031050800,IL,Chicago,C,1406,1096,15,1.07
17031050900,IL,Chicago,C,1426,1123,23,1.61
17031051000,IL,Chicago,C,1538,1147,44,2.86
17031051100,IL,Chicago,C,1599,1264,16,1.0
17031051200,IL,Chicago,C,1581,1257,25,1.58
17031051300,IL,Chicago,C,2907,2269,71,2.44
17031051400,IL,Chicago,C,2492,1615,256,10.27
17031060100,IL,Chicago,C,2830,2224,90,3.18
17031060200,IL,Chicago,C,2313,1684,87,3.76
17031060300,IL,Chicago,C,3076,2446,31,1.01
17031060400,IL,Chicago,C,3709,3013,52,1.4
17031061000,IL,Chicago,C,2279,1768,105,4.61
17031061100,IL,Chicago,C,1367,1150,27,1.98
17031061200,IL,Chicago,C,1932,1592,55,2.85
17031061500,IL,Chicago,C,1797,1498,28,1.56
17031061800,IL,Chicago,C,1051,763,62,5.9
17031061901,IL,Chicago,C,3625,2640,203,5.6
17031062000,IL,Chicago,C,2843,2214,87,3.06
17031062100,IL,Chicago,C,3817,2975,135,3.54
17031062200,IL,Chicago,C,3244,2703,94,2.9
17031062300,IL,Chicago,C,1667,1361,18,1.08
17031062400,IL,Chicago,C,1673,1372,35,2.09
17031062500,IL,Chicago,C,1675,1301,81,4.84
17031062600,IL,Chicago,C,2477,1869,26,1.05
17031062700,IL,Chicago,C,2955,2385,57,1.93
17031062800,IL,Chicago,C,3851,3192,88,2.29
17031062900,IL,Chicago,C,4125,3450,79,1.92
17031063000,IL,Chicago,C,3417,2647,109,3.19
17031063100,IL,Chicago,C,2376,1883,54,2.27
17031063301,IL,Chicago,C,2833,2118,172,6.07
17031063302,IL,Chicago,B,4577,3422,170,3.71
17031063400,IL,Chicago,C,2417,1873,116,4.8
17031070102,IL,Chicago,C,3063,2357,109,3.56
17031070103,IL,Chicago,C,1845,1438,68,3.69
17031070200,IL,Chicago,C,4200,3304,127,3.02
17031070300,IL,Chicago,C,4349,3609,75,1.72
17031070400,IL,Chicago,C,3250,2628,138,4.25
17031070500,IL,Chicago,D,3322,2713,128,3.85
17031070600,IL,Chicago,D,3449,2757,37,1.07
17031071000,IL,Chicago,D,4357,3497,201,4.61
17031071100,IL,Chicago,D,3091,2565,114,3.69
17031071200,IL,Chicago,D,2973,2317,136,4.57
17031071300,IL,Chicago,D,3893,3213,54,1.39
17031071600,IL,Chicago,D,1793,1371,105,5.86
17031071700,IL,Chicago,D,1660,1199,159,9.58
17031071800,IL,Chicago,D,2652,1818,401,15.12
17031080100,IL,Chicago,B,6388,5425,148,2.32
17031080201,IL,Chicago,C,3375,2898,83,2.46
17031080202,IL,Chicago,D,4225,3479,75,1.78
17031080300,IL,Chicago,D,5499,4429,286,5.2
17031080400,IL,Chicago,D,4569,1642,2449,53.6
17031081000,IL,Chicago,D,8746,6043,951,10.87
17031081100,IL,Chicago,D,4187,3087,347,8.29
17031081201,IL,Chicago,D,5080,4035,250,4.92
17031081300,IL,Chicago,B,5540,4202,189,3.41
17031081500,IL,Chicago,D,5917,4339,172,2.91
17031081600,IL,Chicago,D,4168,3024,119,2.86
17031081900,IL,Chicago,D,1325,772,343,25.89
17031090100,IL,Chicago,B,3585,3015,23,0.64
17031090200,IL,Chicago,B,6626,5677,47,0.71
17031090300,IL,Chicago,B,1314,1148,11,0.84
17031100100,IL,Chicago,C,5538,4029,70,1.26
17031100200,IL,Chicago,B,7024,5639,94,1.34
17031100300,IL,Chicago,C,6252,5246,34,0.54
17031100400,IL,Chicago,C,3207,2667,18,0.56
17031100500,IL,Chicago,C,6116,4694,95,1.55
17031100600,IL,Chicago,C,4897,3510,72,1.47
17031110100,IL,Chicago,B,5568,3809,161,2.89
17031110200,IL,Chicago,C,2772,1809,41,1.48
17031110300,IL,Chicago,C,5348,3597,76,1.42
17031110400,IL,Chicago,C,4522,2912,97,2.15
17031110501,IL,Chicago,C,4786,2895,53,1.11
17031110502,IL,Chicago,C,3220,1947,71,2.2
17031120100,IL,Chicago,A,4402,3542,37,0.84
17031120200,IL,Chicago,A,4748,3584,37,0.78
17031120300,IL,Chicago,A,6920,4795,92,1.33
17031120400,IL,Chicago,B,3526,2020,75,2.13
17031130100,IL,Chicago,B,5205,3139,110,2.11
17031130300,IL,Chicago,B,5083,2032,326,6.41
17031140100,IL,Chicago,C,3464,1187,183,5.28
17031140200,IL,Chicago,C,5834,1984,442,7.58
17031140301,IL,Chicago,C,2693,478,142,5.27
17031140302,IL,Chicago,B,4060,1372,259,6.38
17031140400,IL,Chicago,C,6503,2871,98,1.51
17031140500,IL,Chicago,C,3451,1301,77,2.23
17031140601,IL,Chicago,C,2545,641,137,5.38
17031140602,IL,Chicago,C,5041,1345,363,7.2
17031140701,IL,Chicago,C,2784,816,113,4.06
17031140702,IL,Chicago,C,5535,1660,274,4.95
17031140800,IL,Chicago,B,6486,3663,272,4.19
17031150200,IL,Chicago,C,7434,4232,245,3.3
17031150300,IL,Chicago,C,7120,4690,118,1.66
17031150401,IL,Chicago,C,4681,2959,103,2.2
17031150402,IL,Chicago,C,3831,2187,67,1.75
17031150501,IL,Chicago,C,3823,2372,71,1.86
17031150502,IL,Chicago,C,4239,2271,84,1.98
17031150600,IL,Chicago,C,3882,2048,108,2.78
17031150700,IL,Chicago,C,4429,2266,141,3.18
17031150800,IL,Chicago,C,4903,2130,135,2.75
17031151001,IL,Chicago,C,2833,996,89,3.14
17031151002,IL,Chicago,C,4588,1661,204,4.45
17031151100,IL,Chicago,C,5140,2198,163,3.17
17031151200,IL,Chicago,C,3880,1861,84,2.16
17031160100,IL,Chicago,C,2444,1464,52,2.13
17031160200,IL,Chicago,C,3278,2117,125,3.81
17031160300,IL,Chicago,C,3769,1986,317,8.41
17031160400,IL,Chicago,C,4854,2444,273,5.62
17031160501,IL,Chicago,C,3703,1289,150,4.05
17031160502,IL,Chicago,C,3300,1269,161,4.88
17031160601,IL,Chicago,C,3380,1643,143,4.23
17031160602,IL,Chicago,C,3481,1688,108,3.1
17031160700,IL,Chicago,C,5766,2610,192,3.33
17031160800,IL,Chicago,C,4997,2115,174,3.48
17031160900,IL,Chicago,C,2410,1468,104,4.32
17031161000,IL,Chicago,C,1899,1302,55,2.9
17031161100,IL,Chicago,C,1940,1363,65,3.35
17031161200,IL,Chicago,C,2820,953,89,3.16
17031161300,IL,Chicago,C,3899,1647,153,3.92
17031170200,IL,Chicago,C,3812,1996,49,1.29
17031170300,IL,Chicago,C,5216,3217,86,1.65
17031170400,IL,Chicago,C,4141,2546,80,1.93
17031170500,IL,Chicago,C,5316,3804,99,1.86
17031170600,IL,Chicago,C,2551,1852,30,1.18
17031170700,IL,Chicago,C,3068,2102,36,1.17
17031170800,IL,Chicago,C,3799,2352,78,2.05
17031170900,IL,Chicago,C,1662,1024,65,3.91
17031171000,IL,Chicago,B,7313,4233,200,2.73
17031171100,IL,Chicago,C,4235,2069,121,2.86
17031180100,IL,Chicago,C,6656,2875,314,4.72
17031190100,IL,Chicago,B,2325,486,44,1.89
17031190200,IL,Chicago,C,5652,1689,190,3.36
17031190300,IL,Chicago,B,5738,1981,154,2.68
17031190401,IL,Chicago,B,4325,1338,138,3.19
17031190402,IL,Chicago,B,5294,1563,194,3.66
17031190601,IL,Chicago,C,4382,891,151,3.45
17031190602,IL,Chicago,C,5378,1153,177,3.29
17031190701,IL,Chicago,C,2972,626,121,4.07
17031190702,IL,Chicago,C,4952,770,212,4.28
17031190800,IL,Chicago,C,6831,1370,188,2.75
17031190900,IL,Chicago,B,1927,428,102,5.29
17031191000,IL,Chicago,C,2422,450,89,3.67
17031191100,IL,Chicago,C,7533,1255,309,4.1
17031191200,IL,Chicago,C,3810,502,59,1.55
17031191301,IL,Chicago,D,5214,799,368,7.06
17031191302,IL,Chicago,D,4940,905,245,4.96
17031200100,IL,Chicago,B,4118,1089,136,3.3
17031200200,IL,Chicago,C,5162,1100,235,4.55
17031200300,IL,Chicago,C,2015,495,72,3.57
17031200401,IL,Chicago,C,3743,621,185,4.94
17031200402,IL,Chicago,C,4192,870,145,3.46
17031210400,IL,Chicago,C,2912,1005,124,4.26
17031210501,IL,Chicago,C,3555,1596,137,3.85
17031210502,IL,Chicago,C,4099,1725,129,3.15
17031210601,IL,Chicago,C,2717,1086,88,3.24
17031210602,IL,Chicago,C,4148,1639,172,4.15
17031210700,IL,Chicago,C,3907,2021,112,2.87
17031210800,IL,Chicago,D,986,442,21,2.13
17031210900,IL,Chicago,D,3170,1625,136,4.29
17031220300,IL,Chicago,C,2207,1517,64,2.9
17031220400,IL,Chicago,C,2579,1698,58,2.25
17031220500,IL,Chicago,C,2751,1806,139,5.05
17031220601,IL,Chicago,C,1635,952,52,3.18
17031220602,IL,Chicago,C,4877,2827,326,6.68
17031220701,IL,Chicago,C,2920,1107,108,3.7
17031220702,IL,Chicago,C,3653,1494,178,4.87
17031220901,IL,Chicago,C,2903,794,251,8.65
17031220902,IL,Chicago,C,2959,931,86,2.91
17031221000,IL,Chicago,C,2432,1041,160,6.58
17031221100,IL,Chicago,C,4440,2480,295,6.64
17031221200,IL,Chicago,C,2954,1805,207,7.01
17031221300,IL,Chicago,C,3062,1914,128,4.18
17031221400,IL,Chicago,D,3385,1932,91,2.69
17031221500,IL,Chicago,D,2909,1598,225,7.73
17031221600,IL,Chicago,D,3159,2288,64,2.03
17031222200,IL,Chicago,D,2156,1666,58,2.69
17031222500,IL,Chicago,D,1415,797,76,5.37
17031222600,IL,Chicago,D,1599,879,127,7.94
17031222700,IL,Chicago,D,2082,938,252,12.1
17031222800,IL,Chicago,D,960,355,85,8.85
17031230100,IL,Chicago,D,1504,630,221,14.69
17031230200,IL,Chicago,D,1834,593,174,9.49
17031230300,IL,Chicago,D,956,245,100,10.46
17031230500,IL,Chicago,C,3419,375,342,10.0
17031230600,IL,Chicago,C,6817,737,1840,26.99
17031230700,IL,Chicago,C,6218,1128,638,10.26
17031230800,IL,Chicago,C,1234,238,102,8.27
17031230900,IL,Chicago,C,5044,1657,726,14.39
17031231100,IL,Chicago,C,1214,138,606,49.92
17031231200,IL,Chicago,C,5983,500,2918,48.77
17031231500,IL,Chicago,C,5655,276,4083,72.2
17031240200,IL,Chicago,D,1556,1154,62,3.98
17031240300,IL,Chicago,D,1362,1086,17,1.25
17031240500,IL,Chicago,D,2610,2059,57,2.18
17031240600,IL,Chicago,D,1489,999,56,3.76
17031240700,IL,Chicago,D,1499,629,209,13.94
17031240800,IL,Chicago,D,1687,789,125,7.41
17031241000,IL,Chicago,D,2363,1064,440,18.62
17031241100,IL,Chicago,D,3574,1999,387,10.83
17031241200,IL,Chicago,D,1714,1232,73,4.26
17031241300,IL,Chicago,D,1848,1301,174,9.42
17031241400,IL,Chicago,D,5273,3919,365,6.92
17031241500,IL,Chicago,D,2954,2123,89,3.01
17031241600,IL,Chicago,D,3534,2428,130,3.68
17031242000,IL,Chicago,D,4692,2622,754,16.07
17031242100,IL,Chicago,D,3976,2934,74,1.86
17031242200,IL,Chicago,D,4082,3070,137,3.36
17031242300,IL,Chicago,C,3568,2783,83,2.33
17031242400,IL,Chicago,C,2902,2380,59,2.03
17031242500,IL,Chicago,C,3426,2224,225,6.57
17031242600,IL,Chicago,C,5665,3149,524,9.25
17031242700,IL,Chicago,C,1938,893,439,22.65
17031242900,IL,Chicago,D,1962,1406,81,4.13
17031243000,IL,Chicago,D,2234,1459,80,3.58
17031243100,IL,Chicago,D,2249,1277,43,1.91
17031243200,IL,Chicago,D,2287,1497,70,3.06
17031243300,IL,Chicago,D,2431,1768,67,2.76
17031243400,IL,Chicago,D,2880,1730,201,6.98
17031250200,IL,Chicago,C,2779,255,1259,45.3
17031250300,IL,Chicago,C,4742,268,2757,58.14
17031250400,IL,Chicago,C,5789,253,3960,68.41
17031250500,IL,Chicago,B,7315,2745,2165,29.6
17031250600,IL,Chicago,C,4203,159,3271,77.83
17031250700,IL,Chicago,C,5932,150,4649,78.37
17031250800,IL,Chicago,C,2432,130,1640,67.43
17031251100,IL,Chicago,C,4468,152,3332,74.57
17031251200,IL,Chicago,C,3910,153,2937,75.12
17031251300,IL,Chicago,C,5098,223,4082,80.07
17031251400,IL,Chicago,C,3986,245,3356,84.19
17031251500,IL,Chicago,C,4342,130,3531,81.32
17031251600,IL,Chicago,C,3522,86,2855,81.06
17031251700,IL,Chicago,C,1347,63,868,64.44
17031251800,IL,Chicago,C,5101,60,4726,92.65
17031251900,IL,Chicago,C,5387,142,4875,90.5
17031252000,IL,Chicago,C,5646,104,5235,92.72
17031252102,IL,Chicago,C,6187,70,5811,93.92
17031252201,IL,Chicago,C,2940,23,2635,89.63
17031252202,IL,Chicago,C,4783,62,4456,93.16
17031260200,IL,Chicago,C,1054,32,938,88.99
17031260300,IL,Chicago,C,1528,33,1376,90.05
17031260400,IL,Chicago,C,1398,11,1282,91.7
17031260500,IL,Chicago,C,1833,25,1667,90.94
17031260600,IL,Chicago,C,2114,26,1911,90.4
17031260700,IL,Chicago,C,1691,42,1448,85.63
17031260800,IL,Chicago,C,2271,49,2077,91.46
17031260900,IL,Chicago,C,1778,55,1625,91.39
17031261000,IL,Chicago,C,2289,47,2098,91.66
17031271200,IL,Chicago,D,1172,41,1035,88.31
17031271300,IL,Chicago,C,1060,35,957,90.28
17031271400,IL,Chicago,C,1535,95,1301,84.76
17031271500,IL,Chicago,C,1373,30,1248,90.9
17031271800,IL,Chicago,D,976,20,879,90.06
17031280400,IL,Chicago,D,1231,102,1000,81.23
17031280800,IL,Chicago,D,1198,50,1065,88.9
17031280900,IL,Chicago,D,1077,136,840,77.99
17031281900,IL,Chicago,D,7031,3416,329,4.68
17031282700,IL,Chicago,D,2558,690,951,37.18
17031282800,IL,Chicago,D,1634,606,248,15.18
17031283100,IL,Chicago,D,2717,834,752,27.68
17031283800,IL,Chicago,D,3343,1078,1511,45.2
17031290900,IL,Chicago,C,3975,71,3540,89.06
17031291200,IL,Chicago,D,2286,30,2141,93.66
17031291600,IL,Chicago,D,874,200,158,18.08
17031292200,IL,Chicago,D,2942,135,2525,85.83
17031292400,IL,Chicago,C,2041,49,1808,88.58
17031292500,IL,Chicago,C,4057,78,3593,88.56
17031300500,IL,Chicago,C,3243,388,321,9.9
17031300600,IL,Chicago,C,3253,339,437,13.43
17031300700,IL,Chicago,C,4798,676,156,3.25
17031300800,IL,Chicago,C,4136,562,96,2.32
17031300900,IL,Chicago,C,4553,601,70,1.54
17031301100,IL,Chicago,C,2323,423,117,5.04
17031301200,IL,Chicago,C,4087,695,482,11.79
17031301600,IL,Chicago,C,4995,677,34,0.68
17031301701,IL,Chicago,C,4279,518,51,1.19
17031301702,IL,Chicago,C,4121,473,13,0.32
17031301802,IL,Chicago,C,3376,366,58,1.72
17031301803,IL,Chicago,C,5107,714,31,0.61
17031310200,IL,Chicago,D,1588,674,158,9.95
17031310400,IL,Chicago,D,1375,539,49,3.56
17031310500,IL,Chicago,D,1399,369,66,4.72
17031310600,IL,Chicago,D,5498,1659,409,7.44
17031310700,IL,Chicago,D,1700,467,118,6.94
17031310800,IL,Chicago,D,4175,1051,122,2.92
17031310900,IL,Chicago,D,4781,1207,163,3.41
17031330102,IL,Chicago,D,10811,5536,1848,17.09
17031330103,IL,Chicago,D,8248,3471,2634,31.94
17031340300,IL,Chicago,D,1865,290,39,2.09
17031340400,IL,Chicago,D,1844,291,51,2.77
17031340500,IL,Chicago,D,1629,709,74,4.54
17031350400,IL,Chicago,D,1512,32,1395,92.26
17031351100,IL,Chicago,D,2038,34,1909,93.67
17031351400,IL,Chicago,D,1392,42,1231,88.43
17031351500,IL,Chicago,D,823,45,643,78.13
17031360200,IL,Chicago,D,1651,14,1563,94.67
17031380100,IL,Chicago,D,2207,96,1932,87.54
17031380200,IL,Chicago,D,2408,50,2260,93.85
17031380600,IL,Chicago,D,3947,100,3684,93.34
17031381200,IL,Chicago,D,2077,39,1946,93.69
17031381400,IL,Chicago,D,1796,45,1635,91.04
17031381500,IL,Chicago,D,667,16,609,91.3
17031381700,IL,Chicago,D,18,2,8,44.44
17031381800,IL,Chicago,D,1462,41,1334,91.24
17031381900,IL,Chicago,D,1106,29,1007,91.05
17031390200,IL,Chicago,D,1883,236,1465,77.8
17031390300,IL,Chicago,D,2617,104,2399,91.67
17031390400,IL,Chicago,C,2871,270,2395,83.42
17031390500,IL,Chicago,C,1666,448,967,58.04
17031390600,IL,Chicago,C,1994,799,912,45.74
17031400400,IL,Chicago,D,1995,17,1900,95.24
17031400500,IL,Chicago,D,2372,51,2259,95.24
17031400800,IL,Chicago,D,3178,31,3008,94.65
17031410200,IL,Chicago,C,1165,470,343,29.44
17031410500,IL,Chicago,C,2922,854,1362,46.61
17031410600,IL,Chicago,C,2371,1005,584,24.63
17031410700,IL,Chicago,C,2399,1114,541,22.55
17031410800,IL,Chicago,C,2993,1077,879,29.37
17031411100,IL,Chicago,C,2379,1426,203,8.53
17031411200,IL,Chicago,C,1713,1025,178,10.39
17031420200,IL,Chicago,C,1781,197,1366,76.7
17031420300,IL,Chicago,C,2818,978,1093,38.79
17031420400,IL,Chicago,C,1544,248,1004,65.03
17031420500,IL,Chicago,D,2053,50,1889,92.01
17031420600,IL,Chicago,D,2524,74,2335,92.51
17031420700,IL,Chicago,D,3021,39,2804,92.82
17031420800,IL,Chicago,D,2457,60,2273,92.51
17031421200,IL,Chicago,D,1405,15,1322,94.09
17031430101,IL,Chicago,B,4091,68,3841,93.89
17031430200,IL,Chicago,C,5086,191,4640,91.23
17031430300,IL,Chicago,C,2558,11,2435,95.19
17031430400,IL,Chicago,C,3031,54,2841,93.73
17031430500,IL,Chicago,C,4098,34,3890,94.92
17031430600,IL,Chicago,B,1670,44,1513,90.6
17031430800,IL,Chicago,B,1862,31,1772,95.17
17031431200,IL,Chicago,C,2898,33,2720,93.86
17031431301,IL,Chicago,C,3590,36,3410,94.99
17031431302,IL,Chicago,C,4351,35,4139,95.13
17031440101,IL,Chicago,B,4171,27,4051,97.12
17031440102,IL,Chicago,B,3633,26,3498,96.28
17031440201,IL,Chicago,B,5054,39,4857,96.1
17031440202,IL,Chicago,B,3525,21,3383,95.97
17031440300,IL,Chicago,B,4677,25,4465,95.47
17031440600,IL,Chicago,C,1996,10,1906,95.49
17031440700,IL,Chicago,C,1497,14,1431,95.59
17031440800,IL,Chicago,C,1620,10,1554,95.93
17031440900,IL,Chicago,C,2462,15,2360,95.86
17031450300,IL,Chicago,B,3252,12,3138,96.49
17031460200,IL,Chicago,D,1948,216,866,44.46
17031460301,IL,Chicago,D,2987,204,1945,65.12
17031460302,IL,Chicago,D,3282,107,2815,85.77
17031460400,IL,Chicago,D,3411,51,3185,93.37
17031460500,IL,Chicago,C,5400,48,5136,95.11
17031460800,IL,Chicago,D,3639,245,2204,60.57
17031461000,IL,Chicago,D,1460,112,979,67.05
17031470100,IL,Chicago,D,2527,6,2410,95.37
17031480200,IL,Chicago,C,1103,4,1056,95.74
17031480300,IL,Chicago,D,1348,15,1302,96.59
17031480400,IL,Chicago,C,5650,41,5382,95.26
17031480500,IL,Chicago,C,2986,119,2448,81.98
17031490200,IL,Chicago,D,3040,26,2881,94.77
17031490700,IL,Chicago,C,2656,11,2530,95.26
17031490800,IL,Chicago,B,3502,26,3346,95.55
17031490902,IL,Chicago,B,4647,15,4484,96.49
17031491000,IL,Chicago,C,3807,60,3543,93.07
17031491100,IL,Chicago,B,4079,48,3865,94.75
17031491200,IL,Chicago,B,2019,19,1939,96.04
17031491300,IL,Chicago,C,2023,18,1919,94.86
17031500100,IL,Chicago,C,3545,16,3439,97.01
17031500300,IL,Chicago,D,1587,515,725,45.68
17031520300,IL,Chicago,D,5675,1319,177,3.12
17031520400,IL,Chicago,C,4055,949,125,3.08
17031520500,IL,Chicago,C,4420,1504,128,2.9
17031520600,IL,Chicago,D,2530,732,70,2.77
17031530100,IL,Chicago,D,2197,180,1071,48.75
17031530200,IL,Chicago,C,4128,36,3852,93.31
17031530501,IL,Chicago,C,4514,53,4255,94.26
17031530503,IL,Chicago,D,4898,29,4738,96.73
17031560100,IL,Chicago,D,1477,301,229,15.5
17031560700,IL,Chicago,C,3635,1395,55,1.51
17031560800,IL,Chicago,C,5682,2995,66,1.16
17031560900,IL,Chicago,C,5112,3290,39,0.76
17031570300,IL,Chicago,C,6376,1523,42,0.66
17031570400,IL,Chicago,C,1769,389,41,2.32
17031570500,IL,Chicago,C,2639,667,30,1.14
17031580100,IL,Chicago,D,3228,483,65,2.01
17031580300,IL,Chicago,D,2577,364,66,2.56
17031580400,IL,Chicago,C,4546,996,78,1.72
17031580501,IL,Chicago,D,5170,934,106,2.05
17031580502,IL,Chicago,C,5345,821,51,0.95
17031580600,IL,Chicago,C,5405,984,88,1.63
17031580700,IL,Chicago,C,5621,871,76,1.35
17031580800,IL,Chicago,C,2058,275,32,1.55
17031590600,IL,Chicago,D,3477,895,70,2.01
17031600400,IL,Chicago,D,4297,1038,46,1.07
17031600600,IL,Chicago,D,2988,786,42,1.41
17031600700,IL,Chicago,D,2591,750,91,3.51
17031600900,IL,Chicago,D,3682,1332,304,8.26
17031610400,IL,Chicago,D,2029,402,28,1.38
17031610800,IL,Chicago,D,1512,1088,44,2.91
17031611200,IL,Chicago,D,2680,314,405,15.11
17031611300,IL,Chicago,D,3668,504,280,7.63
17031611400,IL,Chicago,D,3737,389,142,3.8
17031611600,IL,Chicago,C,1921,108,620,32.27
17031611700,IL,Chicago,C,2180,221,583,26.74
17031611800,IL,Chicago,C,2205,166,891,40.41
17031612000,IL,Chicago,C,1448,54,1014,70.03
17031612100,IL,Chicago,C,1168,42,920,78.77
17031620300,IL,Chicago,C,6410,1857,61,0.95
17031620400,IL,Chicago,C,5027,892,38,0.76
17031630300,IL,Chicago,C,5385,669,35,0.65
17031630400,IL,Chicago,C,7204,962,50,0.69
17031630500,IL,Chicago,C,6271,904,71,1.13
17031630600,IL,Chicago,D,3250,537,182,5.6
17031630800,IL,Chicago,C,6641,921,278,4.19
17031630900,IL,Chicago,C,5204,1112,112,2.15
17031640100,IL,Chicago,C,1312,450,57,4.34
17031640300,IL,Chicago,C,6710,3013,144,2.15
17031640600,IL,Chicago,C,4063,1930,136,3.35
17031640800,IL,Chicago,C,1799,466,22,1.22
17031650100,IL,Chicago,C,4765,928,128,2.69
17031650200,IL,Chicago,C,7251,1977,68,0.94
17031650301,IL,Chicago,C,5829,1362,74,1.27
17031650302,IL,Chicago,C,4522,845,84,1.86
17031660301,IL,Chicago,C,1850,156,458,24.76
17031660302,IL,Chicago,C,5549,825,846,15.25
17031660400,IL,Chicago,C,5692,1090,171,3.0
17031660500,IL,Chicago,C,5013,945,416,8.3
17031660600,IL,Chicago,C,6404,662,2786,43.5
17031660700,IL,Chicago,C,2076,79,1530,73.7
17031660800,IL,Chicago,C,6114,535,2816,46.06
17031661000,IL,Chicago,C,5756,282,3987,69.27
17031661100,IL,Chicago,D,6633,879,2295,34.6
17031670100,IL,Chicago,D,1349,60,1001,74.2
17031670200,IL,Chicago,D,1325,34,988,74.57
17031670300,IL,Chicago,C,1287,29,946,73.5
17031670400,IL,Chicago,C,1585,62,1118,70.54
17031670600,IL,Chicago,C,1339,44,966,72.14
17031670700,IL,Chicago,C,1252,44,947,75.64
17031670800,IL,Chicago,D,1477,24,1229,83.21
17031670900,IL,Chicago,D,1172,12,945,80.63
17031671100,IL,Chicago,D,994,4,850,85.51
17031671200,IL,Chicago,C,980,25,774,78.98
17031671300,IL,Chicago,C,2048,35,1677,81.88
17031671400,IL,Chicago,C,1558,62,1119,71.82
17031671500,IL,Chicago,C,2716,105,2018,74.3
17031671600,IL,Chicago,D,1804,21,1584,87.8
17031671800,IL,Chicago,D,1142,24,975,85.38
