GEOID,state,city,grade,total,white,black,pct_black
17031834900,IL,Chicago,D,1952,16,1770,90.68
17031835000,IL,Chicago,C,6398,540,2676,41.83
17031835100,IL,Chicago,C,5585,567,802,14.36
17031835500,IL,Chicago,D,1584,70,1273,80.37
17031835600,IL,Chicago,D,898,15,672,74.83
17031835800,IL,Chicago,D,1698,44,1534,90.34
17031836000,IL,Chicago,D,2338,65,2121,90.72
17031836100,IL,Chicago,D,1893,25,1780,94.03
17031836300,IL,Chicago,C,1492,516,704,47.18
17031836800,IL,Chicago,D,2645,249,2091,79.05
17031836900,IL,Chicago,D,1439,71,1220,84.78
17031837000,IL,Chicago,D,2042,157,1716,84.04
17031837100,IL,Chicago,D,1652,240,1165,70.52
17031837300,IL,Chicago,D,2489,146,2176,87.42
17031837400,IL,Chicago,D,1990,182,1558,78.29
17031837800,IL,Chicago,D,2837,504,1902,67.04
17031838000,IL,Chicago,D,2651,521,1698,64.05
17031838100,IL,Chicago,D,1821,545,979,53.76
17031838200,IL,Chicago,D,1675,515,247,14.75
17031838300,IL,Chicago,D,2580,1371,786,30.47
17031838600,IL,Chicago,D,1518,83,1328,87.48
17031838700,IL,Chicago,C,4132,55,3766,91.14
17031839200,IL,Chicago,D,2749,301,1779,64.71
17031839500,IL,Chicago,D,1590,236,1169,73.52
17031839600,IL,Chicago,D,1729,87,1503,86.93
17031839700,IL,Chicago,D,4545,1964,161,3.54
17031839800,IL,Chicago,D,2686,1156,36,1.34
17031839900,IL,Chicago,D,4431,2348,142,3.2
17031840100,IL,Chicago,D,3029,706,43,1.42
17031840200,IL,Chicago,D,2497,464,63,2.52
17031840300,IL,Chicago,D,4196,824,93,2.22
17031840400,IL,Chicago,D,3369,699,46,1.37
17031840700,IL,Chicago,C,3900,714,159,4.08
17031840800,IL,Chicago,C,3332,491,12,0.36
17031841100,IL,Chicago,D,7356,376,292,3.97
17031841200,IL,Chicago,D,4873,1203,267,5.48
17031841500,IL,Chicago,D,2904,76,2652,91.32
17031841700,IL,Chicago,C,1509,250,658,43.61
17031841900,IL,Chicago,D,6500,2542,1004,15.45
17031842000,IL,Chicago,D,2590,694,1129,43.59
17031842100,IL,Chicago,C,6650,608,2707,40.71
17031842900,IL,Chicago,D,2480,405,1650,66.53
17031843000,IL,Chicago,C,2880,28,2696,93.61
17031843300,IL,Chicago,D,1572,156,1048,66.67
17031843400,IL,Chicago,C,1524,82,925,60.7
17031843600,IL,Chicago,D,3089,112,2742,88.77
17031843800,IL,Chicago,D,2000,502,744,37.2
17031844600,IL,Chicago,D,1776,55,1647,92.74
17031844700,IL,Chicago,C,2342,143,1821,77.75
17043840600,IL,Chicago,B,5068,4111,81,1.6
17043842000,IL,Chicago,B,4400,3917,5,0.11
17043842100,IL,Chicago,C,5891,4966,161,2.73
17043842300,IL,Chicago,C,3584,3131,77,2.15
17043843000,IL,Chicago,A,4087,3222,168,4.11
17043843200,IL,Chicago,D,5335,3175,269,5.04
17043843500,IL,Chicago,C,5528,4500,167,3.02
17043843700,IL,Chicago,C,4373,3699,49,1.12
17043843800,IL,Chicago,C,3433,2828,95,2.77
17043843900,IL,Chicago,C,4216,3647,42,1.0
17043844002,IL,Chicago,C,4205,3681,23,0.55
17043844901,IL,Chicago,C,3716,3197,66,1.78
17043844902,IL,Chicago,C,4229,3694,42,0.99
17043845000,IL,Chicago,C,5458,4354,151,2.77
17043845200,IL,Chicago,C,4847,3838,59,1.22
17043845300,IL,Chicago,B,3166,2715,18,0.57
17043845602,IL,Chicago,C,4965,4140,119,2.4
17089852904,IL,Aurora,D,2079,548,218,10.49
17089853100,IL,Aurora,D,2793,919,238,8.52
17089853200,IL,Aurora,B,6044,1503,798,13.2
17089853300,IL,Aurora,D,3745,862,113,3.02
17089853401,IL,Aurora,D,2189,473,140,6.4
17089853402,IL,Aurora,D,4527,659,161,3.56
17089853500,IL,Aurora,D,4530,1377,288,6.36
17089853601,IL,Aurora,C,3002,595,138,4.6
17089853602,IL,Aurora,D,3478,815,384,11.04
17089853900,IL,Aurora,B,5744,3737,381,6.63
17089854200,IL,Aurora,B,4700,1170,245,5.21
17089854301,IL,Aurora,C,5371,1110,234,4.36
17089854302,IL,Aurora,C,3970,1080,199,5.01
17097865200,IL,Chicago,C,5361,2552,170,3.17
17097865502,IL,Chicago,A,2313,2097,20,0.86
17097865600,IL,Chicago,A,3497,3206,25,0.71
17115000200,IL,Decatur,C,2327,911,1124,48.3
17115000300,IL,Decatur,D,3523,1317,1873,53.16
17115000400,IL,Decatur,B,1175,445,612,52.09
17115000502,IL,Decatur,B,2415,1290,832,34.45
17115000600,IL,Decatur,D,1625,357,1104,67.94
17115000900,IL,Decatur,C,1682,477,1013,60.23
17115001000,IL,Decatur,D,1158,761,274,23.66
17115001200,IL,Decatur,C,2694,1623,849,31.51
17115001600,IL,Decatur,A,2136,1499,414,19.38
17115001900,IL,Decatur,C,2476,1292,921,37.2
17115002002,IL,Decatur,C,2745,1141,1324,48.23
17115003100,IL,Decatur,D,1741,467,1160,66.63
17119400102,IL,East St. Louis,B,5137,3552,901,17.54
17119400200,IL,East St. Louis,D,3815,2623,680,17.82
17119400600,IL,East St. Louis,D,2378,539,1666,70.06
17119400700,IL,East St. Louis,C,1498,41,1422,94.93
17143000200,IL,Peoria,D,1513,517,762,50.36
17143000300,IL,Peoria,D,1792,505,929,51.84
17143000900,IL,Peoria,D,2723,606,1930,70.88
17143001300,IL,Peoria,D,1745,507,729,41.78
17143001600,IL,Peoria,C,3444,1182,1488,43.21
17143001800,IL,Peoria,B,3130,1360,1207,38.56
17143001900,IL,Peoria,C,1021,742,126,12.34
17143002000,IL,Peoria,B,2889,2145,255,8.83
17143002100,IL,Peoria,C,4377,1292,2374,54.24
17143002200,IL,Peoria,C,4082,1926,1547,37.9
17143002400,IL,Peoria,C,4545,2403,1374,30.23
17143002500,IL,Peoria,C,3399,856,1845,54.28
17143004300,IL,Peoria,C,2275,1754,251,11.03
17143004400,IL,Peoria,B,4365,2901,1031,23.62
17143005000,IL,Peoria,D,1994,218,1497,75.08
17163500400,IL,East St. Louis,C,1046,26,982,93.88
17163500500,IL,East St. Louis,B,1464,8,1416,96.72
17163500900,IL,East St. Louis,D,2485,18,2366,95.21
17163501100,IL,East St. Louis,D,1216,5,1160,95.39
17163501200,IL,East St. Louis,C,2626,22,2538,96.65
17163501300,IL,East St. Louis,C,2568,37,2444,95.17
17163501400,IL,East St. Louis,C,2167,19,2087,96.31
17163502200,IL,East St. Louis,C,1171,55,1049,89.58
17163502700,IL,East St. Louis,D,975,10,919,94.26
17163504600,IL,East St. Louis,C,1765,9,1686,95.52
17167000300,IL,Springfield,D,2405,1565,555,23.08
17167000800,IL,Springfield,D,1889,534,1193,63.16
17167000900,IL,Springfield,D,2183,1169,759,34.77
17167001100,IL,Springfield,B,2358,1956,190,8.06
17167001200,IL,Springfield,A,3377,2500,510,15.1
17167001300,IL,Springfield,C,1724,961,510,29.58
17167001800,IL,Springfield,B,1982,1167,563,28.41
17167001900,IL,Springfield,C,3066,1868,796,25.96
17167002100,IL,Springfield,A,3582,3029,232,6.48
17167002200,IL,Springfield,B,3212,2587,324,10.09
17167002300,IL,Springfield,D,2184,934,1023,46.84
17167002600,IL,Springfield,B,2514,1651,549,21.84
17167002801,IL,Springfield,C,2974,2016,629,21.15
17167004200,IL,Springfield,D,1993,452,1409,70.7
17197880905,IL,Joliet,C,2705,1652,148,5.47
17197881301,IL,Joliet,D,3040,599,192,6.32
17197881401,IL,Joliet,C,3413,1399,265,7.76
17197881402,IL,Joliet,C,3295,1757,303,9.2
17197881500,IL,Joliet,B,3558,2193,223,6.27
17197881700,IL,Joliet,A,3170,2381,171,5.39
17197881800,IL,Joliet,C,4057,1738,535,13.19
17197881900,IL,Joliet,C,3770,741,1486,39.42
17197882100,IL,Joliet,C,2377,379,210,8.83
17197882200,IL,Joliet,C,4824,1454,476,9.87
17197882601,IL,Joliet,B,3301,1716,315,9.54
17197882602,IL,Joliet,B,2809,770,620,22.07
17197882701,IL,Joliet,B,2499,1413,259,10.36
17197882702,IL,Joliet,A,3095,1334,829,26.79
17197882801,IL,Joliet,C,2722,1295,386,14.18
17197883700,IL,Chicago,D,3255,1871,670,20.58
17201000300,IL,Rockford,C,3786,3149,141,3.72
17201000401,IL,Rockford,B,2191,1721,102,4.66
17201000800,IL,Rockford,C,2860,1430,764,26.71
17201001000,IL,Rockford,D,2065,613,886,42.91
17201001100,IL,Rockford,D,1243,628,375,30.17
17201001200,IL,Rockford,C,2191,693,596,27.2
17201001300,IL,Rockford,C,2110,819,672,31.85
17201001400,IL,Rockford,D,4122,2032,958,23.24
17201001500,IL,Rockford,C,5454,3128,668,12.25
17201001800,IL,Rockford,D,4762,2029,1232,25.87
17201002000,IL,Rockford,D,2366,1409,166,7.02
17201002302,IL,Rockford,D,1249,821,136,10.89
17201002400,IL,Rockford,D,2464,529,1493,60.59
17201002500,IL,Rockford,D,2626,495,1429,54.42
17201002600,IL,Rockford,D,2736,595,1643,60.05
17201002700,IL,Rockford,D,2993,501,998,33.34
17201002800,IL,Rockford,D,1388,211,456,32.85
17201003000,IL,Rockford,B,1689,1257,201,11.9
17201003100,IL,Rockford,C,3788,1487,1608,42.45
17201003200,IL,Rockford,D,3092,533,1876,60.67
17201003300,IL,Rockford,D,3542,1334,1329,37.52
17201003400,IL,Rockford,C,4579,2283,1269,27.71
17201003500,IL,Rockford,C,2323,1782,226,9.73
17201003606,IL,Rockford,B,2670,1319,837,31.35
26017280300,MI,Bay City,C,1236,986,66,5.34
26017280400,MI,Bay City,D,2626,2070,135,5.14
26017280500,MI,Bay City,A,3296,2901,72,2.18
26017280600,MI,Bay City,D,2649,2179,83,3.13
26017280700,MI,Bay City,D,3142,2459,162,5.16
26017280800,MI,Bay City,C,3450,3002,61,1.77
26017281000,MI,Bay City,C,3854,3326,74,1.92
26017281300,MI,Bay City,D,3068,2682,63,2.05
26017286600,MI,Bay City,D,4923,4285,117,2.38
26025000200,MI,Battle Creek,B,3930,2443,826,21.02
26025000300,MI,Battle Creek,C,2025,509,1208,59.65
26025000500,MI,Battle Creek,C,3366,2077,535,15.89
26025000700,MI,Battle Creek,D,2955,1837,585,19.8
26025000800,MI,Battle Creek,C,2948,2106,416,14.11
26025001100,MI,Battle Creek,C,4294,2995,763,17.77
26025001600,MI,Battle Creek,B,2646,2094,114,4.31
26025002100,MI,Battle Creek,D,1116,962,37,3.32
26025004100,MI,Battle Creek,D,2231,949,686,30.75
26049000200,MI,Flint,C,1200,36,1078,89.83
26049000400,MI,Flint,C,1199,58,1061,88.49
26049000600,MI,Flint,B,1543,39,1384,89.7
26049000700,MI,Flint,C,1972,66,1782,90.37
26049000800,MI,Flint,C,672,18,625,93.01
26049000900,MI,Flint,B,2385,181,2061,86.42
26049001000,MI,Flint,B,1459,70,1322,90.61
26049001100,MI,Flint,C,1510,49,1346,89.14
26049001200,MI,Flint,B,2615,194,2250,86.04
26049001300,MI,Flint,C,2353,312,1884,80.07
26049001500,MI,Flint,C,859,275,495,57.63
26049001600,MI,Flint,B,4066,1532,2054,50.52
26049001700,MI,Flint,D,1310,75,1163,88.78
26049002000,MI,Flint,D,633,53,538,84.99
26049002200,MI,Flint,C,1317,843,218,16.55
26049002300,MI,Flint,C,1401,894,241,17.2
26049002400,MI,Flint,D,2549,1664,584,22.91
26049002700,MI,Flint,D,3142,2214,509,16.2
26049002900,MI,Flint,B,1757,566,998,56.8
26049003000,MI,Flint,B,3500,1893,1162,33.2
26049003100,MI,Flint,D,2095,136,1840,87.83
26049003500,MI,Flint,C,3039,1850,807,26.55
26049003600,MI,Flint,C,4953,2998,1403,28.33
26049003700,MI,Flint,B,2125,1195,622,29.27
26049003800,MI,Flint,D,968,570,278,28.72
26049004000,MI,Flint,C,3203,2008,779,24.32
26049010304,MI,Flint,D,3125,842,1969,63.01
26049010501,MI,Flint,D,2398,1378,744,31.03
26049010812,MI,Flint,D,3452,1683,1427,41.34
26049010910,MI,Flint,D,2957,2187,438,14.81
26049011301,MI,Flint,D,5014,3494,1003,20.0
26049012006,MI,Flint,D,2580,2304,80,3.1
26049012310,MI,Flint,C,3170,2289,554,17.48
26049012311,MI,Flint,C,1927,1401,360,18.68
26049013500,MI,Flint,C,4889,2320,2111,43.18
26049013600,MI,Flint,D,1357,131,1116,82.24
26049980100,MI,Flint,D,0,0,0,
26065000100,MI,Lansing,C,1804,1212,135,7.48
26065000400,MI,Lansing,B,2762,1698,575,20.82
26065000600,MI,Lansing,B,1605,914,342,21.31
26065000700,MI,Lansing,B,2464,1340,653,26.5
26065000800,MI,Lansing,C,2814,1390,553,19.65
26065001000,MI,Lansing,B,2047,1565,174,8.5
26065001200,MI,Lansing,C,1958,1079,397,20.28
26065001703,MI,Lansing,C,4251,2246,1181,27.78
26065002000,MI,Lansing,C,3063,1541,774,25.27
26065002101,MI,Lansing,C,1863,919,518,27.8
26065002200,MI,Lansing,C,1494,1184,84,5.62
26065002300,MI,Lansing,C,3405,2432,374,10.98
26065002600,MI,Lansing,C,1953,1201,325,16.64
26065002700,MI,Lansing,C,3049,1911,481,15.78
26065002800,MI,Lansing,C,2430,1736,243,10.0
26065003200,MI,Lansing,C,2055,1238,387,18.83
26065003301,MI,Lansing,C,3006,1688,711,23.65
26065003302,MI,Lansing,C,2231,1526,326,14.61
26065003400,MI,Lansing,C,2402,1655,340,14.15
26065003500,MI,Lansing,C,2862,1866,407,14.22
26065003601,MI,Lansing,C,3840,1283,1585,41.28
26065003602,MI,Lansing,C,3410,1329,1218,35.72
26065003700,MI,Lansing,C,5149,2537,1473,28.61
26065004000,MI,Lansing,A,4560,3715,150,3.29
26065004100,MI,Lansing,B,4566,3922,114,2.5
26065004302,MI,Lansing,B,2708,1903,108,3.99
26065004492,MI,Lansing,C,3415,2241,905,26.5
26065006500,MI,Lansing,B,3457,2299,470,13.6
26065006600,MI,Lansing,D,2864,1638,576,20.11
26065006700,MI,Lansing,B,3819,1559,1468,38.44
26065006800,MI,Lansing,C,3720,1773,1008,27.1
26065007000,MI,Lansing,C,5725,3936,791,13.82
26065980200,MI,Lansing,B,15,7,0,0.0
26075000100,MI,Jackson,C,2750,2126,291,10.58
26075000200,MI,Jackson,D,2628,1725,543,20.66
26075000400,MI,Jackson,C,3948,3060,321,8.13
26075000500,MI,Jackson,B,1538,1150,194,12.61
26075000800,MI,Jackson,A,4396,3566,324,7.37
26075000900,MI,Jackson,B,3225,2277,525,16.28
26075001000,MI,Jackson,B,2095,985,701,33.46
26075001100,MI,Jackson,C,1860,541,979,52.63
26075001200,MI,Jackson,D,2339,1578,455,19.45
26075001300,MI,Jackson,C,2456,1036,1075,43.77
26075006900,MI,Jackson,D,2840,2083,337,11.87
26077000100,MI,Kalamazoo,B,2532,654,1465,57.86
26077000500,MI,Kalamazoo,C,4494,2746,1068,23.77
26077000601,MI,Kalamazoo,C,4493,3143,637,14.18
26077001001,MI,Kalamazoo,C,2258,1049,547,24.22
26077001002,MI,Kalamazoo,C,4178,1470,1412,33.8
26077001503,MI,Kalamazoo,B,4626,3536,510,11.02
26077001603,MI,Kalamazoo,C,1643,1322,124,7.55
26077001701,MI,Kalamazoo,A,3437,2519,428,12.45
26077001702,MI,Kalamazoo,C,3779,2474,740,19.58
26081000100,MI,Grand Rapids,C,2365,1934,155,6.55
26081000200,MI,Grand Rapids,C,1640,1403,70,4.27
26081000400,MI,Grand Rapids,B,3136,2702,114,3.64
26081000500,MI,Grand Rapids,B,3971,3567,92,2.32
26081000700,MI,Grand Rapids,B,3164,2448,129,4.08
26081000800,MI,Grand Rapids,D,3172,1717,532,16.77
26081000900,MI,Grand Rapids,C,3044,2190,356,11.7
26081001000,MI,Grand Rapids,C,4478,3011,803,17.93
26081001200,MI,Grand Rapids,C,3272,2443,355,10.85
26081001300,MI,Grand Rapids,D,3601,1899,1034,28.71
26081001400,MI,Grand Rapids,C,2648,1923,362,13.67
26081001600,MI,Grand Rapids,C,5905,3686,637,10.79
26081001900,MI,Grand Rapids,C,5682,3704,636,11.19
26081002100,MI,Grand Rapids,D,3076,2238,379,12.32
26081002200,MI,Grand Rapids,C,5368,3912,598,11.14
26081002300,MI,Grand Rapids,B,4106,3544,190,4.63
26081002400,MI,Grand Rapids,B,2940,2473,162,5.51
26081002500,MI,Grand Rapids,C,4843,3651,499,10.3
26081002600,MI,Grand Rapids,C,4047,1065,701,17.32
26081002800,MI,Grand Rapids,D,2018,467,919,45.54
26081002900,MI,Grand Rapids,C,1526,976,366,23.98
26081003000,MI,Grand Rapids,D,1725,864,579,33.57
26081003100,MI,Grand Rapids,C,3579,604,2145,59.93
26081003200,MI,Grand Rapids,C,5180,1178,3211,61.99
26081003300,MI,Grand Rapids,A,3647,2499,735,20.15
26081003400,MI,Grand Rapids,C,5126,3692,767,14.96
26081003600,MI,Grand Rapids,C,2360,379,1250,52.97
26081003700,MI,Grand Rapids,B,4486,1116,1902,42.4
26081003800,MI,Grand Rapids,C,4785,853,642,13.42
26081003900,MI,Grand Rapids,D,3376,559,425,12.59
26081004000,MI,Grand Rapids,C,3711,675,386,10.4
26081004100,MI,Grand Rapids,B,4963,3044,943,19.0
26081004200,MI,Grand Rapids,B,3877,2603,761,19.63
26081004300,MI,Grand Rapids,C,3888,2855,633,16.28
26081004400,MI,Grand Rapids,C,7491,5857,762,10.17
26081004600,MI,Grand Rapids,C,6098,2082,2324,38.11
26081011501,MI,Grand Rapids,C,2013,1439,117,5.81
26081011502,MI,Grand Rapids,C,5286,4252,317,6.0
26081012400,MI,Grand Rapids,A,3956,3560,37,0.94
26081012500,MI,Grand Rapids,B,4908,4440,58,1.18
26081012901,MI,Grand Rapids,C,5682,2682,928,16.33
26081013000,MI,Grand Rapids,C,3801,3042,174,4.58
26081013300,MI,Grand Rapids,C,5356,2139,505,9.43
26081013400,MI,Grand Rapids,C,5751,3740,478,8.31
26081013500,MI,Grand Rapids,C,4950,2364,515,10.4
26081013600,MI,Grand Rapids,C,2075,1114,229,11.04
26081013700,MI,Grand Rapids,C,7371,4025,809,10.98
26081014000,MI,Grand Rapids,C,6773,4340,592,8.74
26081014100,MI,Grand Rapids,C,1986,1187,188,9.47
26081014200,MI,Grand Rapids,C,3938,2016,498,12.65
26099250200,MI,Detroit,C,2654,2367,87,3.28
26099250600,MI,Detroit,C,2823,2484,95,3.37
26099250700,MI,Detroit,C,2943,2629,89,3.02
26099251000,MI,Detroit,C,1639,1479,42,2.56
26099251700,MI,Detroit,C,2745,2223,270,9.84
26099251900,MI,Detroit,C,2825,2307,249,8.81
26099252000,MI,Detroit,C,2475,2087,192,7.76
26099252100,MI,Detroit,C,2159,1845,128,5.93
26099255600,MI,Detroit,C,3311,2483,451,13.62
26099255900,MI,Detroit,C,1759,1339,212,12.05
26099256200,MI,Detroit,C,1853,1341,311,16.78
26099256700,MI,Detroit,C,1793,1198,382,21.31
26099258200,MI,Detroit,D,3064,1605,1080,35.25
26099258300,MI,Detroit,C,2708,1207,1258,46.45
26099258700,MI,Detroit,D,2749,940,1553,56.49
26099258900,MI,Detroit,C,3051,984,1814,59.46
26099263200,MI,Detroit,C,3042,1598,933,30.67
26099263800,MI,Detroit,C,3097,1252,1335,43.11
26099268000,MI,Detroit,C,5853,3876,1148,19.61
26099268100,MI,Detroit,C,2699,1533,794,29.42
26121000100,MI,Muskegon,D,4521,2243,1699,37.58
26121000300,MI,Muskegon,C,2881,890,1547,53.7
26121000401,MI,Muskegon,D,4907,2267,1844,37.58
26121000500,MI,Muskegon,B,4906,1805,2238,45.62
26121000601,MI,Muskegon,B,1692,646,726,42.91
26121000900,MI,Muskegon,C,3435,2865,192,5.59
26121001200,MI,Muskegon,C,2189,286,1706,77.94
26121001300,MI,Muskegon,D,2200,138,1934,87.91
26121001402,MI,Muskegon,C,3644,900,2318,63.61
26121002200,MI,Muskegon,B,4172,3334,411,9.85
26121004300,MI,Muskegon,D,1884,354,1332,70.7
26125141300,MI,Pontiac,C,4113,1878,702,17.07
26125141400,MI,Pontiac,C,4724,1469,1577,33.38
26125141500,MI,Pontiac,D,6243,1074,3923,62.84
26125141600,MI,Pontiac,C,4473,1163,1977,44.2
26125141700,MI,Pontiac,C,3198,958,1062,33.21
26125142000,MI,Pontiac,B,2499,805,1145,45.82
26125142100,MI,Pontiac,B,1641,442,725,44.18
26125142200,MI,Pontiac,D,2991,387,2133,71.31
26125142400,MI,Pontiac,D,3472,374,2626,75.63
26125142600,MI,Pontiac,A,3542,1694,1136,32.07
26125142700,MI,Pontiac,D,4037,341,3211,79.54
26125152600,MI,Detroit,A,3966,3542,74,1.87
26125152700,MI,Detroit,A,3110,2701,70,2.25
26125153000,MI,Detroit,B,2301,1948,84,3.65
26125153100,MI,Detroit,B,2309,2014,49,2.12
26125153200,MI,Detroit,C,1952,1725,51,2.61
26125153300,MI,Detroit,C,3855,3228,86,2.23
26125154000,MI,Pontiac,B,1723,1534,63,3.66
26125160000,MI,Detroit,B,4088,1253,2560,62.62
26125165000,MI,Detroit,C,3004,2326,266,8.85
26125165100,MI,Detroit,C,4271,3258,456,10.68
26125167400,MI,Detroit,C,5054,3107,1170,23.15
26125170000,MI,Detroit,C,2553,2311,25,0.98
26125170100,MI,Detroit,C,2806,2490,57,2.03
26125170200,MI,Detroit,C,3380,2994,65,1.92
26125170300,MI,Detroit,C,2663,2345,67,2.52
26125170400,MI,Detroit,C,3792,3372,132,3.48
26125172500,MI,Detroit,D,2374,121,2131,89.76
26125173000,MI,Detroit,D,4333,3639,257,5.93
26125173100,MI,Detroit,C,1580,1384,38,2.41
26125173200,MI,Detroit,B,2680,2326,128,4.78
26125173300,MI,Detroit,C,1479,1175,113,7.64
26125173400,MI,Detroit,C,5072,4127,336,6.62
26125173500,MI,Detroit,C,2663,2171,178,6.68
26125173600,MI,Detroit,D,1383,1099,126,9.11
26125175000,MI,Detroit,D,2780,2231,266,9.57
26125175100,MI,Detroit,D,4494,3425,543,12.08
26125175200,MI,Detroit,D,3821,2864,515,13.48
26125175300,MI,Detroit,C,3888,2815,527,13.55
26125180100,MI,Detroit,C,2754,2444,47,1.71
26125180200,MI,Detroit,C,3365,2979,51,1.52
26125180300,MI,Detroit,C,2738,2478,45,1.64
26125183400,MI,Detroit,B,2498,2169,136,5.44
26125183500,MI,Detroit,C,2064,1537,272,13.18
26125183800,MI,Detroit,C,4598,3947,162,3.52
26125184000,MI,Detroit,C,2959,2611,73,2.47
26125184100,MI,Detroit,C,2867,2493,85,2.96
26125184200,MI,Detroit,C,4174,3587,120,2.87
26125184400,MI,Detroit,C,2630,2248,98,3.73
26125184500,MI,Detroit,C,2358,2034,54,2.29
26125184600,MI,Detroit,C,3080,2648,61,1.98
26125184700,MI,Detroit,D,1560,1383,27,1.73
26125187000,MI,Detroit,B,2627,2360,42,1.6
26125188001,MI,Detroit,A,3881,3562,32,0.82
26125188100,MI,Detroit,B,2507,2366,13,0.52
26145000200,MI,Saginaw,C,1382,50,1201,86.9
26145000400,MI,Saginaw,C,982,271,560,57.03
26145000700,MI,Saginaw,C,1330,221,871,65.49
26145000800,MI,Saginaw,C,2258,149,1869,82.77
26145000900,MI,Saginaw,C,2812,264,2272,80.8
26145001000,MI,Saginaw,C,3314,427,2411,72.75
26145001300,MI,Saginaw,C,2173,1056,696,32.03
26145001400,MI,Saginaw,B,2628,1592,557,21.19
26145001500,MI,Saginaw,C,3669,2222,737,20.09
26145001600,MI,Saginaw,C,3434,1734,1119,32.59
26145001700,MI,Saginaw,C,1751,859,600,34.27
26145001800,MI,Saginaw,C,1415,662,526,37.17
26145001900,MI,Saginaw,C,1740,858,471,27.07
26145002000,MI,Saginaw,C,3351,1906,895,26.71
26145002100,MI,Saginaw,B,4154,2590,985,23.71
26145010402,MI,Saginaw,B,5695,4422,567,9.96
26145011001,MI,Saginaw,C,3070,619,2062,67.17
26145011500,MI,Saginaw,C,2539,1365,780,30.72
26163500200,MI,Detroit,C,3037,89,2805,92.36
26163500300,MI,Detroit,C,2149,106,1923,89.48
26163500400,MI,Detroit,B,751,25,700,93.21
26163500500,MI,Detroit,B,1507,32,1425,94.56
26163500600,MI,Detroit,C,2692,64,2516,93.46
26163500900,MI,Detroit,A,3706,81,3499,94.41
26163501000,MI,Detroit,A,2945,70,2759,93.68
26163501100,MI,Detroit,A,3328,70,3139,94.32
26163501200,MI,Detroit,A,1609,50,1503,93.41
26163501300,MI,Detroit,B,3078,89,2870,93.24
26163501400,MI,Detroit,B,3624,294,3182,87.8
26163501600,MI,Detroit,C,1955,269,1596,81.64
26163501700,MI,Detroit,C,2218,438,1652,74.48
26163501800,MI,Detroit,B,4117,674,3188,77.44
26163501900,MI,Detroit,B,2490,101,2260,90.76
26163502000,MI,Detroit,C,1858,69,1728,93.0
26163502700,MI,Detroit,C,2359,143,2131,90.33
26163503100,MI,Detroit,C,2996,195,2703,90.22
26163503400,MI,Detroit,C,886,37,759,85.67
26163503500,MI,Detroit,B,2709,82,2500,92.28
26163503600,MI,Detroit,C,1476,32,1311,88.82
26163503900,MI,Detroit,B,1730,44,1586,91.68
26163504000,MI,Detroit,B,1093,35,1010,92.41
26163504100,MI,Detroit,B,1173,15,1115,95.06
26163504200,MI,Detroit,B,1644,41,1539,93.61
26163504300,MI,Detroit,B,1834,34,1745,95.15
26163504400,MI,Detroit,B,1416,29,1322,93.36
26163505200,MI,Detroit,C,2943,51,2803,95.24
26163505400,MI,Detroit,B,1927,50,1782,92.48
26163505600,MI,Detroit,C,4078,97,3786,92.84
26163505700,MI,Detroit,D,2936,112,2727,92.88
26163506100,MI,Detroit,C,1875,58,1748,93.23
26163506200,MI,Detroit,C,1814,53,1670,92.06
26163506300,MI,Detroit,D,1860,85,1707,91.77
26163506500,MI,Detroit,C,1963,58,1805,91.95
26163506600,MI,Detroit,C,2713,84,2479,91.37
26163506900,MI,Detroit,C,3579,80,3386,94.61
26163507000,MI,Detroit,C,2720,26,2593,95.33
26163507100,MI,Detroit,D,2266,31,2117,93.42
26163507200,MI,Detroit,D,1003,22,924,92.12
26163507300,MI,Detroit,C,2285,42,2133,93.35
26163507400,MI,Detroit,C,2488,54,2335,93.85
26163507500,MI,Detroit,C,2221,70,2042,91.94
26163508000,MI,Detroit,C,1098,100,908,82.7
26163508100,MI,Detroit,C,1271,157,1028,80.88
26163509000,MI,Detroit,D,1975,232,1580,80.0
26163509100,MI,Detroit,D,4563,585,994,21.78
26163510600,MI,Detroit,D,5499,1459,1154,20.99
26163511200,MI,Detroit,D,1188,141,982,82.66
26163511300,MI,Detroit,C,2231,881,1028,46.08
26163511400,MI,Detroit,C,2005,232,1641,81.85
26163511900,MI,Detroit,D,1559,325,1102,70.69
26163512800,MI,Detroit,C,2415,175,2131,88.24
26163513200,MI,Detroit,C,1504,307,1084,72.07
26163513800,MI,Detroit,C,2367,176,2059,86.99
26163513900,MI,Detroit,C,1556,37,1460,93.83
26163514100,MI,Detroit,C,1732,37,1634,94.34
26163514200,MI,Detroit,C,1828,36,1711,93.6
26163514300,MI,Detroit,C,2163,73,2005,92.7
26163514500,MI,Detroit,C,861,14,817,94.89
26163515200,MI,Detroit,C,1315,191,1022,77.72
26163515300,MI,Detroit,D,2708,613,1887,69.68
26163515400,MI,Detroit,C,1358,753,469,34.54
26163516000,MI,Detroit,C,2235,185,1928,86.26
26163516400,MI,Detroit,D,1097,322,671,61.17
26163516500,MI,Detroit,D,2560,1054,1235,48.24
26163516600,MI,Detroit,D,2377,90,2194,92.3
26163516700,MI,Detroit,D,3218,72,3040,94.47
26163516800,MI,Detroit,D,569,55,476,83.66
26163516900,MI,Detroit,D,2111,193,1835,86.93
26163517000,MI,Detroit,D,2978,1253,1240,41.64
26163517100,MI,Detroit,D,1552,497,893,57.54
