"icpsr","bioname","chamber","party","state_abbrev","first","last","tenure","span","gap","ongoing"
5760,"LONG, John","House","Other","NC",17,20,4,4,FALSE,FALSE
6078,"MATLACK, James","House","Other","NJ",17,18,2,2,FALSE,FALSE
6080,"MATSON, Aaron","House","Other","NH",17,18,2,2,FALSE,FALSE
6088,"MATTOCKS, John","House","Other","VT",17,27,3,11,TRUE,FALSE
6140,"McCARTY, Richard","House","Other","NY",17,17,1,1,FALSE,FALSE
6232,"McDUFFIE, George","House","Other","SC",17,23,7,7,FALSE,FALSE
6307,"McKIM, Isaac","House","Other","MD",17,25,5,9,TRUE,FALSE
6370,"McNEILL, Archibald","House","Other","NC",17,19,2,3,TRUE,FALSE
6384,"McSHERRY, James","House","Other","PA",17,17,1,1,FALSE,FALSE
6563,"MITCHELL, James S.","House","Other","PA",17,19,3,3,FALSE,FALSE
6575,"MITCHELL, Thomas Rothmaler","House","Other","SC",17,22,4,6,TRUE,FALSE
6632,"MOORE, Gabriel","House","Other","AL",17,20,4,4,FALSE,FALSE
6681,"MORGAN, John Jordan","House","Other","NY",17,23,3,7,TRUE,FALSE
6825,"MURRAY, Thomas, Jr.","House","Other","PA",17,17,1,1,FALSE,FALSE
6867,"NELSON, John","House","Other","MD",17,17,1,1,FALSE,FALSE
7256,"PATTERSON, Walter","House","Other","NY",17,17,1,1,FALSE,FALSE
7414,"PHILLIPS, John","House","Other","PA",17,17,1,1,FALSE,FALSE
7444,"PIERSON, Jeremiah Halsey","House","Other","NY",17,17,1,1,FALSE,FALSE
7492,"PLUMER, George","House","Other","PA",17,19,3,3,FALSE,FALSE
7503,"POINSETT, Joel Roberts","House","Other","SC",17,18,2,2,FALSE,FALSE
7998,"ROCHESTER, William Beatty","House","Other","NY",17,17,1,1,FALSE,FALSE
8013,"RODNEY, Caesar Augustus","Senate","Other","DE",17,17,1,1,FALSE,FALSE
8014,"RODNEY, Daniel","House","Other","DE",17,17,1,1,FALSE,FALSE
8108,"RUGGLES, Charles Herman","House","Other","NY",17,17,1,1,FALSE,FALSE
8133,"RUSSELL, Jonathan","House","Other","MA",17,17,1,1,FALSE,FALSE
8228,"SAUNDERS, Romulus Mitchell","House","Other","NC",17,28,5,12,TRUE,FALSE
8302,"SCOTT, John","House","Other","MO",17,19,3,3,FALSE,FALSE
8385,"SEYMOUR, Horatio","Senate","Other","VT",17,22,6,6,FALSE,FALSE
8601,"SMITH, Arthur","House","Other","VA",17,18,2,2,FALSE,FALSE
8656,"SMITH, John Speed","House","Other","KY",17,17,1,1,FALSE,FALSE
8696,"SMITH, William","House","Other","VA",17,19,3,3,FALSE,FALSE
8782,"SPENCER, Elijah","House","Other","NY",17,17,1,1,FALSE,FALSE
8898,"STERLING, Ansel","House","Other","CT",17,18,2,2,FALSE,FALSE
8901,"STERLING, Micah","House","Other","NY",17,17,1,1,FALSE,FALSE
8919,"STEVENSON, Andrew","House","Other","VA",17,23,7,7,FALSE,FALSE
8927,"STEWART, Andrew","House","Other","PA",17,30,9,14,TRUE,FALSE
8966,"STODDARD, Ebenezer","House","Other","CT",17,18,2,2,FALSE,FALSE
9101,"SWAN, Samuel","House","Other","NJ",17,21,5,5,FALSE,FALSE
9188,"TATTNALL, Edward Fenwick","House","Other","GA",17,20,4,4,FALSE,FALSE
9343,"THOMPSON, Wiley","House","Other","GA",17,22,6,6,FALSE,FALSE
9402,"TOD, John","House","Other","PA",17,18,2,2,FALSE,FALSE
9595,"VAN BUREN, Martin","Senate","Other","NY",17,20,4,4,FALSE,FALSE
9597,"VANCE, Joseph","House","Other","OH",17,29,9,13,TRUE,FALSE
9632,"VAN RENSSELAER, Stephen, III","House","Other","NY",17,20,4,4,FALSE,FALSE
9644,"VAN WYCK, William William","House","Other","NY",17,18,2,2,FALSE,FALSE
9800,"WALWORTH, Reuben Hyde","House","Other","NY",17,17,1,1,FALSE,FALSE
9827,"WARE, Nicholas","Senate","Other","GA",17,18,2,2,FALSE,FALSE
9999,"WHIPPLE, Thomas, Jr.","House","Other","NH",17,20,4,4,FALSE,FALSE
10042,"WHITE, Phineas","House","Other","VT",17,17,1,1,FALSE,FALSE
10196,"WILLIAMSON, William Durkee","House","Other","ME",17,17,1,1,FALSE,FALSE
10237,"WILSON, John","House","Other","SC",17,19,3,3,FALSE,FALSE
10342,"WOODCOCK, David","House","Other","NY",17,20,2,4,TRUE,FALSE
10358,"WOODSON, Samuel Hughes","House","Other","KY",17,17,1,1,FALSE,FALSE
10374,"WORMAN, Ludwig","House","Other","PA",17,17,1,1,FALSE,FALSE
35,"ADAMS, Parmenio","House","Other","NY",18,19,2,2,FALSE,FALSE
77,"ALEXANDER, Adam Rankin","House","Other","TN",18,19,2,2,FALSE,FALSE
138,"ALLISON, James, Jr.","House","Other","PA",18,18,1,1,FALSE,FALSE
344,"BAILEY, John","House","Other","MA",18,21,4,4,FALSE,FALSE
421,"BARBOUR, John Strode","House","Other","VA",18,22,5,5,FALSE,FALSE
489,"BARTLETT, Ichabod","House","Other","NH",18,20,3,3,FALSE,FALSE
493,"BARTLEY, Mordecai","House","Other","OH",18,21,4,4,FALSE,FALSE
611,"BELL, Samuel","Senate","Other","NH",18,23,6,6,FALSE,FALSE
769,"BLAIR, John","House","Other","TN",18,23,6,6,FALSE,FALSE
881,"BOULIGNY, Charles Dominique Joseph","Senate","Other","LA",18,20,3,3,FALSE,FALSE
972,"BRANCH, John","Senate","Other","NC",18,21,4,4,FALSE,FALSE
990,"BRECK, Samuel","House","Other","PA",18,18,1,1,FALSE,FALSE
1008,"BRENT, William Leigh","House","Other","LA",18,20,3,3,FALSE,FALSE
1196,"BUCK, Daniel Azro Ashley","House","Other","VT",18,20,2,3,TRUE,FALSE
1213,"BUCKNER, Richard Aylett","House","Other","KY",18,20,3,3,FALSE,FALSE
1280,"BURLEIGH, William","House","Other","ME",18,19,2,2,FALSE,FALSE
1390,"CADY, John Watts","House","Other","NY",18,18,1,1,FALSE,FALSE
1423,"CALL, Jacob","House","Other","IN",18,18,1,1,FALSE,FALSE
1463,"CAMPBELL, Robert Blair","House","Other","SC",18,24,3,7,TRUE,FALSE
1561,"CARY, George","House","Other","GA",18,19,2,2,FALSE,FALSE
1779,"CLARK, Lot","House","Other","NY",18,18,1,1,FALSE,FALSE
1825,"CLAYTON, Thomas","Senate","Other","DE",18,29,8,12,TRUE,FALSE
1873,"COBB, Thomas Willis","Senate","Other","GA",18,20,3,3,FALSE,FALSE
1945,"COLLINS, Ela","House","Other","NY",18,18,1,1,FALSE,FALSE
2133,"CRAIG, Hector","House","Other","NY",18,21,2,4,TRUE,FALSE
2213,"CROWNINSHIELD, Benjamin Williams","House","Other","MA",18,21,4,4,FALSE,FALSE
2434,"DAY, Rowland","House","Other","NY",18,23,2,6,TRUE,FALSE
2802,"DWINELL, Justin","House","Other","NY",18,18,1,1,FALSE,FALSE
2829,"EATON, Lewis","House","Other","NY",18,18,1,1,FALSE,FALSE
2865,"EDWARDS, Henry Waggaman","Senate","Other","CT",18,19,2,2,FALSE,FALSE
2926,"ELLIS, William Cox","House","Other","PA",18,18,1,1,FALSE,FALSE
3257,"FOOTE, Charles Augustus","House","Other","NY",18,18,1,1,FALSE,FALSE
3379,"FROST, Joel","House","Other","NY",18,18,1,1,FALSE,FALSE
3491,"GARRISON, Daniel","House","Other","NJ",18,19,2,2,FALSE,FALSE
3507,"GATLIN, Alfred Moore","House","Other","NC",18,18,1,1,FALSE,FALSE
3516,"GAZLAY, James William","House","Other","OH",18,18,1,1,FALSE,FALSE
3880,"GURLEY, Henry Hosford","House","Other","LA",18,21,4,4,FALSE,FALSE
4111,"HARRIS, Robert","House","Other","PA",18,19,2,2,FALSE,FALSE
4229,"HAYDEN, Moses","House","Other","NY",18,19,2,2,FALSE,FALSE
4237,"HAYNE, Robert Young","Senate","Other","SC",18,22,5,5,FALSE,FALSE
4249,"HAYWARD, William, Jr.","House","Other","MD",18,18,1,1,FALSE,FALSE
4342,"HENRY, Robert Pryor","House","Other","KY",18,19,2,2,FALSE,FALSE
4503,"HOGEBOOM, James Lawrence","House","Other","NY",18,18,1,1,FALSE,FALSE
4615,"HOUSTON, Samuel","House","Other","TN",18,19,2,2,FALSE,FALSE
4830,"ISACKS, Jacob C.","House","Other","TN",18,22,5,5,FALSE,FALSE
4914,"JENKINS, Lemuel","House","Other","NY",18,18,1,1,FALSE,FALSE
4974,"JOHNSON, Joseph","House","Other","VA",18,29,7,12,TRUE,FALSE
5008,"JOHNSTON, Josiah Stoddard","Senate","Other","LA",18,23,6,6,FALSE,FALSE
5228,"KIDDER, David","House","Other","ME",18,19,2,2,FALSE,FALSE
5367,"KREMER, George","House","Other","PA",18,20,3,3,FALSE,FALSE
5515,"LAWRENCE, Samuel","House","Other","NY",18,18,1,1,FALSE,FALSE
5560,"LEE, John","House","Other","MD",18,18,1,1,FALSE,FALSE
5622,"LETCHER, Robert Perkins","House","Other","KY",18,23,6,6,FALSE,FALSE
5733,"LOCKE, John","House","Other","MA",18,20,3,3,FALSE,FALSE
5768,"LONGFELLOW, Stephen","House","Other","ME",18,18,1,1,FALSE,FALSE
5952,"MANGUM, Willie Person","House","Other","NC",18,19,2,2,FALSE,FALSE
5985,"MARKLEY, Philip Swenk","House","Other","PA",18,19,2,2,FALSE,FALSE
6044,"MARTINDALE, Henry Clinton","House","Other","NY",18,23,5,6,TRUE,FALSE
6046,"MARVIN, Dudley","House","Other","NY",18,30,4,13,TRUE,FALSE
6125,"MCARTHUR, Duncan","House","Other","OH",18,18,1,1,FALSE,FALSE
6274,"MCILVAINE, Joseph","Senate","Other","NJ",18,19,2,2,FALSE,FALSE
6286,"MCKEAN, Samuel","House","Other","PA",18,20,3,3,FALSE,FALSE
6289,"McKEE, John","House","Other","AL",18,20,3,3,FALSE,FALSE
6338,"McLEAN, John","Senate","Other","IL",18,21,2,4,TRUE,FALSE
6340,"McLEAN, William","House","Other","OH",18,20,3,3,FALSE,FALSE
6479,"MILLER, Daniel H.","House","Other","PA",18,21,4,4,FALSE,FALSE
6558,"MITCHELL, George Edward","House","Other","MD",18,22,4,5,TRUE,FALSE
6655,"MOORE, Thomas Patrick","House","Other","KY",18,20,3,3,FALSE,FALSE
7001,"O'BRIEN, Jeremiah","House","Other","ME",18,20,3,3,FALSE,FALSE
7056,"OLIN, Henry","House","Other","VT",18,18,1,1,FALSE,FALSE
7119,"OUTLAW, George","House","Other","NC",18,18,1,1,FALSE,FALSE
7130,"OWEN, George Washington","House","Other","AL",18,20,3,3,FALSE,FALSE
7247,"PATTERSON, John","House","Other","OH",18,18,1,1,FALSE,FALSE
7626,"PRINCE, William","House","Other","IN",18,18,1,1,FALSE,FALSE
7871,"RICHARDS, John","House","Other","NY",18,18,1,1,FALSE,FALSE
7929,"RIVES, William Cabell","House","Other","VA",18,20,3,3,FALSE,FALSE
8062,"ROSE, Robert Selden","House","Other","NY",18,21,3,4,TRUE,FALSE
8202,"SANDFORD, James T.","House","Other","TN",18,18,1,1,FALSE,FALSE
8409,"SHARPE, Peter","House","Other","NY",18,18,1,1,FALSE,FALSE
8499,"SIBLEY, Jonas","House","Other","MA",18,18,1,1,FALSE,FALSE
8757,"SPAIGHT, Richard Dobbs, Jr.","House","Other","NC",18,18,1,1,FALSE,FALSE
8779,"SPENCE, John Selby","House","Other","MD",18,22,2,5,TRUE,FALSE
8832,"STANDIFER, James Israel","House","Other","TN",18,25,6,8,TRUE,FALSE
9239,"TAZEWELL, Littleton Waller","Senate","Other","VA",18,22,5,5,FALSE,FALSE
9254,"TEN EYCK, Egbert","House","Other","NY",18,19,2,2,FALSE,FALSE
9266,"TEST, John","House","Other","IN",18,21,3,4,TRUE,FALSE
9333,"THOMPSON, Philip","House","Other","KY",18,18,1,1,FALSE,FALSE
9348,"THOMSON, Alexander","House","Other","PA",18,19,2,2,FALSE,FALSE
9545,"TYSON, Jacob","House","Other","NY",18,18,1,1,FALSE,FALSE
9598,"VANCE, Robert Brank","House","Other","NC",18,18,1,1,FALSE,FALSE
9679,"VINTON, Samuel Finley","House","Other","OH",18,31,11,14,TRUE,FALSE
9886,"WAYNE, Isaac","House","Other","PA",18,18,1,1,FALSE,FALSE
10016,"WHITE, David","House","Other","KY",18,18,1,1,FALSE,FALSE
10070,"WHITMAN, Lemuel","House","Other","CT",18,18,1,1,FALSE,FALSE
10078,"WHITTLESEY, Elisha","House","Other","OH",18,25,8,8,FALSE,FALSE
10088,"WICKLIFFE, Charles Anderson","House","Other","KY",18,37,6,20,TRUE,FALSE
10224,"WILSON, Henry","House","Other","PA",18,19,2,2,FALSE,FALSE
10226,"WILSON, Isaac","House","Other","NY",18,18,1,1,FALSE,FALSE
10230,"WILSON, James","House","Other","PA",18,20,3,3,FALSE,FALSE
10258,"WILSON, William","House","Other","OH",18,19,2,2,FALSE,FALSE
10306,"WOLF, George","House","Other","PA",18,21,4,4,FALSE,FALSE
10357,"WOODS, William","House","Other","NY",18,18,1,1,FALSE,FALSE
10392,"WRIGHT, John Crafts","House","Other","OH",18,20,3,3,FALSE,FALSE
45,"ADDAMS, William","House","Other","PA",19,20,2,2,FALSE,FALSE
171,"ANDERSON, John","House","Other","ME",19,22,4,4,FALSE,FALSE
206,"ANGEL, William G.","House","Other","NY",19,22,3,4,TRUE,FALSE
236,"ARMSTRONG, William","House","Other","VA",19,22,4,4,FALSE,FALSE
265,"ASHLEY, Henry","House","Other","NY",19,19,1,1,FALSE,FALSE
331,"BADGER, Luther","House","Other","NY",19,19,1,1,FALSE,FALSE
385,"BALDWIN, John","House","Other","CT",19,20,2,2,FALSE,FALSE
451,"BARNEY, John","House","Other","MD",19,20,2,2,FALSE,FALSE
467,"BARRINGER, Daniel Laurens","House","Other","NC",19,23,5,5,FALSE,FALSE
509,"BATEMAN, Ephraim","Senate","Other","NJ",19,20,2,2,FALSE,FALSE
669,"BERRIEN, John Macpherson","Senate","Other","GA",19,32,8,14,TRUE,FALSE
852,"BOON, Ratliff","House","Other","IN",19,25,6,7,TRUE,FALSE
1134,"BROWN, Titus","House","Other","NH",19,20,2,2,FALSE,FALSE
1173,"BRYAN, John Heritage","House","Other","NC",19,20,2,2,FALSE,FALSE
1256,"BURGES, Tristam","House","Other","RI",19,23,5,5,FALSE,FALSE
1543,"CARSON, Samuel Price","House","Other","NC",19,22,4,4,FALSE,FALSE
1627,"CHAMBERS, Ezekiel Forman","Senate","Other","MD",19,23,5,5,FALSE,FALSE
1629,"CHAMBERS, Henry H.","Senate","Other","AL",19,19,1,1,FALSE,FALSE
1738,"CLAIBORNE, Nathaniel Herbert","House","Other","VA",19,24,6,6,FALSE,FALSE
2223,"CRUMP, George William","House","Other","VA",19,19,1,1,FALSE,FALSE
2361,"DAVENPORT, Thomas","House","Other","VA",19,23,5,5,FALSE,FALSE
2394,"DAVIS, John","House","Other","MA",19,23,5,5,FALSE,FALSE
2592,"DIETZ, William","House","Other","NY",19,19,1,1,FALSE,FALSE
2674,"DORSEY, Clement","House","Other","MD",19,21,3,3,FALSE,FALSE
2721,"DRAYTON, William","House","Other","SC",19,22,4,4,FALSE,FALSE
2825,"EASTMAN, Nehemiah","House","Other","NH",19,19,1,1,FALSE,FALSE
2925,"ELLIS, Powhatan","Senate","Other","MS",19,22,4,4,FALSE,FALSE
2995,"ESTIL, Benjamin","House","Other","VA",19,19,1,1,FALSE,FALSE
3026,"EVERETT, Edward","House","Other","MA",19,23,5,5,FALSE,FALSE
3143,"FINDLAY, James","House","Other","OH",19,22,4,4,FALSE,FALSE
3292,"FORWARD, Chauncey","House","Other","PA",19,21,3,3,FALSE,FALSE
3294,"FOSDICK, Nicoll","House","Other","NY",19,19,1,1,FALSE,FALSE
3486,"GARNSEY, Daniel Greene","House","Other","NY",19,20,2,2,FALSE,FALSE
3910,"HAILE, William","House","Other","MS",19,20,2,2,FALSE,FALSE
3964,"HALLOCK, John, Jr.","House","Other","NY",19,20,2,2,FALSE,FALSE
4091,"HARPER, William","Senate","Other","SC",19,19,1,1,FALSE,FALSE
4138,"HARRISON, William Henry","Senate","Other","OH",19,20,2,2,FALSE,FALSE
4163,"HARVEY, Jonathan","House","Other","NH",19,21,3,3,FALSE,FALSE
4167,"HASBROUCK, Abraham Bruyn","House","Other","NY",19,19,1,1,FALSE,FALSE
4238,"HAYNES, Charles Eaton","House","Other","GA",19,25,5,7,TRUE,FALSE
4263,"HEALY, Joseph","House","Other","NH",19,20,2,2,FALSE,FALSE
4320,"HENDRICKS, William","Senate","Other","IN",19,24,6,6,FALSE,FALSE
4335,"HENRY, John Flournoy","House","Other","KY",19,19,1,1,FALSE,FALSE
4446,"HINES, Richard","House","Other","NC",19,19,1,1,FALSE,FALSE
4492,"HOFFMAN, Michael","House","Other","NY",19,22,4,4,FALSE,FALSE
4534,"HOLMES, Gabriel","House","Other","NC",19,20,2,2,FALSE,FALSE
4709,"HUGUNIN, Daniel, Jr.","House","Other","NY",19,19,1,1,FALSE,FALSE
4726,"HUMPHREY, Charles","House","Other","NY",19,19,1,1,FALSE,FALSE
4809,"INGERSOLL, Ralph Isaacs","House","Other","CT",19,22,4,4,FALSE,FALSE
4924,"JENNINGS, David","House","Other","OH",19,19,1,1,FALSE,FALSE
4965,"JOHNSON, James","House","Other","KY",19,19,1,1,FALSE,FALSE
4971,"JOHNSON, Jeromus","House","Other","NY",19,20,2,2,FALSE,FALSE
5093,"KANE, Elias Kent","Senate","Other","IL",19,24,6,6,FALSE,FALSE
5141,"KELLOGG, Charles","House","Other","NY",19,19,1,1,FALSE,FALSE
5209,"KERR, John Leeds","House","Other","MD",19,22,3,4,TRUE,FALSE
5311,"KITTERA, Thomas","House","Other","PA",19,19,1,1,FALSE,FALSE
5365,"KREBS, Jacob","House","Other","PA",19,19,1,1,FALSE,FALSE
5514,"LAWRENCE, Joseph","House","Other","PA",19,27,3,9,TRUE,FALSE
5551,"LECOMPTE, Joseph","House","Other","KY",19,22,4,4,FALSE,FALSE
5973,"MARABLE, John Hartwell","House","Other","TN",19,20,2,2,FALSE,FALSE
5982,"MARKELL, Henry","House","Other","NY",19,20,2,2,FALSE,FALSE
5986,"MARKS, William","Senate","Other","PA",19,21,3,3,FALSE,FALSE
6038,"MARTIN, Robert Nicols","House","Other","MD",19,19,1,1,FALSE,FALSE
6268,"McHATTON, Robert Lytle","House","Other","KY",19,20,2,2,FALSE,FALSE
6310,"McKINLEY, John","Senate","Other","AL",19,25,4,7,TRUE,FALSE
6348,"McMANUS, William","House","Other","NY",19,19,1,1,FALSE,FALSE
6424,"MERIWETHER, James","House","Other","GA",19,19,1,1,FALSE,FALSE
6438,"MERWIN, Orange","House","Other","CT",19,20,2,2,FALSE,FALSE
6490,"MILLER, John","House","Other","NY",19,19,1,1,FALSE,FALSE
6544,"MINER, Charles","House","Other","PA",19,20,2,2,FALSE,FALSE
6562,"MITCHELL, James Coffield","House","Other","TN",19,20,2,2,FALSE,FALSE
6564,"MITCHELL, John","House","Other","PA",19,20,2,2,FALSE,FALSE
7088,"ORR, Robert, Jr.","House","Other","PA",19,20,2,2,FALSE,FALSE
7281,"PEARCE, Dutee Jerauld","House","Other","RI",19,24,6,6,FALSE,FALSE
7427,"PICKENS, Israel","Senate","Other","AL",19,19,1,1,FALSE,FALSE
7507,"POLK, James Knox","House","Other","TN",19,25,7,7,FALSE,FALSE
7541,"PORTER, Timothy H.","House","Other","NY",19,19,1,1,FALSE,FALSE
7569,"POWELL, Alfred H.","House","Other","VA",19,19,1,1,FALSE,FALSE
7723,"RANDOLPH, John","Senate","Other","VA",19,19,1,1,FALSE,FALSE
7796,"REED, Thomas Buck","Senate","Other","MS",19,19,1,1,FALSE,FALSE
7897,"RIDGELY, Henry Moore","Senate","Other","DE",19,20,2,2,FALSE,FALSE
7913,"RIPLEY, James Wheelock","House","Other","ME",19,21,3,3,FALSE,FALSE
7940,"ROBBINS, Asher","Senate","Other","RI",19,25,7,7,FALSE,FALSE
8014,"RODNEY, Daniel","Senate","Other","DE",19,19,1,1,FALSE,FALSE
8069,"ROSS, Henry Howard","House","Other","NY",19,19,1,1,FALSE,FALSE
8087,"ROWAN, John","Senate","Other","KY",19,21,3,3,FALSE,FALSE
8402,"SHANNON, Thomas","House","Other","OH",19,19,1,1,FALSE,FALSE
8509,"SILL, Thomas Hale","House","Other","PA",19,21,2,3,TRUE,FALSE
8510,"SILSBEE, Nathaniel","Senate","Other","MA",19,23,5,5,FALSE,FALSE
8803,"SPRAGUE, Peleg","House","Other","ME",19,20,2,2,FALSE,FALSE
8920,"STEVENSON, James S.","House","Other","PA",19,20,2,2,FALSE,FALSE
9228,"TAYLOR, Robert","House","Other","VA",19,19,1,1,FALSE,FALSE
9351,"THOMSON, John","House","Other","OH",19,24,5,6,TRUE,FALSE
9466,"TREZVANT, James","House","Other","VA",19,21,3,3,FALSE,FALSE
9495,"TUCKER, Ebenezer","House","Other","NJ",19,20,2,2,FALSE,FALSE
9620,"VAN HORNE, Espy","House","Other","PA",19,20,2,2,FALSE,FALSE
9649,"VARNUM, John","House","Other","MA",19,21,3,3,FALSE,FALSE
9663,"VERPLANCK, Gulian Crommelin","House","Other","NY",19,22,4,4,FALSE,FALSE
9732,"WALES, George Edward","House","Other","VT",19,20,2,2,FALSE,FALSE
9806,"WARD, Aaron","House","Other","NY",19,27,6,9,TRUE,FALSE
9915,"WEEMS, John Crompton","House","Other","MD",19,20,2,2,FALSE,FALSE
10010,"WHITE, Bartow","House","Other","NY",19,19,1,1,FALSE,FALSE
10029,"WHITE, Hugh Lawson","Senate","Other","TN",19,26,8,8,FALSE,FALSE
10071,"WHITMORE, Elias","House","Other","NY",19,19,1,1,FALSE,FALSE
10127,"WILLEY, Calvin","Senate","Other","CT",19,21,3,3,FALSE,FALSE
10341,"WOODBURY, Levi","Senate","Other","NH",19,29,6,11,TRUE,FALSE
10355,"WOODS, John","House","Other","OH",19,20,2,2,FALSE,FALSE
10380,"WORTHINGTON, Thomas Contee","House","Other","MD",19,19,1,1,FALSE,FALSE
10402,"WURTS, John","House","Other","PA",19,19,1,1,FALSE,FALSE
10458,"YOUNG, William Singleton","House","Other","KY",19,19,1,1,FALSE,FALSE
125,"ALLEN, Robert","House","Other","VA",20,22,3,3,FALSE,FALSE
180,"ANDERSON, Samuel","House","Other","PA",20,20,1,1,FALSE,FALSE
435,"BARKER, David, Jr.","House","Other","NH",20,20,1,1,FALSE,FALSE
442,"BARLOW, Stephen","House","Other","PA",20,20,1,1,FALSE,FALSE
443,"BARNARD, Daniel Dewey","House","Other","NY",20,28,4,9,TRUE,FALSE
444,"BARNARD, Isaac Dutton","Senate","Other","PA",20,22,3,3,FALSE,FALSE
511,"BATES, Edward","House","Other","MO",20,20,1,1,FALSE,FALSE
513,"BATES, Isaac Chapman","House","Other","MA",20,23,4,4,FALSE,FALSE
591,"BELDEN, George Ogilvie","House","Other","NY",20,20,1,1,FALSE,FALSE
606,"BELL, John","House","Other","TN",20,26,7,7,FALSE,FALSE
775,"BLAKE, Thomas Holdsworth","House","Other","IN",20,20,1,1,FALSE,FALSE
1242,"BUNNER, Rudolph","House","Other","NY",20,20,1,1,FALSE,FALSE
1287,"BURNET, Jacob","Senate","Other","OH",20,21,2,2,FALSE,FALSE
1358,"BUTMAN, Samuel","House","Other","ME",20,21,2,2,FALSE,FALSE
1417,"CALHOON, John","House","Other","KY",20,25,3,6,TRUE,FALSE
1630,"CHAMBERS, John","House","Other","KY",20,25,3,6,TRUE,FALSE
1674,"CHASE, Samuel","House","Other","NY",20,20,1,1,FALSE,FALSE
1696,"CHILTON, Thomas","House","Other","KY",20,23,3,4,TRUE,FALSE
1775,"CLARK, John Chamberlain","House","Other","NY",20,27,4,8,TRUE,FALSE
2092,"COULTER, Richard","House","Other","PA",20,23,4,4,FALSE,FALSE
2187,"CROCKETT, David","House","Other","TN",20,23,3,4,TRUE,FALSE
2323,"DANIEL, Henry","House","Other","KY",20,22,3,3,FALSE,FALSE
2358,"DAVENPORT, John","House","Other","OH",20,20,1,1,FALSE,FALSE
2417,"DAVIS, Warren Ransom","House","Other","SC",20,23,4,4,FALSE,FALSE
2466,"DE GRAFF, John Isaac","House","Other","NY",20,25,2,6,TRUE,FALSE
2528,"DESHA, Robert","House","Other","TN",20,21,2,2,FALSE,FALSE
2740,"DUDLEY, Charles Edward","Senate","Other","NY",20,22,3,3,FALSE,FALSE
2760,"DUNCAN, Joseph","House","Other","IL",20,23,4,4,FALSE,FALSE
2817,"EARLL, Jonas, Jr.","House","Other","NY",20,21,2,2,FALSE,FALSE
3233,"FLOYD, John","House","Other","GA",20,20,1,1,FALSE,FALSE
3260,"FOOT, Samuel Augustus","Senate","Other","CT",20,22,3,3,FALSE,FALSE
3291,"FORT, Tomlinson","House","Other","GA",20,20,1,1,FALSE,FALSE
3384,"FRY, Joseph, Jr.","House","Other","PA",20,21,2,2,FALSE,FALSE
3431,"GALE, Levin","House","Other","MD",20,20,1,1,FALSE,FALSE
3493,"GARROW, Nathaniel","House","Other","NY",20,20,1,1,FALSE,FALSE
3778,"GREEN, Innis","House","Other","PA",20,21,2,2,FALSE,FALSE
4444,"HINDS, Thomas","House","Other","MS",20,21,2,2,FALSE,FALSE
4470,"HOBBIE, Selah Reeve","House","Other","NY",20,20,1,1,FALSE,FALSE
4480,"HODGES, James Leonard","House","Other","MA",20,22,3,3,FALSE,FALSE
4746,"HUNT, Jonathan","House","Other","VT",20,22,3,3,FALSE,FALSE
4814,"IREDELL, James","Senate","Other","NC",20,21,2,2,FALSE,FALSE
4937,"JOHNS, Kensey, Jr.","House","Other","DE",20,21,2,2,FALSE,FALSE
5121,"KEESE, Richard","House","Other","NY",20,20,1,1,FALSE,FALSE
5252,"KING, Adam","House","Other","PA",20,22,3,3,FALSE,FALSE
5534,"LEA, Pryor","House","Other","TN",20,21,2,2,FALSE,FALSE
5582,"LEFFLER, Isaac","House","Other","VA",20,20,1,1,FALSE,FALSE
5863,"LYON, Chittenden","House","Other","KY",20,23,4,4,FALSE,FALSE
5907,"MAGEE, John","House","Other","NY",20,21,2,2,FALSE,FALSE
6042,"MARTIN, William Dickinson","House","Other","SC",20,21,2,2,FALSE,FALSE
6097,"MAXWELL, Lewis","House","Other","VA",20,22,3,3,FALSE,FALSE
6113,"MAYNARD, John","House","Other","NY",20,27,2,8,TRUE,FALSE
6277,"McINTIRE, Rufus","House","Other","ME",20,23,4,4,FALSE,FALSE
6323,"McLANE, Louis","Senate","Other","DE",20,21,2,2,FALSE,FALSE
6779,"MUHLENBERG, Francis Swaine","House","Other","OH",20,20,1,1,FALSE,FALSE
6984,"NUCKOLLS, William Thompson","House","Other","SC",20,22,3,3,FALSE,FALSE
7212,"PARRIS, Albion Keith","Senate","Other","ME",20,20,1,1,FALSE,FALSE
7443,"PIERSON, Isaac","House","Other","NJ",20,21,2,2,FALSE,FALSE
7475,"PLANT, David","House","Other","CT",20,20,1,1,FALSE,FALSE
7625,"PRINCE, Oliver Hillhouse","Senate","Other","GA",20,20,1,1,FALSE,FALSE
7706,"RAMSEY, William","House","Other","PA",20,21,2,2,FALSE,FALSE
7720,"RANDOLPH, James Fitz","House","Other","NJ",20,22,3,3,FALSE,FALSE
7881,"RICHARDSON, Joseph","House","Other","MA",20,21,2,2,FALSE,FALSE
8142,"RUSSELL, William","House","Other","OH",20,27,4,8,TRUE,FALSE
