"icpsr","bioname","chamber","party","state_abbrev","first","last","tenure","span","gap","ongoing"
6052,"MASON, James Brown","House","Other","RI",14,15,2,2,FALSE,FALSE
6115,"MAYRANT, William","House","Other","SC",14,14,1,1,FALSE,FALSE
6332,"McLEAN, Alney","House","Other","KY",14,16,2,3,TRUE,FALSE
6462,"MIDDLETON, Henry","House","Other","SC",14,15,2,2,FALSE,FALSE
6509,"MILLER, Stephen Decatur","House","Other","SC",14,15,2,2,FALSE,FALSE
6528,"MILLS, Elijah Hunt","House","Other","MA",14,15,2,2,FALSE,FALSE
6874,"NELSON, Thomas Maduit","House","Other","VA",14,15,2,2,FALSE,FALSE
6941,"NOBLE, James","Senate","Other","IN",14,21,8,8,FALSE,FALSE
6981,"NOYES, John","House","Other","VT",14,14,1,1,FALSE,FALSE
7212,"PARRIS, Albion Keith","House","Other","MA",14,15,2,2,FALSE,FALSE
7363,"PETER, George","House","Other","MD",14,19,3,6,TRUE,FALSE
7575,"POWELL, Samuel","House","Other","TN",14,14,1,1,FALSE,FALSE
7831,"REYNOLDS, James B.","House","Other","TN",14,18,2,5,TRUE,FALSE
7860,"RICE, Thomas","House","Other","MA",14,15,2,2,FALSE,FALSE
7937,"ROANE, William Henry","House","Other","VA",14,14,1,1,FALSE,FALSE
8107,"RUGGLES, Benjamin","Senate","Other","OH",14,22,9,9,FALSE,FALSE
8211,"SANFORD, Nathan","Senate","Other","NY",14,21,6,8,TRUE,FALSE
8231,"SAVAGE, John","House","Other","NY",14,15,2,2,FALSE,FALSE
8256,"SCHENCK, Abraham Henry","House","Other","NY",14,14,1,1,FALSE,FALSE
8365,"SERGEANT, John","House","Other","PA",14,27,8,14,TRUE,FALSE
8602,"SMITH, Ballard","House","Other","VA",14,16,3,3,FALSE,FALSE
8686,"SMITH, Thomas","House","Other","PA",14,14,1,1,FALSE,FALSE
8694,"SMITH, William","Senate","Other","SC",14,21,7,8,TRUE,FALSE
8859,"STEARNS, Asahel","House","Other","MA",14,14,1,1,FALSE,FALSE
8971,"STOKES, Montfort","Senate","Other","NC",14,17,4,4,FALSE,FALSE
9036,"STRONG, Solomon","House","Other","MA",14,15,2,2,FALSE,FALSE
9185,"TATE, Magnus","House","Other","VA",14,14,1,1,FALSE,FALSE
9190,"TAUL, Micah","House","Other","KY",14,14,1,1,FALSE,FALSE
9217,"TAYLOR, John","House","Other","SC",14,14,1,1,FALSE,FALSE
9233,"TAYLOR, Waller","Senate","Other","IN",14,18,5,5,FALSE,FALSE
9295,"THOMAS, Isaac","House","Other","TN",14,14,1,1,FALSE,FALSE
9364,"THROOP, Enos Thompson","House","Other","NY",14,14,1,1,FALSE,FALSE
9437,"TOWNSEND, George","House","Other","NY",14,15,2,2,FALSE,FALSE
9482,"TROUP, George Michael","Senate","Other","GA",14,23,5,10,TRUE,FALSE
9497,"TUCKER, Henry St. George","House","Other","VA",14,15,2,2,FALSE,FALSE
9542,"TYLER, John","House","Other","VA",14,16,3,3,FALSE,FALSE
9764,"WALLACE, James M.","House","Other","PA",14,16,3,3,FALSE,FALSE
9817,"WARD, Jonathan","House","Other","NY",14,14,1,1,FALSE,FALSE
9951,"WENDOVER, Peter Hercules","House","Other","NY",14,16,3,3,FALSE,FALSE
10062,"WHITESIDE, John","House","Other","PA",14,15,2,2,FALSE,FALSE
10105,"WILDE, Richard Henry","House","Other","GA",14,23,6,10,TRUE,FALSE
10117,"WILKIN, James Whitney","House","Other","NY",14,15,2,2,FALSE,FALSE
10160,"WILLIAMS, John","Senate","Other","TN",14,17,4,4,FALSE,FALSE
10170,"WILLIAMS, Lewis","House","Other","NC",14,27,14,14,FALSE,FALSE
10207,"WILLOUGHBY, Westel, Jr.","House","Other","NY",14,14,1,1,FALSE,FALSE
10235,"WILSON, James Jefferson","Senate","Other","NJ",14,16,3,3,FALSE,FALSE
10257,"WILSON, William","House","Other","PA",14,15,2,2,FALSE,FALSE
10354,"WOODS, John","House","Other","PA",14,14,1,1,FALSE,FALSE
10363,"WOODWARD, William","House","Other","SC",14,14,1,1,FALSE,FALSE
10417,"YATES, John Barentse","House","Other","NY",14,14,1,1,FALSE,FALSE
5,"ABBOT, Joel","House","Other","GA",15,18,4,4,FALSE,FALSE
107,"ALLEN, Heman (of Colchester)","House","Other","VT",15,15,1,1,FALSE,FALSE
128,"ALLEN, Samuel Clesson","House","Other","MA",15,20,6,6,FALSE,FALSE
179,"ANDERSON, Richard Clough, Jr.","House","Other","KY",15,16,2,2,FALSE,FALSE
294,"AUSTIN, Archibald","House","Other","VA",15,15,1,1,FALSE,FALSE
382,"BALDWIN, Henry","House","Other","PA",15,17,3,3,FALSE,FALSE
398,"BALL, William Lee","House","Other","VA",15,18,4,4,FALSE,FALSE
417,"BARBER, Levi","House","Other","OH",15,17,2,3,TRUE,FALSE
533,"BAYLY, Thomas","House","Other","MD",15,17,3,3,FALSE,FALSE
576,"BEECHER, Philemon","House","Other","OH",15,20,5,6,TRUE,FALSE
616,"BELLINGER, Joseph","House","Other","SC",15,15,1,1,FALSE,FALSE
803,"BLOOMFIELD, Joseph","House","Other","NJ",15,16,2,2,FALSE,FALSE
816,"BODEN, Andrew","House","Other","PA",15,16,2,2,FALSE,FALSE
1305,"BURRILL, James, Jr.","Senate","Other","RI",15,16,2,2,FALSE,FALSE
1342,"BUTLER, Josiah","House","Other","NH",15,17,3,3,FALSE,FALSE
1350,"BUTLER, Thomas","House","Other","LA",15,16,2,2,FALSE,FALSE
1460,"CAMPBELL, John Wilson","House","Other","OH",15,19,5,5,FALSE,FALSE
1740,"CLAIBORNE, Thomas","House","Other","TN",15,15,1,1,FALSE,FALSE
1873,"COBB, Thomas Willis","House","Other","GA",15,18,3,4,TRUE,FALSE
1956,"COLSTON, Edward","House","Other","VA",15,15,1,1,FALSE,FALSE
2128,"CRAFTS, Samuel Chandler","House","Other","VT",15,18,4,4,FALSE,FALSE
2161,"CRAWFORD, Joel","House","Other","GA",15,16,2,2,FALSE,FALSE
2181,"CRITTENDEN, John Jordan","Senate","Other","KY",15,36,11,22,TRUE,FALSE
2221,"CRUGER, Daniel","House","Other","NY",15,15,1,1,FALSE,FALSE
2233,"CULBRETH, Thomas","House","Other","MD",15,16,2,2,FALSE,FALSE
2280,"CUSHMAN, John Paine","House","Other","NY",15,15,1,1,FALSE,FALSE
2341,"DARLINGTON, Isaac","House","Other","PA",15,15,1,1,FALSE,FALSE
2369,"DAVIDSON, William","House","Other","NC",15,16,2,2,FALSE,FALSE
2561,"DICKERSON, Mahlon","Senate","Other","NJ",15,22,8,8,FALSE,FALSE
2716,"DRAKE, John Reuben","House","Other","NY",15,15,1,1,FALSE,FALSE
2828,"EATON, John Henry","Senate","Other","TN",15,21,7,7,FALSE,FALSE
2871,"EDWARDS, Ninian","Senate","Other","IL",15,18,4,4,FALSE,FALSE
2907,"ELLICOTT, Benjamin","House","Other","NY",15,15,1,1,FALSE,FALSE
2977,"EPPES, John Wayles","Senate","Other","VA",15,15,1,1,FALSE,FALSE
2985,"ERVIN, James","House","Other","SC",15,16,2,2,FALSE,FALSE
3164,"FISHER, Charles","House","Other","NC",15,26,3,12,TRUE,FALSE
3173,"FISK, James","Senate","Other","VT",15,15,1,1,FALSE,FALSE
3234,"FLOYD, John","House","Other","VA",15,20,6,6,FALSE,FALSE
3252,"FOLGER, Walter, Jr.","House","Other","MA",15,16,2,2,FALSE,FALSE
3287,"FORSYTH, John","Senate","Other","GA",15,23,4,9,TRUE,FALSE
3400,"FULLER, Timothy","House","Other","MA",15,18,4,4,FALSE,FALSE
3421,"GAGE, Joshua","House","Other","MA",15,15,1,1,FALSE,FALSE
3485,"GARNETT, Robert Selden","House","Other","VA",15,19,5,5,FALSE,FALSE
3578,"GILBERT, Sylvester","House","Other","CT",15,15,1,1,FALSE,FALSE
3926,"HALE, Salma","House","Other","NH",15,15,1,1,FALSE,FALSE
3956,"HALL, Thomas H.","House","Other","NC",15,23,8,9,TRUE,FALSE
3958,"HALL, Willard","House","Other","DE",15,16,2,2,FALSE,FALSE
4353,"HERKIMER, John","House","Other","NY",15,18,2,4,TRUE,FALSE
4366,"HERRICK, Samuel","House","Other","OH",15,16,2,2,FALSE,FALSE
4456,"HITCHCOCK, Peter","House","Other","OH",15,15,1,1,FALSE,FALSE
4508,"HOGG, Samuel","House","Other","TN",15,15,1,1,FALSE,FALSE
4536,"HOLMES, John","House","Other","MA",15,16,2,2,FALSE,FALSE
4540,"HOLMES, Uriel","House","Other","CT",15,15,1,1,FALSE,FALSE
4596,"HOSTETTER, Jacob","House","Other","PA",15,16,2,2,FALSE,FALSE
4674,"HUBBARD, Thomas Hill","House","Other","NY",15,17,2,3,TRUE,FALSE
4761,"HUNTER, William","House","Other","VT",15,15,1,1,FALSE,FALSE
4959,"JOHNSON, Henry","Senate","Other","LA",15,30,7,16,TRUE,FALSE
5029,"JONES, Francis","House","Other","TN",15,17,3,3,FALSE,FALSE
5284,"KINSEY, Charles","House","Other","NJ",15,16,2,2,FALSE,FALSE
5300,"KIRTLAND, Dorrance","House","Other","NY",15,15,1,1,FALSE,FALSE
5524,"LAWYER, Thomas","House","Other","NY",15,15,1,1,FALSE,FALSE
5542,"LEAKE, Walter","Senate","Other","MS",15,16,2,2,FALSE,FALSE
5651,"LEWIS, William J.","House","Other","VA",15,15,1,1,FALSE,FALSE
5667,"LINCOLN, Enoch","House","Other","MA",15,19,5,5,FALSE,FALSE
5688,"LINN, John","House","Other","NJ",15,16,2,2,FALSE,FALSE
5711,"LIVERMORE, Arthur","House","Other","NH",15,18,3,4,TRUE,FALSE
5976,"MARCHAND, David","House","Other","PA",15,16,2,2,FALSE,FALSE
5990,"MARR, George Washington Lent","House","Other","TN",15,15,1,1,FALSE,FALSE
6058,"MASON, Jonathan","House","Other","MA",15,16,2,2,FALSE,FALSE
6323,"McLANE, Louis","House","Other","DE",15,19,5,5,FALSE,FALSE
6338,"McLEAN, John","House","Other","IL",15,15,1,1,FALSE,FALSE
6410,"MELLEN, Prentiss","Senate","Other","MA",15,16,2,2,FALSE,FALSE
6415,"MERCER, Charles Fenton","House","Other","VA",15,26,12,12,FALSE,FALSE
6430,"MERRILL, Orsamus Cook","House","Other","VT",15,16,2,2,FALSE,FALSE
6647,"MOORE, Robert","House","Other","PA",15,16,2,2,FALSE,FALSE
6650,"MOORE, Samuel","House","Other","PA",15,17,3,3,FALSE,FALSE
6693,"MORRIL, David Lawrence","Senate","Other","NH",15,17,3,3,FALSE,FALSE
6743,"MORTON, Marcus","House","Other","MA",15,16,2,2,FALSE,FALSE
6793,"MUMFORD, George","House","Other","NC",15,15,1,1,FALSE,FALSE
6821,"MURRAY, John","House","Other","PA",15,16,2,2,FALSE,FALSE
6879,"NESBITT, Wilson","House","Other","SC",15,15,1,1,FALSE,FALSE
7031,"OGDEN, David A.","House","Other","NY",15,15,1,1,FALSE,FALSE
7033,"OGLE, Alexander","House","Other","PA",15,15,1,1,FALSE,FALSE
7085,"ORR, Benjamin","House","Other","MA",15,15,1,1,FALSE,FALSE
7108,"OTIS, Harrison Gray","Senate","Other","MA",15,17,3,3,FALSE,FALSE
7131,"OWEN, James","House","Other","NC",15,15,1,1,FALSE,FALSE
7178,"PALMER, John","House","Other","NY",15,25,2,11,TRUE,FALSE
7182,"PALMER, William Adams","Senate","Other","VT",15,18,4,4,FALSE,FALSE
7216,"PARROTT, John Fabyan","House","Other","NH",15,15,1,1,FALSE,FALSE
7253,"PATTERSON, Thomas","House","Other","PA",15,18,4,4,FALSE,FALSE
7270,"PAWLING, Levi","House","Other","PA",15,15,1,1,FALSE,FALSE
7307,"PEGRAM, John","House","Other","VA",15,15,1,1,FALSE,FALSE
7459,"PINDALL, James","House","Other","VA",15,16,2,2,FALSE,FALSE
7501,"POINDEXTER, George","House","Other","MS",15,15,1,1,FALSE,FALSE
7536,"PORTER, James","House","Other","NY",15,15,1,1,FALSE,FALSE
7667,"QUARLES, Tunstall","House","Other","KY",15,16,2,2,FALSE,FALSE
7792,"REED, Philip","House","Other","MD",15,17,2,3,TRUE,FALSE
7813,"REID, Robert Raymond","House","Other","GA",15,17,3,3,FALSE,FALSE
7872,"RICHARDS, Mark","House","Other","VT",15,16,2,2,FALSE,FALSE
7962,"ROBERTSON, George","House","Other","KY",15,16,2,2,FALSE,FALSE
8034,"ROGERS, Thomas Jones","House","Other","PA",15,18,4,4,FALSE,FALSE
8190,"SAMPSON, Zabdiel","House","Other","MA",15,16,2,2,FALSE,FALSE
8281,"SCHUYLER, Philip Jeremiah","House","Other","NY",15,15,1,1,FALSE,FALSE
8327,"SCUDDER, Tredwell","House","Other","NY",15,15,1,1,FALSE,FALSE
8370,"SETTLE, Thomas","House","Other","NC",15,16,2,2,FALSE,FALSE
8418,"SHAW, Henry","House","Other","MA",15,16,2,2,FALSE,FALSE
8465,"SHERWOOD, Samuel Burr","House","Other","CT",15,15,1,1,FALSE,FALSE
8510,"SILSBEE, Nathaniel","House","Other","MA",15,16,2,2,FALSE,FALSE
8513,"SIMKINS, Eldred","House","Other","SC",15,16,2,2,FALSE,FALSE
8585,"SLOCUMB, Jesse","House","Other","NC",15,16,2,2,FALSE,FALSE
8642,"SMITH, James Strudwick","House","Other","NC",15,16,2,2,FALSE,FALSE
8715,"SMYTH, Alexander","House","Other","VA",15,21,6,7,TRUE,FALSE
8763,"SPANGLER, Jacob","House","Other","PA",15,15,1,1,FALSE,FALSE
8772,"SPEED, Thomas","House","Other","KY",15,15,1,1,FALSE,FALSE
8787,"SPENCER, John Canfield","House","Other","NY",15,15,1,1,FALSE,FALSE
8935,"STEWART, James","House","Other","NC",15,15,1,1,FALSE,FALSE
8993,"STORER, Clement","Senate","Other","NH",15,15,1,1,FALSE,FALSE
8997,"STORRS, Henry Randolph","House","Other","NY",15,21,6,7,TRUE,FALSE
9042,"STROTHER, George French","House","Other","VA",15,16,2,2,FALSE,FALSE
9171,"TALLMADGE, James, Jr.","House","Other","NY",15,15,1,1,FALSE,FALSE
9180,"TARR, Christian","House","Other","PA",15,16,2,2,FALSE,FALSE
9261,"TERRELL, William","House","Other","GA",15,16,2,2,FALSE,FALSE
9263,"TERRY, Nathaniel","House","Other","CT",15,15,1,1,FALSE,FALSE
9297,"THOMAS, Jesse Burgess","Senate","Other","IL",15,20,6,6,FALSE,FALSE
9414,"TOMPKINS, Caleb","House","Other","NY",15,16,2,2,FALSE,FALSE
9472,"TRIMBLE, David","House","Other","KY",15,19,5,5,FALSE,FALSE
9500,"TUCKER, Starling","House","Other","SC",15,21,7,7,FALSE,FALSE
9569,"UPHAM, Nathaniel","House","Other","NH",15,17,3,3,FALSE,FALSE
9613,"VAN DYKE, Nicholas","Senate","Other","DE",15,19,5,5,FALSE,FALSE
9737,"WALKER, David","House","Other","KY",15,16,2,2,FALSE,FALSE
9738,"WALKER, Felix","House","Other","NC",15,17,3,3,FALSE,FALSE
9967,"WESTERLO, Rensselaer","House","Other","NY",15,15,1,1,FALSE,FALSE
10182,"WILLIAMS, Thomas Hill","Senate","Other","MS",15,20,6,6,FALSE,FALSE
10183,"WILLIAMS, Thomas Scott","House","Other","CT",15,15,1,1,FALSE,FALSE
87,"ALEXANDER, Mark","House","Other","VA",16,22,7,7,FALSE,FALSE
122,"ALLEN, Nathaniel","House","Other","NY",16,16,1,1,FALSE,FALSE
124,"ALLEN, Robert","House","Other","TN",16,19,4,4,FALSE,FALSE
225,"ARCHER, William Segar","House","Other","VA",16,23,8,8,FALSE,FALSE
358,"BAKER, Caleb","House","Other","NY",16,16,1,1,FALSE,FALSE
755,"BLACKLEDGE, William Salter","House","Other","NC",16,17,2,2,FALSE,FALSE
1013,"BREVARD, Joseph","House","Other","SC",16,16,1,1,FALSE,FALSE
1136,"BROWN, William","House","Other","KY",16,16,1,1,FALSE,FALSE
1168,"BRUSH, Henry","House","Other","OH",16,16,1,1,FALSE,FALSE
1171,"BRYAN, Henry Hunter","House","Other","TN",16,17,2,2,FALSE,FALSE
1221,"BUFFUM, Joseph, Jr.","House","Other","NH",16,16,1,1,FALSE,FALSE
1319,"BURTON, Hutchins Gordon","House","Other","NC",16,18,3,3,FALSE,FALSE
1571,"CASE, Walter","House","Other","NY",16,16,1,1,FALSE,FALSE
1635,"CHANDLER, John","Senate","Other","ME",16,20,5,5,FALSE,FALSE
1780,"CLARK, Robert","House","Other","NY",16,16,1,1,FALSE,FALSE
1887,"COCKE, John","House","Other","TN",16,19,4,4,FALSE,FALSE
2015,"COOK, Daniel Pope","House","Other","IL",16,19,4,4,FALSE,FALSE
2208,"CROWELL, John","House","Other","AL",16,16,1,1,FALSE,FALSE
2281,"CUSHMAN, Joshua","House","Other","MA",16,18,3,3,FALSE,FALSE
2285,"CUTHBERT, John Alfred","House","Other","GA",16,16,1,1,FALSE,FALSE
2318,"DANE, Joseph","House","Other","MA",16,17,2,2,FALSE,FALSE
2498,"DENISON, George","House","Other","PA",16,17,2,2,FALSE,FALSE
2548,"DE WITT, Jacob Hasbrouck","House","Other","NY",16,16,1,1,FALSE,FALSE
2574,"DICKINSON, John Dean","House","Other","NY",16,21,4,6,TRUE,FALSE
2709,"DOWSE, Edward","House","Other","MA",16,16,1,1,FALSE,FALSE
2841,"EDDY, Samuel","House","Other","RI",16,18,3,3,FALSE,FALSE
2865,"EDWARDS, Henry Waggaman","House","Other","CT",16,17,2,2,FALSE,FALSE
2873,"EDWARDS, Samuel","House","Other","PA",16,19,4,4,FALSE,FALSE
2913,"ELLIOTT, John","Senate","Other","GA",16,18,3,3,FALSE,FALSE
3086,"FAY, John","House","Other","NY",16,16,1,1,FALSE,FALSE
3260,"FOOT, Samuel Augustus","House","Other","CT",16,23,3,8,TRUE,FALSE
3274,"FORD, William Donnison","House","Other","NY",16,16,1,1,FALSE,FALSE
3284,"FORREST, Thomas","House","Other","PA",16,17,2,2,FALSE,FALSE
3403,"FULLERTON, David","House","Other","PA",16,16,1,1,FALSE,FALSE
3707,"GORHAM, Benjamin","House","Other","MA",16,23,5,8,TRUE,FALSE
3767,"GRAY, John Cowper","House","Other","VA",16,16,1,1,FALSE,FALSE
3852,"GROSS, Ezra Carter","House","Other","NY",16,16,1,1,FALSE,FALSE
3854,"GROSS, Samuel","House","Other","PA",16,17,2,2,FALSE,FALSE
3886,"GUYON, James, Jr.","House","Other","NY",16,16,1,1,FALSE,FALSE
3896,"HACKLEY, Aaron, Jr.","House","Other","NY",16,16,1,1,FALSE,FALSE
3938,"HALL, George","House","Other","NY",16,16,1,1,FALSE,FALSE
4253,"HAZARD, Nathaniel","House","Other","RI",16,16,1,1,FALSE,FALSE
4381,"HIBSHMAN, Jacob","House","Other","PA",16,16,1,1,FALSE,FALSE
4419,"HILL, Mark Langdon","House","Other","MA",16,17,2,2,FALSE,FALSE
4467,"HOBART, Aaron","House","Other","MA",16,19,4,4,FALSE,FALSE
4532,"HOLMES, David","Senate","Other","MS",16,18,3,3,FALSE,FALSE
4536,"HOLMES, John","Senate","Other","ME",16,22,7,7,FALSE,FALSE
4848,"JACKSON, Edward Brake","House","Other","VA",16,17,2,2,FALSE,FALSE
4951,"JOHNSON, Francis","House","Other","KY",16,19,4,4,FALSE,FALSE
4988,"JOHNSON, Richard Mentor","Senate","Other","KY",16,20,5,5,FALSE,FALSE
5039,"JONES, James","House","Other","VA",16,17,2,2,FALSE,FALSE
5167,"KENDALL, Jonas","House","Other","MA",16,16,1,1,FALSE,FALSE
5275,"KING, William Rufus de Vane","Senate","Other","AL",16,32,16,17,TRUE,FALSE
5287,"KINSLEY, Martin","House","Other","MA",16,16,1,1,FALSE,FALSE
5339,"KNIGHT, Nehemiah Rice","Senate","Other","RI",16,26,11,11,FALSE,FALSE
5465,"LANMAN, James","Senate","Other","CT",16,18,3,3,FALSE,FALSE
5491,"LATHROP, Samuel","House","Other","MA",16,19,4,4,FALSE,FALSE
5724,"LLOYD, Edward","Senate","Other","MD",16,19,4,4,FALSE,FALSE
5748,"LOGAN, William","Senate","Other","KY",16,16,1,1,FALSE,FALSE
5817,"LOWRIE, Walter","Senate","Other","PA",16,18,3,3,FALSE,FALSE
5849,"LYMAN, Joseph Stebbins","House","Other","NY",16,16,1,1,FALSE,FALSE
5937,"MALLARY, Rollin Carolas","House","Other","VT",16,21,6,6,FALSE,FALSE
6195,"MCCREARY, John","House","Other","SC",16,16,1,1,FALSE,FALSE
6207,"McCULLOUGH, Thomas Grubb","House","Other","PA",16,16,1,1,FALSE,FALSE
6403,"MEECH, Ezra","House","Other","VT",16,19,2,4,TRUE,FALSE
6407,"MEIGS, Henry","House","Other","NY",16,16,1,1,FALSE,FALSE
6446,"METCALFE, Thomas","House","Other","KY",16,20,5,5,FALSE,FALSE
6528,"MILLS, Elijah Hunt","Senate","Other","MA",16,19,4,4,FALSE,FALSE
6591,"MONELL, Robert","House","Other","NY",16,21,2,6,TRUE,FALSE
6654,"MOORE, Thomas Love","House","Other","VA",16,17,2,2,FALSE,FALSE
6852,"NEALE, Raphael","House","Other","MD",16,18,3,3,FALSE,FALSE
7122,"OVERSTREET, James","House","Other","SC",16,17,2,2,FALSE,FALSE
7205,"PARKER, Severn Eyre","House","Other","VA",16,16,1,1,FALSE,FALSE
7216,"PARROTT, John Fabyan","Senate","Other","NH",16,18,3,3,FALSE,FALSE
7301,"PEEK, Harmanus","House","Other","NY",16,16,1,1,FALSE,FALSE
7399,"PHELPS, Elisha","House","Other","CT",16,20,3,5,TRUE,FALSE
7421,"PHILSON, Robert","House","Other","PA",16,16,1,1,FALSE,FALSE
7455,"PINCKNEY, Charles","House","Other","SC",16,16,1,1,FALSE,FALSE
7463,"PINKNEY, William","Senate","Other","MD",16,17,2,2,FALSE,FALSE
7468,"PITCHER, Nathaniel","House","Other","NY",16,22,3,7,TRUE,FALSE
7486,"PLEASANTS, James","Senate","Other","VA",16,17,2,2,FALSE,FALSE
7494,"PLUMER, William, Jr.","House","Other","NH",16,18,3,3,FALSE,FALSE
7729,"RANKIN, Christopher","House","Other","MS",16,19,4,4,FALSE,FALSE
7888,"RICHMOND, Jonathan","House","Other","NY",16,16,1,1,FALSE,FALSE
8078,"ROSS, Thomas Randolph","House","Other","OH",16,18,3,3,FALSE,FALSE
8122,"RUSS, John","House","Other","CT",16,17,2,2,FALSE,FALSE
8582,"SLOANE, John","House","Other","OH",16,20,5,5,FALSE,FALSE
8603,"SMITH, Bernard","House","Other","NJ",16,16,1,1,FALSE,FALSE
8752,"SOUTHARD, Samuel Lewis","Senate","Other","NJ",16,27,7,12,TRUE,FALSE
8912,"STEVENS, James","House","Other","CT",16,16,1,1,FALSE,FALSE
9022,"STREET, Randall S.","House","Other","NY",16,16,1,1,FALSE,FALSE
9029,"STRONG, James","House","Other","NY",16,21,5,6,TRUE,FALSE
9411,"TOMLINSON, Gideon","House","Other","CT",16,19,4,4,FALSE,FALSE
9447,"TRACY, Albert Haller","House","Other","NY",16,18,3,3,FALSE,FALSE
9477,"TRIMBLE, William Allen","Senate","Other","OH",16,17,2,2,FALSE,FALSE
9496,"TUCKER, George","House","Other","VA",16,18,3,3,FALSE,FALSE
9631,"VAN RENSSELAER, Solomon Van Vechten","House","Other","NY",16,17,2,2,FALSE,FALSE
9635,"VAN SWEARINGEN, Thomas","House","Other","VA",16,17,2,2,FALSE,FALSE
9740,"WALKER, Freeman","Senate","Other","GA",16,16,1,1,FALSE,FALSE
9749,"WALKER, John Williams","Senate","Other","AL",16,17,2,2,FALSE,FALSE
9829,"WARFIELD, Henry Ridgely","House","Other","MD",16,18,3,3,FALSE,FALSE
10155,"WILLIAMS, Jared","House","Other","VA",16,18,3,3,FALSE,FALSE
10333,"WOOD, Silas","House","Other","NY",16,20,5,5,FALSE,FALSE
418,"BARBER, Noyes","House","Other","CT",17,23,7,7,FALSE,FALSE
481,"BARSTOW, Gideon","House","Other","MA",17,17,1,1,FALSE,FALSE
495,"BARTON, David","Senate","Other","MO",17,21,5,5,FALSE,FALSE
530,"BAYLIES, Francis","House","Other","MA",17,19,3,3,FALSE,FALSE
658,"BENTON, Thomas Hart","Senate","Other","MO",17,31,15,15,FALSE,FALSE
705,"BIGELOW, Lewis","House","Other","MA",17,17,1,1,FALSE,FALSE
767,"BLAIR, James","House","Other","SC",17,23,4,7,TRUE,FALSE
810,"BOARDMAN, Elijah","Senate","Other","CT",17,17,1,1,FALSE,FALSE
864,"BORLAND, Charles, Jr.","House","Other","NY",17,17,1,1,FALSE,FALSE
993,"BRECKINRIDGE, James Douglas","House","Other","KY",17,17,1,1,FALSE,FALSE
1107,"BROWN, Ethan Allen","Senate","Other","OH",17,18,2,2,FALSE,FALSE
1119,"BROWN, John","House","Other","PA",17,18,2,2,FALSE,FALSE
1186,"BUCHANAN, James","House","Other","PA",17,21,5,5,FALSE,FALSE
1308,"BURROWS, Daniel","House","Other","CT",17,17,1,1,FALSE,FALSE
1431,"CAMBRELENG, Churchill Caldom","House","Other","NY",17,25,9,9,FALSE,FALSE
1464,"CAMPBELL, Samuel","House","Other","NY",17,17,1,1,FALSE,FALSE
1547,"CARTER, John","House","Other","SC",17,20,4,4,FALSE,FALSE
1583,"CASSEDY, George","House","Other","NJ",17,19,3,3,FALSE,FALSE
1626,"CHAMBERS, David","House","Other","OH",17,17,1,1,FALSE,FALSE
1918,"COLDEN, Cadwallader David","House","Other","NY",17,17,1,1,FALSE,FALSE
1982,"CONKLING, Alfred","House","Other","NY",17,17,1,1,FALSE,FALSE
2002,"CONNOR, Henry William","House","Other","NC",17,26,10,10,FALSE,FALSE
2079,"COSDEN, Jeremiah","House","Other","MD",17,17,1,1,FALSE,FALSE
2220,"CRUDUP, Josiah","House","Other","NC",17,17,1,1,FALSE,FALSE
2549,"DE WOLF, James","Senate","Other","RI",17,19,3,3,FALSE,FALSE
2788,"DURFEE, Job","House","Other","RI",17,18,2,2,FALSE,FALSE
2797,"DWIGHT, Henry Williams","House","Other","MA",17,21,5,5,FALSE,FALSE
3070,"FARRELLY, Patrick","House","Other","PA",17,19,3,3,FALSE,FALSE
3144,"FINDLAY, John","House","Other","PA",17,19,3,3,FALSE,FALSE
3146,"FINDLAY, William","Senate","Other","PA",17,19,3,3,FALSE,FALSE
3293,"FORWARD, Walter","House","Other","PA",17,18,2,2,FALSE,FALSE
3521,"GEBHARD, John","House","Other","NY",17,17,1,1,FALSE,FALSE
3611,"GILMER, George Rockingham","House","Other","GA",17,23,3,7,TRUE,FALSE
3620,"GIST, Joseph","House","Other","SC",17,19,3,3,FALSE,FALSE
3727,"GOVAN, Andrew Robison","House","Other","SC",17,19,3,3,FALSE,FALSE
3991,"HAMILTON, James, Jr.","House","Other","SC",17,20,4,4,FALSE,FALSE
4109,"HARRIS, Mark","House","Other","ME",17,17,1,1,FALSE,FALSE
4164,"HARVEY, Matthew","House","Other","NH",17,18,2,2,FALSE,FALSE
4211,"HAWKES, James","House","Other","NY",17,17,1,1,FALSE,FALSE
4362,"HERRICK, Ebenezer","House","Other","ME",17,19,3,3,FALSE,FALSE
4513,"HOLCOMBE, George","House","Other","NJ",17,20,4,4,FALSE,FALSE
4926,"JENNINGS, Jonathan","House","Other","IN",17,21,5,5,FALSE,FALSE
4973,"JOHNSON, John Telemachus","House","Other","KY",17,18,2,2,FALSE,FALSE
5008,"JOHNSTON, Josiah Stoddard","House","Other","LA",17,17,1,1,FALSE,FALSE
5155,"KELLY, William","Senate","Other","AL",17,18,2,2,FALSE,FALSE
5226,"KEYES, Elias","House","Other","VT",17,17,1,1,FALSE,FALSE
5292,"KIRKLAND, Joseph","House","Other","NY",17,17,1,1,FALSE,FALSE
5584,"LEFTWICH, Jabez","House","Other","VA",17,18,2,2,FALSE,FALSE
5696,"LITCHFIELD, Elisha","House","Other","NY",17,18,2,2,FALSE,FALSE
