GEOID,cx,cy,dist,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,county,side
260992638001018,18.205,19.402,0.633,15,3,1,6,0,5,0,0,0,26099,north
260992638001019,18.104,19.372,0.611,45,1,24,19,0,0,0,0,1,26099,north
260992638001020,18.548,19.308,0.515,82,1,29,38,0,9,0,0,5,26099,north
260992638001021,18.73,19.321,0.517,0,0,0,0,0,0,0,0,0,26099,north
260992638001022,18.117,19.28,0.518,13,0,5,4,0,1,0,0,3,26099,north
260992638001023,18.303,19.302,0.525,42,0,19,21,0,0,0,0,2,26099,north
260992638002000,18.61,20.414,1.617,0,0,0,0,0,0,0,0,0,26099,north
260992638002001,18.505,20.402,1.611,10,4,3,0,0,0,0,0,3,26099,north
260992638002002,18.356,20.391,1.611,22,0,5,7,1,9,0,0,0,26099,north
260992638002003,18.29,20.293,1.517,13,1,7,2,0,0,0,0,3,26099,north
260992638002004,18.222,20.382,1.611,10,2,6,0,0,0,0,0,2,26099,north
260992638002005,18.058,20.363,1.606,0,0,0,0,0,0,0,0,0,26099,north
260992638002006,18.064,20.277,1.52,0,0,0,0,0,0,0,0,0,26099,north
260992638002007,18.227,20.301,1.53,29,0,17,10,0,2,0,0,0,26099,north
260992638002008,18.232,20.221,1.45,29,0,7,17,0,2,0,2,1,26099,north
260992638002009,18.07,20.195,1.437,32,5,22,5,0,0,0,0,0,26099,north
260992638002010,18.237,20.142,1.371,25,0,10,5,0,10,0,0,0,26099,north
260992638002011,18.3,20.145,1.369,12,0,2,7,0,2,0,0,1,26099,north
260992638002012,18.375,20.151,1.37,53,3,12,31,0,0,0,2,5,26099,north
260992638002013,18.369,20.231,1.45,47,4,7,30,2,1,0,1,2,26099,north
260992638002014,18.362,20.31,1.529,43,3,16,14,0,9,0,0,1,26099,north
260992638002015,18.514,20.321,1.53,68,1,36,24,2,1,0,0,4,26099,north
260992638002016,18.619,20.329,1.532,0,0,0,0,0,0,0,0,0,26099,north
260992638002017,18.625,20.249,1.452,0,0,0,0,0,0,0,0,0,26099,north
260992638002018,18.519,20.242,1.45,64,0,29,28,0,2,0,2,3,26099,north
260992638002019,18.524,20.162,1.37,48,0,30,16,0,1,0,0,1,26099,north
260992638002020,18.63,20.169,1.371,17,1,2,2,2,5,0,2,3,26099,north
260992638002021,18.636,20.086,1.288,0,0,0,0,0,0,0,0,0,26099,north
260992638002022,18.53,20.08,1.288,58,2,46,4,0,0,0,0,6,26099,north
260992638002023,18.381,20.07,1.289,60,0,16,34,4,3,0,0,3,26099,north
260992638002024,18.306,20.065,1.288,10,0,2,7,0,0,0,0,1,26099,north
260992638002025,18.242,20.061,1.289,37,0,25,7,0,1,0,0,4,26099,north
260992638002026,18.075,20.113,1.354,53,0,17,35,0,0,0,0,1,26099,north
260992638002027,18.087,19.92,1.16,0,0,0,0,0,0,0,0,0,26099,north
260992638002028,18.246,19.981,1.208,20,0,10,7,0,1,0,0,2,26099,north
260992638002029,18.311,19.983,1.206,16,7,3,5,0,0,0,0,1,26099,north
260992638002030,18.387,19.989,1.207,66,1,39,18,2,1,0,0,5,26099,north
260992638002031,18.532,19.998,1.206,23,2,8,12,0,0,0,0,1,26099,north
260992638002032,18.639,20.001,1.203,0,0,0,0,0,0,0,0,0,26099,north
260992638002033,18.648,19.922,1.123,0,0,0,0,0,0,0,0,0,26099,north
260992638002034,18.541,19.916,1.123,30,0,6,22,0,0,0,0,2,26099,north
260992638002035,18.389,19.907,1.124,24,5,3,15,0,0,0,0,1,26099,north
260992638002036,18.316,19.923,1.146,9,1,2,6,0,0,0,0,0,26099,north
260992638002037,18.251,19.9,1.127,32,6,3,9,0,10,0,1,3,26099,north
260992638002038,18.255,19.818,1.045,23,3,20,0,0,0,0,0,0,26099,north
260992638002039,18.321,19.828,1.051,23,0,9,11,0,2,0,0,1,26099,north
260992638002040,18.399,19.826,1.043,52,3,24,19,0,0,0,1,5,26099,north
260992638002041,18.569,19.835,1.041,50,0,18,27,0,2,0,0,3,26099,north
260992638002042,18.575,19.754,0.959,53,2,17,32,0,1,0,0,1,26099,north
260992638002043,18.4,19.742,0.959,50,1,28,21,0,0,0,0,0,26099,north
260992638002044,18.321,19.746,0.969,11,0,5,5,0,1,0,0,0,26099,north
260992638002045,18.26,19.735,0.962,23,3,15,5,0,0,0,0,0,26099,north
260992638002046,18.109,19.729,0.968,81,4,50,23,0,1,0,0,3,26099,north
260992638002047,18.132,19.647,0.884,31,2,25,3,0,1,0,0,0,26099,north
260992638002048,18.229,19.651,0.88,1,0,0,1,0,0,0,0,0,26099,north
260992638002049,18.288,19.652,0.876,45,2,13,25,0,1,0,0,4,26099,north
260992638002050,18.404,19.661,0.877,42,0,18,19,0,0,0,0,5,26099,north
260992638002051,18.557,19.67,0.877,61,2,17,37,2,0,0,0,3,26099,north
260992638002052,18.664,19.675,0.875,16,8,2,3,0,3,0,0,0,26099,north
260992638003000,18.749,19.229,0.424,0,0,0,0,0,0,0,0,0,26099,north
260992638003001,18.566,19.215,0.421,87,0,18,68,0,0,0,0,1,26099,north
260992638003002,18.313,19.198,0.421,77,1,30,43,0,0,0,0,3,26099,north
260992638003003,18.124,19.186,0.424,0,0,0,0,0,0,0,0,0,26099,north
260992638003004,18.13,19.096,0.333,0,0,0,0,0,0,0,0,0,26099,north
260992638003005,18.322,19.109,0.331,50,0,16,26,0,0,0,3,5,26099,north
260992638003006,18.58,19.127,0.332,98,0,32,35,0,21,0,0,10,26099,north
