GEOID,cx,cy,dist,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,county,side
261251734004014,8.834,19.115,0.877,46,5,26,10,0,4,0,0,1,26125,north
261251734004015,9.029,19.142,0.891,51,4,38,9,0,0,0,0,0,26125,north
261251734004016,9.038,19.042,0.791,40,3,30,5,0,0,0,0,2,26125,north
261251734004017,8.841,19.014,0.776,36,2,28,6,0,0,0,0,0,26125,north
261251734004018,8.849,18.916,0.678,56,5,47,1,0,0,0,0,3,26125,north
261251734004019,9.046,18.943,0.692,32,0,20,8,0,0,0,0,4,26125,north
261251734004020,8.997,18.732,0.484,61,1,56,4,0,0,0,0,0,26125,north
261251734004021,8.852,18.801,0.561,82,1,64,6,0,2,0,0,9,26125,north
261251734004022,8.864,18.647,0.407,108,4,96,6,0,0,0,0,2,26125,north
261251734004023,8.887,18.406,0.165,157,2,123,27,0,1,0,0,4,26125,north
261251734004024,9.032,18.421,0.17,55,2,39,9,0,0,0,0,5,26125,north
261251734004025,9.134,18.429,0.172,55,2,44,0,0,4,0,3,2,26125,north
261251734004026,9.102,18.746,0.491,41,1,23,8,0,1,0,0,8,26125,north
261251734004027,9.006,18.251,0.001,0,0,0,0,0,0,0,0,0,26125,north
261251735001000,10.481,19.154,0.815,156,7,124,3,2,9,0,0,11,26125,north
261251735001001,10.507,19.065,0.724,131,2,106,5,0,5,0,0,13,26125,north
261251735001002,10.539,18.976,0.633,119,11,96,2,0,3,0,0,7,26125,north
261251735001003,10.564,18.882,0.537,113,3,93,3,0,3,0,0,11,26125,north
261251735001004,10.61,18.733,0.386,205,0,162,27,0,1,0,1,14,26125,north
261251735001005,11,18.801,0.432,95,0,86,7,0,0,0,0,2,26125,north
261251735001006,11.006,18.714,0.344,113,7,92,9,0,2,0,0,3,26125,north
261251735001007,11.009,18.63,0.26,131,6,104,3,2,2,0,0,14,26125,north
261251735001008,11.017,18.55,0.18,95,11,72,7,0,2,0,3,0,26125,north
261251735001009,10.663,18.567,0.217,79,5,57,8,0,0,0,2,7,26125,north
261251735001010,10.697,18.465,0.112,54,4,40,2,0,2,0,3,3,26125,north
261251735001011,11.021,18.472,0.101,80,5,58,12,0,3,0,0,2,26125,north
261251735001012,11.089,18.415,0.042,0,0,0,0,0,0,0,0,0,26125,north
261251735001013,10.893,18.399,0.035,0,0,0,0,0,0,0,0,0,26125,north
261251735001014,10.711,18.413,0.06,0,0,0,0,0,0,0,0,0,26125,north
261251735001015,10.739,18.383,0.028,0,0,0,0,0,0,0,0,0,26125,north
261251735001016,11.006,18.374,0.004,0,0,0,0,0,0,0,0,0,26125,north
261251735002000,10.695,19.871,1.519,0,0,0,0,0,0,0,0,0,26125,north
261251735002001,10.504,19.83,1.489,122,1,83,35,0,1,0,0,2,26125,north
261251735002002,10.069,19.847,1.539,52,1,39,1,0,2,0,0,9,26125,north
261251735002003,10.098,19.765,1.456,117,5,95,6,0,1,0,4,6,26125,north
261251735002004,10.123,19.682,1.371,116,3,98,8,0,2,0,2,3,26125,north
261251735002005,10.535,19.709,1.367,83,9,59,7,0,0,0,0,8,26125,north
261251735002006,10.544,19.626,1.283,81,1,72,1,1,1,0,0,5,26125,north
261251735002007,10.149,19.599,1.287,128,4,108,11,0,0,0,0,5,26125,north
261251735002008,10.173,19.515,1.203,81,4,60,1,0,6,0,0,10,26125,north
261251735002009,10.559,19.49,1.146,113,2,93,0,0,11,0,2,5,26125,north
261251735002010,10.561,19.346,1.002,89,2,79,3,0,2,0,0,3,26125,north
261251735002011,10.233,19.347,1.032,73,2,59,3,0,5,0,0,4,26125,north
261251735002012,10.199,19.432,1.118,74,4,64,0,0,0,0,0,6,26125,north
261251735002013,10.568,19.247,0.902,100,3,79,7,0,2,0,4,5,26125,north
261251735002014,10.25,19.253,0.937,63,2,56,4,0,0,0,0,1,26125,north
261251736001000,11.632,19.953,1.54,35,2,24,5,0,0,0,0,4,26125,north
261251736001001,11.325,19.817,1.432,0,0,0,0,0,0,0,0,0,26125,north
261251736001002,11.046,19.881,1.509,38,1,29,4,0,0,0,1,3,26125,north
261251736001003,10.848,19.899,1.538,0,0,0,0,0,0,0,0,0,26125,north
261251736001004,11.26,19.403,1.024,17,1,12,1,0,0,0,0,3,26125,north
261251736001005,11.652,19.702,1.287,74,7,48,4,0,0,0,0,15,26125,north
261251736001006,11.646,19.786,1.371,57,1,38,13,0,0,0,0,5,26125,north
261251736001007,11.639,19.869,1.455,43,3,27,8,0,2,0,0,3,26125,north
261251736001008,11.707,18.789,0.368,84,8,65,3,0,6,0,0,2,26125,north
261251736001009,11.7,18.872,0.452,64,11,50,1,0,0,0,0,2,26125,north
261251736001010,11.692,18.955,0.536,81,5,59,13,0,0,0,0,4,26125,north
261251736001011,11.685,19.039,0.62,70,8,43,12,1,2,0,0,4,26125,north
261251736001012,11.683,19.122,0.703,53,5,44,1,0,0,0,1,2,26125,north
261251736001013,11.688,19.247,0.828,89,4,71,12,0,0,0,0,2,26125,north
261251736001014,11.679,19.371,0.953,53,1,51,0,0,0,0,0,1,26125,north
261251736001015,11.672,19.453,1.036,51,0,37,8,0,0,0,0,6,26125,north
261251736001016,11.666,19.536,1.119,56,0,49,1,0,1,0,0,5,26125,north
261251736001017,11.659,19.619,1.203,45,0,38,3,0,0,0,1,3,26125,north
261251736001018,11.72,18.621,0.199,50,1,40,8,0,0,0,0,1,26125,north
261251736001019,11.713,18.705,0.284,48,2,43,0,0,0,0,2,1,26125,north
261251736001020,11.74,18.539,0.115,35,0,23,12,0,0,0,0,0,26125,north
261251736001021,11.272,19.004,0.624,0,0,0,0,0,0,0,0,0,26125,north
261251736001022,11.097,18.947,0.574,257,8,226,12,0,1,0,5,5,26125,north
261251736001023,10.868,19.159,0.796,52,3,40,5,0,3,0,0,1,26125,north
261251736001024,10.858,19.249,0.887,31,2,23,0,1,2,0,0,3,26125,north
261251736001025,11.377,18.396,0.007,0,0,0,0,0,0,0,0,0,26125,north
261251736001026,11.63,18.406,-0.007,0,0,0,0,0,0,0,0,0,26125,south
261251736001027,11.773,18.42,-0.007,0,0,0,0,0,0,0,0,0,26125,south
261251736001028,11.763,18.461,0.035,0,0,0,0,0,0,0,0,0,26125,north
261251750001017,11.901,20.883,2.448,12,1,11,0,0,0,0,0,0,26125,north
261251750001018,12.088,20.893,2.444,60,5,43,7,0,4,1,0,0,26125,north
261251750002014,12.37,20.914,2.454,0,0,0,0,0,0,0,0,0,26125,north
261251750003008,13.727,20.993,2.481,39,7,22,8,0,1,0,0,1,26125,north
261251751001000,13.226,20.786,2.309,0,0,0,0,0,0,0,0,0,26125,north
261251751001001,13.135,20.78,2.307,95,1,68,17,0,2,0,0,7,26125,north
261251751001002,13.048,20.768,2.299,59,1,55,1,0,0,0,0,2,26125,north
261251751001003,12.963,20.767,2.301,57,3,36,7,0,5,0,0,6,26125,north
261251751001004,12.88,20.762,2.298,63,10,39,4,0,2,0,0,8,26125,north
261251751001005,12.899,20.493,2.029,62,2,46,4,1,0,0,0,9,26125,north
261251751001006,12.981,20.498,2.032,72,1,53,10,1,0,0,0,7,26125,north
261251751001007,13.067,20.504,2.034,83,6,60,7,0,6,0,0,4,26125,north
261251751001008,13.155,20.51,2.036,89,4,70,1,1,2,0,0,11,26125,north
261251751001009,13.243,20.515,2.037,64,3,49,4,0,1,0,0,7,26125,north
261251751001010,13.265,20.239,1.76,49,3,41,0,0,1,0,0,4,26125,north
261251751001011,13.173,20.239,1.764,35,0,32,0,0,2,0,0,1,26125,north
261251751001012,13.086,20.233,1.762,56,0,50,4,0,0,0,0,2,26125,north
261251751001013,13,20.227,1.76,61,2,46,0,0,2,0,4,7,26125,north
261251751001014,12.917,20.223,1.758,75,3,49,15,0,1,0,0,7,26125,north
261251751002000,13.836,20.82,2.303,17,0,9,0,1,0,0,0,7,26125,north
261251751002001,13.745,20.815,2.302,102,2,72,24,1,0,0,0,3,26125,north
261251751002002,13.654,20.809,2.303,80,5,54,15,0,0,0,0,6,26125,north
261251751002003,13.563,20.803,2.303,51,4,41,1,0,1,0,0,4,26125,north
261251751002004,13.403,20.655,2.166,210,1,121,74,7,0,0,0,7,26125,north
261251751002005,13.674,20.544,2.036,84,7,47,16,4,0,0,0,10,26125,north
261251751002006,13.765,20.55,2.036,100,0,87,6,0,0,0,0,7,26125,north
261251751002007,13.856,20.555,2.037,70,1,57,9,1,0,0,1,1,26125,north
261251751002008,13.877,20.284,1.765,31,3,24,0,0,2,0,0,2,26125,north
261251751002009,13.786,20.279,1.764,54,3,36,7,0,6,0,0,2,26125,north
261251751002010,13.695,20.273,1.763,73,3,54,2,0,3,0,0,11,26125,north
261251751002011,13.604,20.267,1.764,64,5,47,4,0,0,0,0,8,26125,north
261251751002012,13.583,20.538,2.037,82,3,76,2,0,0,0,0,1,26125,north
261251751002013,13.435,20.258,1.767,40,5,25,0,1,3,0,1,5,26125,north
261251751003000,12.799,20.757,2.295,73,2,57,9,0,0,0,0,5,26125,north
261251751003001,12.717,20.753,2.292,64,0,52,5,0,0,0,0,7,26125,north
261251751003002,12.635,20.748,2.287,54,0,51,1,0,0,0,0,2,26125,north
261251751003003,12.553,20.743,2.282,71,2,50,11,0,0,0,1,7,26125,north
261251751003004,12.468,20.738,2.278,60,0,51,2,2,0,0,0,5,26125,north
261251751003005,12.382,20.733,2.273,84,2,74,0,0,0,0,0,8,26125,north
261251751003006,12.292,20.729,2.269,41,0,30,0,0,3,0,0,8,26125,north
261251751003007,12.31,20.456,1.996,62,4,51,0,0,0,0,0,7,26125,north
261251751003008,12.399,20.461,2.001,77,4,62,11,0,0,0,0,0,26125,north
261251751003009,12.483,20.498,2.037,61,5,49,4,0,0,0,0,3,26125,north
261251751003010,12.57,20.471,2.011,82,5,54,22,0,0,0,0,1,26125,north
261251751003011,12.653,20.478,2.017,94,2,66,13,3,0,0,1,9,26125,north
261251751003012,12.735,20.482,2.021,80,3,64,2,0,2,0,0,9,26125,north
261251751003013,12.817,20.488,2.025,68,1,57,4,0,0,0,0,6,26125,north
261251751003014,12.836,20.216,1.753,74,14,47,5,0,0,0,0,8,26125,north
261251751003015,12.753,20.212,1.751,59,4,41,0,0,2,0,0,12,26125,north
261251751003016,12.671,20.206,1.745,74,1,48,16,1,0,0,0,8,26125,north
261251751003017,12.588,20.201,1.74,51,0,39,2,0,6,0,0,4,26125,north
261251751003018,12.495,20.319,1.858,0,0,0,0,0,0,0,0,0,26125,north
261251751003019,12.416,20.19,1.73,50,0,38,6,0,2,0,0,4,26125,north
261251751003020,12.326,20.185,1.724,15,0,10,4,0,1,0,0,0,26125,north
261251751003021,12.506,20.152,1.691,48,2,39,2,1,0,0,0,4,26125,north
261251751004000,12.144,20.814,2.361,34,0,33,1,0,0,0,0,0,26125,north
261251751004001,11.97,20.803,2.363,35,2,33,0,0,0,0,0,0,26125,north
261251751004002,12.149,20.732,2.279,33,1,26,2,0,0,0,0,4,26125,north
261251751004003,11.986,20.722,2.281,32,2,24,1,0,0,0,0,5,26125,north
261251751004004,12.008,20.421,1.979,0,0,0,0,0,0,0,0,0,26125,north
261251751004005,12.017,20.562,2.119,25,6,15,2,0,0,0,0,2,26125,north
261251751004006,12.001,20.642,2.2,28,5,18,3,0,1,0,0,1,26125,north
261251751004007,12.164,20.299,1.845,121,0,69,45,0,0,0,0,7,26125,north
261251751004008,12.193,20.41,1.954,228,0,144,83,0,0,0,0,1,26125,north
261251751004009,12.16,20.57,2.116,45,1,32,0,3,0,0,0,9,26125,north
261251751004010,12.154,20.651,2.197,30,0,28,0,1,0,0,0,1,26125,north
261251751005000,11.978,20.434,1.994,0,0,0,0,0,0,0,0,0,26125,north
261251751005001,11.955,20.422,1.983,0,0,0,0,0,0,0,0,0,26125,north
261251751005002,11.907,20.337,1.901,28,1,23,1,0,0,0,0,3,26125,north
261251751005003,11.73,20.785,2.361,28,1,18,0,1,5,0,0,3,26125,north
261251751005004,11.75,20.705,2.279,62,0,43,8,0,2,0,0,9,26125,north
261251751005005,11.771,20.625,2.198,49,0,45,0,0,0,0,0,4,26125,north
261251751005006,11.789,20.545,2.117,91,5,71,2,0,5,0,0,8,26125,north
261251751005007,11.804,20.464,2.035,80,4,70,4,0,0,0,0,2,26125,north
261251751005008,11.804,20.335,1.906,37,2,32,2,0,0,0,0,1,26125,north
261251751005009,11.725,20.329,1.906,51,0,42,8,0,0,0,0,1,26125,north
261251751005010,11.737,20.123,1.699,43,2,32,2,0,0,0,0,7,26125,north
261251751005011,11.815,20.129,1.699,44,0,40,4,0,0,0,0,0,26125,north
261251751005012,11.897,20.135,1.7,41,0,32,5,0,0,0,0,4,26125,north
261251751005013,11.987,20.13,1.689,9,2,6,1,0,0,0,0,0,26125,north
261251752001000,13.865,19.346,0.827,54,5,42,4,0,3,0,0,0,26125,north
261251752001001,13.579,19.327,0.826,87,8,56,17,1,0,0,0,5,26125,north
261251752001002,13.584,19.238,0.736,121,3,85,19,0,0,0,3,11,26125,north
261251752001003,13.871,19.255,0.736,53,5,31,10,2,1,0,0,4,26125,north
261251752001004,13.879,19.128,0.609,40,1,35,0,0,0,0,0,4,26125,north
261251752001005,13.593,19.112,0.61,129,11,100,14,0,0,0,0,4,26125,north
261251752001006,13.608,18.903,0.399,154,6,118,19,0,1,0,1,9,26125,north
261251752001007,13.889,18.96,0.44,56,6,33,12,0,3,0,0,2,26125,north
261251752001008,13.897,18.833,0.314,78,4,50,14,0,0,0,0,10,26125,north
261251752001009,13.9,18.751,0.231,47,3,22,21,0,0,0,0,1,26125,north
261251752001010,13.62,18.735,0.231,89,8,68,9,0,1,0,0,3,26125,north
261251752001011,13.625,18.651,0.147,63,1,49,11,0,0,0,0,2,26125,north
261251752001012,13.908,18.667,0.147,0,0,0,0,0,0,0,0,0,26125,north
261251752001013,13.913,18.579,0.058,0,0,0,0,0,0,0,0,0,26125,north
261251752001014,13.629,18.563,0.058,8,0,7,1,0,0,0,0,0,26125,north
261251752001015,13.642,18.508,0.003,0,0,0,0,0,0,0,0,0,26125,north
261251752001016,13.912,18.525,0.005,0,0,0,0,0,0,0,0,0,26125,north
261251752002000,13.818,20.102,1.585,0,0,0,0,0,0,0,0,0,26125,north
261251752002001,13.523,20.083,1.586,6,2,1,1,0,1,0,0,1,26125,north
261251752002002,13.529,19.998,1.501,107,9,83,5,0,3,0,0,7,26125,north
261251752002003,13.825,20.015,1.498,68,7,49,7,1,0,0,0,4,26125,north
261251752002004,13.824,19.919,1.403,74,7,47,14,0,1,0,0,5,26125,north
261251752002005,13.552,19.886,1.387,118,8,87,12,0,4,0,0,7,26125,north
261251752002006,13.528,19.762,1.265,90,1,64,17,0,2,0,1,5,26125,north
261251752002007,13.839,19.797,1.28,74,3,65,5,0,0,0,0,1,26125,north
261251752002008,13.844,19.683,1.165,44,2,33,6,0,2,0,0,1,26125,north
261251752002009,13.553,19.665,1.166,89,1,82,3,1,1,0,1,0,26125,north
261251752002010,13.559,19.582,1.083,78,5,58,4,0,7,0,0,4,26125,north
261251752002011,13.849,19.6,1.082,45,1,38,4,0,0,0,0,2,26125,north
261251752002012,13.854,19.517,0.999,37,0,32,3,2,0,0,0,0,26125,north
261251752002013,13.565,19.499,0.999,92,2,77,7,0,0,0,0,6,26125,north
261251752002014,13.572,19.416,0.916,79,2,61,12,0,0,0,1,3,26125,north
261251752002015,13.859,19.435,0.917,62,4,54,0,0,0,0,0,4,26125,north
261251752003000,13.237,20.022,1.545,49,6,30,6,0,4,0,0,3,26125,north
261251752003001,13.005,20.049,1.582,44,0,34,1,0,1,0,4,4,26125,north
261251752003002,12.719,20.031,1.57,36,0,33,0,0,0,0,0,3,26125,north
261251752003003,12.435,19.938,1.478,106,2,89,8,1,5,0,0,1,26125,north
261251752003004,12.244,19.979,1.519,0,0,0,0,0,0,0,0,0,26125,north
261251752003005,12.189,19.951,1.495,0,0,0,0,0,0,0,0,0,26125,north
261251752003006,12.278,19.861,1.401,0,0,0,0,0,0,0,0,0,26125,north
261251752003007,12.348,19.825,1.365,0,0,0,0,0,0,0,0,0,26125,north
261251752003008,12.462,19.773,1.313,0,0,0,0,0,0,0,0,0,26125,north
261251752003009,12.83,19.706,1.243,33,3,27,2,0,0,0,0,1,26125,north
261251752003010,12.741,19.784,1.323,76,0,55,16,0,0,0,5,0,26125,north
261251752003011,12.886,19.629,1.165,6,2,0,0,0,0,0,0,4,26125,north
261251752003012,13.042,19.55,1.081,15,0,7,3,0,1,0,0,4,26125,north
261251752003013,13.037,19.631,1.163,50,3,40,3,0,0,0,2,2,26125,north
261251752003014,13.033,19.714,1.246,56,7,44,1,0,0,0,0,4,26125,north
261251752003015,13.027,19.798,1.33,55,1,47,2,0,0,0,0,5,26125,north
261251752003016,12.846,19.912,1.449,59,12,31,8,0,0,0,0,8,26125,north
261251752003017,13.249,19.88,1.402,52,1,31,18,2,0,0,0,0,26125,north
261251752003018,13.259,19.755,1.276,68,1,51,15,0,0,0,0,1,26125,north
261251752003019,13.265,19.646,1.167,72,1,61,1,2,2,0,0,5,26125,north
261251752003020,13.272,19.563,1.084,62,1,42,11,0,0,0,0,8,26125,north
261251752003021,13.278,19.48,1,50,5,31,10,0,4,0,0,0,26125,north
261251752003022,13.075,19.469,0.998,29,1,24,0,0,4,0,0,0,26125,north
261251752003023,13.1,19.387,0.915,20,0,17,1,0,0,0,0,2,26125,north
261251752003024,13.286,19.397,0.917,68,1,42,14,0,4,0,0,7,26125,north
261251752004000,13.293,19.31,0.828,63,3,49,9,0,0,0,0,2,26125,north
261251752004001,13.119,19.303,0.831,20,2,11,2,0,0,0,0,5,26125,north
261251752004002,13.055,19.257,0.787,0,0,0,0,0,0,0,0,0,26125,north
261251752004003,13.132,19.218,0.746,16,0,16,0,0,0,0,0,0,26125,north
261251752004004,13.3,19.221,0.739,66,0,42,13,0,2,0,0,9,26125,north
261251752004005,13.097,18.825,0.354,0,0,0,0,0,0,0,0,0,26125,north
261251752004006,13.14,19.135,0.662,32,4,14,11,0,0,0,0,3,26125,north
261251752004007,13.306,19.137,0.655,67,1,48,14,0,2,0,0,2,26125,north
261251752004008,13.146,19.052,0.579,32,0,18,3,0,2,0,2,7,26125,north
261251752004009,13.313,19.053,0.571,47,5,37,3,0,0,0,0,2,26125,north
261251752004010,13.319,18.97,0.487,60,3,43,9,0,2,0,0,3,26125,north
261251752004011,13.152,18.969,0.495,38,0,29,3,0,1,0,0,5,26125,north
261251752004012,13.158,18.885,0.411,36,6,24,4,0,0,0,0,2,26125,north
261251752004013,13.325,18.886,0.402,39,3,23,10,0,0,0,0,3,26125,north
261251752004014,13.331,18.802,0.318,56,0,38,9,0,0,0,0,9,26125,north
261251752004015,13.164,18.801,0.327,35,5,26,2,0,0,0,1,1,26125,north
261251752004016,13.17,18.717,0.243,10,1,2,4,1,0,0,0,2,26125,north
261251752004017,13.338,18.718,0.234,64,3,48,11,0,0,0,0,2,26125,north
261251752004018,13.314,18.478,-0.004,0,0,0,0,0,0,0,0,0,26125,south
261251752004019,13.296,18.49,0.009,0,0,0,0,0,0,0,0,0,26125,north
261251752004020,13.183,18.542,0.067,3,0,2,1,0,0,0,0,0,26125,north
261251752004021,13.176,18.633,0.159,20,4,10,5,0,0,0,0,1,26125,north
261251752004022,13.345,18.635,0.15,63,0,46,16,0,0,0,0,1,26125,north
261251752004023,13.35,18.548,0.064,6,2,0,3,0,0,0,0,1,26125,north
261251753001000,12.653,19.705,1.244,0,0,0,0,0,0,0,0,0,26125,north
261251753001001,12.348,19.786,1.326,0,0,0,0,0,0,0,0,0,26125,north
261251753001002,12.345,19.757,1.297,0,0,0,0,0,0,0,0,0,26125,north
261251753001003,12.627,19.687,1.226,0,0,0,0,0,0,0,0,0,26125,north
261251753001004,12.487,19.671,1.21,13,4,7,0,1,0,0,0,1,26125,north
261251753001005,12.609,19.658,1.197,0,0,0,0,0,0,0,0,0,26125,north
261251753001006,12.82,19.515,1.052,12,5,1,2,0,0,0,0,4,26125,north
261251753001007,12.661,19.602,1.141,31,2,26,0,0,0,0,0,3,26125,north
261251753001008,12.697,19.526,1.066,70,4,41,9,0,4,0,6,6,26125,north
261251753001009,12.848,19.449,0.986,12,0,4,2,0,0,0,1,5,26125,north
261251753001010,12.367,19.681,1.221,0,0,0,0,0,0,0,0,0,26125,north
261251753001011,12.461,19.595,1.134,29,0,29,0,0,0,0,0,0,26125,north
261251753001012,12.47,19.512,1.052,56,1,53,2,0,0,0,0,0,26125,north
261251753001013,12.478,19.429,0.969,68,3,60,0,0,0,0,2,3,26125,north
261251753001014,12.705,19.444,0.983,48,6,32,6,0,1,0,0,3,26125,north
261251753001015,12.713,19.361,0.9,56,0,46,7,2,0,0,0,1,26125,north
261251753001016,12.873,19.369,0.905,31,0,25,6,0,0,0,0,0,26125,north
261251753001017,12.895,19.286,0.822,21,1,19,0,0,0,0,0,1,26125,north
261251753001018,12.998,19.257,0.79,0,0,0,0,0,0,0,0,0,26125,north
261251753001019,13.027,19.258,0.79,0,0,0,0,0,0,0,0,0,26125,north
261251753001020,13.049,19.133,0.663,0,0,0,0,0,0,0,0,0,26125,north
261251753001021,13.023,19.129,0.661,0,0,0,0,0,0,0,0,0,26125,north
261251753001022,12.92,19.122,0.657,52,2,48,0,0,0,0,0,2,26125,north
261251753001023,12.912,19.204,0.739,45,0,36,4,0,1,0,0,4,26125,north
261251753001024,12.728,19.193,0.732,47,2,41,1,0,0,0,0,3,26125,north
261251753001025,12.721,19.276,0.816,60,1,32,17,0,0,0,3,7,26125,north
261251753001026,12.494,19.262,0.801,58,3,42,4,2,3,0,0,4,26125,north
261251753001027,12.486,19.346,0.885,67,2,51,0,1,7,0,0,6,26125,north
261251753001028,12.734,19.11,0.649,45,0,37,7,0,0,0,0,1,26125,north
261251753001029,12.508,19.096,0.635,53,1,42,5,0,1,0,0,4,26125,north
261251753001030,12.501,19.178,0.717,37,3,28,3,0,0,0,0,3,26125,north
261251753002000,13.075,18.777,0.307,0,0,0,0,0,0,0,0,0,26125,north
261251753002001,13.049,18.78,0.311,0,0,0,0,0,0,0,0,0,26125,north
261251753002002,12.925,19.038,0.573,57,4,32,14,1,0,0,1,5,26125,north
261251753002003,12.74,19.027,0.566,50,6,30,13,0,0,0,0,1,26125,north
261251753002004,12.515,19.013,0.552,44,1,38,1,0,1,0,1,2,26125,north
261251753002005,12.522,18.929,0.468,50,5,26,12,0,2,0,0,5,26125,north
261251753002006,12.747,18.943,0.482,49,4,37,8,0,0,0,0,0,26125,north
261251753002007,12.932,18.954,0.489,35,0,35,0,0,0,0,0,0,26125,north
261251753002008,12.939,18.871,0.406,36,2,16,17,0,0,0,0,1,26125,north
261251753002009,12.754,18.86,0.399,38,3,32,0,0,0,0,0,3,26125,north
261251753002010,12.529,18.846,0.385,51,5,32,8,0,0,0,1,5,26125,north
261251753002011,12.536,18.762,0.301,52,5,32,6,0,0,0,0,9,26125,north
261251753002012,12.761,18.776,0.315,54,4,40,3,0,0,0,0,7,26125,north
261251753002013,12.946,18.788,0.322,34,1,20,4,0,2,0,1,6,26125,north
261251753002014,12.952,18.704,0.238,40,3,35,1,0,0,0,0,1,26125,north
261251753002015,12.768,18.692,0.231,46,0,42,4,0,0,0,0,0,26125,north
261251753002016,12.544,18.678,0.218,55,1,45,5,0,0,0,4,0,26125,north
261251753002017,12.551,18.595,0.134,49,1,25,17,0,0,0,0,6,26125,north
261251753002018,12.775,18.609,0.147,42,2,27,10,0,0,0,0,3,26125,north
261251753002019,12.959,18.621,0.155,33,0,30,1,0,0,0,0,2,26125,north
261251753002020,12.966,18.529,0.063,14,1,1,3,0,2,0,0,7,26125,north
261251753002021,12.786,18.523,0.062,38,2,11,20,0,2,0,0,3,26125,north
261251753002022,12.563,18.519,0.059,16,0,1,12,1,1,0,0,1,26125,north
261251753002023,12.672,18.466,0.005,0,0,0,0,0,0,0,0,0,26125,north
261251753002024,12.845,18.47,0.007,0,0,0,0,0,0,0,0,0,26125,north
261251753003000,12.226,19.244,0.785,59,3,37,18,0,0,0,0,1,26125,north
261251753003001,11.95,19.224,0.785,64,3,51,4,0,1,0,0,5,26125,north
261251753003002,11.955,19.141,0.702,80,0,62,9,0,2,0,0,7,26125,north
261251753003003,12.233,19.16,0.701,71,3,53,8,0,0,0,0,7,26125,north
261251753003004,12.239,19.077,0.618,71,1,49,1,0,0,0,1,19,26125,north
261251753003005,11.963,19.058,0.618,59,2,50,4,0,0,0,2,1,26125,north
261251753003006,11.969,18.974,0.534,59,8,43,5,0,0,0,0,3,26125,north
261251753003007,12.247,18.994,0.534,59,0,43,8,0,2,0,1,5,26125,north
261251753003008,12.254,18.911,0.451,70,5,52,7,0,4,0,0,2,26125,north
261251753003009,11.977,18.891,0.451,70,1,60,3,0,2,0,0,4,26125,north
261251753003010,11.984,18.808,0.367,50,0,40,6,0,0,0,0,4,26125,north
261251753003011,12.261,18.828,0.367,69,1,22,26,0,1,0,0,19,26125,north
261251753003012,12.269,18.744,0.284,71,3,36,14,0,0,0,0,18,26125,north
261251753003013,11.991,18.725,0.283,74,1,38,28,0,0,0,1,6,26125,north
261251753003014,11.998,18.641,0.199,59,6,36,11,0,3,0,0,3,26125,north
261251753003015,12.275,18.661,0.2,66,5,41,13,0,0,0,0,7,26125,north
261251753003016,12.283,18.577,0.117,74,1,52,11,0,1,0,0,9,26125,north
261251753003017,12.005,18.557,0.115,57,3,39,14,0,0,0,0,1,26125,north
261251753003018,12.01,18.485,0.042,11,0,7,2,0,2,0,0,0,26125,north
261251753003019,12.288,18.505,0.044,8,3,1,0,4,0,0,0,0,26125,north
261251753003020,12.162,18.457,0.003,0,0,0,0,0,0,0,0,0,26125,north
261251753004000,12.159,19.942,1.488,0,0,0,0,0,0,0,0,0,26125,north
261251753004001,12.137,19.927,1.474,0,0,0,0,0,0,0,0,0,26125,north
261251753004002,12.052,19.982,1.537,0,0,0,0,0,0,0,0,0,26125,north
261251753004003,11.886,19.973,1.538,39,5,13,12,0,3,0,3,3,26125,north
261251753004004,11.894,19.889,1.454,66,1,57,1,0,0,0,0,7,26125,north
261251753004005,12.078,19.899,1.451,21,5,1,8,0,2,0,0,5,26125,north
261251753004006,12.118,19.817,1.366,38,0,24,0,0,4,0,1,9,26125,north
261251753004007,11.9,19.805,1.369,75,1,63,4,0,0,0,0,7,26125,north
261251753004008,11.908,19.722,1.286,59,3,52,1,0,0,0,0,3,26125,north
261251753004009,12.171,19.738,1.284,50,0,33,12,0,0,0,0,5,26125,north
261251753004010,12.261,19.798,1.338,0,0,0,0,0,0,0,0,0,26125,north
261251753004011,12.267,19.828,1.367,0,0,0,0,0,0,0,0,0,26125,north
261251753004012,12.187,19.659,1.203,66,2,63,0,0,0,0,0,1,26125,north
261251753004013,11.914,19.639,1.203,60,4,44,4,0,1,0,0,7,26125,north
261251753004014,11.921,19.556,1.119,51,1,37,3,2,0,0,0,8,26125,north
261251753004015,12.196,19.576,1.12,60,5,43,6,5,0,0,1,0,26125,north
261251753004016,12.203,19.494,1.037,66,7,50,6,0,0,0,0,3,26125,north
261251753004017,11.936,19.39,0.952,104,6,78,13,0,0,0,0,7,26125,north
261251753004018,12.211,19.411,0.953,77,3,50,18,0,5,0,1,0,26125,north
261251753004019,12.218,19.328,0.87,61,1,42,7,0,4,0,0,7,26125,north
261251870001015,9.566,20.739,2.457,69,3,62,0,0,0,0,1,3,26125,north
261251870002007,8.366,20.646,2.438,81,1,76,0,0,0,0,0,4,26125,north
261251870002016,8.943,20.674,2.429,56,2,47,1,0,1,0,0,5,26125,north
261635061001001,18.709,18.681,-0.122,112,1,0,109,0,0,0,0,2,26163,south
261635061001002,18.609,18.674,-0.123,78,0,2,74,0,0,0,0,2,26163,south
