division,part,x,y
East North Central,4,453.5,2608.3
East North Central,4,453.1,2608.7
East North Central,5,733.5,2468.4
East North Central,5,715.7,2382.9
East North Central,5,714.8,2355.8
East North Central,5,733.5,2468.4
East South Central,1,494.9,1317.7
East South Central,1,501.6,1310.5
East South Central,1,500.4,1328.5
East South Central,1,516,1325.1
East South Central,1,514.9,1341.7
East South Central,1,705.2,1355.3
East South Central,1,704.9,1356.6
East South Central,1,939.2,1376.5
East South Central,1,1004,1145
East South Central,1,1039.2,1081.5
East South Central,1,1020.8,1034.3
East South Central,1,1044.8,941.1
East South Central,1,798.9,915.5
East South Central,1,826.5,855.8
East South Central,1,814.1,831.2
East South Central,1,731.8,816.3
East South Central,1,708,1008
East South Central,1,731.7,816.3
East South Central,1,617.2,810.6
East South Central,1,587.4,861.9
East South Central,1,596.4,900.7
East South Central,1,415.3,889.9
East South Central,1,412.4,918.3
East South Central,1,425.4,921.5
East South Central,1,418.9,935.9
East South Central,1,428.7,931.7
East South Central,1,423.4,948.5
East South Central,1,434.2,955.1
East South Central,1,423.5,960.6
East South Central,1,446.6,975.6
East South Central,1,438.4,985.1
East South Central,1,468.8,1020.4
East South Central,1,453.5,1025.3
East South Central,1,469.3,1025.7
East South Central,1,479.4,1046.1
East South Central,1,456.6,1056.8
East South Central,1,468.3,1059.4
East South Central,1,464.9,1075.4
East South Central,1,452,1073.1
East South Central,1,458.6,1106.7
East South Central,1,444.7,1106.4
East South Central,1,458.5,1145.9
East South Central,1,455.9,1165.5
East South Central,1,439.8,1163.4
East South Central,1,448.7,1182.5
East South Central,1,438.9,1190.5
East South Central,1,457.1,1190.5
East South Central,1,446.3,1200.5
East South Central,1,460.4,1202.2
East South Central,1,450,1225.6
East South Central,1,468.1,1230.7
East South Central,1,461.5,1240.6
East South Central,1,493.5,1274.8
East South Central,1,494.9,1317.7
East South Central,2,1186.1,1528
East South Central,2,1120.1,1463.6
East South Central,2,1086.7,1454.3
East South Central,2,1074.8,1424.7
East South Central,2,1054.2,1417.1
East South Central,2,1054.6,1390.4
East South Central,2,514.7,1342.3
East South Central,2,535.9,1359.1
East South Central,2,523.9,1386
East South Central,2,539.5,1391.9
East South Central,2,536,1405.7
East South Central,2,547.6,1402.5
East South Central,2,541.4,1425.4
East South Central,2,568.2,1445.1
East South Central,2,560.2,1484.1
East South Central,2,575.2,1486.6
East South Central,2,573,1514
East South Central,2,704.5,1523.9
East South Central,2,583.8,1514.9
East South Central,2,605.3,1535.2
East South Central,2,600.3,1577.4
East South Central,2,611.3,1595.9
East South Central,2,662.3,1584.8
East South Central,2,659.7,1621.4
East South Central,2,694.3,1636.4
East South Central,2,684.3,1653.3
East South Central,2,704.6,1684.8
East South Central,2,727.6,1675.4
East South Central,2,730.1,1692.2
East South Central,2,746.5,1690.4
East South Central,2,774.4,1674.7
East South Central,2,797.3,1701.3
East South Central,2,814.7,1685.4
East South Central,2,834.8,1727.5
East South Central,2,865.3,1703.6
East South Central,2,911.7,1773.6
East South Central,2,907.9,1795
East South Central,2,960.4,1807.4
East South Central,2,949.7,1836.9
East South Central,2,961.1,1848.4
East South Central,2,986.7,1848.3
East South Central,2,1011.4,1816
East South Central,2,1060.5,1801.9
East South Central,2,1104.6,1807
East South Central,2,1125.4,1825.2
East South Central,2,1154.1,1795.8
East South Central,2,1171.2,1738.6
East South Central,2,1192.4,1712.6
East South Central,2,1223.9,1702.1
East South Central,2,1134.6,1598.8
East South Central,2,1093.8,1577.5
East South Central,2,1267.1,1603.1
East South Central,2,1266.5,1571.7
East South Central,2,1237.4,1541.1
East South Central,2,1224.1,1545.2
East South Central,2,1197.6,1518.4
East South Central,2,1186.1,1528
East South Central,3,1057.8,1572.2
East South Central,3,701.3,1544
East South Central,3,1037,1569.1
East South Central,3,1057.8,1572.2
East South Central,4,573,1514
East South Central,4,577.3,1522.6
East South Central,4,578.6,1515.8
East South Central,4,573,1514
Middle Atlantic,1,1841.8,2156.4
Middle Atlantic,1,1848.1,2070.4
Middle Atlantic,1,1791.1,1949.8
Middle Atlantic,1,1728.4,2015.6
Middle Atlantic,1,1731.2,2050.2
Middle Atlantic,1,1738.8,2058.3
Middle Atlantic,1,1705.3,2038
Middle Atlantic,1,1309.3,1962.6
Middle Atlantic,1,1261.9,2250.5
Middle Atlantic,1,1319.5,2281.6
Middle Atlantic,1,1380.7,2336
Middle Atlantic,1,1346.3,2392.3
Middle Atlantic,1,1383.2,2419.9
Middle Atlantic,1,1534.1,2448.7
Middle Atlantic,1,1557.5,2518.4
Middle Atlantic,1,1641.3,2625.4
Middle Atlantic,1,1766.9,2658.5
Middle Atlantic,1,1797.5,2502.8
Middle Atlantic,1,1813.7,2500.7
Middle Atlantic,1,1832.8,2414.6
Middle Atlantic,1,1830.8,2338.2
Middle Atlantic,1,1855.8,2243.7
Middle Atlantic,1,1838.9,2226.7
Middle Atlantic,1,1852.1,2212.7
Middle Atlantic,1,1978.4,2285.6
Middle Atlantic,1,1997.4,2261.1
Middle Atlantic,1,1890.2,2175.8
Middle Atlantic,1,1830.6,2154.8
Middle Atlantic,1,1841.8,2156.4
Middle Atlantic,2,1810.9,2152
Middle Atlantic,2,1814,2152.5
Middle Atlantic,2,1813.6,2156.1
Middle Atlantic,2,1810.9,2152
Middle Atlantic,3,1712.3,2279.4
Middle Atlantic,3,1686,2294.3
Middle Atlantic,3,1685.4,2294.2
Middle Atlantic,3,1712.3,2279.4
Middle Atlantic,4,1727.7,2244.6
Middle Atlantic,4,1727.7,2244.6
Middle Atlantic,4,1712.3,2279.4
Middle Atlantic,4,1727.7,2244.6
Middle Atlantic,5,1752.1,2233.4
Middle Atlantic,5,1828.1,2212.3
Middle Atlantic,5,1753.6,2236.3
Middle Atlantic,5,1752.1,2233.4
Middle Atlantic,6,1729,2154.4
Middle Atlantic,6,1731.7,2151.8
Middle Atlantic,6,1730.9,2159.3
Middle Atlantic,6,1729,2154.4
Middle Atlantic,7,1780.4,2105.3
Middle Atlantic,7,1781.7,2104
Middle Atlantic,7,1781.9,2104.1
Middle Atlantic,7,1780.4,2105.3
Mountain,1,-996.5,1047.6
Mountain,1,-990.7,1022.6
Mountain,1,-1148,1041.5
Mountain,1,-1154.5,991.8
Mountain,1,-1233.6,1002.3
Mountain,1,-1423.5,1030.6
Mountain,1,-1746.9,1220.3
Mountain,1,-1731.3,1245.7
Mountain,1,-1707.8,1252.5
Mountain,1,-1708.2,1273.4
Mountain,1,-1724.1,1283.4
Mountain,1,-1718.9,1318.4
Mountain,1,-1697.5,1331
Mountain,1,-1677.8,1388
Mountain,1,-1646.9,1401.9
Mountain,1,-1678.7,1477.9
Mountain,1,-1676.9,1493.5
Mountain,1,-2037.5,2033.5
Mountain,1,-1953.5,2358.3
Mountain,1,-1715,2304.6
Mountain,1,-1671.3,2501.1
Mountain,1,-1652.4,2534.8
Mountain,1,-1673.8,2566.3
Mountain,1,-1584.3,2685.3
Mountain,1,-1607.5,2723.7
Mountain,1,-1612,2775.5
Mountain,1,-1545.6,3059.9
Mountain,1,-1474.4,3044.4
Mountain,1,-1053.3,2967.4
Mountain,1,-595.6,2913.4
Mountain,1,-632.3,2472.3
Mountain,1,-1180.5,2539.5
Mountain,1,-633.8,2472.3
Mountain,1,-670.8,2032
Mountain,1,-504.6,2015.3
Mountain,1,-532.4,1566.9
Mountain,1,-1146.5,1629.5
Mountain,1,-616.8,1573.5
Mountain,1,-663.7,1016.5
Mountain,1,-996.5,1047.6
Mountain,2,-1189.7,2482.2
Mountain,2,-1189.6,2482
Mountain,2,-1180.5,2539.5
Mountain,2,-1189.7,2482.2
Mountain,3,-1581.2,1701.4
Mountain,3,-1581.2,1701.4
Mountain,3,-1146.5,1629.5
Mountain,3,-1581.2,1701.4
Mountain,4,-1475.4,2250.7
Mountain,4,-1232.8,2208.9
Mountain,4,-1232.8,2208.9
Mountain,4,-1617.6,2282.7
Mountain,4,-1475.4,2250.7
Mountain,5,-1662.7,1613.2
Mountain,5,-1662.7,1612.9
Mountain,5,-1654.9,1613.1
Mountain,5,-1662.7,1613.2
Mountain,6,-1628.2,1612.7
Mountain,6,-1629.8,1612.7
Mountain,6,-1622.9,1607.4
Mountain,6,-1628.2,1612.7
Mountain,7,-1609.5,1598
Mountain,7,-1610,1597.3
Mountain,7,-1609.7,1597.1
Mountain,7,-1609.5,1598
Mountain,8,-884.5,2053.5
Mountain,8,-1250.4,2097.9
Mountain,8,-1085.5,2073.7
Mountain,8,-884.5,2053.5
Mountain,9,-1478.3,2873.9
Mountain,9,-1489.2,2869.9
Mountain,9,-1489.2,2869.9
Mountain,9,-1478.3,2873.9
Mountain,10,-1398.7,2764.1
Mountain,10,-1431.2,2775.9
Mountain,10,-1431.2,2775.9
Mountain,10,-1398.8,2763.9
Mountain,10,-1398.7,2764.1
Mountain,11,-1346.2,2542.1
Mountain,11,-1332.8,2492.9
Mountain,11,-1332.4,2493.4
Mountain,11,-1346.2,2542.1
New England,1,2010.7,2291.3
New England,1,2018.5,2273.8
New England,1,2002.9,2274.5
New England,1,2004,2288.1
New England,1,2010.7,2291.3
New England,2,1969.8,2359.8
New England,2,1969.2,2363.9
New England,2,1993,2371.1
New England,2,1992.9,2371.2
New England,2,1832.7,2334.5
New England,2,1832.8,2414.6
New England,2,1831.9,2414.4
New England,2,1813.7,2500.7
New England,2,1797.5,2502.8
New England,2,1766.9,2658.5
New England,2,1908.7,2694.8
New England,2,1905.5,2719.8
New England,2,1930.8,2734.3
New England,2,1950.1,2730.7
New England,2,1948.9,2753.1
New England,2,1962.5,2751.8
New England,2,1952,2764
New England,2,1975.7,2814
New England,2,1964.3,2845.4
New England,2,1971.2,2905.4
New England,2,2004.8,3002.8
New England,2,2037.2,2979.8
New England,2,2086.9,3011.6
New England,2,2121.7,2992.4
New England,2,2164.2,2846.1
New England,2,2194.6,2844.9
New England,2,2209.7,2801.9
New England,2,2231,2804.9
New England,2,2263.8,2772.3
New England,2,2225.4,2714
New England,2,2187.1,2686.8
New England,2,2186.6,2667.5
New England,2,2151.4,2641
New England,2,2150.4,2614.4
New England,2,2128.9,2622.4
New England,2,2112.2,2599.6
New England,2,2103.2,2609.4
New England,2,2054.2,2562.3
New England,2,2034,2525.2
New England,2,2047.3,2512.3
New England,2,2033.8,2507
New England,2,2039.6,2487.9
New England,2,2028.9,2479.5
New England,2,2053.7,2459.1
New England,2,2056.1,2406.8
New England,2,2103.8,2411.5
New England,2,2128.5,2385
New England,2,2126.4,2344.3
New England,2,2117.8,2358.2
New England,2,2086.9,2336.4
New England,2,2100.7,2325.3
New England,2,2128.9,2340.5
New England,2,2142.9,2320.4
New England,2,2086,2313.1
New England,2,2068.4,2297.4
New England,2,2028.5,2336.3
New England,2,2042.5,2316.5
New England,2,1990.6,2284.4
New England,2,1993.1,2274.9
New England,2,1980.4,2285.5
New England,2,1980.3,2286.2
New England,2,1852.1,2212.7
New England,2,1838.9,2226.7
New England,2,1855.8,2243.7
New England,2,1833.5,2334.6
New England,2,1968.7,2365.6
New England,2,1969.8,2359.8
New England,3,1994,2529.1
New England,3,1994.8,2528.4
New England,3,1930.8,2734.3
New England,3,1994,2529.1
New England,4,1885.6,2490.7
New England,4,1886.2,2609.2
New England,4,1879.9,2521.6
New England,4,1885.6,2490.7
Pacific,1,-2460,807.2
Pacific,1,-2447.2,772.7
Pacific,1,-2534.5,835.4
Pacific,1,-2526.5,843.8
Pacific,1,-2550.4,854
Pacific,1,-2547.1,870.5
Pacific,1,-2537.2,853.4
Pacific,1,-2513.5,842.2
Pacific,1,-2511.9,832.3
Pacific,1,-2502.6,836.5
Pacific,1,-2497.1,821
Pacific,1,-2460,807.2
Pacific,2,-2493.6,822.9
Pacific,2,-2489.5,825.9
Pacific,2,-2489.9,822.5
Pacific,2,-2493.6,822.9
Pacific,3,-2534.4,853.3
Pacific,3,-2530,856.7
Pacific,3,-2530.3,852.2
Pacific,3,-2534.4,853.3
Pacific,4,-2560.7,858.8
Pacific,4,-2556.7,861.4
Pacific,4,-2557.8,857.5
Pacific,4,-2560.7,858.8
Pacific,5,-2580.7,867.9
Pacific,5,-2571,873.2
Pacific,5,-2570.4,868.5
Pacific,5,-2580.7,867.9
Pacific,6,-2557.7,865.3
Pacific,6,-2567,870.2
Pacific,6,-2570.1,879.3
Pacific,6,-2558.9,871.5
Pacific,6,-2557.7,865.3
Pacific,7,-2560.8,875.3
Pacific,7,-2555.6,881.1
Pacific,7,-2555.1,875.1
Pacific,7,-2560.8,875.3
Pacific,8,-2574.3,915.2
Pacific,8,-2574.6,908.4
Pacific,8,-2582.7,909.5
Pacific,8,-2574.3,915.2
Pacific,9,-2605.4,905.7
Pacific,9,-2605.3,927.1
Pacific,9,-2597.5,916.7
Pacific,9,-2597.5,899
Pacific,9,-2605.4,905.7
Pacific,10,-2607.5,934.6
Pacific,10,-2601.7,936.5
Pacific,10,-2603,930.1
Pacific,10,-2607.5,934.6
Pacific,11,-2599.8,932.5
Pacific,11,-2597.2,945.6
Pacific,11,-2594.6,931.2
Pacific,11,-2599.8,932.5
Pacific,12,-2608.5,942
Pacific,12,-2604.8,943.7
Pacific,12,-2605.6,940.9
Pacific,12,-2608.5,942
Pacific,13,-2603.7,959
Pacific,13,-2606.3,947.7
Pacific,13,-2620.7,953.6
Pacific,13,-2603.7,959
Pacific,14,-2607.3,962.7
Pacific,14,-2608.3,960
Pacific,14,-2611,961.1
Pacific,14,-2607.3,962.7
Pacific,15,-2626.8,995.2
Pacific,15,-2621.8,998.4
Pacific,15,-2622.2,993.5
Pacific,15,-2626.8,995.2
Pacific,16,-2642.7,1042.4
Pacific,16,-2637,1043.1
Pacific,16,-2638.8,1038.5
Pacific,16,-2642.7,1042.4
Pacific,17,-2649.6,1042.5
Pacific,17,-2658.4,1039.5
Pacific,17,-2661.9,1051.8
Pacific,17,-2652.2,1048.3
Pacific,17,-2649.6,1042.5
Pacific,18,-2658.7,1065.5
Pacific,18,-2658.9,1082.2
Pacific,18,-2643.9,1068.9
Pacific,18,-2644.6,1054.6
Pacific,18,-2658.7,1065.5
Pacific,19,-2546.8,1372.1
Pacific,19,-2547.1,1384.7
Pacific,19,-2535.5,1382.3
Pacific,19,-2535,1372.9
Pacific,19,-2546.8,1372.1
Pacific,20,-2680.2,1509.5
Pacific,20,-2690.7,1516.9
Pacific,20,-2684.6,1558.6
Pacific,20,-2659,1546
Pacific,20,-2680.2,1509.5
Pacific,21,-2736.1,1820.1
Pacific,21,-2725.9,1830.9
Pacific,21,-2726.6,1819.3
Pacific,21,-2736.1,1820.1
Pacific,22,-2935.6,2114.9
Pacific,22,-2925.5,2125.2
Pacific,22,-2925.3,2114.6
Pacific,22,-2935.6,2114.9
Pacific,23,-3012.9,2244
Pacific,23,-3000.7,2258.3
Pacific,23,-2998.9,2244.9
Pacific,23,-3012.9,2244
Pacific,24,-3189.1,2487.3
Pacific,24,-3174.4,2502.3
Pacific,24,-3173.2,2484.8
Pacific,24,-3189.1,2487.3
Pacific,25,-3181.8,2840.8
Pacific,25,-3177.2,2857.7
Pacific,25,-3165.1,2847.9
Pacific,25,-3159.3,2862.9
Pacific,25,-3134.7,2855.4
Pacific,25,-3129.6,2835.9
Pacific,25,-3158.4,2823.1
Pacific,25,-3181.8,2840.8
Pacific,26,-3299,3123.9
Pacific,26,-3315,3134
Pacific,26,-3311.6,3148.5
Pacific,26,-3290.3,3145
Pacific,26,-3299,3123.9
Pacific,27,-2135,633.2
Pacific,27,-2131.7,625.1
Pacific,27,-2136.2,624.6
Pacific,27,-2135,633.2
Pacific,28,-2153.5,663.4
Pacific,28,-2152.6,660.5
Pacific,28,-2155.8,660.1
Pacific,28,-2153.5,663.4
Pacific,29,-2207,659.6
Pacific,29,-2202.1,671.4
Pacific,29,-2195.1,656.2
Pacific,29,-2207,659.6
Pacific,30,-2195,675.3
Pacific,30,-2192.1,678.1
Pacific,30,-2191.8,675.2
Pacific,30,-2195,675.3
Pacific,31,-2188,699
Pacific,31,-2183.7,704.7
Pacific,31,-2183.8,699.2
Pacific,31,-2188,699
Pacific,32,-2367.5,727.3
Pacific,32,-2326.6,732.5
Pacific,32,-2318.5,718
Pacific,32,-2292.9,724
Pacific,32,-2243.9,691.2
Pacific,32,-2367.5,727.3
Pacific,33,-2310.2,739.3
Pacific,33,-2311.8,736.3
Pacific,33,-2314.6,737.5
Pacific,33,-2310.2,739.3
Pacific,34,-2363.9,741.2
Pacific,34,-2373.9,732.9
Pacific,34,-2384.3,744.3
Pacific,34,-2366.6,746.8
Pacific,34,-2363.9,741.2
Pacific,35,-2400.1,745.9
Pacific,35,-2392,751.7
Pacific,35,-2389.6,746.4
Pacific,35,-2400.1,745.9
Pacific,36,-2410.5,751.4
Pacific,36,-2403.4,757.4
Pacific,36,-2401.6,753.7
Pacific,36,-2410.5,751.4
Pacific,37,-2103.3,776.4
Pacific,37,-2098.3,750.8
Pacific,37,-2122.1,729.1
Pacific,37,-2148.6,728.5
Pacific,37,-2176.9,784.6
Pacific,37,-2129.7,793.6
Pacific,37,-2103.3,776.4
Pacific,38,-2431.6,775.3
Pacific,38,-2429.3,769
Pacific,38,-2439.1,769.6
Pacific,38,-2431.6,775.3
Pacific,39,-2193.5,799.8
Pacific,39,-2236.3,782.8
Pacific,39,-2239.5,806.7
Pacific,39,-2202.6,816.7
Pacific,39,-2193.5,799.8
Pacific,40,-2287.8,799.9
Pacific,40,-2276.4,810.8
Pacific,40,-2277.5,798.7
Pacific,40,-2287.8,799.9
Pacific,41,-2485.9,817.5
Pacific,41,-2482,820
Pacific,41,-2482.3,816.8
Pacific,41,-2485.9,817.5
Pacific,42,-2272.1,834.2
Pacific,42,-2266,837.9
Pacific,42,-2265.9,833.6
Pacific,42,-2272.1,834.2
Pacific,43,-2261.6,857.8
Pacific,43,-2258.3,860.3
Pacific,43,-2258.1,857.3
Pacific,43,-2261.6,857.8
Pacific,44,-2271.4,860.8
Pacific,44,-2260.2,865.6
Pacific,44,-2258.8,862.3
Pacific,44,-2271.4,860.8
Pacific,45,-2114.1,862.7
Pacific,45,-2133.5,867
Pacific,45,-2143.2,901.9
Pacific,45,-2113.3,888.3
Pacific,45,-2114.1,862.7
Pacific,46,-2223.7,983.5
Pacific,46,-2223.8,980.4
Pacific,46,-2228,981.5
Pacific,46,-2223.7,983.5
Pacific,47,-2215.5,999.8
Pacific,47,-2213.7,974.3
Pacific,47,-2224.3,987.4
Pacific,47,-2215.5,999.8
Pacific,48,-2084.3,996.1
Pacific,48,-2110.5,1001.1
Pacific,48,-2129.4,1051.1
Pacific,48,-2117.4,1054.7
Pacific,48,-2084.3,996.1
Pacific,49,-2297.1,1072
Pacific,49,-2309,1073.2
Pacific,49,-2309,1085
Pacific,49,-2294.9,1080.7
Pacific,49,-2297.1,1072
Pacific,50,-2142,1391.9
Pacific,50,-2156.7,1390.2
Pacific,50,-2164.8,1405.2
Pacific,50,-2152.8,1408.3
Pacific,50,-2142,1391.9
Pacific,51,-2114.9,1475.2
Pacific,51,-2192.2,1476.9
Pacific,51,-2225.9,1516.5
Pacific,51,-2114.9,1475.2
Pacific,52,-2331.4,1957.6
Pacific,52,-2338.6,1974.3
Pacific,52,-2328.8,1975.9
Pacific,52,-2323.3,1956.7
Pacific,52,-2331.4,1957.6
Pacific,53,-1957.5,218
Pacific,53,-1908.5,229.4
Pacific,53,-1888.2,263.9
Pacific,53,-1824,155.2
Pacific,53,-1822.2,78.2
Pacific,53,-1981.1,84
Pacific,53,-1995.6,126.7
Pacific,53,-1970.6,158.4
Pacific,53,-1957.5,218
Pacific,54,-1850.3,319.2
Pacific,54,-1876.6,307.6
Pacific,54,-1929.7,342.3
Pacific,54,-1944.9,333.3
Pacific,54,-1969.9,350.3
Pacific,54,-1957.4,363.3
Pacific,54,-1921.6,355.9
Pacific,54,-1931.7,402.1
Pacific,54,-1900.5,410.1
Pacific,54,-1893.6,383.4
Pacific,54,-1870.3,372.3
Pacific,54,-1846.2,332.3
Pacific,54,-1850.3,319.2
Pacific,55,-1940.4,390
Pacific,55,-1975.5,395
Pacific,55,-1973.2,431.1
Pacific,55,-1943.6,421.8
Pacific,55,-1940.4,390
Pacific,56,-1903,417.6
Pacific,56,-1939.1,421.5
Pacific,56,-1984.7,473
Pacific,56,-1960.4,486.3
Pacific,56,-1902.3,434.8
Pacific,56,-1903,417.6
Pacific,57,-2033.9,601.7
Pacific,57,-2032.9,604.8
Pacific,57,-2030.4,601.2
Pacific,57,-1992.1,595.3
Pacific,57,-1983.1,540.9
Pacific,57,-1994.8,514.1
Pacific,57,-2025,522.3
Pacific,57,-2057,554.4
Pacific,57,-2052.3,604.5
Pacific,57,-2033.9,601.7
Pacific,58,-1778.6,593.3
Pacific,58,-1780.5,601.3
Pacific,58,-1777.5,599.8
Pacific,58,-1778.6,593.3
Pacific,59,-2007.9,608.2
Pacific,59,-1988.2,609.7
Pacific,59,-1989.4,637
Pacific,59,-1913.6,649.6
Pacific,59,-1905.4,627.8
Pacific,59,-1926.7,627.4
Pacific,59,-1935.6,602.3
Pacific,59,-1988.1,597.6
Pacific,59,-2007.9,608.2
Pacific,60,-2054.5,622.1
Pacific,60,-2045.8,630.4
Pacific,60,-2048.3,620.9
Pacific,60,-2054.5,622.1
Pacific,61,-1907.7,649.1
Pacific,61,-1900.5,652.9
Pacific,61,-1897,646.2
Pacific,61,-1907.7,649.1
Pacific,62,-1965.5,900.3
Pacific,62,-1952.4,901.9
Pacific,62,-1946.8,915.8
Pacific,62,-1959.2,940.4
Pacific,62,-2022.9,991.4
Pacific,62,-2013.4,1022.2
Pacific,62,-2026,1044.9
Pacific,62,-1916.7,1007
Pacific,62,-1948.1,1092.6
Pacific,62,-1927.3,1098.4
Pacific,62,-1891.4,1071.9
Pacific,62,-1846.2,1079.5
Pacific,62,-1737.7,1038.5
Pacific,62,-1675.2,961
Pacific,62,-1548.8,876.2
Pacific,62,-1519.6,844.5
Pacific,62,-1661.9,566.7
Pacific,62,-1623,549.2
Pacific,62,-1614.3,486.8
Pacific,62,-1579.7,498.7
Pacific,62,-1555.4,491.7
Pacific,62,-1527.4,356
Pacific,62,-1495.6,324.5
Pacific,62,-1503.9,293.5
Pacific,62,-1527.7,276.7
Pacific,62,-1595.8,303.3
Pacific,62,-1582.9,345.8
Pacific,62,-1599.6,354.9
Pacific,62,-1604.6,452.8
Pacific,62,-1661.1,540
Pacific,62,-1700.7,576.7
Pacific,62,-1743.8,587
Pacific,62,-1736.3,597.3
Pacific,62,-1758.4,619.8
Pacific,62,-1801.7,621.3
Pacific,62,-1823.4,641.1
Pacific,62,-1875.4,643.5
Pacific,62,-1917.2,663.6
Pacific,62,-1957,650.7
Pacific,62,-2011.6,655.4
Pacific,62,-2027.8,639.6
Pacific,62,-2084.7,629.9
Pacific,62,-2127.7,654.4
Pacific,62,-2127.2,623.4
Pacific,62,-2132,636.8
Pacific,62,-2147.1,638.6
Pacific,62,-2133.5,653.5
Pacific,62,-2146.8,649
Pacific,62,-2144.7,666.6
Pacific,62,-2194,662.3
Pacific,62,-2188.7,679.1
Pacific,62,-2242.3,695.2
Pacific,62,-2241.6,706.9
Pacific,62,-2222.3,709.8
Pacific,62,-2190.6,695.5
Pacific,62,-2149.1,695.9
Pacific,62,-2123.8,681.2
Pacific,62,-2071.4,681.8
Pacific,62,-2021.2,715.6
Pacific,62,-2042.9,725.4
Pacific,62,-2053.1,758.9
Pacific,62,-2072.4,756.3
Pacific,62,-2092.8,778.1
Pacific,62,-2063.4,811.4
Pacific,62,-2098.8,833.2
Pacific,62,-2102.3,879.1
Pacific,62,-2088.9,885.9
Pacific,62,-2089.2,919.1
Pacific,62,-2033.3,937
Pacific,62,-2003.8,913.7
Pacific,62,-1984.3,922.7
Pacific,62,-1974.5,906.7
Pacific,62,-1965.5,900.3
Pacific,63,-2055.1,744.2
Pacific,63,-2051.7,747.6
Pacific,63,-2051.5,743.4
Pacific,63,-2055.1,744.2
Pacific,64,-2056.2,757.6
Pacific,64,-2052.7,750.3
Pacific,64,-2060.3,748.4
Pacific,64,-2056.2,757.6
Pacific,65,-1969.7,909.8
Pacific,65,-1968.8,906.8
Pacific,65,-1971.8,907
Pacific,65,-1969.7,909.8
Pacific,66,-1953.6,914.6
Pacific,66,-1950.9,918
Pacific,66,-1949.7,915.1
Pacific,66,-1953.6,914.6
Pacific,67,-2039.4,1028.5
Pacific,67,-2036.2,1031.5
Pacific,67,-2035.5,1027.4
Pacific,67,-2039.4,1028.5
Pacific,68,-2034.2,1053.8
Pacific,68,-2031.4,1055.8
Pacific,68,-2031.3,1052.8
Pacific,68,-2034.2,1053.8
Pacific,69,-2031.3,1062.3
