"division","piece","x","y"
"New England",2,722.614,107.905
"New England",2,722.623,108.855
"New England",2,723.192,110.359
"New England",2,724.65,112.018
"New England",2,726.196,111.448
"New England",2,726.501,112.147
"New England",2,725.992,113.255
"New England",2,723.726,114.458
"New England",2,724.158,115.436
"New England",2,723.485,116.769
"New England",2,722.63,117.068
"New England",2,723.045,118.205
"New England",2,723.995,118.868
"New England",2,725.846,119.315
"New England",2,726.774,119.851
"New England",2,728.531,121.745
"New England",2,728.379,123.183
"New England",2,728.794,123.894
"New England",2,730.458,124.243
"New England",2,730.999,125.949
"New England",2,732.544,126.678
"New England",2,734.828,126.627
"New England",2,737.629,124.631
"New England",2,737.552,123.457
"New England",2,736.607,123.124
"New England",2,735.815,121.008
"New England",2,734.435,121.247
"New England",2,733.544,120.691
"New England",2,734.739,119.823
"New England",2,735.995,119.99
"New England",2,737,120.911
"New England",2,738.639,123.942
"New England",2,739.596,127.109
"New England",2,739.512,128.449
"New England",2,738.963,128.735
"New England",2,738.406,126.543
"New England",2,736.596,127.438
"New England",2,735.351,128.385
"New England",2,734.636,128.349
"New England",2,733.257,129.441
"New England",2,733.023,130.118
"New England",2,732.017,130.581
"New England",2,730.098,132.244
"New England",2,729.575,133.12
"New England",2,727.743,134.298
"New England",2,727.704,133.474
"New England",2,729.127,132.301
"New England",2,730.216,130.877
"New England",2,730.049,130.124
"New England",2,728.982,129.698
"New England",2,728.542,130.895
"New England",2,727.452,131.296
"New England",2,726.857,132.686
"New England",2,725.156,133.375
"New England",2,724.419,134.296
"New England",2,723.109,134.098
"New England",2,722.932,134.813
"New England",2,721.448,135.155
"New England",2,721.128,136.75
"New England",2,720.205,136.964
"New England",2,718.509,138.075
"New England",2,716.563,138.888
"New England",2,716.163,138.696
"New England",3,731.771,131.859
"New England",3,733.835,132.454
"New England",3,734.341,133.519
"New England",3,731.282,134.556
"New England",3,730.512,135.484
"New England",3,729.455,134.859
"New England",3,730.362,134.387
"New England",3,730.908,132.849
"New England",3,731.771,131.859
"New England",4,740.182,131.799
"New England",4,740.946,133.319
"New England",4,740.376,133.968
"New England",4,737.837,134.479
"New England",4,736.733,133.651
"New England",4,739.177,132.804
"New England",4,739.213,131.465
"New England",4,740.182,131.799
"Middle Atlantic",1,690.166,161.448
"Middle Atlantic",1,691.422,161.098
"Middle Atlantic",1,692.306,161.343
"Middle Atlantic",1,692.718,160.194
"Middle Atlantic",1,693.586,162.333
"Middle Atlantic",1,693.985,170.2
"Middle Atlantic",1,694.296,172.947
"Middle Atlantic",1,693.653,175.485
"Middle Atlantic",1,692.805,177.821
"Middle Atlantic",1,692.783,178.486
"Middle Atlantic",1,691.801,180.728
"Middle Atlantic",1,690.552,181.871
"Middle Atlantic",1,689.309,184.009
"Middle Atlantic",1,688.957,186.074
"Middle Atlantic",1,687.495,189.362
"Middle Atlantic",1,686.16,189.79
"Middle Atlantic",1,686.053,188.581
"Middle Atlantic",1,686.417,185.91
"Middle Atlantic",1,686.04,185.426
"Middle Atlantic",1,683.99,185.154
"Middle Atlantic",1,682.953,185.992
"Middle Atlantic",1,681.13,184.511
"Middle Atlantic",1,676.61,182.331
"Middle Atlantic",1,676.577,181.657
"Middle Atlantic",1,676.476,180.228
"Middle Atlantic",1,675.665,179.465
"Middle Atlantic",1,676.908,176.068
"Middle Atlantic",1,674.729,175.869
"Middle Atlantic",1,672.982,177.099
"Middle Atlantic",1,672.305,178.518
"Middle Atlantic",1,664.017,180.291
"Middle Atlantic",1,656.489,181.868
"Middle Atlantic",1,650.184,183.126
"Middle Atlantic",1,638.146,185.399
"Middle Atlantic",1,623.651,188.061
"Middle Atlantic",1,609.829,190.405
"Middle Atlantic",1,607.196,174.353
"Middle Atlantic",1,605.199,162.205
"Middle Atlantic",1,603.344,150.951
"Middle Atlantic",1,605.608,149.524
"Middle Atlantic",1,607.634,147.774
"Middle Atlantic",1,608.303,146.613
"Middle Atlantic",1,609.206,146.641
"Middle Atlantic",1,612.192,144.213
"Middle Atlantic",1,615.7,141.063
"Middle Atlantic",1,616.442,139.938
"Middle Atlantic",1,619.235,137.681
"Middle Atlantic",1,619.984,135.305
"Middle Atlantic",1,621.63,133.983
"Middle Atlantic",1,622.163,133.065
"Middle Atlantic",1,620.984,130.737
"Middle Atlantic",1,619.39,129.921
"Middle Atlantic",1,619.377,128.801
"Middle Atlantic",1,618.441,128.599
"Middle Atlantic",1,618.582,127.219
"Middle Atlantic",1,617.913,125.379
"Middle Atlantic",1,620.712,123.882
"Middle Atlantic",1,624.146,122.315
"Middle Atlantic",1,629.172,121.263
"Middle Atlantic",1,634.113,120.932
"Middle Atlantic",1,637.094,122.247
"Middle Atlantic",1,639.574,120.947
"Middle Atlantic",1,642.197,120.333
"Middle Atlantic",1,644.482,120.14
"Middle Atlantic",1,646.606,118.845
"Middle Atlantic",1,647.537,118.036
"Middle Atlantic",1,647.997,116.847
"Middle Atlantic",1,650.269,114.427
"Middle Atlantic",1,651.522,114.327
"Middle Atlantic",1,652.506,113.814
"Middle Atlantic",1,652.554,111.628
"Middle Atlantic",1,651.585,109.047
"Middle Atlantic",1,650.555,108.308
"Middle Atlantic",1,648.662,108.24
"Middle Atlantic",1,648.876,107.423
"Middle Atlantic",1,650.352,106.27
"Middle Atlantic",1,649.809,105.432
"Middle Atlantic",1,648.946,105.5
"Middle Atlantic",1,648.756,104.296
"Middle Atlantic",1,649.421,102.295
"Middle Atlantic",1,650.366,101.901
"Middle Atlantic",1,650.679,100.641
"Middle Atlantic",1,652.414,99.0677
"Middle Atlantic",1,653.041,98.9048
"Middle Atlantic",1,654.189,97.3361
"Middle Atlantic",1,654.675,95.5461
"Middle Atlantic",1,657.962,90.491
"Middle Atlantic",1,659.633,88.2938
"Middle Atlantic",1,661.661,86.5329
"Middle Atlantic",1,662.373,85.5199
"Middle Atlantic",1,664.15,84.4466
"Middle Atlantic",1,665.338,84.6123
"Middle Atlantic",1,666.928,84.0937
"Middle Atlantic",1,671.533,83.1574
"Middle Atlantic",1,682.258,80.2655
"Middle Atlantic",1,682.696,81.8477
"Middle Atlantic",1,682.452,83.0061
"Middle Atlantic",1,683.232,83.8113
"Middle Atlantic",1,683.315,87.1019
"Middle Atlantic",1,684.723,88.7986
"Middle Atlantic",1,685.236,89.8838
"Middle Atlantic",1,685.084,91.4397
"Middle Atlantic",1,685.717,93.0846
"Middle Atlantic",1,685.13,94.8768
"Middle Atlantic",1,685.138,97.1322
"Middle Atlantic",1,685.647,97.5736
"Middle Atlantic",1,685.964,98.9785
"Middle Atlantic",1,686.605,99.8099
"Middle Atlantic",1,686.647,100.857
"Middle Atlantic",1,687.33,101.543
"Middle Atlantic",1,687.01,103.661
"Middle Atlantic",1,688.217,103.955
"Middle Atlantic",1,689.657,105.258
"Middle Atlantic",1,692.14,117.415
"Middle Atlantic",1,692.678,118.876
"Middle Atlantic",1,692.371,130.961
"Middle Atlantic",1,692.786,131.528
"Middle Atlantic",1,695.107,144.708
"Middle Atlantic",1,696.323,145.922
"Middle Atlantic",1,693.647,148.606
"Middle Atlantic",1,695.027,150.381
"Middle Atlantic",1,694.048,151.938
"Middle Atlantic",1,694.777,152.538
"Middle Atlantic",1,697.327,151.05
"Middle Atlantic",1,698.548,150.077
"Middle Atlantic",1,700.859,150.43
"Middle Atlantic",1,701.79,149.768
"Middle Atlantic",1,702.104,148.906
"Middle Atlantic",1,705.343,148.213
"Middle Atlantic",1,708.725,146.792
"Middle Atlantic",1,711.064,143.598
"Middle Atlantic",1,713.093,142.379
"Middle Atlantic",1,712.287,144.605
"Middle Atlantic",1,713.245,144.859
"Middle Atlantic",1,714.743,144.23
"Middle Atlantic",1,715.451,144.661
"Middle Atlantic",1,716.406,143.486
"Middle Atlantic",1,716.984,144.528
"Middle Atlantic",1,712.808,147.485
"Middle Atlantic",1,711.722,148.428
"Middle Atlantic",1,707.525,151.353
"Middle Atlantic",1,704.6,153.626
"Middle Atlantic",1,702.282,155.086
"Middle Atlantic",1,700.439,155.542
"Middle Atlantic",1,698.582,156.668
"Middle Atlantic",1,696.901,157.265
"Middle Atlantic",1,695.137,157.542
"Middle Atlantic",1,693.191,158.876
"Middle Atlantic",1,691.459,158.289
"Middle Atlantic",1,690.946,159.319
"Middle Atlantic",1,689.212,160.546
"Middle Atlantic",1,690.166,161.448
"East North Central",1,510.655,160.866
"East North Central",1,511.959,164.848
"East North Central",1,513.285,167.164
"East North Central",1,514.035,167.728
"East North Central",1,514.726,167.392
"East North Central",1,515.477,168.367
"East North Central",1,516.846,168.405
"East North Central",1,519.801,167.163
"East North Central",1,522.299,165.401
"East North Central",1,523.879,163.91
"East North Central",1,524.973,162.327
"East North Central",1,526.297,158.35
"East North Central",1,527.505,156.097
"East North Central",1,528.177,153.53
"East North Central",1,528.478,150.913
"East North Central",1,528.488,146.95
"East North Central",1,527.848,143.007
"East North Central",1,527.314,141.372
"East North Central",1,524.907,137.087
"East North Central",1,522.68,131.875
"East North Central",1,523.665,129.523
"East North Central",1,523.718,128.29
"East North Central",1,523.084,126.042
"East North Central",1,522.282,124.578
"East North Central",1,523.239,123.388
"East North Central",1,524.857,119.224
"East North Central",1,525.057,115.279
"East North Central",1,524.472,112.995
"East North Central",1,526.377,112.045
"East North Central",1,526.442,109.035
"East North Central",1,527.427,109.017
"East North Central",1,527.914,107.856
"East North Central",1,528.93,108.29
"East North Central",1,529.771,107.495
"East North Central",1,530.053,106.166
"East North Central",1,530.783,105.353
"East North Central",1,531.227,103.919
"East North Central",1,532.47,103.67
"East North Central",1,532.3,106.055
"East North Central",1,533.005,107.211
"East North Central",1,534.59,105.753
"East North Central",1,534.261,101.813
"East North Central",1,536.239,99.9981
"East North Central",1,539.133,99.3924
"East North Central",1,538.003,98.4482
"East North Central",1,536.768,96.2477
"East North Central",1,537.341,94.9341
"East North Central",1,538.356,93.9874
"East North Central",1,537.672,92.7574
"East North Central",1,539.494,92.6906
"East North Central",1,540.57,91.9044
"East North Central",1,541.253,92.0303
"East North Central",1,544.665,93.8355
"East North Central",1,546.258,93.4278
"East North Central",1,547.987,93.9739
"East North Central",1,549.486,95.9865
"East North Central",1,551.8,95.897
"East North Central",1,552.747,96.6711
"East North Central",1,554.606,97.1232
"East North Central",1,555.911,97.7277
"East North Central",1,557.26,97.491
"East North Central",1,558.725,98.7463
"East North Central",1,558.579,99.6011
"East North Central",1,559.891,100.974
"East North Central",1,560.773,102.865
"East North Central",1,559.026,102.326
"East North Central",1,558.542,102.734
"East North Central",1,558.837,104.652
"East North Central",1,560.442,105.509
"East North Central",1,561.432,108.776
"East North Central",1,561.154,110.247
"East North Central",1,561.52,115.104
"East North Central",1,560.358,116.462
"East North Central",1,559.342,116.664
"East North Central",1,559.049,118.583
"East North Central",1,559.072,120.344
"East North Central",1,557.921,120.858
"East North Central",1,557.86,121.713
"East North Central",1,555.712,122.49
"East North Central",1,555.346,123.738
"East North Central",1,555.233,126.565
"East North Central",1,555.855,127.599
"East North Central",1,557.007,127.431
"East North Central",1,558.892,128.668
"East North Central",1,560.718,125.879
"East North Central",1,561.608,122.447
"East North Central",1,563.132,121.918
"East North Central",1,563.309,121.262
"East North Central",1,565.903,120.158
"East North Central",1,567.247,119.016
"East North Central",1,569.058,119.587
"East North Central",1,570.286,120.751
"East North Central",1,571.531,122.661
"East North Central",1,572.651,126.957
"East North Central",1,573.727,129.643
"East North Central",1,574.431,133.059
"East North Central",1,575.208,135.142
"East North Central",1,576.341,136.71
"East North Central",1,575.952,138.876
"East North Central",1,576.298,141.069
"East North Central",1,576.069,143.328
"East North Central",1,575.33,144.921
"East North Central",1,574.193,145.651
"East North Central",1,573.446,143.018
"East North Central",1,572.369,143.99
"East North Central",1,573.106,145.05
"East North Central",1,571.838,145.629
"East North Central",1,571.919,147.244
"East North Central",1,571.472,149.071
"East North Central",1,569.406,150.462
"East North Central",1,569.201,152.551
"East North Central",1,569.413,154.069
"East North Central",1,568.828,154.79
"East North Central",1,568.013,156.922
"East North Central",1,566.094,159.509
"East North Central",1,566.113,160.864
"East North Central",1,566.784,161.514
"East North Central",1,567.832,161.19
"East North Central",1,569.201,162.03
"East North Central",1,571.459,162.597
"East North Central",1,573.371,163.781
"East North Central",1,574.494,162.316
"East North Central",1,576.114,162.906
"East North Central",1,577.706,164.711
"East North Central",1,578.887,165.21
"East North Central",1,579.843,165.16
"East North Central",1,581.026,164.268
"East North Central",1,582.227,164.019
"East North Central",1,583.251,163.139
"East North Central",1,585.567,162.031
"East North Central",1,586.362,162.324
"East North Central",1,588.952,161.987
"East North Central",1,590.177,160.872
"East North Central",1,592.898,157.467
"East North Central",1,594.067,156.333
"East North Central",1,596.88,154.469
"East North Central",1,598.751,153.644
"East North Central",1,599.918,152.726
"East North Central",1,603.344,150.951
"East North Central",1,605.199,162.205
"East North Central",1,607.196,174.353
"East North Central",1,605.833,174.915
"East North Central",1,605.405,175.657
"East North Central",1,606.182,176.644
"East North Central",1,606.62,177.899
"East North Central",1,606.444,179.027
"East North Central",1,607.006,180.401
"East North Central",1,606.13,183.279
"East North Central",1,605.927,184.597
"East North Central",1,606.193,186.517
"East North Central",1,605.503,187.563
"East North Central",1,605.549,189.669
"East North Central",1,605.058,190.422
"East North Central",1,605.737,191.242
"East North Central",1,605.4,192.178
"East North Central",1,603.029,195.306
"East North Central",1,602.495,196.473
"East North Central",1,599.857,198.746
"East North Central",1,598.235,197.857
"East North Central",1,597.065,199.446
"East North Central",1,597.136,200.415
"East North Central",1,595.63,200.688
"East North Central",1,594.871,202.401
"East North Central",1,595.209,203.751
"East North Central",1,594.399,204.278
"East North Central",1,595.103,206.024
"East North Central",1,593.588,207.169
"East North Central",1,592.839,206.138
"East North Central",1,591.868,205.632
"East North Central",1,590.906,206.735
"East North Central",1,590.321,209.535
"East North Central",1,589.734,210.015
"East North Central",1,590.693,213.356
"East North Central",1,589.392,213.811
"East North Central",1,589.088,216.444
"East North Central",1,585.995,217.693
"East North Central",1,585.504,217.45
"East North Central",1,585.03,216.527
"East North Central",1,583.391,215.316
"East North Central",1,582.359,215.361
"East North Central",1,581.565,214.734
"East North Central",1,580.683,212.139
"East North Central",1,579.091,212.825
"East North Central",1,577.181,215.052
"East North Central",1,575.69,215.63
"East North Central",1,574.329,214.698
"East North Central",1,572.111,214.266
"East North Central",1,570.898,214.832
"East North Central",1,570.301,215.793
"East North Central",1,568.982,215.461
"East North Central",1,567.69,213.959
"East North Central",1,565.897,213.551
"East North Central",1,564.948,213.952
"East North Central",1,562.693,213.621
"East North Central",1,562.27,212.337
"East North Central",1,560.676,209.908
"East North Central",1,559.633,209.698
"East North Central",1,558.648,208.472
"East North Central",1,556.787,209.564
"East North Central",1,554.708,208.489
"East North Central",1,553.861,209.337
"East North Central",1,552.934,210.394
"East North Central",1,553.993,211.894
"East North Central",1,553.469,212.69
"East North Central",1,554.782,213.216
"East North Central",1,554.625,214.952
"East North Central",1,552.617,215.332
"East North Central",1,549.758,217.276
"East North Central",1,548.456,216.468
"East North Central",1,546.774,216.751
"East North Central",1,546.163,217.223
"East North Central",1,546.943,220.117
"East North Central",1,545.965,221.62
"East North Central",1,544.791,222.066
"East North Central",1,543.786,224.943
"East North Central",1,542.92,225.529
"East North Central",1,542.002,225.359
"East North Central",1,541.108,227.141
"East North Central",1,541.031,229.999
"East North Central",1,539.62,231.189
"East North Central",1,538.695,230.598
"East North Central",1,537.156,230.527
"East North Central",1,535.357,228.473
"East North Central",1,534.497,228.967
"East North Central",1,533.478,230.468
"East North Central",1,532.809,230.676
"East North Central",1,533.219,233.05
"East North Central",1,531.971,233.105
"East North Central",1,531.855,234.077
"East North Central",1,530.316,233.52
"East North Central",1,528.921,231.793
"East North Central",1,527.425,233.046
"East North Central",1,526.318,233.424
"East North Central",1,525.263,236.232
"East North Central",1,524.118,235.025
"East North Central",1,520.676,233.5
"East North Central",1,518.886,234.005
"East North Central",1,517.977,235.395
"East North Central",1,516.571,234.803
"East North Central",1,515.438,235.202
"East North Central",1,514.482,234.469
"East North Central",1,513.657,235.436
"East North Central",1,514.209,236.33
"East North Central",1,513.349,237.042
"East North Central",1,512.528,236.803
"East North Central",1,512.178,237.84
"East North Central",1,510.924,239.515
"East North Central",1,511.435,240.921
"East North Central",1,512.518,242.346
"East North Central",1,509.538,243.219
"East North Central",1,508.544,244.149
"East North Central",1,507.065,244.344
"East North Central",1,506.542,246.335
"East North Central",1,507.987,248.73
"East North Central",1,507.389,250.231
"East North Central",1,506.62,250.31
"East North Central",1,505.447,249.591
"East North Central",1,503.423,249.001
"East North Central",1,500.846,247.899
"East North Central",1,499.89,248.027
"East North Central",1,499.144,248.716
"East North Central",1,497.763,250.853
"East North Central",1,498.37,252.447
"East North Central",1,495.141,251.601
"East North Central",1,494.722,250.552
"East North Central",1,493.619,249.12
"East North Central",1,492.911,246.739
"East North Central",1,493.801,246.12
"East North Central",1,493.769,245.21
"East North Central",1,492.424,243.127
"East North Central",1,492.617,242.22
"East North Central",1,492.091,240.187
"East North Central",1,490.002,239.208
"East North Central",1,489.544,238.263
"East North Central",1,487.314,236.816
"East North Central",1,486.359,237.47
"East North Central",1,485.076,235.783
"East North Central",1,483.371,234.46
"East North Central",1,482.051,233.763
"East North Central",1,479.908,231.369
"East North Central",1,479.699,229.835
"East North Central",1,480.722,227.729
"East North Central",1,481.153,225.813
"East North Central",1,481.959,224.577
"East North Central",1,481.489,222.571
"East North Central",1,482.656,221.083
"East North Central",1,482.668,220.308
"East North Central",1,481.012,219.316
"East North Central",1,478.715,218.579
"East North Central",1,477.737,218.605
"East North Central",1,476.637,220.286
"East North Central",1,475.208,219.488
"East North Central",1,474.311,217.163
"East North Central",1,474.706,216.313
"East North Central",1,473.892,213.599
"East North Central",1,472.322,212.183
"East North Central",1,469.548,210.413
"East North Central",1,468.629,208.858
"East North Central",1,464.864,205.667
"East North Central",1,464.896,204.626
"East North Central",1,463.848,203.648
"East North Central",1,463.748,201.861
"East North Central",1,463.058,200.599
"East North Central",1,462.558,197.941
"East North Central",1,462.994,195.222
"East North Central",1,463.616,194.201
"East North Central",1,464.216,193.802
"East North Central",1,464.187,191.827
"East North Central",1,463.813,191.418
"East North Central",1,464.472,189.985
"East North Central",1,466.476,189.462
"East North Central",1,467.321,188.789
"East North Central",1,467.554,186.145
"East North Central",1,469.29,183.694
"East North Central",1,469.076,180.919
"East North Central",1,467.915,180.003
"East North Central",1,466.883,178.568
"East North Central",1,467.858,175.438
"East North Central",1,469.214,175.38
"East North Central",1,469.938,174.891
"East North Central",1,472.108,174.656
"East North Central",1,473.749,173.471
"East North Central",1,475.178,173.26
"East North Central",1,476.694,171.838
"East North Central",1,476.918,169.278
"East North Central",1,478.539,167.942
"East North Central",1,478.86,164.658
"East North Central",1,478.473,162.724
"East North Central",1,477.827,162.005
"East North Central",1,476.074,161.15
"East North Central",1,474.795,159.898
"East North Central",1,474.514,158.517
"East North Central",1,472.893,157.163
"East North Central",1,471.808,156.637
"East North Central",1,471.821,155.988
"East North Central",1,470.956,153.946
"East North Central",1,467.801,153.101
"East North Central",1,466.794,152.522
"East North Central",1,466.054,151.57
"East North Central",1,465.612,150.018
"East North Central",1,465.073,149.349
"East North Central",1,464.481,146.99
"East North Central",1,464.388,145.297
"East North Central",1,465.779,143.114
"East North Central",1,465.095,142.093
"East North Central",1,463.764,141.099
"East North Central",1,463.378,139.751
"East North Central",1,463.519,138.867
"East North Central",1,462.667,135.973
"East North Central",1,462.945,134.077
"East North Central",1,462.279,132.702
"East North Central",1,460.26,130.171
"East North Central",1,458.562,129.803
"East North Central",1,456.639,128.09
"East North Central",1,455.373,127.521
"East North Central",1,454.372,126.384
"East North Central",1,454.01,124.864
"East North Central",1,453.381,124.114
"East North Central",1,449.943,122.784
"East North Central",1,448.855,121.194
"East North Central",1,445.88,120.605
"East North Central",1,444.997,120.017
"East North Central",1,442.559,117.359
"East North Central",1,443.136,114.286
"East North Central",1,442.949,112.867
"East North Central",1,442.413,112.129
"East North Central",1,443.16,111.258
"East North Central",1,442.783,109.831
"East North Central",1,442.792,108.249
"East North Central",1,443.54,107.318
"East North Central",1,444.124,105.509
"East North Central",1,442.69,103.454
"East North Central",1,441.146,103.226
"East North Central",1,441.205,100.731
"East North Central",1,442.309,99.3771
"East North Central",1,442.934,97.7064
"East North Central",1,445.035,96.1145
"East North Central",1,447.385,95.2257
"East North Central",1,448.052,94.1682
"East North Central",1,447.672,83.8421
"East North Central",1,448.724,83.7742
"East North Central",1,449.431,82.5728
"East North Central",1,451.003,82.9487
"East North Central",1,451.669,83.3405
"East North Central",1,453.385,83.1322
"East North Central",1,456.313,81.8185
"East North Central",1,457.079,81.7831
"East North Central",1,458.866,80.9834
"East North Central",1,460.613,79.6916
"East North Central",1,461.165,80.0507
"East North Central",1,463.306,78.5215
"East North Central",1,463.196,77.5332
"East North Central",1,463.965,77.1483
"East North Central",1,466.229,78.9133
"East North Central",1,464.735,81.7028
"East North Central",1,465.115,82.3911
"East North Central",1,464.396,83.1526
"East North Central",1,464.671,84.4612
"East North Central",1,466.348,83.2593
"East North Central",1,466.522,82.4423
"East North Central",1,468.712,84.2046
"East North Central",1,470.523,84.4297
"East North Central",1,471.579,83.6354
"East North Central",1,474.939,82.3664
"East North Central",1,477.374,79.8261
"East North Central",1,478.695,79.2765
"East North Central",1,479.645,79.3023
"East North Central",1,482.369,78.7891
"East North Central",1,484.547,77.4244
"East North Central",1,485.487,76.0942
"East North Central",1,487.666,75.5195
"East North Central",1,488.393,73.8484
"East North Central",1,490.534,71.8556
"East North Central",1,491.862,71.0938
"East North Central",1,493.679,68.6892
"East North Central",1,495.975,67.1424
"East North Central",1,499.384,66.331
"East North Central",1,502.4,66.4749
"East North Central",1,503.508,66.9314
"East North Central",1,503.405,67.5637
"East North Central",1,499.368,67.8886
"East North Central",1,499.427,68.8346
"East North Central",1,496.601,71.2949
"East North Central",1,496.152,72.5577
"East North Central",1,495.031,73.6842
"East North Central",1,493.86,76.5395
"East North Central",1,493.689,77.8318
"East North Central",1,494.93,77.351
"East North Central",1,497.559,75.4774
"East North Central",1,498.576,76.2382
"East North Central",1,500.578,76.225
"East North Central",1,503.254,77.1882
"East North Central",1,504.454,78.1166
"East North Central",1,504.818,79.1837
"East North Central",1,505.781,80.3821
"East North Central",1,507.358,81.427
"East North Central",1,507.654,82.6814
"East North Central",1,509.995,82.6375
"East North Central",1,512.35,81.9042
"East North Central",1,513.339,82.8747
"East North Central",1,514.493,83.0537
"East North Central",1,515.181,82.4678
"East North Central",1,515.712,81.0778
"East North Central",1,517.501,82.0922
"East North Central",1,518.573,80.8478
"East North Central",1,522.249,78.3384
"East North Central",1,525.811,77.6804
"East North Central",1,530.163,77.3543
"East North Central",1,532.739,75.7783
"East North Central",1,536.223,75.0339
"East North Central",1,535.653,76.8246
"East North Central",1,535.909,78.9373
"East North Central",1,536.767,80.2055
"East North Central",1,538.249,80.3151
"East North Central",1,540.266,79.5906
"East North Central",1,542.605,80.1455
"East North Central",1,543.361,78.9794
