"year","state_abbrev","democrat","republican","other","winner","party_win"
2008,"MD",61.92,36.47,NA,"Barack Obama","democrat"
2008,"ME",57.71,40.38,NA,"Barack Obama","democrat"
2008,"MI",57.43,40.96,NA,"Barack Obama","democrat"
2008,"MN",54.06,43.82,NA,"Barack Obama","democrat"
2008,"MO",49.29,49.43,NA,"John McCain","republican"
2008,"MS",43,56.18,NA,"John McCain","republican"
2008,"MT",47.25,49.51,NA,"John McCain","republican"
2008,"NC",49.7,49.38,NA,"Barack Obama","democrat"
2008,"ND",44.62,53.25,NA,"John McCain","republican"
2008,"NE",41.6,56.53,NA,"John McCain","republican"
2008,"NH",54.13,44.52,NA,"Barack Obama","democrat"
2008,"NJ",57.27,41.7,NA,"Barack Obama","democrat"
2008,"NM",56.91,41.78,0.64,"Barack Obama","democrat"
2008,"NV",55.15,42.65,NA,"Barack Obama","democrat"
2008,"NY",62.88,36.03,NA,"Barack Obama","democrat"
2008,"OH",51.5,46.91,NA,"Barack Obama","democrat"
2008,"OK",34.35,65.65,NA,"John McCain","republican"
2008,"OR",56.75,40.4,NA,"Barack Obama","democrat"
2008,"PA",54.65,44.3,NA,"Barack Obama","democrat"
2008,"RI",62.86,35.06,NA,"Barack Obama","democrat"
2008,"SC",44.9,53.87,NA,"John McCain","republican"
2008,"SD",44.75,53.16,NA,"John McCain","republican"
2008,"TN",41.83,56.9,NA,"John McCain","republican"
2008,"TX",43.68,55.45,NA,"John McCain","republican"
2008,"UT",34.41,62.58,1.26,"John McCain","republican"
2008,"VA",52.63,46.33,NA,"Barack Obama","democrat"
2008,"VT",67.46,30.45,NA,"Barack Obama","democrat"
2008,"WA",57.3,40.3,NA,"Barack Obama","democrat"
2008,"WI",56.22,42.31,NA,"Barack Obama","democrat"
2008,"WV",42.59,55.71,NA,"John McCain","republican"
2008,"WY",32.54,64.78,0.99,"John McCain","republican"
2012,"AK",40.81,54.8,2.46,"Mitt Romney","republican"
2012,"AL",38.36,60.55,NA,"Mitt Romney","republican"
2012,"AR",36.88,60.57,1.52,"Mitt Romney","republican"
2012,"AZ",44.6,53.7,1.4,"Mitt Romney","republican"
2012,"CA",60.24,37.12,NA,"Barack Obama","democrat"
2012,"CO",51.49,46.13,NA,"Barack Obama","democrat"
2012,"CT",58.06,40.73,NA,"Barack Obama","democrat"
2012,"DC",90.91,7.28,0.84,"Barack Obama","democrat"
2012,"DE",58.61,39.98,NA,"Barack Obama","democrat"
2012,"FL",50.01,49.13,0.53,"Barack Obama","democrat"
2012,"GA",45.48,53.3,NA,"Mitt Romney","republican"
2012,"HI",70.55,27.84,0.88,"Barack Obama","democrat"
2012,"IA",51.99,46.18,NA,"Barack Obama","democrat"
2012,"ID",32.62,64.53,NA,"Mitt Romney","republican"
2012,"IL",57.6,40.73,NA,"Barack Obama","democrat"
2012,"IN",43.93,54.13,NA,"Mitt Romney","republican"
2012,"KS",37.99,59.71,NA,"Mitt Romney","republican"
2012,"KY",37.8,60.49,NA,"Mitt Romney","republican"
2012,"LA",40.58,57.78,NA,"Mitt Romney","republican"
2012,"MA",60.65,37.51,NA,"Barack Obama","democrat"
2012,"MD",61.97,35.9,NA,"Barack Obama","democrat"
2012,"ME",56.27,40.98,NA,"Barack Obama","democrat"
2012,"MI",54.21,44.71,NA,"Barack Obama","democrat"
2012,"MN",52.65,44.96,NA,"Barack Obama","democrat"
2012,"MO",44.38,53.76,NA,"Mitt Romney","republican"
2012,"MS",43.79,55.29,NA,"Mitt Romney","republican"
2012,"MT",41.7,55.35,NA,"Mitt Romney","republican"
2012,"NC",48.35,50.39,NA,"Mitt Romney","republican"
2012,"ND",38.69,58.32,NA,"Mitt Romney","republican"
2012,"NE",38.03,59.8,NA,"Mitt Romney","republican"
2012,"NH",51.98,46.4,NA,"Barack Obama","democrat"
2012,"NJ",58.38,40.59,NA,"Barack Obama","democrat"
2012,"NM",52.99,42.84,3.55,"Barack Obama","democrat"
2012,"NV",52.36,45.68,NA,"Barack Obama","democrat"
2012,"NY",63.35,35.17,NA,"Barack Obama","democrat"
2012,"OH",50.67,47.69,NA,"Barack Obama","democrat"
2012,"OK",33.3,66.77,NA,"Mitt Romney","republican"
2012,"OR",54.24,42.15,NA,"Barack Obama","democrat"
2012,"PA",52.08,46.68,NA,"Barack Obama","democrat"
2012,"RI",62.7,35.24,NA,"Barack Obama","democrat"
2012,"SC",44.09,54.56,NA,"Mitt Romney","republican"
2012,"SD",39.87,57.89,NA,"Mitt Romney","republican"
2012,"TN",39.08,59.48,NA,"Mitt Romney","republican"
2012,"TX",41.38,57.17,NA,"Mitt Romney","republican"
2012,"UT",24.75,72.79,1.24,"Mitt Romney","republican"
2012,"VA",51.16,47.28,NA,"Barack Obama","democrat"
2012,"VT",66.57,30.97,NA,"Barack Obama","democrat"
2012,"WA",55.8,41,NA,"Barack Obama","democrat"
2012,"WI",52.83,45.89,NA,"Barack Obama","democrat"
2012,"WV",35.54,62.3,NA,"Mitt Romney","republican"
2012,"WY",27.82,68.64,2.14,"Mitt Romney","republican"
2016,"AK",36.55,51.28,5.88,"Donald Trump","republican"
2016,"AL",34.36,62.08,NA,"Donald Trump","republican"
2016,"AR",33.65,60.57,2.64,"Donald Trump","republican"
2016,"AZ",45.1,48.7,4.1,"Donald Trump","republican"
2016,"CA",61.73,31.62,NA,"Hillary Clinton","democrat"
2016,"CO",48.16,43.25,NA,"Hillary Clinton","democrat"
2016,"CT",54.57,40.93,NA,"Hillary Clinton","democrat"
2016,"DC",90.86,4.09,1.58,"Hillary Clinton","democrat"
2016,"DE",53.09,41.71,NA,"Hillary Clinton","democrat"
2016,"FL",47.82,49.02,2.2,"Donald Trump","republican"
2016,"GA",45.35,50.44,NA,"Donald Trump","republican"
2016,"HI",62.22,30.04,3.72,"Hillary Clinton","democrat"
2016,"IA",41.74,51.15,NA,"Donald Trump","republican"
2016,"ID",27.48,59.25,NA,"Donald Trump","republican"
2016,"IL",55.24,38.36,NA,"Hillary Clinton","democrat"
2016,"IN",37.46,56.47,NA,"Donald Trump","republican"
2016,"KS",35.74,56.16,NA,"Donald Trump","republican"
2016,"KY",32.68,62.52,NA,"Donald Trump","republican"
2016,"LA",38.45,58.09,NA,"Donald Trump","republican"
2016,"MA",60.01,32.81,NA,"Hillary Clinton","democrat"
2016,"MD",60.33,33.91,NA,"Hillary Clinton","democrat"
2016,"ME",47.83,44.87,NA,"Hillary Clinton","democrat"
2016,"MI",47.03,47.25,3.6,"Donald Trump","republican"
2016,"MN",46.44,44.93,NA,"Hillary Clinton","democrat"
2016,"MO",37.87,56.38,NA,"Donald Trump","republican"
2016,"MS",40.06,57.86,NA,"Donald Trump","republican"
2016,"MT",35.41,55.65,NA,"Donald Trump","republican"
2016,"NC",46.17,49.83,NA,"Donald Trump","republican"
2016,"ND",27.23,62.96,NA,"Donald Trump","republican"
2016,"NE",33.7,58.75,NA,"Donald Trump","republican"
2016,"NH",46.83,46.46,NA,"Hillary Clinton","democrat"
2016,"NJ",54.77,41,NA,"Hillary Clinton","democrat"
2016,"NM",48.26,40.04,9.34,"Hillary Clinton","democrat"
2016,"NV",47.92,45.5,NA,"Hillary Clinton","democrat"
2016,"NY",59.38,36.75,NA,"Hillary Clinton","democrat"
2016,"OH",43.24,51.31,NA,"Donald Trump","republican"
2016,"OK",28.93,65.32,NA,"Donald Trump","republican"
2016,"OR",50.07,39.09,NA,"Hillary Clinton","democrat"
2016,"PA",47.46,48.17,NA,"Donald Trump","republican"
2016,"RI",54.41,38.9,NA,"Hillary Clinton","democrat"
2016,"SC",40.67,54.94,NA,"Donald Trump","republican"
2016,"SD",31.74,61.53,NA,"Donald Trump","republican"
2016,"TN",34.72,60.72,NA,"Donald Trump","republican"
2016,"TX",43.24,52.23,NA,"Donald Trump","republican"
2016,"UT",27.46,45.54,21.54,"Donald Trump","republican"
2016,"VA",49.75,44.43,NA,"Hillary Clinton","democrat"
2016,"VT",56.68,30.27,NA,"Hillary Clinton","democrat"
2016,"WA",52.5,36.8,NA,"Hillary Clinton","democrat"
2016,"WI",46.45,47.22,NA,"Donald Trump","republican"
2016,"WV",26.43,68.5,NA,"Donald Trump","republican"
2016,"WY",21.88,68.17,5.19,"Donald Trump","republican"
2020,"AK",42.77,52.83,2.47,"Donald Trump","republican"
2020,"AL",36.57,62.03,NA,"Donald Trump","republican"
2020,"AR",34.78,62.4,1.08,"Donald Trump","republican"
2020,"AZ",49.4,49.1,1.5,"Joe Biden","democrat"
2020,"CA",63.48,34.32,NA,"Joe Biden","democrat"
2020,"CO",55.4,41.9,NA,"Joe Biden","democrat"
2020,"CT",59.25,39.21,NA,"Joe Biden","democrat"
2020,"DC",92.15,5.4,0.59,"Joe Biden","democrat"
2020,"DE",58.74,39.77,NA,"Joe Biden","democrat"
2020,"FL",47.86,51.22,0.64,"Donald Trump","republican"
2020,"GA",49.47,49.24,NA,"Joe Biden","democrat"
2020,"HI",63.73,34.27,0.96,"Joe Biden","democrat"
2020,"IA",44.89,53.09,NA,"Donald Trump","republican"
2020,"ID",33.07,63.84,NA,"Donald Trump","republican"
2020,"IL",57.54,40.55,NA,"Joe Biden","democrat"
2020,"IN",40.96,57.02,NA,"Donald Trump","republican"
2020,"KS",41.51,56.14,NA,"Donald Trump","republican"
2020,"KY",36.15,62.09,NA,"Donald Trump","republican"
2020,"LA",39.85,58.46,NA,"Donald Trump","republican"
2020,"MA",65.6,32.14,NA,"Joe Biden","democrat"
2020,"MD",65.36,32.15,NA,"Joe Biden","democrat"
2020,"ME",53.09,44.02,NA,"Joe Biden","democrat"
2020,"MI",50.62,47.84,NA,"Joe Biden","democrat"
2020,"MN",52.4,45.28,NA,"Joe Biden","democrat"
2020,"MO",41.41,56.8,NA,"Donald Trump","republican"
2020,"MS",41.06,57.6,NA,"Donald Trump","republican"
2020,"MT",40.55,56.92,NA,"Donald Trump","republican"
2020,"NC",48.59,49.93,NA,"Donald Trump","republican"
2020,"ND",31.76,65.11,NA,"Donald Trump","republican"
2020,"NE",39.17,58.22,NA,"Donald Trump","republican"
2020,"NH",52.71,45.36,NA,"Joe Biden","democrat"
2020,"NJ",57.14,41.26,NA,"Joe Biden","democrat"
2020,"NM",54.29,43.5,1.36,"Joe Biden","democrat"
2020,"NV",50.06,47.67,NA,"Joe Biden","democrat"
2020,"NY",60.87,37.74,NA,"Joe Biden","democrat"
2020,"OH",45.24,53.27,NA,"Donald Trump","republican"
2020,"OK",32.29,65.37,NA,"Donald Trump","republican"
2020,"OR",56.45,40.37,NA,"Joe Biden","democrat"
2020,"PA",49.85,48.84,NA,"Joe Biden","democrat"
2020,"RI",59.39,38.61,NA,"Joe Biden","democrat"
2020,"SC",43.43,55.11,NA,"Donald Trump","republican"
2020,"SD",35.61,61.77,NA,"Donald Trump","republican"
2020,"TN",37.45,60.66,NA,"Donald Trump","republican"
2020,"TX",46.48,52.06,NA,"Donald Trump","republican"
2020,"UT",37.65,58.13,2.58,"Donald Trump","republican"
2020,"VA",54.11,44,NA,"Joe Biden","democrat"
2020,"VT",66.09,30.67,NA,"Joe Biden","democrat"
2020,"WA",58,38.8,NA,"Joe Biden","democrat"
2020,"WI",49.45,48.82,NA,"Joe Biden","democrat"
2020,"WV",29.69,68.62,NA,"Donald Trump","republican"
2020,"WY",26.55,69.94,2.08,"Donald Trump","republican"
2024,"AK",41.41,54.54,1.68,"Donald Trump","republican"
2024,"AL",34.1,64.57,NA,"Donald Trump","republican"
2024,"AR",33.56,64.2,1.12,"Donald Trump","republican"
2024,"AZ",46.7,52.2,0.5,"Donald Trump","republican"
2024,"CA",58.47,38.33,NA,"Kamala Harris","democrat"
2024,"CO",54.13,43.14,NA,"Kamala Harris","democrat"
2024,"CT",56.4,41.89,NA,"Kamala Harris","democrat"
2024,"DC",90.28,6.47,0.85,"Kamala Harris","democrat"
2024,"DE",56.49,41.79,NA,"Kamala Harris","democrat"
2024,"FL",42.99,56.09,0.4,"Donald Trump","republican"
2024,"GA",48.53,50.73,NA,"Donald Trump","republican"
2024,"HI",60.59,37.48,0.85,"Kamala Harris","democrat"
2024,"IA",42.52,55.73,NA,"Donald Trump","republican"
2024,"ID",30.38,66.87,NA,"Donald Trump","republican"
2024,"IL",54.37,43.47,NA,"Kamala Harris","democrat"
2024,"IN",39.62,58.58,NA,"Donald Trump","republican"
2024,"KS",41.04,57.16,NA,"Donald Trump","republican"
2024,"KY",33.94,64.47,NA,"Donald Trump","republican"
2024,"LA",38.21,60.22,NA,"Donald Trump","republican"
2024,"MA",61.22,36.02,NA,"Kamala Harris","democrat"
2024,"MD",62.62,34.08,NA,"Kamala Harris","democrat"
2024,"ME",52.4,45.46,NA,"Kamala Harris","democrat"
2024,"MI",48.31,49.73,NA,"Donald Trump","republican"
2024,"MN",50.92,46.68,NA,"Kamala Harris","democrat"
2024,"MO",40.08,58.49,NA,"Donald Trump","republican"
2024,"MS",38,60.89,NA,"Donald Trump","republican"
2024,"MT",38.46,58.39,NA,"Donald Trump","republican"
2024,"NC",47.65,50.86,NA,"Donald Trump","republican"
2024,"ND",30.51,66.96,NA,"Donald Trump","republican"
2024,"NE",38.86,59.32,NA,"Donald Trump","republican"
2024,"NH",50.65,47.87,NA,"Kamala Harris","democrat"
2024,"NJ",51.97,46.06,NA,"Kamala Harris","democrat"
2024,"NM",51.85,45.85,1.03,"Kamala Harris","democrat"
2024,"NV",47.49,50.59,NA,"Donald Trump","republican"
2024,"NY",55.12,42.71,NA,"Kamala Harris","democrat"
2024,"OH",43.86,55.21,NA,"Donald Trump","republican"
2024,"OK",31.9,66.16,NA,"Donald Trump","republican"
2024,"OR",55.27,40.97,NA,"Kamala Harris","democrat"
2024,"PA",48.66,50.37,NA,"Donald Trump","republican"
2024,"RI",55.54,41.76,NA,"Kamala Harris","democrat"
2024,"SC",40.36,58.23,NA,"Donald Trump","republican"
2024,"SD",34.24,63.43,NA,"Donald Trump","republican"
2024,"TN",34.47,64.19,NA,"Donald Trump","republican"
2024,"TX",42.46,56.14,NA,"Donald Trump","republican"
2024,"UT",37.79,59.38,1.14,"Donald Trump","republican"
2024,"VA",51.83,46.05,NA,"Kamala Harris","democrat"
2024,"VT",63.83,32.32,NA,"Kamala Harris","democrat"
2024,"WA",57.2,39,NA,"Kamala Harris","democrat"
2024,"WI",48.74,49.6,NA,"Donald Trump","republican"
2024,"WV",28.1,69.97,NA,"Donald Trump","republican"
2024,"WY",25.84,71.6,1.56,"Donald Trump","republican"
