"tgt","id","part","x","y"
"PEC",1,1,5.1628,1.8264
"PEC",1,1,5.0826,1.8389
"PEC",1,1,5.0096,1.7914
"PEC",1,1,4.8293,1.6187
"PEC",1,1,4.6036,1.6058
"PEC",1,1,4.5241,1.5449
"PEC",1,1,4.4123,1.4063
"PEC",1,1,4.225,1.2847
"PEC",1,1,4.19,1.1877
"PEC",1,1,4.0904,1.1203
"PEC",1,1,3.9645,1.0101
"PEC",1,1,3.8813,0.9905
"PEC",1,1,3.7819,1.0105
"PEC",1,1,3.7063,1.0467
"PEC",1,1,3.6529,0.9997
"PEC",1,1,3.4834,0.9075
"PEC",1,1,3.2669,0.7725
"PEC",1,1,3.188,0.7898
"PEC",1,1,3.1297,0.7523
"PEC",1,1,3.0466,0.7917
"PEC",1,1,2.8224,0.9547
"PEC",1,1,2.7747,0.9977
"PEC",1,1,2.5644,1.0739
"PEC",1,1,2.3626,1.0889
"PEC",1,1,2.2233,1.1822
"PEC",1,1,2.1416,1.1716
"PEC",1,1,2.1065,1.1016
"PEC",1,1,2.0299,1.0913
"PEC",1,1,2.0099,1.046
"PEC",1,1,1.9438,1.025
"PEC",1,1,1.9243,0.9796
"PEC",1,1,1.854,0.9244
"PEC",1,1,1.7767,0.8946
"PEC",1,1,1.6254,0.9632
"PEC",1,1,1.5936,0.9365
"PEC",1,1,1.5003,0.919
"PEC",1,1,1.4179,0.853
"PEC",1,1,1.3917,0.8794
"PEC",1,1,1.1991,0.8708
"PEC",1,1,1.1009,0.8918
"PEC",1,1,1.0489,0.8135
"PEC",1,1,1.0545,0.7427
"PEC",1,1,1.0678,0.671
"PEC",1,1,0.9678,0.4626
"PEC",1,1,0.98,0.3308
"PEC",1,1,1.0326,0.2042
"PEC",1,1,1.1072,0.1207
"PEC",1,1,0.9047,0.0393
"PEC",1,1,0.7354,0
"PEC",1,1,0.7617,0.8104
"PEC",1,1,0.7624,0.8287
"PEC",1,1,0.7636,0.8663
"PEC",1,1,0.7777,1.2955
"PEC",1,1,0.8191,2.2986
"PEC",1,1,0.8121,2.3047
"PEC",1,1,0.8308,3.218
"PEC",1,1,0.8961,5.0316
"PEC",1,1,0,5.064
"PEC",1,1,0.0312,7.4633
"PEC",1,1,0.0417,8.2959
"PEC",1,1,0.111,8.2259
"PEC",1,1,0.2255,7.9916
"PEC",1,1,0.2279,7.9042
"PEC",1,1,0.2611,7.7743
"PEC",1,1,0.3091,7.736
"PEC",1,1,0.4018,7.4819
"PEC",1,1,0.4499,7.4194
"PEC",1,1,0.5019,7.3712
"PEC",1,1,0.6131,7.3578
"PEC",1,1,0.7592,7.4548
"PEC",1,1,0.8522,7.454
"PEC",1,1,0.9064,7.3856
"PEC",1,1,0.9879,7.3894
"PEC",1,1,1.1671,7.3087
"PEC",1,1,1.3371,7.1675
"PEC",1,1,1.5637,7.1109
"PEC",1,1,1.6203,7.1275
"PEC",1,1,1.7071,7.1027
"PEC",1,1,1.7857,7.0334
"PEC",1,1,1.7558,5.947
"PEC",1,1,1.7455,4.9913
"PEC",1,1,1.9313,4.9836
"PEC",1,1,2.1717,4.9889
"PEC",1,1,2.4166,5.0115
"PEC",1,1,2.7369,5.0459
"PEC",1,1,2.7431,5.5598
"PEC",1,1,2.7539,5.8039
"PEC",1,1,4.0243,5.7921
"PEC",1,1,4.3136,5.7893
"PEC",1,1,4.5827,5.7869
"PEC",1,1,4.6163,7.0484
"PEC",1,1,4.6613,8.7444
"PEC",1,1,4.6813,9.4967
"PEC",1,1,4.6836,9.5638
"PEC",1,1,4.7018,9.6256
"PEC",1,1,4.6932,9.9237
"PEC",1,1,4.6941,9.9779
"PEC",1,1,4.6948,10.007
"PEC",1,1,4.7202,10.9656
"PEC",1,1,4.7287,11.2854
"PEC",1,1,5.663,11.2567
"PEC",1,1,5.6647,11.6389
"PEC",1,1,5.7269,12.6426
"PEC",1,1,5.7522,13.0654
"PEC",1,1,6.6358,13.0534
"PEC",1,1,6.605,12.2328
"PEC",1,1,6.7749,12.2256
"PEC",1,1,7.1332,12.2098
"PEC",1,1,7.2539,12.2048
"PEC",1,1,8.8784,12.1356
"PEC",1,1,9.2447,12.1201
"PEC",1,1,9.3296,12.129
"PEC",1,1,9.3688,13.5091
"PEC",1,1,9.3833,14.0176
"PEC",1,1,9.3834,14.0204
"PEC",1,1,9.3843,14.0542
"PEC",1,1,9.4415,15.3344
"PEC",1,1,9.4897,15.2485
"PEC",1,1,9.6173,15.1902
"PEC",1,1,9.776,15.0703
"PEC",1,1,9.8859,15.0742
"PEC",1,1,9.9375,15.074
"PEC",1,1,10.0047,15.0585
"PEC",1,1,10.0583,14.9962
"PEC",1,1,10.1394,14.9392
"PEC",1,1,10.1545,14.8853
"PEC",1,1,10.2043,14.8522
"PEC",1,1,10.2301,14.7831
"PEC",1,1,10.3128,14.7079
"PEC",1,1,10.411,14.6704
"PEC",1,1,10.5278,14.7132
"PEC",1,1,10.6207,14.688
"PEC",1,1,10.6384,14.6193
"PEC",1,1,10.81,14.4799
"PEC",1,1,10.8471,14.4132
"PEC",1,1,10.8349,14.3413
"PEC",1,1,10.8745,14.2093
"PEC",1,1,10.91,14.1362
"PEC",1,1,10.9112,14.071
"PEC",1,1,10.9659,14.0557
"PEC",1,1,10.9848,14.0096
"PEC",1,1,11.1245,14.0284
"PEC",1,1,11.1683,13.9901
"PEC",1,1,11.2083,13.9672
"PEC",1,1,11.3199,14.0136
"PEC",1,1,11.3678,14.0159
"PEC",1,1,11.4214,13.9792
"PEC",1,1,11.4201,13.8808
"PEC",1,1,11.4787,13.8462
"PEC",1,1,11.6869,13.8265
"PEC",1,1,11.8057,13.827
"PEC",1,1,11.889,13.9728
"PEC",1,1,11.94,14.108
"PEC",1,1,12.0086,14.4287
"PEC",1,1,12.0939,14.8003
"PEC",1,1,12.1079,14.7969
"PEC",1,1,12.1313,14.8957
"PEC",1,1,12.188,14.8832
"PEC",1,1,12.335,14.845
"PEC",1,1,12.4829,14.7915
"PEC",1,1,12.6771,14.818
"ROZR",2,1,11.0413,7.7026
"ROZR",2,1,11.0628,7.8181
"ROZR",2,1,11.0906,7.9867
"ROZR",2,1,11.113,8.1248
"ROZR",2,1,11.115,8.1371
"ROZR",2,1,11.122,8.1807
"ROZR",2,1,11.13,8.3695
"ROZR",2,1,11.1129,8.4658
"ROZR",2,1,11.0677,8.7574
"ROZR",2,1,11.0395,8.9937
"ROZR",2,1,11.0462,9.2926
"ROZR",2,1,11.0609,10.0288
"ROZR",2,1,12.0249,9.9929
"ROZR",2,1,12.2218,9.9492
"ROZR",2,1,12.3859,9.8538
"ROZR",2,1,12.5421,9.6882
"ROZR",2,1,13.1126,8.9586
"ROZR",2,1,13.3251,8.6874
"ROZR",2,1,13.3423,8.7003
"ROZR",2,1,13.6273,8.9115
"ROZR",2,1,14.1882,9.3488
"ROZR",2,1,14.4612,9.5515
"ROZR",2,1,14.5509,9.6183
"ROZR",2,1,14.9359,9.9418
"ROZR",2,1,15.1872,10.1521
"ROZR",2,1,15.3631,10.3184
"ROZR",2,1,15.7491,10.7221
"ROZR",2,1,15.8483,10.808
"ROZR",2,1,15.9784,10.9028
"ROZR",2,1,16.1026,10.9749
"ROZR",2,1,16.3308,11.06
"ROZR",2,1,16.4728,11.093
"ROZR",2,1,16.7308,11.1246
"ROZR",2,1,16.8986,11.1605
"ROZR",2,1,17.0485,11.218
"ROZR",2,1,17.0636,11.1894
"ROZR",2,1,17.0428,11.1096
"ROZR",2,1,17.1537,11.0214
"ROZR",2,1,17.1345,10.8606
"ROZR",2,1,17.1945,10.7368
"ROZR",2,1,17.3573,10.5412
"ROZR",2,1,17.4432,10.4748
"ROZR",2,1,17.4789,10.3642
"ROZR",2,1,17.5317,10.2709
"ROZR",2,1,17.5317,10.1902
"ROZR",2,1,17.5441,10.1346
"ROZR",2,1,17.5944,10.0752
"ROZR",2,1,17.6953,10.0244
"ROZR",2,1,17.7362,9.9613
"ROZR",2,1,17.8525,9.9242
"ROZR",2,1,17.868,9.8459
"ROZR",2,1,17.9165,9.7987
"ROZR",2,1,18.0219,9.8211
"ROZR",2,1,18.0796,9.7934
"ROZR",2,1,18.1031,9.7106
"ROZR",2,1,18.1473,9.6324
"ROZR",2,1,18.2661,9.5689
"ROZR",2,1,18.4361,9.5013
"ROZR",2,1,18.6586,9.2606
"ROZR",2,1,18.7898,9.107
"ROZR",2,1,19.0773,8.945
"ROZR",2,1,19.1443,8.918
"ROZR",2,1,19.2906,8.9201
"ROZR",2,1,19.4148,8.8338
"ROZR",2,1,19.4374,8.7781
"ROZR",2,1,19.4286,8.7057
"ROZR",2,1,19.441,8.6045
"ROZR",2,1,19.4635,8.5707
"ROZR",2,1,19.4536,8.4794
"ROZR",2,1,19.4773,8.4157
"ROZR",2,1,19.4802,8.3214
"ROZR",2,1,19.5179,8.2162
"ROZR",2,1,19.5742,8.1433
"ROZR",2,1,19.6598,8.0756
"ROZR",2,1,19.7111,8.063
"ROZR",2,1,19.7335,7.9779
"ROZR",2,1,19.8448,7.8961
"ROZR",2,1,19.9151,7.7752
"ROZR",2,1,19.9873,7.7324
"ROZR",2,1,20.1098,7.5441
"ROZR",2,1,20.1361,7.4794
"ROZR",2,1,20.206,7.4347
"ROZR",2,1,20.1835,7.3905
"ROZR",2,1,20.2181,7.2813
"ROZR",2,1,20.2028,7.2119
"ROZR",2,1,20.2648,7.0865
"ROZR",2,1,20.326,7.016
"ROZR",2,1,20.4086,6.8724
"ROZR",2,1,20.4452,6.7848
"ROZR",2,1,20.531,6.7417
"ROZR",2,1,20.5861,6.638
"ROZR",2,1,20.5785,6.5638
"ROZR",2,1,20.6161,6.4612
"ROZR",2,1,20.7123,6.3687
"ROZR",2,1,20.7611,6.3637
"ROZR",2,1,20.8698,6.1643
"ROZR",2,1,20.8573,6.0304
"ROZR",2,1,20.8848,5.8855
"ROZR",2,1,20.9126,5.8403
"ROZR",2,1,20.9208,5.8321
"ROZR",2,1,20.9267,5.8186
"ROZR",2,1,20.9146,5.7496
"ROZR",2,1,20.9352,5.6563
"ROZR",2,1,20.9924,5.6737
"ROZR",2,1,21.0767,5.5816
"ROZR",2,1,21.1145,5.5063
"ROZR",2,1,21.2498,5.4187
"ROZR",2,1,21.3213,5.4322
"ROZR",2,1,21.3823,5.398
"ROZR",2,1,21.414,5.3344
"ROZR",2,1,21.4616,5.3758
"ROZR",2,1,21.5366,5.3238
"ROZR",2,1,21.6201,5.2178
"ROZR",2,1,21.6698,5.2185
"ROZR",2,1,21.7494,5.1781
"ROZR",2,1,21.8248,5.0512
"ROZR",2,1,21.8948,5.0299
"ROZR",2,1,21.9448,4.9225
"ROZR",2,1,22.0111,4.8649
"ROZR",2,1,22.0511,4.8687
"ROZR",2,1,22.1639,4.7708
"ROZR",2,1,22.2298,4.745
"ROZR",2,1,22.3223,4.5817
"ROZR",2,1,22.3882,4.5326
"ROZR",2,1,22.3961,4.4401
"ROZR",2,1,22.4585,4.3298
"ROZR",2,1,22.5685,4.2636
"ROZR",2,1,22.5435,4.1837
"ROZR",2,1,22.576,4.1286
"ROZR",2,1,22.6398,4.1274
"ROZR",2,1,22.7111,4.0312
"ROZR",2,1,22.8449,3.9493
"ROZR",2,1,22.9698,3.8405
"ROZR",2,1,22.9722,3.8029
"ROZR",2,1,23.0428,3.7587
"ROZR",2,1,23.0723,3.7181
"ROZR",2,1,23.0948,3.5826
"ROZR",2,1,23.0716,3.5504
"ROZR",2,1,23.1495,3.4941
"ROZR",2,1,23.1361,3.4112
"ROZR",2,1,23.2195,3.3984
"ROZR",2,1,23.2773,3.2437
"ROZR",2,1,23.2873,3.1406
"ROZR",2,1,23.1748,3.0167
"ROZR",2,1,23.0811,2.9486
"ROZR",2,1,23.0536,2.9031
"ROZR",2,1,22.9923,2.9549
"ROZR",2,1,22.9736,2.9062
"ROZR",2,1,22.8999,2.888
"ROZR",2,1,22.8552,2.9628
"ROZR",2,1,22.812,2.9843
"ROZR",2,1,22.7324,2.9372
"ROZR",2,1,22.5637,3.0043
"ROZR",2,1,22.4964,2.9957
"ROZR",2,1,22.4465,3.0353
"ROZR",2,1,22.4091,3.0029
"ROZR",2,1,22.3287,2.9964
"ROZR",2,1,22.2346,3.0636
"ROZR",2,1,22.0878,3.099
"ROZR",2,1,21.965,3.0755
"ROZR",2,1,21.9146,3.141
"ROZR",2,1,21.841,3.1758
"ROZR",2,1,21.8238,3.1184
"ROZR",2,1,21.7715,3.0859
"ROZR",2,1,21.7108,3.1316
"ROZR",2,1,21.6652,3.0701
"ROZR",2,1,21.6041,3.0718
"ROZR",2,1,21.5474,3.0208
"ROZR",2,1,21.514,3.0525
"ROZR",2,1,21.4641,2.991
"ROZR",2,1,21.376,2.9975
"ROZR",2,1,21.3159,2.9549
"ROZR",2,1,21.3111,2.887
"ROZR",2,1,21.212,2.9263
"ROZR",2,1,21.1262,2.9408
"ROZR",2,1,21.0705,2.8963
"ROZR",2,1,20.9612,2.9815
"ROZR",2,1,20.9565,3.1689
"ROZR",2,1,20.9031,3.2131
"ROZR",2,1,20.8343,3.1902
"ROZR",2,1,20.7318,3.1928
"ROZR",2,1,20.6615,3.2302
"ROZR",2,1,20.6249,3.1865
"ROZR",2,1,20.5289,3.2338
"ROZR",2,1,20.3845,3.2393
"ROZR",2,1,20.2985,3.2869
"ROZR",2,1,20.1979,3.2647
"ROZR",2,1,20.1374,3.2853
"ROZR",2,1,20.0385,3.2712
"ROZR",2,1,19.9765,3.2251
"ROZR",2,1,19.8574,3.1919
"ROZR",2,1,19.7614,3.1933
"ROZR",2,1,19.694,3.1754
"ROZR",2,1,19.6332,3.1207
"ROZR",2,1,19.26,3.2274
"ROZR",2,1,19.065,3.156
"ROZR",2,1,18.9601,3.1709
"ROZR",2,1,18.9083,3.1215
"ROZR",2,1,18.8553,3.1102
"ROZR",2,1,18.7778,3.1325
"ROZR",2,1,18.6505,3.1637
"ROZR",2,1,18.6261,3.1299
"ROZR",2,1,18.4955,3.1067
"ROZR",2,1,18.42,3.1382
"ROZR",2,1,18.3311,3.1298
"ROZR",2,1,18.2587,3.1469
"ROZR",2,1,18.1328,3.069
"ROZR",2,1,18.0424,3.0549
"ROZR",2,1,17.9839,3.0985
"ROZR",2,1,17.9121,3.038
"ROZR",2,1,17.7761,3.0195
"ROZR",2,1,17.7149,3.0398
"ROZR",2,1,17.6539,3.0251
"ROZR",2,1,17.5182,3.0347
"ROZR",2,1,17.4551,2.9867
"ROZR",2,1,17.3534,2.9808
"ROZR",2,1,17.3197,2.944
"ROZR",2,1,17.2496,3.009
"ROZR",2,1,17.1683,3.0251
"ROZR",2,1,17.0458,3.0013
"ROZR",2,1,16.9876,3.0952
"ROZR",2,1,16.8918,3.1372
"ROZR",2,1,16.6842,3.1027
"ROZR",2,1,16.6134,3.0593
"ROZR",2,1,16.4365,3.0458
"ROZR",2,1,16.3491,3.1005
"ROZR",2,1,16.2739,3.1071
"ROZR",2,1,16.1614,3.175
"ROZR",2,1,16.1419,3.1422
"ROZR",2,1,16.0713,3.1565
"ROZR",2,1,15.9999,3.1341
"ROZR",2,1,15.8949,3.0539
"ROZR",2,1,15.5688,3.0479
"ROZR",2,1,15.4759,3.0218
"ROZR",2,1,15.409,3.0463
"ROZR",2,1,15.2946,3.0347
"ROZR",2,1,15.2359,3.1347
"ROZR",2,1,15.107,3.0415
"ROZR",2,1,14.9528,3.0093
"ROZR",2,1,14.7962,2.905
"ROZR",2,1,14.6872,2.8856
"ROZR",2,1,14.6314,2.9101
"ROZR",2,1,14.3938,2.931
"ROZR",2,1,14.3413,2.9847
"ROZR",2,1,14.2501,3.028
"ROZR",2,1,14.1728,3.0356
"ROZR",2,1,14.1228,3.0643
"ROZR",2,1,14.0817,3.1263
"ROZR",2,1,13.9251,3.1944
"ROZR",2,1,13.8906,3.1596
"ROZR",2,1,13.8009,3.154
"ROZR",2,1,13.6003,3.2028
"ROZR",2,1,13.4598,3.2762
"ROZR",2,1,13.3884,3.3356
"ROZR",2,1,13.3518,3.3044
"ROZR",2,1,13.2369,3.294
"ROZR",2,1,13.1404,3.2526
"ROZR",2,1,13.0767,3.25
"ROZR",2,1,13.0321,3.2946
"ROZR",2,1,13.0443,3.3564
"ROZR",2,1,12.9265,3.3762
"ROZR",2,1,12.877,3.4466
"ROZR",2,1,12.8222,3.441
"ROZR",2,1,12.7517,3.5035
"ROZR",2,1,12.7105,3.4736
"ROZR",2,1,12.6006,3.4507
"ROZR",2,1,12.5573,3.3971
"ROZR",2,1,12.5179,3.4182
"ROZR",2,1,12.3914,3.3405
"ROZR",2,1,12.3717,3.3347
"ROZR",2,1,12.2418,3.3295
"ROZR",2,1,12.1769,3.2945
"ROZR",2,1,12.0191,3.2975
"ROZR",2,1,11.8979,3.2656
"ROZR",2,1,11.7954,3.208
"ROZR",2,1,11.654,3.1026
"ROZR",2,1,11.4555,3.0231
"ROZR",2,1,11.3559,2.9539
"ROZR",2,1,11.1568,2.8797
"ROZR",2,1,11.0968,2.9114
"ROZR",2,1,10.9683,2.929
"ROZR",2,1,10.8872,2.9292
"ROZR",2,1,10.8371,2.9544
"ROZR",2,1,10.6741,2.9267
"ROZR",2,1,10.6403,2.9094
"ROZR",2,1,10.5507,2.8864
"ROZR",2,1,10.5136,2.8233
"ROZR",2,1,10.4016,2.7779
"ROZR",2,1,10.3712,2.6644
"ROZR",2,1,10.3281,2.6037
"ROZR",2,1,10.249,2.5367
"ROZR",2,1,10.0687,2.4445
"ROZR",2,1,9.846,2.3999
"ROZR",2,1,9.558,2.3651
"ROZR",2,1,9.4755,2.3892
"ROZR",2,1,9.382,2.3803
"ROZR",2,1,9.2822,2.3413
"ROZR",2,1,9.2116,2.3475
"ROZR",2,1,9.1378,2.3143
"ROZR",2,1,8.9698,2.3045
"ROZR",2,1,8.881,2.3367
"ROZR",2,1,8.6742,2.3351
"ROZR",2,1,8.4976,2.3237
"ROZR",2,1,8.4504,2.3417
"ROZR",2,1,8.3506,2.3315
"ROZR",2,1,8.2776,2.3607
"ROZR",2,1,8.176,2.4457
"ROZR",2,1,8.0272,2.5445
"ROZR",2,1,7.9603,2.5611
"ROZR",2,1,8.1776,3.2453
"ROZR",2,1,8.2824,3.5756
"ROZR",2,1,8.3598,3.8607
"ROZR",2,1,8.3816,3.9881
"ROZR",2,1,8.4072,4.1241
"ROZR",2,1,8.6447,5.6509
"ROZR",2,1,8.8219,5.6297
"ROZR",2,1,8.957,5.5425
"ROZR",2,1,8.965,5.5499
"ROZR",2,1,9.0745,5.6531
"ROZR",2,1,9.2687,5.8391
"ROZR",2,1,9.3159,5.8825
"ROZR",2,1,9.4246,5.9868
"ROZR",2,1,9.4329,5.9801
"ROZR",2,1,9.6822,6.216
"ROZR",2,1,9.7363,6.2675
"ROZR",2,1,9.8392,6.3654
"ROZR",2,1,10.0349,6.5482
"ROZR",2,1,10.1305,6.6411
"ROZR",2,1,10.2194,6.7165
"ROZR",2,1,10.2766,6.6705
"ROZR",2,1,10.3328,6.6683
"ROZR",2,1,10.3908,6.6909
"ROZR",2,1,10.453,6.7152
"ROZR",2,1,10.5962,6.7694
"ROZR",2,1,10.6724,6.7947
"ROZR",2,1,10.8118,6.8469
"ROZR",2,1,10.8936,6.8777
"ROZR",2,1,10.8583,6.9597
"ROZR",2,1,10.9017,7.071
"ROZR",2,1,10.9204,7.1331
"ROZR",2,1,10.9411,7.2196
"ROZR",2,1,10.9878,7.422
"ROZR",2,1,11.0133,7.5392
"ROZR",2,1,11.0413,7.7026
