"id","part","x","y","tgt","pop"
38,3,11.94,10.8806,"PEC",308
38,3,11.8098,10.8863,"PEC",308
39,1,11.5253,11.2616,"PEC",0
39,1,11.5245,11.232,"PEC",0
39,1,11.5741,11.2309,"PEC",0
39,1,11.575,11.2603,"PEC",0
39,1,11.5253,11.2616,"PEC",0
40,1,12.43,11.2384,"PEC",23
40,1,12.4277,11.1112,"PEC",23
40,1,12.5307,11.1078,"PEC",23
40,1,12.546,10.962,"PEC",23
40,1,12.6902,10.9551,"PEC",23
40,1,12.6959,11.0574,"PEC",23
40,1,12.7194,11.1102,"PEC",23
40,1,12.7283,11.2288,"PEC",23
