"fips","county","state","pop","white","black","api","aian","twoplus","hispanic"
"28081","Lee County","Mississippi",83012,0.621946,0.312738,0.0112996,0.00227678,0.0149617,0.0367778
"28083","Leflore County","Mississippi",26157,0.206216,0.743281,0.00730206,0.00141454,0.00607868,0.0357075
"28085","Lincoln County","Mississippi",34956,0.668841,0.295572,0.00801007,0.00260327,0.0106992,0.0142751
"28087","Lowndes County","Mississippi",57210,0.494284,0.454886,0.0100157,0.00256948,0.0137913,0.0244538
"28089","Madison County","Mississippi",114247,0.535559,0.377918,0.0344167,0.0014705,0.00985584,0.0407801
"28091","Marion County","Mississippi",24008,0.646368,0.310938,0.00537321,0.0022909,0.0140786,0.0209513
"28093","Marshall County","Mississippi",34374,0.481381,0.4385,0.00445104,0.00331646,0.0138186,0.0585326
"28095","Monroe County","Mississippi",33483,0.662963,0.30299,0.0037631,0.00274766,0.0106024,0.016934
"28097","Montgomery County","Mississippi",9411,0.518861,0.443736,0.00733185,0.00329402,0.0102008,0.0165763
"28099","Neshoba County","Mississippi",28973,0.570497,0.216339,0.00666137,0.163324,0.0219515,0.0212267
"28101","Newton County","Mississippi",21063,0.595452,0.312159,0.00602953,0.0521768,0.0136733,0.0205099
"28103","Noxubee County","Mississippi",9825,0.259644,0.707481,0.003257,0.00254453,0.00712468,0.0199491
"28105","Oktibbeha County","Mississippi",51965,0.54529,0.376157,0.0393534,0.00225152,0.0121813,0.0247667
"28107","Panola County","Mississippi",32764,0.466121,0.494048,0.00235014,0.00293005,0.0123001,0.02225
"28109","Pearl River County","Mississippi",59030,0.804811,0.117923,0.00513298,0.0058106,0.019092,0.0472302
"28111","Perry County","Mississippi",11406,0.7724,0.184727,0.00192881,0.00473435,0.0143784,0.0218306
"28113","Pike County","Mississippi",38980,0.4108,0.551103,0.00651616,0.00387378,0.00956901,0.0181375
"28115","Pontotoc County","Mississippi",32014,0.741988,0.157931,0.00415443,0.00196789,0.0160555,0.0779034
"28117","Prentiss County","Mississippi",25489,0.799482,0.156852,0.0119267,0.00196163,0.0137314,0.0160461
"28119","Quitman County","Mississippi",5542,0.238903,0.730242,0.00342837,0.00306748,0.0178636,0.00649585
"28121","Rankin County","Mississippi",160573,0.703593,0.230014,0.0168584,0.00147596,0.0125301,0.035529
"28123","Scott County","Mississippi",27666,0.459481,0.35278,0.00581942,0.00408444,0.0126148,0.165221
"28125","Sharkey County","Mississippi",3234,0.22851,0.722635,0.0105133,0.000927644,0.0105133,0.0269017
"28127","Simpson County","Mississippi",25597,0.611126,0.348556,0.00625073,0.00218776,0.0136735,0.0182053
"28129","Smith County","Mississippi",14051,0.727564,0.239983,0.00234859,0.00249093,0.00918084,0.0184329
"28131","Stone County","Mississippi",19569,0.759824,0.183709,0.00516122,0.00480352,0.0167101,0.029792
"28133","Sunflower County","Mississippi",23029,0.225021,0.726475,0.00529767,0.00273568,0.00729515,0.0331756
"28135","Tallahatchie County","Mississippi",10921,0.37579,0.575863,0.00695907,0.00173977,0.0119037,0.0277447
"28137","Tate County","Mississippi",28551,0.644076,0.301566,0.0030822,0.00245175,0.0129242,0.0359007
"28139","Tippah County","Mississippi",21423,0.757924,0.162536,0.00378098,0.00270737,0.0150306,0.0580218
"28141","Tishomingo County","Mississippi",18553,0.916456,0.0300221,0.00285668,0.00264108,0.0114267,0.0365979
"28143","Tunica County","Mississippi",9157,0.176914,0.776237,0.00829966,0.00229333,0.0102654,0.025991
"28145","Union County","Mississippi",28363,0.764306,0.156119,0.00969573,0.00193915,0.0175581,0.0503825
"28147","Walthall County","Mississippi",13839,0.529229,0.417516,0.00939374,0.0057085,0.0158248,0.0223282
"28149","Warren County","Mississippi",42105,0.459423,0.495262,0.00900131,0.00273127,0.0104738,0.0231089
"28151","Washington County","Mississippi",41181,0.235691,0.731551,0.00706637,0.00145698,0.00709065,0.0171438
"28153","Wayne County","Mississippi",19749,0.561953,0.400932,0.00319003,0.0022786,0.0120006,0.0196466
"28155","Webster County","Mississippi",10039,0.778663,0.177109,0.00229106,0.00418368,0.0162367,0.0215161
"28157","Wilkinson County","Mississippi",7820,0.288491,0.683248,0.00102302,0.00242967,0.0102302,0.014578
"28159","Winston County","Mississippi",17418,0.491962,0.459812,0.0038466,0.0113676,0.0141233,0.0188885
"28161","Yalobusha County","Mississippi",12458,0.575775,0.382806,0.00296998,0.00296998,0.0162948,0.0191845
"28163","Yazoo County","Mississippi",23024,0.367052,0.584694,0.00577658,0.00230195,0.0109017,0.0292738
"29001","Adair County","Missouri",25660,0.864809,0.0481294,0.0284879,0.00389712,0.0220577,0.0326189
"29003","Andrew County","Missouri",18091,0.93096,0.012603,0.00757283,0.00359295,0.016417,0.0288541
"29005","Atchison County","Missouri",5139,0.946682,0.00661607,0.00486476,0.00291886,0.0120646,0.0268535
"29007","Audrain County","Missouri",24304,0.875206,0.0555876,0.00711817,0.00539006,0.022342,0.0343565
"29009","Barry County","Missouri",35618,0.826717,0.00662586,0.0298725,0.0104161,0.0197653,0.106603
"29011","Barton County","Missouri",11717,0.91235,0.00768115,0.00708372,0.013314,0.0241529,0.0354186
"29013","Bates County","Missouri",16394,0.921984,0.0153105,0.00457484,0.00780773,0.0207393,0.029584
"29015","Benton County","Missouri",20614,0.935675,0.00776172,0.00557873,0.00795576,0.0191132,0.0239158
"29017","Bollinger County","Missouri",10610,0.94656,0.00697455,0.00301602,0.00744581,0.0174364,0.0185674
"29019","Boone County","Missouri",192154,0.756794,0.099795,0.059369,0.00309647,0.0339207,0.0470248
"29021","Buchanan County","Missouri",83574,0.798143,0.0576734,0.0218848,0.00470242,0.0301051,0.0874913
"29023","Butler County","Missouri",41814,0.8677,0.0591907,0.0101162,0.00602669,0.0301813,0.0267853
"29025","Caldwell County","Missouri",9000,0.925444,0.0104444,0.00744444,0.00666667,0.0246667,0.0253333
"29027","Callaway County","Missouri",45126,0.883083,0.0495723,0.00906351,0.00525196,0.0255507,0.0274786
"29029","Camden County","Missouri",44135,0.925093,0.00962955,0.00697859,0.00609494,0.0149541,0.0372493
"29031","Cape Girardeau County","Missouri",83658,0.83766,0.0811996,0.0213488,0.00254608,0.0253652,0.0318798
"29033","Carroll County","Missouri",8414,0.93083,0.0213929,0.00320894,0.00344664,0.014975,0.0261469
"29035","Carter County","Missouri",5359,0.923307,0.00765068,0.00167942,0.0132487,0.0248181,0.0292965
"29037","Cass County","Missouri",113873,0.842386,0.057125,0.0103449,0.00512852,0.0269774,0.0580383
"29039","Cedar County","Missouri",15023,0.928576,0.00885309,0.00605738,0.00905279,0.0215004,0.0259602
"29041","Chariton County","Missouri",7397,0.931729,0.0297418,0.00216304,0.00459646,0.0155468,0.0162228
"29043","Christian County","Missouri",96045,0.907627,0.0113593,0.00991202,0.00598678,0.0230517,0.0420636
"29045","Clark County","Missouri",6623,0.961347,0.0054356,0.00437868,0.00181187,0.0154009,0.0116262
"29047","Clay County","Missouri",263370,0.766192,0.0817975,0.0315412,0.00439686,0.0301097,0.0859627
"29049","Clinton County","Missouri",21721,0.924221,0.0141798,0.00589291,0.00630726,0.0199807,0.0294185
"29051","Cole County","Missouri",77625,0.80344,0.114834,0.0168502,0.00329791,0.0234718,0.0381063
"29053","Cooper County","Missouri",17122,0.88325,0.0547249,0.00846864,0.00543161,0.024413,0.0237122
"29055","Crawford County","Missouri",22808,0.941819,0.0072343,0.0045598,0.00591898,0.0145125,0.0259558
"29057","Dade County","Missouri",7622,0.921674,0.00629756,0.00564156,0.00997114,0.0321438,0.0242718
"29059","Dallas County","Missouri",17877,0.93198,0.00688035,0.00570566,0.00822286,0.0220954,0.0251161
"29061","Daviess County","Missouri",8541,0.951294,0.00608828,0.00386372,0.00480037,0.0149865,0.0189673
"29063","DeKalb County","Missouri",9884,0.908236,0.0357143,0.00677863,0.0057669,0.0183124,0.0251922
"29065","Dent County","Missouri",14721,0.928673,0.00747232,0.00889885,0.0112085,0.0196997,0.0240473
"29067","Douglas County","Missouri",12290,0.922864,0.00829943,0.00471928,0.0098454,0.0271766,0.0270952
"29069","Dunklin County","Missouri",27002,0.774276,0.107436,0.00862899,0.00351826,0.023739,0.0824013
"29071","Franklin County","Missouri",107256,0.938064,0.0101626,0.00677818,0.00331916,0.0161763,0.0254997
"29073","Gasconade County","Missouri",14655,0.95087,0.00771068,0.00525418,0.00436711,0.0142613,0.0175367
"29075","Gentry County","Missouri",6298,0.942045,0.0098444,0.00587488,0.00269927,0.0146078,0.0249285
"29077","Greene County","Missouri",307942,0.847585,0.0355132,0.0255145,0.00573485,0.0311292,0.0545233
"29079","Grundy County","Missouri",9766,0.917981,0.011366,0.0161786,0.00430063,0.0192505,0.0309236
"29081","Harrison County","Missouri",8186,0.936355,0.00513071,0.00598583,0.00354263,0.0166137,0.0323723
"29083","Henry County","Missouri",22575,0.922791,0.0121816,0.00589147,0.00717608,0.0201107,0.0318494
"29085","Hickory County","Missouri",8766,0.933151,0.00821355,0.00422085,0.0101529,0.0220169,0.022245
"29087","Holt County","Missouri",4241,0.938222,0.00660222,0.00330111,0.0134402,0.0150908,0.0233436
"29089","Howard County","Missouri",10150,0.890345,0.0496552,0.00433498,0.00650246,0.0244335,0.0247291
"29091","Howell County","Missouri",40762,0.930156,0.00708994,0.00809578,0.00760512,0.0181051,0.0289485
"29093","Iron County","Missouri",9420,0.926221,0.0159236,0.0044586,0.00870488,0.0192144,0.0254777
"29095","Jackson County","Missouri",727362,0.59759,0.222398,0.0230875,0.0036488,0.0326,0.120676
"29097","Jasper County","Missouri",126479,0.807288,0.0213474,0.0183588,0.0155046,0.0326932,0.104808
"29099","Jefferson County","Missouri",231888,0.926145,0.0142051,0.0103283,0.00258746,0.0185822,0.0281515
"29101","Johnson County","Missouri",55880,0.839925,0.048282,0.0234431,0.00526127,0.0295991,0.0534896
"29103","Knox County","Missouri",3740,0.951337,0.00855615,0.00614973,0.0040107,0.0187166,0.0112299
"29105","Laclede County","Missouri",36738,0.91845,0.0106157,0.00819315,0.00704992,0.0228102,0.0328815
"29107","Lafayette County","Missouri",33511,0.905255,0.0203515,0.00680374,0.00528185,0.0241413,0.0381666
"29109","Lawrence County","Missouri",39151,0.868892,0.00610457,0.00720288,0.00886312,0.0204337,0.0885035
"29111","Lewis County","Missouri",9852,0.913926,0.0356273,0.00801868,0.00507511,0.0173569,0.0199959
"29113","Lincoln County","Missouri",65888,0.9212,0.0199278,0.00564594,0.00315687,0.0191234,0.0309465
"29115","Linn County","Missouri",11910,0.932997,0.0115869,0.00428212,0.00235097,0.0152813,0.0335013
"29117","Livingston County","Missouri",14658,0.914313,0.0307,0.00934643,0.0046391,0.0168509,0.0241506
"29121","Macon County","Missouri",15177,0.926138,0.0231271,0.00830204,0.00270146,0.0195691,0.0201621
"29123","Madison County","Missouri",12852,0.929972,0.0114379,0.00715842,0.00474634,0.0156396,0.0310458
"29125","Maries County","Missouri",8506,0.930402,0.00893487,0.00482013,0.00775923,0.022925,0.0251587
"29127","Marion County","Missouri",28425,0.89358,0.043905,0.00897098,0.00302551,0.0277924,0.0227265
"29119","McDonald County","Missouri",24054,0.734639,0.0112247,0.0657687,0.0243203,0.035836,0.128212
"29129","Mercer County","Missouri",3452,0.911066,0.00521437,0.00955968,0.00637312,0.0173812,0.0504056
"29131","Miller County","Missouri",25668,0.935367,0.00935016,0.00732429,0.00603865,0.0174926,0.0244273
"29133","Mississippi County","Missouri",11750,0.717702,0.228255,0.0027234,0.00374468,0.0228936,0.0246809
"29135","Moniteau County","Missouri",15294,0.889041,0.0245194,0.00431542,0.00405388,0.0171309,0.0609389
"29137","Monroe County","Missouri",8890,0.914623,0.0300337,0.00461192,0.00427447,0.0264342,0.0200225
"29139","Montgomery County","Missouri",11511,0.929719,0.0142472,0.00694987,0.00364868,0.0199809,0.0254539
"29141","Morgan County","Missouri",22399,0.928568,0.00915219,0.00504487,0.00718782,0.0215635,0.0284834
"29143","New Madrid County","Missouri",15212,0.780634,0.169274,0.00447016,0.00302393,0.0214962,0.0211018
"29145","Newton County","Missouri",61519,0.825062,0.0107772,0.0327866,0.0235212,0.0333555,0.0744973
"29147","Nodaway County","Missouri",20503,0.916646,0.0235575,0.0206311,0.00312149,0.0111203,0.0249232
"29149","Oregon County","Missouri",8699,0.927463,0.00574779,0.00724221,0.0141396,0.0256351,0.0197724
"29151","Osage County","Missouri",13478,0.967132,0.00563882,0.00230004,0.00422911,0.00838403,0.0123164
"29153","Ozark County","Missouri",9090,0.933553,0.00462046,0.00341034,0.0110011,0.0206821,0.0267327
"29155","Pemiscot County","Missouri",14407,0.669189,0.252377,0.00430346,0.00444229,0.0335254,0.036163
"29157","Perry County","Missouri",19100,0.935654,0.0073822,0.0145026,0.00366492,0.011623,0.0271728
"29159","Pettis County","Missouri",43791,0.818593,0.0312393,0.0130849,0.00335685,0.0278596,0.105867
"29161","Phelps County","Missouri",45672,0.867359,0.0271063,0.0404624,0.00707217,0.0243913,0.0336092
"29163","Pike County","Missouri",17961,0.886365,0.060687,0.00450977,0.00206002,0.0206559,0.0257224
"29165","Platte County","Missouri",113207,0.771613,0.0872296,0.034936,0.00376302,0.0265266,0.0759317
"29167","Polk County","Missouri",33070,0.918688,0.00895071,0.0103417,0.00719686,0.021016,0.0338071
"29169","Pulaski County","Missouri",53964,0.698095,0.10116,0.0362834,0.00776444,0.0421207,0.114576
"29171","Putnam County","Missouri",4539,0.938092,0.00264375,0.00638907,0.00198282,0.0196078,0.0312844
"29173","Ralls County","Missouri",10499,0.947043,0.01543,0.00476236,0.00276217,0.0168587,0.0131441
"29175","Randolph County","Missouri",24077,0.88271,0.0495494,0.00722681,0.00519168,0.0270383,0.0282843
"29177","Ray County","Missouri",23199,0.926204,0.0125005,0.00500022,0.00607785,0.0193112,0.0309065
"29179","Reynolds County","Missouri",5927,0.922727,0.015016,0.00286823,0.0148473,0.0263202,0.0182217
"29181","Ripley County","Missouri",10715,0.931218,0.0109193,0.00410639,0.0106393,0.0235184,0.0195987
"29195","Saline County","Missouri",23325,0.744909,0.0554341,0.0340407,0.00394427,0.0275241,0.134148
"29197","Schuyler County","Missouri",4069,0.956255,0.00589826,0.00614402,0.00245761,0.0127796,0.016466
"29199","Scotland County","Missouri",4698,0.962963,0.00170285,0.00297999,0.00468284,0.0168157,0.0108557
"29201","Scott County","Missouri",37957,0.818005,0.124746,0.00611218,0.00382011,0.0197592,0.0275575
"29203","Shannon County","Missouri",7275,0.919313,0.00769759,0.00329897,0.012921,0.027079,0.0296907
"29205","Shelby County","Missouri",5926,0.93672,0.016031,0.00303746,0.00269997,0.0183935,0.0231185
"29183","St. Charles County","Missouri",423726,0.828977,0.0635505,0.038532,0.00145849,0.0223824,0.0450999
"29185","St. Clair County","Missouri",9848,0.937957,0.0077173,0.00406174,0.00781885,0.0177701,0.0246751
"29187","St. Francois County","Missouri",67503,0.914315,0.0407686,0.00485904,0.00371835,0.0149771,0.021362
"29510","St. Louis city","Missouri",279695,0.455435,0.419854,0.0402975,0.00183772,0.0259926,0.0565831
"29189","St. Louis County","Missouri",992929,0.62889,0.250284,0.0542969,0.00150565,0.0241256,0.0408982
"29186","Ste. Genevieve County","Missouri",18546,0.940904,0.0181171,0.00905856,0.00318128,0.0123477,0.0163917
"29207","Stoddard County","Missouri",28438,0.938357,0.0138547,0.00425487,0.00393839,0.014558,0.0250369
"29209","Stone County","Missouri",32630,0.928134,0.0068342,0.00619062,0.00806007,0.0180509,0.0327306
"29211","Sullivan County","Missouri",5750,0.760522,0.028,0.00469565,0.00730435,0.0118261,0.187652
"29213","Taney County","Missouri",56744,0.861078,0.0162132,0.0121599,0.00851191,0.0243021,0.0777351
"29215","Texas County","Missouri",25715,0.899864,0.0394711,0.00462765,0.00882753,0.0205717,0.0266381
"29217","Vernon County","Missouri",19787,0.92015,0.0111184,0.00934957,0.00646889,0.0220347,0.0308789
"29219","Warren County","Missouri",38478,0.905998,0.0234939,0.00501585,0.00337855,0.0195696,0.0425438
"29221","Washington County","Missouri",23583,0.934826,0.0273078,0.00407073,0.00470678,0.0152652,0.0138235
"29223","Wayne County","Missouri",10820,0.939002,0.0109982,0.00425139,0.00674677,0.0232902,0.0157116
"29225","Webster County","Missouri",42041,0.928974,0.0117742,0.00430532,0.00744511,0.0208368,0.0266644
"29227","Worth County","Missouri",1872,0.952457,0.0112179,0.00320513,0.0042735,0.0101496,0.0186966
"29229","Wright County","Missouri",19505,0.930633,0.00845937,0.00584466,0.00738272,0.0186106,0.0290695
"30001","Beaverhead County","Montana",10006,0.888867,0.00389766,0.0113932,0.01659,0.0203878,0.0588647
"30003","Big Horn County","Montana",12796,0.268443,0.00531416,0.00781494,0.637856,0.028759,0.0518131
"30005","Blaine County","Montana",6903,0.442706,0.00550485,0.00289729,0.488628,0.031001,0.0292626
"30007","Broadwater County","Montana",8302,0.918935,0.00529993,0.0061431,0.0126476,0.0151771,0.0417972
"30009","Carbon County","Montana",11498,0.920421,0.00826231,0.0076535,0.0126109,0.0176552,0.0333971
"30011","Carter County","Montana",1399,0.941387,0.00285919,0.00214439,0.0100071,0.0300214,0.0135811
"30013","Cascade County","Montana",84523,0.836021,0.0142565,0.012186,0.0431598,0.0372088,0.0571679
"30015","Chouteau County","Montana",5880,0.768197,0.00221088,0.00527211,0.169388,0.022619,0.0323129
"30017","Custer County","Montana",11964,0.899365,0.00827482,0.0068539,0.0255767,0.022902,0.0370277
"30019","Daniels County","Montana",1625,0.901538,0.00307692,0.00369231,0.032,0.0246154,0.0350769
"30021","Dawson County","Montana",8731,0.908372,0.00526858,0.0069866,0.0201581,0.0193563,0.039858
"30023","Deer Lodge County","Montana",9811,0.90266,0.00530017,0.00519825,0.0252777,0.0236469,0.0379166
"30025","Fallon County","Montana",2946,0.931432,0.00543109,0.00916497,0.0139172,0.0173116,0.0227427
"30027","Fergus County","Montana",11862,0.925392,0.00354072,0.00792446,0.0154274,0.0199798,0.0277356
"30029","Flathead County","Montana",114527,0.910868,0.00336165,0.0108097,0.0109581,0.0233133,0.0406891
"30031","Gallatin County","Montana",126984,0.890695,0.00573301,0.0168131,0.00811126,0.0209239,0.0577238
"30033","Garfield County","Montana",1181,0.96359,0.0042337,0.00254022,0.00762066,0.0110076,0.0110076
"30035","Glacier County","Montana",13503,0.296305,0.00325854,0.003851,0.633267,0.0315485,0.0317707
"30037","Golden Valley County","Montana",863,0.887601,0.0115875,0.00926999,0.023175,0.0254925,0.0428737
"30039","Granite County","Montana",3602,0.924764,0.00583009,0.00666297,0.00971682,0.0230428,0.0299833
"30041","Hill County","Montana",16065,0.680237,0.00578898,0.00740741,0.23629,0.0306256,0.0396514
"30043","Jefferson County","Montana",13304,0.908373,0.00571257,0.00721587,0.0166867,0.0280367,0.0339747
"30045","Judith Basin County","Montana",2111,0.935576,0.000947418,0.00568451,0.0104216,0.00852676,0.0388441
"30047","Lake County","Montana",33403,0.664521,0.00443074,0.00898123,0.21031,0.066012,0.0457444
"30049","Lewis and Clark County","Montana",75129,0.901276,0.00476514,0.00931731,0.0175298,0.0242383,0.0428729
"30051","Liberty County","Montana",1934,0.933816,0.00672182,0.00465357,0.0139607,0.0289555,0.0118925
"30053","Lincoln County","Montana",22184,0.918455,0.00437252,0.00554454,0.0129823,0.024973,0.0336729
"30057","Madison County","Montana",9753,0.914385,0.0101507,0.00604942,0.00758741,0.0207116,0.0411156
"30055","McCone County","Montana",1717,0.942924,0.00582411,0.00291206,0.00873617,0.0209668,0.0186372
"30059","Meagher County","Montana",2065,0.93414,0.00677966,0.00823245,0.0106538,0.0174334,0.0227603
"30061","Mineral County","Montana",5195,0.889124,0.00558229,0.00943215,0.0234841,0.0306064,0.0417709
"30063","Missoula County","Montana",122546,0.871901,0.0050022,0.0180259,0.0227098,0.03087,0.0514909
"30065","Musselshell County","Montana",5452,0.889765,0.0106383,0.013573,0.0168745,0.023661,0.0454879
"30067","Park County","Montana",18074,0.917782,0.00542215,0.00580945,0.0114529,0.0184796,0.0410534
"30069","Petroleum County","Montana",525,0.940952,0.00190476,0,0.0209524,0.0152381,0.0209524
"30071","Phillips County","Montana",4214,0.816089,0.00213574,0.00403417,0.0994305,0.0415282,0.0367822
"30073","Pondera County","Montana",6078,0.79434,0.00575847,0.005923,0.140178,0.0230339,0.0307667
"30075","Powder River County","Montana",1734,0.917532,0.0017301,0.0011534,0.0236448,0.027105,0.0288351
"30077","Powell County","Montana",7120,0.872051,0.0117978,0.00533708,0.0566011,0.0192416,0.0349719
"30079","Prairie County","Montana",1112,0.893885,0.00359712,0.00629496,0.0116906,0.0431655,0.0413669
"30081","Ravalli County","Montana",48187,0.912653,0.00404673,0.00892357,0.00996119,0.0209393,0.0434765
"30083","Richland County","Montana",11028,0.884113,0.00580341,0.00453391,0.0223975,0.0252086,0.0579434
"30085","Roosevelt County","Montana",10197,0.323232,0.00480533,0.00813965,0.595371,0.0361871,0.0322644
"30087","Rosebud County","Montana",8194,0.54845,0.00427142,0.0152551,0.356969,0.030022,0.045033
"30089","Sanders County","Montana",13895,0.892911,0.00316661,0.00640518,0.0324577,0.0276358,0.0374235
"30091","Sheridan County","Montana",3448,0.895882,0.00348028,0.00899072,0.0234919,0.0263921,0.0417633
"30093","Silver Bow County","Montana",36134,0.897825,0.00572868,0.0089943,0.0177395,0.0226103,0.0471025
"30095","Stillwater County","Montana",9450,0.918942,0.00253968,0.00656085,0.0131217,0.0210582,0.0377778
"30097","Sweet Grass County","Montana",3757,0.920681,0.00372638,0.00825126,0.0117115,0.0223583,0.0332712
"30099","Teton County","Montana",6444,0.916977,0.00356921,0.0111732,0.0204842,0.02545,0.0223464
"30101","Toole County","Montana",5153,0.834659,0.0174656,0.0120318,0.0562779,0.0302736,0.0492917
"30103","Treasure County","Montana",739,0.883627,0,0.0108254,0.0284168,0.0284168,0.0487145
"30105","Valley County","Montana",7434,0.844095,0.00578423,0.00928168,0.0858219,0.027576,0.0274415
"30107","Wheatland County","Montana",2058,0.90379,0.00340136,0.00631681,0.0140914,0.0291545,0.0432459
"30109","Wibaux County","Montana",911,0.878156,0.00439078,0.0120746,0.0175631,0.0285401,0.0592755
"30111","Yellowstone County","Montana",171583,0.843038,0.00600875,0.00830502,0.0422827,0.0298981,0.0704674
"31001","Adams County","Nebraska",31196,0.823247,0.0116041,0.0131107,0.0053212,0.0131107,0.133607
"31003","Antelope County","Nebraska",6358,0.933941,0.00361749,0.00424662,0.00377477,0.0106952,0.0437244
"31005","Arthur County","Nebraska",423,0.971631,0,0.00236407,0.00945626,0.00945626,0.0070922
"31007","Banner County","Nebraska",665,0.858647,0.0210526,0.00451128,0.00601504,0.00601504,0.103759
"31009","Blaine County","Nebraska",454,0.92511,0.00881057,0,0.00440529,0.0264317,0.0352423
"31011","Boone County","Nebraska",5354,0.930146,0.00504296,0.0039223,0.00261487,0.00840493,0.0498693
"31013","Box Butte County","Nebraska",10703,0.777726,0.0262543,0.00663365,0.030085,0.0235448,0.135756
"31015","Boyd County","Nebraska",1700,0.928824,0.00117647,0.0152941,0.02,0.00647059,0.0282353
"31017","Brown County","Nebraska",2877,0.878693,0.0045186,0.00382343,0.0152937,0.0205075,0.0771637
"31019","Buffalo County","Nebraska",51156,0.842071,0.0103214,0.0166354,0.00432012,0.0146415,0.11201
"31021","Burt County","Nebraska",6727,0.909469,0.00847332,0.00594619,0.0209603,0.0179872,0.0371637
"31023","Butler County","Nebraska",8439,0.904847,0.00900581,0.00367342,0.00639886,0.0116128,0.0644626
"31025","Cass County","Nebraska",27492,0.917103,0.00883893,0.00785683,0.00454678,0.0176415,0.0440128
"31027","Cedar County","Nebraska",8262,0.945171,0.00447833,0.00314694,0.00532559,0.0131929,0.0286855
"31029","Chase County","Nebraska",3764,0.802869,0.00690755,0.0236451,0.00132837,0.00717322,0.158077
"31031","Cherry County","Nebraska",5558,0.834293,0.00503778,0.00647715,0.0629723,0.0419216,0.0492983
"31033","Cheyenne County","Nebraska",9602,0.862424,0.00781087,0.0137471,0.00749844,0.014372,0.0941471
"31035","Clay County","Nebraska",6103,0.864657,0.00950352,0.00245781,0.00475176,0.012289,0.106341
"31037","Colfax County","Nebraska",10826,0.434048,0.0624423,0.00886754,0.00498799,0.0068354,0.482819
"31039","Cuming County","Nebraska",8952,0.849866,0.00446828,0.00580876,0.00402145,0.0081546,0.127681
"31041","Custer County","Nebraska",10487,0.925145,0.00858205,0.00381425,0.00629351,0.0126824,0.0434824
"31043","Dakota County","Nebraska",21335,0.405062,0.0872744,0.0382939,0.0241387,0.0187017,0.426529
"31045","Dawes County","Nebraska",8003,0.854679,0.0173685,0.0139948,0.0341122,0.0223666,0.0574784
"31047","Dawson County","Nebraska",24554,0.510915,0.0649589,0.0153946,0.00354321,0.00895984,0.396229
"31049","Deuel County","Nebraska",1892,0.881607,0.00264271,0.00475687,0.0089852,0.0116279,0.0903805
"31051","Dixon County","Nebraska",5526,0.797865,0.00651466,0.0028954,0.00579081,0.0117626,0.175172
"31053","Dodge County","Nebraska",37884,0.765152,0.0100834,0.00694224,0.00498891,0.0137789,0.199055
"31055","Douglas County","Nebraska",601158,0.654301,0.11128,0.0493814,0.00441814,0.0275518,0.153068
"31057","Dundy County","Nebraska",1581,0.87919,0.00822264,0.00253004,0.0113852,0.0227704,0.0759013
"31059","Fillmore County","Nebraska",5512,0.928882,0.00580552,0.00634978,0.00598694,0.0117925,0.0411829
"31061","Franklin County","Nebraska",2817,0.932197,0.00532481,0.00141995,0.00390486,0.0152645,0.0418885
"31063","Frontier County","Nebraska",2536,0.931782,0.00630915,0.00394322,0.00591483,0.0153785,0.0366719
"31065","Furnas County","Nebraska",4468,0.920994,0.00626679,0.00380483,0.00671441,0.0114145,0.0508057
"31067","Gage County","Nebraska",21687,0.924517,0.00737769,0.0065477,0.00613271,0.0151704,0.0402545
"31069","Garden County","Nebraska",1804,0.905765,0.00443459,0.000554324,0.00997783,0.0155211,0.0637472
"31071","Garfield County","Nebraska",1707,0.969537,0.00292912,0.00117165,0.000585823,0.00937317,0.016403
"31073","Gosper County","Nebraska",1808,0.891593,0.011615,0.00331858,0.00663717,0.0149336,0.0719027
"31075","Grant County","Nebraska",573,0.958115,0.0017452,0.0017452,0.0017452,0.0157068,0.0209424
"31077","Greeley County","Nebraska",2197,0.949477,0.00682749,0.00227583,0.00182066,0.00682749,0.032772
"31079","Hall County","Nebraska",62869,0.593361,0.0323212,0.0127567,0.00423102,0.010498,0.346832
"31081","Hamilton County","Nebraska",9564,0.921999,0.00418235,0.00334588,0.00313676,0.0156838,0.051652
"31083","Harlan County","Nebraska",3018,0.935056,0.00563287,0.00563287,0.00596421,0.0135852,0.0341286
"31085","Hayes County","Nebraska",846,0.84279,0.0130024,0.00591017,0.00472813,0.0177305,0.115839
"31087","Hitchcock County","Nebraska",2460,0.918699,0.00487805,0.00325203,0.00934959,0.0142276,0.0495935
"31089","Holt County","Nebraska",10120,0.912055,0.00583004,0.00711462,0.00375494,0.00938735,0.0618577
"31091","Hooker County","Nebraska",698,0.938395,0,0.00286533,0.00573066,0.0100287,0.0429799
"31093","Howard County","Nebraska",6572,0.935484,0.00669507,0.00654291,0.0034997,0.0108034,0.036975
"31095","Jefferson County","Nebraska",7136,0.896861,0.00616592,0.00462444,0.00700673,0.0141536,0.0711883
"31097","Johnson County","Nebraska",5219,0.767005,0.0720445,0.0124545,0.0132209,0.0139874,0.121288
"31099","Kearney County","Nebraska",6749,0.906505,0.00429693,0.00355608,0.0029634,0.0084457,0.0742332
"31101","Keith County","Nebraska",8148,0.870398,0.00895925,0.00871379,0.00368189,0.018164,0.0900835
"31103","Keya Paha County","Nebraska",819,0.958486,0,0.003663,0.00732601,0.003663,0.026862
"31105","Kimball County","Nebraska",3305,0.822088,0.0187595,0.014826,0.0142209,0.0305598,0.0995461
