"name","year","female","male"
"AARON",1901,0,80
"AARON",1902,0,78
"AARON",1903,0,93
"AARON",1904,0,117
"AARON",1905,0,96
"AARON",1906,0,96
"AARON",1907,0,130
"AARON",1908,0,114
"AARON",1909,0,142
"AARON",1910,0,145
"AARON",1911,0,187
"AARON",1912,0,303
"AARON",1913,0,417
"AARON",1914,5,485
"AARON",1915,0,553
"AARON",1916,5,583
"AARON",1917,5,596
"AARON",1918,7,656
"AARON",1919,0,645
"AARON",1920,0,668
"AARON",1921,0,697
"AARON",1922,6,699
"AARON",1923,8,618
"AARON",1924,0,682
"AARON",1925,11,644
"AARON",1926,8,593
"AARON",1927,6,546
"AARON",1928,0,561
"AARON",1929,6,469
"AARON",1930,6,499
"AARON",1931,9,457
"AARON",1932,0,514
"AARON",1933,0,464
"AARON",1934,0,477
"AARON",1935,5,460
"AARON",1936,0,443
"AARON",1937,5,465
"AARON",1938,5,477
"AARON",1939,0,471
"AARON",1940,0,514
"AARON",1941,0,562
"AARON",1942,6,569
"AARON",1943,8,551
"AARON",1944,7,506
"AARON",1945,0,484
"AARON",1946,0,578
"AARON",1947,8,681
"AARON",1948,8,701
"AARON",1949,7,794
"AARON",1950,7,798
"AARON",1951,11,864
"AARON",1952,6,939
"AARON",1953,8,901
"AARON",1954,7,972
"AARON",1955,11,1099
"AARON",1956,14,1277
"AARON",1957,11,1349
"AARON",1958,0,1402
"AARON",1959,13,1540
"AARON",1960,20,1768
"AARON",1961,10,1890
"AARON",1962,12,2008
"AARON",1963,12,2079
"AARON",1964,29,2381
"AARON",1965,28,2411
"AARON",1966,19,2599
"AARON",1967,19,2910
"AARON",1968,23,3428
"AARON",1969,43,4596
"AARON",1970,70,6584
"AARON",1971,68,8403
"AARON",1972,60,7863
"AARON",1973,74,9232
"AARON",1974,89,10507
"AARON",1975,122,10548
"AARON",1976,154,11344
"AARON",1977,146,11631
"AARON",1978,155,12299
"AARON",1979,144,13076
"AARON",1980,173,13166
"AARON",1981,153,14694
"AARON",1982,152,14406
"AARON",1983,172,14460
"AARON",1984,135,13401
"AARON",1985,139,13137
"AARON",1986,134,12692
"AARON",1987,143,12685
"AARON",1988,131,14408
"AARON",1989,99,15308
"AARON",1990,84,14557
"AARON",1991,102,14242
"AARON",1992,91,14512
"AARON",1993,108,13837
"AARON",1994,105,14385
"AARON",1995,85,13291
"AARON",1996,80,11971
"AARON",1997,68,11170
"AARON",1998,59,10552
"AARON",1999,50,9860
"AARON",2000,35,9561
"AARON",2001,37,9552
"AARON",2002,42,9008
"AARON",2003,38,8874
"AARON",2004,57,8400
"AARON",2005,25,7811
"AARON",2006,24,8310
"AARON",2007,23,8948
"AARON",2008,29,8545
"AARON",2009,32,7983
"AARON",2010,23,7470
"AARON",2011,21,7624
"AARON",2012,21,7545
"AARON",2013,11,7319
"AARON",2014,24,7412
"AARON",2015,20,7177
"AARON",2016,23,7178
"AARON",2017,20,7219
"AARON",2018,15,5996
"AARON",2019,20,5548
"AARON",2020,9,5100
"AARON",2021,16,4856
"AARON",2022,11,4527
"AARON",2023,6,4577
"AARON",2024,7,4245
"AARON",2025,17,4041
"ABBY",1880,6,0
"ABBY",1881,7,0
"ABBY",1882,11,0
"ABBY",1884,6,0
"ABBY",1885,5,0
"ABBY",1886,7,0
"ABBY",1887,5,0
"ABBY",1888,9,0
"ABBY",1889,8,0
"ABBY",1890,6,0
"ABBY",1891,12,0
"ABBY",1892,6,0
"ABBY",1893,10,0
"ABBY",1894,5,0
"ABBY",1896,6,0
"ABBY",1897,6,0
"ABBY",1898,6,0
"ABBY",1900,7,0
"ABBY",1901,6,0
"ABBY",1902,7,0
"ABBY",1903,10,0
"ABBY",1906,6,0
"ABBY",1907,5,0
"ABBY",1909,8,0
"ABBY",1910,6,0
"ABBY",1911,13,0
"ABBY",1912,8,0
"ABBY",1913,11,0
"ABBY",1914,11,0
"ABBY",1915,11,0
"ABBY",1916,16,0
"ABBY",1917,11,0
"ABBY",1918,6,0
"ABBY",1919,17,0
"ABBY",1920,15,0
"ABBY",1921,11,0
"ABBY",1922,13,0
"ABBY",1923,15,0
"ABBY",1924,15,5
"ABBY",1925,26,0
"ABBY",1926,24,5
"ABBY",1927,18,0
"ABBY",1928,29,0
"ABBY",1929,11,0
"ABBY",1930,16,0
"ABBY",1931,19,0
"ABBY",1932,21,0
"ABBY",1933,15,0
"ABBY",1934,15,0
"ABBY",1935,26,0
"ABBY",1936,18,0
"ABBY",1937,25,0
"ABBY",1938,21,0
"ABBY",1939,24,0
"ABBY",1940,37,0
"ABBY",1941,32,0
"ABBY",1942,46,5
"ABBY",1943,52,0
"ABBY",1944,32,0
"ABBY",1945,34,0
"ABBY",1946,42,5
"ABBY",1947,46,8
"ABBY",1948,65,0
"ABBY",1949,58,0
"ABBY",1950,68,5
"ABBY",1951,82,0
"ABBY",1952,95,0
"ABBY",1953,85,5
"ABBY",1954,108,0
"ABBY",1955,108,0
"ABBY",1956,117,0
"ABBY",1957,169,0
"ABBY",1958,154,0
"ABBY",1959,176,0
"ABBY",1960,241,6
"ABBY",1961,236,0
"ABBY",1962,286,0
"ABBY",1963,236,0
"ABBY",1964,217,0
"ABBY",1965,222,0
"ABBY",1966,187,0
"ABBY",1967,161,0
"ABBY",1968,134,0
"ABBY",1969,148,0
"ABBY",1970,171,0
"ABBY",1971,204,0
"ABBY",1972,167,0
"ABBY",1973,191,0
"ABBY",1974,220,0
"ABBY",1975,240,0
"ABBY",1976,256,0
"ABBY",1977,279,5
"ABBY",1978,619,5
"ABBY",1979,791,0
"ABBY",1980,930,5
"ABBY",1981,1211,6
"ABBY",1982,1299,6
"ABBY",1983,1310,5
"ABBY",1984,1263,0
"ABBY",1985,1207,7
"ABBY",1986,1120,5
"ABBY",1987,1052,8
"ABBY",1988,1222,8
"ABBY",1989,1274,7
"ABBY",1990,1293,0
"ABBY",1991,1174,0
"ABBY",1992,1081,0
"ABBY",1993,1176,0
"ABBY",1994,1372,0
"ABBY",1995,1378,5
"ABBY",1996,1419,7
"ABBY",1997,1565,0
"ABBY",1998,1608,6
"ABBY",1999,1810,8
"ABBY",2000,1566,0
"ABBY",2001,1986,0
"ABBY",2002,1961,0
"ABBY",2003,2048,0
"ABBY",2004,2024,20
"ABBY",2005,1754,0
"ABBY",2006,1686,6
"ABBY",2007,1579,8
"ABBY",2008,1332,5
"ABBY",2009,1281,5
"ABBY",2010,1149,0
"ABBY",2011,1065,0
"ABBY",2012,1038,0
"ABBY",2013,907,0
"ABBY",2014,843,0
"ABBY",2015,728,0
"ABBY",2016,727,0
"ABBY",2017,703,0
"ABBY",2018,658,0
"ABBY",2019,624,0
"ABBY",2020,597,0
"ABBY",2021,524,0
"ABBY",2022,510,0
"ABBY",2023,475,0
"ABBY",2024,478,0
"ABBY",2025,379,0
"ABEL",1880,0,9
"ABEL",1881,0,12
"ABEL",1882,0,10
"ABEL",1883,0,12
"ABEL",1884,0,14
"ABEL",1885,0,6
"ABEL",1886,0,16
"ABEL",1887,0,11
"ABEL",1888,0,8
"ABEL",1889,0,9
"ABEL",1890,0,14
"ABEL",1891,0,10
"ABEL",1892,0,8
"ABEL",1893,0,13
"ABEL",1894,0,15
"ABEL",1895,0,6
"ABEL",1896,0,15
"ABEL",1897,0,12
"ABEL",1898,0,10
"ABEL",1899,0,15
"ABEL",1900,0,15
"ABEL",1901,0,13
"ABEL",1902,0,11
"ABEL",1903,0,14
"ABEL",1904,0,10
"ABEL",1905,0,6
"ABEL",1906,0,11
"ABEL",1907,0,10
"ABEL",1908,0,15
"ABEL",1909,0,16
"ABEL",1910,0,11
"ABEL",1911,0,30
"ABEL",1912,0,40
"ABEL",1913,0,48
"ABEL",1914,0,51
"ABEL",1915,0,64
"ABEL",1916,0,62
"ABEL",1917,0,86
"ABEL",1918,0,76
"ABEL",1919,0,91
"ABEL",1920,0,79
"ABEL",1921,0,84
"ABEL",1922,0,91
"ABEL",1923,0,73
"ABEL",1924,0,110
"ABEL",1925,0,83
"ABEL",1926,0,101
"ABEL",1927,0,79
"ABEL",1928,0,85
"ABEL",1929,0,96
"ABEL",1930,0,122
"ABEL",1931,0,93
"ABEL",1932,0,95
"ABEL",1933,0,96
"ABEL",1934,0,93
"ABEL",1935,0,92
"ABEL",1936,0,75
"ABEL",1937,0,91
"ABEL",1938,0,87
"ABEL",1939,0,95
"ABEL",1940,0,101
"ABEL",1941,0,121
"ABEL",1942,0,105
"ABEL",1943,0,92
"ABEL",1944,0,118
"ABEL",1945,0,113
"ABEL",1946,0,117
"ABEL",1947,0,146
"ABEL",1948,0,151
"ABEL",1949,0,161
"ABEL",1950,0,170
"ABEL",1951,0,183
"ABEL",1952,0,162
"ABEL",1953,0,217
"ABEL",1954,0,223
"ABEL",1955,0,215
"ABEL",1956,0,215
"ABEL",1957,0,236
"ABEL",1958,0,241
"ABEL",1959,0,226
"ABEL",1960,0,247
"ABEL",1961,0,281
"ABEL",1962,0,258
"ABEL",1963,0,272
"ABEL",1964,0,273
"ABEL",1965,0,283
"ABEL",1966,0,256
"ABEL",1967,0,251
"ABEL",1968,0,267
"ABEL",1969,0,277
"ABEL",1970,0,283
"ABEL",1971,0,310
"ABEL",1972,0,321
"ABEL",1973,0,361
"ABEL",1974,0,330
"ABEL",1975,5,382
"ABEL",1976,0,395
"ABEL",1977,0,347
"ABEL",1978,0,371
"ABEL",1979,6,428
"ABEL",1980,5,474
"ABEL",1981,6,479
"ABEL",1982,0,468
"ABEL",1983,9,426
"ABEL",1984,0,426
"ABEL",1985,0,462
"ABEL",1986,5,482
"ABEL",1987,5,458
"ABEL",1988,5,514
"ABEL",1989,8,541
"ABEL",1990,7,606
"ABEL",1991,0,623
"ABEL",1992,0,631
"ABEL",1993,5,620
"ABEL",1994,0,584
"ABEL",1995,0,717
"ABEL",1996,0,606
"ABEL",1997,0,718
"ABEL",1998,0,668
"ABEL",1999,0,711
"ABEL",2000,0,763
"ABEL",2001,0,733
"ABEL",2002,0,775
"ABEL",2003,5,755
"ABEL",2004,6,791
"ABEL",2005,0,855
"ABEL",2006,0,924
"ABEL",2007,0,940
"ABEL",2008,0,864
"ABEL",2009,5,964
"ABEL",2010,0,1128
"ABEL",2011,8,1508
"ABEL",2012,0,1952
"ABEL",2013,7,2238
"ABEL",2014,0,2573
"ABEL",2015,10,3245
"ABEL",2016,6,3045
"ABEL",2017,0,2714
"ABEL",2018,11,2682
"ABEL",2019,0,2469
"ABEL",2020,0,2131
"ABEL",2021,12,1956
"ABEL",2022,7,1769
"ABEL",2023,5,1658
"ABEL",2024,8,1635
"ABEL",2025,5,1525
"ABIGAIL",1880,12,0
"ABIGAIL",1881,8,0
"ABIGAIL",1882,14,0
"ABIGAIL",1883,11,0
"ABIGAIL",1884,13,0
"ABIGAIL",1885,9,0
"ABIGAIL",1886,15,0
"ABIGAIL",1887,13,0
"ABIGAIL",1888,18,0
"ABIGAIL",1889,20,0
"ABIGAIL",1890,9,0
"ABIGAIL",1891,11,0
"ABIGAIL",1892,11,0
"ABIGAIL",1893,21,0
"ABIGAIL",1894,13,0
"ABIGAIL",1895,15,0
"ABIGAIL",1896,15,0
"ABIGAIL",1897,15,0
"ABIGAIL",1898,11,0
"ABIGAIL",1899,7,0
"ABIGAIL",1900,14,0
"ABIGAIL",1901,13,0
"ABIGAIL",1902,18,0
"ABIGAIL",1903,20,0
"ABIGAIL",1904,8,0
"ABIGAIL",1905,11,0
"ABIGAIL",1906,15,0
"ABIGAIL",1907,12,0
"ABIGAIL",1908,13,0
"ABIGAIL",1909,12,0
"ABIGAIL",1910,16,0
"ABIGAIL",1911,18,0
"ABIGAIL",1912,24,0
"ABIGAIL",1913,14,0
"ABIGAIL",1914,25,0
"ABIGAIL",1915,38,0
"ABIGAIL",1916,37,0
"ABIGAIL",1917,41,0
"ABIGAIL",1918,26,0
"ABIGAIL",1919,31,0
"ABIGAIL",1920,33,0
"ABIGAIL",1921,24,0
"ABIGAIL",1922,29,0
"ABIGAIL",1923,32,0
"ABIGAIL",1924,31,0
"ABIGAIL",1925,37,0
"ABIGAIL",1926,30,0
"ABIGAIL",1927,33,0
"ABIGAIL",1928,40,0
"ABIGAIL",1929,33,0
"ABIGAIL",1930,25,0
"ABIGAIL",1931,27,0
"ABIGAIL",1932,30,0
"ABIGAIL",1933,32,0
"ABIGAIL",1934,30,0
"ABIGAIL",1935,37,0
"ABIGAIL",1936,36,0
"ABIGAIL",1937,45,0
"ABIGAIL",1938,50,0
"ABIGAIL",1939,53,0
"ABIGAIL",1940,48,0
"ABIGAIL",1941,40,0
"ABIGAIL",1942,48,0
"ABIGAIL",1943,63,0
"ABIGAIL",1944,56,0
"ABIGAIL",1945,53,0
"ABIGAIL",1946,76,0
"ABIGAIL",1947,78,0
"ABIGAIL",1948,72,0
"ABIGAIL",1949,113,0
"ABIGAIL",1950,112,0
"ABIGAIL",1951,137,0
"ABIGAIL",1952,151,0
"ABIGAIL",1953,169,0
"ABIGAIL",1954,147,0
"ABIGAIL",1955,180,0
"ABIGAIL",1956,190,0
"ABIGAIL",1957,187,0
"ABIGAIL",1958,192,0
"ABIGAIL",1959,206,0
"ABIGAIL",1960,228,0
"ABIGAIL",1961,232,0
"ABIGAIL",1962,264,0
"ABIGAIL",1963,255,0
"ABIGAIL",1964,244,0
"ABIGAIL",1965,209,0
"ABIGAIL",1966,191,0
"ABIGAIL",1967,244,0
"ABIGAIL",1968,263,0
"ABIGAIL",1969,281,0
"ABIGAIL",1970,362,0
"ABIGAIL",1971,392,0
"ABIGAIL",1972,393,0
"ABIGAIL",1973,479,0
"ABIGAIL",1974,606,0
"ABIGAIL",1975,615,0
"ABIGAIL",1976,827,6
"ABIGAIL",1977,794,0
"ABIGAIL",1978,1010,0
"ABIGAIL",1979,1226,0
"ABIGAIL",1980,1577,11
"ABIGAIL",1981,1816,7
"ABIGAIL",1982,1886,8
"ABIGAIL",1983,1909,12
"ABIGAIL",1984,1844,7
"ABIGAIL",1985,1848,12
"ABIGAIL",1986,1996,15
"ABIGAIL",1987,2001,13
"ABIGAIL",1988,2376,10
"ABIGAIL",1989,3405,22
"ABIGAIL",1990,3719,20
"ABIGAIL",1991,3799,13
"ABIGAIL",1992,3988,16
"ABIGAIL",1993,5185,12
"ABIGAIL",1994,7243,12
"ABIGAIL",1995,7825,12
"ABIGAIL",1996,8604,17
"ABIGAIL",1997,9630,6
"ABIGAIL",1998,11100,22
"ABIGAIL",1999,11686,17
"ABIGAIL",2000,13094,16
"ABIGAIL",2001,14807,19
"ABIGAIL",2002,15303,20
"ABIGAIL",2003,15932,23
"ABIGAIL",2004,15436,89
"ABIGAIL",2005,15756,13
"ABIGAIL",2006,15633,16
"ABIGAIL",2007,15476,27
"ABIGAIL",2008,15088,20
"ABIGAIL",2009,14401,16
"ABIGAIL",2010,14257,9
"ABIGAIL",2011,13266,21
"ABIGAIL",2012,12730,13
"ABIGAIL",2013,12429,16
"ABIGAIL",2014,12114,13
"ABIGAIL",2015,12422,10
"ABIGAIL",2016,11796,10
"ABIGAIL",2017,10645,6
"ABIGAIL",2018,9879,13
"ABIGAIL",2019,9196,11
"ABIGAIL",2020,7917,0
"ABIGAIL",2021,6993,6
"ABIGAIL",2022,6306,6
"ABIGAIL",2023,5687,9
"ABIGAIL",2024,5535,0
"ABIGAIL",2025,4941,0
"ABRAHAM",1880,0,81
"ABRAHAM",1881,0,86
"ABRAHAM",1882,0,91
"ABRAHAM",1883,0,52
"ABRAHAM",1884,0,67
"ABRAHAM",1885,0,86
"ABRAHAM",1886,0,77
"ABRAHAM",1887,0,75
"ABRAHAM",1888,0,78
"ABRAHAM",1889,0,83
"ABRAHAM",1890,0,70
"ABRAHAM",1891,0,62
"ABRAHAM",1892,0,99
"ABRAHAM",1893,0,103
"ABRAHAM",1894,0,73
"ABRAHAM",1895,0,94
"ABRAHAM",1896,0,109
"ABRAHAM",1897,0,62
"ABRAHAM",1898,0,92
"ABRAHAM",1899,0,85
"ABRAHAM",1900,0,100
"ABRAHAM",1901,0,62
"ABRAHAM",1902,0,82
"ABRAHAM",1903,0,95
"ABRAHAM",1904,0,111
"ABRAHAM",1905,0,112
"ABRAHAM",1906,0,122
"ABRAHAM",1907,0,148
"ABRAHAM",1908,0,150
"ABRAHAM",1909,0,163
"ABRAHAM",1910,0,191
"ABRAHAM",1911,0,292
"ABRAHAM",1912,0,533
"ABRAHAM",1913,0,551
"ABRAHAM",1914,0,700
"ABRAHAM",1915,0,790
"ABRAHAM",1916,0,753
"ABRAHAM",1917,0,731
"ABRAHAM",1918,0,757
"ABRAHAM",1919,0,742
"ABRAHAM",1920,0,656
"ABRAHAM",1921,0,683
"ABRAHAM",1922,0,599
"ABRAHAM",1923,0,556
"ABRAHAM",1924,0,554
"ABRAHAM",1925,0,489
"ABRAHAM",1926,0,427
"ABRAHAM",1927,0,406
"ABRAHAM",1928,0,401
"ABRAHAM",1929,0,343
"ABRAHAM",1930,0,345
"ABRAHAM",1931,0,292
"ABRAHAM",1932,0,275
"ABRAHAM",1933,0,246
"ABRAHAM",1934,0,243
"ABRAHAM",1935,0,259
"ABRAHAM",1936,0,214
"ABRAHAM",1937,0,217
"ABRAHAM",1938,0,212
"ABRAHAM",1939,0,197
"ABRAHAM",1940,0,219
"ABRAHAM",1941,0,194
"ABRAHAM",1942,0,234
"ABRAHAM",1943,0,199
"ABRAHAM",1944,0,194
"ABRAHAM",1945,0,205
"ABRAHAM",1946,0,210
"ABRAHAM",1947,0,242
"ABRAHAM",1948,0,251
"ABRAHAM",1949,0,287
"ABRAHAM",1950,0,300
"ABRAHAM",1951,0,285
"ABRAHAM",1952,0,254
"ABRAHAM",1953,0,315
"ABRAHAM",1954,0,304
"ABRAHAM",1955,0,285
"ABRAHAM",1956,0,308
"ABRAHAM",1957,0,274
"ABRAHAM",1958,0,283
"ABRAHAM",1959,0,310
"ABRAHAM",1960,0,294
"ABRAHAM",1961,0,278
"ABRAHAM",1962,0,278
"ABRAHAM",1963,0,275
"ABRAHAM",1964,0,272
"ABRAHAM",1965,0,275
"ABRAHAM",1966,0,253
"ABRAHAM",1967,0,227
"ABRAHAM",1968,0,257
"ABRAHAM",1969,0,302
"ABRAHAM",1970,0,353
"ABRAHAM",1971,5,364
"ABRAHAM",1972,0,388
"ABRAHAM",1973,0,403
"ABRAHAM",1974,6,456
"ABRAHAM",1975,5,501
"ABRAHAM",1976,0,571
"ABRAHAM",1977,0,677
"ABRAHAM",1978,10,689
"ABRAHAM",1979,8,736
"ABRAHAM",1980,0,779
"ABRAHAM",1981,0,813
"ABRAHAM",1982,10,837
"ABRAHAM",1983,9,773
"ABRAHAM",1984,10,851
"ABRAHAM",1985,8,849
"ABRAHAM",1986,8,910
"ABRAHAM",1987,10,906
"ABRAHAM",1988,0,974
"ABRAHAM",1989,7,999
"ABRAHAM",1990,5,1135
"ABRAHAM",1991,5,1162
"ABRAHAM",1992,0,1143
"ABRAHAM",1993,7,1170
"ABRAHAM",1994,9,1225
"ABRAHAM",1995,0,1288
"ABRAHAM",1996,0,1336
"ABRAHAM",1997,0,1428
"ABRAHAM",1998,5,1543
"ABRAHAM",1999,8,1591
"ABRAHAM",2000,8,1686
"ABRAHAM",2001,5,1821
"ABRAHAM",2002,0,1801
"ABRAHAM",2003,6,1897
"ABRAHAM",2004,7,1988
"ABRAHAM",2005,5,2048
"ABRAHAM",2006,0,2209
"ABRAHAM",2007,0,2145
"ABRAHAM",2008,5,2149
"ABRAHAM",2009,5,2110
"ABRAHAM",2010,0,1925
"ABRAHAM",2011,0,1938
"ABRAHAM",2012,5,1954
"ABRAHAM",2013,6,2217
"ABRAHAM",2014,10,2382
"ABRAHAM",2015,6,2454
"ABRAHAM",2016,0,2584
"ABRAHAM",2017,5,2328
"ABRAHAM",2018,0,2373
"ABRAHAM",2019,0,2065
"ABRAHAM",2020,0,1900
"ABRAHAM",2021,0,1916
"ABRAHAM",2022,0,1843
"ABRAHAM",2023,0,1695
"ABRAHAM",2024,0,1737
"ABRAHAM",2025,0,1664
"ADAM",1880,0,104
"ADAM",1881,0,116
"ADAM",1882,0,114
"ADAM",1883,0,107
"ADAM",1884,0,83
"ADAM",1885,0,96
"ADAM",1886,0,103
"ADAM",1887,0,84
"ADAM",1888,0,120
"ADAM",1889,0,93
"ADAM",1890,0,74
"ADAM",1891,0,87
"ADAM",1892,0,106
"ADAM",1893,0,87
"ADAM",1894,0,86
"ADAM",1895,0,78
"ADAM",1896,0,96
"ADAM",1897,0,88
"ADAM",1898,0,87
"ADAM",1899,0,74
"ADAM",1900,0,111
"ADAM",1901,0,71
"ADAM",1902,0,99
"ADAM",1903,0,82
"ADAM",1904,0,103
"ADAM",1905,0,101
"ADAM",1906,0,105
"ADAM",1907,0,127
"ADAM",1908,0,109
"ADAM",1909,0,113
"ADAM",1910,0,154
"ADAM",1911,0,189
"ADAM",1912,0,307
"ADAM",1913,5,349
"ADAM",1914,0,489
"ADAM",1915,0,574
"ADAM",1916,0,609
"ADAM",1917,0,614
"ADAM",1918,0,653
"ADAM",1919,0,542
"ADAM",1920,0,579
"ADAM",1921,5,583
"ADAM",1922,0,469
"ADAM",1923,7,428
"ADAM",1924,0,465
"ADAM",1925,6,452
"ADAM",1926,0,425
"ADAM",1927,0,389
"ADAM",1928,0,359
"ADAM",1929,0,306
"ADAM",1930,0,273
"ADAM",1931,0,300
"ADAM",1932,0,258
"ADAM",1933,0,234
"ADAM",1934,0,239
"ADAM",1935,0,237
"ADAM",1936,0,216
"ADAM",1937,0,222
"ADAM",1938,0,214
"ADAM",1939,0,216
"ADAM",1940,0,227
"ADAM",1941,0,230
"ADAM",1942,0,240
"ADAM",1943,0,253
"ADAM",1944,0,220
"ADAM",1945,0,210
"ADAM",1946,0,247
"ADAM",1947,0,269
"ADAM",1948,0,240
"ADAM",1949,0,300
"ADAM",1950,0,308
"ADAM",1951,0,300
"ADAM",1952,0,294
"ADAM",1953,0,324
"ADAM",1954,0,281
"ADAM",1955,0,354
"ADAM",1956,0,390
"ADAM",1957,6,432
"ADAM",1958,0,467
"ADAM",1959,0,582
"ADAM",1960,0,1018
"ADAM",1961,0,1579
"ADAM",1962,0,2149
"ADAM",1963,7,2346
"ADAM",1964,12,2850
"ADAM",1965,8,2561
"ADAM",1966,12,2498
"ADAM",1967,7,2524
"ADAM",1968,10,2540
"ADAM",1969,17,2860
"ADAM",1970,21,4313
"ADAM",1971,26,5846
"ADAM",1972,25,5740
"ADAM",1973,39,6842
"ADAM",1974,50,8421
"ADAM",1975,44,8646
"ADAM",1976,45,9937
"ADAM",1977,61,11030
"ADAM",1978,68,13918
"ADAM",1979,97,17046
"ADAM",1980,96,18868
"ADAM",1981,77,20044
"ADAM",1982,116,20099
"ADAM",1983,132,23488
"ADAM",1984,142,23939
"ADAM",1985,117,20165
"ADAM",1986,90,18157
"ADAM",1987,102,16931
"ADAM",1988,84,16467
"ADAM",1989,60,16928
"ADAM",1990,35,14713
"ADAM",1991,21,12308
"ADAM",1992,37,11905
"ADAM",1993,21,11534
"ADAM",1994,37,11023
"ADAM",1995,13,10485
"ADAM",1996,24,9557
"ADAM",1997,15,8805
"ADAM",1998,13,8356
"ADAM",1999,21,8223
"ADAM",2000,16,8136
"ADAM",2001,13,7758
"ADAM",2002,8,7754
"ADAM",2003,21,7690
"ADAM",2004,37,7474
"ADAM",2005,14,6846
"ADAM",2006,12,6806
"ADAM",2007,7,6790
"ADAM",2008,13,6098
"ADAM",2009,7,5676
"ADAM",2010,9,5111
"ADAM",2011,11,5215
"ADAM",2012,0,5323
"ADAM",2013,5,5251
"ADAM",2014,7,5344
"ADAM",2015,6,5404
"ADAM",2016,6,5224
"ADAM",2017,8,4933
"ADAM",2018,7,4711
"ADAM",2019,7,4188
"ADAM",2020,7,3781
"ADAM",2021,5,3657
"ADAM",2022,0,3638
"ADAM",2023,0,3487
"ADAM",2024,8,3507
"ADAM",2025,10,3501
"ADDISON",1880,0,19
"ADDISON",1881,0,17
"ADDISON",1882,0,21
"ADDISON",1883,0,20
"ADDISON",1884,0,17
"ADDISON",1885,0,17
"ADDISON",1886,0,16
"ADDISON",1887,0,12
"ADDISON",1888,0,20
"ADDISON",1889,0,11
"ADDISON",1890,0,14
"ADDISON",1891,0,10
"ADDISON",1892,0,12
"ADDISON",1893,0,9
"ADDISON",1894,0,20
"ADDISON",1895,0,19
"ADDISON",1896,0,14
"ADDISON",1897,0,8
"ADDISON",1898,0,18
"ADDISON",1899,0,12
"ADDISON",1900,0,11
"ADDISON",1901,0,9
"ADDISON",1902,0,14
"ADDISON",1903,0,15
"ADDISON",1904,0,9
"ADDISON",1905,0,16
"ADDISON",1906,0,7
