"congress","year","chamber","n","n_age","median_age","mean_age","p25_age","p75_age","min_age","max_age","pct_65plus","pct_70plus","pct_80plus","mean_entry_age","mean_years_since_entry","median_entry_age","median_years_since_entry"
71,1929,"Congress",566,566,55,54.9452,49,61,27,88,17.1378,6.18375,0.353357,47.3163,7.62898,47,6
72,1931,"Congress",559,559,56,54.7317,48,62,25,82,16.458,6.61896,0.357782,46.8068,7.92487,47,8
73,1933,"Congress",550,550,54.5,53.8218,46,61,27,84,16,7.63636,0.545455,47.3709,6.45091,47,4
74,1935,"Congress",550,550,54,53.0564,45,61,28,82,14.3636,5.27273,0.181818,46.6236,6.43273,46,4
75,1937,"Congress",557,557,53,52.9533,45,61,28,79,14.5422,6.28366,0,46.3716,6.58169,45,4
76,1939,"Congress",562,562,52,52.8203,44,61.75,26,81,16.548,7.65125,0.533808,46.0765,6.74377,45,4
77,1941,"Congress",563,563,52,52.8988,45,61,27,87,16.6963,7.46004,1.06572,45.9325,6.96625,45,4
78,1943,"Congress",555,555,52,53.6198,45,62,29,85,18.3784,7.20721,0.540541,46.5351,7.08468,46,4
79,1945,"Congress",556,556,53,54.1745,47,61.25,31,87,20.1439,9.17266,0.719424,46.6313,7.54317,46,6
80,1947,"Congress",547,547,52,53.1682,45,61,28,86,16.4534,8.77514,0.914077,46.0055,7.16271,46,6
81,1949,"Congress",554,554,53,53.1697,45,60.75,28,86,16.065,8.48375,1.08303,45.9603,7.20939,45.5,6
82,1951,"Congress",547,547,53,53.7623,46,60,28,88,16.2706,8.59232,1.09689,45.9817,7.78062,46,6
83,1953,"Congress",552,552,54,53.7083,46,60.25,27,86,15.942,7.97101,0.362319,46.1105,7.59783,45,6
84,1955,"Congress",537,537,54,53.8696,46,61,29,88,16.2011,8.56611,1.11732,45.2626,8.60708,45,6
85,1957,"Congress",545,545,54,54.6991,46,62,31,90,18.3486,9.90826,1.65138,45.3266,9.37248,44,8
86,1959,"Congress",547,547,53,53.691,45,61,31,92,15.9049,8.04388,1.46252,44.8537,8.83729,44,6
87,1961,"Congress",555,554,54,54.1516,46,62,32,87,17.509,7.40072,1.08303,44.8592,9.29242,44,8
88,1963,"Congress",545,545,53,53.5486,45,61,25,86,16.6972,6.78899,1.10092,44.2422,9.30642,43,8
89,1965,"Congress",547,547,52,52.7075,44,60,26,88,14.808,6.21572,0.914077,43.8336,8.87386,43,6
90,1967,"Congress",540,540,52,52.9944,45,61,29,90,15.7407,6.85185,1.11111,43.687,9.30741,43,8
91,1969,"Congress",551,551,53,53.2051,45,61,31,83,15.7895,6.89655,0.725953,43.6334,9.57169,43,8
92,1971,"Congress",547,547,53,53.6728,46,61,27,83,17.0018,7.67824,0.731261,43.6069,10.0658,43,8
93,1973,"Congress",544,544,52,52.943,46,60,29,81,14.1544,6.43382,0.551471,43.5202,9.42279,43,8
94,1975,"Congress",542,542,51,51.9004,44,59,26,83,13.0996,6.08856,0.369004,42.8782,9.02214,42,7
95,1977,"Congress",545,545,51,51.167,44,58,28,81,11.5596,4.95413,0.366972,42.7413,8.42569,42,6
96,1979,"Congress",543,543,50,50.4862,42,58,27,82,11.0497,4.41989,0.184162,42.4567,8.02947,41,6
97,1981,"Congress",545,545,50,50.0183,42,57,28,81,10.2752,4.0367,0.366972,42.5394,7.4789,41,6
98,1983,"Congress",541,540,50,50.5833,42,58,29,83,9.81481,5,0.740741,42.8204,7.76296,42,6
99,1985,"Congress",540,540,51,51.5037,43,58,28,85,10.5556,5,0.740741,42.9778,8.52593,42,6
100,1987,"Congress",542,542,51,52.3985,45,59,30,87,13.4686,7.01107,0.922509,43.2103,9.18819,42,8
101,1989,"Congress",547,547,52,53.2048,46,60,31,89,14.2596,5.85009,1.27971,43.5009,9.70384,43,8
102,1991,"Congress",543,543,53,54.2965,47,61,31,89,15.4696,7.55064,1.10497,43.8103,10.4862,43,10
103,1993,"Congress",549,549,53,53.4463,46,61,31,91,14.5719,6.01093,0.910747,44.6047,8.84153,44,6
104,1995,"Congress",548,548,53,53.1825,46,61,28,93,14.5985,5.83942,0.364964,44.7664,8.41606,44,6
105,1997,"Congress",544,544,53,53.5735,46,60,27,95,15.0735,6.43382,0.735294,45.4301,8.14338,45,4
106,1999,"Congress",542,542,54,54.6513,48,61,29,97,17.3432,7.56458,0.369004,45.8579,8.79336,46,6
107,2001,"Congress",546,546,55,55.326,49,62,27,99,18.315,7.87546,0.549451,45.9487,9.37729,46,8
108,2003,"Congress",540,540,56,55.9759,49.75,62,29,86,19.2593,8.33333,0.925926,46.2759,9.7,46,8
109,2005,"Congress",541,541,57,57.0074,50,63,30,88,21.0721,10.1664,1.47874,46.5194,10.488,46,8
110,2007,"Congress",555,555,58,57.8559,51,64,32,90,23.964,12.6126,1.8018,47.2649,10.591,47,10
111,2009,"Congress",565,565,58,58.3416,51,66,28,92,28.1416,13.9823,1.76991,47.9168,10.4248,48,8
112,2011,"Congress",547,547,59,58.1115,51,65,30,88,27.2395,14.4424,2.74223,48.0457,10.0658,48,8
113,2013,"Congress",549,549,58,58.0364,51,66,30,90,28.2332,14.2077,2.36794,48.6703,9.36612,49,6
114,2015,"Congress",541,541,59,58.3845,51,66,31,86,28.8355,13.8632,2.21811,49.2384,9.14603,50,6
115,2017,"Congress",555,555,60,59.2721,52,66.5,33,88,32.7928,17.8378,3.42342,49.8162,9.45586,51,6
116,2019,"Congress",553,553,60,58.9313,50,68,30,86,35.9855,19.349,2.71248,50.0307,8.90054,51,6
117,2021,"Congress",557,557,60,59.3465,50,68,26,88,36.6248,21.0054,3.94973,50.1077,9.23878,51,6
118,2023,"Congress",556,556,59,58.8777,49,69,26,90,35.7914,22.1223,3.77698,49.9712,8.90647,50,6
119,2025,"Congress",554,547,59,59.1993,50,69,28,92,34.9177,24.1316,4.38757,49.9049,9.29433,50,6
1,1789,"House",66,66,44,43.9545,37.25,50,25,68,1.51515,0,0,43.9545,0,44,0
2,1791,"House",72,72,42,42.4722,34,48.25,27,65,2.77778,0,0,41.3889,1.08333,41,2
3,1793,"House",110,108,42,42.9167,36,47.5,28,67,2.77778,0,0,41.5278,1.38889,41,0
4,1795,"House",115,114,41,42.0263,37,46.75,26,67,2.63158,0,0,39.8158,2.21053,38,2
5,1797,"House",117,114,41,42.4912,35.25,48,22,67,0.877193,0,0,40.1404,2.35088,39,2
6,1799,"House",114,110,43,42.9545,35,49.75,24,65,0.909091,0,0,40.1727,2.78182,39,2
7,1801,"House",114,111,43,43.7658,35,51,25,67,1.8018,0,0,40.7928,2.97297,39,2
8,1803,"House",150,144,44.5,44.9097,36,53,26,74,0.694444,0.694444,0,42.1597,2.75,42,2
9,1805,"House",149,141,43,44.4184,37,51,24,76,3.5461,0.70922,0,41.2695,3.14894,41,2
10,1807,"House",149,141,44,44.9433,37,52,25,69,2.83688,0,0,41.3688,3.57447,41,2
11,1809,"House",154,144,45,45.7569,39,52.25,25,71,4.16667,0.694444,0,41.6319,4.125,42,2
12,1811,"House",147,143,45,45.7622,38.5,52,25,73,6.29371,2.0979,0,41.3147,4.44755,41,2
13,1813,"House",196,190,44.5,44.7211,35,51,27,72,4.21053,0.526316,0,41.3947,3.32632,41.5,0
14,1815,"House",199,191,42,43.2408,35,50.5,25,74,2.6178,1.57068,0,39.6178,3.62304,39,2
15,1817,"House",195,186,41,43.0269,36,49,26,72,3.22581,1.6129,0,40.5753,2.45161,39,0
16,1819,"House",201,193,41,43.6995,36,50,25,72,6.21762,1.03627,0,40.6839,3.01554,39,2
17,1821,"House",201,193,42,43.1451,36,49,27,74,4.14508,1.5544,0,39.829,3.31606,38,2
18,1823,"House",221,214,41,42.8879,36,50,26,72,0.46729,0.46729,0,39.514,3.37383,37,2
19,1825,"House",225,217,42,42.6682,37,47,27,68,0.921659,0,0,39.0645,3.60369,38,2
20,1827,"House",222,215,42,43.2093,37,48,26,69,0.930233,0,0,38.9116,4.29767,38,2
21,1829,"House",221,215,43,43.7814,38,48,27,67,0.465116,0,0,40.0047,3.77674,39,2
22,1831,"House",218,214,43,44.1589,38.25,49,27,74,0.934579,0.46729,0,40.4579,3.70093,39,2
23,1833,"House",258,253,43,43.6364,38,50,25,70,1.18577,0.395257,0,40.585,3.05138,40,0
24,1835,"House",255,253,43,44.3478,38,51,26,69,1.58103,0,0,41.3043,3.04348,40,2
25,1837,"House",258,255,42,43.4157,37,49,27,70,1.56863,0.392157,0,40.5529,2.86275,39,2
26,1839,"House",257,253,42,42.9407,37,48,21,72,2.37154,0.790514,0,39.9051,3.03557,39,2
27,1841,"House",259,255,42,43.6431,37,50,23,74,1.96078,1.56863,0,39.9176,3.72549,39,2
28,1843,"House",236,235,41,42.3362,35,48,25,76,0.425532,0.425532,0,40.3617,1.97447,39,0
29,1845,"House",240,238,42,42.7353,36,48,28,78,0.840336,0.420168,0,40.5084,2.22689,39,2
30,1847,"House",238,238,42,42.8613,37,48,27,80,0.840336,0.420168,0.420168,40.3151,2.54622,39,0
31,1849,"House",244,239,42,43.2176,37,48,27,65,0.41841,0,0,40.7071,2.51046,40,0
32,1851,"House",239,238,42,43.2605,38,48,25,65,1.2605,0,0,41.1765,2.08403,41,0
33,1853,"House",242,240,42,42.7667,37,48,26,71,2.08333,0.833333,0,41.05,1.71667,40,0
34,1855,"House",238,238,43,42.6218,37,47,26,70,1.68067,0.420168,0,40.7143,1.90756,40,0
35,1857,"House",247,247,43,43.413,38,49,27,68,0.809717,0,0,40.7895,2.62348,40,2
36,1859,"House",245,244,42,43.3238,38,48,24,69,2.45902,0,0,40.5779,2.7459,40,2
37,1861,"House",203,203,44,45.4433,40,50,29,75,4.92611,1.47783,0,42.6946,2.74877,42,0
38,1863,"House",190,190,45,45.6211,40,51,31,71,2.63158,0.526316,0,43.0526,2.56842,42,0
39,1865,"House",202,202,47,46.6634,41,52,26,73,1.9802,0.49505,0,43.3762,3.28713,43,2
40,1867,"House",234,234,46,46.4915,40,53,26,75,2.13675,0.854701,0,43.4145,3.07692,44,2
41,1869,"House",258,258,45,44.9961,39,51,27,72,0.775194,0.387597,0,42.2442,2.75194,42,2
42,1871,"House",254,254,46,46.1575,40,52,29,72,1.5748,0.787402,0,43.0787,3.07874,43,2
43,1873,"House",307,307,47,47.0261,40,53,26,74,0.977199,0.651466,0,43.9055,3.12052,44,0
44,1875,"House",309,309,47,47.2233,41,52,26,77,4.53074,1.2945,0,44.2848,2.93851,44,0
45,1877,"House",303,303,48,48.4026,42,53,27,78,5.28053,1.32013,0,45.2937,3.10891,45,2
46,1879,"House",301,301,48,48.7741,42,54,28,72,5.31561,0.664452,0,45.4186,3.35548,45,2
47,1881,"House",311,311,49,49.1415,43,55.5,26,70,4.82315,0.643087,0,45.1865,3.95498,45,2
48,1883,"House",344,344,48,48.1424,41,54,26,72,4.06977,0.872093,0,44.8808,3.26163,44,0
49,1885,"House",333,333,48,48.991,43,54,26,74,4.8048,1.2012,0,45.3333,3.65766,45,2
50,1887,"House",331,331,48,48.719,43,54,30,73,4.53172,1.51057,0,44.8943,3.82477,44,2
51,1889,"House",355,355,48,49.0056,43,54,28,75,6.47887,2.53521,0,44.9493,4.05634,44,2
52,1891,"House",347,347,49,49.1326,43,55,28,73,6.05187,1.15274,0,45.7723,3.36023,45,2
53,1893,"House",378,378,48.5,49.1402,43,55,28,76,5.82011,1.85185,0,45.172,3.96825,44,2
54,1895,"House",372,372,48,48.2796,42,54,25,72,5.10753,1.6129,0,45.2419,3.03763,44,2
55,1897,"House",371,371,47,48.3288,41,54,27,75,5.66038,2.15633,0,44.6631,3.66577,44,2
56,1899,"House",377,377,47,48.0902,41,55,27,76,3.97878,1.85676,0,44.0371,4.05305,43,2
57,1901,"House",373,373,48,48.8177,42,55,26,78,4.28954,1.07239,0,44.1903,4.62735,43,4
58,1903,"House",400,400,48,48.6375,42,55,28,76,5,1.5,0,44.1025,4.535,43,4
59,1905,"House",403,403,48,49.0868,43,55,27,78,6.94789,2.23325,0,43.6625,5.42432,43,4
60,1907,"House",401,401,49,49.6983,43,56,27,80,9.22693,3.49127,0.249377,43.9875,5.71072,43,4
61,1909,"House",402,402,50,50.1741,42,57,31,82,11.4428,3.73134,0.248756,44.1194,6.05473,43,4
62,1911,"House",409,409,50,49.8215,42,56,29,76,6.35697,3.42298,0,44.4963,5.32518,43,4
63,1913,"House",454,454,48,48.7885,42,55,30,78,4.40529,1.76211,0,44.2863,4.5022,43,2
64,1915,"House",444,444,49,49.7905,43,56,29,80,6.08108,2.47748,0.225225,44.3986,5.39189,44,4
65,1917,"House",457,457,50,50.6477,44,57,31,82,7.65864,2.18818,0.437637,44.6521,5.99562,44,4
66,1919,"House",455,455,50,50.9604,44,57,24,84,8.13187,2.63736,0.43956,45.1582,5.8022,45,4
67,1921,"House",453,453,51,51.8499,45,58,31,85,10.8168,3.31126,0.662252,45.9868,5.86313,45,4
68,1923,"House",454,454,52,51.8392,46,57,28,88,9.47137,3.30396,0.660793,46.0507,5.78855,46,4
69,1925,"House",443,443,53,52.6795,47,59,29,84,10.6095,3.386,0.225734,46.2325,6.44695,46,4
70,1927,"House",444,444,54,53.6104,47,60,28,86,13.964,4.05405,0.225225,46.286,7.32432,46,6
71,1929,"House",457,457,55,54.1291,47,61,27,88,14.442,5.25164,0.218818,46.4267,7.70241,46,6
72,1931,"House",453,453,55,54.0397,47,61,25,82,14.7903,5.96026,0.441501,46.0353,8.00442,46,8
73,1933,"House",447,447,53,52.8255,44,61,27,84,14.5414,6.26398,0.447427,46.6286,6.19687,46,4
74,1935,"House",444,444,52,52.0428,44,60,28,82,13.5135,3.82883,0.225225,45.9302,6.11261,45,2
75,1937,"House",450,450,51,51.8022,44,60,28,79,12.6667,5.11111,0,45.4689,6.33333,45,4
76,1939,"House",458,458,51,51.7314,44,59,26,81,13.5371,6.55022,0.436681,45.4083,6.32314,45,4
77,1941,"House",454,454,51,51.6718,44,60,27,83,14.0969,5.94714,0.660793,44.8965,6.77533,44,4
78,1943,"House",451,451,51,52.5698,45,60,29,82,14.8559,5.9867,0.443459,45.7361,6.8337,45,4
79,1945,"House",447,447,52,53.0425,45,60,31,84,16.7785,8.05369,0.447427,45.5213,7.52125,45,6
80,1947,"House",449,449,52,52.2918,44,60,28,86,14.4766,7.12695,0.668151,45.0668,7.22494,45,6
81,1949,"House",445,445,51,52.1573,44,59,28,86,13.4831,6.51685,0.898876,44.8225,7.33483,44,6
82,1951,"House",448,448,52.5,52.9531,45,59,28,88,14.7321,6.91964,0.892857,45.0826,7.87054,44,6
83,1953,"House",441,441,53,52.6825,45,60,27,83,14.059,6.57596,0.226757,44.8503,7.8322,44,6
84,1955,"House",438,438,53,52.9498,45,60,29,81,15.2968,7.53425,0.913242,44.2009,8.74886,43,6
85,1957,"House",444,444,53,53.8581,45,61,31,83,17.7928,9.23423,1.12613,44.3311,9.52703,43,8
86,1959,"House",444,444,52,52.5923,44,60,31,85,13.7387,6.98198,1.12613,43.6104,8.98198,43,6
87,1961,"House",450,449,53,53.2272,45,61,32,87,14.922,7.12695,1.11359,43.7617,9.46548,43,8
88,1963,"House",443,443,52,52.6253,44,60,25,85,14.2212,5.64334,1.12867,43.2302,9.39503,42,8
89,1965,"House",444,444,50,51.3649,43.75,59,26,83,11.036,4.27928,0.900901,42.7477,8.61712,42,6
90,1967,"House",439,439,51,51.7289,44,59,29,85,11.8451,4.32802,0.911162,42.7631,8.96583,42,6
91,1969,"House",449,449,52,52.2628,45,59,31,83,12.4722,5.12249,0.668151,42.8508,9.41203,42,8
92,1971,"House",444,444,52,52.8491,45,59.25,27,83,14.1892,5.40541,0.675676,42.9707,9.87838,42,8
93,1973,"House",442,442,51,52.1267,46,59,29,81,11.991,4.97738,0.452489,42.9005,9.22624,42,8
94,1975,"House",441,441,50,50.8594,44,59,26,83,11.1111,3.85488,0.453515,42.2245,8.63492,41,6
95,1977,"House",441,441,50,50.161,43,57,28,79,9.29705,3.40136,0,41.9932,8.1678,41,6
96,1979,"House",442,442,50,49.7851,41,57,27,79,9.72851,3.39367,0,41.8801,7.90498,41,6
97,1981,"House",444,444,49,49.2725,41,56,28,81,9.68468,3.6036,0.225225,41.7905,7.48198,41,6
98,1983,"House",440,439,49,49.6879,42,57,29,83,8.88383,4.55581,0.22779,42.1344,7.55353,41,6
99,1985,"House",439,439,49,50.6515,43,58,28,85,10.2506,4.55581,0.455581,42.2961,8.35535,41,6
100,1987,"House",441,441,50,51.6984,44,59,30,87,12.0181,6.34921,0.680272,42.5828,9.11565,42,6
101,1989,"House",445,445,51,52.5011,45,59,31,89,12.1348,5.39326,1.1236,42.8157,9.68539,42,8
102,1991,"House",441,441,52,53.4399,46,61,31,82,13.3787,6.34921,0.907029,43.059,10.381,42,8
103,1993,"House",447,447,51,52.2975,45,60,31,84,12.0805,4.25056,0.894855,43.9485,8.34899,43,6
104,1995,"House",445,445,51,51.8584,44,59,28,86,12.5843,3.14607,0.224719,44.0787,7.77978,43,4
105,1997,"House",444,444,52,52.473,45.75,59,27,88,13.7387,4.5045,0.45045,44.7883,7.68468,44,4
106,1999,"House",440,440,53,53.5955,47,60,29,79,14.3182,6.36364,0,45.2636,8.33182,45,6
107,2001,"House",444,444,54,54.2995,48,60,27,79,14.6396,7.43243,0,45.277,9.02252,45,8
108,2003,"House",440,440,55.5,54.9659,48.75,61.25,29,80,15.9091,5.90909,0.454545,45.7023,9.26364,45,8
109,2005,"House",440,440,56,56.0341,50,62,30,82,17.7273,7.27273,0.681818,45.9068,10.1273,45.5,8
110,2007,"House",453,453,57,56.7815,50,63,32,84,19.8675,9.49227,0.883002,46.6755,10.106,46,10
111,2009,"House",454,454,58,57.2621,50,64,28,86,23.7885,11.0132,1.32159,47.1256,10.1366,47,8
112,2011,"House",445,445,58,57.1281,49,64,30,88,24.0449,12.3596,2.69663,47.3213,9.80674,47,8
113,2013,"House",444,444,58,57.1847,50,65,30,90,25.9009,11.7117,2.25225,47.9324,9.25225,48,6
114,2015,"House",441,441,58,57.6304,50,65,31,86,26.3039,11.7914,1.5873,48.5646,9.06576,49,6
115,2017,"House",450,450,59,58.4356,51.25,66,33,88,30,16,2.44444,49.0711,9.36444,50,6
116,2019,"House",451,451,59,57.9512,49,67,30,86,33.2594,17.7384,2.21729,49.2639,8.68736,50,6
117,2021,"House",455,455,59,58.2945,49,68,26,88,33.4066,19.1209,3.51648,49.3934,8.9011,50,6
118,2023,"House",451,451,58,57.6763,47,67,26,87,31.4856,19.2905,3.32594,49.1752,8.50111,49,6
119,2025,"House",450,444,58,58.0473,49,67.25,28,88,30.6306,21.3964,4.05405,49.1194,8.92793,49,6
1,1789,"Senate",29,29,48,46.7241,44,52,31,62,0,0,0,46.7241,0,48,0
2,1791,"Senate",31,31,46,45.4516,38,52,31,70,3.22581,3.22581,0,44.0968,1.35484,44,2
3,1793,"Senate",33,33,41,44.303,38,50,31,72,3.0303,3.0303,0,42.2424,2.06061,39,2
4,1795,"Senate",43,42,43,44.3333,39.25,48.5,31,66,2.38095,0,0,42.1905,2.14286,41,2
5,1797,"Senate",45,44,44.5,45.0909,40,49,28,68,4.54545,0,0,42.5,2.59091,41,2
6,1799,"Senate",38,38,43.5,44.9737,41.25,47,30,67,2.63158,0,0,41.8684,3.10526,41,3
7,1801,"Senate",36,36,44.5,44.9722,41,49,31,67,5.55556,0,0,41.8056,3.16667,41,2
8,1803,"Senate",44,44,46,46.5455,41.75,50.25,30,69,6.81818,0,0,43.2727,3.27273,41,2
9,1805,"Senate",37,37,48,47.9459,41,53,28,71,5.40541,5.40541,0,44.6486,3.2973,44,2
10,1807,"Senate",39,39,47,48.8205,41,53,35,73,7.69231,5.12821,0,45.3846,3.4359,43,4
11,1809,"Senate",44,44,48,47.3636,40.75,53.25,30,75,2.27273,2.27273,0,43.4091,3.95455,41.5,2
