"fips","name","class","bin","rate"
"12073","Leon County","ok",1,0.4
"40119","Payne County","ok",2,0.51
"01039","Covington County","ok",2,0.542
"18093","Lawrence County","ok",3,1.303
"20069","Gray County","ok",3,1.083
"21045","Casey County","ok",1,0.085
"21169","Metcalfe County","ok",3,1.157
"21207","Russell County","ok",3,1.068
"22011","Beauregard Parish","ok",1,0.489
"23025","Somerset County","ok",1,0.448
"40025","Cimarron County","ok",2,0.743
"21163","Meade County","ok",2,0.717
"21179","Nelson County","ok",2,0.709
"21187","Owen County","ok",2,0.795
"29155","Pemiscot County","ok",6,20.393
"31125","Nance County","ok",4,1.817
"55078","Menominee County","nodata",NA,NA
"48365","Panola County","ok",2,0.686
"21011","Bath County","ok",2,0.956
"48001","Anderson County","ok",1,0.417
"51033","Caroline County","ok",1,0.429
"19167","Sioux County","ok",3,1.25
"06021","Glenn County","ok",3,1.052
"29510","St. Louis city","nodata",NA,NA
"13111","Fannin County","ok",2,0.611
"46051","Grant County","ok",4,1.812
"46091","Marshall County","ok",4,2.135
"53067","Thurston County","ok",3,1.369
"31107","Knox County","ok",4,2.053
"35061","Valencia County","ok",1,0.398
"30079","Prairie County","ok",4,2.134
"19005","Allamakee County","ok",3,1.444
"48061","Cameron County","ok",3,1.258
"48339","Montgomery County","ok",2,0.666
"08071","Las Animas County","ok",2,0.966
"48299","Llano County","ok",2,0.772
"48319","Mason County","ok",1,0.198
"37043","Clay County","ok",2,0.964
"36071","Orange County","ok",2,0.824
"36093","Schenectady County","ok",4,2.422
"54059","Mingo County","ok",4,2.234
"20197","Wabaunsee County","ok",3,1.337
"27055","Houston County","ok",2,0.836
"21181","Nicholas County","ok",2,0.539
"25023","Plymouth County","ok",4,1.679
"36005","Bronx County","ok",4,2.072
"37055","Dare County","ok",3,1.429
"39103","Medina County","ok",3,1.197
"42005","Armstrong County","impossible",NA,-0.181
"34001","Atlantic County","ok",2,0.788
"55071","Manitowoc County","nodata",NA,NA
"55029","Door County","nodata",NA,NA
"37047","Columbus County","ok",2,0.607
"39053","Gallia County","ok",2,0.831
"48441","Taylor County","ok",4,1.852
"51570","Colonial Heights city","nodata",NA,NA
"39031","Coshocton County","ok",3,1.395
"31135","Perkins County","ok",4,1.519
"48205","Hartley County","ok",1,0.444
"08049","Grand County","ok",4,1.798
"48249","Jim Wells County","ok",3,1.221
"19189","Winnebago County","ok",2,0.723
"06079","San Luis Obispo County","ok",4,1.732
"01067","Henry County","ok",2,0.577
"39175","Wyandot County","ok",3,1.36
"48505","Zapata County","ok",5,3.296
"13177","Lee County","ok",2,0.652
"21019","Boyd County","ok",2,0.974
"27019","Carver County","ok",3,1.07
"31037","Colfax County","ok",5,2.55
"45025","Chesterfield County","ok",2,0.739
"47101","Lewis County","ok",1,0.423
"41067","Washington County","ok",4,2.021
"51810","Virginia Beach city","nodata",NA,NA
"30057","Madison County","ok",3,1.434
"51103","Lancaster County","ok",3,1.114
"29013","Bates County","ok",6,16.998
"33001","Belknap County","ok",2,0.892
"51159","Richmond County","impossible",NA,-3.999
"02230","Skagway Municipality","nodata",NA,NA
"02105","Hoonah-Angoon Census Area","nodata",NA,NA
"53021","Franklin County","ok",3,1.245
"19093","Ida County","ok",2,0.79
"20173","Sedgwick County","ok",3,1.14
"48453","Travis County","ok",3,1.172
"12057","Hillsborough County","ok",3,1.04
"34021","Mercer County","ok",3,1.141
"31023","Butler County","ok",4,1.924
"42129","Westmoreland County","ok",1,0.491
"12015","Charlotte County","ok",2,0.932
"19029","Cass County","ok",3,1.33
"39107","Mercer County","ok",2,0.951
"21115","Johnson County","ok",2,0.845
"44003","Kent County","ok",3,1.334
"50025","Windham County","impossible",NA,-2.782
"50019","Orleans County","setaside",NA,0.055
"20085","Jackson County","ok",4,1.85
"22041","Franklin Parish","ok",2,0.632
"28155","Webster County","setaside",NA,0
"25011","Franklin County","ok",3,1.323
"31031","Cherry County","ok",4,1.572
"30001","Beaverhead County","ok",4,1.68
"29143","New Madrid County","impossible",NA,-0.103
"05057","Hempstead County","ok",2,0.847
"29029","Camden County","ok",1,0.452
"51117","Mecklenburg County","ok",2,0.702
"21233","Webster County","ok",3,1.156
"40047","Garfield County","ok",1,0.406
"53059","Skamania County","ok",2,0.827
"26091","Lenawee County","ok",2,0.569
"13123","Gilmer County","ok",2,0.709
"27135","Roseau County","ok",2,0.888
"28089","Madison County","setaside",NA,0
"48227","Howard County","ok",2,0.567
"54099","Wayne County","ok",3,1.365
