"fips","part","pts"
"29061",1,"825 537 0 4 13 0 0 -7 0 -6 -12 0 -1 9"
"13253",1,"1127 228 0 -7 -2 -7 -2 1 -4 9 -1 3 3 0 6 1"
"26101",1,"1041 715 1 -13 -6 0 -24 -2 1 6 1 7 27 2"
"19119",1,"774 664 6 0 0 -9 -19 0 1 5 -2 4 4 0 10 0"
"48233",1,"611 395 16 -1 -1 -16 -16 1 1 16"
"40139",1,"629 428 4 0 -2 -18 -3 0 -16 1 -12 1 1 18 14 -1 14 -1"
"40153",1,"680 420 5 -2 5 -7 -1 -3 0 -13 -12 1 -7 0 1 16 9 -1 0 9"
"19003",1,"805 578 6 0 7 0 0 -9 -13 -1 0 10"
"06101",1,"57 608 8 -2 -1 -4 0 -8 3 -1 -2 -2 -2 -6 -3 1 -3 3 -2 5 1 2 -1 8 2 4"
"42105",1,"1254 654 12 2 4 1 4 -17 0 -2 -10 -2 -2 -1 -5 5 -3 14"
"48465",1,"593 165 1 19 25 -2 8 0 -1 -24 0 -8 -2 -5 -1 -1 -7 5 -1 3 -7 3 -1 4 -4 6 -6 -1 -4 1"
"20077",1,"724 439 0 -14 -9 0 -7 0 0 15 16 -1"
"19133",1,"766 617 19 0 0 -13 -13 0 0 3 -4 3 1 3 -3 4"
"49023",1,"274 566 2 13 22 -4 25 -4 5 3 4 -9 5 5 5 -6 1 -3 -4 -1 -2 -8 -1 -3 -5 1 -3 -2 -5 1 1 8 -19 4 -25 4 -6 1"
"40137",1,"712 334 0 6 1 0 13 0 3 0 0 -7 0 -8 -17 1 0 8"
"36017",1,"1310 692 15 4 1 -6 -1 -4 1 -6 1 -4 -6 -1 -1 1 -5 0 -2 5 -3 11"
"17143",1,"941 576 9 1 5 -2 -2 -6 -2 -7 -6 -3 0 5 -4 -1 0 4 0 9"
"19091",1,"817 642 13 1 0 -10 -12 0 -1 9"
"31177",1,"764 597 9 0 1 -6 2 0 2 -5 -11 0 -3 5 0 6"
"55049",1,"930 656 9 2 1 -12 0 -2 -15 -1 -1 14 3 1 3 -2"
"27097",1,"810 768 3 -1 2 1 3 -2 -1 -5 15 1 0 -7 1 -6 -15 0 2 -1 -9 -1 -1 21"
"42003",1,"1211 596 12 2 -2 -4 3 -1 0 -4 -1 -2 0 -5 -2 -2 -1 2 -8 2 -6 4 4 6 1 2"
"29205",1,"879 535 9 1 4 0 0 -11 -10 0 -3 -2 0 12"
"39097",1,"1122 558 0 4 8 1 -1 -2 2 -9 0 -4 -11 -1 0 2 1 0 1 9"
"20201",1,"738 535 12 0 3 0 0 -16 -4 0 -11 0 0 4 0 12"
"17019",1,"985 554 -1 4 15 1 1 -19 -14 -1 -1 15"
"16087",1,"238 772 7 -1 -1 -7 2 -2 -1 -4 5 -3 -1 -3 -3 -7 -2 0 -12 3 -4 5 -3 2 2 6 2 2 5 7 4 2"
"17045",1,"1000 540 11 1 1 -10 1 -5 -12 0 -1 7 0 7"
"08121",1,"570 559 19 -1 -1 -3 -2 -29 -10 1 -16 1 1 6 1 10 6 -1 2 16"
"39065",1,"1109 580 -1 7 10 1 1 -4 2 -1 1 -6 -2 -1 -10 0 -1 4"
"26113",1,"1053 717 13 1 1 -13 -6 0 -6 -1 -2 13"
"38093",1,"689 805 5 0 19 -1 1 -3 1 -9 -1 -13 -15 1 -10 0 0 13 -1 0 1 12"
"29203",1,"914 443 3 -7 3 -4 -6 -1 0 -7 -12 -1 0 6 -1 14 13 0"
"48423",1,"793 254 -5 4 0 8 3 -2 11 -2 5 -1 0 -6 0 -9 -14 0 -1 3 1 5"
"40143",1,"776 403 5 0 0 -9 2 0 0 -10 -2 -2 -6 0 0 9 -8 0 0 3 1 0 8 0 0 9"
"40091",1,"784 371 11 0 0 -9 -3 0 -5 -2 -3 -2 -8 -1 0 5 0 3 4 0 1 6 3 0"
"48395",1,"750 208 7 4 9 5 0 -2 2 -12 -3 -2 -4 -6 -3 -2 -2 1 0 4 -4 4 -2 6"
"48171",1,"694 187 0 -13 -11 0 -12 0 1 6 0 8 11 -1 11 0"
"26125",1,"1104 659 0 3 6 1 9 2 3 -16 -13 -2 -3 -1 -2 13"
"38033",1,"575 812 9 -1 -1 -12 2 0 -1 -13 -5 0 0 -3 -6 1 0 3 2 25"
"56027",1,"563 673 0 -1 -2 -17 -1 -15 -16 2 -6 0 3 33 22 -2"
"27117",1,"764 689 10 0 0 -12 -10 0 0 12"
"51099",1,"1314 526 -1 -5 -2 -1 -6 3 0 4 1 -1 6 3 2 -3"
"53025",1,"213 895 0 -1 -6 -24 -4 -12 -9 2 -2 -6 -2 -1 -1 2 -5 -2 -5 1 -1 4 2 3 -1 9 2 5 1 4 4 3 9 -2 0 3 6 2 2 4 3 2 0 3 4 2 3 -1"
"27129",1,"795 715 13 0 7 0 0 -6 -4 0 1 -10 -4 0 -3 2 -3 1 -6 5 -4 1 -3 2 0 5 6 0"
"12001",1,"1198 191 4 5 3 0 5 -3 5 1 3 -4 1 -9 -11 -1 -5 -1 -4 3 -1 9"
"31091",1,"629 616 16 -1 -1 -12 -15 0 0 13"
"51147",1,"1275 485 4 -1 4 -1 2 3 1 -3 1 -6 -6 -3 -8 4 0 1 2 6"
"49007",1,"352 558 0 4 11 -1 24 -4 -3 -13 -29 5 0 2 -3 7"
"42017",1,"1339 612 3 5 3 3 4 -2 1 -4 4 -2 8 -6 -6 -5 -2 3 -15 8"
"46059",1,"690 717 15 -1 0 -10 0 -16 -6 1 -10 0 1 26"
"42081",1,"1274 638 0 2 17 4 2 2 1 0 3 -6 5 -3 4 0 -4 -6 -3 1 -4 -3 -2 -2 -4 -1 -6 4 -6 4 -3 4"
"16057",1,"253 855 4 -5 9 -2 3 -1 0 -3 -3 -11 -3 1 -4 1 -3 -3 -8 2 5 21"
"13237",1,"1153 318 8 3 4 -4 -3 -7 -4 0 -4 -1 -1 9"
"51640",1,"1213 447 0 1 1 0 -1 -2 0 1"
"35037",1,"550 374 8 0 1 13 10 -1 -1 -4 -1 -17 -1 -8 -7 1 0 -4 -3 1 0 -4 -4 1 0 -4 -6 1 -1 -3 -7 0 -5 1 1 6 1 13 8 4 7 -1 0 5"
"48269",1,"639 311 15 0 1 0 0 -16 -16 0 0 16"
"05073",1,"845 296 7 0 4 -1 -4 -7 0 -9 -1 0 -8 0 -2 3 3 2 3 6 -2 6"
"48451",1,"644 233 0 -4 4 -1 -1 -18 -18 1 1 16 -18 1 0 1 13 0 1 5 18 -1"
"12049",1,"1229 115 15 3 2 -11 -16 -3 -1 11"
"39025",1,"1112 529 1 0 0 -18 -5 1 -1 2 -3 5 1 10 7 0"
"48501",1,"562 300 14 -1 -1 -16 -15 1 2 16"
"41071",1,"79 836 8 -2 6 -6 0 -3 -3 2 -5 -6 -16 4 0 6 8 -3 2 8"
"19115",1,"899 590 3 1 0 -4 8 1 -1 -3 4 -4 1 -3 -11 0 -1 3 -3 0 0 9"
"20049",1,"777 447 0 -8 0 -3 -16 0 0 6 0 5 16 0"
"39121",1,"1174 556 -1 3 3 3 3 0 2 3 4 0 1 -3 -3 0 1 -6 2 -4 -8 -2 -4 6"
"39137",1,"1094 598 3 0 10 1 1 -9 -6 -1 0 -2 -7 -1 -2 5 2 0 -1 7"
"48425",1,"716 250 5 3 5 0 0 -4 -8 -4 -2 5"
"42075",1,"1309 610 3 -1 10 -5 -4 -3 -7 -4 -5 10 3 3"
"30035",1,"383 898 -3 -19 -9 2 -1 -6 -19 3 1 4 -3 2 1 3 -7 4 2 3 0 4 -5 1 -1 3 -1 4 9 -2 36 -6"
"32027",1,"142 649 14 -4 0 -4 30 -7 -1 -6 9 -2 -1 -6 -11 -17 -26 6 -20 5 -3 0 5 19 4 16"
"27087",1,"774 810 13 0 0 -13 -13 0 0 13"
"34031",1,"1368 636 -2 4 -6 1 2 5 4 -1 1 0 0 -5 3 -1 2 -5 -4 2"
"30047",1,"339 854 -7 1 -1 -4 1 -3 0 -8 -3 -1 -6 1 1 8 -4 2 2 8 -6 1 1 6 3 0 1 6 11 -2 1 3 3 -1 1 -3 4 -3 -2 -11"
"48261",1,"711 67 5 2 10 0 8 0 -2 -10 1 -6 2 -9 -21 1 -3 0 -1 6 1 16"
"48033",1,"602 281 4 0 12 -1 -1 -16 -16 1 1 16"
"29157",1,"949 462 3 2 5 -4 0 -1 5 -3 0 -4 -3 1 -7 -1 -8 0 0 1 1 2 4 7"
"48411",1,"680 223 3 0 1 -1 8 -2 2 -5 2 -1 4 -8 -1 -4 -16 1 -4 1 1 19"
"40073",1,"711 395 3 0 13 -1 0 -16 -16 0 0 17"
"48051",1,"746 188 10 6 2 -1 9 -10 -1 -1 -10 -3 -4 1 -6 8"
"36035",1,"1336 719 5 -1 10 3 4 -9 -12 -3 -6 1 0 5 -1 4"
"28133",1,"937 318 6 1 0 -7 1 -18 -3 -2 -4 0 -2 0 0 9 -1 3 4 1 -1 13"
"27053",1,"840 729 5 -4 3 -4 1 -5 -4 -4 -5 0 0 4 -6 -1 0 4 0 3 2 5 4 2"
"42027",1,"1265 624 6 2 2 -2 3 0 4 -4 9 5 -4 -9 -8 -6 -4 0 -3 -2 -5 1 -6 -2 2 7 4 3 0 7"
"48025",1,"711 121 3 1 5 -2 2 -5 4 -1 1 -2 5 -3 -5 -8 -1 -1 -8 2 -8 18 2 1"
"47077",1,"993 388 1 2 12 0 0 -7 -1 -3 0 -4 -3 -1 -2 3 -6 3 -1 7"
"19171",1,"863 618 0 3 6 0 6 1 1 -16 -13 -1 0 13"
"20175",1,"630 443 12 -1 0 -14 -9 0 -4 0 1 15"
"19135",1,"855 579 6 0 7 0 0 -9 -12 -1 -1 10"
"31147",1,"788 545 5 -5 -1 -3 3 -2 -1 0 -12 0 -6 0 0 10 12 0"
"17021",1,"965 535 2 0 0 -6 4 1 0 -12 -3 0 -11 -1 0 7 -1 4 4 4 5 3"
"12089",1,"1234 229 0 -3 1 -5 -6 0 -3 2 -5 -5 -6 -8 -1 3 1 8 -2 6 3 4 7 -2 11 0"
"12133",1,"1101 216 6 -1 1 -8 -2 -5 -11 -1 -4 -2 3 4 -2 5 2 2 3 2 4 1 0 3"
"13007",1,"1135 242 9 1 -1 -3 -5 -2 -4 -9 -1 0 0 6 -4 0 0 6 6 1"
"13275",1,"1146 230 4 1 0 -2 8 1 2 -13 -8 -1 -3 0 -1 9 -2 5"
"21005",1,"1087 481 1 3 5 0 3 -5 -4 -1 -3 -2 -3 -1 -1 3 2 3"
"21185",1,"1075 497 4 0 1 -5 -1 -2 -4 -1 -5 2 1 3 4 3"
"13057",1,"1115 350 2 -1 10 1 0 -2 1 -5 -2 0 -2 -5 -7 -1 -2 13"
"38065",1,"631 795 1 10 12 -1 0 1 5 1 2 -2 0 -3 2 -6 -1 -1 -21 1"
"26133",1,"1049 703 6 1 6 1 2 -13 -13 -2 -1 13"
"47109",1,"1002 374 0 -14 -12 -1 0 9 2 0 2 5 8 1"
"53001",1,"207 870 24 -6 -3 -12 -2 -4 -5 -1 -29 7 2 6 9 -2 4 12"
"29057",1,"831 447 13 0 0 -6 0 -5 -12 0 -1 2 0 9"
"22101",1,"919 170 4 -5 -1 -2 10 -2 0 -3 -5 -3 2 -4 -5 -7 -2 2 -5 2 -1 5 -4 5 -7 1 7 6 3 4 4 1"
"50007",1,"1362 779 9 -1 3 -2 1 -4 -1 -11 -2 5 -8 -4 -1 6 -2 4 -1 1 3 4 -1 2"
"22057",1,"935 161 3 8 7 -1 4 1 6 -5 1 -2 3 0 2 0 2 -8 3 -1 1 -5 -2 -4 0 -3 -3 -3 -7 -2 -1 9 1 5 -6 7 -7 4 -7 0"
"19139",1,"902 597 12 1 4 0 0 -6 -7 -1 -1 -3 -8 -1 0 4 0 6"
"12113",1,"1052 217 12 1 2 -28 -4 -1 0 6 -8 -2 1 6 -5 4 -2 4 1 7 3 3"
"18101",1,"1032 507 7 1 0 -8 1 -6 -7 -2 -1 12 0 3"
"21203",1,"1110 465 5 0 2 -7 -2 -2 -1 -5 -7 6 1 6 2 2"
"21223",1,"1077 505 5 -5 -3 -3 -4 0 0 3 -1 4 3 1"
"13055",1,"1101 354 -2 -5 -7 -7 -3 9 -1 2 13 1"
"45033",1,"1268 380 13 -10 -1 -2 -11 0 -1 -3 -3 2 3 13"
"37103",1,"1318 402 -2 1 3 3 3 7 12 -6 3 -7 -3 -1 -4 4 -3 -1 -4 1 -5 -1"
"29199",1,"881 559 7 1 0 -11 -11 -1 0 2 -1 9 5 0"
"20131",1,"769 535 7 0 6 0 0 -13 0 -3 -7 0 -6 0 0 16"
"20137",1,"660 538 15 -1 -1 -16 -15 1 1 16"
"31065",1,"660 551 3 -1 12 0 0 -13 -15 1 -1 0 1 13"
"13087",1,"1127 228 6 1 1 0 4 0 2 -14 -15 -1 2 7 0 7"
"18177",1,"1076 552 10 2 1 -4 0 -7 -6 -1 -4 0 -1 2 0 8"
"21009",1,"1062 442 1 4 4 0 5 1 1 -12 -6 -5 -3 2 0 3 -3 2 1 5"
"31093",1,"701 588 12 -1 0 -13 -12 1 0 13"
"38025",1,"599 810 1 13 11 -1 0 5 6 -2 4 0 -1 -5 1 -2 0 -9 1 0 0 -12 -10 1 0 -1 -13 1 1 12 -1 0"
"06005",1,"73 573 6 1 5 -4 10 0 7 3 -1 -7 -4 1 -9 0 -5 -3 -10 -1 -1 3 2 7"
"47049",1,"1093 421 0 3 4 4 7 -1 1 -6 -4 -3 -1 -6 -5 -1 -1 0 1 2 -2 8"
"20031",1,"777 468 0 9 13 0 0 -1 0 -13 -13 0 0 5"
"26023",1,"1064 628 13 1 1 -11 -10 -1 -2 -1 -2 12"
"51031",1,"1256 480 5 2 1 2 4 -5 4 -2 -2 -7 -5 0 -7 1 -3 -3 3 12"
"39105",1,"1161 534 14 1 1 -3 0 -5 -4 -4 0 2 -3 3 -2 -3 0 2 -7 0 1 7"
"54067",1,"1203 514 3 2 4 0 2 -6 5 -3 -6 -8 -5 0 -4 4 -2 -1 -5 2 8 7 0 3"
"40053",1,"715 425 9 0 9 0 0 -15 -18 0 0 15"
"46115",1,"706 729 19 -1 0 -3 -1 -19 -19 0 0 10 1 13"
"50027",1,"1377 749 -1 2 4 4 1 -1 16 -2 -2 -3 0 -4 -1 -1 1 -13 -6 -2 -4 1 -1 1 2 3 -2 4 1 8 -4 0 0 3 -4 0"
"48455",1,"797 199 -3 3 0 4 14 13 2 -3 2 -6 -3 -4 -8 -8 -4 1"
"35001",1,"447 369 -3 10 28 -4 0 -6 -1 -3 3 -4 -8 1 0 1 -8 1 -1 -1 -9 1 -1 4"
"13205",1,"1144 243 4 1 1 -4 1 -9 -4 -1 -8 -1 -4 0 4 9 5 2 1 3"
"21147",1,"1107 440 6 4 1 -1 0 -6 4 -6 -1 0 -15 -2 5 11"
"21191",1,"1099 510 4 1 4 3 1 -2 2 -8 -8 -3 -3 9"
"21215",1,"1087 481 -2 -3 -6 -2 -3 2 1 5 0 1 10 -3"
"30041",1,"448 888 -2 -16 0 -4 -1 -2 -2 -9 -5 0 1 3 -3 4 -19 3 0 -3 -3 0 4 28 30 -4"
"31175",1,"689 601 12 -1 0 -12 -13 0 1 13"
"48069",1,"581 348 11 0 5 -1 -1 -16 -3 1 -13 0 1 16"
"24043",1,"1276 569 -5 1 -4 -3 -1 4 7 1 17 3 -2 -4 -1 -11 -1 -1 -4 6 -3 4 -3 0"
"21133",1,"1158 461 5 -2 -4 -3 0 -3 -4 -3 -2 1 -5 -1 2 7 5 4 3 0"
"34033",1,"1346 590 2 -3 5 -1 4 -2 0 -5 -5 3 -4 -9 -1 1 -3 2 1 5 -2 2 3 7"
"51680",1,"1258 484 3 -2 -5 -2 2 4"
"05125",1,"863 344 0 3 10 0 3 -3 9 -6 3 0 0 -3 -4 -2 -6 0 -2 -2 -4 3 -1 4 -5 1 0 5 -3 0"
"54053",1,"1172 523 5 -6 -5 -2 -2 -2 1 -5 -6 4 1 1 -2 6 2 2 1 4 2 3 3 -3 0 -2"
"54021",1,"1196 532 6 4 2 0 1 -3 4 -3 -3 -1 -7 -8 -2 3 1 2 -2 6"
"28063",1,"923 240 7 0 9 -2 0 -4 0 -3 -13 -1 -4 2 -1 3 -1 4 3 1"
"38079",1,"674 866 16 0 0 -10 0 -7 -16 1 0 6 0 10"
"30103",1,"479 791 15 -1 0 -4 3 0 -1 -10 2 0 -1 -9 -6 3 -6 1 -2 4 2 3 -1 4 -5 9"
"21049",1,"1110 484 5 3 4 -6 0 -4 -3 0 -7 1 1 6"
"26005",1,"1049 652 6 0 1 -12 -6 -1 -34 -4 1 3 -2 6 0 4 34 4"
"47005",1,"1010 411 1 -4 1 -4 -2 -4 3 -4 -1 -3 0 -1 -6 1 -1 -1 -1 11 3 5 0 4 3 0"
"27015",1,"805 701 3 -2 7 -4 3 -3 1 -5 -13 -1 -7 0 0 3 0 4 7 0 -1 8"
"47137",1,"1096 429 6 0 2 -2 -7 1 -4 -4 0 -3 -5 4 0 3 8 1"
"51109",1,"1279 509 2 5 3 1 4 0 3 0 5 -3 -1 -11 -9 5 -7 3"
"18145",1,"1056 537 0 2 9 1 1 -9 -1 -4 -8 -1 -1 11"
"39049",1,"1142 565 1 -7 -1 -5 -11 -1 -2 9 1 2 1 1 11 1"
"49021",1,"260 496 4 20 44 -8 -1 -10 -4 0 -3 -2 -2 -9 -6 1 0 -2 -4 0 -6 1 0 2 -6 1 0 3 -3 1 -13 2"
"32009",1,"140 533 2 -1 23 17 11 -20 -9 -37 -14 22 -13 19"
"26083",1,"951 816 -18 7 4 11 4 -1 15 11 7 3 33 -15 2 -22 -23 -2 0 -1 -7 0 0 3 -5 0 -12 6"
"49039",1,"342 564 10 -2 0 -4 -2 -8 -1 0 -3 -16 -15 3 -4 1 1 10 3 2 5 -1 1 3 2 8 4 1 -1 3"
"20093",1,"618 476 12 -1 1 0 -1 -16 0 -3 -13 0 0 4 1 16"
"12009",1,"1263 146 -2 6 -4 3 0 7 10 1 5 -5 3 -6 -1 -7 2 -6 5 -7 -4 -3 -11 -1 -3 18"
"18105",1,"1038 524 7 0 2 -10 1 0 0 -2 -10 -1 0 6 -1 6 1 1"
"19117",1,"843 579 6 0 6 0 1 -10 -13 0 0 10"
"21239",1,"1097 488 3 -3 -1 -4 -1 -5 -2 0 0 3 -3 5 4 4"
"45053",1,"1226 296 7 8 5 -2 2 -6 0 -4 -2 -2 -2 -5 4 -3 5 -1 -1 -3 -4 1 -3 2 -4 0 -1 4 0 4 -6 7"
"48043",1,"568 177 7 -7 -3 -3 -8 -1 -1 -3 -7 -11 -1 -3 -8 -10 -8 2 -5 6 -5 1 -2 3 3 42 12 8 26 -24"
"45065",1,"1180 341 -2 2 2 3 6 0 4 -2 5 -1 -3 -1 1 -3 -1 -3 3 -6 -4 3 -4 5 -7 3"
"45087",1,"1200 380 8 -2 -1 -1 3 -8 1 -3 -4 -1 -3 1 -7 2 1 9 2 3"
"27103",1,"808 699 4 0 18 0 0 -4 -2 -4 -1 -3 -9 4 -3 3 -7 4"
"55075",1,"971 740 -1 13 9 0 0 3 5 -2 3 -4 -1 -4 -1 -5 6 0 -2 -6 2 -3 6 0 -3 -3 -4 -10 -1 9 -10 0 -2 6 -3 0 0 6 -3 0"
"53011",1,"100 846 3 2 6 0 4 -1 3 2 -6 -18 -4 2 -7 6 1 2 0 5"
"55099",1,"912 758 9 1 7 0 0 -3 1 -12 0 -6 -16 -2 -1 10 0 12"
"18103",1,"1045 583 0 3 6 0 2 -12 2 0 0 -3 -8 -1 -2 13"
"20053",1,"706 494 15 0 0 -10 0 -3 -16 1 0 6 1 6"
"22123",1,"915 281 5 0 -2 -5 0 -4 -2 -6 -5 -1 -1 3 1 7 4 6"
"12077",1,"1133 203 -2 -3 2 -6 5 -4 -15 -2 0 -1 -4 2 0 6 2 3 0 5 2 7 2 -2 8 -5"
"20083",1,"674 473 0 -6 0 -7 -19 1 0 3 0 10 19 -1"
"20119",1,"654 445 4 0 0 -4 -1 -14 -15 1 0 14 0 3 12 0"
"21149",1,"1024 457 -4 2 2 2 11 -4 -1 -5 -6 -2 -1 2 -1 5"
"28001",1,"919 235 2 0 1 -3 4 -2 1 -9 -5 0 -4 -2 -1 -3 -3 -2 2 4 -1 2 2 2 -2 5 2 0 2 8"
"28057",1,"999 340 6 1 6 0 0 -5 -1 -9 -10 -1 -1 14"
"21073",1,"1092 493 3 0 2 -5 -4 -4 -5 0 0 8 4 1"
"23009",1,"1486 833 5 -10 -3 -1 8 -16 3 -4 -2 -3 -2 -1 0 -5 -3 -4 -4 -2 -3 3 -4 -2 -5 2 0 10 -3 8 9 5 -4 7 3 2 -2 3 3 1 -2 4 6 3"
"23013",1,"1462 791 3 2 9 -4 2 1 5 -2 4 2 3 -3 -4 -9 -1 -4 -3 0 -4 3 -4 -4 -5 2 -1 5 2 2 -3 5 -3 1 0 3"
"13217",1,"1137 320 3 5 0 3 8 -4 0 -3 -4 -5 0 -1 -3 2 -4 3"
"46049",1,"684 729 22 0 -1 -13 -15 1 -7 0 1 12"
"26061",1,"951 816 12 -6 5 0 0 -3 7 0 0 -5 -10 -5 -2 -3 -3 -1 1 -15 -8 -1 0 10 1 3 -3 26"
"30061",1,"290 860 8 -2 7 -5 0 -3 4 -2 4 -6 2 -4 -3 -2 -1 -8 -3 0 -6 5 0 4 -2 1 -5 12 -4 3 0 1 -4 5 3 1"
"47051",1,"1064 378 3 1 7 -2 2 -2 1 -8 -13 -2 -1 0 0 5 1 8"
"22029",1,"914 235 5 0 -2 -8 -2 0 2 -5 -2 -2 1 -2 -2 -4 -2 -7 0 -1 0 1 -2 2 1 5 -5 3 -1 8 0 4 4 2 0 3 5 1"
"22063",1,"936 196 11 0 0 -6 3 -4 0 -3 -2 -3 -3 1 -2 -2 -6 6 -3 2 0 7 2 2"
"25009",1,"1443 730 2 -5 4 1 2 -3 -2 -4 0 -5 -7 -3 -3 2 -4 4 -4 2 0 3 2 3 4 4 6 1"
"46019",1,"596 733 0 -6 -1 -16 -16 1 -7 1 -6 -1 2 16 1 7 27 -2"
"08035",1,"522 515 -8 1 3 4 6 11 11 -1 -2 -16 -10 1"
"45079",1,"1230 360 -1 -3 5 -3 3 1 0 -3 2 -8 0 -2 -9 1 -4 2 -2 5 -3 2 -4 0 -2 3 0 2 3 -1 4 1 8 3"
"18095",1,"1056 558 0 6 8 1 1 -11 0 -5 -7 -1 -2 10"
"40099",1,"735 333 7 0 0 5 6 0 3 -2 0 -3 -2 0 0 -6 -1 0 -3 1 -10 0 0 5"
"54009",1,"1199 584 3 1 2 -9 -5 0 1 5 -1 3"
"54013",1,"1192 532 4 0 2 -6 -1 -2 2 -3 -1 -2 -1 -2 -7 10 2 5"
"51021",1,"1201 466 7 4 4 -5 -1 -3 -6 -3 -3 1 -4 -5 -2 2 4 4 1 5"
"30111",1,"478 792 1 -1 5 -9 1 -4 -2 -3 -4 0 -6 -4 -4 0 -1 -4 -1 -10 -3 1 -4 -2 -8 1 -5 6 -1 3 2 10 0 6 4 0 9 -1 1 3 2 1 7 -1 3 5 4 -1 0 4"
"54043",1,"1171 504 4 -1 3 0 0 -4 -3 -4 1 -3 -7 -3 -3 -1 3 3 -3 4 0 3 1 4 4 2"
"06033",1,"34 625 4 -1 -3 -7 -1 -2 1 -3 5 -3 -1 -5 3 -6 -2 -2 0 -2 -4 -3 -5 0 -3 8 -3 3 0 4 -2 3 1 3 3 2 0 7 1 3 5 0 1 1"
"13131",1,"1138 229 8 1 2 -5 1 -9 -6 -1 -3 0 -2 14"
"08021",1,"495 439 -9 1 -13 1 -5 9 1 7 18 -2 0 -2 8 -1 -1 -9 1 -4"
"49037",1,"356 477 5 3 3 6 2 2 4 0 4 3 3 4 3 1 1 4 -3 5 1 4 27 -4 -1 -12 -1 -10 -3 -15 -2 -18 -27 4 -22 4 -19 3 7 2 4 0 5 2 3 5 2 0 4 7"
"18133",1,"1026 542 9 1 1 -9 1 -1 -1 -5 -7 0 -2 0 0 4 -1 10"
"16047",1,"271 693 -1 0 2 11 13 -3 -3 -13 -2 -7 -5 2 -1 7 -3 3"
"47167",1,"952 371 -1 0 -2 1 3 -1"
"47167",2,"969 372 -5 -1 -12 0 0 4 4 2 3 3 5 1 4 -2 1 -7"
"22121",1,"918 189 2 1 3 5 1 0 -1 -2 4 -3 -1 -5 3 -2 -5 0 -6 6"
"29171",1,"856 558 10 0 2 -9 -5 0 0 2 -14 -1 -1 7 8 1"
"56039",1,"385 731 1 7 10 -2 -1 -3 8 -1 2 -3 -1 -3 3 -6 0 -6 1 -4 -3 -20 0 -3 -8 1 0 -3 -7 1 0 -2 -6 1 0 3 -6 1 1 6 3 18 3 18"
"55043",1,"905 648 2 1 9 5 2 2 6 1 1 -14 0 -11 -5 -1 -3 5 -5 1 -4 2 -3 9"
"38059",1,"658 781 3 -3 -1 -4 -6 -2 -3 1 -3 -4 0 3 -6 1 0 9 -11 1 1 3 -10 0 1 10 8 -1 21 -1 3 -10 3 -3"
"37041",1,"1337 454 0 2 3 3 0 -5 2 -4 5 0 0 -2 -5 -3 -3 1 -2 4 0 4"
"37021",1,"1175 410 4 -4 2 -5 2 -1 -2 -3 -3 1 -3 -2 -8 -2 -2 1 0 4 -4 4 3 0 8 6 3 1"
"06063",1,"78 635 4 3 -3 4 0 4 5 -2 7 -2 -2 -6 5 -2 4 2 4 -3 5 -8 3 -2 0 -2 2 -3 -2 -7 -1 -1 -14 3 -5 4 -5 -4 -3 -1 -1 2 -4 10 -1 0 1 6 2 3 -1 2"
"51730",1,"1309 485 1 1 0 -3 -1 2"
"50023",1,"1384 776 6 -1 -2 -9 -1 -3 -4 0 -1 -6 -2 1 -4 0 -2 3 1 11 4 -1 1 4 3 -2 1 3"
"46093",1,"581 695 0 4 -3 0 1 13 16 -1 1 16 25 -2 -2 -19 -3 -3 -4 1 -2 -4 -2 -7 -27 2"
"18097",1,"1056 547 0 -8 0 -2 -8 -1 -2 -1 -1 11 2 0 9 1"
"05017",1,"914 301 6 1 1 -1 3 -4 0 -6 2 -5 -3 -4 0 -1 -3 0 -5 0 -1 0 0 14 0 6"
"13021",1,"1150 300 2 -2 5 -1 -2 -7 -3 1 -4 0 -3 4 5 5"
"05115",1,"859 379 7 0 4 0 0 -6 -1 -3 0 -11 -1 0 -7 0 -5 5 0 5 2 0 1 5 0 5"
"51175",1,"1313 466 12 12 2 2 2 -3 -2 -8 0 -1 1 -1 0 -3 1 -1 -8 -1 -3 -1 -2 0 -3 5"
"48183",1,"807 261 9 4 0 -8 4 -1 -2 -1 -11 0 0 6"
"36087",1,"1372 653 4 -6 1 -5 -10 3 -1 0 6 8"
"05089",1,"867 393 0 14 1 1 2 0 7 0 0 -5 4 -11 -12 0 -2 1"
"51800",1,"1328 467 9 12 2 2 1 -1 0 -2 0 -2 1 -10 -2 0 -11 -2 0 3"
"08041",1,"522 515 10 -1 17 -1 -1 -10 -1 -13 -25 2 1 5 0 6 -2 3 1 9"
"29187",1,"929 469 2 -3 4 2 3 -2 -4 -4 8 -8 3 1 -1 -2 -11 0 -3 0 -1 3 0 13"
"48475",1,"540 238 9 -1 16 -1 1 0 -1 -14 -2 0 -5 4 -6 0 -8 3 -1 7 -3 2"
"08061",1,"605 490 -1 -13 -20 1 -19 1 -3 1 1 9 9 -1 1 4 32 -2"
"48487",1,"671 319 1 12 2 1 4 -1 2 -3 0 -4 7 -1 0 -14 -16 1 0 9"
"41015",1,"26 757 7 -2 2 -3 -2 -8 4 0 3 2 3 0 2 -1 -4 -5 -3 -4 -3 1 -2 -5 3 -1 1 -5 -2 -3 -1 -5 -13 4 -1 3 0 5 1 7 -1 4 4 4 -4 8 6 4"
"08119",1,"514 516 8 -1 -1 -9 2 -3 0 -6 -9 1 -2 2 2 16"
