"rank","name","people","pct_white","pct_black","pct_aian","pct_asian","pct_twoplus","pct_hispanic","also_a_first_name"
95,"ALVAREZ",229446,5.43004,0.707356,0.386583,1.41079,0.347358,91.7179,TRUE
96,"HUGHES",226912,75.5068,15.7634,0.50372,0.661049,4.13112,3.43393,TRUE
97,"PRICE",225734,71.0779,19.9469,0.639248,0.645893,4.48803,3.202,TRUE
98,"JIMENEZ",225722,4.24903,0.421758,0.242333,1.63918,0.353089,93.0946,TRUE
99,"ROSS",224952,66.0096,23.9909,0.841513,0.753939,4.55208,3.85193,TRUE
100,"LONG",223485,76.6168,11.7994,1.25601,3.04539,4.11884,3.16352,TRUE
101,"TRAN",223440,1.49391,0.197368,0.02372,95.3562,1.971,0.957752,TRUE
102,"SANDERS",221987,58.0399,32.1771,0.772117,0.555438,4.86515,3.5903,TRUE
103,"MYERS",220983,81.4723,10.3135,0.490083,0.657969,3.94917,3.11698,TRUE
104,"FOSTER",218824,67.0013,23.1789,0.807498,0.7193,4.61375,3.67921,TRUE
105,"POWELL",216911,64.2374,26.7455,0.580883,0.616843,4.5816,3.23773,TRUE
106,"JENKINS",213644,55.6847,35.584,0.556533,0.524705,4.66102,2.98908,TRUE
107,"SULLIVAN",212701,85.103,6.94402,0.516218,0.700984,3.30041,3.43534,TRUE
108,"RUSSELL",211729,73.9407,16.5348,0.967747,0.67917,4.39807,3.47945,TRUE
109,"PERRY",211657,65.5754,24.5312,0.772949,0.733734,4.5706,3.81608,TRUE
110,"COLEMAN",211259,47.6439,43.1087,0.461992,0.511221,5.01564,3.25856,TRUE
111,"HENDERSON",210128,57.3075,32.9447,0.795705,0.586785,4.848,3.51738,TRUE
112,"BUTLER",208167,60.2531,30.439,0.779182,0.631224,4.51753,3.37998,TRUE
113,"ROMERO",208066,8.55402,0.549345,0.737747,1.52404,0.575779,88.0591,TRUE
114,"GONZALES",207620,9.96291,1.04325,0.839514,4.59686,0.92862,82.6288,TRUE
115,"FISHER",206799,80.0695,11.2854,0.702131,0.674568,3.94248,3.32593,TRUE
116,"BARNES",206431,61.7606,28.9099,0.729057,0.626844,4.63545,3.33816,TRUE
117,"VASQUEZ",201992,5.45863,0.623787,0.340608,0.8936,0.347043,92.3363,TRUE
118,"JORDAN",200984,58.4803,30.2487,0.707021,0.6707,4.60932,5.284,TRUE
119,"SIMMONS",199853,55.4953,35.2029,0.577925,0.612951,4.80103,3.30993,TRUE
120,"ALEXANDER",197734,55.1913,33.3493,0.690321,1.55006,4.9516,4.26735,TRUE
121,"PATTERSON",197137,64.5465,26.1519,0.608206,0.606685,4.55064,3.53612,TRUE
122,"HAMILTON",194450,67.4621,23.1859,0.70198,0.682438,4.44022,3.52738,TRUE
123,"GRAHAM",194159,67.2088,23.5657,0.680885,0.642257,4.31605,3.58624,TRUE
124,"MORENO",192910,6.39262,0.557773,0.403297,0.866207,0.39604,91.3841,TRUE
125,"REYNOLDS",191703,77.9101,12.9377,0.644226,0.676567,4.29884,3.53255,TRUE
126,"GRIFFIN",191130,61.2955,29.9466,0.455711,0.600115,4.50845,3.19364,TRUE
127,"WEST",189360,72.4836,17.8369,0.783164,0.636882,4.67153,3.58787,TRUE
128,"WALLACE",189325,66.4936,24.0222,0.671861,0.67503,4.49703,3.6403,TRUE
129,"COLE",187989,71.742,19.0479,0.678763,0.704297,4.48962,3.33743,TRUE
130,"CASTRO",187649,7.2124,0.741278,0.256863,4.22917,0.751936,86.8083,TRUE
131,"HERRERA",186848,5.25614,0.39872,0.583897,1.13247,0.38427,92.2445,TRUE
132,"MEDINA",186456,5.94242,0.714378,0.321792,2.12168,0.533638,90.3661,TRUE
133,"HAYES",186445,66.9415,23.9658,0.739092,0.615731,4.52251,3.21543,TRUE
134,"FERNANDEZ",185352,7.90766,1.19502,0.190448,5.88826,1.04396,83.7747,TRUE
135,"BRYANT",184727,56.0064,34.6149,0.855858,0.494784,4.90995,3.11811,TRUE
136,"GIBSON",182917,69.25,21.4403,0.896582,0.61558,4.56382,3.23371,TRUE
137,"ELLIS",182308,67.3503,23.0983,0.580337,0.657678,4.53573,3.77767,TRUE
138,"AGUILAR",180700,4.46597,0.312673,0.524073,1.89209,0.390703,92.4145,TRUE
139,"MURRAY",179133,72.3038,18.6186,0.54708,0.74414,4.04783,3.73856,TRUE
140,"FORD",178559,59.8357,30.7383,0.600922,0.625564,4.74521,3.45432,TRUE
141,"STEVENS",177585,78.5765,11.4463,1.20506,0.805248,4.1749,3.79199,TRUE
142,"MARSHALL",175713,63.5986,26.6708,0.873584,0.705127,4.57109,3.58084,TRUE
143,"OWENS",175160,63.3769,27.4503,0.747317,0.529801,4.77107,3.12457,TRUE
144,"VARGAS",174429,5.6298,0.571579,0.192055,1.00843,0.38927,92.2089,TRUE
145,"MCDONALD",172700,73.4829,17.1395,0.744065,0.681529,4.16503,3.78691,TRUE
146,"HARRISON",172637,66.0895,23.8738,1.27898,0.670772,4.44806,3.63885,TRUE
147,"WOODS",172463,55.8456,34.2839,0.838441,0.563599,5.08167,3.38681,TRUE
148,"WASHINGTON",172075,5.81839,83.5845,0.650879,0.434113,6.04446,3.46767,TRUE
149,"KENNEDY",171457,78.0283,13.2756,0.596651,0.751792,3.85986,3.48775,TRUE
150,"GUZMAN",170696,4.46466,0.527839,0.168135,1.43882,0.369077,93.0315,TRUE
151,"WANG",169987,3.17201,0.472977,0.0158836,94.5508,1.37246,0.415914,TRUE
152,"WELLS",169750,70.9915,19.6677,0.845361,0.658027,4.44418,3.39323,TRUE
153,"HENRY",166610,58.1076,30.9057,1.773,1.06656,4.31547,3.8317,TRUE
154,"LI",165790,2.14549,0.45057,0.0199047,95.9847,0.869172,0.530189,TRUE
155,"MENDEZ",165623,4.83568,0.965446,0.298872,0.592309,0.330268,92.9774,TRUE
156,"SINGH",163612,4.65125,3.46246,0.937584,85.3091,3.37078,2.26878,TRUE
157,"SILVA",162724,31.8877,2.51776,0.363806,2.47228,2.19574,60.5627,TRUE
158,"WEBB",162492,72.6307,18.5357,0.632647,0.605568,4.29129,3.30416,TRUE
159,"FREEMAN",162107,62.6216,27.8384,0.850673,0.614409,4.78449,3.29042,TRUE
160,"TUCKER",160581,67.1063,23.773,0.676294,0.560465,4.54163,3.34224,TRUE
161,"CRAWFORD",159143,66.106,24.7381,0.684919,0.612028,4.60781,3.25116,TRUE
162,"BURNS",159111,77.4283,13.8626,0.713338,0.710196,3.88911,3.39637,TRUE
163,"GORDON",157985,60.9514,29.161,0.651328,0.789948,4.34282,4.10355,TRUE
164,"MUNOZ",156875,5.171,0.377371,0.232032,1.08622,0.34996,92.7834,TRUE
165,"PORTER",156720,66.2296,24.2662,0.647014,0.710184,4.64012,3.50689,TRUE
166,"OLSON",156271,92.0587,0.330836,0.688547,0.808851,3.04471,3.06839,TRUE
167,"SIMPSON",156097,67.9603,22.5802,0.712378,0.67394,4.60675,3.46643,TRUE
168,"HUNTER",155740,58.2073,31.8203,0.945807,0.653011,4.88121,3.49236,TRUE
169,"SHAW",155184,69.4421,20.4834,0.719146,1.72054,4.2775,3.3573,TRUE
170,"DIXON",154538,51.8889,38.3589,0.898808,0.550027,4.8137,3.48976,TRUE
171,"MASON",153847,65.9129,24.59,0.709796,0.685096,4.56102,3.54118,TRUE
172,"SNYDER",152979,91.0406,1.45706,0.529484,0.756313,3.22724,2.9893,TRUE
173,"HUNT",152764,70.8734,16.5039,3.72535,0.771779,4.71577,3.40983,TRUE
174,"HICKS",151942,64.5279,26.135,0.902318,0.562057,4.72022,3.15252,TRUE
175,"BLACK",151439,71.0629,19.2454,1.34245,0.686745,4.30008,3.36241,FALSE
176,"PALMER",151165,71.9029,18.4844,0.724374,0.684682,4.24305,3.96057,TRUE
177,"SALAZAR",150906,6.07265,0.352537,0.51489,1.88859,0.467841,90.7035,TRUE
178,"HOLMES",150877,54.7201,36.0101,0.709187,0.557408,4.59447,3.40874,TRUE
179,"ROSE",149763,78.3705,11.6798,0.610298,0.961519,4.20731,4.17059,TRUE
180,"FOX",149757,84.963,5.78871,0.9669,0.790614,3.87227,3.61853,TRUE
181,"WAGNER",149267,89.5442,2.64894,0.475658,0.738944,3.1581,3.43411,TRUE
182,"BOYD",147346,60.8052,29.6879,1.02141,0.666459,4.64349,3.17552,TRUE
183,"MEYER",147096,91.8971,0.59213,0.293006,0.819873,3.05447,3.34339,TRUE
184,"STONE",147006,82.4449,8.10171,0.904725,0.906085,4.13521,3.50734,TRUE
185,"ROBERTSON",146630,70.7277,20.0375,0.861352,0.70995,4.27402,3.38948,TRUE
186,"WARREN",145946,67.3263,23.497,0.716018,0.695463,4.45576,3.30944,TRUE
187,"MILLS",145448,74.5675,16.4657,0.800974,0.640091,4.22763,3.29809,TRUE
188,"SOTO",145165,5.42279,0.633762,0.263838,0.51872,0.35408,92.8068,TRUE
189,"GARZA",144658,7.20251,0.297253,0.312461,0.284118,0.335274,91.5684,TRUE
190,"SANTOS",144026,19.4215,2.61133,0.274256,14.1176,2.22182,61.3535,TRUE
191,"VAZQUEZ",143372,3.92336,0.408029,0.0913707,0.23854,0.242028,95.0967,TRUE
192,"RICE",142463,74.6734,16.2386,0.716677,0.671051,4.28532,3.41492,TRUE
193,"SCHMIDT",142290,92.2651,0.477897,0.356315,0.838429,2.7444,3.31787,FALSE
194,"DANIELS",141286,52.7462,37.119,0.790595,0.678057,4.9099,3.75621,TRUE
195,"WEAVER",140670,81.9805,9.50949,1.02296,0.645482,3.87787,2.96367,TRUE
196,"GRANT",139862,52.6555,37.2846,1.03888,0.687106,4.49658,3.83735,TRUE
197,"STEPHENS",139485,70.6313,20.0789,0.625157,0.631609,4.48005,3.55307,TRUE
198,"FERGUSON",139234,71.7289,18.7569,0.586064,0.789319,4.49316,3.64566,TRUE
199,"YANG",139210,1.89354,0.344803,0.0308886,95.9859,1.27505,0.469794,TRUE
200,"LE",138532,1.67543,0.262755,0.0259868,95.0279,2.14102,0.866948,TRUE
201,"RYAN",137599,88.8524,2.95642,0.395352,0.995647,3.14392,3.65628,TRUE
202,"GARDNER",137379,72.1311,19.123,0.644931,0.692973,4.11781,3.29017,TRUE
203,"KELLEY",137250,80.2827,10.7038,0.626594,0.673953,4.4612,3.25173,TRUE
204,"DUNN",137243,77.1478,13.9854,0.594566,0.894035,4.01988,3.35828,TRUE
205,"PAYNE",137217,69.006,21.7393,0.53419,0.580103,4.72828,3.41211,TRUE
206,"NICHOLS",136692,79.339,11.6664,0.653294,0.662072,4.25994,3.41937,TRUE
207,"HAWKINS",135632,58.8895,31.6437,0.67462,0.601628,4.71054,3.48,TRUE
208,"SPENCER",135510,66.8401,22.6677,1.31577,0.867833,4.579,3.72961,TRUE
209,"PENA",135370,5.5485,0.605747,0.320603,1.17456,0.401862,91.9487,TRUE
210,"HANSEN",135050,91.3121,0.585709,0.482784,0.901148,3.09959,3.61866,TRUE
211,"ALVARADO",133053,4.71692,0.393076,0.296123,0.702727,0.307396,93.5838,TRUE
212,"KNIGHT",132682,69.4435,21.0458,0.860705,0.689619,4.35703,3.60335,TRUE
213,"PIERCE",132277,77.8261,12.4534,0.951035,0.700802,4.4679,3.60078,TRUE
214,"ARNOLD",132160,78.29,12.9896,0.534958,0.698396,4.11622,3.37091,TRUE
215,"PETERS",132098,79.5364,10.5217,1.22863,1.24453,3.81611,3.65259,TRUE
216,"ELLIOTT",131897,78.3376,12.8851,0.586822,0.677043,4.28516,3.22828,TRUE
217,"HART",131550,77.8655,13.2398,0.611935,0.732801,4.06537,3.48461,TRUE
218,"BRADLEY",130526,66.1669,24.5652,0.802139,0.606776,4.53166,3.32731,TRUE
219,"RAY",130289,71.227,17.0882,0.890328,2.71627,4.60822,3.46998,TRUE
220,"HUDSON",129935,64.0636,26.7711,0.803479,0.647247,4.55997,3.15465,TRUE
221,"ARMSTRONG",129826,69.6555,20.4335,0.881179,0.690925,4.50064,3.83821,TRUE
222,"DUNCAN",129708,72.9477,17.3251,0.959077,0.627563,4.56795,3.57264,TRUE
223,"LANE",129618,73.8408,16.7238,0.923483,0.779213,4.33659,3.39613,TRUE
224,"RILEY",129431,69.6394,21.1935,0.814334,0.601092,4.18447,3.56715,TRUE
225,"ANDREWS",129205,68.81,21.1594,1.0673,1.01931,4.30711,3.63686,TRUE
226,"CARROLL",129163,80.043,11.1611,0.662728,0.738602,4.03908,3.35545,TRUE
227,"DELGADO",128967,5.98138,0.847504,0.197725,0.976994,0.410182,91.5862,TRUE
228,"NUNEZ",128895,5.22751,0.815392,0.271539,1.01478,0.349897,92.3209,TRUE
229,"CUNNINGHAM",128869,70.6012,20.5876,0.476453,0.68364,4.02967,3.62151,FALSE
230,"GEORGE",127488,61.2866,18.4582,2.14922,10.0488,3.86076,4.19647,TRUE
231,"BERRY",127443,67.8468,22.6431,0.692859,0.820759,4.56832,3.4282,TRUE
232,"LIU",127257,2.3315,0.383476,0.0204311,95.2946,1.41132,0.558712,TRUE
233,"RIOS",126386,5.51406,0.52221,0.352096,0.547529,0.350514,92.7136,TRUE
234,"MATTHEWS",126328,60.7165,30.0472,0.507409,0.782883,4.54452,3.40146,TRUE
235,"PERKINS",126147,66.8419,23.7477,0.646072,0.67461,4.65964,3.43013,TRUE
236,"RICHARDS",126138,75.1082,15.0549,0.982258,0.874439,4.01148,3.96867,TRUE
237,"JOHNSTON",126068,88.3119,2.46454,0.722626,0.835264,3.92249,3.74322,TRUE
238,"SANTIAGO",125697,5.75193,1.5418,0.159113,5.00967,0.790791,86.7467,TRUE
239,"CONTRERAS",125396,4.60541,0.335736,0.262369,0.712144,0.286293,93.798,TRUE
240,"GUERRERO",125229,4.99565,0.456763,0.277891,2.48185,0.570954,91.2169,TRUE
241,"ESTRADA",125185,4.92551,0.528817,0.273196,1.88361,0.440149,91.9487,TRUE
242,"WILLIS",125122,59.5723,30.2872,1.16926,0.691325,4.98154,3.29838,TRUE
243,"ORTEGA",124833,5.35916,0.41896,0.452605,1.3458,0.394127,92.0294,TRUE
244,"SANDOVAL",124812,5.62526,0.282024,1.74342,0.669006,0.414223,91.2661,TRUE
245,"HOFFMAN",124557,91.3293,1.27733,0.533892,0.825325,2.90951,3.12467,TRUE
246,"LAWRENCE",124450,65.5275,24.2716,0.931298,0.989152,4.56489,3.71555,TRUE
247,"CARPENTER",124364,82.9886,8.34486,0.59744,0.693127,4.07996,3.29597,TRUE
248,"GREENE",122836,65.02,25.8792,0.685467,0.648018,4.47019,3.29708,TRUE
249,"CHAPMAN",122597,76.7042,14.1545,0.745532,0.709642,4.12816,3.558,TRUE
250,"VALDEZ",122442,6.69215,0.562715,0.748109,3.78547,0.743209,87.4684,TRUE
251,"WATKINS",122315,59.5528,31.2227,0.577198,0.53632,4.91027,3.20075,TRUE
252,"ZHANG",122053,2.38749,0.514531,0.0196636,96.2279,0.567786,0.282664,TRUE
253,"MALDONADO",119954,5.32037,0.645247,0.258432,0.350968,0.326792,93.0982,TRUE
254,"WHEELER",119866,77.7235,13.0212,0.857624,0.69828,4.2681,3.43133,TRUE
255,"HARPER",119191,65.2742,25.4457,0.618335,0.626725,4.64129,3.39371,TRUE
256,"BURKE",118342,83.2139,8.59289,0.443629,0.805293,3.35553,3.58875,TRUE
257,"LARSON",117441,92.2293,0.464063,0.607113,0.90769,2.89507,2.89677,TRUE
258,"VEGA",116828,5.84107,0.653097,0.265347,0.854247,0.426268,91.96,TRUE
259,"LIN",116776,2.00555,0.318559,0.0265466,95.7209,1.41896,0.509523,TRUE
260,"DOMINGUEZ",116738,5.25022,0.451438,0.340934,1.21469,0.351214,92.3915,TRUE
261,"OBRIEN",115547,91.1032,1.32154,0.302907,0.964975,2.92781,3.37958,TRUE
262,"MORRISON",115546,75.8088,14.7076,0.956329,0.768525,4.15938,3.59943,TRUE
263,"CARLSON",115532,91.881,0.509815,0.515009,0.861233,3.12035,3.11256,TRUE
264,"FRANKLIN",115358,52.1819,37.5639,0.787115,0.74984,5.0781,3.63911,TRUE
265,"CARR",115016,70.8754,20.1615,0.532969,0.64078,4.23854,3.55081,TRUE
266,"JACOBS",114905,71.5426,16.4536,3.33406,0.751055,4.42452,3.49419,TRUE
267,"LAWSON",114522,70.7515,20.4345,0.583294,0.571943,4.49695,3.16184,TRUE
268,"JENSEN",114314,90.9897,0.530994,0.767185,0.869535,2.99176,3.8508,TRUE
269,"LYNCH",114010,79.5009,11.5946,0.958688,0.763968,3.62951,3.55232,TRUE
270,"AUSTIN",113709,64.6185,25.4826,0.734331,0.76599,4.70939,3.68924,TRUE
271,"WONG",112062,3.85322,0.935197,0.0356945,84.6746,5.9949,4.50643,TRUE
272,"BISHOP",112014,81.3059,9.96572,0.488332,0.746335,4.06913,3.42457,TRUE
273,"HARVEY",111716,65.0265,24.7798,1.58348,0.674031,4.53471,3.40148,TRUE
274,"PARK",111265,21.5746,0.767537,0.117737,73.564,2.55696,1.41913,TRUE
275,"MONTGOMERY",110972,65.3904,25.5326,0.579425,0.723606,4.45067,3.32336,TRUE
276,"MEJIA",110790,3.57614,0.6228,0.185937,1.38911,0.300569,93.9254,TRUE
277,"SIMS",109854,51.8716,38.796,0.496113,0.535256,5.01848,3.28254,TRUE
278,"OLIVER",109817,61.7664,26.3293,0.749429,0.876913,4.55667,5.72134,TRUE
279,"DEAN",109762,73.6093,16.4073,0.649587,1.21445,4.49882,3.62056,TRUE
280,"WILLIAMSON",109310,74.3802,16.9426,0.708993,0.606532,4.14326,3.21837,TRUE
281,"REID",109275,56.7769,33.8586,0.543583,0.74674,4.46031,3.61382,TRUE
282,"ROJAS",109184,4.25062,0.457943,0.194168,1.01755,0.307737,93.772,TRUE
283,"JOSEPH",108935,24.2971,55.5175,0.824345,12.1375,3.49199,3.73158,TRUE
284,"GILBERT",108832,75.0772,15.7445,0.68546,0.694649,3.99699,3.80127,TRUE
285,"ESPINOZA",108031,4.49778,0.340643,0.363784,0.489674,0.307319,94.0008,FALSE
286,"HOWELL",107414,76.2861,14.8631,0.683337,0.598618,4.1233,3.44555,TRUE
287,"MCCOY",107288,64.5291,25.9423,0.809969,0.587205,4.51961,3.61177,TRUE
288,"HANSON",106689,89.3729,3.00406,0.615809,0.833263,3.13528,3.03874,TRUE
289,"LUNA",106387,8.19743,0.399485,0.470922,2.03126,0.651395,88.2495,TRUE
290,"WEBER",106260,91.3552,1.42763,0.337851,0.799925,2.85526,3.22417,TRUE
291,"MARQUEZ",106054,5.39819,0.554435,0.383767,3.22194,0.586494,89.8552,TRUE
292,"BURTON",105987,64.908,26.1117,0.474587,0.647249,4.53452,3.32399,TRUE
293,"FULLER",105864,70.7634,20.3412,0.561097,0.759465,4.19973,3.37509,TRUE
294,"ACOSTA",104841,6.51177,0.73063,0.301409,2.58391,0.621894,89.2504,TRUE
295,"PADILLA",104340,6.49895,0.425532,0.87119,2.35864,0.606671,89.239,TRUE
296,"WELCH",103903,80.2537,10.3491,1.05675,0.670818,4.20007,3.46958,FALSE
