"fips","n_wf","n_cb","n_wf_2020","n_cb_2020","has_wf","has_cb","has_wf_2020","has_cb_2020","cat","pop","land_sqmi","ba_pct","density","win2008","dem2008","gop2008","total2008","win2012","dem2012","gop2012","total2012","win2016","dem2016","gop2016","total2016","win2020","dem2020","gop2020","total2020","win2024","dem2024","gop2024","total2024"
"40133",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",23351,632.819,14.8267,36.9,"R",2977,5600,8577,"R",2597,4852,7449,"R",2067,5612,8032,"R",2150,6011,8337,"R",1951,5951,8044
"40135",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",40555,673.577,14.9687,60.2084,"R",4454,9466,13920,"R",4193,9573,13766,"R",3061,10888,14437,"R",3035,12113,15386,"R",2907,12491,15583
"40137",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",44075,870.212,18.8838,50.6486,"R",4538,14394,18932,"R",3939,12907,16846,"R",3084,14166,17886,"R",3154,15560,19057,"R",3236,15092,18620
"40139",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",20577,2041.29,24.4907,10.0804,"R",923,5336,6259,"R",854,4908,5762,"R",855,4615,5771,"R",894,4505,5521,"R",793,4319,5206
"40141",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6736,871.134,18.1605,7.73245,"R",1042,2195,3237,"R",906,1813,2719,"R",657,1944,2706,"R",597,2076,2708,"R",500,2006,2533
"40143",2,3,2,3,TRUE,TRUE,TRUE,TRUE,"both",693514,570.242,33.2307,1216.17,"R",96133,158363,254496,"R",82633,144908,227541,"R",87663,143985,246557,"R",108996,150574,266678,"R",106105,145241,256939
"40145",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",91257,561.916,26.1145,162.403,"R",8810,21441,30251,"R",7773,20848,28621,"R",6711,22967,31246,"R",8464,26165,35338,"R",9330,28487,38501
"40147",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",54060,415.524,30.7341,130.101,"R",6308,16457,22765,"R",5532,15667,21199,"R",5047,15810,22208,"R",5790,17076,23501,"R",5793,16836,23174
"40149",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",10839,1003.09,19.5845,10.8056,"R",1052,3724,4776,"R",821,3482,4303,"R",588,3851,4628,"R",598,4086,4777,"R",551,4030,4652
"40151",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8582,1286.48,32.0916,6.67091,"R",873,3043,3916,"R",670,2725,3395,"R",521,2945,3665,"R",591,2993,3678,"R",614,2955,3638
"40153",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",19991,1242.79,19.2849,16.0856,"R",1350,6404,7754,"R",1129,5936,7065,"R",871,6329,7573,"R",1005,6611,7785,"R",967,6231,7312
"41001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",16750,3067.97,24.414,5.45964,"R",2805,5650,8777,"R",2364,5692,8351,"R",1781,6160,8479,"R",2346,7352,9932,"R",2301,6984,9523
"41003",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",98899,675.208,53.77,146.472,"D",29901,15264,46478,"D",27662,14922,44262,"D",28431,13030,45577,"D",35827,14878,52799,"D",33579,14041,49336
"41005",1,0,1,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",425857,1870.71,39.1886,227.644,"D",103476,83595,191878,"D",94013,87551,185564,"D",90187,79062,182136,"D",139043,110509,257679,"D",126979,103832,237953
"41007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",41043,828.239,25.7493,49.5545,"D",10701,7192,18548,"D",9616,7101,17206,"D",8899,7794,18158,"D",12916,10218,23910,"D",12442,9829,22989
"41009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",54063,658.684,18.3721,82.0773,"D",13390,10413,24768,"D",11843,10645,23298,"R",9959,12967,25077,"R",13835,17150,32221,"R",12865,17184,31094
"41011",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",64326,1596.04,20.568,40.3034,"R",14401,15354,30951,"R",12628,14398,27926,"R",10355,17699,30181,"R",14243,21829,37075,"R",13596,20587,35166
"41013",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27336,2978.93,20.8848,9.17645,"R",3632,6371,10352,"R",3081,6769,10109,"R",2591,8388,11638,"R",3801,11287,15448,"R",3731,11804,15892
"41015",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",22774,1628.4,23.7079,13.9856,"R",5230,6646,12332,"R",4611,6577,11529,"R",4253,7157,12163,"R",6058,8484,14925,"R",5685,7943,14018
"41017",1,0,1,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",211535,3017.61,40.7662,70.1002,"R",38819,39064,79782,"R",34985,40670,77441,"R",40222,43667,90584,"D",65962,55646,125234,"D",65677,53318,122417
"41019",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",112255,5035.68,18.8963,22.2919,"R",20298,30919,52937,"R",17032,30588,49062,"R",13891,34112,51350,"R",19160,43298,64349,"R",18181,41059,60756
"41021",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1971,1204.72,21.9364,1.63606,"R",430,648,1110,"R",371,637,1044,"R",221,632,937,"R",324,834,1178,"R",291,805,1130
"41023",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7093,4527.79,19.2904,1.56655,"R",1006,2785,3909,"R",834,2848,3778,"R",732,3187,4171,"R",929,3545,4596,"R",813,3483,4421
"41025",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7402,10134.4,14.1662,0.730381,"R",950,2595,3683,"R",829,2599,3535,"R",682,2904,3850,"R",894,3475,4481,"R",795,3305,4227
"41027",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",23764,522.194,38.285,45.508,"D",6302,3265,9830,"D",5977,3400,9662,"D",6359,3223,10383,"D",8764,3955,13090,"D",8364,3854,12620
"41029",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",221331,2783.25,29.9948,79.5225,"D",49090,49043,101047,"R",42341,46974,91955,"R",43550,53083,103789,"R",59478,63869,127165,"R",53907,61535,118577
"41031",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",25536,1781.7,21.2134,14.3324,"R",3682,4402,8318,"R",3238,4576,7978,"R",2892,5337,8874,"R",4393,7189,11913,"R",3921,7438,11653
"41033",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",88276,1638.65,18.6125,53.8712,"R",17412,22973,42049,"R",14929,23636,39679,"R",13223,26582,42613,"R",18451,31751,51641,"R",16592,30696,48521
"41035",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",70438,5949.9,20.8403,11.8385,"R",9370,19113,29399,"R",8140,18654,27530,"R",7080,20170,29240,"R",10388,25308,36726,"R",9829,24613,35281
"41037",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",8194,8138.61,19.8042,1.00681,"R",957,2638,3688,"R",769,2801,3676,"R",628,3001,3814,"R",792,3470,4363,"R",670,3367,4130
"41039",1,0,1,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",382396,4554.09,32.9682,83.9676,"D",114037,63835,182910,"D",99891,60979,166176,"D",100497,66218,181072,"D",134366,80336,222253,"D",123957,76149,206547
"41041",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",51212,980.983,28.8977,52.2048,"D",14258,8791,23889,"D",13277,8623,22612,"D",12300,9901,24035,"D",17385,12460,30726,"D",17112,11645,29671
"41043",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",132474,2289.51,20.4372,57.8613,"R",22163,28071,51982,"R",19893,28482,49987,"R",17456,32683,54724,"R",26512,43486,72640,"R",25749,43078,71052
"41045",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",32315,9887.71,14.5973,3.2682,"R",2949,7157,10433,"R",2701,6751,9711,"R",2213,7141,9950,"R",3260,8187,11804,"R",2830,7593,10738
"41047",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",352867,1180.84,25.0074,298.827,"D",61816,59059,124563,"R",54337,58435,115519,"R",48803,54336,110804,"D",80872,79002,165534,"R",73967,77083,155732
"41049",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",12360,2030.53,11.2941,6.08708,"R",1410,2509,4058,"R",1189,2524,3838,"R",1004,2698,3989,"R",1371,3586,5118,"R",1132,3402,4693
"41051",4,0,4,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",795897,431.019,47.7144,1846.55,"D",279696,75171,364710,"D",261222,71947,344614,"D",271754,63055,357762,"D",367249,82995,463659,"D",323969,70231,408474
"41053",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",90549,740.924,31.0195,122.211,"R",17536,17714,36207,"R",15761,17377,33996,"R",15741,18333,37030,"R",22917,23732,48291,"R",21908,23695,47025
"41055",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",2002,823.614,16.0088,2.43075,"R",385,634,1047,"R",317,677,1019,"R",202,726,983,"R",260,921,1208,"R",229,877,1138
"41057",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",27264,1103.18,23.8079,24.7139,"D",7072,5757,13297,"D",6249,5670,12346,"R",5701,6486,13261,"R",8066,8354,16888,"R",7726,7944,16130
"41059",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",80491,3215.45,18.2478,25.0326,"R",9484,15254,25523,"R",8499,15425,24623,"R",7466,16775,26116,"R",10707,21270,33038,"R",9170,20809,30832
"41061",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",26058,2036.94,23.835,12.7927,"R",4613,7581,12594,"R",3943,7608,11905,"R",3221,8378,12465,"R",4254,10298,14944,"R",4043,9872,14364
"41063",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7522,3145.9,31.9722,2.39105,"R",1492,2836,4465,"R",1252,2796,4152,"R",1097,2825,4177,"R",1625,3404,5149,"R",1573,3366,5082
"41065",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",26507,2381.12,22.0458,11.1322,"D",5906,5103,11380,"R",5066,5152,10550,"R",4634,5721,11251,"R",6604,7035,14130,"R",6005,6754,13185
"41067",3,0,3,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",611272,724.272,45.8212,843.981,"D",141544,89185,236632,"D",124431,86551,216473,"D",137818,75903,232034,"D",209940,99073,320326,"D",192641,92427,295038
"41069",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",1456,1716.02,19.9818,0.848474,"R",281,498,812,"R",262,542,841,"R",153,583,792,"R",217,711,965,"R",210,616,863
"41071",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",110886,715.938,29.2595,154.882,"R",20797,21390,43526,"R",18906,21711,41750,"R",18635,22589,45116,"R",27174,29551,58923,"R",25971,29484,57324
"42001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",107914,518.576,24.3832,208.097,"R",17633,26349,44491,"R",14893,26490,41973,"R",14077,31249,47138,"R",18207,37523,56714,"R",19842,40248,60650
"42003",3,1,3,1,TRUE,TRUE,TRUE,TRUE,"both",1231814,729.952,43.8346,1687.53,"D",373153,272347,651436,"D",348151,259304,614671,"D",363017,257488,643173,"D",430759,282913,724800,"D",429916,283595,720504
"42005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",63679,653.321,18.5875,97.4697,"R",11138,18542,30081,"R",8694,19231,28322,"R",6849,22676,30446,"R",8457,27489,36370,"R",8553,28296,37119
"42007",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",165540,434.695,26.7642,380.819,"R",40499,42895,84488,"R",36833,42118,80015,"R",30225,46081,79036,"R",38122,54759,94122,"R",37196,56837,94843
"42009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",47643,1011.99,16.0968,47.0786,"R",6059,16124,22443,"R",4730,16509,21444,"R",3613,19455,23504,"R",4367,23025,27574,"R",4336,23658,28160
"42011",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",439117,856.404,26.8171,512.745,"D",97047,80513,180000,"R",79895,80857,163253,"R",75169,93094,175934,"R",92895,109736,205540,"R",91125,116677,209838
"42013",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",120269,525.067,23.4339,229.055,"R",19813,32708,53102,"R",15516,31500,47631,"R",13093,37224,52029,"R",17636,45306,63595,"R",18127,46352,64949
"42015",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",59699,1147.38,20.023,52.0309,"R",10306,15057,25787,"R",8291,13827,22501,"R",6263,17957,25399,"R",8046,21600,30159,"R",7990,22937,31192
"42017",1,1,1,1,TRUE,TRUE,TRUE,TRUE,"both",650131,604.447,43.3062,1075.58,"D",179031,150248,332924,"D",159598,155876,319407,"D",165861,163873,342572,"D",204712,187367,396234,"R",198431,198722,401028
"42019",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",199341,789.482,38.3309,252.496,"R",32260,57074,90425,"R",28385,59416,88924,"R",26834,61388,92027,"R",37508,74359,113305,"R",40661,79773,121440
"42021",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",130108,687.963,22.6712,189.121,"D",32451,31995,65670,"R",23181,33464,57718,"R",17798,40510,60167,"R",21730,48085,70574,"R",21177,49408,71136
"42023",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",4348,396.234,10.8746,10.9733,"R",879,1323,2245,"R",677,1264,1967,"R",469,1495,2024,"R",634,1771,2434,"R",538,1654,2219
"42025",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",65743,381.356,18.3316,172.393,"D",13464,12957,26923,"R",11040,12710,24232,"R",8917,18714,28721,"R",11212,21984,33629,"R",11394,23708,35395
"42027",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",159805,1107.26,46.2041,144.325,"D",41950,32992,75763,"R",33677,33697,68801,"D",36555,35099,75394,"D",40055,36372,77493,"D",41119,38829,80792
"42029",2,1,2,1,TRUE,TRUE,TRUE,TRUE,"both",560745,750.551,56.1185,747.111,"D",137833,114421,254354,"R",122232,123280,248295,"D",140188,115582,266637,"D",182372,128565,315753,"D",184281,137299,324964
"42031",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",36855,600.836,22.7473,61.3395,"R",6756,10737,17766,"R",4731,10228,15227,"R",4256,12545,17481,"R",4678,14578,19493,"R",4562,15036,19733
"42033",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",78132,1145.06,19.1258,68.234,"R",14555,18662,33813,"R",11093,20303,31894,"R",7700,23909,32692,"R",9673,29203,39496,"R",9647,30481,40430
"42035",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",37865,889.63,20.2992,42.5626,"R",7097,7504,14791,"R",5503,6941,12663,"R",4533,9701,14839,"R",5502,11902,17625,"R",5395,12965,18522
"42037",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",66012,483.259,25.4647,136.598,"R",13230,14477,28063,"R",10424,13445,24305,"R",8502,17387,27127,"R",10532,20098,31171,"R",11083,21190,32576
"42039",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",82089,1012.36,20.5885,81.0872,"R",16780,20750,38134,"R",13024,19497,33089,"R",10215,23912,35563,"R",12924,28559,42004,"R",12858,29685,42872
"42041",0,2,0,2,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",275516,545.482,38.6655,505.087,"R",48306,63739,113304,"R",43983,64365,109964,"R",44282,65649,115068,"R",62245,77212,141595,"R",66255,80267,148396
"42043",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",293029,524.87,33.2799,558.289,"D",69975,58238,129529,"D",64209,56838,122625,"D",64287,60620,130160,"D",78983,66408,147368,"D",78327,69474,149526
"42045",2,1,2,1,TRUE,TRUE,TRUE,TRUE,"both",584882,183.808,40.873,3182.03,"D",178870,115273,297004,"D",164805,105270,272853,"D",169169,106559,284832,"D",206423,118532,329006,"D",201324,123421,328172
"42047",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",30124,826.901,18.4851,36.43,"D",7290,6676,14271,"R",5144,7099,12425,"R",3637,9704,13854,"R",4522,12140,16906,"R",4483,12543,17153
"42049",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",267750,798.901,29.5676,335.148,"D",75775,50351,127691,"D",65136,46102,112732,"R",54820,57168,117240,"D",68286,66869,137083,"R",67456,68866,137595
"42051",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",123941,790.758,18.6452,156.737,"R",25866,26081,52560,"R",21841,25845,48196,"R",17826,34388,53426,"R",20444,41227,62139,"R",19548,43633,63472
"42053",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",6601,427.259,11.5815,15.4496,"R",1038,1366,2444,"R",894,1381,2308,"R",626,1680,2398,"R",728,1882,2646,"R",724,1902,2650
"42055",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",159285,772.279,22.9668,206.253,"R",21169,41906,63641,"R",18910,43072,62802,"R",17322,49554,69345,"R",22422,57245,80783,"R",23543,59604,83884
"42057",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",14452,437.551,16.3059,33.0293,"R",1576,4642,6306,"R",1297,4780,6148,"R",904,5676,6743,"R",1085,6824,7977,"R",1102,7039,8177
"42059",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",33960,575.932,21.1136,58.9653,"R",7829,7889,15976,"R",5564,7985,13726,"R",4157,10394,14955,"R",4911,12579,17669,"R",4592,12319,17236
"42061",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",43359,874.592,18.0607,49.5763,"R",6621,11745,18632,"R",5383,11953,17587,"R",4487,14369,19496,"R",5445,17061,22792,"R",5368,17627,23156
"42063",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",82953,827.394,26.2018,100.258,"R",17065,19727,37302,"R",14403,21187,36180,"R",11468,24920,37728,"R",12634,28089,41198,"R",12697,29215,42229
"42065",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",43367,652.44,16.9887,66.4689,"R",6447,12057,18802,"R",4535,12288,17072,"R",3437,14533,18551,"R",4527,17960,22824,"R",4707,18235,23129
"42067",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",23395,391.391,14.3394,59.774,"R",3068,6484,9711,"R",2533,6821,9480,"R",1810,8234,10402,"R",2253,9649,12043,"R",2290,9721,12104
"42069",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",216859,458.886,29.9016,472.577,"D",67520,39488,107876,"D",61309,34730,97116,"D",51593,48102,102740,"D",61991,52334,115410,"D",59510,56261,116590
"42071",1,1,1,1,TRUE,TRUE,TRUE,TRUE,"both",563293,943.924,30.5181,596.757,"R",99586,126568,228137,"R",87108,129364,219677,"R",90066,137145,239151,"R",115847,160209,281375,"R",120119,166261,289257
"42073",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",84233,357.39,22.0361,235.689,"R",19711,21851,42103,"R",17427,20915,38816,"R",13933,25323,40555,"R",15978,29597,46076,"R",15440,31347,47110
"42075",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",145319,361.835,22.8507,401.617,"R",23310,34314,58297,"R",18975,34010,53771,"R",17860,38804,58906,"R",23932,46731,71858,"R",24734,48282,73692
"42077",1,1,1,1,TRUE,TRUE,TRUE,TRUE,"both",385655,345.336,32.3534,1116.75,"D",87089,63382,152473,"D",77029,66091,144922,"D",77087,70285,153031,"D",98288,84259,184713,"D",96317,91207,189810
"42079",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",331379,889.807,24.5386,372.417,"D",72492,61127,135175,"D",63974,57969,123741,"R",51454,77508,132731,"R",64873,86929,153321,"R",62504,92444,156150
"42081",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",113236,1228.92,24.3693,92.1427,"R",18381,30280,49237,"R",15104,30490,46214,"R",12926,35475,50294,"R",16971,41462,59254,"R",17216,41961,59685
"42083",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",39478,979.694,19.4928,40.2963,"R",6465,9224,15947,"R",5260,9494,15014,"R",3802,11159,15572,"R",5098,14083,19466,"R",5115,14401,19682
"42085",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",108140,672.538,24.0989,160.794,"R",26411,26565,53821,"R",23082,24304,48065,"R",17631,30034,49594,"R",21067,36143,57954,"R",20145,37761,58410
"42087",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",45935,411.037,13.1623,111.754,"R",5375,10929,16502,"R",4259,11893,16311,"R",3563,14050,18239,"R",4603,16670,21502,"R",4735,17184,22071
"42089",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",166523,608.361,26.5566,273.724,"D",39453,28293,68443,"D",33431,25100,59312,"D",31930,31706,65944,"D",44060,38726,83829,"R",42007,42676,85525
"42091",5,1,5,1,TRUE,TRUE,TRUE,TRUE,"both",879190,482.936,51.4332,1820.51,"D",253393,165552,422419,"D",227561,169903,401787,"D",251063,160803,427489,"D",319511,185460,510157,"D",317103,198311,520906
"42093",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",18115,130.331,36.4013,138.992,"R",3364,4574,8023,"R",3026,4636,7787,"R",2851,5274,8535,"R",3771,5844,9817,"R",3862,5944,9908
"42095",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",322989,369.787,32.8398,873.446,"D",75255,58551,135587,"D",65014,59242,125883,"R",65936,71384,142775,"D",85087,83854,171399,"R",86655,89817,178215
"42097",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",90027,457.678,18.4677,196.704,"R",14329,19018,33939,"R",12392,18516,31512,"R",9184,24418,34971,"R",12677,28952,42283,"R",12863,30240,43522
"42099",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",46816,551.449,18.2629,84.8963,"R",6396,13058,19745,"R",5430,12511,18240,"R",4630,15613,21153,"R",5950,18293,24652,"R",6385,19073,25725
"42101",2,0,2,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",1573916,134.325,33.6061,11717.2,"D",595980,117221,717329,"D",557024,91840,653598,"D",560542,105418,680227,"D",603790,132740,741377,"D",568571,144311,721441
"42103",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",62376,544.896,27.4082,114.473,"R",11493,12518,24284,"R",10170,12713,23164,"R",9247,16035,26066,"R",13019,19213,32554,"R",13132,21537,34950
"42105",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",15993,1081.25,16.6736,14.7912,"R",2300,5109,7507,"R",1892,5199,7205,"R",1300,6247,7777,"R",1726,7239,9064,"R",1675,7334,9085
"42107",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",144523,778.579,18.4674,185.624,"R",28300,33767,63057,"R",24453,32156,57505,"R",16724,43937,62750,"R",20727,48871,70603,"R",20882,51665,73184
"42109",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",39627,328.784,21.0099,120.526,"R",5382,9900,15479,"R",4672,10050,14962,"R",3991,11710,16333,"R",4910,13983,19140,"R",5239,14664,20038
"42111",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",72134,1075.05,17.2298,67.0985,"R",12878,21686,35168,"R",9420,23935,33875,"R",7367,27347,35730,"R",8654,31466,40543,"R",8596,31993,40881
"42113",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",5927,449.939,18.885,13.1729,"R",1233,1841,3120,"R",1028,1859,2934,"R",756,2318,3168,"R",921,2619,3595,"R",976,2721,3721
"42115",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",38100,823.494,19.8862,46.2663,"R",8381,10633,19286,"R",6891,10735,17930,"R",5065,13295,19200,"R",6236,15207,21752,"R",6093,16114,22404
"42117",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",40698,1133.89,21.3188,35.8923,"R",6390,11326,17984,"R",5053,10599,15943,"R",3642,12928,17334,"R",4955,15742,21075,"R",5100,16272,21587
"42119",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",42159,315.957,25.0508,133.433,"R",7333,9859,17400,"R",6063,9863,16187,"R",6138,10605,17400,"R",7475,12356,20115,"R",8015,12969,21188
"42121",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",49476,674.265,19.3882,73.3777,"R",9238,13718,23307,"R",7469,12928,20775,"R",5889,15254,22096,"R",7585,18569,26528,"R",7624,18883,26732
"42123",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",37373,884.282,18.9505,42.2637,"R",8537,9685,18517,"R",6768,9415,16462,"R",4828,12032,17624,"R",6066,14237,20650,"R",6212,14345,20723
"42125",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",210434,857.01,32.3951,245.544,"R",46122,50752,98047,"R",38503,50455,90078,"R",34436,58941,96945,"R",45088,72080,118478,"R",44910,75929,121617
"42127",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",51419,725.769,20.8267,70.8476,"R",9892,12702,22835,"R",8138,12531,20966,"R",6398,15269,22365,"R",9191,18637,28089,"R",9150,20071,29444
"42129",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",350935,1027.71,31.2064,341.473,"R",72721,102294,176873,"R",63380,103429,168709,"R",59506,116427,181740,"R",72129,130218,205183,"R",74904,135008,211450
"42131",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",25771,397.258,21.4698,64.8722,"R",5985,6983,13138,"R",4812,6189,11214,"R",3573,8375,12418,"R",4704,9936,14858,"R",4680,10222,15052
"42133",0,2,0,2,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",471240,904.352,26.3389,521.08,"R",82839,109268,194210,"R",72126,111576,186394,"R",67428,126933,203153,"R",88114,146733,238471,"R",91926,154884,249210
"44001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",50145,24.132,51.3764,2077.95,"D",16162,9260,25807,"D",14943,9216,24563,"D",14532,8910,24691,"D",18050,9745,28415,"D",17458,10048,28117
"44003",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",172450,168.568,33.573,1023.03,"D",48406,33780,83678,"D",44966,30786,77247,"R",37582,38141,79691,"D",49113,42001,93093,"D",46269,44526,92648
"44005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",83468,102.431,52.1102,814.87,"D",25479,15717,41841,"D",23507,16343,40545,"D",22680,14975,39761,"D",29486,15722,46148,"D",27332,16027,44349
"44007",3,0,3,0,TRUE,FALSE,TRUE,FALSE,"whole foods only",675912,409.484,31.1958,1650.64,"D",167704,80748,252553,"D",156022,74344,234092,"D",141597,90321,241818,"D",165012,102551,272667,"D",151508,112558,269989
"44009",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",130333,329.279,48.5535,395.813,"D",116156,49810,168633,"D",34904,24666,60933,"D",33511,27074,64160,"D",44549,29818,76060,"D",42589,31247,75556
"45001",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",24607,491.195,19.0623,50.0962,"R",4593,6264,11001,"R",4507,5923,10577,"R",3712,6742,10724,"R",4101,8215,12433,"R",3399,8509,12048
"45003",0,1,0,1,FALSE,TRUE,FALSE,TRUE,"cracker barrel only",179245,1070.67,29.6013,167.413,"R",26101,42849,69770,"R",23953,41157,66049,"R",25426,45981,74773,"R",32275,51589,85185,"R",31298,53592,86091
"45005",0,0,0,0,FALSE,FALSE,FALSE,FALSE,"neither",7551,408.095,10.776,18.503,"D",3029,947,4024,"D",3335,894,4257,"D",2722,788,3578,"D",2718,835,3593,"D",2165,813,3023
